Punjabi,Bengali
ਸਾਹਸੀ,অ্যাডভেটিয়াস
ਏਸੀਡਿਓਸਪੋਰ,আইসিডিওস্পোর
ਏਓਲੀਅਨ ਪ੍ਰਕਿਰਿਆ,আইওলিয়ান প্রক্রিয়া
ਏਓਲੀਅਨ,আইওলিয়ান
Aeate,এয়ারেট
ਏਰੀਅਲ,এরিয়াল
ਐਰੋਮੀਟਰ,এয়ারোমিটার
ਐਰੋਸੋਲ,অ্যারোসোল
ਖਰਾਸ਼,এ্যাস্টিভেশন
ਏਟੀਓਲੋਜੀ (ਐਟਾਇਜੀੋਲੋਜੀ),এটিওলজি (এটিওলজি)
ਕਥਾ,Afforastation
ਅੰਦੋਲਨ,আন্দোলন
ਆਕਮਾਰਕ,অ্যাগমার্ক
ਅਗਰਾਰੀਅਨ,কৃষি
ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ,কৃষি ক্লিনিক
ਖੇਤੀਬਾੜੀ ਕਿਰਤ,কৃষি শ্রম
ਖੇਤੀਬਾੜੀ ਮਾਰਕੀਟਿੰਗ,কৃষি বিপণন
ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ,কৃষি প্রযুক্তি
ਖੇਤੀ ਬਾੜੀ,কৃষি
ਐਗਰੀਸਿਲਵੀਕਲਚਰ,এগ্রিসিলভিকালচার
ਖੇਰਤ,কৃষি
ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ,অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি
ਅਗਾਹੀਵੋਲੋਜੀ,অ্যাগ্রোবায়োলজি
ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ,অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য
ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ,অ্যাগ্রোক্লিম্যাটিক জোনিং
ਐਗਰੋਫੋਰੈਸਟਰੀ,কৃষি
ਖੇਤੀਬਾਜੀ,কৃষিবিদ
ਖੇਤੀਬਾੜੀ,কৃষি
ਐਗ੍ਰੋਪਾਸਟਰਲ,অ্যাগ্রোপাস্টোরাল
ਸ਼ਿਕਾਰ,কৃষি
ਐਗਰੋਸਟੋਲੋਜੀ,অ্যাগ্রোস্টোলজি
ਐਗਰੋਟਾਈਪ,এগ্রোটাইপ
ਏਅਰ ਪੌਦਾ,এয়ার প্ল্যান্ট
ਅਕੀਓਚੀ ਮਿੱਟੀ,আকিওচি মাটি
ਅਲਮੀਨੀਜ਼ਮ,অ্যালবিনিজম
ਐਲਫਿਸੋਲਸ,আলফিসোলস
ਐਲਗੀ,শৈবাল
ਐਲਗਲ ਰੋਗ,অ্যালগাল ডিজিজ
ਅਲਕਾਲੀ ਪਾਣੀ,ক্ষার জল
ਐਲਕਲੀਨ,ক্ষারীয়
ਐਲੀਲੇ,অ্যালিল
ਐਲਲੋਕਲਿਕਸ,অ্যালিলোকেমিক্যালস
ਅਲੇਲੋਮੋਰਫ,Allelomorph
ਅਲੇਲੋਪੈਥੀ,অ্যালোলোপ্যাথি
ਐਲੀ ਫਸਲ,অলি ক্রপিং
ਅਲੋਕਰੇਪੀ,বরাদ্দ
ਆਲੋਗਮ,অ্যালোগ্যামি
ਐਲੋਮੈਟਰੀ,অ্যালোমেট্রি
ਐਲੋਪੋਲਾਈਵਲਾਈਡ,অ্যালোপলিপ্লয়েড
ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ),Allosynapsis (allosyndesis)
ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ,বিকল্প ভারবহন
ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ,বিকল্প জমি ব্যবহার
ਅੰਬੀਨਟ,পরিবেষ্টিত
ਅਮਜੀਗਤ,অ্যামেলিয়োর্যান্ট
ਅਮਿਤੋਸਿਸ,অ্যামিটোসিস
ਅਮਿਨਾਜਾਈਜ਼,গোলাবারুদ
ਅਨੁਮੋਧ,অ্যামোনিফিকেশন
ਅਮੋਨੀਫਾਇਰ,অ্যামোনিফায়ার
ਅਮੋਰਫ,অ্যামর্ফ
ਐਮਫੀਮਿਕਸਿਸ,অ্যাম্ফিমিক্সিস
ਐਮਫੋਟੇਰਿਕ,এমফোটেরিক
ਐਨਾਬੋਲਿਜ਼ਮ,অ্যানাবোলিজম
ਅਨੀਰੋਬ,অ্যানেরোব
ਅਨੀਉਟਲੋਇਡ,অ্যানিউপ্লয়েড
ਕੋਣ ਲਾਉਣਾ,কোণ রোপণ
ਪਸ਼ੂ ਪਾਲਣ,পশুপালন
ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ,প্রাণী প্রত্যাখ্যান
Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ,অ্যানিমেট শক্তি
ਅਨੀਸੋਪਲੋਇਡ,অ্যানিসোপ্লয়েড
ਸਾਲਾਨਾ ਪੌਦਾ,বার্ষিক উদ্ভিদ
ਸਾਲਾਨਾ,বার্ষিক
ਐਥੇਸਮਿਸ,অ্যান্থেসিস
ਐਂਥ੍ਰੈਕਸ,অ্যানথ্রাক্স
ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ,অ্যানথ্রোপোজেনিক ফ্যাক্টর
ਐਂਟੀਬਾਇਸਿਸ,অ্যান্টিবায়োসিস
ਐਂਟੀਬਾਇਓਟਿਕ,অ্যান্টিবায়োটিক
ਐਂਟੀਡੋਟਾ,প্রতিষেধক
ਐਂਟੀਆਕਸੀਡੈਂਟਸ,অ্যান্টিঅক্সিডেন্টস
Antitoxin,অ্যান্টিটক্সিন
ਐਨਾਬੁਲਸ,অ্যানুলাস
Aphid,এফিড
Apical ਮੁਕੁਲ,অ্যাপিকাল কুঁড়ি
ਏਪਿਕਲ ਦਬਦਬਾ,অ্যাপিকাল আধিপত্য
Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ),এপিক্যালচার (মৌমাছি পালন)
ਅਪੋਮਿਕਸ,অ্যাপোমিক্সিস
ਅਪੋਪੋਟੋਸਿਸ,অ্যাপোপটোসিস
ਅੰਤਿਕਾ,সংযোজন
ਭੁੱਖ,ক্ষুধার্ত
ਲਾਗੂ ਕੀਤਾ,প্রয়োগ
ਐਕੁਆਟਿਕ ਬੂਟੀ,জলজ আগাছা
ਅਰਬੋਰੀਅਲ,আরবোরিয়াল
ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ,আর্বোরাইজেশন
ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ,আর্কিও-বোটানিকাল রেকর্ডস
ਖੇਤਰ ਦੇ ਅੰਕੜੇ,অঞ্চল পরিসংখ্যান
ਖੇਤਰ,অঞ্চল
ਐੱਫ.ਡੀ.ਆਈ.,শুকনো বাস্তুতন্ত্র
ਅਰਿਲ,আরিল
ਖੁਸ਼ਬੂ,সুগন্ধ
ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ,সুগন্ধযুক্ত উদ্ভিদ
ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ,সুগন্ধযুক্ত চাল
ਐਰੋਇੰਗ,তীর
Espesisis,Asepsis
Sseptic,অ্যাসেপটিক
ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ,অ্যাসেক্সুয়াল প্রচার
ਅਨੀ,অ্যাস
ਸੰਪਤੀ,সম্পদ
ਸਹਿਯੋਗ,সংমিশ্রণ
ਐਸੋਸੀਏਸ਼ਨ,সংঘ
ਤੂਫਾਨੀ,জ্যোতিষী
ਅਸਟੀਪਿਸਿਸ,অ্যাসিনাপসিস
ਅਟਵੀਵਾਦ,Atavism
ਐਟੋਮਾਈਜ਼ਰ,Atomizer
ਸ਼ੋਸ਼ਣ,অ্যাট্রোফি
ਆਟੋਗ੍ਰਾਮ,অটোগামি
ਆਟੋਲਿਸਸਿਸ,অটোলাইসিস
ਆਟੋਮਿਡੇਸ਼ਨ,অটোক্সিডেশন
ਆਟੋਪਲਿਪਲਾਈਡ,অটোপলিপ্লয়েড
Auxins,অক্সিনস
ਅੱਲ (ਬ੍ਰਿਸਟਲ),এডাব্লুএন (ব্রিজল)
ਬਦਾਮ,বাদাম
ਐਲੋ,অ্যালো
ਅਮੈਸ਼ਨਥਸ,অমরান্থাস
ਅਮਮੀ,আম্মি
ਅੰਜਨ ਘਾਹ,অঞ্জান ঘাস
ਐਂਥਿਰੀਅਮ,অ্যান্থুরিয়াম
"ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ","অোনলা, ভারতীয় গুজবেরি"
ਸੇਬ,অ্যাপল
ਖੜਮਾਨੀ,এপ্রিকট
ਅਰਬੀਅਨ ਜੈਸਮੀਨ,আরবিয়ান জেসমিন
ਅਰੇਕਾ ਗਿਰੀਦਾਰ,সুপারি বাদাম
ਅਰਜੁਨ,অর্জুন
ਓਡੋਏਟਿਡਾ,Asfoetida
ਸੁਆਹ,অ্যাশ লাউ
ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ,অশোক গাছ
ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ),আশ্থমা আগাছা (ইউফোর্বিয়া)
ਐਸਪੈਰਾਗਸ,অ্যাস্পারাগাস
ਆਵਾਕੈਡੋ,অ্যাভোকাডো
ਅਲਫਾਲਫਾ (LUSEREN),আলফালফা (লুসার্ন)
ਕੀੜੀਆਂ,পিঁপড়া
ਐਫੀਡਜ਼,এফিডস
ਆਰਮੀ ਕੀੜੀ,সেনা কৃমি
ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ,কৃষি অর্থনীতিবিদ
ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ,কৃষি এক্সটেনশনিস্ট
ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ,কৃষি বিজ্ঞানী
ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ,কৃষি প্রকৌশলী
ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ,অ্যাগ্রোবায়োলজিস্ট
ਖੇਤੀਬਾਮੀ,কৃষিবিদ
ਅਸ਼ੋਲੀ,অ্যাগ্রোফিজিসট
ਜਾਨਵਰ ਬ੍ਰੀਡਰ,প্রাণী ব্রিডার
ਬੇਸਿਲਸ ਵਾਇਰਸ,ব্যাসিলাস ভাইরাস
ਬੈਸੀਲਸ,ব্যাসিলাস
ਬੈਕਟੀਰੀਆ,ব্যাকটিরিয়া
ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ,ব্যাকটিরিওক্সিন
ਬੈਗਸ,ব্যাগাস
ਸੰਤੁਲਨ ਸ਼ੀਟ,ব্যালেন্স শীট
ਸੰਤੁਲਿਤ ਖਾਦ,ভারসাম্যহীন নিষেক
ਬਾਰ ਡਾਇਗਰਾਮ,বার ডায়াগ্রাম
ਸੱਕ,বাকল
ਬੈਰੋਮੀਟਰ,ব্যারোমিটার
ਬੰਜਰ,বন্ধ্যা
ਅਧਾਰ,বেস
ਬੇਸਿਨ,বেসিন
ਬਾਸਿਪਟਲ,বেসিপেটাল
ਬਾਸੈਸਟਰਨੀਮ,বেসস্টারনাম
ਬੇ ਮਾਨਸੂਨ,উপসাগর
ਬੇਅਰਿੰਗ ਪੌਦਾ,বিয়ারিং প্ল্যান্ট
ਬਿਸਤਰੇ,বিছানা
ਬੇਡਰ,বেডার
ਬਿਸਤਰੇ,বিছানাপত্র
ਬੀਟ ਗੁੜ,বীট গুড়
ਝੁਕੋ,বেলো
ਬੈਲਟ,বেল্ট
ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,বেনিফিট-ব্যয় বিশ্লেষণ
ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ),পক্ষপাতদুষ্ট (নমুনা)
ਬਨੀਅਲ,দ্বিবার্ষিক
ਬਿਨੀਮਾਇਲ,দ্বিপদী
ਬਾਇਓਜੈਂਟ,বায়োএজেন্ট
ਬਾਇਓਸੈਲਮੇਟ,বায়োক্লিমেট
ਬਾਇਓਨੇਰਜੀ,বায়োনারজি
ਬਯਨੋਮਿਕਸ,বায়োনমিক্স
ਬਾਇਓਰੇਟਰ,বায়োরিয়্যাক্টর
ਬਾਇਓਸਪੇਅਰ,বায়োস্ফিয়ার
ਬਾਇਓਟਿਕ,বায়োটিক
ਬਾਇਓਟਾਈਪ,বায়োটাইপ
ਲਿੰਗੀ,উভকামী
ਬਲੈਂਚਿੰਗ,ব্লাঞ্চিং
ਧਮਾਕਾ,বিস্ফোরণ
ਮਿਸ਼ਰਣ,মিশ্রণ
ਝੁਲਸਣ,ব্লাইট
ਛਾਲੇ,ফোস্কা
ਨੀਲਾ ਇਨਕਲਾਬ,নীল বিপ্লব
ਤਲ ਗਰਮੀ ਚੈਂਬਰ,নীচে তাপ চেম্বার
ਤਲ ਹੀਟ ਤਕਨੀਕ,নীচে তাপ কৌশল
ਬ੍ਰੈਨ,ব্রান
ਸ਼ਾਖਾ,শাখা
ਬ੍ਰੀਚਲੇਟ,শাখা
ਨਸਲ,প্রজনন
ਪ੍ਰਜਨਨ,প্রজনন
ਝਗੜਾ,Brimming
ਬਰੂਦ,ব্রুড
ਉਭਰਦਾ,উদীয়মান
ਬਜਟ,বাজেট
ਬਫਰ,বাফার
ਬੱਲਬ,বাল্ব
ਬੈਂਟ,বুট
ਉਪ-ਉਤਪਾਦ,উপজাত
ਬਾਬੂਬਦ ਬੱਬੀ,বাবুল অ্যাকাসিয়া
ਬੇਬੀ ਮੱਕੀ,শিশুর ভূট্টা
ਬਾਲ,বেল
ਬਿਲ,বেল
ਬਾਲਸਮ,বালসাম
ਬਾਂਸ,বাঁশ
ਕੇਲਾ,কলা
ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ,বটগাছ
ਜੌ,বার্লি
ਬਾਰਨੀਅਰ ਬਾਜਰੇ,বার্নইয়ার্ড মিললেট
ਤੁਲਸੀ,পুদিনা
ਬਾਸਟਰਡ ਸੀਡਰ,জারজ সিডার
ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ,জারজ মাইরোবালান
Bauhinia,বাউহিনিয়া
ਬੇ ਬੇਰੀ,বে বেরি
ਬੀਨ,বিন
ਚੁਕੰਦਰ,বীট
ਬੇਲਾਡੋਨਾ,বেলাদোনা
ਬੇਰ,বের
ਸੋਰਸਮ,বার্সিম
ਸੁਪਾਰੀ,সুপারি
ਬਿਲੀਮਬੀ,বিলিম্বি
ਕੌੜਾ ਬੈਰ,বিটার লাউ
ਕਾਲਾ ਗ੍ਰਾਮ,কালো গ্রাম
ਕਾਲੀ ਨਾਈਟਸੈਡ,কালো নাইটশেড
ਬੌਗੇਨਵਿਲੇਸਾ,বোগেনভিলিয়া
ਬੋਤਲ ਬੁਰਸ਼,বোতল ব্রাশ
ਬੋਤਲ ਬਘਿਆੜ,বোতল লাউ
ਬਾਕਸ ਲੜੀ,বক্স ট্রি
ਬਰੈੱਡ ਫਲਾਂ,রুটি ফল
ਵਿਆਹ ਦੀ ਨਿੰਬੂ,ব্রাইডাল লতা
ਬ੍ਰਿੰਜਲ,ব্রিনজাল
ਬ੍ਰੌਡ ਬੀਨ,ব্রড শিম
ਬ੍ਰੋ CC ਓਲਿ,ব্রোকলি
ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ,ব্রাসেলের স্প্রাউট
ਬੱਕਵੈਟ,বাকউইট
ਬੁਟੀਆ,বুটিয়া
ਬੈਂਡਿਕੋਟ,ব্যান্ডিকুট
ਰਿੱਛ,ভাল্লুক
ਬੀਟਲ,বিটল
ਛਾਲੇ ਬੀਟਲ,ফোস্কা বিটল
ਨੀਲਾ ਬੁੱਲ,নীল ষাঁড়
ਬੁਲ ਕੀੜਾ,বোল কৃমি
ਬਟਰਫਲਾਈ,প্রজাপতি
ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ,ব্যাকটিরিওলজিস্ট
ਬਾਇਓਕੈਮਿਸਟ,বায়োকেমিস্ট
ਜੀਵ ਵਿਗਿਆਨੀ,জীববিজ্ঞানী
ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ,বায়োটেকনোলজিস্ট
ਬੋਟੈਨਿਸਟ,উদ্ভিদবিদ
ਸੀ ਨਮੀ ਦੇ ਗੁਣ,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
ਕੇਕ,কেক
ਕੈਲਕਿਸ,ক্যালারিয়াস
ਕੈਲਸੀਫਿਕੇਸ਼ਨ,ক্যালিফিকেশন
ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ,ফসফেটের ক্যালকিনেশন
ਕਲੇਸ਼,Calost
ਕਾਲਸ,কলাস
ਕੈਲੀਕਸ,ক্যালিক্স
ਕੈਲੀਕਸ-ਐਂਡ,ক্যালিক্স-এন্ড
ਕੈਮਬੀਅਮ,ক্যাম্বিয়াম
ਕੈਨਕਰ,ক্যান্সার
ਕੈਨਿੰਗ,ক্যানিং
ਕੈਨੋਪੀ,ক্যানোপি
ਪੂੰਜੀ,মূলধন
ਕੈਪਟੇਸ਼ਨ,ক্যাপরিফিকেশন
ਕੈਪਸੂਲ,ক্যাপসুল
ਕਾਰਬੋਨੇਟਡ,কার্বনেটেড
ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ,কার্বনাইজেশন
ਕਾਰਪਲ,কার্পেল
ਕਾਰਪਸ,কার্পাস
ਕਾਸਟਿੰਗ,ঢালাই
ਕੈਟਾਬੋਲਿਜ਼ਮ,ক্যাটাবোলিজম
ਉਤਪ੍ਰੇਸਿਆ,ক্যাটালাইসিস
ਕੇਟਰਪਿਲਰ,শুঁয়াপোকা
ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ,সি-ডিএনএ লাইব্রেরি
ਛੱਤ,সিলিং
ਸੈੱਲ,সেল
ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ,কেন্দ্রীয় নেতা ব্যবস্থা
ਕੇਂਦਰਿਤ,কেন্দ্রিক
ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ,সেন্ট্রিফিউগেশন
ਸੈਂਟਰਿਫਿ ize ਜ,সেন্ট্রিফিউজ
ਸੈਂਟਰਿਓਲ,সেন্ট্রিওল
CentRogenic,সেন্ট্রোজেনিক
ਸੈਂਟੀਗਨੌਜ਼,সেন্ট্রোজেনাস
ਚੱਕਰ,সার্কাস
ਅਨਾਜ,সিরিয়াল
ਸਰਟੀਫਿਕੇਸ਼ਨ,শংসাপত্র
ਪ੍ਰਮਾਣਿਤ ਬੀਜ,প্রত্যয়িত বীজ
ਤੂਫਾਨ,চ্যাফ
ਚਮਜ਼ਾ,চালাজা
ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ,কেমোট্রপিজম
ਚਿਆਸਮਾ,চিয়াসমা
ਚਿਲਿੰਗ ਘੰਟੇ,শীতল সময়
ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ,শীতল আঘাত
Chimera,চিমেরা
ਚਲੋਟਰੈਠੀ,ক্লোরান্টি
ਕਲੋਰੋਫਿਲ,ক্লোরোফিল
ਕਲੋਰੋਸਿਸ,ক্লোরোসিস
ਕਲੋਰੋਲੋਜੀ,ক্লোরোলজি
Chrimindidd,ক্রোমাটিড
ਕ੍ਰੋਮੈਟਿਨ,ক্রোমাটিন
ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,ক্রোমাটোগ্রাফি
ਕ੍ਰੋਮੈਟੋਲਸਿਸ,ক্রোমাটোলাইসিস
ਕ੍ਰੋਮੋਸੀਸਟਰ,ক্রোমোসেন্ট্রে
ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ,ক্রোমোজেনেসিস
ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ,ক্রোমোপ্রোটিন
ਕ੍ਰੋਮੋਸੋਮ,ক্রোমোজোম
ਦੀਰਘ,দীর্ঘস্থায়ী
ਸਾਇੰਗ,সিট্রঞ্জ
ਕਲੇਡਡ,ক্লেডোড
ਵਰਗੀਕਰਣ,শ্রেণিবদ্ধকরণ
ਮਿੱਟੀ,ক্লে
ਸਫਾਈ,পরিষ্কার
ਕਲੇਰਿਸਟਾਗਮੀ,ক্লিস্টোগ্যামি
ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ,ক্লাইম্যাক্টেরিক ফল
ਮੌਸਮ,জলবায়ু
ਜਲਵਾਯੂ,জলবায়ু
ਕਲੀਪਰ,ক্লিপার
ਕਲੋਡ,ক্লোড
ਕਲੋਨ,ক্লোন
ਬੱਦਲ,মেঘ
ਕਲੰਪ,ক্লাম্প
ਕਲੱਸਟਰ,ক্লাস্টার
ਮੋਟੇ,মোটা
ਕੋਟ (ਬੀਜ),কোট (বীজ)
ਕੋਕੂਨ,কোকুন
ਸਿੱਕੇ,কোএনজাইম
ਏਕਤਾ,সংহতি
ਕੋਇਰ,কয়ার
ਕੋਲੀੋਰਿਹਿਜ਼ਾ,কোলোররিজা
ਕਾਲਰ,কলার
ਕੋਲੋਇਡ (ਮਿੱਟੀ),কলয়েড (মাটি)
ਕੋਲਮੂਲਾ,কলিউমেলা
ਕਾਲਮ,কলাম
ਰਿਮੈਂਸੀਵਾਦ,কমেন্সালিজম
ਵਪਾਰਕ ਬੈਂਕ,বাণিজ্যিক ব্যাংক
ਕਮੋਡਿਟੀ,পণ্য
ਕਮਿ Community ਨਿਟੀ,সম্প্রদায়
ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ),সংযোগ (মাটির)
ਅਨੁਕੂਲਤਾ,সামঞ্জস্যতা
ਅਨੁਕੂਲਤਾ,সামঞ্জস্যতা
ਮੁਆਵਜ਼ਾ,ক্ষতিপূরণ
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ,প্রতিযোগিতামূলক মিথস্ক্রিয়া
ਪੂਰਕ ਫਸਲ,পরিপূরক ফসল
ਗੁੰਝਲਦਾਰ,জটিল
ਭਾਗ,উপাদান
ਰਚਨਾ,গঠন
ਖਾਦ,কম্পোস্ট
ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ,চক্রবৃদ্ধিহারে সুদ
ਗਣਨਾ,গণনা
ਕੰਪਿ computer ਟਰ,কম্পিউটার
ਧਿਆਨ ਟਿਕਾਉਣਾ,একাগ্রতা
ਕੰਡੀਸ਼ਨਰ,কন্ডিশনার
ਚਾਲ-ਚਲਣ,আচরণ
ਕੌਨਫਿਗਰੇਸ਼ਨ,কনফিগারেশন
ਅਨੁਕੂਲਤਾ,অনুসার
ਉਲਝਣ,বিভ্রান্তিকর
ਸੰਜੋਗ,সংমিশ্রণ
ਕੁਨੈਕਟਿਵ,সংযোগকারী
ਸੰਭਾਲ,সংরক্ষণ
ਇਕਜੁੱਟ,একত্রীকরণের
ਹਲਕੇ,উপাদান
ਖਪਤਕਾਰ,গ্রাহক
ਖਪਤ,খরচ
ਗੰਦਗੀ,দূষণ
ਕੋਟੌਰ ਲਾਉਣਾ,কনট্যুর রোপণ
ਸਮਾਲ,কনট্যুর
ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ,চুক্তি চাষ
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ,নিয়ন্ত্রিত স্টোরেজ
ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ,সমবায় ব্যাংক
ਸਹਿਕਾਰਤਾ,সহযোগী
ਕਾੱਪੀਸ,কপিস
ਕੋਰਮ,Corm
ਕੋਰੋਲਾ,করোলা
ਕੋਰਟੇਕਸ,কর্টেক্স
ਲਾਗਤ,ব্যয়
ਕੋਟੀਲਡਨ (ਬੀਜ),কোটিলেডন (বীজ)
ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ,ক্রেডিট সোসাইটি
ਕ੍ਰੈਡਿਟ,ক্রেডিট
ਲੈਣਦਾਰ,পাওনাদার
ਕਰੈਸਟ,ক্রেস্ট
Crinkle,ক্রিঙ্কল
ਸੰਕਟ,সংকট
ਮਾਪਦੰਡ,মানদণ্ড
ਆਲੋਚਨਾਤਮਕ,সমালোচনা
ਫਸਲੀ ਬੀਮਾ,শস্য বীমা
ਫਸਲ ਲੋਨ,শস্য loan ণ
ਫਸਲ,ফসল
ਕਰੂਪਿੰਗ ਖੇਤਰ,ক্রপিং অঞ্চল
ਕਰਾਸ-ਅਨੁਕੂਲ,ক্রস-ইনমপ্যাটেবল
ਤਾਜ (ਪੌਦਾ),মুকুট (উদ্ভিদ)
ਟੁਕੜਾ,ক্রম্ব
ਛਾਲੇ,ক্রাস্ট
ਕ੍ਰਿਪਟੌਗਮ,ক্রিপ্টোগাম
ਕੂਲ (ਫਲ),কুল (ফল)
ਕੂਲਮ,কাল্ম
