Marathi,Kannada
वास्तविक कोड (= परिपूर्ण कोड),ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್)
वास्तविक डेटा हस्तांतरण दर,ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ
वास्तविक दशांश बिंदू,ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು
वास्तविक सूचना (= प्रभावी सूचना),ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ)
वास्तविक की,ವಾಸ್ತವಿಕ ಕೀ
वास्तविक वेळ,ವಾಸ್ತವಿಕ ಸಮಯ
वास्तविक कामाची वेळ,ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ
अ‍ॅक्ट्युएटिंग सिग्नल,ಸಂಕೇತ
अनुकूलता,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
अ‍ॅडॉप्टर,ಅಳವಡಗಾರ
अ‍ॅडॉप्टिव्ह चॅनेल वाटप,ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ
अनुकूली एकत्रीकरण,ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ
अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर,ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್
जोडलेली प्रविष्टी,ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ
परिशिष्ट,ಸೇರಿಸು
अ‍ॅडर,ಸೇರಿಸುವವನು
अ‍ॅडडर सबट्रॅक्टर,ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್
फाईल जोडा,ಕಡತವನ್ನು ಸೇರಿಸು
अतिरिक्त वर्ण (= विशेष वर्ण),ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ)
व्यतिरिक्त रेकॉर्डर,ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್
व्यतिरिक्त सारणी,ಸೇರ್ಪಡೆ ಮೇಜು
अ‍ॅडिटिव्ह विशेषता,ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ
मोड जोडा,ಮೋಡ್ ಸೇರಿಸಿ
ऑपरेशन जोडा,ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ
पत्ता,ಭಾಷಣ
पत्तेपणाचा उपाय,ವಿಳಾಸದ ಅಳತೆ
पत्ते करण्यायोग्य क्षैतिज स्थिती,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ
पत्ता योग्य बिंदू,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು
पत्ता योग्य स्थिती,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ
पत्ते करण्यायोग्य नोंदणी,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್
पत्ता योग्य स्टोरेज,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ
पत्ता योग्य अनुलंब स्थिती,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ
अ‍ॅड्रेस बस,ವಿಳಾಸ ಬಸ್
पत्ता कोड,ವಿಳಾಸ ಕೋಡ್
पत्ता तुलनात्मक,ವಿಳಾಸ ಹೋಲಿಕೆದಾರ
पत्ता गणना,ವಿಳಾಸ ಗಣನೆ
पत्ता स्थिर,ವಿಳಾಸ ಸ್ಥಿರ
पत्ता रूपांतरण,ವಿಳಾಸ ಪರಿವರ್ತನೆ
पत्ता डेटा,ವಿಳಾಸ ಡೇಟಾ
संबोधित मेमरी,ವಿಳಾಸ ಮೆಮೊರಿ
पत्ता प्रभावी,ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ
पत्ता फील्ड,ವಿಳಾಸ ಕ್ಷೇತ್ರ
पत्ता स्वरूप,ವಿಳಾಸ ಸ್ವರೂಪ
पत्ता विनामूल्य कार्यक्रम,ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ
पत्ता,ಸಂಬೋಧಿಸುವುದು
"पत्ता
 वर्ण","ಸಂಬೋಧಿಸುವುದು
 ಪಾತ್ರ"
व्यत्यय संबोधित करणे,ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
पळवाट पळवाट,ವಿಳಾಸ ಲೂಪ್
आभासी मेमरी संबोधित करणे,ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ
पत्ता इंटरलॅकिंग,ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್
पत्ता नसलेली सूचना स्वरूप,ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ
पत्ता ओळ,ವಿಳಾಸ ಸಾಲು
पत्ता मॅपिंग,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
पत्ता चिन्ह,ವಿಳಾಸ ಗುರುತು
पत्ता बदल,ವಿಳಾಸ ಮಾರ್ಪಾಡು
पत्ता भाग,ವಿಳಾಸದ ಭಾಗ
पत्ता पॉईंटर,ವಿಳಾಸ ಪಾಯಿಂಟರ್
पत्ता नोंदणी,ವಿಳಾಸ ನೋಂದಣಿ
पत्ता सिग्नल,ವಿಳಾಸ ಸಂಕೇತ
पत्ता आकार,ವಿಳಾಸದ ಗಾತ್ರ
पत्ता जागा,ವಿಳಾಸ ಸ್ಥಳ
पत्ता जागा अभिज्ञापक,ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ
पत्ता थांबा,ವಿಳಾಸ ನಿಲುಗಡೆ
पत्ता ट्रेस,ವಿಳಾಸ ಜಾಡಿನ
पत्ता ट्रॅक,ವಿಳಾಸ ಟ್ರ್ಯಾಕ್
पत्ता अनुवाद,ವಿಳಾಸ ಅನುವಾದ
पत्ता अनुवादक,ವಿಳಾಸ ಅನುವಾದಕ
अ‍ॅड-सबस्ट्रॅक्ट वेळ,ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ
वेळ जोडा,ಸಮಯವನ್ನು ಸೇರಿಸಿ
समीप,ಪಕ್ಕದ
जवळची रचना,ಪಕ್ಕದ ರಚನೆ
समीप चॅनेल,ಪಕ್ಕದ ಚಾನಲ್
समीप डोमेन,ಪಕ್ಕದ ಡೊಮೇನ್
समीप मॅट्रिक्स,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
समीप नोड,ಪಕ್ಕದ ನೋಡ್
समीप सुबेरिया,ಪಕ್ಕದ ಸುಬೇರಿಯಾ
संक्षिप्त रुप (सिस्टम),ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್)
समायोजित करा,ಸರಿಹೊಂದಿಸು
समायोज्य मर्यादा,ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ
मजकूर मोड समायोजित करा,ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ
प्रशासकीय डेटा प्रक्रिया,ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ
प्रशासकीय ऑपरेशन,ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ
प्रशासकीय ऑपरेटर,ಆಡಳಿತಕಾರಕ
प्रशासकीय ऑपरेटर स्टेशन,ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ
प्रशासकीय समर्थन प्रणाली,ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
प्रगत संप्रेषण सेवा,ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ
प्रगत माहिती प्रणाली,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
प्रगत ऑप्टिकल कॅरेक्टर रीडर,ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್
प्रगत वैज्ञानिक संगणक,ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್
हवाई,ವೈಮಾನಿಕ
एकूण,ಒಟ್ಟು
एकूण अभिव्यक्ती,ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ
लक्ष्य वर्तुळ,ಗುರಿ ವೃತ್ತ
लक्ष्य फील्ड (= लक्ष्य चिन्ह),ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ)
लक्ष्य प्रतीक,ಗುರಿ ಚಿಹ್ನೆ
एअरबोर्न संगणक प्रणाली,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
बीजगणित ईगेनव्हल्यू समस्या,ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ
"बीजगणित
 एकत्रीकरण","ಬೀಜಗಣಿತದ
 ಏಕೀಕರಣ"
बीजगणित भाषा,ಬೀಜಗಣಿತದ ಭಾಷೆ
बीजगणित हाताळणी,ಬೀಜಗಣಿತದ ಕುಶಲ
बीजगणित मॅनिपुलेशन भाषा,ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ
बीजगणित ओरिएंटेड भाषा,ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ
बीजगणित शिफ्ट,ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್
बीजगणित साइन कन्व्हेन्शन,ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ
अल्गोल,ಪಾಚಕ
अल्गोल वैशिष्ट्य,ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ
अल्गोल प्रोग्रामिंग,ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
अल्गोरिदम,ಅಲ್ಗಾರಿದಮ್
अल्गोरिदम असोसिएटिव्ह भाषा,ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ
अल्गोरिदम वर्गीकरण,ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ
अल्गोरिदम जटिलता,ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ
अल्गोरिदम संगणन,ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ
अल्गोरिदम विश्लेषण,ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ
अल्गोरिदम दृष्टिकोन,ಕ್ರಮಾವಧಿಕ ವಿಧಾನ
अल्गोरिदम भाषा,ಕ್ರಮಬದ್ಧ ಭಾಷೆ
अल्गोरिदम नित्यक्रम,ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ
अल्गोरिदम सिद्धांत,ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ
उर्फ,ಅಲಿಯಾಸ್
अलियासिंग,ಅಲಿಯಾಸೆ
उर्फ नाव (= वैकल्पिक नाव),ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು)
संरेखन,ಜೋಡಣೆ
वाटप,ನಿಯೋಜಿಸು
वाटप रचना,ಹಂಚಿಕೆ ರಚನೆ
सर्व हेतू संगणक,ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
वर्णमाला वर्ण,ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ
वर्णमाला वर्ण सेट,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್
अल्फाबेटिक कॅरेक्टर सबसेट,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ
वर्णमाला कोड,ವರ್ಣಮಾಲೆ ಸಂಕೇತ
वर्णमाला शिफ्ट,ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್
वर्णमाला स्ट्रिंग,ವರ್ಣಮಾಲೆಯ ದಾರ
वर्णमाला शब्द,ವರ್ಣಮಾಲೆ ಪದ
वर्णमाला,ವರ್ಣಮಾಲೆ
अल्फेजोमेट्रिक्स,ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್
अल्फामेरिक,ಆಲ್ಫಾಮನ
अल्फामोसॅक,ವರ್ಣಮಾಲೆಯ
अल्फान्यूमेरिक,ವರ್ಣಮಾಲೆಯ
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ
अल्फान्यूमेरिक कॅरेक्टर सेट,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್
अल्फान्यूमेरिक कोड,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್
अल्फान्यूमेरिक डेटा,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ
अल्फान्यूमेरिक संपादित वर्ण,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ
अल्फान्यूमेरिक फील्ड,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ
अल्फान्यूमेरिक सूचना,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ
अल्फान्यूमेरिक कीबोर्ड,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್
अल्फान्यूमेरिक क्रमवारी,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ
अल्फान्यूमेरिक स्टोरेज,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ
बदलण्यायोग्य मेमरी,ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ
बदल स्विच,ಬದಲಾವಣೆ ಸ್ವಿಚ್
बदल,ಬದಲಾಯಿಸುವ
बदल मोड,ಬದಲಾದ ಮೋಡ್
वैकल्पिक पुनर्प्राप्ती,ಪರ್ಯಾಯ ಚೇತರಿಕೆ
वैकल्पिक मार्ग,ಪರ್ಯಾಯ ಮಾರ್ಗ
वैकल्पिक मार्ग,ಪರ್ಯಾಯ ರೂಟಿಂಗ್
वैकल्पिक ट्रॅक,ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್
अल्टरनेशन (= किंवा ऑपरेशन),ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ)
वैकल्पिक गुणधर्म,ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ
वैकल्पिक नकार (= नाही आणि ऑपरेशन),ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ)
अस्पष्टता त्रुटी,ಅಸ್ಪಷ್ಟ ದೋಷ
संदिग्ध संदर्भ,ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ
एनालॉग,ಜರುಗೋಲು
एनालॉग अ‍ॅडडर,ಅನಾಲಾಗ್
एनालॉग चॅनेल,ಅನಾನುಕೂಲ ಚಾನೆಲ್
एनालॉग संगणक,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
एनालॉग कन्व्हर्टर,ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ
एनालॉग डेटा,ಅನಲಾಗ್ ಡೇಟಾ
एनालॉग विभाजक,ಅನನುಕಿನ ವಿಭಾಜಕ
अ‍ॅनालॉग सुविधा टर्मिनल,ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್
"एनालॉग फंक्शन
 जनरेटर","ಅನಾನುಕೂಲ ಕಾರ್ಯ
 ಉತ್ಪಾದಕ"
एनालॉग एकत्रीकरण,ಅನಲಾಗ್ ಏಕೀಕರಣ
एनालॉग गुणक,ಸೋಗು ಗುಣಕ
एनालॉग प्रोग्रामिंग,ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
एनालॉग स्केलिंग,ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್
एनालॉग सिग्नल,ಅನಾಲಾಗ್ ಸಂಕೇತ
एनालॉग सिम्युलेशन,ಸಿಮ್ಯುಲೇಶನ್
एनालॉग स्विच,ಅನಲಾಗ್ ಸ್ವಿಚ್
एनालॉग सिस्टम,ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ
"डिजिटल टू डिजिटल
 कन्व्हर्टर","ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
 ಪರಿವರ್ತಕ"
"डिजिटल टू डिजिटल
 एन्कोडर","ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
 ಸ್ಥಳಾಂತರಕ"
एनालॉग ट्रान्समिशन,ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ
एनालॉग प्रकार,ಅನಾಲಾಗ್ ಪ್ರಕಾರ
विश्लेषण ब्लॉक,ವಿಶ್ಲೇಷಣೆ
विश्लेषण मोड,ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ
विश्लेषणात्मक इंजिन,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್
वडिलोपार्जित कार्य,ಪೂರ್ವಜರ ಕಾರ್ಯ
सहायक उपकरणे,ಪೂರಳು ಉಪಕರಣಗಳು
आणि,ಮತ್ತು
आणि सर्किट,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
आणि घटक,ಮತ್ತು ಅಂಶ
आणि गेट,ಮತ್ತು ಗೇಟ್
आणि मुखवटा,ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ
आणि ऑपरेशन नाही (= अपवर्जन),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ
आणि ऑपरेशन,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ
अनुबंध मेमरी,ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ
भाष्य,ಟಿಪ್ಪಣಿ
अ‍ॅन्युन्सिएटर,ಮೊಳಕೆ
उत्तर परत,ಮತ್ತೆ ಉತ್ತರಿಸಿ
उत्तर विलंब,ಉತ್ತರ ವಿಳಂಬ
उत्तर वेळ,ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು
उत्तर दिवा,ಉತ್ತರ ದೀಪ
उत्तर यादी,ಉತ್ತರ ಪಟ್ಟಿ
फक्त उत्तर द्या,ಉತ್ತರ ಮಾತ್ರ
अपेक्षित मोड,ನಿರೀಕ್ಷೆಯ ಕ್ರಮ
अपेक्षित बफरिंग,ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್
अपेक्षित वाहून नेणे,ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ
अपेक्षित पेजिंग,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
अँटीकोइन्सिडन्स ऑपरेशन,ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ
अँटीकोइन्सींट घटक,ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ
अ‍ॅपरिओडिक ten न्टीना,ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ
छिद्र कार्ड,ದ್ಯುತಿರಂಧ್ರ ಚೀಲು
छिद्र कोड,ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ
छिद्र वेळ,ದ್ಯುತಿರಂಧ್ರ ಸಮಯ
परिशिष्ट,ಅನುಬಂಧ
परिशिष्ट कार्य,ಅನುಬಂಧ ಕಾರ್ಯ
अनुप्रयोग विकसक,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
अनुप्रयोग स्तर,ಅಪ್ಲಿಕೇಶನ್ ಪದರ
अनुप्रयोग देणारं भाषा,ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ
