Gujarati,Odiya
અભિનય બળ,ଅଭିନୟ ଶକ୍ତି
ક્રિયા,କାର୍ଯ୍ୟ
ક્રિયા અને પ્રતિક્રિયા,କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା
વાસ્તવિક વિજ્ઞાન,ଆକ୍ଟୁରିଆଲ୍ ସାଇନ୍ସ |
તીવ્ર કોણીય ત્રિકોણ,ତୀବ୍ର କୋଣିଆ ତ୍ରିରଙ୍ଗା |
એસાયક્લિક,acyclic
ઉમેરો,ଯୋଡନ୍ତୁ |
ઉમેરનાર,ଆଡର୍
વધુમાં,ଯୋଗ
વધારાનું સૂત્ર,ଯୋଗ ସୂତ୍ର
જટિલ સંખ્યાઓનો ઉમેરો,ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ଯୋଗ |
કાર્યોનો ઉમેરો,କାର୍ଯ୍ୟଗୁଡ଼ିକର ଯୋଗ
મેટ્રિસિસનો ઉમેરો,ମାଟ୍ରିକ୍ସର ଯୋଗ
બહુપદીનો ઉમેરો,ବହୁଭାଷୀ ଯୋଗ |
સંભાવનાઓનો ઉમેરો,ସମ୍ଭାବ୍ୟତାର ଯୋଗ |
વેક્ટરનો ઉમેરો,ଭେକ୍ଟର ଯୋଗ
વધારાનું પ્રમેય,ଯୋଗ ତତ୍ତ୍ୱ
ઉમેરણ જૂથ,ଯୋଗୀ ଗୋଷ୍ଠୀ |
ઉમેરણ વ્યસ્ત,ଯୋଗୀ ଓଲଟା |
ઉમેરણ મિલકત,ଯୋଗୀ ସମ୍ପତ୍ତି |
ઉમેરણ,ଯୋଗୀତା |
સંલગ્નતા મેટ્રિક્સ,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
અડીને,ସଂଲଗ୍ନ
અડીને આવેલા ખૂણા,ସଂଲଗ୍ନ କୋଣ
અડીને શિરોબિંદુ,ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |
સંલગ્ન,ସଂଲଗ୍ନ
સંલગ્ન,ସଂଲଗ୍ନ
સંલગ્ન નિર્ણાયક,ନିର୍ଣ୍ଣୟକାରୀ
સંલગ્ન વિભેદક સમીકરણ,ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ
સંલગ્ન સમીકરણ,ସମୀକରଣ
સંલગ્ન મેટ્રિક્સ,ମ୍ୟାଟ୍ରିକ୍ସ ଯୋଡନ୍ତୁ |
મેટ્રિક્સનો સંલગ્ન ભાગ,ମାଟ୍ରିକ୍ସର ଯୋଗ
એડજ્યુગેટ મેટ્રિક્સ,ମ୍ୟାଟ୍ରିକ୍ସ ଆଡୁଗେଟ୍ କରନ୍ତୁ |
સ્વીકાર્ય નિર્ણય કાર્ય,ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ
સ્વીકાર્ય પૂર્વધારણા,ଗ୍ରହଣୀୟ ଅନୁମାନ
એરોડાયનેમિક બળ,ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |
એરોડાયનેમિક્સ,ଏରୋଡାଇନାମିକ୍ସ |
સંલગ્ન ભૂમિતિ,ଆଫାଇନ୍ ଜ୍ୟାମିତି |
affine મેપિંગ,ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |
સંલગ્ન રૂપાંતર,ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |
એકંદર ચલો,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
બીજગણિત,ବୀଜ ବିବେଚନା
બીજગણિતીય રીતે બંધ,ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |
બીજગણિતીય સમીકરણ,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
બીજગણિતીય અભિવ્યક્તિ,ବୀଜ ବର୍ଣ୍ଣନା
બીજગણિત સ્વરૂપ,ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |
બીજગણિત કાર્ય,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
બીજગણિત ભૂમિતિ,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
બીજગણિત ગુણાકાર,ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |
બીજગણિત સિસ્ટમ,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
તમામ પૂર્ણાંક સમસ્યા,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
ફાળવણી સમસ્યા,ବଣ୍ଟନ ସମସ୍ୟା
આલ્ફાબેટીકલ નોટેશન,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
આલ્ફાબેટીક અક્ષર,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
વૈકલ્પિક કોણ,ବିକଳ୍ପ କୋଣ
વૈકલ્પિક સ્વરૂપ,ବିକଳ୍ପ ଫର୍ମ |
વૈકલ્પિક જૂથ,ବିକଳ୍ପ ଗୋଷ୍ଠୀ
વૈકલ્પિક મેટ્રિક્સ,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
વૈકલ્પિક શ્રેણી,ବିକଳ୍ପ କ୍ରମ |
વૈકલ્પિક પૂર્વધારણા,ବିକଳ୍ପ ଅନୁମାନ
વૈકલ્પિક ઓપ્ટિમા,ବିକଳ୍ପ ଅପ୍ଟିମା |
વૈકલ્પિક પરિણામ,ବିକଳ୍ପ ଫଳାଫଳ |
એનાલોગ-ટુ-ડિજિટલ કન્વર્ટર,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
એનાલોગ કમ્પ્યુટર,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
વિશ્લેષણ,ବିଶ୍ଳେଷଣ |
સહપ્રવૃત્તિનું વિશ્લેષણ,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
ગણતરી માહિતીનું વિશ્લેષણ,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
વિચલનનું વિશ્લેષણ,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
વિશ્લેષણાત્મક ભૂમિતિ,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
વિશ્લેષણાત્મક કાર્ય,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
કોણ,କୋଣ
સંપર્ક કોણ,ଯୋଗାଯୋଗ କୋଣ
વિચલન કોણ,ବିଘ୍ନର କୋଣ |
હતાશાનો કોણ,ଉଦାସୀନତାର କୋଣ
વિચલન કોણ,ବିଘ୍ନର କୋଣ |
વિવર્તન કોણ,ବିଭାଜନର କୋଣ |
એલિવેશન કોણ,ଉଚ୍ଚତାର କୋଣ
ઘટના કોણ,ଘଟଣାର କୋଣ
પ્રક્ષેપણ કોણ,ପ୍ରୋଜେକ୍ଟର କୋଣ
પ્રતિબિંબ કોણ,ପ୍ରତିଫଳନ କୋଣ
રીફ્રેક્શન કોણ,ପ୍ରତିଫଳନ କୋଣ
પરિભ્રમણ કોણ,ଘୂର୍ଣ୍ଣନ କୋଣ
કુલ પ્રતિબિંબ કોણ,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
કોણીય પ્રવેગક,କୋଣାର୍କ ତ୍ୱରଣ |
કોણીય ગતિ,କୋଣାର୍କ ଗତି |
કોણીય ઝડપ,କୋଣାର୍କ ଗତି
કોણીય વેગ,କୋଣାର୍କ ବେଗ |
વલય,annulus
જવાબ,ଉତ୍ତର ଦିଅ
વિરોધી વ્યુત્પન્ન,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
એન્ટિસપ્રમાણ કાર્ય,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
લાગુ,ପ୍ରଯୁଜ୍ୟ |
અરજી,ପ୍ରୟୋଗ
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
લાગુ ભૂમિતિ,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
લાગુ ગણિત,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
લાગુ આંકડા,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
લગભગ,ପାଖାପାଖି
લગભગ સતત કાર્ય,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
અંદાજિત પદ્ધતિ,ଆନୁମାନିକ ପଦ୍ଧତି |
અંદાજિત ઉકેલ,ଆନୁମାନିକ ସମାଧାନ
અંદાજની સમસ્યા,ଆନୁମାନିକ ସମସ୍ୟା
અંદાજિત મિલકત,ଆନୁମାନିକ ସମ୍ପତ୍ତି
યોગ્યતા પરીક્ષણ બેટરી,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
આર્ગાન્ડ ડાયાગ્રામ,ଅର୍ଗାନ୍ ଚିତ୍ର |
મનસ્વી રીતે પસંદ કરેલ,ମନଇଚ୍ଛା ମନୋନୀତ |
મનસ્વી,ଇଚ୍ଛାଧୀନ |
મનસ્વી સતત,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
મનસ્વી તત્વ,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
મનસ્વી બિંદુ,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
આર્કેમીડિયન કાયદો,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
આર્કિમિડીઝ સિદ્ધાંત,ଆର୍କିମିଡିସ୍ ନୀତି |
ચાપ લંબાઈ,ଆର୍କ ଲମ୍ବ |
વર્તુળની ચાપ,ବୃତ୍ତର ଆର୍କ |
આર્ક સાઈન વિતરણ,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
આર્ક સાઈન ટ્રાન્સફોર્મેશન,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
વિસ્તાર,କ୍ଷେତ୍ର
ક્ષેત્રીય રચના,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
જટિલ સંખ્યાની દલીલ,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
અંકગણિત સરેરાશ,ଗାଣିତିକ ଅର୍ଥ |
અંકગણિત કામગીરી,ଗାଣିତିକ କାର୍ଯ୍ୟ
અંકગણિત એકમ,ଗାଣିତିକ ଏକକ
વ્યવસ્થા,ବ୍ୟବସ୍ଥା
એરે,ଆରେ
કૃત્રિમ ઉપગ્રહ,କୃତ୍ରିମ ଉପଗ୍ରହ |
કૃત્રિમ ચલ,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ચડવું,ଆରୋହଣ
ચડતા,ଆରୋହଣ
તીવ્રતાનો ચડતો ક્રમ,ତୀବ୍ରତାର କ୍ରମ
ચડતી શ્રેણી,ଆରୋହଣ କ୍ରମ |
એસેમ્બલર ભાષા,ଏକତ୍ରକାରୀ ଭାଷା |
સોંપણીની સમસ્યા,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
સહયોગી કાયદો,ସହଯୋଗୀ ନିୟମ |
ઓપરેટરોનો સહયોગી કાયદો,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
સહયોગી કામગીરી,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
સહયોગ,ସହଯୋଗୀତା |
ધાર્યું સરેરાશ,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
અનુમાનિત સંભાવના વિતરણ,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
ધારણા,ଅନୁମାନ
જ્યોતિષ,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
એસ્ટ્રોનોટિકલ એન્જિનિયર,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
ખગોળશાસ્ત્રી,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
ખગોળશાસ્ત્રીય ઘડિયાળ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ખગોળશાસ્ત્ર,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
અસમપ્રમાણ વળાંક,ଅସୀମିତ ବକ୍ର
અસમપ્રમાણતા,ଅସୀମତା |
એસિમ્પ્ટોટ,asymptote
એસિમ્પટોટિક,ଅସ୍ମିପଟୋଟିକ୍ |
એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
એસિમ્પ્ટોટિક વર્તન,ଅସ୍ମିତିକ ଆଚରଣ |
એસિમ્પ્ટોટિક વિતરણ કાર્ય,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
એસિમ્પ્ટોટિક વિસ્તરણ,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
વાતાવરણ નુ દબાણ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
રેન્ડમ પર,ଅନିୟମିତତାରେ |
લક્ષણ,ଗୁଣ
વિશેષતા નમૂના પ્રક્રિયા,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
સંવર્ધિત મેટ્રિક્સ,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
સ્વતઃસંબંધ ગુણાંક,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
સ્વતઃસંબંધ કાર્ય,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
ઓટોકોવરિઅન્સ,ଅଟୋକୋଭାରିଆନ୍ସ |
સ્વચાલિત કમ્પ્યુટર,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ઓટો રીગ્રેશન,ଆତ୍ମସମ୍ମାନ
સહાયક સમીકરણ,ସହାୟକ ସମୀକରଣ
સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
સ્વયંસિદ્ધ,axiom
સ્વયંસિદ્ધ અભિગમ,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
સંભાવનાનું સ્વયંસિદ્ધ,ସମ୍ଭାବ୍ୟତାର axiom |
ધરી,ଅକ୍ଷ
abscissa ની અક્ષ,ଅବସିସା ର ଅକ୍ଷ |
પૃથ્વીની ધરી,ପୃଥିବୀର ଅକ୍ଷ
ક્રાંતિની ધરી,ବିପ୍ଳବର ଅକ୍ଷ
પરિભ્રમણની અક્ષ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
સ્પિનની ધરી,ସ୍ପିନ୍ ର ଅକ୍ଷ |
બેક-અવેજી,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
પછાત તફાવત,ପଛୁଆ ପାର୍ଥକ୍ୟ |
બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
સંતુલન,ସନ୍ତୁଳନ
સંતુલિત ડિઝાઇન,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
સરવૈયા,ତୂଳନା ପତ୍ର
બેલિસ્ટિક મિસાઇલ,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
બેલિસ્ટિક્સ,ବାଲିଷ୍ଟିକ୍
બાર,ଦଣ୍ଡିକା
પાયો,ଆଧାର
આધાર કોણ,ମୂଳ କୋଣ
લઘુગણકનો આધાર,ଲୋଗାରିଦମର ଆଧାର |
પાયાની,ମ basic ଳିକ
મૂળભૂત શક્ય ઉકેલ,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
મૂળભૂત ઉકેલ,ମ basic ଳିକ ସମାଧାନ |
મૂળભૂત ચલ,ମ basic ଳିକ ଭେରିଏବଲ୍ |
આધાર,ଆଧାର
આધાર તત્વ,ଆଧାର ଉପାଦାନ |
આધાર મેટ્રિક્સ,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
વેક્ટર સ્પેસનો આધાર,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
સબસ્પેસનો આધાર,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
બેયસિયન અંદાજ,ବାଏସିଆନ୍ ଆକଳନ |
બેયસનો કાયદો,ବାଇସ୍ ନିୟମ |
બેયસનું પ્રમેય,ବାଇସ୍ ଥିଓରେମ୍ |
બર્નૌલી વિતરણ,ବର୍ନୁଲି ବଣ୍ଟନ |
બર્નોલી નંબર,ବର୍ନୁଲି ସଂଖ୍ୟା |
બર્નૌલી સંભાવના કાર્ય,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
બર્નૌલીનું સમીકરણ,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
બેરી કાર્ય,ବେରୀ କାର୍ଯ୍ୟ
શ્રેષ્ઠ ગોઠવણ,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
શ્રેષ્ઠ - ફિટ લાઇન,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
શ્રેષ્ઠ ઉકેલ,ସର୍ବୋତ୍ତମ ସମାଧାନ |
શ્રેષ્ઠ વ્યૂહરચના,ସର୍ବୋତ୍ତମ ରଣନୀତି |
બીટા વિતરણ,ବିଟା ବଣ୍ଟନ |
પૂર્વગ્રહ,ପକ୍ଷପାତ
પક્ષપાતી અંદાજ,ପକ୍ଷପାତ ଅନୁମାନ |
બિહાર્મોનિક સમીકરણ,ବିହାରମୋନିକ୍ ସମୀକରଣ |
બાયજેક્શન,bijection
દ્વિભાષી નકશો,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
બાયજેક્ટિવ મેપિંગ,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
દ્વિરેખીય સ્વરૂપ,ବିଲିନାର୍ ଫର୍ମ |
દ્વિરેખીય કાર્ય,ବିଲିନାର୍ ଫଙ୍କସନ୍
દ્વિરેખીય હર્મિટિયન સ્વરૂપ,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
દ્વિસંગી,ବାଇନାରୀ
દ્વિસંગી કોડ,ବାଇନାରୀ କୋଡ୍ |
દ્વિસંગી કોડેડ દશાંશ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
દ્વિસંગી કોડિંગ,ବାଇନାରୀ କୋଡିଂ |
દ્વિસંગી કમ્પ્યુટર,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
દ્વિસંગી અંક,ବାଇନାରୀ ଅଙ୍କ
દ્વિસંગી કામગીરી,ବାଇନାରୀ ଅପରେସନ୍ |
દ્વિસંગી સિસ્ટમ,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
દ્વિસંગી ચલ,ବାଇନାରୀ ଭେରିଏବଲ୍ |
દ્વિપદી ગુણાંક,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
દ્વિપદી વિતરણ,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
દ્વિપદી સમીકરણ,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
દ્વિપદી વિસ્તરણ,ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |
દ્વિપદી અભિવ્યક્તિ,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
દ્વિપદી રેન્ડમ ચલ,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
દ્વિપદી પ્રમેય,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
દ્વિભાગ,ବିଭାଜନ
દ્વિભાજન પદ્ધતિ,ବିଭାଜନ ପଦ୍ଧତି |
દ્વિભાજક,bisector
બાયસીરીયલ,ଦ୍ୱିପାକ୍ଷିକ |
બીટ,ବିଟ୍
દ્વિપક્ષીય દ્વિપદી વિતરણ,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
બાયવેરિયેટ સહસંબંધ ગુણાંક,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
દ્વિવિધ વિતરણ,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
બાયવેરિયેટ સામાન્ય વિતરણ,ସାଧାରଣ ବଣ୍ଟନ
બાઇવેક્ટર,ବିଭେକ୍ଟର୍ |
બોલ્ટ્ઝમેન સમીકરણ,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
બુલિયન બીજગણિત,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
બોઝ - આઈન્સ્ટાઈન આંકડા,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
સીમાની સ્થિતિ,ସୀମା ଅବସ୍ଥା
સીમા સ્તર,ସୀମା ସ୍ତର |
સીમા રેખા,ସୀମା ରେଖା |
સીમા મૂલ્ય,ସୀମା ମୂଲ୍ୟ
સીમા મૂલ્યની સમસ્યા,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
બંધાયેલ કાર્ય,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
બાઉન્ડેડ મેટ્રિક્સ,ସୀମିତ ମାଟ୍ରିକ୍ସ |
સીમિત પ્રદેશ,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
બાઉન્ડેડ સેટ,ସୀମାବଦ୍ଧ ସେଟ୍ |
બ્રાઉનિયન ગતિ,ବ୍ରାଉନିଆନ୍ ଗତି |
ગણત્રી,ଗଣନା କର
ગણતરી,ଗଣନା
ગણતરી મશીન,ଗଣନା ଯନ୍ତ୍ର
ગણતરી,ଗଣନା
ગણતરીની પ્રક્રિયા,ଗଣନା ପ୍ରଣାଳୀ
કેલ્ક્યુલેટર,କାଲକୁଲେଟର
કલન,ଗଣନା
વિવિધતાની ગણતરી,ପରିବର୍ତ୍ତନର ଗଣନା
કેલરી,କ୍ୟାଲୋରୀ
રદ કરવાનો કાયદો,ବାତିଲ ନିୟମ
પ્રામાણિક સમીકરણ,କାନୋନିକାଲ୍ ସମୀକରଣ |
પ્રમાણભૂત સ્વરૂપ,କାନୋନିକାଲ୍ ଫର୍ମ |
પ્રમાણભૂત મેટ્રિક્સ,କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
કેન્ટર સેટ,କ୍ୟାଣ୍ଟର ସେଟ୍ |
કેન્ટોરનો તૃતીય સમૂહ,କ୍ୟାଣ୍ଟରର ଟର୍ନାରୀ ସେଟ୍ |
ક્ષમતાયુક્ત પરિવહન સમસ્યા,କ୍ଷମତା ସମ୍ପନ୍ନ ପରିବହନ ସମସ୍ୟା |
ક્ષમતા,କ୍ଷମତା
રુધિરકેશિકા બળ,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
મુખ્ય નંબર,କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା
કાર્ટેશિયન અક્ષો,କାର୍ଟେସିଆନ୍ କୁମ୍ଭ |
કાર્ટેશિયન કોઓર્ડિનેટ્સ,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
કાર્ટેશિયન ઉત્પાદન,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
સેટનું કાર્ટેશિયન ઉત્પાદન,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
કેસ સ્ટડી,କେସ୍ ଷ୍ଟଡି |
આપત્તિજનક વધઘટ,ବିପର୍ଯ୍ୟସ୍ତ ପରିବର୍ତ୍ତନ
કેટેનરી,କ୍ୟାଟେନାରୀ |
કોચી વિતરણ,କାଚି ବଣ୍ଟନ |
કોચી સૂત્ર,କାଚି ସୂତ୍ର |
કોચી ગૌરસત પ્રમેય,କାଚି ଗୁରସାଟ ଥିଓରେମ୍ |
Cauchy Riemann શરતો,କାଚି ରିମାନ୍ ଅବସ୍ଥା |
કોચી ક્રમ,କାଚି କ୍ରମ |
કોચી અભિન્ન,କାଚି ଇଣ୍ଟିଗ୍ରାଲ୍ |
કોચી મુખ્ય મૂલ્ય,କାଚି ମୁଖ୍ୟ ମୂଲ୍ୟ |
કોચી અવશેષ પ્રમેય,କାଚି ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |
કેલી હેમિલ્ટન પ્રમેય,କେଲେ ହାମିଲଟନ୍ ଥିଓରେମ୍ |
અવકાશી પદાર્થ,ସ୍ୱର୍ଗୀୟ ଶରୀର |
અવકાશી માપ,ସ୍ୱର୍ଗୀୟ ମାପ
અવકાશી મિકેનિક્સ,ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ
અવકાશી પદાર્થ,ସ୍ୱର୍ଗୀୟ ବସ୍ତୁ |
સેલ આવર્તન,କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |
વસ્તી ગણતરી,ଜନଗଣନା
સેન્ટાઇલ,ସେଣ୍ଟିଲ୍ |
સેન્ટીમીટર,ସେଣ୍ଟିମିଟର |
