Odiya,Marathi
ବ୍ୟାରେଜ୍,बॅरेज
ବାରେଟ୍ |,बॅरेट
ଆଧାର,पाया
ଆଧାର ବିନିମୟ |,बेस एक्सचेंज
ଆଧାର ରେଖା |,बेस लाइन
ବେସମେଣ୍ଟ୍ |,तळघर
ବେସମେଣ୍ଟ କାନ୍ଥ |,तळघर भिंत
ବେସ୍ ପ୍ଲେଟ୍ |,तळपट्टी
"ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |","बेस प्लेट, समायोज्य"
ମୂଳ ପରିପୃଷ୍ଠା |,बेस संपृक्तता
ବାସୋଏଡ୍ |,बेसॉइड
ବ୍ୟାଟ୍,वटवाघूळ
ସ୍ନାନ ଏବଂ WC,बाथ आणि WC
ବାଟା ପେଗ୍ |,पिठात पेग
ବାଟା ପାଇର୍ |,पिठात घाट
ବ୍ୟାଟର ନିୟମ |,पिठात नियम
ବାଲ୍କ (ବାଲ୍କ),बल्क (बाल्क)
ବାଇ,खाडी
ଧାରକ,वाहक
ବହନ କରିବାର କ୍ଷମତା |,सहन करण्याची क्षमता
ଗଦା ବହନ କରିବା |,पत्करणे ब्लॉकला
ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |,बेअरिंग स्ट्रॅटम
ଶଯ୍ୟା,पलंग
ବିଛଣା ବିମାନ |,बेडिंग विमान
ଶଯ୍ୟା ଗଣ୍ଠି |,बेड संयुक्त
ବେଡ୍ ପଥର |,बेड रॉक
ବେଡ୍ ରୁମ୍ |,बेड रूम
ମହୁମାଛି,मेण
ବେଲ୍ ବାକ୍ସ |,बेल बॉक्स
ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |,बेलिंग बादली
ବେଲୋଫ୍ରାମ୍ |,बेलोफ्राम
ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |,बेंच केलेला पाया
ବେଞ୍ଚିଂ,बेंचिंग
ବେଞ୍ଚ ମାର୍କ |,बेंच मार्क
ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,लाभ खर्चाचे विश्लेषण
ବରମ,बर्म
ବେଭେଲଡ୍ ବନ୍ଦ |,Bevelled बंद
"ବି-ରାଶି, &quot;B-","B-क्षितिज,&quot;B-"
ବିଟ୍ |,बायट
ବାଇଣ୍ଡର୍ |,बाईंडर
ବାନ୍ଧିବା ସାମଗ୍ରୀ |,बंधनकारक साहित्य
ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |,बायोटचा सिद्धांत
ବିଟୁମେନ |,बिटुमेन
କଳା ସୂତା ମାଟି |,काळी कापूस माती
କଳା ପୃଥିବୀ |,काळी पृथ्वी
କଳା ଟର୍ଫ ମାଟି |,काळी हरळीची माती
ବ୍ଲେଡ୍ |,ब्लेड
ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |,ब्लास्ट फर्नेस स्लॅग सिमेंट
ଅବରୋଧ ସଂରଚନା |,ब्लॉक रचना
ବଗି ପ୍ରତିରୋଧ |,बोगी प्रतिकार
ବଗ୍-ଲୁହାପଥର |,बोग-लोह धातू
ବନ୍ଧ,बाँड
ବନ୍ଧିତ ସଦସ୍ୟ |,बंधपत्रित सदस्य
ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |,बंध पोस्ट टेंशनिंग
ବନ୍ଧ ପଥର |,बोंड दगड
ସୀମା ଜଳ |,बांधलेले पाणी
ବାକ୍ସ ଗୁଟର୍ |,पेटी गटर
ବନ୍ଧନୀ,ब्रेस
ଇଟା-ଧାର,वीट-ऑन-एज
ବ୍ରିଡଲ୍ |,लगाम
ଉଜ୍ଜ୍ୱଳତା |,तेज
ବାଦାମୀ ମାଟି |,तपकिरी माती
ବିଲଡିଂ,इमारत
ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |,इमारत सर्वेक्षक
ବଫର୍ |,बफर
ବଫର୍ ବକ୍ର,बफर वक्र
ବଫରିଂ |,बफरिंग
ବଫରିଂ କ୍ଷମତା |,बफरिंग क्षमता
ବଣ୍ଡର୍ |,बंदर
ଦୁର୍ଗ,बट्रेस
ସି-ରାଶି,सी-क्षितिज
କେବୁଲ୍ |,केबल
କେବୁଲ୍ ମୋଲିଡିଂ |,केबल मोल्डिंग
କ୍ୟାବଲିଂ |,केबल टाकणे
କ୍ୟାବିନ,केबिन
କ୍ୟାବିନ ହୁକ୍ |,केबिन हुक
କ୍ୟାବିନେଟ୍,कपाट
କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ,कॅबोल्ट सोडला
କାଫେରିଆ |,कॅफेटेरिया
କେଜ୍ |,पिंजरा
କେଜ୍ ନିର୍ମାଣ,पिंजरा बांधकाम
କ ain ନଙ୍କ ସୂତ୍ର |,काईनचे सूत्र
କେସନ୍ |,कैसन
କେସନ୍ ରୋଗ |,कॅसन रोग
କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |,Caisson पाया
କେସନ୍ ଗଦା |,Caisson ढीग
କାଲ୍କେରିସ୍ ଇଟା |,चुनखडीची वीट
କାଲକେୟାର ମାଟି |,चुनखडीयुक्त चिकणमाती
କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |,चुनखडीयुक्त कवच
ଗଣନା,कॅल्सिफिकेशन
ଗଣନା,कॅल्सीनेशन
କାଲସିନ୍,कॅल्सीन
କାଲସିଟ୍ |,कॅल्साइट
କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |,कॅल्शियम-अल्युमिनेट सिमेंट
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |,कॅल्शियम-सिलिकेट वीट
କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |,कॅल्शियम-सिलिकेट हायड्रेट
କାଲିଚେ |,कॅलिचे
କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |,कॅलिफोर्निया बेअरिंग रेशो
କାଲିପର୍ |,कॅलिपर
କ୍ୟାଲୋରିମିଟର |,कॅलरीमीटर
କ୍ୟାମ୍ବର |,कांबर
କେନାଲ |,कालवा
କାନୋପି |,छत
କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |,कॅन्टिलिव्हर फूटिंग
କ୍ୟାପ୍,टोपी
ସାମର୍ଥ୍ୟ |,क्षमता
ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |,एइल ट्रॅकची क्षमता
କ୍ୟାପ୍ କେବୁଲ୍ |,कॅप केबल
କ୍ଷମତା,केशिका
କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |,केशिका ब्रेक
କ୍ୟାପିଲାରୀ ପ୍ରବାହ |,केशिका प्रवाह
କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |,केशिका ओलावा किंवा केशिका पाणी
କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |,केशिका छिद्र जागा
କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |,केशिका सच्छिद्रता
କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |,केशिका जागा
ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |,वेग कॅप्चर करा
କାର୍ବନେସନ୍ |,कार्बोनेशन
କାର୍ବନ କଳା,कार्बन ब्लॅक
କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |,कास्टबल रेफ्रेक्ट्री
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |,कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू
କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |,कास्ट-इन-प्लेस मेख
କାଷ୍ଟର |,एरंडेल
ପଥର ପକାନ୍ତୁ |,कास्ट दगड
ଅନୁକ୍ରମଣିକା,उत्प्रेरक
କ୍ୟାଟେନା |,कॅटेना
ବିଲେଇ ମୁହଁ |,मांजरीचा चेहरा
ବିଲେଇ ମୁଣ୍ଡ,मांजरीचे डोके
କେସନ୍,कॅशन
ବିଲେଇ ଚାଲିବା |,मांजर चालणे
କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |,पोकळ्या निर्माण होणे नुकसान
ସେଲିଟ୍,Celite
ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |,सेल्युलर कंक्रीट
ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ,सेल्युलर बांधकाम
ସିମେଣ୍ଟ |,सिमेंट
"ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |","सिमेंट, बिटुमिनस"
"ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |","सिमेंट, उच्च शक्ती"
"ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |","सिमेंट, हायड्रॉलिक"
"ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |","सिमेंट, कमी उष्णता"
"ସିମେଣ୍ଟ, ରାଜକୋଷ |","सिमेंट, दगडी बांधकाम"
"ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |","सिमेंट, नैसर्गिक"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |","सिमेंट, पोर्टलँड"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |","सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग"
"ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |","सिमेंट, पोर्टलँड पोझोलन"
"ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |","सिमेंट, स्लॅग"
"ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |","सिमेंट, सल्फेट प्रतिरोधक"
"ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |","सिमेंट, सुपर सल्फेट"
"ସିମେଣ୍ଟ, ଧଳା |","सिमेंट, पांढरा"
ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |,सिमेंट-एकूण प्रमाण
ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |,सिमेंट सामग्री
ସିମେଣ୍ଟ ଜେଲ୍ |,सिमेंट जेल
ସିମେଣ୍ଟ ବନ୍ଧୁକ |,सिमेंट बंदूक
ସିମେଣ୍ଟ କିଲ୍ |,सिमेंटची भट्टी
ସିମେଣ୍ଟ ରଙ୍ଗ |,सिमेंट पेंट
ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |,सिमेंट प्लास्टर
ସିମେଣ୍ଟ ପଥର |,सिमेंट खडक
ସିମେଣ୍ଟ ସ୍ଲୁରି |,सिमेंट स्लरी
ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |,सिमेंट स्टोरेज
ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |,सिमेंटेशन प्रक्रिया
କେନ୍ଦ୍ରକରଣ |,केंद्रीकरण
ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |,सेंटरिंग आणि शटरिंग
କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |,केंद्रीय मिश्रित कंक्रीट
କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |,मध्यवर्ती मिक्सर
ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |,केंद्रापसारक पंखा
ଚକ,खडू
ଚାମ୍ଫର୍ |,चांफर
ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |,चेंफर पट्टी
ଚ୍ୟାନେଲ୍ ବିମ୍ |,चॅनेल बीम
ଚରିତ୍ରଗତ ଭାର |,वैशिष्ट्यपूर्ण भार
ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |,वैशिष्ट्यपूर्ण ताकद
ଚାର୍ଜ ଅଫ୍ |,चार्ज बंद
ଚାର୍ଜିଂ,चार्ज होत आहे
ଯା cking ୍ଚ,तपासत आहे
ରାସାୟନିକ ବନ୍ଧ |,रासायनिक बंध
ଚେର୍ନୋଜେମ୍ |,चेरनोझेम
ଛାତି ମାଟି |,चेस्टनट माती
ଚିମନି ଗୁଟର |,चिमणी गटर
ଚିପ୍ ବୋର୍ଡ |,चिप बोर्ड
ଚିପିଙ୍ଗ୍ |,चिपिंग
ଚିପ୍ସ |,चिप्स
ଚୁଟ୍,चुटे
କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର),वर्ग (काँक्रीटचा)
ମାଟି,चिकणमाती
ମାଟି ବିଷୟବସ୍ତୁ |,चिकणमाती सामग्री
ମାଟି ପ୍ୟାନ |,मातीचा तवा
ପରିଷ୍କାର,क्लीनआउट
ସଫା କର,साफ करा
ସଫା କର |,क्लीट
କ୍ଲିଙ୍କର୍ |,क्लिंकर
କ୍ଲିପ୍,क्लिप
ଜମାଟ ବାନ୍ଧିବା |,गोठणे
କଠିନ ଏଗ୍ରିଗେଟ୍ |,खडबडीत एकूण
କଠିନ ଶସ୍ୟ ମାଟି |,खडबडीत दाणेदार माती
କୋଟ,कोट
କଫର୍ ଡ୍ୟାମ୍ |,कोफर धरण
ମିଳନ,एकसंधता
କୋଲଏଡ୍ |,कोलायड
କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |,कोलोइडल आर्द्रता समतुल्य गुणोत्तर
କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |,कोलाइडल प्रणाली
ମିଳିତ ମାଟି |,कोल्व्हियल माती
ସ୍ତମ୍ଭ,स्तंभ
କମ୍ବିଂ ଶେଷ,कॉम्बेड फिनिश
ମିଳିତ ପଦଚିହ୍ନ |,एकत्रित पाया
ମିଶ୍ରିତ ଜଳ |,एकत्रित पाणी
ସାଧାରଣ କୋଠରୀ |,सामान्य खोली
ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର,पूर्णत्वाचे प्रमाणपत्र
ଉପାଦାନ ବର୍ଗ,घटक चौरस
କଂକ୍ରିଟ୍ |,काँक्रीट
ସଂକଳନ,काँक्रिशन
ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |,एकत्रित दर/सपाट दर
ପ୍ରଦୂଷକ,दूषित पदार्थ
ଆଲକୋଭ୍ ରାନ୍ଧିବା |,पाककला alcove
ମୁକାବିଲା,सामना करणे
କରବେଲ |,कॉर्बेल
କର୍ନିସ୍ |,कॉर्निस
ଦମ୍ପତି,कपलर
"ଦମ୍ପତି, ଦୁଇଥର |","युग्मक, दुहेरी"
"ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |","कपलर, पुटलॉग"
"ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |","युग्मक, कुंडा"
ପାଠ୍ୟକ୍ରମ,अभ्यासक्रम
ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |,यादृच्छिक भंगार दगडी बांधकाम
ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |,झाकलेले क्षेत्र
କ୍ରିପ୍,रांगणे
କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,रांगणे गुणांक
କ୍ରୋଟୋଭାଇନ୍ |,क्रोटोवाइन
କାଉ ପାଦ |,कावळा पाय
ଖଣ୍ଡ ଗଠନ |,लहानसा तुकडा रचना
ବନ୍ଦ କର |,अंकुश
ସାମ୍ପ୍ରତିକ,चालू
ବକ୍ର ପ୍ରତିରୋଧ,वक्र प्रतिकार
ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |,ओलसर पुरावा कोर्स
ସମାପ୍ତ ତାରିଖ,पूर्ण होण्याची तारीख
ମୃତ ଭାର,मृत भार
ମୃତ ଜଳ |,मृत पाणी
ଡେସିବେଲ୍ |,डेसिबल
ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |,Deflocculation
ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |,वायुवीजन किंवा हवेच्या जागेचे प्रमाण
ଏକୀକରଣର ଡିଗ୍ରୀ |,एकत्रीकरणाची पदवी
ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |,फैलाव पदवी
ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |,संपृक्तता पदवी
ଘନତା,घनता
ମରୁଭୂମି ରାସ୍ତା,वाळवंट फुटपाथ
ମରୁଭୂମି ମାଟି |,वाळवंटी माती
ବିବରଣୀ,तपशील
ବିକାଶ ଅବଧି,विकास कालावधी
ଡି-ରାଶି,डी-क्षितिज
ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |,कर्ण बंध
ଚିତ୍ର,आकृती
ଡିଜିଟାଲ୍ ଡକ୍ |,डिजिटल डॉक
ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |,विभेदक पाणी दर
ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |,सौम्य वायुवीजन
ଦିଲୁଭିୟମ୍,डिलुव्हियम
ଭୋଜନ ଗୃହ,जेवणाची खोली
ଦିଗ ପେଗ୍ |,दिशा पेग
ବିଚ୍ଛେଦ |,फैलाव
ବିଭ୍ରାନ୍ତକାରୀ |,डिस्टेंपर
ଡକ୍ |,गोदी
ଦ୍ୱାର,दार
ଛାତ୍ରାବାସ,डोर्मर
ଛାତ୍ରାବାସ ଯାଞ୍ଚ |,डॉर्मर चेक
ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |,दुहेरी फ्लेमिश बाँड
ଡବଲ୍ ସ୍ତର |,दुहेरी थर
ଡୋଭେଲ୍ |,डोवेल
ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |,रेखाचित्र बोर्ड
ଚିତ୍ରାଙ୍କନ କକ୍ଷ |,रेखाचित्र खोली
ଡ୍ରାଇଫ୍,वाहून नेणे
ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |,कोरडे बल्ब तापमान
ଶୁଖିଲା ଡକ୍ |,कोरडी गोदी
ଶୁଖିଲା ରବର ନିର୍ମାଣ,कोरडे रबर दगडी बांधकाम
ଡଚ୍ ବନ୍ଧନ |,डच बाँड
ବାଣ୍ଡ କାନ୍ଥ |,बटू भिंत
ବାସସ୍ଥାନ ଏକକ,निवास एकक
ଇଭ୍,इव्ह
ଗୁପ୍ତାଙ୍ଗ,Eaves गटर
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,आर्थिक व्यवहार्यता
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,एक्टोडायनामॉर्फिक माती
ଏଡି,एडी
ପ୍ରଭାବଶାଳୀ ଆକାର |,प्रभावी आकार
ଇଫ୍ଲୋରସେନ୍ସ |,फुलणे
ପ୍ରଭାବଶାଳୀ |,सांडपाणी
ଉଚ୍ଚତା,उत्थान
ବହିଷ୍କାର,एलिव्हिएशन
ଇଲୁଭିୟମ୍ |,एल्युव्हियम
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,एंडोडायनामॉर्फिक माती
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,अभियांत्रिकी व्यवहार्यता
ଇଂରାଜୀ ବନ୍ଧନ |,इंग्रजी बंधन
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,इंग्रजी बाग भिंत बंधन
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;","EPM (समतुल्य प्रति दशलक्ष),&quot;"
ସମାନ ଓଜନ,समतुल्य वजन
Erg,अर्ग
ଅଦଳବଦଳଯୋଗ୍ୟ |,अदलाबदल करण्यायोग्य
ଅଦଳବଦଳ ଅମ୍ଳତା |,एक्सचेंज करण्यायोग्य आम्लता
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),एक्सचेंजेबल सोडियम टक्केवारी (ESP)
E. S P.,ई.एस.पी.
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,एक्सचेंज आंबटपणा
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,एक्सचेंज कॉम्प्लेक्स
ନିଷ୍କାସନ,एक्झॉस्ट
ପ୍ରକାଶିତ ସମାପ୍ତ,उघड समाप्त
ଆଖି,डोळा
ଆଖି ବ୍ରୋ,डोळा कपाळ
ସାମ୍ନା କରିବା |,तोंड देत
ବନ୍ଧନର ସମ୍ମୁଖୀନ |,बाँडचा सामना करत आहे
ନିରାପତ୍ତା କାରକ,सुरक्षिततेचा घटक
ପତନ,पडणे
ଫେସିଆ |,फेसिया
ଫେସିଆ ବୋର୍ଡ |,फेशिया बोर्ड
ତ୍ରୁଟି,दोष
କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |,फील्ड ओलावा
ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |,अंतिम ओलावा समतुल्य
ଫିଲେଟ୍ (ମୋର୍ଟାର),फिलेट (मोर्टारचा)
ଅନ୍ତିମ,अंतिम
ଅନ୍ତିମ ମାପ |,अंतिम मोजमाप
ଅନ୍ତିମ ଦେୟ,अंतिम पेमेंटq
ଅନ୍ତିମ ପୂର୍ବ ଚାପ |,अंतिम पूर्व ताण
ଅନ୍ତିମ ଟେନସନ |,अंतिम ताण
ଆର୍ଥିକ ସମ୍ଭାବନା |,आर्थिक व्यवहार्यता
ଭଲ ଏଗ୍ରିଗେଟ୍ |,उत्तम एकूण
ଖଣ୍ଡ ଖଣ୍ଡ |,फुटलेला खडक
ପତାକା ପଥର |,ध्वजाचा दगड
ଫ୍ଲେମିସ୍ ବନ୍ଧନ |,फ्लेमिश बाँड
ଫ୍ଲାସ୍,चमकत आहे
ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |,चमकणारा प्रवाह
ଫ୍ଲାଟ ଛାତ |,सपाट छप्पर
ଫ୍ଲେଚେ,फ्लेचे
ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,फ्लेमिश गार्डन भिंत बंधन
ଫ୍ଲିଣ୍ଟ |,चकमक
ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |,चकमक भिंत
ଭାସମାନ ଚଟାଣ |,फ्लोटिंग मजला
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |,फ्लोक्युलेशन
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |,फ्लोक्युलेशन मर्यादा
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |,फ्लोक्युलेशन गुणोत्तर
ଫ୍ଲୋକ୍ୟୁଲ୍ସ |,फ्लोक्युल्स
ଚଟାଣ,मजला
ଚଟାଣ ସିଲ୍ |,मजला सील
ପ୍ରବାହ,प्रवाह
ଅସ୍ଥିରତା |,चढ - उतार
ଫୁଟିଂ,फूटिंग
ଫାଉଣ୍ଡେସନ୍,पाया
ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |,फ्री फॉल बॅरो टॉपिंग मिक्सर
ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର),फ्री फॉल मिक्सर (ड्रम प्रकार)
ମାଗଣା ପଥର |,मुक्त दगड
ଫ୍ରେଶେଟ୍ |,फ्रेशेट
