Marathi,English
बेल बॉक्स,Bell box
बेलिंग बादली,Belling bucket
बेलोफ्राम,Bellofram
बेंच केलेला पाया,Benched foundation
बेंचिंग,Benching
बेंच मार्क,Bench mark
लाभ खर्चाचे विश्लेषण,Benefit cost analysis
बर्म,Berm
Bevelled बंद,Bevelled closure
"B-क्षितिज,&quot;B-","B-horizon,""B-"
बायट,Biat
बाईंडर,Binder
बंधनकारक साहित्य,Binding material
बायोटचा सिद्धांत,Biot's theory
बिटुमेन,Bitumen
काळी कापूस माती,Black cotton soil
काळी पृथ्वी,Black earth 
काळी हरळीची माती,Black turf soil
ब्लेड,Blade
ब्लास्ट फर्नेस स्लॅग सिमेंट,Blast furnace slag cement
ब्लॉक रचना,Blocky structure
बोगी प्रतिकार,Bogie resistance
बोग-लोह धातू,Bog-iron ore
बाँड,Bond
बंधपत्रित सदस्य,Bonded member
बंध पोस्ट टेंशनिंग,Bonded post tensioning
बोंड दगड,Bond stone
बांधलेले पाणी,Bound water
पेटी गटर,Box gutter
ब्रेस,Brace
वीट-ऑन-एज,Brick-on-edge
लगाम,Bridle
तेज,Brightness
तपकिरी माती,Brown soil
इमारत,Building
इमारत सर्वेक्षक,Building surveyor
बफर,Buffer
बफर वक्र,Buffer curve
बफरिंग,Buffering
बफरिंग क्षमता,Buffering capacity
बंदर,Bunder
बट्रेस,Buttress
सी-क्षितिज,C-horizon
केबल,Cable
केबल मोल्डिंग,Cable moulding
केबल टाकणे,Cabling
केबिन,Cabin
केबिन हुक,Cabin hook
कपाट,Cabinet
कॅबोल्ट सोडला,Cabolt's quit
कॅफेटेरिया,Cafeteria
पिंजरा,Cage
पिंजरा बांधकाम,Cage construction
काईनचे सूत्र,Cain's formula
कैसन,Caisson
कॅसन रोग,Caisson disease
Caisson पाया,Caisson foundation
Caisson ढीग,Caisson pile
चुनखडीची वीट,Calcareous brick
चुनखडीयुक्त चिकणमाती,Calcareous clay
चुनखडीयुक्त कवच,Calcareous crust
कॅल्सिफिकेशन,Calcification
कॅल्सीनेशन,Calcination
कॅल्सीन,Calcine 
कॅल्साइट,Calcite
कॅल्शियम-अल्युमिनेट सिमेंट,Calcium-aluminate cement
कॅल्शियम-सिलिकेट वीट,Calcium-silicate brick
कॅल्शियम-सिलिकेट हायड्रेट,Calcium-silicate hydrate
कॅलिचे,Caliche
कॅलिफोर्निया बेअरिंग रेशो,California bearing ratio
कॅलिपर,Caliper
कॅलरीमीटर,Calorimeter
कांबर,Camber
कालवा,Canal
छत,Canopy
कॅन्टिलिव्हर फूटिंग,Cantilever footing
टोपी,Cap
क्षमता,Capacity
एइल ट्रॅकची क्षमता,Capacity of ail track
कॅप केबल,Cap cable
केशिका,Capillarity
केशिका ब्रेक,Capillary break
केशिका प्रवाह,Capillary flow
केशिका ओलावा किंवा केशिका पाणी,Capillary moisture or capillary water
केशिका छिद्र जागा,Capillary pore space
केशिका सच्छिद्रता,Capillary porosity
केशिका जागा,Capillary space
वेग कॅप्चर करा,Capture velocity
कार्बोनेशन,Carbonation
कार्बन ब्लॅक,Carbon black
कास्टबल रेफ्रेक्ट्री,Castble refractory
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,Cast-in-place or cast-in-situ
कास्ट-इन-प्लेस मेख,Cast-in-place pile
एरंडेल,Castor
कास्ट दगड,Cast stone
उत्प्रेरक,Catalyst
कॅटेना,Catena
मांजरीचा चेहरा,Cat face
मांजरीचे डोके,Cat head
कॅशन,Cation
मांजर चालणे,Cat walk
पोकळ्या निर्माण होणे नुकसान,Cavitation damage
Celite,Celite
सेल्युलर कंक्रीट,Cellular concrete
सेल्युलर बांधकाम,Cellular construction
सिमेंट,Cement
"सिमेंट, बिटुमिनस","Cement, bituminous"
"सिमेंट, उच्च शक्ती","Cement, high strength"
"सिमेंट, हायड्रॉलिक","Cement, hydraulic"
"सिमेंट, कमी उष्णता","Cement, low heat"
"सिमेंट, दगडी बांधकाम","Cement, masonary"
"सिमेंट, नैसर्गिक","Cement, natural"
"सिमेंट, पोर्टलँड","Cement, portland"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","Cement, portland blast furnace slag"
"सिमेंट, पोर्टलँड पोझोलन","Cement, portland pozzolan"
"सिमेंट, स्लॅग","Cement, slag"
"सिमेंट, सल्फेट प्रतिरोधक","Cement, sulphate resistant"
"सिमेंट, सुपर सल्फेट","Cement, super sulphated"
"सिमेंट, पांढरा","Cement, white"
सिमेंट-एकूण प्रमाण,Cement-aggregate ratio
सिमेंट सामग्री,Cement content
सिमेंट जेल,Cement gel
सिमेंट बंदूक,Cement gun
सिमेंटची भट्टी,Cement kiln
सिमेंट पेंट,Cement paint
सिमेंट प्लास्टर,Cement plaster
सिमेंट खडक,Cement rock
सिमेंट स्लरी,Cement slurry
सिमेंट स्टोरेज,Cement storage
सिमेंटेशन प्रक्रिया,Cementation process
केंद्रीकरण,Centering
सेंटरिंग आणि शटरिंग,Centering and shuttering
केंद्रीय मिश्रित कंक्रीट,Central mixed concrete
मध्यवर्ती मिक्सर,Central mixer
केंद्रापसारक पंखा,Centrifugal fan
खडू,Chalk
चांफर,Chamfer
चेंफर पट्टी,Chamfer strip
चॅनेल बीम,Channel beam
वैशिष्ट्यपूर्ण भार,Characteristic load
वैशिष्ट्यपूर्ण ताकद,Characteristic strength
चार्ज बंद,Charge off
चार्ज होत आहे,Charging
तपासत आहे,Checking
रासायनिक बंध,Chemical bond
चेरनोझेम,Chernozem
चेस्टनट माती,Chestnut soil
चिमणी गटर,Chimney gutter
चिप बोर्ड,Chip board
चिपिंग,Chipping
चिप्स,Chips
चुटे,Chute
वर्ग (काँक्रीटचा),Class (of concrete)
चिकणमाती,Clay
चिकणमाती सामग्री,Clay content
मातीचा तवा,Clay pan
क्लीनआउट,Cleanout
साफ करा,Clean up
क्लीट,Cleat
क्लिंकर,Clinker
क्लिप,Clip
गोठणे,Coagulation
खडबडीत एकूण,Coarse aggregate
खडबडीत दाणेदार माती,Coarse grained soil
कोट,Coat
कोफर धरण,Coffer dam
एकसंधता,Cohesion
कोलायड,Colloid
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,Colloidal moisture equivalent ratio
कोलाइडल प्रणाली,Colloidal system
कोल्व्हियल माती,Colluvial soil
स्तंभ,Column
कॉम्बेड फिनिश,Combed finish
एकत्रित पाया,Combined footing
एकत्रित पाणी,Combined water
सामान्य खोली,Common room
पूर्णत्वाचे प्रमाणपत्र,Completion certificate
घटक चौरस,Component square
काँक्रीट,Concrete
काँक्रिशन,Concretion
एकत्रित दर/सपाट दर,Consolidated rate/flat rate
दूषित पदार्थ,Contaminants
पाककला alcove,Cooking alcove
सामना करणे,Coping
कॉर्बेल,Corbel
कॉर्निस,Cornice
कपलर,Coupler
"युग्मक, दुहेरी","Coupler, double"
"कपलर, पुटलॉग","Coupler, putlog"
"युग्मक, कुंडा","Coupler, swivel"
अभ्यासक्रम,Course
यादृच्छिक भंगार दगडी बांधकाम,Coursed random rubble masonry
झाकलेले क्षेत्र,Covered area
रांगणे,Creep
रांगणे गुणांक,Creep coefficient
क्रोटोवाइन,Crotovine
कावळा पाय,Crow foot
लहानसा तुकडा रचना,Crumb structure
अंकुश,Curb
चालू,Current
वक्र प्रतिकार,Curve resistance
ओलसर पुरावा कोर्स,Damp proof course
पूर्ण होण्याची तारीख,Date of completion
मृत भार,Dead load
मृत पाणी,Dead water
डेसिबल,Decibel
Deflocculation,Deflocculation
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,Degree of aeration or air space ratio
एकत्रीकरणाची पदवी,Degree of aggregation
फैलाव पदवी,Degree of dispersion
संपृक्तता पदवी,Degree of saturation
घनता,Density
वाळवंट फुटपाथ,Desert pavement
वाळवंटी माती,Desert soil
तपशील,Details
विकास कालावधी,Development period
डी-क्षितिज,D-horizon
कर्ण बंध,Diagonal bond
आकृती,Diagram
डिजिटल डॉक,Digital dock
विभेदक पाणी दर,Differential water rate
सौम्य वायुवीजन,Dilution ventilation
डिलुव्हियम,Diluvium
जेवणाची खोली,Dining room
दिशा पेग,Direction peg
फैलाव,Dispersion
डिस्टेंपर,Distemper
गोदी,Dock
दार,Door
डोर्मर,Dormer
डॉर्मर चेक,Dormer check
दुहेरी फ्लेमिश बाँड,Double flemish bond
दुहेरी थर,Double layer
डोवेल,Dowel
रेखाचित्र बोर्ड,Drawing board
रेखाचित्र खोली,Drawing room
वाहून नेणे,Drift
कोरडे बल्ब तापमान,Dry bulb temperature
कोरडी गोदी,Dry dock
कोरडे रबर दगडी बांधकाम,Dry rubber masonry
डच बाँड,Dutch bond
बटू भिंत,Dwarf wall
निवास एकक,Dwelling unit
इव्ह,Eave
Eaves गटर,Eaves gutter
आर्थिक व्यवहार्यता,Economic feasibility
एक्टोडायनामॉर्फिक माती,Ectodynamorphic soil
एडी,Eddy
प्रभावी आकार,Effective size
फुलणे,Efflorescence
सांडपाणी,Effluent
उत्थान,Elevation
एलिव्हिएशन,Eluviation
एल्युव्हियम,Eluvium
एंडोडायनामॉर्फिक माती,Endodynamorphic soil
अभियांत्रिकी व्यवहार्यता,Engineering feasibility
इंग्रजी बंधन,English bond
इंग्रजी बाग भिंत बंधन,English garden wall bond
"EPM (समतुल्य प्रति दशलक्ष),&quot;","E.P.M. (equivalent per million),"""
समतुल्य वजन,Equivalent weight
अर्ग,Erg
अदलाबदल करण्यायोग्य,Exchangeable
एक्सचेंज करण्यायोग्य आम्लता,Exchangeable acidity
एक्सचेंजेबल सोडियम टक्केवारी (ESP),Exchangeable sodium percentage (ESP)
ई.एस.पी.,E. S P.
एक्सचेंज आंबटपणा,Exchange acidity
एक्सचेंज कॉम्प्लेक्स,Exchange complex
एक्झॉस्ट,Exhaust
उघड समाप्त,Exposed finish
डोळा,Eye
डोळा कपाळ,Eye brow
तोंड देत,Facing
बाँडचा सामना करत आहे,Facing bond
सुरक्षिततेचा घटक,Factor of safety
पडणे,Fall
फेसिया,Facia
फेशिया बोर्ड,Facia board
दोष,Fault
फील्ड ओलावा,Field moisture
अंतिम ओलावा समतुल्य,Final moisture equivalent
फिलेट (मोर्टारचा),Fillet (of mortar)
अंतिम,Finial
अंतिम मोजमाप,Final measurement
अंतिम पेमेंटq,Final paymentq
अंतिम पूर्व ताण,Final pre stress
अंतिम ताण,Final tension
आर्थिक व्यवहार्यता,Financial feasibility
उत्तम एकूण,Fine aggregate
फुटलेला खडक,Fissured rock
ध्वजाचा दगड,Flag stone
फ्लेमिश बाँड,Flemish bond
चमकत आहे,Flashing
चमकणारा प्रवाह,Flashy stream
सपाट छप्पर,Flat roof
फ्लेचे,Fleche
फ्लेमिश गार्डन भिंत बंधन,Flemish garden wall bond
चकमक,Flint
चकमक भिंत,Flint wall
फ्लोटिंग मजला,Floating floor
फ्लोक्युलेशन,Flocculation
फ्लोक्युलेशन मर्यादा,Flocculation limit
फ्लोक्युलेशन गुणोत्तर,Flocculation ratio
फ्लोक्युल्स,Floccules
मजला,Floor
मजला सील,Floor seal
प्रवाह,Flow
चढ - उतार,Fluctuation
फूटिंग,Footing
पाया,Foundation
फ्री फॉल बॅरो टॉपिंग मिक्सर,Free fall barrow topping mixer
फ्री फॉल मिक्सर (ड्रम प्रकार),Free fall mixer (drum type)
मुक्त दगड,Free stone
फ्रेशेट,Freshet
घर्षण ढीग,Friction pile
बेडूक,Frog
गॅबल,Gable
गॅबलेट,Gablet
Gambrel छप्पर,Gambrel roof
गेज,Gauge
गेजिंग विभाग,Gauging section
गेजिंग स्टेशन,Gauging station
सामान्य स्थान योजना,General location plan
सामान्य वायुवीजन,General ventilation
G क्षितीज किंवा gley क्षितीज,G horizon or gley horizon
पर्यंत हिमनदी,Glacial till
Gneiss,Gneiss
माल यार्ड,Goods yard
ग्रेडियंट प्रतिकार,Gradient resistance
ग्रॅनाइट,Granite
दाणेदार रचना,Granular structure
दाणेदार,Granulation
ग्रेन्युल,Granule
गुरुत्वाकर्षण मुक्त पाणी,Gravitational water free water
गुरुत्वाकर्षण यार्ड,Gravitational yard
ग्रेट माती गट,Great soil group
ग्रिलेज फाउंडेशन,Grillage foundation
ग्राउंड हँड मोल्डिंग,Ground hand moulding
गटबद्ध डॉक,Grouped dock
समूह गृहनिर्माण,Group housing
अतिथी खोली,Guest room
गटार,Gutter
गटार वाहक,Gutter bearer
गटर तपासणी,Gutter check
हॅमर ड्रेसिंग,Hammer dressing
बंदर,Harbour
आश्रयाचे बंदर,Harbour of refuge
कडक पॅन,Hard pan
शीर्षलेख,Header
हेडर बॉण्ड,Header bond
हेडर कोर्स,Header course
हेड गेटची रचना,Head gate structure
कालव्याचे प्रमुख,Head of canal
हेड रेग्युलेटर,Head regulator
हेरिंग हाडांचे बंधन,Herring bone bond
हृदयविकार,Hearting
भिजण्याची उष्णता,Heat of wetting
उच्च अॅल्युमिना सिमेंट,High alumina cement
हिप,Hip
हिप कॅपिंग,Hip capping
नितंब टोक,Hipped end
हुड,Hood
हुड मोल्डिंग,Hood moulding
हुकचा कायदा,Hook's law
हूप लोह,Hoop iron
क्षितिज,Horizon
आर्द्रीकरण,Humidification
"आर्द्रता, निरपेक्ष","Humidity, absolute"
"आर्द्रता, सापेक्ष","Humidity, relative"
कुबड्याचे अंगण,Hump yard
हायड्रोलिक दाब,Hydraulic pressure
हायड्रेशन,Hydration
हायड्रोलिसिस,Hydrolysis
हायड्रोलाइटिक आम्लता,Hydrolytic acidity
हायड्रोमॉर्फिक माती,Hydromorphic soil
हायड्रोफिलिक कोलाइड,Hydrophilic colloid
हायड्रोफोबिक कोलाइड,Hydrophobic colloid
हायड्रोस्टॅटिक दाब प्रमाण,Hydrostatic pressure ratio
हायग्रोस्केप्टिक गुणांक,Hygroscaptic coefficient
हायग्रोस्कोपिक ओलावा,Hygroscopic moisture
हायड्रोस्कोपीसिटी,Hydroscopicity
हायग्रोस्कोपिक ओलावा,Hygroscopic moisture
हायपरबेरिक चेंबर,Hyperbaric chamber
हायपरस्टॅटिक फ्रेम,Hyperstatic frame
हायपोमीटर,Hypsometer
रोषणाई,Illumination
इबिबेशन ओलावा,Imbibation moisture
अपरिपक्व माती,Immature soil
जप्त डॉक,Impounded dock
जमीन महसुलात वाढ,Increment of land revenue
स्वतंत्र मचान,Independent scaffold
इन्ड्युरेटेड,Indurated
प्रारंभिक prestress,Initial prestress
सुरुवातीचा ताण,Initial tension
अंतर्देशीय जलमार्ग बंदर,Inland waterway port
इन्सुलेट बोर्ड,Insulating board
मध्यवर्ती बंदर,Intermediate port
अंतर्गत घर्षण,Internal friction
इंट्राझोनल माती,Intrazonal soil
आयन,Ion
आयन एक्सचेंज,Ion exchange
लोखंडी तवा,Iron pan
बागायती जमीन,Irrigated land
सिंचन,Irrigation
सिंचन उपकर,Irrigation cess
जांब,Jamb
धडपडणे,Joggle
जॉगल पिन,Joggle pin
जौल,Joule
जम्पर,Jumper
किलोग्रॅम,Kilogram
किलोग्राम बल,Kilogram force
किलोग्राम फोर्स मीटर,Kilogram force meter
किलोवॅट तास,Kilowatt hour
राजा बंद,King closure
स्वयंपाकघर,Kitchen
लेस केलेला स्तंभ,Laced column
मागे पडणे,Lagging
लॅमेला रूट,Lamella root
पातळ थरांचा बनवलेला प्रवाह,Laminar flow
दिवा भोक,Lamp hole
जमीन संवर्धन,Land accretion
लँड स्लाइडिंग,Land sliding
लॅटराइट,Laterite
लॅटराइट माती,Laterite soil
मोठ्या संख्येचा कायदा,Law of large numbers
लेआउट योजना,Layout plan
लेजर,Ledger
चुना पॅन,Lime pan
लिंटेल,Lintel
द्रव मर्यादा,Liquid limit
थेट भार,Live load
चिकणमाती,Loam
स्थानिक एक्झॉस्ट वेंटिलेशन,Local exhaust ventilation
लोको यार्ड,Loco yard
लॉस,Loess
कमी प्लास्टिक मर्यादा,Lower plastic limit
कमी उष्णता सिमेंट,Low heat cement
मशीन मोल्डिंग,Machine moulding
मॅक्रोस्ट्रक्चर,Macrostructure
मुख्य हेड रेग्युलेटर,Main head regulator
मुख्य बंदर,Main port
मेकअप हवा,Makeup air
मॅनसार्ड,Mansard
मार्शलिंग यार्ड,Marshalling yard
दगडी बांधकाम,Masonry
परिपक्व तापमान,Maturing temperature
मेझानाइन मजला,Mezzanine floor
यांत्रिक विश्लेषण,Mechanical analysis
यांत्रिक वायुवीजन,Mechanical ventilation
मेट्रिक प्रणाली,Metric system
मायक्रोस्ट्रक्चर,Microstructure
मिली समतुल्य,Milli equivalent
मिली समतुल्य प्रति लिटर,Milli equivalent per litre
खनिज,Mineral
खनिज माती,Mineral soil
किरकोळ बंदर,Minor port
Mitred बंद,Mitred closure
मोबाइल माती कोलाइड,Mobile soil colloid
आर्द्रतेचा अंश,Moisture content
ओलावा ग्रेडियंट,Moisture gradient
मोनोलिथ,Monolith
मोनोरेल,Monorail
राष्ट्रीय बंदर परिषद,National harbour council
नैसर्गिक पलंग,Natural bed
नैसर्गिक समाप्त,Natural finish
नैसर्गिक बंदर,Natural harbour
नैसर्गिक वायुवीजन,Natural ventilation
नौदल बंदर,Naval harbour
न्यूटन,Newton
एकसमान प्रवाह नसतो,Non uniform flow
पाण्याचा दर व्यापतो,Occupies water rate
तेल रंग,Oil paint
तेल विहीर सिमेंट,Oil well cement
चॅनेल प्रवाह उघडा,Open channel flow
इष्टतम ओलावा,Optimum moisture
सेंद्रिय माती,Organic soil
अभिमुखता,Orientation
ऑर्थोगोनल,Orthogonal
ऑर्टस्टीन,Ortstein
बाह्य सिग्नल,Outer signal
ऑक्सिडेशन,Oxidation
पँट्री,Pantry
पॅरापेट,Parapet
पॅरापेट भिंत,Parapet wall
पालक साहित्य,Parent material
पेबल कास्ट प्लास्टर,Pebble cast plaster
पेडलफर,Pedalfer
पेडोकल,Pedocal
पेडोजेनेसिस,Pedogenesis
पेडॉलॉजी,Pedology
पेडोस्फियर,Pedosphere
पेनेट्रोमीटर,Penetrometer
पेन्ट छत,Pent roof
पेप्टायझिंग एजंट,Peptizing agent
विश्लेषण कालावधी,Period of analysis
पर्पेंड,Perpend
शोषण,Persorption
घाट,Pier
पिलास्टर,Pilaster
खेळपट्टी,Pitch
खड्डे पडलेले छत,Pitched roof
साधा काँक्रीट,Plain concrete
विमान कोन,Plane angle
साधे अंगण,Plain yard
प्लॅनसोल,Plansol
प्लास्टिकची सुसंगतता,Plastic consistency
प्लॅस्टिकिटी,Plasticity
प्लॅस्टिकिटी निर्देशांक,Plasticity index
प्लॅस्टिकिटी मर्यादा,Plasticity limit
प्लॅस्टिकिटी श्रेणी,Plasticity range
प्लेट रचना,Platy structure
प्लिंथ,Plinth
नांगरलेली माती,Plough soil
मनुका दगड,Plum stone
पॉडझोल,Podzole
पॉइंटिंग,Pointing
बहुभुज भिंत,Polygonal wall
छिद्र जागा,Pore space
बंदर,Port
सकारात्मक वायुवीजन,Positive ventilation
प्रेयरी माती,Prairie soil
सुस्पष्टता,Precision
प्राथमिक कण,Primary particle
प्रिझमॅटिक रचना,Prismatic structure
उत्पादक कार्य,Productive work
प्रकल्पाचे औचित्य,Project justification
संरक्षणात्मक कार्य,Protective work
स्यूडो-मायसेलियम,Pseudo-mycelium
डबके,Puddle
पगिंग,Pugging
प्युमिस,Pumice
पंचन,Puncheon
कठपुतळी,Puppet
पुटलॉग,Putlog
पुटलॉग मचान,Putlog scaffold
सामग्री सर्वेक्षक,Quantity surveyor
खणाचा रस,Quarry sap
क्वे,Quay
राणी बंद,Queen closure
Quoin,Quoin
तराफा पाया,Raft foundation
राकर,Raker
रेकिंग,Raking
रॅकिंग बाँड,Raking bond
Raking फ्लॅशिंग,Raking flashing
वेगाने बदलणारा प्रवाह,Rapidly varying flow
वसूल करण्यायोग्य पेमेंट,Recoverable payment
लाल पृथ्वी,Red earth
लाल चिकणमाती,Red loam
नियामक,Regulator
रेगुर किंवा काळी कापूस माती,Regur or black cotton soil
परतफेड करार,Repayment contract
अवशिष्ट संकोचन,Residual shrinkage
अवशिष्ट माती,Residual soil
प्रकट करा,Reveal
पिन प्रकट करा,Reveal pin
टाय प्रकट करा,Reveal tie
रिज,Ridge
रिज कॅपिंग,Ridge capping
नदी,River
रस्ता स्थिर,Road stead
खडबडीत मलम,Rough plaster
ढिगारा,Rubble
भंगार दगडी बांधकाम,Rubble masonry
कचऱ्याची भिंत,Rubble walling
चालू मोजमाप,Running measurement
सुरक्षित पत्करण्याची क्षमता,Safe bearing capacity
मीठ ग्लेझ,Salt glaze
नमुन्याचा आकार,Sample size
नमुना वितरण,Sampling distribution
नमुना त्रुटी,Sampling error
वाळू,Sand
वाळू समाप्त,Sand finish
वाळू हात मोल्डिंग,Sand hand moulding
सँडिंग,Sanding
संतृप्त माती,Saturated soil
संतृप्त माती पेस्ट,Saturated soil paste
संपृक्तता अर्क,Saturation extract
संपृक्तता टक्केवारी,Saturation percentage
बशी घुमट,Saucer dome
मचान,Scaffold
शिस्ट,Schist
सागरी बंदर,Sea port
गुप्त गटार,Secret gutter
दुसरा,Second
अवसादन विश्लेषण,Sedimentation analysis
अर्ध-कृत्रिम बंदर,Semi-artificial harbour
अर्ध भरतीची गोदी,Semi tidal dock
वृद्ध,Senile
शेल,Shale
पत्र्याचा ढीग,Sheet pile
संकोचन मर्यादा,Shrinkage limit
शटरिंग,Shuttering
सियालिटिक माती,Siallitic soil
सिएरोझेम,Sierozem
खिंडी,Sill
गाळ,Silt
सिंगल फ्लेमिश रक्त,Single flemish blood
एकल दाणेदार रचना,Single grained structure
कंकाल माती,Skeletal soil
स्कर्टिंग,Skirting
स्लीपर भिंत,Sleeper wall
बाजूचे गटर,Side gutter
स्लाइड नियम,Slide rule
स्लिप डॉक,Slip dock
स्मोनिझा,Smoniza
भिजवणे,Soaking
मातीचा सहवास,Soil association
माती वर्ग,Soil class
माती कॉम्प्लेक्स,Soil complex
मातीची सुसंगतता,Soil consistency
माती कुटुंब,Soil family
मातीच्या चौकटीचे काम,Soil frame work
माती ओलावा,Soil moisture
जमिनीतील ओलावा वाढणे,Soil moisture accretion
जमिनीतील आर्द्रतेची कमतरता,Soil moisture deficit
माती आकारविज्ञान,Soil morphology
मातीचा कण,Soil particle
मातीचा टप्पा,Soil phase
माती प्रोफाइल,Soil profile
मातीची प्रतिक्रिया,Soil reaction
माती वेगळी होते,Soil separates
माती मालिका,Soil series
माती समाधान,Soil solution
मातीची रचना,Soil structure
मातीचा पोत,Soil texture
मातीचा प्रकार,Soil type
सोलम,Solum
वर्गीकरण,Sorption
spalls,Spalls
विशिष्ट आयन प्रभाव,Specific ion effect
स्क्वेअर कोर्स्ड रबल चिनाई,Squared coursed rubble masonry
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,Squared regular coursed rubble masonry
स्थिर प्रवाह,Steady flow
स्टेप्ड फ्लॅशिंग,Stepped flashing
चिकटपणा,Stickiness
स्टिकिंग पॉइंट,Sticking point
दगड,Stone
स्लॉप हात मोल्डिंग,Slop hand moulding
पट्टा बिजागर,Strap hinge
स्ट्रॉ बोर्ड,Straw board
प्रवाह,Stream
ताण,Stress
स्ट्रेचर,Stretcher
स्ट्रेचर बाँड,Stretcher bond
स्ट्रेचर कोर्स,Stretcher course
स्ट्रिंग,String
स्ट्रिंग कोर्स,String course
रचना घटक,Structure factor
रचना निर्देशांक,Structure index
स्टुको,Stucco
स्टड,Stud
स्टायलोबेट,Stylobate
पोट माती,Sub soil
उप रचना,Sub structure
बेरीज वक्र,Summation curve
सूर्य अभ्रक,Sun mica
सुपर रचना,Super structure
सर्वेक्षक,Surveyor
एस-मूल्य,S-value
स्वॅग,Swag
हंस मान,Swan neck
तंबू,Tabernacle
टेबल हँड मोल्डिंग,Table hand moulding
टँकिंग,Tanking
टेम्पिएट्टो,Tempietto
टेंपरिंग,Tempering
साचा,Template
साचा,Template
Tepidarium,Tepidarium
टेराकोटा,Terracotta
टेरा रोझा,Terra rosa
टेराझो,Terrazzo
टेट्रा शैली,Tetra style
थ्रेशोल्ड मर्यादा मूल्य,Threshold limit value
घसा,Throat
दगडातून,Through stone
भरतीचे खोरे,Tidal basin
टाई बार,Tie bar
टाय बीम,Tie beam
टाय रॉड,Tie rod
तीर्स,Tirs
सहिष्णुता,Tolerance
दात काढणे,Toothing
वरची माती किंवा पृष्ठभागाची माती,Top soil or surface soil
एकूण सच्छिद्रता,Total porosity
ट्रेसरी,Tracery
ट्रेन प्रतिकार,Train resistance
ट्रान्सेप्ट,Transept
संक्रमणकालीन माती,Transitional soil
ट्रान्सम,Transom
वाहतूक माती,Transport soil
उपनदी,Tributary
ट्रायफोरियम,Triforium
ट्रायग्लिफ,Triglyph
कापलेली माती,Truncated soil
अशांत प्रवाह,Turbulent flow
बुर्ज,Turret
Tympar संख्या,Tympar num
अंतिम पत्करण्याची क्षमता,Ultimate bearing capacity
अंतिम पीएच,Ultimate ph
uncoursed यादृच्छिक भंगार दगडी बांधकाम,Uncoursed random rubble masonry
