Odiya,Hindi
ଆକାଶବାଣୀ,ध्वनिकी
ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ,"1. परिवर्णी शब्द, 2. संक्षिप्त रूप ,3. लघु रूप"
କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |,क्रिया संदेश
ସକ୍ରିୟ,सक्रियण
ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା (ASP),सक्रिय सर्वर पृष्ठ
ସକ୍ରିୟ ସଂସ୍କରଣ |,सक्रिय वर्जन
acyclic,अचक्रीय
acyclic ଗ୍ରାଫ୍ |,"1. अचक्रीय आलेख ,2. अचक्रीय ग्राफ"
ଅଦା ଭାଷା |,एडा कंप्यूटर भाषा
ଆଡାପ୍ଟର,"1. अनुकूलक ,2. अनुकूलित्र"
ଯୋଡନ୍ତୁ |,योग (करना)
ଫାଇଲ୍ ଯୋଡନ୍ତୁ |,योग संचिका
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,"1. जोड़ संक्रिया ,2. योग संक्रिया"
ଆଡର୍,योजक
ଠିକଣା,पता
ଠିକଣା ବସ୍,पता बस
ଠିକଣା ଫାଇଲ୍ |,पता संचिका
ଠିକଣା ଫର୍ମାଟ୍,पता आरूप
ଠିକଣା ଜେନେରେଟର,पता जनक
ଠିକଣା ରେଖା,पता पंक्ति
ଠିକଣା ମ୍ୟାପିଂ,पता प्रतिचित्रण
ଠିକଣା ସୂଚକ,पता संकेतक
ଠିକଣା ରେଜିଷ୍ଟର,पता पंजी
ଠିକଣା ରେଜୋଲୁସନ,पता विघटन
ଠିକଣା ଅନୁବାଦ,पता अनुवाद
ଠିକଣା ସ୍ମୃତି,"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी"
ଠିକଣା,पताभिगमन
ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ,"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी"
ଯୋଗ,संलग्न
ପ୍ରଶାସନ,"1. प्रबंधन ,2. नियंत्रण"
ପ୍ରଶାସକ,"1. प्रबंधक ,2. नियंत्रक"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,ऐडोब एक्रोबेट
ଆଡୋବ ଫଟୋଶପ୍ |,ऐडोब फोटोशोप
ଆଡଭାନ୍ସ ବ୍ୟବସାୟ ଆବେଦନ ପ୍ରୋଗ୍ରାମିଂ (ABAP),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
ଉନ୍ନତ ତଥ୍ୟ,"1. उन्नत आंकड़ा ,2. उन्नत डाटा"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,उन्नत सूचना तंत्र
ଉନ୍ନତ ଜ୍ଞାନକ technology ଶଳ (AT),उन्नत प्रौद्योगिकी (ए टी)
ଏଜେଣ୍ଟ,कर्मक
ଏକୀକରଣ,समुच्चयन
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,विमानवाहित कंप्यूटर तंत्र
aldus ପୃଷ୍ଠା ନିର୍ମାତା |,एल्डस पेज-मेक
ଆଲର୍ଟ ବାକ୍ସ,सचेत पेटी
ଆଲଗୋଲ୍,ऐल्गॉल (कंप्यूटर भाषा)
ଆଲଗୋରିଦମ |,"1.  एल्गोरिथ्म ,2. कलन विधि"
ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |,"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,एल्गोरिथ्म दक्षता
ଛଦ୍ମନାମ,"1. एलिआस ,2. उपनाम ,3. उर्फ"
ଶ୍ରେଣୀବଦ୍ଧତା |,संरेखण
ଆବଣ୍ଟନ,"1. आवंटन ,2. नियतन"
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,"1.अक्षरात्मक ,2. वर्णानुक्रम"
ବର୍ଣ୍ଣମାଳା,अक्षरांकीय
ବର୍ଣ୍ଣମାଳା କି ବୋର୍ଡ |,"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड"
ଆଲଫା-ପରୀକ୍ଷା,अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
ଆଲଫା-ସଂସ୍କରଣ |,"1. अल्फा वर्जन ,2. अल्फा रूप"
alt କି,आल्ट कुंजी
altavista,आल्टाविस्टा
ଅସ୍ପଷ୍ଟତା |,अनेकार्थकता
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,संदिग्ध व्याकरण
ଆମେରିକୀୟ ଜାତୀୟ ମାନକ ପ୍ରତିଷ୍ଠାନ (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
ସୂଚନା ଆଦାନ ପ୍ରଦାନ ପାଇଁ ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କୋଡ୍ (ASCII),अमेरिकी मानक कट (आस्की)
analog,"1. अनुरुप ,2. एनालॉग"
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
analog ଉପକରଣ,"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस"
ଆନାଗଲ୍ ମୋଡେମ୍ |,"1. एनालॉग मोडेम ,2. अनुरुप मोडेम"
ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC),अनुरुप से अंकीय रुपांतरक
ଏବଂ,एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
ଏବଂ ସର୍କିଟ |,एंड परिपथ
ଏବଂ ଫାଟକ |,एंड गेट और द्वार
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର),एंड नॉट संक्रिया (अपवर्जन)
ଆନିମେସନ୍,"1. एनीमेशन, 2.  सजीवन"
ଟିପ୍ପଣୀ,टिप्पण
ଅନୋମାଲିୟା |,असंगता
ପ୍ରାଚୀନ,पूर्ववर्ती
ଆଶାକର୍ମୀ ପେଜିଂ |,प्रत्याशामूलक पृष्ठन
ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |,प्रति-सममित
ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |,विषाणुरोधी क्रमादेश
ଆପଲେଟ୍,"1. एपलेट ,2. अनुप्रयोगिका"
ପ୍ରୟୋଗ ବିକାଶକାରୀ,अनुप्रयोग विकासक
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,अनुप्रयोग प्रोग्रामन
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API),"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,अनुप्रयोग सॉफ्टवेयर
ପ୍ରୟୋଗ ଭାଷା |,अनुप्रयोगी भाषा
ଆନୁମାନିକ ତତ୍ତ୍। |,सन्निकटण सिद्धांत
ସ୍ଥାପତ୍ୟ,संरचना
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |,क्षेत्र अंतरण
ଯୁକ୍ତି,"1. प्राचर,स्वतंत्रचर, 2. कोणांक"
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
ଗାଣିତିକ ଯାଞ୍ଚ |,अंकगणितीय जांच
ଗାଣିତିକ ସ୍ଥିର |,अंकगणितीय अचर
ଗାଣିତିକ ତଥ୍ୟ,अंकगणितीय आंकडा
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,अंकगणितीय अनुदेश
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ARPANET,ए आर पी ए नेट (आरपानेट)
ଆରେ,सरणी
ଆରେ କ୍ୟାଚ୍,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
ଆରେ କମ୍ପ୍ୟୁଟର |,सरणी कंप्यूटर
ଆରେ ଉପାଦାନ |,सरणी अवयव
ଆରେ ନାମ,सरणी नाम
ଆରେ ସଞ୍ଚାଳକ,सरणी प्रकर्मक
ତୀର କିଗୁଡ଼ିକ,एरो कुंजी
ଆର୍ଟିକିଲେସନ୍,संधि
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,संधि बिन्दु
କୃତ୍ରିମ ସଙ୍କୋଚନ |,कृत्रिम संहनन
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,कृत्रिम नियंत्रण
କୃତ୍ରିମ ବୁଦ୍ଧି,कृत्रिम बोध
ଆରୋହଣ,आरोहक
ଆରୋହଣ କ୍ରମ,आरोही छंटाई
ASCII ବେଟିକାଲ୍ କ୍ରମ |,आस्की वर्णक्रम
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,आस्की नियंत्रण संप्रतीक
ASCII ଫାଇଲ୍ |,आस्की संचिका
ASCII ଫଣ୍ଟ |,आस्की फॉन्ट
ASCII ସ୍ଥାନାନ୍ତର |,आस्की अंतरण
ଆନୁମାନିକ ଅନୁପାତ,अभिमुखता अनुपात
ASPI,"1. ऐस्पी ,2. ए एस पी आई"
ASR ଟାଇମର୍ |,ए एस आर कालद
ଏକତ୍ର ହୁଅ,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
ଏକତ୍ରକାରୀ,"1. कोडांतरक ,2. स्मरांतरक"
ସଭା,"1. कोडांतरण ,2. स्मरांतरण"
ସଭା ଭାଷା |,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
ଧାରଣା,निश्चयन
ଆସାଇନମେଣ୍ଟ,"1. निर्दिष्ट कार्य ,2. नियतन"
ସଙ୍ଗଠନ,साहचर्य
ସହଯୋଗୀ ଠିକଣା,साहचर्य पता
ସହଯୋଗୀ ସ୍ମୃତି,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
ନକ୍ଷତ୍ର,तारक (*का चिन्ह)
ଅସୀମିତ |,असम्मित
ଅସନ୍ତୁଳିତ |,"1. अतुल्यकालिक ,2. अतुल्यकाली"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,अतुल्यकालिक अंतरण
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),अतुल्यकालिक अंतरण विधा (ए टी एम)
ପରମାଣୁ,"1. एटम ,2. परमाण"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,संलग्न प्रलेख
ସଂଲଗ୍ନ ଫାଇଲ୍ |,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
ସଂଲଗ୍ନ,"1. संलग्नक ,2. संबंद्ध"
ଗୁଣ,"1. गुण ,2. विशेषता"
ଅଡିଓ,श्रव्य
ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
ଅଡିଟ୍ ଟ୍ରେଲ୍ |,लेखा सत्यापन
ବୃଦ୍ଧି,संवर्धन
ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |,प्रमाणन प्रोटोकॉल
ଲେଖକ ପ୍ରଣାଳୀ,संलेखन पद्धति
ପ୍ରାଧିକରଣ,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,स्वत: सार
ଅଟୋବୋଟିଂ,"1. स्वतः बूटिंग ,2. स्व बूटन"
ଅଟୋକ୍ୟାଡ୍ |,ऑटोकैड (एक कंप्यूटर भाषा)
ଅଟୋଲୋଜି ଅନ୍,स्वत: लॉग-ऑन
ଅଟୋମେଟା |,ऑटोमेटा
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,आटोमेटा सिद्धांत
ସ୍ୱୟଂଚାଳିତ ଗଣନା,स्वत: अभिकलन
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,स्वत: आंकड़ा प्रक्रमण
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,स्वत: त्रुटि संशोधन
ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ,स्वत: फलन
ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |,स्वत: संग्रह आह्वान
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |,स्वत: नेमका
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,स्वत: सिस्टम पुन: प्राप्ति
ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ସ୍ୱୟଂଚାଳିତ,स्वचालन
ସ୍ଵତଃ ଚଳିତ,"1. आटोप्ले ,2. स्वत: चलन"
ଅଟୋସେଭ୍ |,स्वरक्षण
ସହାୟକକାରୀ,सहायक
ସହାୟକ ସ୍ମୃତି,सहायक स्मृति
ସହାୟକ ଷ୍ଟୋରେଜ୍,सहायक भंडारण
ଉପଲବ୍ଧ ତାଲିକା |,उपलब्ध लिस्ट
ଉପଲବ୍ଧ ସମୟ |,उपलब्ध समय
ହାରାହାରି,औसत
awk (ଭାଷା),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ବ୍ୟାକେଣ୍ଡ୍ |,पश्चांत
ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |,पश्चांत प्रक्रमक
ବ୍ୟାକଫେସ୍ ଅପସାରଣ |,पश्च फलन विलोपन
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,पृष्ठभूमि प्रक्रमण
ବ୍ୟାକିଂ ଷ୍ଟୋର |,सहायक भंडार
ବ୍ୟାକପ୍ୟାଚ୍,पश्च पैचीकरण
ବ୍ୟାକସ୍ପେସ୍ |,"1. पश्चीयन ,2. बैकस्पेस"
ବ୍ୟାକଟ୍ରାକ୍,पश्चपथन
ବ୍ୟାକ୍ ଅପ୍ |,"1. बैक-अप ,2. पूर्तिकर"
ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,पश्च त्रुटि सुधार
ତୂଳନା ପତ୍ର,(आय-व्यय) तुलन पत्र
ବ୍ୟାଣ୍ଡ,पट्टी
ବ୍ୟାଣ୍ଡ ଓସାର |,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,बैंकर एल्गोरिथ्म
ବାର୍ କୋଡ୍,"1.बार कूट ,2. बार कोड"
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,बार कोड स्कैनर
ବାର୍ ଗ୍ରାଫ୍ |,बार ग्राफ
ମୂଳ ଠିକଣା,आधार पता
ବେସ୍ ବ୍ୟାଣ୍ଡ |,आधार बैंड
ଆଧାର ସଂଖ୍ୟା,आधार संख्या
ଆଧାର ଟେବୁଲ୍ |,आधार सारणी
ବେସିକ୍ |,बेसिक (एक कंप्यूटर भाषा)
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
ମ basic ଳିକ ଇନପୁଟ୍ |,"1. मूल निवेश ,2. आधारी निवेश"
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,आधारभूत अनुदेश
ମ basic ଳିକ ଆଉଟପୁଟ୍,आधारी निर्गम
ମ basic ଳିକ ପଦକ୍ଷେପ |,मूल चरण
ବ୍ୟାଚ୍,"1. बैच ,2. समूह ,3. प्रचय"
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,"1. बैच फाइल ,2. बैच संचिका"
ବ୍ୟାଚ୍ ସ୍ଥିତି |,बैच स्थिति
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,"1. बैच तंत्र ,2. प्रचय तंत्र"
baud,बॉड
ବାଉଡ୍ ହାର,बॉड दर
ବିମ୍,किरण पुंज
ମାନଦଣ୍ଡ,"1. निर्देशमानक ,2. बैचमार्क"
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,द्विदिश संचार
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,विदिश कड़ी
ବାଇନାରୀ କୋଡ୍ |,द्विआधारी कूट
ବାଇନାରୀ ଅଙ୍କ,द्विआधारी अंक
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
ବାଇନାରୀ ସଂଖ୍ୟା,द्विआधारी संख्या
ବାଇନାରୀ ଅପରେଟର୍ |,द्विआधारी संकारक
ବାଇନାରୀ ସମ୍ପର୍କ |,द्विआधारी संबंध
ବାଇନାରୀ ସନ୍ଧାନ |,द्विआधारी खोज
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
ବାଇନାରୀ ଗଛ |,द्विआधारी तरु
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
ଜନ୍ମ ମୃତ୍ୟୁ ପ୍ରକ୍ରିୟା |,जन्म मरण प्रक्रम
ବିଟ୍,"1. द्वयंक ,2. बिट"
ବିଟ୍ ଦୋଷ |,बिट दोष
ବିଟ୍ ମାନଚିତ୍ର,बिट प्रतिचित्र
ବିଟ୍ ମାନଚିତ୍ର ପିକ୍ସେଲ୍ (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
ବିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,"1. बिट आव्यूह ,2. बिट सारणी"
ବିଟ୍ ପ୍ୟାଟର୍ |,बिट प्रतिरूप
ବିଟ୍ ସ୍ଥିତି |,बिट स्थिति
ବିଟ୍ ହାର,"1. बिट रेट ,2. बिट दर"
କଳା ବାକ୍ସ ପରୀକ୍ଷା,अंध पेटी परीक्षण
ink ଲସି ଉଠୁଛି |,टिमटिमाना
ବ୍ଲକ,ब्लॉक
କ୍ୟାଚ୍ ଅବରୋଧ କରନ୍ତୁ |,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
ଯାଞ୍ଚ ଯାଞ୍ଚ କରନ୍ତୁ |,खंडक जांच
କପି କପି କରନ୍ତୁ |,खंड प्रतिलिपि
ବ୍ଲକ ଚିତ୍ର,खंडक आरेख
ନେଟୱର୍କକୁ ଅବରୋଧ କରୁଛି,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
ବୋର୍ଡ,बोर्ड
ପୁସ୍ତକ ଚିହ୍ନ,पृष्ठ स्मृति
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,बूलीय बीजगणित
ବୁଲିଅନ୍ ସମ୍ପର୍କ |,बूलीय संबंध
ବୁଟ ବିଭାଜନ,बूट विभाजन
ବୁଟ ଷ୍ଟ୍ରାପିଂ,बूट स्ट्रैपिंग
ବୁଟ-ଷ୍ଟ୍ରାପ ଲୋଡର,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
ସେତୁ,"1.ब्रिज, 2. सेतु"
ବ୍ରଡବ୍ୟାଣ୍ଡ ନେଟୱର୍କିଙ୍ଗ |,ब्राडबैंड नेटवर्क
ପ୍ରସାରଣ,प्रसारण
ରେଡିଓ ପ୍ରସାରଣ |,प्रसारण रेडियो
ବ୍ରାଉଜ୍ କରନ୍ତୁ |,(नेट) विचरण
ବ୍ରାଉଜର୍,(नेट) विचरक
ବି-ଗଛ |,बी-तरु
ବବୁଲ୍ ମେମୋରୀ |,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
ବବୁଲ୍ ସର୍ଟ୍ |,बुदबुद छंटाी
ବାଲଟି,"1.बाल्टी, 2.बकेट"
ସାଥୀ ସିଷ୍ଟମ୍,"1.बंधुता तंत्र, 2.बडी तंत्र"
ବଜେଟ୍ ପ୍ରଭାବଶାଳୀ ନିୟନ୍ତ୍ରଣ |,बजट प्रभावी नियंत्रण
ବଫର୍,बफर
ତ୍ରୁଟି,दोष
ବସ୍,बस
ବାଇଟ୍ |,"1.अष्ट वयंक,2. बािट (आठ बिट)"
ବାଇଟ୍ କୋଡ୍ |,बािट कोड
ଗ,सी (कंप्यूटर भाषा)
C ++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
କ୍ୟାଚ୍,"1.कैश,2. द्रुतिका,3.द्रुत"
କ୍ୟାଚ୍ ବଫର୍ |,"1.कैश बफर, 2.द्रुतस्मृति बफर"
କ୍ୟାଶେ ମେମୋରୀ,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
ଗଣନା,परिकलन
କାଲକୁଲେଟର,"1.कैलकुलेटर, 2.परिकलक"
କାଲକୁଲେଟର ଚିପ୍,"1.कैलकुलेटर चिप,2. परिकलक चिप"
କଲ୍ କରନ୍ତୁ |,आह्वान
ନାମରେ କଲ୍ କରନ୍ତୁ |,नाम आह्वान
ରେଫରେନ୍ସ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,संदर्भ आह्वान
ମୂଲ୍ୟ ଅନୁଯାୟୀ କଲ୍ କରନ୍ତୁ |,मान आह्वान
ଭେରିଏବଲ୍ ଦ୍ୱାରା କଲ୍ କରନ୍ତୁ |,चर आह्वान
କଲ୍ ଗେଟ୍ |,आहवान गेट
ବାତିଲ୍ କରନ୍ତୁ |,"1.निरस्त करना, 2.रद्द करना"
ବାତିଲ୍ ବଟନ୍,निरसन बटन
କାନୋନିକାଲ୍ |,"1.विहित,2. कैनॉनिकल"
କାନୋନିକାଲ୍ ଫର୍ମ |,विहित रूप
ସାମର୍ଥ୍ୟ |,क्षमता
ସାମର୍ଥ୍ୟ ତାଲିକା |,क्षमता सूची
କ୍ଷମତା,"1.क्षमता,2. धारिता"
କ୍ୟାପ୍ ଲକ୍ କୀ |,कैप्स लॉक कुंजी
କାର୍ଡ,"1.कार्ड,2. पत्रक"
କାର୍ଡ ରିଡର୍ |,कार्ड पाठक
ହୃଦୟ,प्रमुखता
ବାହକ,वाहक
ବାହକ ବ୍ୟାଣ୍ଡ |,वाहक बैंड
ବାହକ ଭାର,वाहक भार
ବାହକ ସଙ୍କେତ,वाहक संकेत
ବାହକ ତରଙ୍ଗ |,वाहक तरंग
ବହନ କର,हासिल
ଅଙ୍କ ବହନ କର |,हासिल अंक
ପତାକା ବହନ କର |,हासिल ध्वज
କାର୍ଟ୍ରିଜ୍ ଡିସ୍କ |,"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
