Odiya,English
ବେଲିକୋଜ୍ |,Bellicose
ବେଲିକୋଜ୍ |,Bellicose
ବେଲିକୋସିଟି |,Bellicosity
ବେଲୋନା |,Bellona
ଉପକାର,Benefice
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,Benefit of clergy
ବେନେଲକ୍ସ |,Benelux
ବର୍ଲିନ୍ ଆଦେଶ |,Berlin Decree
ବର୍ସରକର |,Berserker
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),Besant (=bezant)
ବ Bethel ଥେଲ୍ |,Bethel
Bibliolater,Bibliolater
ଗ୍ରନ୍ଥସମୂହ,Bibliolatry
ବିଗ୍ ବର୍ଥା |,Big Bertha
ବିଗଟ୍ |,Bigot
ବିଲିଂ,Billeting
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,Bill of Attainder
ଅଧିକାର ବିଲ୍ |,Bill of Rights
ଜୀବନୀ,Biographer
ଜନ୍ମ କାହାଣୀ |,Birth stories
ବିଭିଆକ୍ |,Bivouac
ବିଭିଆକ୍ |,Bivouac
ବିଭିଆକ୍ |,Bivouac
ବିଜୋନିଆ |,Bizonia
କଳା ପକ୍ଷୀ,Black birding
କଳା ପତାକା,Black flag
ବ୍ଲାକ୍ ହୋଲ୍ |,Black Hole
ବ୍ଲାକ୍ ହୋଲ୍ |,Black Hole
କଳା ଗୋଡ (= ସ୍କାବ),Black leg (=scab)
କଳା ସାର୍ଟ |,Black Shirt
ବ୍ଲାଜନ୍,Blazon
ବ୍ଲାଜନ୍,Blazon
ବ୍ଲାଜୋନ୍ରି |,Blazonry
ବ୍ଲାଜୋନ୍ରି |,Blazonry
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,Blitzkrieg
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),Bloodless Revolution (=Glorious Revolution)
ରକ୍ତଚାପ,Bloodwite
ରକ୍ତାକ୍ତ ମରିୟମ |,Bloody Mary
ନୀଳ,Blue
ନୀଳ ରକ୍ତ,Blue blood
ନୀଳ ପୁସ୍ତକ |,Blue book
ନୀଳ ରିବନ୍ |,Blue ribbon
ନୀଳ ରିବନ୍ |,Blue ribbon
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),Blues (=Royal Horse Guards)
ନୀଳ ସାର୍ଟ |,Blue Shirt
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,Blue Water School
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,Board of Control
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,Body armour
ବୋଇର୍,Boer
ବୁଟି,Booty
ବୋରୱୋ |,Borough
ବୁଲୁଟେରିଅନ୍ |,Bouleuterion
ବୋର୍ବନ୍ |,Bourbon
ବକ୍ସର ବିଦ୍ରୋହ |,Boxer rebellion
ବନ୍ଧନୀ,Brace
ପିତ୍ତଳ |,Brassard
ପିତ୍ତଳ |,Brassard
ରୁଟି କଲୋନୀ |,Bread colonies
ସ୍ତନ ପ୍ଲେଟ୍ |,Breast Plate
ସ୍ତନ କାମ,Breast work
ବ୍ରେଟୱାଲଡା |,Bretwalda
ବ୍ରିଗାଣ୍ଡ୍ |,Brigand
ବ୍ରିଗେଣ୍ଡେଜ୍,Brigandage
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,British Commonwealth of Nations
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),Brown Shirts (=The Nazis)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),Brussels Treaty (Pact) organisation (=Western Europeon union)
ବଫ୍ |,Buff
ବଫ୍ |,Buff
ବଫ୍-କୋଟ୍ |,Buff-coat
ବଫସ୍ |,Buffs
ବୁଲେ (= ପରିଷଦ),Bule (=council)
ବନ୍ଧକ,Burgage
ବରଗଡ |,Burgess
ବାଇଜାଣ୍ଟାଇନ,Byzantine
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,Byzantine church
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,Byzantine Empire
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,Byzantine Era
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,Byzantine historians
କ୍ୟାବଲ୍ |,Cabal
କେଜରିଜିମ୍ |,Caesarism
ଖଲିଫ୍ |,Caliph
କଲିଗ୍ରାଫର୍ |,Calligrapher
କଲିଗ୍ରାଫିଷ୍ଟ |,Calligraphist
କାଲିଗ୍ରାଫି |,Calligraphy
କାଲ୍ଟ୍ରପ୍ |,Caltrop
କାମାଡେରି |,Camaraderie
କାମାରିଲା |,Camarilla
କାମାରିଲା |,Camarilla
କାମେଲାକମ୍ |,Camelaucum
କାମୁଫ୍ଲେଜ୍ |,Camouflage
ଅଭିଯାନ |,Campaign
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,Camp follower
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,Campo santo
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,Campus martius
କାନେଫୋରା |,Canephora
କଙ୍ଗୁ,Cangue
କାନନେଡ୍ |,Cannonade
ତୋପ ଖାଇବା |,Cannon fodder
କାନନ୍ |,Canon
କାନନ୍ ନିୟମ |,Canon law
କାନୋପସ୍ ଆଦେଶ |,Canopus decree
ବାହୁବଳୀ,Canting arms
ବନ୍ଦୀ,Captive
କ୍ୟାପ୍ଟର,Captor
କାର୍ଡିନାଲ୍ |,Cardinal
କାର୍ଲ |,Carl
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,Carolingian dynasty
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,Carthusian sect
କାର୍ଟୋସା |,Cartosa
କାଷ୍ଟେଲିଆନ୍ |,Castelian
କାଷ୍ଟେଲିଆନ୍ |,Castelian
ଜାତି ପ୍ରଣାଳୀ |,Caste system
ଦୁର୍ଗ,Castle
ଦୁର୍ଗ,Castle
ଦୁର୍ଗ ସହର,Castle town
କାଷ୍ଟ୍ରା |,Castra
କାଷ୍ଟ୍ରା |,Castra
କ୍ୟାଥେଡ୍ରା |,Cathedra
କ୍ୟାଥେଡ୍ରାଲ୍ |,Cathedral
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,Cato Street conspiracy
କାଉଡିଲୋ |,Caudillo
କାଭାଲିଅର୍ |,Cavalier
କାଭାଲିଅର୍ |,Cavalier
କାଭାଲିଅର୍ ସଂସଦ |,Cavalier Parliament
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,Cave of Adullam
ଗୁମ୍ଫା ଚିତ୍ର,Cave painting
ଗୁମ୍ଫା ଚିତ୍ର,Cave painting
Centumvir,Centumvir
ସେଞ୍ଚୁରିଅନ୍ |,Centurion
ଶତାବ୍ଦୀ,Century
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),Chain armour (=chain mail)
ଚାନ୍ଟ୍ରି |,Chantry
ଚାନ୍ଟ୍ରି |,Chantry
ଅଧ୍ୟାୟ ପୁସ୍ତକ,Chap book
ଚାପଲେନ୍ |,Chaplain
ଅଧ୍ୟାୟ,Chapter
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,Chapter of accidents
ଚାର୍ଜ,Charge
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,Charge d'affaires
ଚାର୍ଜ ବିଭାଜନ |,Charge parting
ଚାର୍ଜର,Charger
ରଥ,Chariot
ରଥ,Charioteer
ରଥ,Charioteer
ରଥ,Charioteer
ଚାରିଟି ରୋଷେଇ ଘର |,Charity kitchen
ଚାର୍ଟର୍,Charter
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),Chartist Movement (=Chartism)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,Chartophylacium
Chateau |,Chateau
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,Check post
ରାସାୟନିକ ଯୁଦ୍ଧ |,Chemical Warfare
ଚେଷ୍ଟର୍ |,Chester
ମୁଖ୍ୟ,Chief
ମୁଖିଆ,Chieftain
ମୁଖିଆ,Chieftain
ମୁଖିଆ,Chieftain
ଚିଫନ୍ |,Chiffon
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,Chivalry
ମନୋନୀତ ଲୋକ,Chosen People
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,Chrismographion
ଖ୍ରୀଷ୍ଟଧର୍ମ,Christendom
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,Christian era
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,Christian Socialism
ଇତିହାସ,Chronicle
କ୍ରୋନିକଲର୍,Chronicler
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,Chryse Chersonese
ସିମେଲିୟମ୍ |,Cimelium
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,Cinquecento Style
ସର୍କୁନାଭିଗେସନ୍ |,Circumnavigation
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,Cistercian monk
ସୀତା,Citadel
ଉଦ୍ଧୃତ,Citation
ଉଦ୍ଧୃତ,Citation
ନାଗରିକ ଅବମାନନା |,Civil disobedience
ଗୃହଯୁଦ୍ଧ |,Civil war
ସିଭିସ୍ ରୋମାନସ୍ |,Civis Romanus
ଶାସ୍ତ୍ରୀୟ ବୟସ |,Classical age
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),Clepht (=klepht)
ଧର୍ମ ଧର୍ମ,Clericalism
କ୍ଲାରଚ,Cleruch
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,Cluniac movement
କୋଟ ବାହୁ,Coat armour
କୋଟ୍,Coat of arms
କୋଟ୍,Coat of arms
କୋଟ୍,Coat of arms
କୋଟ୍ ମେଲ୍ |,Coat of mail
କୋହର୍ଟ |,Cohort
Comitia,Comitia
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
Comitia Tributa,Comitia Tributa
ସ୍ମରଣୀୟ ଆର୍,Commemorative arch
ସ୍ମରଣୀୟ ମୁଦ୍ରା,Commemorative coin
ସ୍ମରଣୀୟ ସିଲ୍ |,Commemorative seal
ସାଧାରଣ କ୍ଷେତ୍ର |,Common field
କମ୍ୟୁନାର୍ଡ |,Communard
କନକର୍ଡେଟ୍ |,Concordat
କନକର୍ଡେଟ୍ |,Concordat
କଣ୍ଡୋଟିଅର୍ |,Condottiere
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,Confirmation Cartarum
ଦ୍ୱନ୍ଦ୍ୱ |,Conflict
ମଣ୍ଡଳୀ,Congregation
ରାଜ୍ୟ ଜିତିବା |,Conquering state
ଜୟ,Conqueror
କନକ୍ୟୁଷ୍ଟାଡର୍ |,Conquistador
କନସିଲିୟମ୍ |,Consilium
ସ୍ଥିର,Consistory
ଷଡଯନ୍ତ୍ର,Conspiracy
ଷଡଯନ୍ତ୍ର,Conspiracy
କନସୁଲେଟ୍ |,Consulate
କନସୁଲେସନ୍ ବୁକ୍ |,Consulation book
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,Continental system
ସମ୍ମିଳନୀ ସଂସଦ |,Convention Parliament
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),Copperheads (=peace democrats)
କପିହୋଲ୍ଡ |,Copyhold
କର୍ଡୋନିଂ |,Cordoning
କରୋନା |,Corona
କରୋନେସନ୍ |,Coronation
କରୋନେସନ୍ ପଥର |,Coronation stone
କର୍ପସ୍,Corpus
କର୍ସାୟର୍ |,Corsair
କର୍ସାୟର୍ |,Corsair
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),Corset (=corselet)
କର୍ଟସ୍ |,Cortes
କୁଟୀର (= କୁଟିଅର୍),Cottar (=cottier)
କୁଟୀର (= କୁଟିଅର୍),Cottar (=cottier)
ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |,Count Palatinate
ଦେଶ ଘର,Country house
କାଉଣ୍ଟି |,County
କାଉଣ୍ଟି ବୋରୱେଲ |,County borough
କାଉଣ୍ଟି କୋର୍ଟ |,County courts
କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |,County palatine
କୋର୍ଟ,Court
କୋର୍ଟ,Court
କୋର୍ଟ ସର୍କୁଲାର୍ |,Court circular
କୋର୍ଟ ଶ iqu ଳୀ,Court etiquette
କୋର୍ଟ,Courtier
ଅଦାଲତ,Court of cassation
କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC),Court of Directors (E. I. C.)
ମାଲିକଙ୍କ କୋର୍ଟ,Court of Proprietors
କୋର୍ଟ କବି,Court poet
ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |,Covenanted Cameronians
ମୁକୁଟ |,Crown
ମୁକୁଟ |,Crown
ମୁକୁଟ |,Crown
ମୁକୁଟ ଜମି |,Crown land
ମୁକୁଟ ଜମି |,Crown land
କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |,Crown Prince
କ୍ରୁସେଡ୍ |,Crusade
କ୍ରୁସେଡର୍ |,Crusader
କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |,Cryptogram
କୁଇରାସ୍ |,Cuirass
କୁଇରାସିଅର୍ |,Cuirassier
ଦେବତା ସଂସ୍କୃତି,Cult deity
କୁରିଆ,Curia
କୁରିଆ,Curia
ରାଜା,Czarism
ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |,Dark continent
ବିଚାର ଦିନ,Day of judgement
ବିଚାର ଦିନ,Day of judgement
ଡିନ୍,Dean
ଦଶନ୍ଧି,Decade
ଡେନାରିୟସ୍ |,Denarius
ବିତାଡିତ ରାଜତନ୍ତ୍ର |,Deposed monarch
ଲୁଟ,Despoil
ବିଚ୍ଛିନ୍ନତା |,Despoilation
ଡେଥ୍ରୋନ୍ |,Dethrone
ଡାଏଡେମ୍ |,Diadem
ଡାଏଡେମ୍ |,Diadem
ଡାଏଡେମ୍ |,Diadem
ଡିଆସିଆ,Diasia
ଡିକାଷ୍ଟେରିୟମ୍ |,Dicasterium
ଦିଲୁଭିଆଲିଷ୍ଟ |,Diluvialist
ଡ଼ିଓସିସ୍,Diocese
ଡ଼ିଓସିସ୍,Diocese
Directoire (= Directry),Directoire (=Directry)
Directoire (= Directry),Directoire (=Directry)
ଦିରହମ୍ |,Dirham
ଅବିଶ୍ୱାସୀ |,Disloyal
ଅବିଶ୍ୱାସୀ |,Disloyal
ତ୍ୟାଗ,Doctrine of lapse
ଡକ୍ୟୁମେଣ୍ଟ୍,Document
ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |,Documentary evidence
ଡୋମେସ୍ ବୁକ୍ |,Domesday Book
କନଷ୍ଟାଣ୍ଟିନର ଦାନ |,Donation of Constantine
ନିପାତ |,Doom
ଡାଉଜର୍ ରାଣୀ |,Dowager queen
ଡ୍ରାଗନ୍ |,Dragoon
ଡ୍ରୋମେଡାରିଆନ୍ |,Dromedarian
ଡ୍ରୋମେଡାରୀ |,Dromedary
ଡ୍ରୋମଣ୍ଡ |,Dromond
ଡୁଆଲ୍ |,Dual
ଦ୍ୱ ual ତ ମିଳିତତା |,Dual alliance
ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |,Dual entente
ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର),Dual system (=dual government)
ଡ୍ୟୁକ୍ |,Duke
ଡୁମା,Duma
ବାଘ ଅବତାର |,Dwarf incarnation
ରାଜବଂଶ,Dynasty
ରାଜବଂଶ,Dynasty
ଇଗଲ,Eagle
ଏଲଡର୍ ମ୍ୟାନ୍ |,Ealder man
କର୍ଣ୍ଣ,Earl
Earldom,Earldom
ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |,Early Guptas
ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |,Early (historic) sites
ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |,Early Vedic period
ଉପଦେଶ,Ecclesia
ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |,Edict of Restitution
ଆଠ ଗୁଣା ପଥ |,Eight fold path
ପ୍ରାଚୀନମାନେ,Elders
ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ),Elder statesman (=genro)
ହାତୀ ଛେଳି |,Elephant goad
