Hindi,Kannada
वास्तविक आंकडे,ವಾಸ್ತವಿಕ
"अनुकूलन, रूपांतर",ರೂಪಾಂತರ
"योग, जोड़, परिवर्धन",ಸೇರ್ಪಡೆ
अतिरिक्‍त प्रभार,ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ
अतिरिक्‍त निधि,ಹೆಚ್ಚುವರಿ ನಿಧಿ
अतिरिक्‍त अनुदान,ಹೆಚ್ಚುವರಿ ಅನುದಾನ
"अतिरिक्‍त सूचना, अतिरिक्‍त जानकारी",ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ
अतिरिक्‍त वेतन,ಹೆಚ್ಚುವರಿ ವೇತನ
परिवर्तन-परिवर्धन,ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ
"पता, अभिभाषण, संबोधन, संबोधित करना, मानपत्र, विचार करना",ಭಾಷಣ
"पाने वाला, प्रेषिती",ವಿಳಾಸದಾರ
अभिनंदन पत्र,ಸ್ವಾಗತದ ವಿಳಾಸ
पर्याप्‍त,ಸಮರ್ಪಕ
"पर दृढ़ रहना, पर जमे रहना",ಅಂಟಿಕೊಳ್ಳಿ
तदर्थ,ತಾತ್ಕಾಲಿಕ
तदर्थ दावा,ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು
तदर्थ समिति,ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ
तदर्थ वृद्‌धि,ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ
तदर्थ भुगतान,ತಾತ್ಕಾಲಿಕ ಪಾವತಿ
‍पार्श्‍वस्थ,ಪಕ್ಕದ
"लगा होना, सटा होना",ಪಕ್ಕದ (= ಸಮೀಪ)
स्थगन,ಮುಂದೂಡಿಕೆ
"स्थगन प्रस्ताव, काम रोको प्रस्ताव",ಮುಂದೂಡುವ ಚಲನೆ
न्यायनिर्णीत करना,ತೀರ್ಪು
न्यायनिर्णय करना,ತೀರ್ಮಾನಿಸು
न्यायनिर्णयन,ಯಜಮಾನ
न्यायनिर्णायक,ತೀರ್ಪುಗಾರ
समायोजन,ಹೊಂದಾಣಿಕೆ
"प्रशासन करना, देना, दिलाना, व्यवस्था करना",ನಿರ್ವಹಿಸು
शपथ दिलाना,ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ
प्रशासन,ಆಡಳಿತ
न्याय-प्रशासन,ನ್ಯಾಯದ ಆಡಳಿತ
प्रशासनिक,ಆಡಳಿತಕಾರಿಯಾದ
प्रशासनिक कार्रवाई,ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ
प्रशासनिक मूल्यांकन,ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ
प्रशासनिक अनुमोदन,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
प्रशासनिक प्राधिकारी,ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ
प्रशासनिक नियंत्रण,ಆಡಳಿತ ನಿಯಂತ್ರಣ
प्रशासनिक निर्णय,ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ
प्रशासकीय विभाग,ಆಡಳಿತ ಇಲಾಖೆ
प्रशासनिक प्रधान,ಆಡಳಿತಾಧಿಕಾರಿ
प्रशासनिक मुख्यालय,ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ
प्रशासनिक उपाय,ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು
"प्रशासी शक्‍ति, प्रशासनिक शक्ति",ಆಡಳಿತ ಅಧಿಕಾರ
प्रशासनिक मंजूरी,ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ
"प्रशासन तकनीक, प्रशासनिक प्रविधि",ಆಡಳಿತ ತಂತ್ರ
प्रशासनिक अधिकरण,ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ
ग्राह्‌यता: स्वीकार्यता,ಪ್ರವೇಶಸಾಧ್ಯತೆ
ग्राह्‌य व्यय,ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು
"प्रवेश करने देना, अंदर आने देना, स्वीकार करना, प्रविष्‍ट करना, दाखिल करना, दाखिला देना",ಒಪ್ಪಿಸು
"प्रवेश पत्र, प्रवेश पत्रक",ಪ್ರವೇಶ ಕಾರ್ಡ್
"प्रविष्‍ट दाखिल, स्वीकृत",ಒಪ್ಪಿಕೊಂಡ
भर्त्‍सना करना,ಕವಲೊಡೆಯು
दत्‍तक,ಅಳವಡಿಕೆದಾರ
दत्‍तकगृहीता,ರೋಗಿ
"अंगीकरण, दत्‍तक-ग्रहण",ದತ್ತು
"प्रौढ, वयस्क",ವಯಸ್ಕ
"अपमिश्रण, मिलावट",ವ್ಯಭಿಚಾರ
जारकर्म,ವ್ಯಭಿಚಾರ
वयस्क मताधिकार,ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್
यथामूल्य शुल्क,ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ
"अग्रिम, पेशगी",ಮುನ್ನಡೆ
अग्रिम बुकिंग,ಮುಂಗಡ ಬುಕಿಂಗ್
अग्रिम प्रति,ಮುನ್ನಡೆ
अग्रिम  वृद्‌धि,ಮುಂಗಡ ಹೆಚ್ಚಳ
"अग्रिम अदायगी, अग्रिम भुगतान",ಮುಂಗಡ ಪಾವತಿ
"प्रतिकूल इंदराज, प्रतिकूल प्रविष्‍टि",ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ
प्रतिकूल अभ्युक्‍ति,ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು
प्रतिकूल रिपोर्ट,ಪ್ರತಿಕೂಲ ವರದಿ
विज्ञापन,ಆಯ್ಕೆ
"सलाह, सूचना, संज्ञापन",ಸಲಹೆ
"भुगतान सूचना, भुगतान-संज्ञापन",ಪಾವತಿಯ ಸಲಹೆ
सलाहकार समिति,ಸಲಹಾ ಸಮಿತಿ
सलाहकार परिषद्,ಸಲಹಾ ಮಂಡಳಿ
"अधिवक्‍ता, एडवोकेट, पक्ष-समर्थक",ಪ್ರತಿಪಾದಿಸು
"कार्य, मामले",ವ್ಯವಹಾರ
"शपथपत्र, हलफ़नामा",ಅಫಿಡವಿಟ್
संबंधन,ಉಪಶಮನ
"अभिपुष्‍टि, प्रतिज्ञान",ದೃ ir ೀಕರಣ
सकारात्मक,ದೃ irf ೀಕರಣದ
"समर्थ होना, प्रदान करना, दे सकना",ಆತುರಿಸು
पूर्वोक्‍त,ಈನಟ
नए सिरे से,ಹೊಸದಾಗಿ
"विरुद्‌ध, के प्रति, के सामने, के सम्मुख, की तुलना में",ವಿರುದ್ಧವಾಗಿ
"आयु, उम्र, युग",ವಯಸ್ಸು
आयु प्रमाणपत्र,ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ
मताधिकार आयु,ಮತದಾರರ ವಯಸ್ಸು
आयु सीमा,ವಯಸ್ಸಿಗೆ
"अभिकरण, एजेंसी",ವಾಗ್ದಾನ
कार्यसूची,ಕಾಗಾರ
सेवानिवृत्‍ति आयु,ನಿವೃತ್ತಿಯ ವಯಸ್ಸು
अधिवर्षिता आयु,ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು
"समुच्चय, समूह",ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
व्यथित,ದುಃಖಿಸಿದ
आंदोलन,ಆಂದೋಲನ
"वार्षिक महासभा, वार्षिक आमसभा",ಅವಾತ
"क़रार, अनुबंध, सहमति, रजामंदी",ಒಪ್ಪಂದ
"क़रारनामा, अनुबंध पत्र",ಒಪ್ಪಂದದ ರೂಪ
कृषि,ಕೃಷಿ
कृषि-उद्‌योग,ಕೃಷಿ ಉದ್ಯಮ
"सहायता, मदद",ನೆರವು
"आपद संकेत, खतरे का संकेत, अलार्म",ಎಚ್ಚರಿಕೆ
सजगता,ಜಾಗರೂಕತೆ
"उपनाम, उर्फ़ (क्रि.वि.)",ಅಲಿಯಾಸ್
अभिकथन,ಆರೋಪಣೆ
निष्ठा,ನಿಷ್ಠೆ
मैत्री,ಮೈತ್ರಿ
सम्बद्‌ध सेवाएं,ಮಿತ್ರ ಸೇವೆಗಳು
सर्वसमावेशी लागत,ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ
अखिल भारतीय सेवा,ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು
नियतन,ಮನವಸಿಕೆ
आबंटन,ಹಂಚಿಕೆ
आबंटन-पत्र,ಹಂಚಿಕೆ ಪತ್ರ
आबंटिति,ಹಂಚುವವ
"अनुज्ञेय, अनुमतियोग्य",ಅನುಮತಿಸುವ
"अनुज्ञेय व्यय, अनुमतियोग्य व्यय",ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು
अपील मंजूर करना,ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ
"भत्‍ता, छूट",ಭತ್ಯೆ
सर्वाधिकार सुरक्षित,ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ
"वर्णक्रम, अकारादिक्रम",ವರ್ಣಮಾಲೆ
कहासुनी,ವಾಗ್ವಾದ
"एकांतर, विकल्पी",ಪರ್ಯಾಯ
"विकल्प, वैकल्पिक",ಬದಲಕ
समामेलन,ಸಂಯೋಗ
"संशोधित मसौदा, संशोधित प्रारूप",ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು
संशोधन,ತಿದ್ದುಪಡಿ
सुख-सुविधा,ಸೌಕರ್ಯ
"सौहार्दपूर्ण, मैत्रीपूर्ण",ಸೌಹಾರ್ದಯುತ
गोला-बारूद,ಮದ್ದುಗುಂಡು
"ऋण परिशोधन, ऋण मुक्‍ति",ಸಾಲದ ಭೋಗ್ಯ
"राशि, रक़म, मात्रा",ಮೊತ್ತ
पेन्शन राशि,ಪಿಂಚಣಿ ಪ್ರಮಾಣ
अनुरूप पद,ಸಾದೃಶ್ಯದ ಹುದ್ದೆ
विश्‍लेषण,ವಿಶ್ಲೇಷಣೆ
विश्‍लेषणात्मक अध्ययन,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ
पूर्वज,ಪೂರ್ವಜ
अनुषंगी उद्‌योग,ಪೂರಕ ಉದ್ಯಮ
बैर,ದ್ವೇಷ
संलग्नक,ಅನುಬಂಧ
वर्षगांठ,ವಾರ್ಷಿಕೋತ್ಸವ
"उद्‌घोषण, ऐलान, आख्यापन",ಪ್ರಕಟಿಸುವುದು
"खिन्‍नता, चिढ, खीज",ಕಿರಿಕಿರಿಯ
वार्षिक वित्‍तीय विवरण,ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ
वार्षिक रिपोर्ट,ವಾರ್ಷಿಕ ವರದಿ
वार्षिकी,ವರ್ಷಾಶನ
"अनाम, गुमनाम",ಅನಾಮಿಕ
गुमनाम शिकायत,ಅನಾಮಧೇಯ ದೂರು
जवाबदेही,ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ
उत्‍तर पत्रक,ಉತ್ತರ ಪತ್ರಿಕೆ
विरोधी,ವಿರೋಧಿ
पूर्ववृत्‍त,ಪೂರ್ವಸಿದ್ಧತೆಗಳು
प्रत्याशित व्यय,ನಿರೀಕ್ಷಿತ ಖರ್ಚು
प्रत्याशित आय,ನಿರೀಕ್ಷಿತ ಆದಾಯ
"प्रत्याशा, पूर्वानुमान",ನಿರೀಕ್ಷಣೆ
अग्रिम ज़मानत,ನಿರೀಕ್ಷಿತ ಜಾಮೀನು
भ्रष्‍टाचार-निरोधक उपाय,ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ
"प्रति-पाटन, पाटन-निरोधी",ಡಂಪಿಂಗ್ ವಿರೋಧಿ
पुरावस्तु,ಪ್ರಾಚೀನ
रंगभेद,ವರ್ಣಭೇದ
उदासीनता,ನಿರಾಸಕ್ತಿ
शीर्ष निकाय,ತುದಿ ದೇಹ
क्षमायाचना,ಕ್ಷಮೆ
"अपील, अपील करना",ಮನವಿಯನ್ನು
"हाजि़री, उपसंजाति, रूप",ಗೋಚರತೆ
तुष्‍टीकरण,ಸಮಾಧಾನ
अपील अधिकरण,ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ
परिशिष्‍ट,ಅನುಬಂಧ
उपयंत्र,ಉಪಕರಣ
"अनुप्रयोज्य, लागू",ಅನ್ವಯಿಸುವ
आवेदक,ಅರ್ಜಿದಾರ
"आवेदन, अर्ज़ी, अनुप्रयोग, लागू होना",ಅನ್ವಯಿಸು
"आवेदन पत्र, अर्ज़ी",ಅರ್ಜಿ
अनुप्रयुक्‍त,ಅನ್ವಯಿಕ
"आवेदन करना, अर्जी देना, लागू करना, लागू होना, अनप्रयुक्‍त होना",ಅನ್ವಯಿಸು
नियुक्‍त व्यक्‍ति,ನೇಮಕಾತಿ
नियुक्‍ति प्राधिकारी,ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು
नियुक्‍ति,ನೇಮಕ
नियुक्‍ति पत्र,ನೇಮಕಾತಿ ಪತ್ರ
मंत्रीमंडलीय नियुक्‍ति समिति,ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ
मजदूरी प्रभाजन,ವೇತನದ ಹಂಚಿಕೆ
"मूल्यनिरूपण, आंकना",ಮೌಲ್ಯಮಾಪಕ
मूल्यांक,ಮೌಲ್ಯಮಾಪಕ
"सराहना, वृद्‌धि",ಮೆಚ್ಚುಗೆ
"पकड़ा जाना, गिरफ़्तारी, बोध, समझ, आशंका",ಭಯ
शिक्षु,ಅಪ್ರೆಂಟಿಸ್
"पहुंच, उपगम, उपमार्ग, दृष्‍टिकोण",ಸಮೀಪಿಸು
"उपयुक्‍त, उचित, विनियोजन करना",ಸೂಕ್ತ
उचित कार्रवाई,ಸೂಕ್ತ ಕ್ರಮ
उपयुक्‍त शीर्ष,ಸೂಕ್ತ ತಲೆ
विनियोजन,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು
अनुमोदन,ಅನುಮೋದನೆ
"लगभग, सन्‍निकट",ಅಂದಾಜು
"अभिक्षमता परीक्षा, रुझान परीक्षण",ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ
मनमाना,ಅನಿಯಂತ್ರಿತ
मध्यस्थता करना,ನಿಣಿಸು
"विवाचन, माध्यस्थम्",ಮಧ್ಯಸ್ಥಿಕೆ
माध्यस्थम् अधिकरण,ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ
"विवाचक, मध्यस्थ",ಮಧ್ಯಸ್ಥ
वास्तुकला,ವಾಸ್ತುಶಿಲ್ಪಿ
अभिलेखागार,ಆರ್ಕೈವ್ಸ್
"क्षेत्र, क्षेत्रफल",ಪ್ರದೇಶ
"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय",ಪ್ರದೇಶದ ಪ್ರದೇಶ
"तर्क, बहस",ವಾದ
"उठना, उद्‌भूत होना, पैदा होना",ಹುಳು
"सशस्त्र बल, सशस्त्र सेनाएं",ಸಶಸ್ತ್ರ ಪಡೆ
"व्यवस्था, विन्यास, प्रबंध",ಜೋಡಣೆ
बक़ाया,ಬಾಕಿ
बक़ाया विवरण,ಬಾಕಿ ಹೇಳಿಕೆ
आगमन रिपोर्ट,ಆಗಮನ ವರದಿ
"दंभ, अक्खड़पन",ಅಸ್ತವ್ಯಸ್ತತೆ
"आयुधागार, शास्त्रागार",ಸ ೦ ತಾನು
"अनुच्छेद, वस्तु, लेख",ಲೇಖನ
संस्था के अंतर्नियम,ಸಂಘದ ಲೇಖನಗಳು
नियमावली,ಲೇಖನಗಳು
आरोही क्रम,ಆರೋಹಣ
अभिनिश्‍चित करना,ಒತ್ತಿಹೇಳಿಸು
जैसा है जहाँ है,ಎಲ್ಲಿದೆ
"पहलू, पक्ष, दृष्‍टि",ಆಕಾರ
लांछन,ಆಪಾದನೆ
"हत्या, हनन",ಹತ್ಯೆ
हमला,ದಾಳಿ
"जुटना, एकत्र होना, इकट्ठा होना, जोड़ना, सम्मिलित करना, एकत्र करना",ಜೋಡಿಸು
"सभा, जमाव",ಸಭೆ
अनुमति,ಒಪ್ಪು
"दृढ़ता से कहना, जोर देकर कहना",ಪ್ರತಿಪಾದಿಸು
निर्धारिती,ಮೌಲ್ಯಮಾಪಕ
निर्धारण,ಮೌಲ್ಯಮಾಪನ
निर्धारण वर्ष,ಮೌಲ್ಯಮಾಪನ ವರ್ಷ
"कर-निर्धारक, असेसर",ಮೌಲ್ಯಮಾಪಕ
परिसंपत्‍ति,ಸ್ವಸಮಾನಗಳು
समनुदेशिती,ನಿಯೋಗಿ
"समनुदेशन, सुपुर्द काम",ನಿಯೋಜನೆ
समनुदेशक,ನಿಯೋಜಕ
"सहायता, मदद",ಸಹಾಯ
"सह, सहयुक्‍त, सम्मिलित करना, सहयुक्‍त करना",ಜೊತೆಗಾರ
"संघ, संगम, संबंध, साहचर्य",ಸಂಘ
कार्यभार-ग्रहण,ಚಾರ್ಜ್ನ umption ಹೆ
"आश्‍वासन, बीमा, हस्तांतरण पत्र",ಭರವಸೆ
बीमा कंपनी,ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ
आश्‍वस्त करना,ಭರವಸೆ ಕೊಡು
बट्टे पर,ರಿಯಾಯಿತಿಯಲ್ಲಿ
परमाणु शक्‍ति,ಪರಮಾಣು ಶಕ್ತಿ
सममूल्य पर,ಸಮನಾಗಿ
"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर",ಪ್ರೀಮಿಯಂನಲ್ಲಿ
"साथ लगाना, संलग्न करना, कुर्की करना",ಲಗತ್ತಿಸು
संलग्न कार्यालय,ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ
"संलग्नक, कुर्की",ಬಾಂಧಾಣ
कुर्की आदेश,ಲಗತ್ತು ಆದೇಶ
"लब्धि, प्राप्‍ति",ಸಾಧನೆ
"प्रयत्‍न करना, प्रयत्‍न",ಪ್ರಯತ್ನ
"उपस्थिति, हाजि़री",ಹಾಜರಾತಿ
"उपस्थिति पंजी, हाजि़री रजिस्टर",ಹಾಜರಾತಿ ನೋಂದಣಿ
उपस्थिति पर्ची,ಹಾಜರಾತಿ ಸ್ಲಿಪ್
"ध्यान, सावधान",ಗಮನ
"अनुप्रमाणन, तसदीक़",ದೃestೀಕರಣ
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ
अभिवृत्‍ति,ವರ್ತನೆ
आकर्षक वेतन,ಆಕರ್ಷಕ ಸಂಬಳ
नीलामी,ಹರಾಜು
नीलामकर्ता,ಹರಾಜುದಾರ
नीलामी बिक्री,ಹರಾಜು ಮಾರಾಟ
"श्रोता, दर्शक, सुनवाई, दर्शन",ಪ್ರೇಕ್ಷಕರು
दृश्य-श्रव्य प्रदर्श,ಆಡಿಯೊ ದೃಶ್ಯ ಪ್ರದರ್ಶನ
दृश्य-श्रव्य प्रचार,ಆಡಿಯೋ ದೃಶ್ಯ ಪ್ರಚಾರ
"लेखापरीक्षा, संपरीक्षा",ಲೆಕ್ಕಪರಿಶೋಧನೆ
"परीक्षित लेखा, संपरीक्षित लेखा",ಲೆಕ್ಕಪರಿಶೋಧಿತ ಖಾತೆಗಳು
समपरीक्षित तुलनपत्र,ಲೆಕ್ಕಪರಿಶೋಧಿತ ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
लेखा परीक्षण,ಲೆಕ್ಕಾಚಾರ
लेखापरीक्षा आपत्‍ति,ಲೆಕ್ಕಪರಿಶೋಧನೆ
लेखापरीक्षक की रिपोर्ट,ಲೆಕ್ಕಪರಿಶೋಧಕರ ವರದಿ
प्रेक्षागृह,ಸಭಾಪತಿ
लेखापरीक्षा पैरा,ಲೆಕ್ಕಪರಿಶೋಧನೆ
लेखापरीक्षा रिपोर्ट,ಲೆಕ್ಕಪರಿಶೋಧನೆ
मितोपभोग,ಕಠಿಣತೆ
मितोपभोग उपाय,ಕಠಿಣತೆ ಕ್ರಮಗಳು
प्रामाणिक,ಅಧಿಕೃತ
प्राधिकृत प्रतिनिधि,ಅಧಿಕೃತ ಪ್ರತಿನಿಧಿ
"प्राधिकृत, प्राधिकारिक",ಅಧಿಕೃತವಾದ
"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान",ಅಧಿಕಾರ
प्राधिकार पत्र,ಅಧಿಕಾರ ಪತ್ರ
प्राधिकृत,ಅಧಿಕಾರಾವಧ
प्राधिकृत पूंजी,ಅಧಿಕೃತ ಬಂಡವಾಳ
स्वचालित,ಸ್ವಯಂಚಾಲಿತ
स्वायत्‍त,ಸ್ವಾಯತ್ತ
स्वायत्‍त निकाय,ಸ್ವಾಯತ್ತ ದೇಹ
स्वायत्‍तता,ಸ್ವಾಯತ್ತತೆ
सहायक,ಸಹಾಯಕ
"प्राप्य, उपलब्ध",ಲಭ್ಯ
"औसत, सामान्य",ಸರಾಸರಿ
औसत छुट्टी,ಸರಾಸರಿ ರಜೆ
विरुचि,ನಿವಾರಣೆ
बचा लेना,ತಪ್ಪಿಸು
"परिहार करना, परिवर्जन करना, से बचना",ತಪ್ಪಿಸಲು
कर देने से बचना,ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು
प्रतीक्षित,ಕಾಯುತ್ತಿರುವ
"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना",ಪ್ರಶಸ್ತಿ
अधिनिर्णयन प्राधिकारी,ಪ್ರಶಸ್ತಿ ಪ್ರಾಧಿಕಾರ
जागरूकता,ಅ ೦ ಗಿರುವಿಕೆ
पूर्व-दिनांकित,ಹಿತ್ತಲಿನ
पृष्‍ठभूमि,ಹಿನ್ನೆಲೆ
पिछला बक़ाया,ಹಿಂದಿನ ಲಾಗ್
"मुकर जाना, से हटना",ಹಿಂದೆ
पिछला संदर्भ,ಹಿಂದಿನ ಉಲ್ಲೇಖ
