Gujarati,Malayalam
સમાધાન,അനുരഞ്ജനം
"એરબોર્ન રડાર, એરિયલ રડાર","വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം"
હવા શ્વસન કરનાર,എയർ റെസ്പിറേറ്റർ
એર કન્ડીશનીંગ,എയർ കണ്ടീഷനിംഗ്
એરક્રુ ટ્રાન્સફોર્મર,എയർക്രൂ ട്രാൻസ്ഫോർമർ
વિમાન,വിമാനം
ગોઠવણી,വിന്യാസം
સંરેખણ ભૂલ,വിന്യാസ പിശക്
જીવંત સર્કિટ,ലൈവ് സർക്യൂട്ട്
સંપૂર્ણ કાચની નળી,മുഴുവൻ ഗ്ലാസ് ട്യൂബ്
આખી મેટલ ટ્યુબ,മുഴുവൻ മെറ്റൽ ട്യൂബ്
ઠીક,പരിഹരിക്കാൻ
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)"
મિશ્રત્વ,മിശ്രത്വൻ
સર્વવ્યાપક માધ્યમ,സർവ്വവ്യാപിയായ മാധ്യമം
ઓમ્ની એન્ટેના,ഓമ്‌നി ആന്റിന
પંચાંગ,പഞ്ചഭൂതം
આલ્ફા,ആൽഫ
આલ્ફા-પ્રવૃત્તિ,ആൽഫ പ്രവർത്തനം
આલ્ફાન્યૂમેરિક,ആൽഫാന്യൂമെറിക്
આલ્ફા કિરણ,ആൽഫാ റേ
બદલો,മാറ്റുക
"વૈકલ્પિક, વૈકલ્પિક","ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്"
વૈકલ્પિક,ആൾട്ടർനേറ്റർ
અલ્ટિમીટર,ആൾട്ടിമീറ്റർ
અલ્ટિમીટર,ആൾട്ടിമീറ്റർ
અલ્ટાઇમટ્રી,ആൾട്ടിമെട്രി
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","ഉയരം, ഉയരം, ഉയരം, ഉയരം"
અંકગણિત તર્ક એકમ (ALU),അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU)
amaget નિયમ,ഒരു ഭരണം
પર્યાવરણ,പരിസ്ഥിതി
એમીક્રોન,അമ്ക്രോൺ
એમીટર,അമ്മീറ്റർ
એમ્પીયર,ആമ്പിയർ
એમ્પીયર કાયદો,ആമ്പിയർ നിയമം
ઉભયજીવી આયન,ഉഭയജീവി അയോൺ
એમ્પ્લીફિકેશન,ആംപ്ലിഫിക്കേഷൻ
એમ્પ્લીફાયર,ആംപ്ലിഫയർ
"કોણ, પરિમાણ","ആംഗിൾ, അളവ്"
a એમ. યુ. (અણુ સમૂહ એકમ),എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്)
સુસંગત,അനുയോജ്യം
સામ્યતા,സാമ്യം
વિશ્લેષક,അനലിസ്റ്റ്
વિશ્લેષણ,വിശകലനം
વિશ્લેષણાત્મક,വിശകലനാത്മകമായ
બિન-બિંદુ,നോൺ-പോയിന്റ്
વિસંગત,അസാധാരണമായ
અને દરવાજો,വാതിലും
બિન-એકોસ્ટિક,നോൺ-അക്കോസ്റ്റിക്
વિસંગત સ્થિતિસ્થાપકતા,അസാധാരണമായ ഇലാസ്തികത
નિર્જળ,ജലരഹിതമായ
કોણ,കോൺ
એંગસ્ટ્રોમ એકમ,angstrom യൂണിറ്റ്
કોણીય,കോണിക
પ્રોટ્રેક્ટર વેર્નિયર,പ്രൊട്രാക്ടർ വെർനിയർ
વિવાદાસ્પદ,തർക്കരഹിതമായ
આદરહીન,ബഹുമാനമില്ലാത്ത
વર્ણહીન ચુંબકીયકરણ,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
ઢીલું,മന്ദത
anion,അയോൺ
અસમપ્રમાણ,അസമമായ
આઇસોટ્રોપિક,ഐസോട്രോപിക്
આઇસોટ્રોપિઝમ,ഐസോട്രോപിസം
કાઢી નાખવું,ഇല്ലാതാക്കൽ
કાવતરાખોરો,ഗൂഢാലോചനക്കാർ
એનોડ,ആനോഡ്
એનોડાઇઝેશન,ആനോഡൈസേഷൻ
અસંગત,പൊരുത്തമില്ലാത്ത
ઓપ્ટિકલ સિસ્ટમ,ഒപ്റ്റിക്കൽ സിസ്റ്റം
એન્ટેના,ആന്റിന
એન્ટિબેરિયન,ആന്റിബെറിയോൺ
વિરોધી બંધન ગુણધર્મો,ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്
કાઉન્ટર બોન્ડ,കൌണ്ടർ ബോണ്ട്
વિપરીત શક્તિ,റിവേഴ്സ് പവർ
ડાયમેગ્નેટિક,ഡയമാഗ്നറ്റിക്
ડાયમેગ્નેટિક સામગ્રી,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
બળતરા વિરોધી,വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്
એન્ટિગ્રેવિટી,ആന്റിഗ്രാവിറ്റി
એન્ટિલામડા કણ,ആന്റിലാംഡ കണിക
એલેપ્ટન,അല്ലെലെപ്റ്റൺ
ડાયમેગ્નેટિક,ഡയമാഗ്നറ്റിക്
એન્ટિમેટર,പ്രതിദ്രവ്യം
વિરોધી મિસાઇલ,വിരുദ്ധ മിസൈൽ
એન્ટિન્યુટ્રોન,ആന്റിന്യൂട്രോൺ
ધબકતું,സ്പന്ദിക്കുന്ന
એન્ટિન્યુક્લિયોન,ആന്റി ന്യൂക്ലിയോൺ
એન્ટિપાર્ટિકલ,ആന്റിപാർട്ടിക്കിൾ
એન્ટિપ્રોટોન,ആന്റിപ്രോട്ടോൺ
પ્રતિબિંબ વિરોધી,ആന്റി റിഫ്ലെക്റ്റീവ്
અસમપ્રમાણ,ആന്റിസിമെട്രിക്
નોન રિકરિંગ,ആവർത്തിക്കാത്ത
અનાક્રોનિઝમ,അനാക്രോണിസം
છિદ્રિત સ્કેનિંગ ડિસ્ક,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
દ્વારક,ദ്വാരക്
"ટોચ, ટોચ, આગળ","മുകളിൽ, മുകളിൽ, മുൻഭാഗം"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ"
ઉદાસીન ફીત,ഉദാസീനമായ ലേസ്
બિન-દયનીય,ദയനീയമല്ലാത്ത
બિન-વિકલાંગતા,വൈകല്യമില്ലാത്തത്
ખૂબ વર્ણહીન,വളരെ അക്രോമാറ്റിക്
"જમીન-ઊંચી, apogee","ഭൂമി-ഉയരം, അപ്പോജി"
"બિનધ્રુવીય, ગોળાકાર","ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള"
પેરાપોલરીટી,പരധ്രുവത്വം
ઉપકરણ,ഉപകരണം
"વર્ચ્યુઅલ, વિઝ્યુઅલ","വെർച്വൽ, വിഷ്വൽ"
દૃશ્યમાન સૂર્ય,ദൃശ്യ സൂര്യൻ
દ્રશ્ય સમય,ദൃശ്യ സമയം
ઉભરતો દેખાવ,ഉയർന്നുവരുന്ന രൂപം
અરજી,അപേക്ഷ
લાગુ પડવાની ક્ષમતા,പ്രയോഗക്ഷമത
લાગુ,അപേക്ഷിച്ചു
અવલોકનક્ષમ,നിരീക്ഷിക്കാവുന്നതാണ്
અભિગમ,സമീപനം
"નજીક, આશરે","അടുത്ത്, ഏകദേശം"
અંદાજ,ഏകദേശ കണക്ക്
બાષ્પ દબાણ,നീരാവി മർദ്ദം
સ્વૈચ્છિક,സ്വമേധയാ
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","ആർക്ക് ചൂള, ആർക്ക് ചൂള"
આર્કિમિડીઝનો કાયદો,ആർക്കിമിഡീസിന്റെ നിയമം
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
ચાપ દીવો,ആർക്ക് ലാമ്പ്
આર્ક-સ્પેક્ટ્રમ,ആർക്ക്-സ്പെക്ട്രം
"વિસ્તાર, વિસ્તાર","പ്രദേശം, പ്രദേശം"
"પ્રાદેશિક, પ્રાદેશિક","പ്രാദേശിക, പ്രാദേശിക"
"હાથ, હાથ, શાખા","ഭുജം, ഭുജം, ശാഖ"
કલાપ્રેમી,അമച്വർ
"એરે, એરે","അറേ, അറേ"
રીસીવર,റിസീവർ
ઉચ્ચાર સ્પષ્ટતા,ഉച്ചാരണ വ്യക്തത
કૃત્રિમ,സിന്തറ്റിക്
કૃત્રિમ ટ્રાન્સમ્યુટેશન,കൃത്രിമ പരിവർത്തനം
ચડતા,ആരോഹണം
ચઢાણ,കയറ്റം
ચડવું,കയറുന്നു
અગોલી,അഗോലി
એકત્રીકરણ,സമാഹരണം
નો સમૂહ,കൂട്ടം
"એસેમ્બલીંગ, એસેમ્બલીંગ","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
ચોકસાઇ અંદાજ,കൃത്യമായ കണക്കുകൂട്ടൽ
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
"સંબંધિત, સહયોગી, જોડાણ","ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
સ્વર અવાજ,സ്വരാക്ഷര ശബ്ദം
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
અસ્થેનિક,ആസ്തെനിക്
"ત્યાગ, અસ્પષ્ટતા","വിട്ടുനിൽക്കൽ, astigmatism"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
એસ્ટ્રોફિઝિક્સ,ജ്യോതിശാസ്ത്രം
અવકાશયાત્રી,ബഹിരാകാശ സഞ്ചാരി
ખગોળશાસ્ત્રી,ജ്യോതിശാസ്ത്രജ്ഞൻ
આકાશી,സ്വർഗ്ഗീയ
ખગોળશાસ્ત્ર,ജ്യോതിശാസ്ത്രം
એસ્ટ્રોફિઝિક્સ,ജ്യോതിശാസ്ത്രം
અસમપ્રમાણ,അസമമായ
એસિમ્પટોટિક,അസിംപ്റ്റോട്ടിക്
ઉત્તેજક,വഷളാക്കുന്നു
અસુમેળ,അസമന്വിത
"વાતાવરણ, વાતાવરણ","അന്തരീക്ഷം, അന്തരീക്ഷം"
વાતાવરણીય,അന്തരീക്ഷം
પવનની અશાંતિ,കാറ്റ് പ്രക്ഷുബ്ധത
પરમાણુ,ആണവ
અણુ,ആറ്റോമിക
પરમાણુ,ആറ്റോമിസിറ്റി
પરમાણુ સમૂહ,ആണവ പിണ്ഡം
અણુ સંખ્યા,ആറ്റോമിക നമ്പർ
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
અણુ,ആറ്റോമിക
કણ,കണം
કણ,കണം
એટેન્યુએશન,ശോഷണം
"હળવું કરવું, હળવું કરવું","ശോഷണം, ശോഷണം"
વશીકરણ,ചാം
આકર્ષણનું બળ,ആകർഷണ ശക്തി
શ્રાવ્યતા,ശ്രവണക്ഷമത
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
સાંભળી શકાય તેવું,കേൾക്കാവുന്ന
ઓડિયો જનરેટર,ഓഡിയോ ജനറേറ്റർ
શ્રાવ્ય ગ્રાફ,ഓഡിബിലിറ്റി ഗ്രാഫ്
સુનાવણી વિજ્ઞાન,കേൾവി ശാസ്ത്രം
ઓડિયોમીટર,ഓഡിയോമീറ്റർ
શ્રાવ્ય આવર્તન ઓસિલેટર,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
ધ્વનિ સંકેત,ശബ്ദ സിഗ്നൽ
દ્રશ્ય-શ્રાવ્ય,ദൃശ്യ-ശ്രാവ്യ
"ઓડિટોરિયમ, ઓડિટોરિયમ","ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
ઓઝેડ અસર,OZ പ്രഭാവം
પ્રમોશન,പ്രമോഷൻ
વધારનાર,എൻഹാൻസർ
ધ્રુવીય જ્યોત,ധ്രുവജ്വാല
દક્ષિણ ધ્રુવીય જ્યોત,ദക്ഷിണ ധ്രുവജ്വാല
ઉત્તર ધ્રુવીય જ્યોત,ഉത്തരധ്രുവ ജ്വാല
આપોઆપ ચેતવણી,യാന്ത്രിക മുന്നറിയിപ്പ്
ઓટો પેરેલલાઈઝર,ഓട്ടോ പാരലലൈസർ
"આપોઆપ, આપોઆપ, આપોઆપ","ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
"ઓટોમેશન, ઓટોમેશન","ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
"સહાયક, સહકારી, વધારાનું","സഹായി, സഹകരണം, അധിക"
"અવડાવ, હિમપ્રપાત","അവദവ, അവലാഞ്ചി"
"સરેરાશ, સરેરાશ","അർത്ഥം, അർത്ഥം"
પરિવાર,പരിവാരൻ
અક્ષીય,അച്ചുതണ്ട്
ધરી,അച്ചുതണ്ട്
અઝીમથ,അസിമുത്ത്
અઝીમથ,അസിമുത്ത്
પાછા,തിരികെ
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","പശ്ചാത്തലം, പശ്ചാത്തലം"
"પછાત, પછાત","പിന്നോട്ട്, പിന്നോട്ട്"
ટર્નઅરાઉન્ડ,ടേൺ എറൗണ്ട്
બેક વોલ્ટેજ પલ્સર,ബാക്ക് വോൾട്ടേജ് പൾസർ
સંબંધ પછી,പോസ്റ്റ്-റിലേഷൻഷിപ്പ്
વળતર,തിരിച്ചടവ്
વિરોધી વોલ્ટેજ,ആന്റി വോൾട്ടേജ്
પશ્ચાદવર્તી સ્કેટરિંગ,പിൻഭാഗം ചിതറിക്കൽ
ઇન્ટર્સ્ટિશલ તરંગ,ഇന്റർസ്റ്റീഷ്യൽ വേവ്
ઇન્સ્યુલેટર,ഇൻസുലേറ്റർ
પેરાશૂટ જમ્પ,പാരച്യൂട്ട് ജമ്പ്
ગરમી,ചൂടാക്കൽ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
બેલેન્સર,ബാലൻസർ
સંતુલન,ബാലൻസ്
ગ્લોબ્યુલ,ഗോളാകൃതി
"બેલિસ્ટિક, બેલિસ્ટિક","ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ"
મિસાઇલ,മിസൈൽ
"બેલિસ્ટિક્સ, હથિયાર","ബാലിസ്റ്റിക്സ്, ആയുധം"
પ્રક્ષેપણ,പ്രൊജക്ഷൻ
મફત માર્ગ,സ്വതന്ത്ര പാത
"બલૂન, બલૂન","ബലൂൺ, ബലൂൺ"
બાલ્મર બંધ,ബാൽമർ നിർത്തലാക്കൽ
"બેન્ડ, બેન્ડ, બેન્ડ","ബാൻഡ്, ബാൻഡ്, ബാൻഡ്"
વિસ્ફોટ,സ്ഫോടനം
"એરે, બીમ, કિનારો, બેંક, કિનારો","അറേ, ബീം, തീരം, ബാങ്ക്, തീരം"
"કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા","കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ"
બાર્ડીન સિદ્ધાંત,ബാർഡീൻ തത്വം
barkhausen અસર,ബാർഖൗസെൻ പ്രഭാവം
બાર્લો ચક્ર,ബാർലോ സൈക്കിൾ
બાર ચુંબક,ബാർ കാന്തം
કોઠાર,കളപ്പുര
હવાનું દબાણ ગ્રાફ,വായു മർദ്ദം ഗ്രാഫ്
"બેરોગ્રાફ, બેરોગ્રાફ","ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്"
બેરોમીટર,ബാരോമീറ്റർ
વાતાવરણ નુ દબાણ,അന്തരീക്ഷമർദ്ദം
"કોસ્મોસ, બેરોમોસ્ફિયર","കോസ്മോസ്, ബാരോമോസ്ഫിയർ"
લોલક લોલક,പെൻഡുലം പെൻഡുലം
"અવરોધ, પરમાણુ, પરમાણુ અવરોધ","തടസ്സം, ആണവ, ആണവ തടസ്സം"
અવરોધ સ્તર,തടസ്സം നില
બેરિયન,ബാരിയോൺ
ગુરુમંડળ,ഗുരുമണ്ഡലം
આધાર બેન્ડ,അടിസ്ഥാന ബാൻഡ്
"મૂળભૂત, મૂળભૂત, આલ્કલાઇન","അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര"
પાયો,അടിസ്ഥാനം
"ગણતરી, ટીમ રચના","എണ്ണൽ, ടീം രൂപീകരണം"
"કુંડ, કુંડ, હીટર, હીટિંગ પોટ, સ્નાન","ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
બેટરી,ബാറ്ററി
"એરે સેગમેન્ટ, ચેમ્બર, ખાડી","അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ"
પ્રદર્શન,പ്രദർശനം
કિબાન,കിബാൻ
"મણિકા, બીડ","മാണിക, ബീഡ്"
"બીમ, બીમ, બીમ, ટ્રમ્પ","ബീം, ബീം, ബീം, ട്രംപ്"
"ડિકમેન, ડિકોન","ഡിക്മാൻ, ഡിക്കൺ"
"ડોલ, વિસ્પંડ","ഡോൾ, വിസ്പൻഡ്"
બેકરેલ અસર,ബെക്വറൽ പ്രഭാവം
ઘંટડી બરણી,മണി ഭരണി
બેલો,തുരുത്തി
ઘંટડી ઘડિયાળ,മണി ക്ലോക്ക്
"વેદિકા, બેંચ","വേദിക, ബെഞ്ച്"
"મોડ, બંક (સં.), વળાંક (v.)","മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)"
બેંકન,ബാങ്കൻ
"વળેલું, વળેલું","വളഞ്ഞു, വളഞ്ഞു"
બર્નોલી-સમીકરણ,ബെർണൂലി-സമവാക്യം
મૂળભૂત કાર્ય,അടിസ്ഥാന-പ്രവർത്തനം
શ્રેષ્ઠ સંલગ્નતા,മികച്ച അഡീഷൻ
બીટા (b),ബീറ്റ (ബി)
betatron,ബീറ്റാട്രോൺ
bethe મોડેલ,bethe മോഡൽ
બાયવેટ્રોન,bivatron
BH વળાંક,BH കർവ്
દ્વિકોણીય,ദ്വികോണാകൃതിയിലുള്ള
"પૂર્વગ્રહ, પૂર્વગ્રહ","പക്ഷപാതം, പക്ഷപാതം"
દ્વિ-અક્ષીય,ദ്വി-അക്ഷാംശം
બાઈક્રોમેટ કોષ,ബിക്രോമേറ്റ് സെൽ
અભ્યવતલ,അഭ്യവതാൽ
ડબલ એન્ટેના,ഇരട്ട ആന്റിന
બાયકોન્વેક્સ,ബൈകോൺവെക്സ്
"દ્વિ-સ્ફટિક, દ્વિ-સ્ફટિક","ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ"
દ્વિદિશ માઇક્રોફોન,ദ്വിദിശ മൈക്രോഫോൺ
દ્વિપદી મોડેલ,ദ്വിപദ മാതൃക
એકલિંગાશ્રયી,ഡയീഷ്യസ്
દ્વિપક્ષીય,ഉഭയകക്ഷി
દ્વિરેખીય,ബൈലിനയർ
બાયમોલેક્યુલર,ദ്വിതന്മാത്ര
"દ્વિ-ચલ, દ્વિ-આધાર, દ્વિ","ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ"
"બાઈનરી કોડ, બાઈનરી કોડ","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
રમત સ્ટાર,കളി താരം
દ્વિસંગી પદ્ધતિ,ബൈനറി രീതി
બે બાજુવાળા,ദ്വിമുഖം
બોન્ડ,ബോണ്ട്
"બાયનોક્યુલર, બાયનોક્યુલર","ബൈനോക്കുലർ, ബൈനോക്കുലർ"
દ્વિસંગી,ബൈനറി
દ્વિપદી વિતરણ,ദ്വിപദ വിതരണം
