English,Malayalam
action spectrum,പ്രവർത്തന സ്പെക്ട്രം
activated carbon process,സജീവമാക്കിയ കാർബൺ പ്രക്രിയ
activated charcoal,സജീവമാക്കിയ കരി
activated sludge,സജീവമാക്കിയ ചെളി
activated sludge process,സജീവമാക്കിയ സ്ലഡ്ജ് പ്രക്രിയ
activation,സജീവമാക്കൽ
active control,സജീവ നിയന്ത്രണം
acute,നിശിതം
acute exposure,അക്യൂട്ട് എക്സ്പോഷർ
adaptation,പൊരുത്തപ്പെടുത്തൽ
adaptive selection,അഡാപ്റ്റീവ് തിരഞ്ഞെടുപ്പ്
additive,സങ്കലനം
adenosine triphosphate (ATP),അഡിനോസിൻ ട്രൈഫോസ്ഫേറ്റ് (എടിപി)
adiabatic,അഡിയബാറ്റിക്
adhesive,ഒട്ടിപ്പിടിക്കുന്ന
adjustment,ക്രമീകരിക്കൽ
adsorb,adsorb
adsorbent,adsorbent
adsorption,ആഗിരണം
adulterant,വ്യഭിചാരം
adulteration,മായം ചേർക്കൽ
advanced waste treatment,വിപുലമായ മാലിന്യ സംസ്കരണം
advection,advection
adventitious root,സാഹസിക റൂട്ട്
adventive plant,സാഹസിക പ്ലാന്റ്
aeolian soil,അയോലിയൻ മണ്ണ്
aeration,വായുസഞ്ചാരം
aerial,ഏരിയൽ
aerial photography,ഏരിയൽ ഫോട്ടോഗ്രാഫി
aerobic,എയറോബിക്
aerobic composting,എയറോബിക് കമ്പോസ്റ്റിംഗ്
aerobic respiration,എയറോബിക് ശ്വസനം
aerodynamic,എയറോഡൈനാമിക്
aerology,വായുശാസ്ത്രം
aeroplankton,എയറോപ്ലാങ്ക്ടൺ
aeroponics,എയറോപോണിക്സ്
aerosol,എയറോസോൾ
aesthetic degradation,സൗന്ദര്യശാസ്ത്രപരമായ അപചയം
aestivation,എസ്റ്റിവേഷൻ
aestivation,എസ്റ്റിവേഷൻ
affinity,അടുപ്പം
afforestation,വനവൽക്കരണം
aflatoxin,അഫ്ലാറ്റോക്സിൻ
after ripening,പാകമായ ശേഷം
aftershock rate,ആഫ്റ്റർ ഷോക്ക് നിരക്ക്
agamospermy,അഗാമോസ്പെർമി
agar-agar,അഗർ-അഗർ
ageing period,പ്രായമാകൽ കാലഘട്ടം
agglomeration,സമാഹരണം
agglutination,സമാഹരണം
aggregate,ആകെത്തുകയായുള്ള
aggressive species,ആക്രമണാത്മക ഇനം
agitator,പ്രക്ഷോഭകൻ
agricultural ecosystem,കാർഷിക ആവാസവ്യവസ്ഥ
agricultural pollution,കാർഷിക മലിനീകരണം
agricultural runoff,കാർഷിക ഒഴുക്ക്
agricultural technology,കാർഷിക സാങ്കേതികവിദ്യ
agricultural waste,കാർഷിക മാലിന്യങ്ങൾ
agriculture,കൃഷി
agriculturist,കൃഷിക്കാരൻ
agrobiology,അഗ്രോബയോളജി
agroecology,കാർഷിക പരിസ്ഥിതി
agrology,അഗ്രോളജി
agronomy,അഗ്രോണമി
agrophilous,അഗ്രോഫിലസ്
agrostology,അഗ്രോസ്റ്റോളജി
air binding,എയർ ബൈൻഡിംഗ്
air blast,എയർ സ്ഫോടനം
air borne,വായുവിലൂടെയുള്ള
air chamber,എയർ ചേമ്പർ
air classifier,എയർ ക്ലാസിഫയർ
air clearing,എയർ ക്ലിയറിംഗ്
air combustion,വായു ജ്വലനം
air conduction,വായു ചാലകം
air contaminant,വായു മലിനീകരണം
air injection,എയർ ഇൻജക്ഷൻ
air lock,എയർ ലോക്ക്
air monitoring station,എയർ മോണിറ്ററിംഗ് സ്റ്റേഷൻ
air movement,വായു ചലനം
air parcel,എയർ പാർസൽ
air permeability,വായു പ്രവേശനക്ഷമത
air pollutant,വായു മലിനീകരണം
air pollution,വായു മലിനീകരണം
air pollution index,വായു മലിനീകരണ സൂചിക
air pollution monitoring,വായു മലിനീകരണ നിരീക്ഷണം
air pollution source,വായു മലിനീകരണ ഉറവിടം
air pressure,വായുമര്ദ്ദം
air quality,വായുവിന്റെ നിലവാരം
air quality mapping,എയർ ക്വാളിറ്റി മാപ്പിംഗ്
air sample,എയർ സാമ്പിൾ
air sampling,എയർ സാമ്പിൾ
air sampling trap,എയർ സാമ്പിൾ കെണി
Aitken counter,Aitken കൗണ്ടർ
albedo,ആൽബിഡോ
albinism,ആൽബിനിസം
albino,ആൽബിനോ
alcohol dehydrogenase,ആൽക്കഹോൾ ഡിഹൈഡ്രജനേസ്
aleurone grain,അലൂറോൺ ധാന്യം
algae,ആൽഗകൾ
algal bloom,പായൽ പൂത്തും
algicide,ആൽജിസൈഡ്
aliphatic,അലിഫാറ്റിക്
alkali,ക്ഷാരം
alkaline,ആൽക്കലൈൻ
alkaloid,ആൽക്കലോയ്ഡ്
allele,അല്ലീൽ
allelomorph,അലോമോർഫ്
allelopathy,അല്ലെലോപ്പതി
allergen,അലർജി
allergy,അലർജി
allochronic speciation,അലോക്രോണിക് സ്പെഷ്യേഷൻ
allogenic succession,അലോജെനിക് പിന്തുടർച്ച
allotropy,അലോട്രോപ്പി
alloy,ലോഹക്കൂട്ട്
alluvial soil,എക്കൽ മണ്ണ്
alpine,ആൽപൈൻ
alternation of generation,തലമുറയുടെ ആൾട്ടർനേഷൻ
alternative source of energey,ഊർജ്ജത്തിന്റെ ഇതര ഉറവിടം
altimeter,ആൾട്ടിമീറ്റർ
altitude,ഉയരം
ambience,അന്തരീക്ഷം
ambient,പരിസരം
ambient air quality monitoring,അന്തരീക്ഷ വായു ഗുണനിലവാര നിരീക്ഷണം
ambient air quality standard,അന്തരീക്ഷ വായു നിലവാര നിലവാരം
ambient teamperature,ആംബിയന്റ് ടീമിന്റെ പ്രവർത്തനം
amensalism,അമെൻസലിസം
amino acid,അമിനോ അമ്ലം
ammonification,അമോണിയീകരണം
amount of discharge,ഡിസ്ചാർജ് തുക
amount of ground water withdrawal,ഭൂഗർഭജല പിൻവലിക്കലിന്റെ അളവ്
amperometry,ആമ്പറോമെട്രി
amphibious,ഉഭയജീവികൾ
amplification,ആംപ്ലിഫിക്കേഷൻ
amylase,അമൈലേസ്
anabolism,അനാബോളിസം
anaerobe,അനറോബ്
anaerobic sludge,വായുരഹിത ചെളി
analysis,വിശകലനം
analysis of variance,വ്യതിയാനത്തിന്റെ വിശകലനം
anatomical,ശരീരഘടനാപരമായ
anhydrous,ജലരഹിതമായ
anemometer,അനിമോമീറ്റർ
anemotaxis,അനമോടാക്സിസ്
anemotropism,അനിമോട്രോപിസം
angiosperm,ആൻജിയോസ്പേം
angle of incidence,സംഭവത്തിന്റെ ആംഗിൾ
angular distance,കോണീയ ദൂരം
animal distribution,മൃഗങ്ങളുടെ വിതരണം
animal ecology,മൃഗ പരിസ്ഥിതി
animal kingdom,ജന്തു ലോകം
anionic exchnager,അയോണിക് എക്സ്ചേഞ്ചർ
annual cycle,വാർഷിക ചക്രം
annual plant,വാർഷിക പ്ലാന്റ്
annual ring,വാർഷിക മോതിരം
antagonistic,വിരുദ്ധമായ
antagonistic symbiosis,വിരുദ്ധ സഹവർത്തിത്വം
antarctic region,അന്റാർട്ടിക്ക് പ്രദേശം
anthropogenic source,നരവംശ ഉറവിടം
anthropology,നരവംശശാസ്ത്രം
anthrosol,ആന്ത്രോസോൾ
antibiotic,ആന്റിബയോട്ടിക്
antibody,ആന്റിബോഡി
anticoagulant,ആൻറിഗോഗുലന്റ്
anticyclone,ആന്റിസൈക്ലോൺ
antiknock additive,antiknock അഡിറ്റീവ്
antioxidant,ആന്റിഓക്‌സിഡന്റ്
antitoxin,ആന്റിടോക്സിൻ
aperture,അപ്പേർച്ചർ
aphotic zone,അഫോട്ടിക് മേഖല
apogamy,പാപഭാരം
apparent colour,വ്യക്തമായ നിറം
apparent competition,പ്രകടമായ മത്സരം
application,അപേക്ഷ
aquaculture,അക്വാകൾച്ചർ
aquasol,അക്വാസോൾ
aquatic,ജലജീവി
aquatic adaptation,ജല അഡാപ്റ്റേഷൻ
aquatic ecosystem,ജല ആവാസവ്യവസ്ഥ
aqueous,ജലീയമായ
aquifer,ജലാശയം
arboricultture,മരങ്ങൾ വളർത്തൽ
arctic region,ആർട്ടിക് പ്രദേശം
area method,ഏരിയ രീതി
arenaceous,അരനേഷ്യസ്
arid,വരണ്ട
arid climate,വരണ്ട കാലാവസ്ഥ
arid homoclimate,വരണ്ട ഹോമോക്ലൈമേറ്റ്
arid region,വരണ്ട പ്രദേശം
arid zone,വരണ്ട മേഖല
aromatic compound,സുഗന്ധമുള്ള സംയുക്തം
aromatic plant,ആരോമാറ്റിക് പ്ലാന്റ്
artesian water,ആർട്ടിസിയൻ വെള്ളം
artificial earthquake,കൃത്രിമ ഭൂകമ്പം
artificial rain,കൃത്രിമ മഴ
artificial rainfall,കൃത്രിമ മഴ
artificial recharge,കൃത്രിമ റീചാർജ്
asbestosis,ആസ്ബറ്റോസിസ്
ash,ചാരം
assimilation,സ്വാംശീകരണം
association,അസോസിയേഷൻ
asymmetrical,അസമമായ
atmometer,അന്തരീക്ഷമാപിനി
atmosphere,അന്തരീക്ഷം
atmospheric composition,അന്തരീക്ഷ ഘടന
atmospheric diffusion,അന്തരീക്ഷ വ്യാപനം
atmospheric distrubance,അന്തരീക്ഷ ശിഥിലീകരണം
atmospheric draught,അന്തരീക്ഷ കരട്
atmospheric loading,അന്തരീക്ഷ ലോഡിംഗ്
atmospheric pollution,അന്തരീക്ഷ മലിനീകരണം
atmospheric pressure,അന്തരീക്ഷമർദ്ദം
atmospheric temperature,അന്തരീക്ഷ താപനില
atmospheric turbulence,അന്തരീക്ഷ പ്രക്ഷുബ്ധത
atomic energy,ആറ്റോമിക് ഊർജ്ജം
atomic fission,ആറ്റോമിക് ഫിഷൻ
atomic radiation,ആറ്റോമിക് വികിരണം
atomic waste,ആറ്റോമിക് മാലിന്യം
atrophy,അട്രോഫി
attenuation,ശോഷണം
attitude,മനോഭാവം
audiogram,ഓഡിയോഗ്രാം
audiometer,ഓഡിയോമീറ്റർ
autobiology,സ്വയം ജീവശാസ്ത്രം
autoclave,ഓട്ടോക്ലേവ്
autocoprophagy,ഓട്ടോകോപ്രോഫജി
autoecious,സ്വയമേവയുള്ള
autoecology,ഓട്ടോ ഇക്കോളജി
autogamy,സ്വയംഭാര്യത്വം
autogenic succession,ഓട്ടോജെനിക് പിന്തുടർച്ച
autolysis,ഓട്ടോലിസിസ്
automatic reading,യാന്ത്രിക വായന
automatic sampler,ഓട്ടോമാറ്റിക് സാമ്പിൾ
automatic weather station,ഓട്ടോമാറ്റിക് കാലാവസ്ഥാ സ്റ്റേഷൻ
automation,ഓട്ടോമേഷൻ
automobile emission,ഓട്ടോമൊബൈൽ എമിഷൻ
automobile exhaust,ഓട്ടോമൊബൈൽ എക്‌സ്‌ഹോസ്റ്റ്
autotrophy,ഓട്ടോട്രോഫി
autotrophic organism,ഓട്ടോട്രോഫിക് ഓർഗാനിസം
auxillary,സഹായകമായ
auxotroph,ഓക്സോട്രോഫ്
available water,ലഭ്യമായ വെള്ളം
avalanche,ഹിമപാതം
average,ശരാശരി
avicide,കുരങ്ങൻ
bioaccumulants,ബയോക്യുമുലന്റുകൾ
biogeographical realm,ജൈവ ഭൂമിശാസ്ത്രപരമായ മണ്ഡലം
biogeography,ജൈവ ഭൂമിശാസ്ത്രം
best available control technology (BACT),ലഭ്യമായ ഏറ്റവും മികച്ച നിയന്ത്രണ സാങ്കേതികവിദ്യ (BACT)
B-horizon,ബി-ചക്രവാളം
balanced fertilizer,സമീകൃത വളം
bacteiria,ബാക്ടീരിയ
bad land,മോശം ഭൂമി
biogas,ബയോഗ്യാസ്
binary name,ബൈനറി നാമം
biologic (biological),ജീവശാസ്ത്രപരമായ (ജൈവശാസ്ത്രപരമായ)
balance of nature,പ്രകൃതിയുടെ സന്തുലിതാവസ്ഥ
barren land,തരിശായി കിടക്കുന്ന ഭൂമി
bioclimatology,ബയോക്ലിമറ്റോളജി
biocontrol,ജൈവ നിയന്ത്രണം
biodegradable,ജൈവവിഘടനം
biodiversity,ജൈവവൈവിധ്യം
biodegradation,ജൈവനാശം
biofilter,ബയോഫിൽറ്റർ
biological control,ജൈവ നിയന്ത്രണം
biofuel,ജൈവ ഇന്ധനം
biological efficiency,ജൈവ കാര്യക്ഷമത
biological contaminant,ജൈവ മലിനീകരണം
biological equilibrium,ജൈവ സന്തുലിതാവസ്ഥ
biological evolution,ജൈവ പരിണാമം
biological factor,ജൈവ ഘടകം
bed load,കിടക്ക ലോഡ്
bench scale test,ബെഞ്ച് സ്കെയിൽ ടെസ്റ്റ്
biological half-life,ജീവശാസ്ത്രപരമായ അർദ്ധായുസ്സ്
biological immobilization,ബയോളജിക്കൽ ഇമോബിലൈസേഷൻ
biological indicator,ജൈവ സൂചകം
biological monitoring,ജൈവ നിരീക്ഷണം
biological oxidation,ജൈവ ഓക്സിഡേഷൻ
biological oxygen demand (BOD),ബയോളജിക്കൽ ഓക്സിജൻ ഡിമാൻഡ് (BOD)
biological pesticide,ജൈവ കീടനാശിനി
biological species,ജൈവ സ്പീഷീസ്
biological sewage purification,ജൈവ മലിനജല ശുദ്ധീകരണം
biological slime,ജൈവ സ്ലിം
biological sludge,ജൈവ ചെളി
biological spectrum,ജൈവ സ്പെക്ട്രം
biological treatment,ജൈവ ചികിത്സ
biology,ജീവശാസ്ത്രം
biological weathering,ജൈവ കാലാവസ്ഥ
bioluminesence,ജൈവപ്രകാശം
biolysis,ജൈവവിശ്ലേഷണം
biomagnification,ബയോമാഗ്നിഫിക്കേഷൻ
biomass,ജൈവാംശം
biome,ബയോം
biometry,ബയോമെട്രി
biomonitoring,ബയോ മോണിറ്ററിംഗ്
bionomics,ബയോനോമിക്സ്
biorealm,ജൈവമണ്ഡലം
bioremediation,ബയോറെമീഡിയേഷൻ
bioresource,ജൈവവിഭവം
biosociology,ബയോസോഷ്യോളജി
biosorption,ബയോസോർപ്ഷൻ
biosphere,ജൈവമണ്ഡലം
biosphere reserve,ജൈവമണ്ഡലം
biospheric,ജൈവമണ്ഡലം
biostabilizer,ബയോസ്റ്റബിലൈസർ
biosynthesis,ബയോസിന്തസിസ്
biota,ബയോട്ട
biotechnology,ബയോടെക്നോളജി
biotic adaptation,ബയോട്ടിക് അഡാപ്റ്റേഷൻ
biotic barrier,ജൈവ തടസ്സം
biotic climax,ബയോട്ടിക് ക്ലൈമാക്സ്
biotic component,ബയോട്ടിക് ഘടകം
biotic factor,ബയോട്ടിക് ഘടകം
biotic potential,ജൈവ സാധ്യത
biotic succession,ബയോട്ടിക് പിന്തുടർച്ച
biotype,ബയോടൈപ്പ്
biopolar distribution,ബയോപോളാർ വിതരണം
birth rate,ജനന നിരക്ക്
Bischoff process,ബിഷോഫ് പ്രക്രിയ
bisexual,ബൈസെക്ഷ്വൽ
black frost,കറുത്ത മഞ്ഞ്
black lung disease,കറുത്ത ശ്വാസകോശ രോഗം
black smoke,കറുത്ത പുക
blank,ശൂന്യം
bleaching,ബ്ലീച്ചിംഗ്
bleeding,രക്തസ്രാവം
blight,വരൾച്ച
blister,കുമിള
blue baby syndrome (methemoglobinemia),ബ്ലൂ ബേബി സിൻഡ്രോം (മെത്തമോഗ്ലോബിനെമിയ)
BOD,BOD
bog,ചതുപ്പുനിലം
boiling point,തിളനില
biotic balance,ബയോട്ടിക് ബാലൻസ്
Bordeaux mixture,ബാര്ഡോ മിശ്രിതം
boreal forest,ബോറിയൽ വനം
botany,സസ്യശാസ്ത്രം
bottom ash,താഴെയുള്ള ചാരം
botulism,ബോട്ടുലിസം
boulder,പാറക്കല്ല്
bound water,കെട്ടിയ വെള്ളം
brackish water,ഉപ്പുവെള്ളം
break point,ബ്രേക്ക് പോയിന്റ്
breeder reactor,ബ്രീഡർ റിയാക്ടർ
breeze,കാറ്റ്
bronchial disease,ബ്രോങ്കിയൽ രോഗം
bronchitis,ബ്രോങ്കൈറ്റിസ്
Brownian motion,ബ്രൗണിയൻ ചലനം
brush pasture,ബ്രഷ് മേച്ചിൽ
bryology,ബ്രിയോളജി
budding,വളർന്നുവരുന്ന
buffer,ബഫർ
buffer zone,ബഫർ സോൺ
Burgundy mixture,ബർഗണ്ടി മിശ്രിതം
burning late,വൈകി കത്തുന്നു
by pass channel,പാസ് ചാനൽ വഴി
by-product,ഉപോൽപ്പന്നം
calcareous soil,സുഷിരമുള്ള മണ്ണ്
calciferous,കാൽസിഫറസ്
calcification,കാൽസിഫിക്കേഷൻ
calcifuge,കാൽസിഫ്യൂജ്
calciphile,കാൽസിഫൈൽ
calciphobe,കാൽസിഫോബ്
calcium bicarbonate,കാൽസ്യം ബൈകാർബണേറ്റ്
calibration,കാലിബ്രേഷൻ
callus,ഞങ്ങളെ വിളിക്കൂ
calorie,കലോറി
calorific value,കലോറിഫിക് മൂല്യം
caloritropism,കലോറിട്രോപിസം
cambium,കാമ്പിയം
cannery waste,കാനറി മാലിന്യം
cannibalistic,നരഭോജി
canopy,മേലാപ്പ്
canopy cover,മേലാപ്പ് കവർ
capillary action,കാപ്പിലറി പ്രവർത്തനം
capillary water,കാപ്പിലറി വെള്ളം
capsule,കാപ്സ്യൂൾ
carbon absorber,കാർബൺ ആഗിരണം
carbon adsorption,കാർബൺ ആഗിരണം
carbon cycle,കാർബൺ ചക്രം
carbon dating,കാർബൺ ഡേറ്റിംഗ്
carbon filter,കാർബൺ ഫിൽട്ടർ
carbonaceous BOD,കാർബണേഷ്യസ് BOD
carcinogen,കാർസിനോജൻ
carcinogenic,കാർസിനോജെനിക്
carnivorous,മാംസഭോജികൾ
carnivorophyte,കാർണിവോറോഫൈറ്റ്
carpostrote,കാർപോസ്ട്രോട്ട്
carriage water,വണ്ടി വെള്ളം
carrier,വാഹകൻ
carrying capacity,വഹിക്കാനുള്ള ശേഷി
cartography,കാർട്ടോഗ്രാഫി
catalyst,കാറ്റലിസ്റ്റ്
catabolism,കാറ്റബോളിസം
catalysis,കാറ്റാലിസിസ്
catalytic converter,കാറ്റലറ്റിക് കൺവെർട്ടർ
catalytic reaction,കാറ്റലറ്റിക് പ്രതികരണം
catastrophe,ദുരന്തം
catch crop,വിള പിടിക്കുക
catchment,വൃഷ്ടിപ്രദേശം
catchment area,വൃഷ്ടിപ്രദേശം
catchment basin,വൃഷ്ടി തടം
cation exchange capacity,കാറ്റേഷൻ എക്സ്ചേഞ്ച് ശേഷി
cavity,പോട്
cell,സെൽ
cell wall,കോശ ഭിത്തി
cellulose,സെല്ലുലോസ്
cement pollution,സിമന്റ് മലിനീകരണം
cement soil,സിമന്റ് മണ്ണ്
cenospecies,സെനോസ്പെസികൾ
cenosphere,സെനോസ്ഫിയർ
cenozoic,സെനോസോയിക്
center of origin,ഉത്ഭവ കേന്ദ്രം
center of diversity,വൈവിധ്യത്തിന്റെ കേന്ദ്രം
centrifugal scrubber,അപകേന്ദ്ര സ്ക്രബ്ബർ
centrifuge,സെൻട്രിഫ്യൂജ്
chain reaction,ചെയിൻ പ്രതികരണം
channel,ചാനൽ
channelization,ചാനൽവൽക്കരണം
characteristic plants,സ്വഭാവ സസ്യങ്ങൾ
charcoal,കരി
check dam,ചെക്ക് ഡാം
chelate,ചേലേറ്റ്
chelation,ചേലേഷൻ
chelaton,ചെലട്ടൺ
chemical,രാസവസ്തു
chemical energy,രാസ ഊർജ്ജം
chemical fertilizer,രാസവളം
chemical manure,രാസവളം
chemical mutagen,കെമിക്കൽ മ്യൂട്ടജൻ
chemical oxygen demand (COD),കെമിക്കൽ ഓക്സിജൻ ഡിമാൻഡ് (COD)
chemical waste,രാസമാലിന്യം
chemosphere,കീമോസ്ഫിയർ
chemotherapy,കീമോതെറാപ്പി
chemotropism,കീമോട്രോപിസം
Chernobyl accident,ചെർണോബിൽ അപകടം
chernozemic soil,chernozemic മണ്ണ്
chersick,ചെർസിക്ക്
chianophile,ചിയാനോഫൈൽ
chianophobe,ചിയാനോഫോബ്
chilling,തണുപ്പിക്കുന്നു
chilling injury,തണുപ്പിക്കുന്ന പരിക്ക്
chimney (stack),ചിമ്മിനി (സ്റ്റാക്ക്)
chimney effect,ചിമ്മിനി പ്രഭാവം
chipko movement,ചിപ്കോ പ്രസ്ഥാനം
chlorinaiton,ക്ലോറിനൈറ്റൺ
chlorofluorocarbon,ക്ലോറോഫ്ലൂറോകാർബൺ
chlorophyll,ക്ലോറോഫിൽ
chlorosis,ക്ലോറോസിസ്
chresard,ക്രെസാർഡ്
chromatography,ക്രോമാറ്റോഗ്രാഫി
chronic,വിട്ടുമാറാത്ത
cladode,ക്ലാഡോഡ്
clarifier,വ്യക്തമാക്കുന്നയാൾ
class,ക്ലാസ്
classification,വർഗ്ഗീകരണം
clay,കളിമണ്ണ്
clay loam,കളിമൺ പശിമരാശി
clearing,ക്ലിയറിംഗ്
cleavage,പിളർപ്പ്
cleistogamy,ക്ലിസ്റ്റോഗാമി
climagraph,ക്ലൈമാഗ്രാഫ്
climate,കാലാവസ്ഥ
climate change,കാലാവസ്ഥാ വ്യതിയാനം
climatic change,കാലാവസ്ഥാ മാറ്റം
climatic factor,കാലാവസ്ഥാ ഘടകം
climatic region,കാലാവസ്ഥാ മേഖല
climatological station,കാലാവസ്ഥാ സ്റ്റേഷൻ
climatic variability,കാലാവസ്ഥാ വ്യതിയാനം
climatology,കാലാവസ്ഥാ ശാസ്ത്രം
climax,ക്ലൈമാക്സ്
climax community,ക്ലൈമാക്സ് കമ്മ്യൂണിറ്റി
climber,മലകയറ്റക്കാരൻ
climber cutting,മലകയറ്റക്കാരൻ മുറിക്കൽ
cline,ക്ലൈൻ
clisere,ക്ലിസെരെ
clone,ക്ലോൺ
closed canopy forest,അടഞ്ഞ മേലാപ്പ് വനം
closed community,അടഞ്ഞ സമൂഹം
closed ecological system,അടച്ച പാരിസ്ഥിതിക വ്യവസ്ഥ
clotting,കട്ടപിടിക്കൽ
cloud burst,മേഘം പൊട്ടി
co-operative,സഹകരണസംഘം
coadaptation,കോഡാപ്റ്റേഷൻ
coagulation,കട്ടപിടിക്കൽ
coal tar,കൽക്കരി ടാർ
coarse sand,പരുക്കൻ മണൽ
coast,തീരം
coast zone,തീരമേഖല
coeffcient of discharge,ഡിസ്ചാർജിന്റെ കോഫിഷ്യന്റ്
coefficient of association,അസോസിയേഷന്റെ ഗുണകം
coefficient of variation,ഗുണനഘടകം
coenobiology,സഹ ജീവശാസ്ത്രം
coenosis,കോനോസിസ്
coevolution,സഹപരിണാമം
coexistence,സഹവർത്തിത്വം
cofactor,സഹഘടകം
cold blooded,കഠിനഹൃദയനായ
coliform,കോളിഫോം
coliform bacteria,കോളിഫോം ബാക്ടീരിയ
coliform faecal,കോളിഫോം മലം
collector,കളക്ടർ
collector filter,കളക്ടർ ഫിൽട്ടർ
colloid,കൊളോയിഡ്
colony,കോളനി
colouration,നിറം
combined sewage,സംയോജിത മലിനജലം
combined sewer,സംയോജിത മലിനജലം
combustion,ജ്വലനം
combustion chamber,ജ്വലന അറ
combustion gas,ജ്വലന വാതകം
commensal,commensal
commensalism,commensalism
common land,പൊതു ഭൂമി
community,സമൂഹം
community ecology,കമ്മ്യൂണിറ്റി ഇക്കോളജി
community stability,സമൂഹ സ്ഥിരത
community type,കമ്മ്യൂണിറ്റി തരം
compensation,നഷ്ടപരിഹാരം
compensation point,നഷ്ടപരിഹാര പോയിന്റ്
competition,മത്സരം
competitive plant,മത്സര പ്ലാന്റ്
competitive species,മത്സര സ്പീഷീസ്
complementary resource,പൂരക വിഭവം
composition,രചന
compost,കമ്പോസ്റ്റ്
composting,കമ്പോസ്റ്റിംഗ്
compound,സംയുക്തം
compression,കംപ്രഷൻ
condensation,ഘനീഭവിക്കൽ
conduction,ചാലകം
conductivity,ചാലകത
conduit,ചാലകം
conifers,കോണിഫറുകൾ
conjugation,സംയോജനം
conservation,സംരക്ഷണം
conservation storage,സംരക്ഷണ സംഭരണം
conservative properties of air,വായുവിന്റെ യാഥാസ്ഥിതിക ഗുണങ്ങൾ
conservatory,കൺസർവേറ്ററി
consistency,സ്ഥിരത
consortism,കൂട്ടുകെട്ട്
constancy,സ്ഥിരത
constant,സ്ഥിരമായ
constant species,സ്ഥിരമായ ഇനങ്ങൾ
consumer,ഉപഭോക്താവ്
consumptive water,ഉപഭോഗ ജലം
contact pesticide,കീടനാശിനിയുമായി ബന്ധപ്പെടുക
contaminant,മലിനീകരണം
contamination,മലിനീകരണം
continent,ഭൂഖണ്ഡം
continental climate,ഭൂഖണ്ഡാന്തര കാലാവസ്ഥ
continental drift,കോണ്ടിനെന്റൽ ഡ്രിഫ്റ്റ്
continuum,തുടർച്ച
contour,കോണ്ടൂർ
contour farming,കോണ്ടൂർ ഫാമിംഗ്
contour terracing,കോണ്ടൂർ ടെറസിംഗ്
contraceptive,ഗർഭനിരോധന മാർഗ്ഗം
controlled burning,നിയന്ത്രിത ജ്വലനം
convection,സംവഹനം
conventional energy,പരമ്പരാഗത ഊർജ്ജം
convergent evolution,ഒത്തുചേരൽ പരിണാമം
coolant,കൂളന്റ്
coppice forest,കോപ്പിസ് വനം
coprophagous,കോപ്രോഫാഗസ്
coral reef,പവിഴപ്പുറ്റ്
corrosion,നാശം
cortex,പുറംതൊലി
cosere,കോസെർ
