Punjabi,Kannada
ੲੇ. ਸੀ,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
ਅਲਾਈਨਮੈਂਟ,ಜೋಡಣೆ
ਐਲਗੋਰਿਦਮ,ಅಲ್ಗಾರಿದಮ್
ਸਾਰੇ ਪਾਸ ਫਿਲਟਰ,ಎಲ್ಲಾ ಪಾಸ್ ಫಿಲ್ಟರ್
ਮਿਸ਼ਰਤ ਜੰਕਸ਼ਨ,ಮಿಶ್ರಲೋಹ ಜಂಕ್ಷನ್
ਧਿਆਨ,ಕ್ಷೀಣತೆ
ਬਦਲਵੇਂ ਮੌਜੂਦਾ,ಪರ್ಯಾಯ ಪ್ರವಾಹ
ਅੰਬੀਨਟ ਤਾਪਮਾਨ,ಹೊರಗಿನ ತಾಪಮಾನ
ਬਾਈਪੋਲਰ,ಬೈಪೋಲಾರ್
ਵਾਧਾ,ವರ್ಧನೆ
ਐਂਪਲੀਫਾਇਰ,ಆಂಪ್ಲಿಫಯರ್
ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ,ಆಂಪ್ಲಿಫಯರ್ ದಕ್ಷತೆ
ਮਾਪ,ಆಯಾಮಗಳು
ਐਪਲੀਟਿਊਡ attenuation,ವೈಶಾಲ್ಯ ಕ್ಷೀಣತೆ
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ,ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್ AM ಆಂದೋಲಕ
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಶನ್
ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ,ವೈಶಾಲ್ಯ ಮಾಡ್ಯುಲೇಟರ್
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
ਐਨਾਲਾਗ ਸਰਕਟ,ಅನಲಾಗ್ ಸರ್ಕ್ಯೂಟ್
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
ਐਨਾਲਾਗ ਫਿਲਟਰ,ಅನಲಾಗ್ ಫಿಲ್ಟರ್
ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ,ಅನಲಾಗ್ ಮಲ್ಟಿಮೀಟರ್
ਐਨਾਲਾਗ ਸਵਿੱਚ,ಅನಲಾಗ್ ಸ್ವಿಚ್
ਅਤੇ ਗੇਟ,ಮತ್ತು ಗೇಟ್
ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ,ಕೋನೀಯ ಆವರ್ತನ
"anion, anion","ಅಯಾನ್, ಅಯಾನ್"
ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ,ಅನೆಲಿಂಗ್ ತಾಪಮಾನ
ਐਨੋਡ,ಆನೋಡ್
ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ,ಆನೋಡ್ ಆಂಪ್ಲಿಫಯರ್
anodyne,ಅನೋಡೈನ್
ਐਂਟੀਨਾ,ಆಂಟೆನಾ
ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ,ಆಂಟೆನಾ ಘಟಕ
ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ ಲೇಪನ
ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ,ಪ್ರತಿಲೋಜಿನ್ ಆಂಪ್ಲಿಫಯರ್
antiresonant ਸਰਕਟ,ಆಂಟಿರೆಸೋನೆಂಟ್ ಸರ್ಕ್ಯೂಟ್
ਦੁਆਰਕ ਕਾਲ,ದ್ವಾರಕ ಕಾಲ
ਵਰਚੁਅਲ ਪਾਵਰ,ವರ್ಚುವಲ್ ಶಕ್ತಿ
ਤਾਰ ਕੁਨੈਕਸ਼ਨ,ತಂತಿ ಸಂಪರ್ಕ
ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ,ಅಂದಾಜು ವೋಲ್ಟೇಜ್ ಲಾಭ
armstrong modulator,ಆರ್ಮ್ಸ್ಟ್ರಾಂಗ್ ಮಾಡ್ಯುಲೇಟರ್
ਐਂਟੀਨਾ ਐਰੇ,ಆಂಟೆನಾ ರಚನೆ
"ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ","ಗಾತ್ರ ಅನುಪಾತ, ಆಕಾರ ಅನುಪಾತ"
ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ),ತೇಲುವ ಸರ್ಕ್ಯೂಟ್ (ಉಚಿತ ಆಪರೇಟಿಂಗ್ ಸರ್ಕ್ಯೂಟ್)
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ತೇಲುವ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ਅਸਮਿਤ ਜੰਕਸ਼ਨ,ಅಸಮಪಾರ್ಶ್ವದ ಜಂಕ್ಷನ್
ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ,ಅಸಮಕಾಲಿಕ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ਪ੍ਰਮਾਣੂ,ಪರಮಾಣು
ਪਰਮਾਣੂ ਨੰਬਰ,ಪರಮಾಣು ಸಂಖ್ಯೆ
ਪਰਮਾਣੂ ਬਣਤਰ,ಪರಮಾಣು ರಚನೆ
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ,ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್
ਆਡੀਓ ਕੈਸੇਟ,ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್
ਆਡੀਓ ਸਰਕਟ,ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ,ಶ್ರವ್ಯ ಆವರ್ತನ
ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ,ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ
ਬਰਫ਼ਬਾਰੀ,ಹಿಮಕುಸಿತ
ਔਸਤ ਖੋਜੀ,ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್
ਧੁਰੀ ਮੋਡ,ಅಕ್ಷೀಯ ಮೋಡ್
ਧੁਰੀ ਅਨੁਪਾਤ,ಅಕ್ಷೀಯ ಅನುಪಾತ
ਐਂਟੀਨਾ,ಆಂಟೆನಾ
ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ,ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್
ਪਿਛਲਾ ਖੇਤਰ,ಹಿಂಭಾಗದ ಪ್ರದೇಶ
ਵਾਪਸ ਸਕੈਟਰ,ಮತ್ತೆ ಚದುರುವಿಕೆ
ਪਿਛੋਕੜ ਚਾਰਜ,ಹಿನ್ನೆಲೆ ಶುಲ್ಕ
ਪਾਸੇ ਦਾ ਰੌਲਾ,ಅಡ್ಡ ಶಬ್ದ
ਪਿਛਾਖੜੀ,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
ਪਿਛਲਾ ਕਿਰਨ,ಹಿಂಭಾಗದ ವಿಕಿರಣ
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","ಅಡಚಣೆ, ಅಡಚಣೆ"
ਰੁਕਾਵਟ,ಅಡಚಣೆ
ਸੰਤੁਲਿਤ ਪੁਲ,ಸಮತೋಲಿತ ಸೇತುವೆ
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
ਸੰਤੁਲਿਤ ਸਰਕਟ,ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ
ਬੋਲੋਮੀਟਰ,ಬೋಲೋಮೀಟರ್
ਬੋਲੋਮੀਟਰ ਪੁਲ,ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ
ਗੁਬਾਰਾ,ಬಲೂನ್
ਕੇਲਾ ਜੈਕ,ಬನಾನಾ ಜ್ಯಾಕ್
ਕੇਲੇ ਦਾ ਪਲੱਗ,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
"ਪੱਟੀ, ਪੱਟੀ","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್"
ਬੈਂਡ ਡਰਾਈਵਰ,ಬ್ಯಾಂಡ್ ಚಾಲಕ
ਬੈਂਡ ਊਰਜਾ,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
ਬੈਂਡ ਗੈਪ,ಬ್ಯಾಂಡ್ ಅಂತರ
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,ಬಾಡ್ ದರ ಜನರೇಟರ್
banddispersion,ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್
ਬੈਂਡ ਰੋਧਕ,ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್"
barravaugen ਮਾਪਦੰਡ,barravaugen ಮಾನದಂಡ
ਬੈਰਟਰ,ನ್ಯಾಯವಾದಿ
ਰੁਕਾਵਟ,ತಡೆಗೋಡೆ
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್
ਰੁਕਾਵਟ ਊਰਜਾ,ತಡೆ ಶಕ್ತಿ
ਰੋਧਕ ਵੋਲਟੇਜ,ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ
"ਅਧਾਰ, ਅਧਾਰ","ಬೇಸ್, ಬೇಸ್"
ਅਧਾਰ ਬੈਂਡ,ಬೇಸ್ ಬ್ಯಾಂಡ್
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ
ਬੇਸ ਚਾਰਜ,ಮೂಲ ಶುಲ್ಕ
ਅਧਾਰ ਮੌਜੂਦਾ,ಮೂಲ ಪ್ರಸ್ತುತ
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ
ਅਧਾਰ ਕੱਟਣਾ,ಬೇಸ್ ಕತ್ತರಿಸುವುದು
ਆਧਾਰ ਮਦਨ,ಆಧಾರ್ ಮದನ್
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್
ਅਧਾਰ ਟੀਕਾ,ಬೇಸ್ ಇಂಜೆಕ್ಷನ್
ਜ਼ਮੀਨੀ ਲਾਈਨ,ನೆಲದ ರೇಖೆ
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,ಮೂಲ ಪ್ರತಿರೋಧ
ਅਧਾਰ ਸਰੋਤ,ಮೂಲ ಮೂಲ
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ
ਅਧਾਰ ਮੋਟਾਈ,ಬೇಸ್ ದಪ್ಪ
ਅਧਾਰ ਪਹੁੰਚ,ಮೂಲ ಪ್ರವೇಶ
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ
ਗੰਧ,ವಾಸನೆ
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,ಬಾಸ್ ಆವರ್ತನ
ਬੈਟਰੀ,ಬ್ಯಾಟರಿ
ਬੌਡ,ಬಾಡ್
ਬੌਡ ਦਰ,ಬೌಡ್ ದರ
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,ಬಾಡ್ ದರ ಜನರೇಟರ್
ਬੋਡੋ ਕੋਡ,ಬೋಡೋ ಕೋಡ್
"ਸੰਕੇਤ, ਬੀਕਨ","ಸಂಕೇತ, ದಾರಿದೀಪ"
"ਮਨਿਕਾ, ਬੀਡ","ಮಾಣಿಕ, ಬೀಡು"
manic capacitor,ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ"
ਬੀਮ ਡਿਟੈਕਟਰ,ಕಿರಣ ಶೋಧಕ
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,ಕಿರಣದ ವಿಸ್ತರಣೆ
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,ಬೀಟ್ ಆವರ್ತನ
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ
ਪਲਸ ਔਸਿਲੇਟਰ,ನಾಡಿ ಆಂದೋಲಕ
ਘੰਟੀ,ಗಂಟೆ
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,ಬಾಗುವ ನಷ್ಟ
ਬੇਸਲ ਫਿਲਟਰ,ಬೆಸೆಲ್ ಫಿಲ್ಟರ್
ਬੀਟਾ,ಬೀಟಾ
b-h ਵਕਰ,b-h ಕರ್ವ್
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ
ਡਬਲ ਐਂਟੀਨਾ,ಡಬಲ್ ಆಂಟೆನಾ
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,ದ್ವಿಮುಖ ಆಂಟೆನಾ
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್
bi FET ਤਕਨਾਲੋਜੀ,ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ਡਬਲ ਫਿਊਜ਼ਨ,ಡಬಲ್ ಸಮ್ಮಿಳನ
ਦੁਵੱਲੀ ਸਰਕਟ,ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್
ਬਾਈਨਰੀ,ಅವಳಿ
ਬਾਈਨਰੀ ਜੋੜ,ಬೈನರಿ ಮೊತ್ತ
ਬਾਈਨਰੀ ਸਰਕਟ,ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,ಬೈನರಿ ಡಿಕೋಡರ್
ਬਾਈਨਰੀ ਪੌੜੀ,ಬೈನರಿ ಏಣಿ
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,ಬೈನರಿ ಪಾಥೋಮೀಟರ್
ਬਾਈਨਰੀ ਸਥਿਤੀ,ದ್ವಿಮಾನ ಸ್ಥಿತಿ
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್
ਬਾਈਨਰੀ ਲੋਡ,ಬೈನರಿ ಲೋಡ್
ਬਾਈਨਰੀ ਸ਼ਬਦ,ಬೈನರಿ ಪದಗಳು
ਬਾਈਪੋਲਰ,ಬೈಪೋಲಾರ್
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್
ਦੋਧਰੁਵੀ ਜੰਤਰ,ಬೈಪೋಲಾರ್ ಸಾಧನ
ਦੋਧਰੁਵੀ ਸਰੋਤ,ಬೈಪೋಲಾರ್ ಮೂಲ
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್
ਡਬਲ ਸਥਿਤੀ,ಎರಡು ಸ್ಥಾನ
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,ದ್ವಿಮುಖ ರಿಲೇ
ਦੋ-ਪੜਾਅ ਰਾਜ,ದ್ವಿಮುಖ ಸ್ಥಿತಿ
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ
ਬਿੱਟ ਗਲਤੀ,ಬಿಟ್ ದೋಷ
ਬਿੱਟ ਗਲਤੀ ਦਰ,ಬಿಟ್ ದೋಷ ದರ
ਬਿੱਟ ਗਲਤੀ,ಬಿಟ್ ದೋಷ
ਬਿਟਕਲ ਗਲਤੀ,ಬಿಟ್ಕಲ್ ದೋಷ
ਅੰਨ੍ਹੇ ਬਾਕਸ,ಕುರುಡು ಪೆಟ್ಟಿಗೆ
ਸੰਘਣੀ ਨਬਜ਼,ಮಂದಗೊಳಿಸಿದ ನಾಡಿ
ਸਕੱਤਰ,ಸ್ರವಿಸುವವನು
secretory inhibitor,ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ
ਅੰਨ੍ਹਾਪਨ,ಕುರುಡುತನ
ਖੰਡ ਚਿੱਤਰ,ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,ತಡೆಯುವ ಪ್ರತಿರೋಧ
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,ತುಣುಕು ವರ್ಗಾವಣೆ
ਰੁਕਾਵਟ,ತಡೆಹಿಡಿಯಿರಿ
