Kannada,English
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,algebraic system
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,all-integer problem
ಹಂಚಿಕೆ ಸಮಸ್ಯೆ,allocation problem
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,alphabetical notation
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,alphabetic character
ಪರ್ಯಾಯ ಕೋನ,alternate angle
ಪರ್ಯಾಯ ರೂಪ,alternating form
ಪರ್ಯಾಯ ಗುಂಪು,alternating group
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,alternating matrix
ಪರ್ಯಾಯ ಸರಣಿ,alternating series
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,alternative hypothesis
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ,alternative optima
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,alternative outcome
ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ,analog-to-digital converter
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,analogue computer
ವಿಶ್ಲೇಷಣೆ,analysis
ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ,analysis of covariance
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,analysis of enumeration data
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,analysis of variance
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,analytic geometry
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,analytic function
ಕೋನ,angle
ಸಂಪರ್ಕದ ಕೋನ,angle of contact
ವಿಚಲನ ಕೋನ,angle of deflection
ಖಿನ್ನತೆಯ ಕೋನ,angle of depression
ವಿಚಲನ ಕೋನ,angle of deviation
ವಿವರ್ತನೆಯ ಕೋನ,angle of diffraction
ಎತ್ತರದ ಕೋನ,angle of elevation
ಘಟನೆಯ ಕೋನ,angle of incidence
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,angle of projection
ಪ್ರತಿಬಿಂಬದ ಕೋನ,angle of reflection
ವಕ್ರೀಭವನದ ಕೋನ,angle of refraction
ತಿರುಗುವಿಕೆಯ ಕೋನ,angle of rotation
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,angle of total reflection
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,angular acceleration
ಕೋನೀಯ ಚಲನೆ,angular motion
ಕೋನೀಯ ವೇಗ,angular speed
ಕೋನೀಯ ವೇಗ,angular velocity
ವಾರ್ಷಿಕ,annulus
ಉತ್ತರ,answer
ವಿರೋಧಿ ಉತ್ಪನ್ನ,anti – derivative
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,antisymmetric function
ಅನ್ವಯಿಸುವ,applicable
ಅಪ್ಲಿಕೇಶನ್,application
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,applied dynamic programming
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,applied geometry
ಅನ್ವಯಿಕ ಗಣಿತ,applied mathematics
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,applied statistics
ಸರಿಸುಮಾರು,approximately
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,approximately continuous function
ಅಂದಾಜು ವಿಧಾನ,approximate method
ಅಂದಾಜು ಪರಿಹಾರ,approximate solution
ಅಂದಾಜು ಸಮಸ್ಯೆ,approximation problem
ಅಂದಾಜು ಆಸ್ತಿ,approximation property
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,aptitude test battery
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,Argand diagram
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,arbitrarily chosen
ನಿರಂಕುಶ,arbitrary
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,arbitrary constant
ಅನಿಯಂತ್ರಿತ ಅಂಶ,arbitrary element
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,arbitrary point
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,Archemedean law
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,Archimedes principle
ಆರ್ಕ್ ಉದ್ದ,arc length
ವೃತ್ತದ ಚಾಪ,arc of circle
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,arc sine distribution
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,arc sine transformation
ಪ್ರದೇಶ,area
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,areal texture
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,argument of complex number
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,arithmetic mean
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,arithmetic operation
ಅಂಕಗಣಿತದ ಘಟಕ,arithmetic unit
ವ್ಯವಸ್ಥೆ,arrangement
ಶ್ರೇಣಿ,array
ಕೃತಕ ಉಪಗ್ರಹ,artificial satellite
ಕೃತಕ ವೇರಿಯಬಲ್,artificial variable
ಏರು,ascend
ಆರೋಹಣ,ascending
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,ascending order of magnitude
ಆರೋಹಣ ಸರಣಿ,ascending series
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,assembler language
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,assignment problem
ಸಹಾಯಕ ಕಾನೂನು,associative law
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,associative law of operators
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,associative operation
ಸಹಭಾಗಿತ್ವ,associativity
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,assumed mean
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,assumed probability distribution
ಊಹೆ,assumption
ಜ್ಯೋತಿಷ್ಯ,astrology
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,astronautical engineer
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,astronomer
ಖಗೋಳ ಗಡಿಯಾರ,astronomical clock
ಖಗೋಳಶಾಸ್ತ್ರ,astronomy
ಅಸಮವಾದ ಕರ್ವ್,asymmetrical curve
ಅಸಿಮ್ಮೆಟ್ರಿ,asymmetry
ಲಕ್ಷಣರಹಿತ,asymptote
ಲಕ್ಷಣರಹಿತ,asymptotic
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,asymptotically efficient estimator
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,asymptotically unbiased estimator
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,asymptotic behavior
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,asymptotic distribution function
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,asymptotic expansion
ವಾತಾವರಣದ ಒತ್ತಡ,atmospheric pressure
ಯಾದೃಚ್ಛಿಕವಾಗಿ,at random
ಗುಣಲಕ್ಷಣ,attribute
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,attributes sampling procedure
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,augmented matrix
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,autocorrelation coefficient
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,autocorrelation function
ಆಟೋಕೋವೇರಿಯನ್ಸ್,autocovariance
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,automatic computer
ಸ್ವಯಂ ಹಿನ್ನಡೆ,autoregression
ಸಹಾಯಕ ಸಮೀಕರಣ,auxiliary equation
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),average sample number curve (A.S.N. Curve)
ಮೂಲತತ್ವ,axiom
ಅಕ್ಷೀಯ ವಿಧಾನ,axiomatic approach
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,axiom of probability
ಅಕ್ಷರೇಖೆ,axis
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,axis of abscissa
ಭೂಮಿಯ ಅಕ್ಷ,axis of earth
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,axis of revolution
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,axis of rotation
ಸ್ಪಿನ್ ಅಕ್ಷ,axis of spin
ಬ್ಯಾಕ್-ಬದಲಿ,back-substitution
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,backward difference
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,backward-interpolation formula
ಸಮತೋಲನ,balance
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,balanced design
ಆಯವ್ಯಯ ಪಟ್ಟಿ,balance sheet
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,ballistic missile
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,ballistics
ಬಾರ್,bar
ಬೇಸ್,base
ಮೂಲ ಕೋನ,base angle
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,base of logarithm
ಮೂಲಭೂತ,basic
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,basic feasible solution
ಮೂಲ ಪರಿಹಾರ,basic solution
ಮೂಲ ವೇರಿಯಬಲ್,basic variable
ಆಧಾರದ,basis
ಆಧಾರ ಅಂಶ,basis element
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,basis matrix
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,basis of a vector space
ಉಪಸ್ಥಳದ ಆಧಾರ,basis of subspace
ಬೇಸಿಯನ್ ಅಂದಾಜು,Bayesian estimate
ಬೇಯ್ಸ್ ಕಾನೂನು,Bayes' law
ಬೇಯಸ್ ಪ್ರಮೇಯ,Bayes' theorem
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,Bernoulli distribution
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,Bernoulli number
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,Bernoulli probability function
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,Bernoulli's equation
ಬೆರ್ರಿ ಕಾರ್ಯ,Berry function
ಅತ್ಯುತ್ತಮ ಫಿಟ್,best fit
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,best - fit line
ಉತ್ತಮ ಪರಿಹಾರ,best solution
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,best strategies
ಬೀಟಾ ವಿತರಣೆ,beta distribution
ಪಕ್ಷಪಾತ,bias
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,biased estimate
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,biharmonic equation
ಬೈಜೆಕ್ಷನ್,bijection
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,bijective map
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,bijective mapping
ಬೈಲಿನಿಯರ್ ರೂಪ,bilinear form
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,bilinear function
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,bilinear Hermitian form
ಅವಳಿ,binary
ಬೈನರಿ ಕೋಡ್,binary code
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,binary coded decimal
ಬೈನರಿ ಕೋಡಿಂಗ್,binary coding
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,binary computer
ದ್ವಿಮಾನ ಅಂಕಿ,binary digit
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,binary operation
ಬೈನರಿ ಸಿಸ್ಟಮ್,binary system
ಬೈನರಿ ವೇರಿಯಬಲ್,binary variable
ದ್ವಿಪದ ಗುಣಾಂಕ,binomial coefficient
ದ್ವಿಪದ ವಿತರಣೆ,binomial distribution
ದ್ವಿಪದ ಸಮೀಕರಣ,binomial equation
ದ್ವಿಪದ ವಿಸ್ತರಣೆ,binomial expansion
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,binomial expression
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,binomial random variable
ದ್ವಿಪದ ಪ್ರಮೇಯ,binomial theorem
ಇಬ್ಭಾಗ,bisection
ವಿಭಜನಾ ವಿಧಾನ,bisection method
ದ್ವಿಭಾಜಕ,bisector
ಬೈಸೀರಿಯಲ್,biserial
ಸ್ವಲ್ಪ,bit
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ,bivariate binomial distribution
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,bivariate correlation coefficient
ದ್ವಿಗುಣ ವಿತರಣೆ,bivariate distribution
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ,bivariate normal distribution
ಬೈವೆಕ್ಟರ್,bivector
ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ,Boltzmann equation
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,Boolean algebra
ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,Bose - Einstein statistics
ಗಡಿ ಸ್ಥಿತಿ,boundary condition
ಗಡಿ ಪದರ,boundary layer
ಗಡಿ ರೇಖೆ,boundary line
ಗಡಿ ಮೌಲ್ಯ,boundary value
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,boundary value problem
ಸೀಮಿತ ಕಾರ್ಯ,bounded function
ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,bounded matrix
ಗಡಿ ಪ್ರದೇಶ,bounded region
ಸೀಮಿತ ಸೆಟ್,bounded set
ಬ್ರೌನಿಯನ್ ಚಲನೆ,Brownian motion
ಲೆಕ್ಕಾಚಾರ,calculate
ಲೆಕ್ಕಾಚಾರ,calculating
ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ,calculating machine
ಲೆಕ್ಕಾಚಾರ,calculation
ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ,calculational procedure
ಕ್ಯಾಲ್ಕುಲೇಟರ್,calculator
ಕಲನಶಾಸ್ತ್ರ,calculus
ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ,calculus of variation
ಕ್ಯಾಲೋರಿ,calorie
ರದ್ದತಿ ಕಾನೂನು,cancellation law
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,canonical equation
ಅಂಗೀಕೃತ ರೂಪ,canonical form
ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,canonical matrix
ಕ್ಯಾಂಟರ್ ಸೆಟ್,Cantor set
ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್,Cantor's ternary set
ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,capacitated transportation problem
ಸಾಮರ್ಥ್ಯ,capacity
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,capillary force
ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ,cardinal number
ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು,Cartesian axes
ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,Cartesian coordinates
ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,Cartesian product
ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,Cartesian product of sets
ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ,case study
ದುರಂತದ ಏರಿಳಿತ,catastrophic fluctuation
ಕ್ಯಾಟೆನರಿ,Catenary
ಕೌಚಿ ವಿತರಣೆ,Cauchy distribution
ಕೌಚಿ ಸೂತ್ರ,Cauchy formula
ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ,Cauchy Goursat theorem
ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು,Cauchy Riemann conditions
ಕೌಚಿ ಅನುಕ್ರಮ,Cauchy sequence
ಕೌಚಿ ಅವಿಭಾಜ್ಯ,Cauchy integral
ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ,Cauchy principal value
ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ,Cauchy residue theorem
ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ,Cayley Hamilton theorem
ಆಕಾಶಕಾಯ,celestial body
ಆಕಾಶ ಮಾಪನ,celestial measurement
ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ,celestial mechanics
ಆಕಾಶ ವಸ್ತು,celestial object
ಜೀವಕೋಶದ ಆವರ್ತನ,cell frequency
ಜನಗಣತಿ,census
ಸೆಂಟಿಲ್,centile
ಸೆಂಟಿಮೀಟರ್,centimeter
ಸೆಂಟಿಮೀಟರ್ ಗ್ರಾಂ ಎರಡನೇ ವ್ಯವಸ್ಥೆ,centimeter gram second system
ಕೇಂದ್ರ,central
ಕೇಂದ್ರ ಅಕ್ಷ,central axis
ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ,central difference
ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ,central difference formula
ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಕೋಷ್ಟಕ,central difference table
ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ,central limit theorem
ಕೇಂದ್ರ ಕ್ಷಣ,central moment
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),central processing unit (C.P.U)
ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ,central tendency
ಕೇಂದ್ರ,centre
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ,centre of gravity
ಗುಂಪಿನ ಕೇಂದ್ರ,centre of group
ದ್ರವ್ಯರಾಶಿಯ ಕೇಂದ್ರ,centre of mass
ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ,centre of symmetry
ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ,centrifugal force
ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ,centripetal force
ಕೇಂದ್ರಬಿಂದು,centroid
ಖಚಿತತೆ,certainty
cgs ವ್ಯವಸ್ಥೆ,c.g.s. system
cgs ಘಟಕ,c.g.s. unit
ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ,chain rule of differentiation
ಅವಕಾಶ ಕಾರಣಗಳು,chance causes
ಅವಕಾಶ ಚಲಿಸುತ್ತದೆ,chance moves
ಅಕ್ಷಗಳ ಬದಲಾವಣೆ,change of axes
ಆಧಾರದ ಬದಲಾವಣೆ,change of basis
ಆದೇಶದ ಬದಲಾವಣೆ,change of order
ವಿಶಿಷ್ಟ ಗುಣಾಂಕ,characteristic coefficient
ನಿರ್ಣಾಯಕ,determinant
ವಿಶಿಷ್ಟ ಸಮೀಕರಣ,characteristic equation
ವಿಶಿಷ್ಟ ಕಾರ್ಯ,characteristic function
ಲಾಗರಿಥಮ್ನ ಗುಣಲಕ್ಷಣ,characteristic of logarithm
ವಿಶಿಷ್ಟ ಬಹುಪದೋಕ್ತಿ,characteristic polynomial
ವಿಶಿಷ್ಟ ಮೌಲ್ಯ,characteristic value
ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್,characteristic vector
ಅಕ್ಷರ ಸೆಟ್,character set
ಚಾರ್ಟ್,chart
ಚಿ-ಚದರ ವಿತರಣೆ,chi-square distribution
ಚಿ-ಚದರ ಸೂತ್ರ,chi-square formula
ಚಿ-ಚದರ ಪರೀಕ್ಷೆ,chi-square test
ಸ್ವರಮೇಳ,chord
ಸ್ವರಮೇಳ-ವಿಭಜನೆ ವಿಧಾನ,chord-bisection method
ಸೈಫರ್ ಸಂದೇಶ (=ಕೋಡೆಡ್ ಸಂದೇಶ),cipher message (=coded message)
ಸೈಫರ್ (ಶೂನ್ಯ),cipher (zero)
ವೃತ್ತ,circle
ಒಮ್ಮುಖದ ವೃತ್ತ,circle of convergence
ಸರ್ಕ್ಯೂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,circuit matrix
ವೃತ್ತಾಕಾರದ,circular
ವೃತ್ತಾಕಾರದ ಲಕ್ಷಣ,circular asymptote
ವೃತ್ತಾಕಾರದ ಹೆಲಿಕ್ಸ್,circular helix
ವೃತ್ತಾಕಾರದ ಚಲನೆ,circular motion
ಸುತ್ತಳತೆ,circumcentre
ವೃತ್ತಾಕಾರ,circumcircle
ಸುತ್ತುವರಿಸು,circumscribe
ಸುತ್ತುವರಿದ,circumscribed
ಸುತ್ತುವರಿದ ವೃತ್ತ,circumscribed circle
ಶಾಸ್ತ್ರೀಯ ಅನುಮಾನಾತ್ಮಕ ತಂತ್ರ,classical deductive technique
ಶಾಸ್ತ್ರೀಯ ಡೈನಾಮಿಕ್ಸ್,classical dynamics
ಶಾಸ್ತ್ರೀಯ ಆಪ್ಟಿಮೈಸೇಶನ್,classical optimization
ಶಾಸ್ತ್ರೀಯ ವಿನಾಶದ ಸಮಸ್ಯೆ,classical ruin problem
ಶಾಸ್ತ್ರೀಯ ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಯಂತ್ರಶಾಸ್ತ್ರ,classical statistical mechanics
ದೋಷಗಳ ವರ್ಗೀಕರಣ,classification of errors
ವರ್ಗ ಮಧ್ಯಂತರ,class interval
