Assamese,Malayalam
বিচ্যুতি,"അപഭ്രംശം, അപഭ്രംശം"
বিচ্যুতি সংশোধক লেন্স,വ്യതിയാനം തിരുത്തുന്ന ലെൻസ്
আকাশৰ বিচ্যুতি,ആകാശ വ്യതിയാനം
abfarad,abfarad
এবেনৰী,എബൻറി
আবলুস ইফেক্ট,എബോണി പ്രഭാവം
অস্বাভাৱিক মেৰুকৰণ,അസാധാരണ ധ്രുവീകരണം
অস্বাভাৱিক সংক্ৰমণ,അസാധാരണമായ സംക്രമണം
অস্বাভাৱিক প্ৰতিফলন,അസാധാരണമായ പ്രതിഫലനം
অস্বাভাৱিক বিবৰ্তন*,അസാധാരണ അപവർത്തനം*
পেৰানাৰ্মেল ৰেজিষ্টেন্স,അസാധാരണമായ പ്രതിരോധം
ab-om,ab-om
"preponderance, বিফলতা","മുൻതൂക്കം, പരാജയം"
"সংলগ্ন, সাধাৰণতে, থিয় হৈ, কাটি যোৱা, খণ্ডিত","ഘടിപ്പിച്ച, സാധാരണയായി, നിൽക്കുന്ന, വിച്ഛേദിക്കപ്പെട്ട, വിഘടിച്ച"
সঘনাই জপিয়াই পৰে,പലപ്പോഴും ചാടുന്നു
হাত*,കൈ*
হেৰুৱা প্ৰতিফলন,പ്രതിഫലനം നഷ്ടപ്പെട്ടു
অনুপস্থিত বৰ্ণালী,സ്പെക്ട്രം കാണുന്നില്ല
"নিৰপেক্ষ, নিৰপেক্ষ, ধ্ৰুৱক, নিখুঁত","കേവല, കേവല, സ്ഥിരം, തികഞ്ഞ"
নিৰপেক্ষ ত্বৰণ,സമ്പൂർണ്ണ ത്വരണം
নিৰপেক্ষ বাস্তৱতা,കേവല യാഥാർത്ഥ്യം
নিৰপেক্ষ ঠিকনা,സമ്പൂർണ്ണ വിലാസം
ভূ-আপেক্ষিক উচ্চতামাপক,ജിയോ റിലേറ്റീവ് ആൾട്ടിമീറ്റർ
ভূতাত্ত্বিক উচ্চতা,ഭൂമിശാസ്ത്രപരമായ ഉയരം
নিৰপেক্ষ এম্পিয়াৰ,കേവല ആമ്പിയർ
নিৰপেক্ষ উতলাংক,സമ്പൂർണ്ണ തിളനില
নিৰপেক্ষ আলোকসজ্জা,കേവല പ്രകാശം
নিৰপেক্ষ ধাৰণক্ষমতা,കേവല കപ്പാസിറ്റൻസ്
নিৰপেক্ষ উচ্চতা,കേവല ഉയരം
নিৰপেক্ষ ৰঞ্জক পদাৰ্থ,കേവല പിഗ്മെന്റ്
"নিৰপেক্ষ বিন্যাস, নিৰ্দ্বিধায় বিন্যাস","സമ്പൂർണ്ണ കോൺഫിഗറേഷൻ, അവ്യക്തമായ കോൺഫിഗറേഷൻ"
নিৰপেক্ষ coulomb,കേവല കൂലം
সম্পূৰ্ণ অন্ধকাৰ,പൂർണ്ണമായ ഇരുട്ട്
নিৰপেক্ষ সময়সূচী,സമ്പൂർണ്ണ ഷെഡ്യൂളിംഗ്
নিৰপেক্ষ ঘনত্ব*,കേവല സാന്ദ്രത*
নিৰপেক্ষ নিষ্কাশন,സമ്പൂർണ്ണ ഡ്രെയിനേജ്
নিৰপেক্ষ ইএমইউ (বিদ্যুৎচুম্বকীয় একক),സമ്പൂർണ്ണ ഇഎംയു (വൈദ്യുതകാന്തിക യൂണിറ്റ്)
নিৰপেক্ষ ই এছ ইউ (স্থিৰ শক্তি একক),സമ്പൂർണ്ണ ESU (സ്റ്റാറ്റിക് യൂണിറ്റ്)
নিৰপেক্ষ দক্ষতা,സമ്പൂർണ്ണ കാര്യക്ഷമത
নিৰপেক্ষ ইলেক্ট্ৰ&#39;মিটাৰ,കേവല ഇലക്ട്രോമീറ്റർ
নিৰপেক্ষ কম্পাঙ্ক নিৰপেক্ষ কম্পাঙ্ক,കേവല ആവൃത്തി കേവല ആവൃത്തി
নিৰপেক্ষ আৰ্দ্ৰতা,കേവല ഈർപ്പം
নিৰপেক্ষ প্ৰাদুৰ্ভাৱ,കേവല സംഭവങ്ങൾ
নিৰপেক্ষ বিবৰ্তন সূচকাংক,കേവല അപവർത്തന സൂചിക
নিৰপেক্ষ অস্থিৰতা,സമ്പൂർണ്ണ അസ്ഥിരത
নিৰপেক্ষ অস্থিৰতা,സമ്പൂർണ്ണ അസ്ഥിരത
"নিৰপেক্ষ তীব্ৰতা, নিৰপেক্ষ তীব্ৰতা","കേവല തീവ്രത, കേവല തീവ്രത"
এষ্টেনিয়াৰ নিৰপেক্ষ সীমা,അസ്തീനിയയുടെ സമ്പൂർണ്ണ പരിധി
নিৰপেক্ষ আলোকসজ্জা sill,കേവല പ്രകാശം സിൽ
নিৰপেক্ষ পোহৰৰ বক্ৰ,കേവല പ്രകാശ വക്രം
নিৰপেক্ষ পৰিমাণ,കേവലമായ അളവ്
নিৰপেক্ষ বেৰ&#39;মিটাৰ,കേവല ബാരോമീറ്റർ
পৰম পৰম,പരമോന്നത പരമോന്നത
নিৰপেক্ষ চৰম,സമ്പൂർണ്ണ പരിധി
নিৰপেক্ষ সৰ্বনিম্ন,ഏറ്റവും താഴ്ന്നത്
নিৰপেক্ষ গতিবেগ,കേവല ആക്കം
নিৰপেক্ষ গতি,കേവല വേഗത
নিৰপেক্ষ সংগীত,കേവല സംഗീതം
নিৰপেক্ষ পৰ্যবেক্ষণ,സമ്പൂർണ നിരീക്ഷണം
নিৰপেক্ষ ওম,കേവല ഓം
নিৰপেক্ষ অভিমুখীতা,കേവല ഓറിയന്റേഷൻ
নিৰপেক্ষ বিদ্যুৎঋণাত্মকতা,കേവല ഇലക്ട്രോനെഗറ്റിവിറ്റി
নিৰপেক্ষ মাধ্যাকৰ্ষণ,കേവല ഗുരുത്വാകർഷണം
নিৰপেক্ষ চাপ,കേവല മർദ്ദം
নিৰপেক্ষ সম্পত্তি,സമ്പൂർണ്ണ സ്വത്ത്
নিৰপেক্ষ স্কেলাৰ,കേവല സ്കെയിലർ
উষ্ণতাৰ চূড়ান্ত স্কেল*,താപനിലയുടെ കേവല സ്കെയിൽ*
"নিৰপেক্ষ সমকালীনতা, নিৰপেক্ষ সমকালীনতা","കേവല സമന്വയം, സമ്പൂർണ്ണ സമന്വയം"
নিৰপেক্ষ চাপ,സമ്പൂർണ്ണ സമ്മർദ്ദം
নিৰপেক্ষ প্ৰতিসমতা,കേവല സമമിതി
নিৰপেক্ষ গতি শৰীৰ,കേവല ചലന ശരീരം
নিৰপেক্ষ একক ব্যৱস্থা,കേവല യൂണിറ്റ് സിസ്റ്റം
নিৰপেক্ষ উষ্ণতা,കേവല താപനില
নিৰপেক্ষ সময়,കേവല സമയം
নিৰপেক্ষ এককসমূহ,കേവല യൂണിറ്റുകൾ
নিৰপেক্ষ মূল্য,യഥാർത്ഥ മൂല്യം
পূৰ্ণসংখ্যা কেলকুলেটৰ,പൂർണ്ണസംഖ്യ കാൽക്കുലേറ്റർ
নিৰপেক্ষ বেগ,കേവല വേഗത
নিৰপেক্ষ আঠালতীয়াতা,കേവല വിസ്കോസിറ്റി
নিৰপেক্ষ ওজন,കേവല ഭാരം
নিৰপেক্ষ শূন্য*,കേവല പൂജ്യം*
শূন্যৰ নিৰপেক্ষ হজক,പൂജ്യത്തിന്റെ കേവല വിഭജനം
শুহি লোৱা,ആഗിരണം ചെയ്യുക
শোষণ সূচকাংক*,ആഗിരണ സൂചിക*
শোষিত শক্তি,ആഗിരണം ചെയ്ത ഊർജ്ജം
"শোষক, শোষক","ആഗിരണം, ആഗിരണം"
শোষক মাধ্যম*,ആഗിരണം ചെയ്യാവുന്ന മാധ്യമം*
শোষণ ক্ষমতা,ആഗിരണം ശേഷി
শোষণ ক্ষমতা,ആഗിരണം
শোষণমাপক*,അബ്സോർപ്റ്റിയോമീറ്റർ*
শোষণমিতি*,അബ്സോർപ്റ്റിയോമെട്രി*
শোষণ,ആഗിരണം
শোষণ - বেণ্ড*,ആഗിരണം - ബാൻഡ്*
শোষণ বৰ্তনী,ആഗിരണം സർക്യൂട്ട്
শোষণ সহগ,ആഗിരണം ഗുണകം
শোষণ স্তম্ভ,ആഗിരണം കോളം
শোষণ ধ্ৰুৱক,ആഗിരണ സ്ഥിരത
শোষণ ধাৰাবাহিকতা,ആഗിരണ തുടർച്ച
শোষণ অঞ্চল,ആഗിരണം മേഖല
শোষণ কাৰেণ্ট,ആഗിരണം കറന്റ്
শোষণ বক্ৰ*,ആഗിരണം വക്രം*
শোষণ ভাঙন,ആഗിരണം ഒടിവ്
শোষণ কোৰ,ആഗിരണം കോർ
শোষণ কাৰক,ആഗിരണം ഘടകം
শোষণ ফিল্টাৰ,ആഗിരണം ഫിൽട്ടർ
শোষণ শিখা ফটোমেট্ৰি*,അബ്സോർപ്ഷൻ ഫ്ലേം ഫോട്ടോമെട്രി*
শোষণ হাইগ্ৰ’মিটাৰ,ആഗിരണം ഹൈഗ്രോമീറ്റർ
শোষণ ঘাত,ആഗിരണ ഘാതം
শোষণ প্ৰান্তীয়,ആഗിരണം നാമമാത്രമാണ്
শোষণ ৰেখা,ആഗിരണം ലൈൻ
শোষণ ক্ষতি,ആഗിരണം നഷ്ടം
শোষণ মডুলেচন,ആഗിരണം മോഡുലേഷൻ
পোহৰ শোষণ,പ്രകാശം ആഗിരണം
বিকিৰণ শক্তি শোষণ কৰা,റേഡിയേഷൻ ഊർജ്ജത്തിന്റെ ആഗിരണം
শোষণ শিখৰ,ആഗിരണം കൊടുമുടി
শোষণ আলোকমিতি,ആഗിരണം ഫോട്ടോമെട്രി
শোষণ অনুপাত,ആഗിരണം അനുപാതം
শোষণ পৰিসৰ*,ആഗിരണം പരിധി*
শোষণ বৰ্ণালী আলোকমিতি*,ആഗിരണം സ്പെക്ട്രം ഫോട്ടോമെട്രി*
শোষণ বৰ্ণালী*,ആഗിരണം സ്പെക്ട്രം*
"শোষণ নলী, শোষণ নলী","ആഗിരണം ട്യൂബ്, ആഗിരണം ട്യൂബ്"
শোষণ হাইগ্ৰ’মিটাৰ,ആഗിരണം ഹൈഗ്രോമീറ്റർ
শোষক*,ആഗിരണം ചെയ്യാവുന്ന*
শোষক বাষ্পীভৱনকাৰী,ആഗിരണം ചെയ്യാവുന്ന ബാഷ്പീകരണം
শোষণ নিয়ম*,ആഗിരണം നിയമം*
শোষণ মাধ্যম,ആഗിരണം മീഡിയം
"শোষণ ক্ষমতা, শোষণ ক্ষমতা*","ആഗിരണം ചെയ്യാനുള്ള ശേഷി, ആഗിരണം*"
শোষণ ক্ষমতা*,ആഗിരണം*
ষ্টুডিঅ&#39; সজ্জা,സ്റ്റുഡിയോ അലങ്കാരം
বহুগুণতা অনুপাত,ഗുണിത അനുപാതം
abvolt,അബോൾട്ട്
বিষয়ে,കുറിച്ച്
ত্বৰান্বিত কৰক,ത്വരിതപ്പെടുത്തുക
ত্বৰণ-বন্ধ দূৰত্ব,ആക്സിലറേഷൻ-സ്റ്റോപ്പ് ദൂരം
খৰধৰকৈ উঠিল,തിടുക്കപ്പെട്ടു
দ্ৰুত সময় প্ৰভাৱ পৰীক্ষা,ദ്രുത സമയ ഫല പരിശോധന
দ্ৰুত প্ৰবাহ,പെട്ടെന്നുള്ള ഒഴുക്ക്
দ্ৰুত গতি,പെട്ടെന്നുള്ള വേഗത
দ্ৰুত শৰীৰ,പെട്ടെന്നുള്ള ശരീരം
ত্বৰণকাৰী ওজনকাৰী,ആക്സിലറേറ്റർ തൂക്കം
ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড*,ആക്സിലറേറ്റർ ഇലക്ട്രോഡ്*
ত্বৰক সময়*,ആക്സിലറേറ്റർ സമയം*
ত্বৰণকাৰী পৰ্যায়,ആക്സിലറേറ്റർ ഘട്ടം
ত্বৰণকাৰীৰ হাৰ,ആക്സിലറേറ്റർ നിരക്ക്
এক্সিলেটৰ ভোল্টেজ*,ആക്സിലറേറ്റർ വോൾട്ടേജ്*
বেগ বৃদ্ধি,ത്വരണം
ত্বৰান্বিত দহন,ത്വരിതപ്പെടുത്തിയ ജ്വലനം
ত্বৰণ সহগ,ആക്സിലറേഷൻ കോഫിഫിഷ്യന്റ്
ত্বৰণ উপাদান,ത്വരണം ഘടകം
মাধ্যাকৰ্ষণৰ ফলত হোৱা ত্বৰণ,ഗുരുത്വാകർഷണം മൂലം ത്വരണം
ত্বৰণ কাৰক,ത്വരണം ഘടകം
ত্বৰিত চাৰ্জ,ത്വരിതപ്പെടുത്തിയ ചാർജ്
মাধ্যাকৰ্ষণৰ ত্বৰণ,ഗുരുത്വാകർഷണ ത്വരണം
ত্বৰণ বিভৱ,ത്വരണം സാധ്യത
ত্বৰণ আইন,ത്വരിതപ്പെടുത്തൽ നിയമം
ত্বৰণ প্ৰক্ৰিয়া,ത്വരിതപ്പെടുത്തൽ പ്രക്രിയ
ত্বৰণ অঞ্চল,ആക്സിലറേഷൻ സോൺ
ত্বৰণ পদ্ধতি,ത്വരിതപ്പെടുത്തൽ രീതി
"ত্বৰণ সহনশীলতা, ত্বৰণ সহনশীলতা","ആക്സിലറേഷൻ ടോളറൻസ്, ആക്സിലറേഷൻ ടോളറൻസ്"
ত্বৰণ ভেক্টৰ,ആക്സിലറേഷൻ വെക്റ്റർ
ত্বৰণ-ভোল্টেজ,ത്വരണം-വോൾട്ടേജ്
ত্বৰণ তৰংগ,ത്വരണം തരംഗം
ত্বৰণকাৰী,ആക്സിലറേറ്റർ
"accelerate, ত্বৰণকাৰী*","ത്വരിതപ്പെടുത്തുക, ആക്സിലറേറ്റർ*"
ত্বৰক সমীকৰণ,ആക്സിലറേറ്റർ സമവാക്യം
ত্বৰণকাৰী*,ആക്സിലറേറ്റർ*
এক্সিলেৰমিটাৰ,ആക്സിലറോമീറ്റർ
এক্সিলেৰমিটাৰ মিলন,ആക്സിലറോമീറ്റർ പൊരുത്തപ്പെടുത്തൽ
প্ৰিষ্ট্ৰেছাৰ,പ്രിസ്ട്രെസർ
বৈধ আখৰ,സാധുവായ പ്രതീകങ്ങൾ
গ্ৰহণযোগ্যতা কোণ,സ്വീകാര്യത കോൺ
গ্ৰহণযোগ্যতা নিৰ্দিষ্টকৰণ,സ്വീകാര്യത സ്പെസിഫിക്കേഷൻ
গ্ৰহণযোগ্য পৰীক্ষা,സ്വീകാര്യമായ പരിശോധന
"গ্ৰহণকাৰী*, গ্ৰহণকাৰী","സ്വീകരിക്കുന്നവൻ*, സ്വീകരിക്കുന്നവൻ"
ৰিচেপ্টৰ পৰমাণু,റിസപ്റ്റർ ആറ്റം
ৰিচেপ্টৰ বণ্ড,റിസപ്റ്റർ ബോണ്ട്
ৰিচিভাৰ চাৰ্কিট,റിസീവർ സർക്യൂട്ട്
ৰিচেপ্টৰ স্তৰ,റിസപ്റ്റർ ലെവൽ
দাতা অণু,ദാതാവിന്റെ തന്മാത്ര
ৰিচেপ্টৰ বৈশিষ্ট্য,റിസപ്റ്റർ പ്രോപ്പർട്ടി
ৰিচেপ্টৰ বৈশিষ্ট্যৰ স্তৰ,റിസപ്റ്റർ പ്രോപ്പർട്ടി ലെവൽ
এক্সিলেটৰৰ নলী,ആക്സിലറേറ്റർ ഹോസ്
"প্ৰৱেশ, অপেক্ষা, প্ৰৱেশ","പ്രവേശനം, കാത്തിരിപ്പ്, പ്രവേശനം"
প্ৰৱেশ ভূজ,ഭുജിലേക്ക് പ്രവേശിക്കുക
অভিগম ব্যৱস্থাপ্ৰণালী,ആക്സസ് സിസ്റ്റം
প্ৰৱেশ সময়,പ്രവേശന സമയം
অভিগম্যতা,പ്രവേശനക്ഷമത
"অতিৰিক্ত, সহায়ক, আনুষংগিক (v, ), আনুষংগিক","അധിക, ഓക്സിലറി, ആക്സസറി (v, ), ആക്സസറികൾ"
অতিৰিক্ত নিষেধাজ্ঞা,അധിക നിയന്ത്രണങ്ങൾ
কাকতালীয়,യാദൃശ്ചികം
আকস্মিক সংশোধন,ആകസ്മികമായ തിരുത്തൽ
আকস্মিক জৈৱজন্ম,ആകസ്മികമായ ബയോജനസിസ്
আকস্মিক ডাইভাৰচন,ആകസ്മികമായ വഴിതിരിച്ചുവിടൽ
দৰ্শকৰ ভুল,സന്ദർശക പിശക്
"হঠাৎ বন্ধ, হঠাৎ বন্ধ","പെട്ടെന്ന് നിർത്തുക, പെട്ടെന്ന് നിർത്തുക"
আকস্মিক সংক্ৰমণ,ആകസ്മികമായ കൈമാറ്റം
ৰেণ্ডম ভ্যাৰিয়েন্স,ക്രമരഹിതമായ വ്യതിയാനം
সমন্বয়,ക്രമീകരിക്കൽ
অৱস্থিত,സ്ഥാനം പിടിച്ചു
সঞ্চিত ভুল,സഞ്ചിത പിശക്
"সঞ্চয়, সঞ্চয়","ശേഖരണം, ശേഖരണം"
শক্তি সংৰক্ষণ,ഊർജ്ജ സംഭരണം
এক্যুলেটৰ*,ശേഖരണം*
শুদ্ধতা,കൃത്യത
বাস্তৱতা,റിയാലിറ്റി
বাস্তৱ যন্ত্ৰ পৰ্যবেক্ষণ,യഥാർത്ഥ ഉപകരണ നിരീക്ഷണം
সঠিক ৰেঞ্জ মাৰ্কাৰ,കൃത്യമായ റേഞ്ച് മാർക്കർ
নিখুঁত স্কেনিং,കൃത്യമായ സ്കാനിംഗ്
অভ্যাস,പ്രാക്ടീസ്
ত্বৰক কোষ*,ആക്സിലറേറ്റർ സെൽ*
ৰঙীন লেন্স*,അക്രോമാറ്റിക് ലെൻസ്*
অৰঙীন*,അക്രോമാറ്റിക്*
ৰঙীন বিশ্লেষক,അക്രോമാറ്റിക് അനലൈസർ
ফ্ৰিকুৱেন্সি নিউট্ৰেল এন্টেনা,ഫ്രീക്വൻസി ന്യൂട്രൽ ആന്റിന
ৰঙীন আকৃতি,അക്രോമാറ്റിക് ആകൃതി
achromatic ফ্ৰিঞ্জ,അക്രോമാറ്റിക് തൊങ്ങൽ
ৰঙীন লেন্স*,അക്രോമാറ്റിക് ലെൻസ്*
ৰঙীন বিন্দু পথ,അക്രോമാറ്റിക് പോയിന്റ് പാത
ৰঙীন লেন্স,അക്രോമാറ്റിക് ലെൻസ്
ৰঙীন প্ৰিজম,അക്രോമാറ്റിക് പ്രിസം
achromatic টেলিস্কোপ,അക്രോമാറ്റിക് ടെലിസ്കോപ്പ്
achromaticity*,അക്രോമാറ്റിറ്റി*
achromatization*,അക്രോമാറ്റിസേഷൻ*
achromaticity*,അക്രോമാറ്റിറ്റി*
"ইলাষ্টিক, অপ্ৰতিৰোধক, অবাধ্য","ഇലാസ്റ്റിക്, അൺഫ്രാക്റ്ററി, റിഫ്രാക്ടറി"
"একৰ্ণ নলী, বঞ্জু নলী","അക്രോൺ ഹോസ്, ബഞ്ചു ഹോസ്"
ক্ষুদ্ৰ ভালভ,മിനിയേച്ചർ വാൽവ്
প্ৰতিধ্বনি,എക്കോഫോണി
একাউষ্টিক,അക്കോസ്റ്റിക്
ধ্বনি শোষণ ক্ষমতা,അക്കോസ്റ്റിക് ആഗിരണം
শব্দৰ ক্ষীণকৰণ সহগ,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ കോഫിഫിഷ്യന്റ്
শব্দৰ ক্ষীণকৰণ,അക്കോസ്റ്റിക് അറ്റൻവേഷൻ
একাউষ্টিক চোৰ এলাৰ্ম,അക്കോസ്റ്റിക് കള്ളൻ അലാറം
ধ্বনিযুক্ত ধাৰণক্ষমতা,അക്കോസ്റ്റിക് കപ്പാസിറ്റൻസ്
শ্ৰৱণ কেন্দ্ৰ,ശ്രവണ കേന്ദ്രം
ধ্বনিগত ব্যাখ্যা,അക്കോസ്റ്റിക് വിശദീകരണം
একাউষ্টিক কভাৰ,അക്കോസ്റ്റിക് കവർ
ধ্বনিগত প্ৰতিক্ৰিয়া,ശബ്ദ പ്രതികരണം
ধ্বনি উপাদান,അക്കോസ്റ്റിക് ഘടകം
ধ্বনি পৰিবাহীতা,ശബ്ദ ചാലകത
একাউষ্টিক ডেম্পিং,അക്കോസ്റ്റിക് ഡാംപിംഗ്
ধ্বনিগত বিক্ষিপ্ততা,അക്കോസ്റ്റിക് ഡിസ്പർഷൻ
শব্দ হেকাৰ,സൗണ്ട് ഹാക്കർ
ধ্বনি শক্তি*,ശബ്ദ ഊർജ്ജം*
ধ্বনি শক্তি সমীকৰণ,അക്കോസ്റ്റിക് ഊർജ്ജ സമവാക്യം
ধ্বনি সমীকৰণ,ശബ്ദ സമവാക്യം
শব্দ পুনৰুদ্ধাৰ,അക്കോസ്റ്റിക് പുനഃസ്ഥാപിക്കൽ
ক্লেডনি আকৃতি,ക്ലാഡ്നി രൂപങ്ങൾ
একাউষ্টিক ফিল্টাৰ,അക്കോസ്റ്റിക് ഫിൽട്ടർ
শব্দ উৎপাদক,ശബ്ദ ജനറേറ്റർ
একাউষ্টিক গ্ৰেটিং,അക്കോസ്റ്റിക് ഗ്രേറ്റിംഗ്
একাউষ্টিক ইম্পিডেন্স*,ശബ്ദ തടസ്സം*
শব্দৰ জড়তা,അക്കോസ്റ്റിക് ജഡത്വം
শব্দৰ তীব্ৰতা,ശബ്ദ തീവ്രത
শব্দৰ হস্তক্ষেপ মিটাৰ,അക്കോസ്റ്റിക് ഇടപെടൽ മീറ്റർ
একাউষ্টিক ইন্টাৰফেৰেন্স ডিটেক্টৰ,അക്കോസ്റ്റിക് ഇടപെടൽ ഡിറ്റക്ടർ
একাউষ্টিক লেন্স,അക്കോസ്റ്റിക് ലെൻസ്
শব্দ ৰেখা,ശബ്ദരേഖ
ধ্বনিযুক্ত ভৰ,അക്കോസ്റ്റിക് പിണ്ഡം
ধ্বনিগত পদাৰ্থ,അക്കോസ്റ്റിക് മെറ്റീരിയൽ
শব্দৰ অৰ্থ মুক্ত পথ,അക്കോസ്റ്റിക് അർത്ഥം സ്വതന്ത്ര പാത
একাউষ্টিক মোড,അക്കോസ്റ്റിക് മോഡ്
শব্দৰ শব্দ,അക്കോസ്റ്റിക് ശബ്ദം
ধ্বনিযুক্ত ওম*,അക്കോസ്റ്റിക് ഓം*
"একাউষ্টিক পেনেল, একাউষ্টিক বৰ্ড","അക്കോസ്റ്റിക് പാനൽ, അക്കോസ്റ്റിക് ബോർഡ്"
ধ্বনি পৰ্যায় ধ্ৰুৱক,അക്കോസ്റ്റിക് ഘട്ടം സ്ഥിരം
একাউষ্টিক ৰিচিভাৰ,അക്കോസ്റ്റിക് റിസീവർ
শব্দৰ চাপ,ശബ്ദ സമ്മർദ്ദം
শব্দৰ প্ৰতিসমতা নিয়ম,ശബ്ദത്തിന്റെ സമമിതി നിയമം
শব্দ সংক্ৰমণ,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ
ধ্বনিগত ধৰ্ম,ശബ്ദ ഗുണങ്ങൾ
ধ্বনিযুক্ত চতুৰ্ভুজ,അക്കോസ്റ്റിക് ക്വാഡ്രുപോള്
ধ্বনি বিকিৰণ মৌল,അക്കോസ്റ്റിക് വികിരണം മൂലകം
ধ্বনি বিকিৰণ,അക്കോസ്റ്റിക് വികിരണം
শব্দ নিবাৰণ,ശബ്ദപ്രതിരോധം
একাউষ্টিক ৰেডিঅ&#39;মিটাৰ,അക്കോസ്റ്റിക് റേഡിയോമീറ്റർ
ধ্বনিগত প্ৰতিক্ৰিয়া,ശബ്ദ പ്രതികരണം
ধ্বনিগত পাৰস্পৰিকতা উপপাদ্য,അക്കോസ്റ്റിക് റിസിപ്രോസിറ്റി സിദ്ധാന്തം
শব্দ হ্ৰাস কাৰক,അക്കോസ്റ്റിക് റിഡക്ഷൻ ഘടകം
ধ্বনি প্ৰতিফলন সহগ,അക്കോസ്റ്റിക് പ്രതിഫലന ഗുണകം
ধ্বনি বিবৰ্তন,ശബ്ദ അപവർത്തനം
শব্দ প্ৰতিৰোধ ক্ষমতা,ശബ്ദ പ്രതിരോധം
ধ্বনিগত প্ৰতিক্ৰিয়া,ശബ്ദ പ്രതികരണം
ধ্বনিগত বিক্ষিপ্ততা,അക്കോസ്റ്റിക് ചിതറിക്കൽ
শুনা বিন্দু,ശ്രവണ പോയിന്റ്
শব্দৰ কঠিনতা,അക്കോസ്റ്റിക് കാഠിന്യം
শব্দ ব্যৱস্থা,ശബ്ദസംവിധാനം
একাউষ্টিক থাৰ্মোমিটাৰ,അക്കോസ്റ്റിക് തെർമോമീറ്റർ
শব্দৰ বেগ,ശബ്ദ പ്രവേഗം
শব্দ তৰংগ,ശബ്ദ തരംഗം
একাউষ্টিক,അക്കോസ്റ്റിക്
শব্দ শোষণ সহগ,ശബ്ദ ആഗിരണം ഗുണകം
শব্দ শোষণ উপাদান,ശബ്ദ ആഗിരണം ഘടകം
একাউষ্টিক বৰ্তনী,അക്കോസ്റ്റിക് സർക്യൂട്ട്
ধ্বনিগত প্ৰতিক্ৰিয়া,അക്കോസ്റ്റിക് പ്രതികരണം
শব্দ বিলম্ব ৰেখা,അക്കോസ്റ്റിക് കാലതാമസം ലൈൻ
ধ্বনিগত বিকৃতি,ശബ്ദ വികലത
একাউষ্টিক একাউষ্টিক,അക്കോസ്റ്റിക് ശബ്ദശാസ്ത്രം
একাউষ্টিক ফিল্টাৰ,അക്കോസ്റ്റിക് ഫിൽട്ടർ
একাউষ্টিক ইম্পিডেন্স*,ശബ്ദ തടസ്സം*
ফ&#39;ন&#39;গ্ৰাফ,ഫോണോഗ്രാഫ്
ধ্বনিযুক্ত ওম*,അക്കോസ്റ്റിക് ഓം*
ধ্বনি ধ্ৰুৱক,അക്കോസ്റ്റിക് സ്ഥിരാങ്കം
একাউষ্টিক ফ&#39;নন,അക്കോസ്റ്റിക് ഫോണോൺ
ধ্বনি সংবহন ধ্ৰুৱক,അക്കോസ്റ്റിക് ട്രാൻസ്മിഷൻ സ്ഥിരാങ്കം
শব্দ পৰিৱৰ্তন সহগ,ശബ്ദ പരിവർത്തന ഗുണകം
শব্দ প্ৰতিৰোধ ক্ষমতা,ശബ്ദ പ്രതിരോധം
