Malayalam,Tamil
കാർഷിക ക്ലിനിക്,வேளாண் மருத்துவமனை
കാർഷിക തൊഴിലാളി,விவசாய உழைப்பு
കാർഷിക മാർക്കറ്റിംഗ്,விவசாய சந்தைப்படுத்தல்
കാർഷിക സാങ്കേതികവിദ്യ,விவசாய தொழில்நுட்பம்
കൃഷിപ്പണി,வேளாண்மை
അഗ്രിസിൾവികൾച്ചർ,வேளாண் வளர்ப்பை
കാർഷികൈവൻവിറ്റി,வேளாண் பன்முகத்தன்மை
അഗ്രോബയോളജിക്കൽ വൈകല്യങ്ങൾ,வேளாண் வியாபார குறைபாடுகள்
അഗ്രോബയോളജി,வேளாண்வியல்
അഗ്രോകീല വൈവിധ്യമാർന്ന വൈവിധ്യമാർന്ന,வேளாண் பன்முகத்தன்மை
അഗ്രോക്ലിമാറ്റിക് സോണിംഗ്,வேளாண் மண்டல
അഗ്രോഫോറസ്ട്രി,வளர்ப்பு
ങ്ങളോട്,விவசாயவியல்
അഗ്രോണമി,வேளாண்
അഗ്രോപസ്റ്റോറൽ,அக்ரோபாஸ்டோரல்
കാർഷികസംരക്ഷണം,அக்ரோபிராசெசிங்
അഗ്രോസ്റ്റോസ്റ്റിയോളജി,அக்ரோஸ்டாலஜி
അഗ്രോട്ടിപ്പ്,வேளாண் வகை
എയർ പ്ലാന്റ്,விமான ஆலை
അക്കിയോച്ചി മണ്ണ്,அகியோச்சி மண்
ആൽബിനിസം,ஆல்பினிசம்
ആൽഫിസോളുകൾ,அல்பிசோல்ஸ்
ആല്ഗകൾ,பாசி
ആൽഗൽ രോഗം,பாசி நோய்
ക്ഷാളി വെള്ളം,கார நீர்
ആൽക്കലൈൻ,கார
അല്ലലേ,அல்லீல்
അല്ലോകെമിക്കലുകൾ,அல்லீல கெமிக்கல்ஸ்
AllloMorph,அல்லீலோமார்ப்
നിയോവദാതി,அலெலோபதி
ഓൺലൈൻ ക്രോപ്പിംഗ്,சந்து பயிர்
അലോക്കർപി,ஒதுக்கீடு
അലോഗാമി,Allocamy
അലറിരം,அலோமெட்ரி
Allopolyplogid,அலோபோலிப்ளோயிட்
Allosynapsis (Allowsyndesis),அலோசினாப்சிஸ் (அலோசின்டெசிஸ்)
ഇതര ബെയറിംഗ്,மாற்று தாங்கி
ഇതര ഭൂമി ഉപയോഗം,மாற்று நில பயன்பாடு
ആംബിയന്റ്സ്,சுற்றுப்புறம்
സൗഹാർഭോഗം,அமெலியோரண்ட்
അമിറ്റോസിസ്,அமிடோசிஸ்
അമിനിവൽക്കരണം,வெடிமருந்து
അമ്മോണിഫിക്കേഷൻ,அம்மோனிகேஃபிகேஷன்
അമോമോണിഫയർ,அம்மோனியர்
അമോഫ്,அமார்
ആംഫിമിക്സിസ്,ஆம்பிமிக்ஸிஸ்
ആംഫോടെക്,ஆம்போடெரிக்
അനാബോളിസം,அனபோலிசம்
അയ്റോബ്,காற்றில்லா
Aneuplogode,அனூப்ளோயிட்
ആംഗിൾ നടുക്കം,கோண நடவு
മൃഗസംരക്ഷണം,கால்நடை வளர்ப்பு
മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ,விலங்கு மறுப்பு
ആത്യന്തിക .ർജ്ജം,ஆற்றல் உயிரின
Anisoplode,அனிசோப்ளோயிட்
വാർഷിക സസ്യം,ஆண்டு ஆலை
ആണ്ടുതോറുമുള്ള,ஆண்டு
ആന്തീസിസ്,ஆன்டெஸிஸ்
ആന്ത്രാക്സ്,ஆந்த்ராக்ஸ்
ആന്ത്രോപെനിക് ഘടകം,மானுடவியல் காரணி
ആന്റിബിയോസിസ്,ஆண்டிபியோசிஸ்
രോഗനാശിനി,நுண்ணுயிர்க்கொல்லி
മറുമരുന്ന്,மாற்று
ആന്റിഓക്സിഡന്റുകൾ,ஆக்ஸிஜனேற்றிகள்
ആന്റിടോക്സിൻ,ஆன்டிடாக்சின்
അപര്യാഘാതം,ANNULUS
ആഫിഡ്,அஃபிட்
അഗ്രമുദിനം,அபிகல் மொட்டு
അഗ്ര ആധിപത്യം,நுனி ஆதிக்கம்
അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്),Apulcalure (தேனீ வைத்திருத்தல்)
അപ്പോമിക്സിസ്,Apomixis
അപ്പോപ്ടോസിസ്,அப்போப்டொசிஸ்
അനുബന്ധം,இணைப்பு
വിശപ്പ്,பசி
പ്രയോഗിച്ചു,பயன்படுத்தப்பட்டது
അക്വാട്ടിക് കള,நீர்வாழ் களை
അർബോറിയൽ,ஆர்போரியல்
അർബോറൈസേഷൻ,ஆர்பரைசேஷன்
ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ,தொல்பொருள்-பொட்டானியல் பதிவுகள்
ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ,பகுதி புள்ளிவிவரங்கள்
പദേശം,பகுதி
വരണ്ട ആവാസവ്യവസ്ഥ,வறண்ட சுற்றுச்சூழல் அமைப்பு
വര്ഷ്ടിക്കുക,Aril
സൗരഭം,நறுமணம்
ആരോമാറ്റിക് പ്ലാന്റ്,நறுமண ஆலை
ആരോമാറ്റിക് അരി,நறுமண அரிசி
അഴുക്കുചാല്,அம்பு
അശെപ്സിസ്,அசெப்ஸிஸ்
അസെപ്ലെവ്,அசெப்டிக்
അസുഖകരമായ പ്രചരണം,ஓரினச்சேர்க்கை பரப்புதல்
അസേ,மதிப்பீடு
ആസ്തി,சொத்துக்கள்
ഉറപ്പ്,ஒருங்கிணைப்பு
ചങ്ങാത്തം,தொடர்பு
രേണിംഗന്റ്,ஆஸ்ட்ரிஜென்ட்
അസിനാപ്സിസ്,அசினாப்சிஸ்
Atawavism,அடாவிசம்
ആലേറ്ററിജർ,அணுசக்தி
അട്രോഫി,அட்ராபி
ഓട്ടോഗാമി,தன்னியக்க
ഓട്ടോലിസിസ്,ஆட்டோலிசிஸ்
യന്തവഹനം,ஆட்டோஆக்ஸிஜனேற்றம்
ഓട്ടോപോളിപ്ലോയിഡ്,ஆட்டோபோலிப்ளோயிட்
ഓക്സിൻസ്,ஆக்சின்கள்
Awn (ബ്രിട്ട്),Awn (முறுக்கு)
ബദാം കായ്,பாதம் கொட்டை
കറ്റാർ,கற்றாழை
അമരന്തസ്,அமராந்தஸ்
ആംമി,அம்மி
അഞ്ജൻ പുല്ല്,அஞ்சன் புல்
ആന്തറിയം,அந்தூரியம்
"ആരോള, ഇന്ത്യൻ നെല്ലിക്ക","அன்லா, இந்திய நெல்லிக்காய்"
ആപ്പിൾ,ஆப்பிள்
ആപ്രിക്കോട്ട്,பாதாமி
Arbian ജാസ്മിൻ,ஆர்பியன் மல்லிகை
Arcaunt,அரேகா நட்டு
അർജുൻ,அர்ஜுன்
അസ്ഫോറ്റിഡ,Asfoetida
ആഷ് പൊറോട്ട,சாம்பல் பூசணிக்காய்
അശോക ട്രീ,அசோகா மரம்
അഷെതർ കള (യൂഫോർബിയ),ஆஷ்த்மா களை (யூபோர்பியா)
ശതാവരിച്ചെടി,அஸ்பாரகஸ்
അവോക്കാഡോ,வெண்ணெய்
പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ),அல்பால்ஃபா (லூசர்ன்)
ഉറുമ്പുകൾ,எறும்புகள்
മുഞ്ഞ,அஃபிட்ஸ்
സൈനിക വേം,இராணுவ புழு
കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,விவசாய பொருளாதார நிபுணர்
കാർഷിക വിപുലീകരണവാദി,வேளாண் நீட்டிப்பு
കാർഷിക ശാസ്ത്രജ്ഞൻ,விவசாய விஞ்ஞானி
കാർഷിക എഞ്ചിനീയർ,விவசாய பொறியாளர்
അഗ്രോബയോളജിസ്റ്റിക്,வேளாண் நிபுணர்
അഗ്രോണമിസ്റ്റ്,வேளாண் விஞ்ஞானி
Agrofysicst,வேளாண் இயற்பியல்
മൃഗങ്ങളുടെ ബ്രീഡർ,விலங்கு வளர்ப்பாளர்
ബാസിലസ് വൈറസ്,பேசிலஸ் வைரஸ்
ബാസിലസ്,பேசிலஸ்
ബാക്ടീരിയ,பாக்டீரியா
ബാക്ടറോമോക്സിൻ,பாக்டீரியோடாக்சின்
ബാഗസ്,கரும்பு சக்கை
ബാലൻസ് ഷീറ്റ്,இருப்புநிலை
സമതുലിതമായ ബീജസങ്കലനം,சீரான கருத்தரித்தல்
ബാർ ഡയഗ്രം,பார் வரைபடம்
കുര,பட்டை
ബാരോമീമീറ്റർ,காற்றழுத்தமானி
തരിശായ,தரிசு
അടിത്തറ,அடித்தளம்
പരന്നപാതം,பேசின்
അടിസ്ഥാനപരമായ,பாசிபெட்டல்
ബസിസ്റ്റർനം,பாஸ்கிஸ்டெர்னம்
ബേ മൺസൂൺ,விரிகுடா பருவமழை
വഹിക്കുന്ന പ്ലാന്റ്,தாங்கும் ஆலை
കിടക്ക,படுக்கை
അടിദേഡർ,படுக்கை
ശയ്യോപകരണങ്ങള്,படுக்கை
ബീറ്റ്റൂട്ട് മോളസ്,பீட் மோலாஸ்கள்
മണിനാദം,பெல்லோஸ்
അരപ്പട്ട,பெல்ட்
ആനുകൂല്യ-വില വിശകലനം,நன்மை-செலவு பகுப்பாய்வு
പക്ഷപാതപരമായ (സാമ്പിൾ),சார்புடைய (மாதிரி)
ബിനാത്തില്,இருபது ஆண்டு
ബിനോമിയൽ,இரும
ബയോജന്റ്,உயிரி கையேடு
ബയോക്രിമേറ്റ്,பயோக்ளைமேட்
ബയോ എനെർജി,பயோஎனெர்ஜி
ബയോണോമിക്സ്,பயோனமிக்ஸ்
BIOREACTOR,உயிரியக்கவியல்
ബയോസ്ഫിയർ,உயிர்க்கோளம்
ഉപകാരന്,உயிரியல்
ബയോട്ടിവൈപ്പ്,உயிரியல் வகை
ബൈസെക്ഷ്വൽ,இருபால்
ബ്ലാഞ്ചിംഗ്,பிளான்சிங்
സ്ഫോടനം,குண்டு வெடிப்பு
സങ്കലനം,கலவை
വരണ്ടതാണ,ப்ளைட்
പൊള്ളല്,கொப்புளம்
നീല വിപ്ലവം,நீல புரட்சி
ചുവടെ ചൂട് ചേമ്പർ,கீழே வெப்ப அறை
ചുവടെയുള്ള താപ രീതി,கீழே வெப்ப நுட்பம்
തണ്ണീര്,பிரான்
ശാചിനമായ,கிளைகள்
ലഘുലേഖ,கிளை
ഇനം,இனம்
പ്രജനനം,இனப்பெருக்க
തിളങ്ങുന്ന,கரைந்து
കുഞ്ഞുങ്ങള്,அடைகாக்கும்
വളർന്നുകാരി,வளரும்
വരവ്ചെലവ് മതിപ്പ്,பட்ஜெட்
ബഫർ,இடையக
ബൾബ്,விளக்கை
മുണ്ടു,பன்ட்
ഉപോൽപ്പന്നം,துணை தயாரிப்பு
ബാബുൾ അക്കേഷ്യ,பாபுல் அகாசியா
കുഞ്ഞ് ധാന്യം,குழந்தை சோளம்
ബാലിനെ,பேல்
ബില്ലാൻ,பெயில்
ബൽസം,பால்சம்
മുള,மூங்கில்
വാഴപ്പഴം,வாழை
ബനിയൻ ട്രീ,ஆலமரம்
യവം,பார்லி
ബാർയ്യാർഡ് മില്ലറ്റ്,பார்ன்யார்ட் மில்லட்
തുളക്ടി,துளசி
ബാസ്റ്റാർഡ് ദേവദാരു,பாஸ்டர்ட் சிடார்
ബാസ്റ്റാർഡ് മൈറോബലൻ,பாஸ்டர்ட் மைரோபாலன்
ബവായീനിയ,ப au ஹினியா
ബേ ബെറി,பே பெர்ரி
അമര,பீன்
മധുരക്കിഴങ്ങുചെടി,பீட்
ബെല്ലഡോണ,பெல்லடோனா
മുളകു,பெர்
പതുക്കമുള്ള,பெர்சீம்
മുയേറ്റ,பெட்டல்
ബിലിമ്പി,பிலிம்பி
പാവയ്ക്ക,பாகற்காய்
കറുത്ത ഗ്രാം,கருப்பு கிராம்
കറുത്ത നൈറ്റ്ഷെയ്ഡ്,கருப்பு நைட்ஷேட்
ബ g ഗൻവില്ല,Bougainvillea
കുപ്പി ബ്രഷ്,பாட்டில் தூரிகை
ബോട്ടിൽ പൊറോട്ട,சுரைக்காய்
ബോക്സ് മരം,பெட்டி மரம்
ബ്രെഡ് ഫലം,ரொட்டி பழம்
വധുവിന്റെ ക്രീപ്പർ,பிரைடல் க்ரீப்பர்
വശ്ശീല,பிரிஞ்சல்
വിശാലമായ ബീൻ,பிராட் பீன்
ബ്രോക്കോളി,ப்ரோக்கோலி
ബ്രസ്സൽസ് മുള,பிரஸ்ஸலின் முளை
താനിന്നു,பக்வீட்
ബദ്ധ,பியூட்டியா
ബാൻഡികാൂട്ട്,பாண்டிகூட்
കരടി,தாங்க
വണ്ട്,வண்டு
ബ്ലിസ്റ്റർ വണ്ട്,கொப்புளம் வண்டு
നീല കാള,நீல காளை
ബോൾ വേം,போல் புழு
ചിതശലഭം,பட்டாம்பூச்சி
ബാക്ടീരിയോളജിസ്റ്റ്,பாக்டீரியாலஜிஸ்ட்
ബയോകെമിസ്റ്റ്,உயிர் வேதியியலாளர்
ജീവശാസ്തജ്ഞന്,உயிரியலாளர்
ബയോടെക്നോളജിക്,பயோடெக்னாலஜிஸ்ட்
സസ്യശാസ്ത്രജ്ഞൻ,தாவரவியலாளர்
സി ഈർപ്പം സ്വഭാവ വക്ര,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
കേയ്ക്ക്,கேக்
കണക്കാക്കാന്വേമികമായ,கணக்கீட்டு
കണക്കുകഷ്ടം,கணக்கீடு
ഫോസ്ഫേറ്റിന്റെ കാൽനികം,பாஸ்பேட் கணக்கீடு
കൗണം,காலோசிட்டி
ഞങ്ങളെ വിളിക്കൂ,கால்சஸ்
കാലിക്സ്,கலிக்ஸ்
കാലിക്സ്-അവസാനം,கலிக்ஸ்-எண்ட்
കാമ്പി,காம்பியம்
കാൻകെറർ,புற்றுநோய்
കാനിംഗ്,கேனிங்
മേലാപ്പ്,விதானம்
തലസ്ഥാനം,மூலதனம்
പിസേരിഫിക്കേഷൻ,கேப்ரிஃபிகேஷன்
കാപ്സ്യൂൾ,காப்ஸ்யூல்
കാർബണേറ്റഡ്,கார்பனேற்றப்பட்ட
കാർബണലൈസേഷൻ,கார்பனாக்கல்
പരല്പം,கார்பல்
കാർപസ്,கார்பஸ்
കാസ്റ്റിംഗ്,வார்ப்பு
കാറ്റബോളിസം,வினையூக்கம்
കവചലിസ്,வினையூக்கம்
ചിതശലഭപ്പുഴു,கம்பளிப்பூச்சி
സി-ഡിഎൻഎ ലൈബ്രറി,சி-டி.என்.ஏ நூலகம்
മച്ച്,உச்சவரம்பு
കോശം,செல்
കേന്ദ്ര നേതാവ് സംവിധാനം,மத்திய தலைவர் அமைப்பு
ഒരിനംവീപ്പ്,மையமாக
സെൻറ്ഫ്യൂഗേഷൻ,மையவிலக்கு
കേന്ദ്രീകൃത,மையவிலக்கு
സെൻട്രിയോൾ,சென்ட்ரியோல்
നൂന്കോജാനിക്,சென்ட்ரோஜெனிக்
നൂനിശ്ചയമുള്ള,சென்ட்ரெஸ்ஜெனஸ்
കടല്ചലട്,செர்கஸ்
ധാനം,தானியங்கள்
സാക്ഷപ്പെടുത്തല്,சான்றிதழ்
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,சான்றளிக்கப்பட்ட விதை
ചാട്ട,சஃப்
ചാലസ,சலாசா
പരോപപാതം,வேதியியல்
ചിയാസ്മ,சியாஸ்மா
ചില്ലിംഗ് സമയം,குளிர்ச்சியான நேரம்
ചില്ലിംഗ് പരിക്ക്,குளிர்ச்சியான காயம்
ചിമേര,சிமேரா
ക്ലോറോറാന്തി,குளோராந்தி
ക്ലോറോഫിൽ,குளோரோபில்
ക്ലോറോസിസ്,குளோரோசிஸ்
ക്ലോറോളജി,குளோரோலஜி
ക്രോമാറ്റിഡ്,குரோமாடிட்
ക്രോമാറ്റിൻ,குரோமாடின்
ക്രോമാറ്റോഗ്രാഫി,குரோமடோகிராபி
ക്രോമാറ്റോളിസിസ്,குரோமாடோலிசிஸ்
ക്രോമസെന്റ്റന്റ്,குரோமோசென்ட்ரே
ക്രോമോജെനിസിസ്,குரோமோஜெனெஸிஸ்
ക്രോമോപ്രോട്ടൻ,குரோமோபுரோட்டீன்
ക്രോമസോം,குரோமோசோம்
വിട്ടുമാറാത്ത,நாள்பட்ட
സിട്രഞ്ച്,சிட்ரேஞ்ச்
പചാരു,கிளாடோட்
വര്ഗീകരണം,வகைப்பாடு
കളിമണ്ണ്,களிமண்
ശുചിയാക്കല്,சுத்தம்
Clistogay,கிளீஸ்டோகாமி
ക്ലൈമാക്രിക് ഫ്രൂട്ട്,க்ளைமாக்டெரிக் பழம்
കാലാവസ്ഥ,காலநிலை
കാലാവസ്ഥയുള്ള,காலநிலைவியல்
ക്ലിപ്പര്,கிளிப்பர்
വലം,துணி
ക്ലോൺ,குளோன்
മേഘം,மேகம்
തോപ്പ്,கொத்து
ക്ലസ്റ്റർ,கொத்து
പരുക്കനായ,கரடுமுரடான
കോട്ട് (വിത്ത്),கோட்டை (விதை)
കീടകോശം,COCOON
Coenzyme,கோஎன்சைம்
ഏകീകരണം,ஒத்திசைவு
കയർ,Coir
കൊളോറൈസ,கோல்ரோஹிசா
കുപ്പായക്കഴുത്ത്,காலர்
കൊളോയിഡ് (മണ്ണ്),கூழ் (மண்)
കൊളംറ്റെല്ല,கொலுமெல்லா
കോളം,நெடுவரிசை
ആമേനസം,துவக்கவாதம்
വാണിജ്യ ബാങ്ക്,வணிக வங்கி
ചരക്ക്,பொருள்
സമൂഹം,சமூக
കോംപാക്ഷൻ (മണ്ണിന്റെ),சுருக்கம் (மண்ணின்)
അനുയോജ്യത,பொருந்தக்கூடிய தன்மை
അനുയോജ്യത,பொருந்தக்கூடிய தன்மை
നഷ്ടപരിഹാരം,இழப்பீடு
മത്സര ഇടപെടൽ,போட்டி தொடர்பு
പൂരക വിള,நிரப்பு பயிர்
കോംപ്ലമായ,சிக்கலான
ഘടകം,கூறு
രചന,கலவை
കമ്പോസ്റ്റ്,உரம்
കൂട്ടുപലിശ,கூட்டு வட்டி
കണക്കുകൂട്ടൽ,கணக்கீடு
കന്വൂട്ടര്,கணினி
ഏകാഗത,செறிவு
കണ്ടന്റർ,கண்டிஷனர்
മാര്ഗ്ഗം,நடத்தை
കോൺഫിഗറേഷൻ,உள்ளமைவு
അനുരൂപത,ஏற்ப
ആശയക്കുഴപ്പത്തില്,குழப்பம்
സംയോജനം,இணைவு
കണക്റ്റീവ്,இணைப்பு
സംരക്ഷണം,பாதுகாப்பு
ഏകീകരണം,ஒருங்கிணைப்பு
ഘടകങ്ങൾ,தொகுதிகள்
ഉപഭോക്താവ്,நுகர்வோர்
ഉപഭോഗം,நுகர்வு
മലിനമാക്കല്,மாசுபாடு
കോണ്ടൂർ നടീൽ,விளிம்பு நடவு
ബാഹരേഖ,விளிம்பு
കരാർ കൃഷി,ஒப்பந்த விவசாயம்
നിയന്ത്രിത സംഭരണം,கட்டுப்படுத்தப்பட்ட சேமிப்பு
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,கூட்டுறவு வங்கி
സഹകരണക്കാരൻ,கூட்டுறவு
ചെവിസിസ്,காப்பிஸ்
വലം,கோர்ம்
കൊറോള്ള,கொரோலா
Cuortex,கோர்டெக்ஸ்
ചെലവ്,செலவு
കോട്ടിലെഡൺ (വിത്ത്),கோட்டிலிடன் (விதை)
ക്രെഡിറ്റ് സമൂഹം,கடன் சங்கம்
കീര്ത്തി,கடன்
കടക്കാരന്,கடன் வழங்குபவர்
ചിഹ്നം,முகடு
കാശി,நொறுக்குதல்
പതിസന്ധി,நெருக்கடி
മാനദണ്ഡം,அளவுகோல்
വിമര്ശിക്കുന്ന,விமர்சன
വിള ഇൻഷുറൻസ്,பயிர் காப்பீடு
വിള വായ്പ,பயிர் கடன்
വിള,பயிர்
വിളവെടുപ്പ് പ്രദേശം,பயிர் பகுதி
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,குறுக்கு இணக்கமானது
കിരീടം (പ്ലാന്റ്),கிரீடம் (ஆலை)
അപ്പക്കഷണം,நொறுக்கு
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,மேல் ஓடு
ക്രിപ്റ്റോഗം,கிரிப்டோகாம்
കല്ല് (പഴങ്ങൾ),குல் (பழங்கள்)
കുള,அடிம்
കൃഷിചെയ്യുക,சாகுபடி
കൃഷി,சாகுபடி
കൃഷിക്കാരൻ,பயிரிடுபவர்
സംസ്കാരം,கலாச்சாரம்
രോഗശമനം,குணப்படுத்துதல்
കേവിംഗ്,கர்லிங்
പവാഹം,நாணய
ഉപയാകൃതിയായ,வெட்டு
മുറിക്കൽ,கட்டிங்
തൊലി,நீர்க்கட்டி
സൈറ്റോക്രോം,சைட்டோக்ரோம்
Cytogy,சைட்டோகாமி
Cretogenesis,சைட்டோஜெனெஸிஸ்
സൈറ്റോജെനിറ്റിക്സ്,சைட்டோஜெனெடிக்ஸ்
സൈറ്റോകിനിസ്,சைட்டோகினேசிஸ்
സൈറ്റിയോളജി,சைட்டாலஜி
സൈനോളിസിസ്,சைட்டோலிசிஸ்
സൈറ്റോമിയർ,சைட்டோமியர்
സൈറ്റോപ്ലാസം,சைட்டோபிளாசம்
കാബേജ്,முட்டைக்கோஸ்
കള്ളിച്ചെടി,கற்றாழை
കലണ്ടുല,காலெண்டுலா
കാനറി പുല്ല് (ഫലാരിസ്),கேனரி புல் (ஃபாலரிஸ்)
കാന,கன்னா
കപ്പരിസ്,கபாரிஸ்
കാപ്സിക്കം,கேப்சிகம்
കാരാംബോള,காரம்போலா
കാരാപ്പ,கராபா
ഏലാമി,ஏலக்காய்
മാംസവര്ണ്ണം,கார்னேஷன்
കാരറ്റ്,கேரட்
കശുവണ്ടി,முந்திரிப்பருப்பு
കാസിയ,காசியா
നായക,ஆமணக்கு
കോളിഫ്ലവർ,காலிஃபிளவர்
മുള്ളങ്കി,செலரி
ഖപായം,SAMPAC
ചെനോപോഡിയം,செனோபடியம்
ചെറി തക്കാളി,செர்ரி தக்காளி
ചെറി,செர்ரி
"ചിക്കൻ, ഗ്രാം","சுண்டல், கிராம்"
മുള്ളികൾ,மிளகாய்
ചൈന ടർപ്പന്റൈൻ ട്രീ,சீனா டர்பெண்டைன் மரம்
ച ow-ച ow,சவ் சவ்
ക്രിസന്തമം,கிரிஸான்தமம்
"ചുഫ, എർത്ത് ബദാം","சூஃபா, பூமி பாதாம்"
സിക്കോറി,சிகோரி
കറുവ,இலவங்கப்பட்டை
സിട്രൺ,சிட்ரான்
സിട്രോൻസെല്ല പുല്ല്,சிட்ரோனெல்லா புல்
ജസ്മിൻ കയറുന്നു,மல்லிகை ஏறும்
ചൂള,கிராம்பு
ക്ലസ്റ്റർ ബീൻ,கிளஸ்டர் பீன்
കൊക്കോ,கோகோ
നാളികേരം,தேங்காய்
കോഫി,கொட்டைவடி நீர்
കൊളാസ്,கோலியஸ்
കൊളോസാസിയ,கொலோகாசியா
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","கொலோசிந்த், கசப்பான ஆப்பிள்"
സാധാരണ പർപ്പഴം,பொதுவான பர்ஸ்லேன்
മല്ലി,கொத்தமல்லி
പരുത്തി,பருத்தி
കൗപിയ,கவ்பியா
ക്യൂബ്,கியூப்
വെള്ളരിക്ക,வெள்ளரி
കുക്കർബിറ്റുകൾ,கிகர்பிட்ஸ்
കുമിൻ,சீரகம்
കറി ഇല,கறி இலை
കസ്റ്റാർഡ് ആപ്പിൾ,கஸ்டார்ட் ஆப்பிள்
കാപ്സ്യൂൾ ബോറർ,காப்ஸ்யூல் துளைப்பான்
കാറ്റർപില്ലർ,கம்பளிப்பூச்சி
സിട്രസ് സൈല,சிட்ரஸ் சைலா
കിക്കറ്റ്,மட்டைப்பந்து
കാക്ക,காகம்
പുഴുവിനെ മുറിക്കുക,புழு வெட்டு
പാല്ശേഖരണകേന്ദം,பால்
ക്ഷീണം,பால்
അണക്കെട്ട്,அணை
ഡേ-ന്യൂട്രൽ,நாள்-நடுநிலை
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,பூக்கும் சில நாட்கள்
നിറച്ച ദിവസങ്ങൾ,முழு பூக்கும் சில நாட்கள்
വഴുതിവീഴുന്നു,டிப்ளஸமிங்
നിര്ണ്ണായകീകരണം,Decalcification
പാനമായ,Decant
അഴുകല്,சிதைவு
ഇലപന്തം,இலையுதிர்
ദശാംശ,தசம
അപരാപ്തത,குறைபாடு
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),மண் (மண்)
വസതിരൂപം,அழிவு
വികോപനം,நீக்குதல்
വനനശീകരണം,காடழிப்பு
അപചയം,சிதைவு
അധalal അപലതം,சீரழிவு
ഡിഗ്രി ദിവസങ്ങൾ,பட்டம் நாட்கள்
ഡിഗ്രി,பட்டம்
വിജ്ഞാനം,விலகல்
