Marathi,Hindi
अँग्लिकन कम्युनियन,आंग्ल चर्च
अँग्लिकनवाद,आंग्ल चर्चवाद
अँग्लो-फोब,आंग्ल विरोधी
अँग्लो-फोबिया,आंग्ल-दुर्भीति
अँग्लो-सॅक्सन,आंग्ल सैक्सन
अँग्लो-सॅक्सोनवाद,आंग्ल-सैक्सनवाद
अॅनालिस्ट,"आख्यान-लेखक, आख्यानकार"
इतिहास,"वर्षवृत्त, आख्यान, ख्यात"
संलग्नीकरण,"अधिनहन, मिला देना"
अँटी-बेलम,युद्ध पूर्व (स्थिति)
पूर्वीची तारीख,"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण"
कारकुनविरोधी,पादरी प्रथा विरोधी
कारकुनी विरोधी कायदा,पादरी प्रथा विरोधी विधान
पुरातन वास्तू,"पुरावशेष, पुरावस्तु"
विरोधी भाडे,लगान-विरोधी
विरोधी भाडे,2. एन्टी रैन्ट पार्टी
सेमिटिझम विरोधी,"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद"
अँझॅक,ऐन्ज़ेक
अपेला,नागरिक सभा
अरालू,अरालू
आर्च बिशप,आर्च बिशप
आर्च डची,आर्च डची
आर्च ड्यूक,आर्च ड्यूक
आर्काइफ (=अभिलेख संग्रह),पुरालेख संग्रह
आर्किपिस्कोपेट,महाधर्माध्यक्ष का पद
अभिजात वर्ग,अभिजाततंत्र
कुलीन,अभिजात
खानदानी स्नोबरी,अभिजातीय दंभ
अॅरिस्टोटेलियन,अरस्तूवादी
आरमार,आर्मेडा
आरमार (=स्पॅनिश आरमार),स्पेन का आर्मेडा
आर्मोरिस्ट (= आर्मरिस्ट),कवच-विशारद
चिलखत (= चिलखत),"कवच, बख्तर, वर्म"
आर्मरिस्ट,अo देo armorist
आर्यन,आर्य
आर्यन,2. कुलीन
अस्करी,अस्कारी
नियुक्त करा,"आसिग्ना, भू-प्रतिभृत मुद्रा"
Assize,अभिसत्र
Assize,2. विधिपृच्छा
Assize,3. अभिसत्राधिनियम
शस्त्रास्त्र कायद्याची मदत,आयुध अभिसत्राधिनियम
डॅरेन प्रेझेंटमेंटची मदत,डारेन उपस्थापन अभिसत्राधिनियम
मॉर्ट &#39;डी&#39; पूर्वजांची मदत,मृत पूर्वज अभिसत्राधिनियम
कादंबरी Disseisin च्या Assize,अभिनव अधिधारणोत्सादन अभिसत्राधिनियम
अत्याचार,नृशंसता
हल्ला,आक्रमण
ऑलिक कौन्सिल,"सर्वोच्च न्यायालय, ऑलिक काउन्सिल"
देवीची कुर्‍हाड (= देवी कुर्हाड),गेडिस समाधान
अक्ष (=रोम-बर्लिन-टोकियो अक्ष),धुरी राष्ट्र
बॅबिलोन,"बाबुल, बेबीलोन"
बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद),बेबीलोनी बंदीकरण
बचनाल भक्त,बाखुसी उपासक
बचनालिया,मद्यपानोत्सव
बॅचलर,युवा योद्धा
बगदाद करार,"बगदाद अनुबंध, बगदाद पैक्ट"
बाल्कन लीग,बाल्कन लीग
बाल्कन करार,बाल्कन अनुबंध
बाल्कन युद्धे,बाल्कन युद्ध
बाल्टिक करार,बाल्टिक अनुबंध
डाकू,दस्यु
बांडुंग परिषद,बांडुंग सम्मेलन
हद्दपार,"निर्वासन, देश-निकाला"
बॅनर,"पताका, ध्वजा"
रानटी,बर्बर
बार्बिकन,कोट-घूँघट
बारडोली सत्याग्रह,बारदोली सत्याग्रह
धान्याचे कोठार बर्नर्स,बार्न बर्नस
जहागीरदार,"बैरन, सामंत"
बॅरोनेज,बैरोनेज
Barones majores,महासामंत
बॅरोन्स अल्पवयीन,लघु सामंत
जहागीरदार,सामंत पत्नी
बॅरोनेट,उपसामंत
बॅरोनेटेज,उपसामंत वर्ग
बॅरोनेटेज,2. बैरोनेट वंशावली
बॅरोनेटसी,उपसामंत
बॅरोनी,बैरोनी
बॅराकून,दास बंदीगृह
बॅराकून,2. दास-गृह
बॅरिकेड (= बॅरिकेडो),अवरोध
बॅरिकेड (= बॅरिकेडो),2. घिराव
बॅरिकेड (= बॅरिकेडो),3. मोचबिंदी
बेस कॅम्प,आधार शिबिर
बॅसिलिका,वैसिलिका
बॅसिलिका,2. सभा भवन
बॅस्टिला,बैस्टील
बॅस्टिल,बैस्टील
बॅस्टिल,2. कारागार
बॅटरी,तोपखाना
लढाई,"रण, समर, युद्ध"
Batlle-array,रण-व्यूह
लढाई रडणे,युद्ध-घोष
लढाई दिन,युद्ध कोलाहल
युद्धक्षेत्र,"रण भूमि, रण क्षेत्र, समरांगण"
लढाई भजन,युद्ध-गान
स्पर्सची लढाई,एड़-युद्ध
स्टँडर्डची लढाई,ध्वज-संग्राम
युद्धनौका,"रणपोत, जंगी जहाज़, संगरपोत"
युद्धनौका-शक्ती,"संगरपोत शक्ति, रणपोत-शक्ति"
Bayeux टेपेस्ट्री,बेयू चित्रपट
बीकन,संकेत प्रकाश
बीकन टॉवर,प्रकाश स्तंभ
बीव्हर,मुखरक्षी
बीव्हर,2. बीवर सिक्का
समुद्राचे भिकारी,समुद्री बैगर
बेलिकोज,युयुत्यु
बेलिकोज,2. लड़ाकू
बेलिकोज,3. युद्धप्रिय
बेलिकोसिटी,"युयुत्सा, युद्धप्रियता, लड़ाकूपन"
बेलोना,बेलोना
फायदा,"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति"
धर्मगुरूंचा लाभ,पादरी-सुविधा
बेनेलक्स,बेनीलक्स
बर्लिन डिक्री,"बर्लिन डिकी, बर्लिन निषेध"
बेसरकर,"जुझारू योद्धा, नार्सी योद्धा"
बेझंट (=बेझंट),बजांत
बेथेल,बैथेल
बिब्लिओलेटर,ग्रंथ-पूजक
ग्रंथदिंडी,ग्रंथपूजन
मोठा बर्था,बिग बर्था
धर्मांध,धर्मांध
बिलेटिंग,वासादेश
अटेंडरचे बिल,बिल ऑफ अटेन्डर
अधिकारांचे विधेयक,अधिकार-पत्र
चरित्रकार,"जीवनीकार, चरित लेखक"
जन्मकथा,जातक कथाएँ
बिव्होक,पड़ाव
बिव्होक,2. रण-शिविर
बिव्होक,3. सैनिक पहरा
बिझोनिया,बाइज़ोनिया
काळा पक्षी,अवैध दास आयात
काळा झेंडा,काला झंडा
कृष्ण विवर,काल-कोठरी
कृष्ण विवर,2. ब्लैक होल
काळा पाय (= खरुज),"गद्दार, द्रोही"
काळा शर्ट,"ब्लैक शर्ट, काली कुर्ती दल"
ब्लेझोन,कुल चिह्र
ब्लेझोन,2. कुल चिह्र अंकन
झगमगाट,कुल-चिह्रांकन कला
झगमगाट,2. कलात्मक प्रदर्शन
ब्लिट्झक्रीग,"तड़ित युद्ध, तूफानी हमला"
रक्तहीन क्रांती (=वैभवशाली क्रांती),"गौरवमय क्रांति, रक्तहीन क्रांति"
ब्लडवाईट,"रक्तपात देय, खून की कीमत, रक्तपात दण्ड"
ब्लडी मेरी,खूनी मेरी (सन् - ईo)
निळा,ब्लू
निळे रक्त,"आभिजात्य, कुलीनता"
निळे पुस्तक,"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक"
निळी फीत,"नीला फीता, ब्लू रिबन"
निळी फीत,2. सर्वोच्च सम्मान
ब्लूज (=रॉयल हॉर्स गार्ड),राजकीय रक्षक
निळा शर्ट,नीली कुर्ती दल (इटली)
ब्लू वॉटर स्कूल,नौसेना समर्थक
नियंत्रण मंडळ,"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल"
शरीर चिलखत,"वर्म, जिरह-बख्तर"
बोअर,बूर
लूट,लूट का माल
बरो,बरो
बुलेउटेरियन,सीनेट सदन
बोरबॉन,बूर्बा
बॉक्सर बंडखोरी,बॉक्सर विद्रोह
ब्रेस,भुज कवच
ब्रासर्ड,बाहु पट्टिका
ब्रासर्ड,"2. भुज बंध, भुज कवच"
ब्रेड वसाहती,बहुधान्यक प्रदेश
ब्रेस्ट प्लेट,"वक्षस्त्राण, उरस्ताण"
स्तनाचे काम,आवक्ष भित्ति
ब्रेटवाल्डा,"ब्रेटवाल्डा, ब्रिटनों का अधिपति"
ब्रिगेंड,बटमार
दलाल,"बटमारी, लुंठन, राहजनी"
ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स,"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल"
तपकिरी शर्ट (=नाझी),"ब्राउन शर्ट्स, भूरी कुर्ती दल"
ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन),ब्रुसेल्स संधि संगठन
बफ,महिष चर्म
बफ,2. लघु कोट
बफ-कोट,बफ़-कोट
बफ्स,बफ़-रेज़िमेंट
बुले (=परिषद),ब्यूल
बर्गेज,पट्टेदारी
बर्जेस,पौर प्रतिनिधि
बायझँटाईन,बाईजेन्टिनी
बायझँटाईन चर्च,बाइजेन्टिनी गिरजाघर
बायझँटाईन साम्राज्य,बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य
बायझँटाईन युग,बाइजेन्टिनी संवत्
बायझँटाईन इतिहासकार,बाइजेन्टिनी इतिहासकार
कॅबल,"काबेल, षडयंत्रकारियों का गुट"
सीझरवाद,सीज़रतंत्र
खलिफा,खलीफ़ा
कॅलिग्राफर,"खुशनवीस, सुलेखक"
कॅलिग्राफिस्ट,सुलेख-विशारद
कॅलिग्राफी,सुलेख
कॅल्ट्रॉप,कैल्ट्रॉप
सौहार्द,सौहार्द
कॅमरिला,लघु कक्ष
कॅमरिला,2. षाड्यंत्रिक
कॅमेलॅकम,(पोप का) मुकुट
क्लृप्ती,"छद्मावरण, छद्म गोपन"
मोहीम,अभियान
शिबिराचे अनुयायी,लश्करी; शिविरानुचर
कॅम्पो सॅंटो,गिरजा क़ब्रिस्तान
कॅम्पस मार्टियस,कैंपस मारशियस
कॅनेफोरा,"कान्फोरा, डलियावाली"
कॅंग्यू,कैंग; काष्ठबंध
तोफखाना,गोलाबारी
तोफ चारा,"युद्ध-बलि, तोपचारा"
कॅनन,धर्म-सूत्र
कॅनन कायदा,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
कॅनोपस डिक्री,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
कण्टिंग शस्त्र,"चिह्रित शस्त्र, चिह्रित आयुध"
बंदिवान,बंदी
कॅप्टर,बंदीकर्त्ता
कार्डिनल,कार्डिनल
कार्ल,कार्ल
कॅरोलिंगियन राजवंश,कैरोलिन्जी राजवंश
कार्थुशियन पंथ,कारथूसी संप्रदाय
कार्टोसा,कारथूसी मठ
कॅस्टेलियन,"किलेदार, कोटपाल"
कॅस्टेलियन,2. केस्टेलन
जाती व्यवस्था,वर्ण-व्यवस्था
वाडा,() दुर्ग
वाडा,(2) गढ़ी
वाड्याचे शहर,दुर्ग-नगर
कास्त्रा,कैस्ट्रा
कास्त्रा,2. रोमन शिविर
कॅथेड्रा,पादरी का सिंहासन
कॅथेड्रल,मुख्य गिरजाघर
केटो स्ट्रीट कट,केटो स्ट्रीट षडयंत्र
कौडिल्लो,कॉडिलो
घोडेस्वार,() कैवेलियर
घोडेस्वार,(2) घुड़सवार
घोडदळ संसद,कैवेलियर पार्लियामेंट
अदुल्लमची गुहा,"पक्ष-त्यागी गुट, आडुलम गुट"
गुहा चित्रकला,"गुहा-चित्रकारी, गुहा-चित्रण"
गुहा चित्रकला,2. गुहा-चित्र
सेंटमवीर,सेन्टुमविर
सेंच्युरियन,सेंचुरियन
शतक,"शताब्दी, सदी, शती"
साखळी चिलखत (=साखळी मेल),"जिरह-बख्तर, श्रृंखला-कवच"
चंत्री,"समर्पित मंदिर, समर्पित पूजागृह"
चंत्री,2. समर्पित धर्मदास
चॅप बुक,चैप पुस्तिका
धर्मगुरू,"धर्माधिकारी, चैपलिन"
धडा,पादरी मंडल
अपघातांचा अध्याय,सांयोगिक दुर्घटनाएँ
चार्ज करा,कीतिंचिह्र
चार्ज डी अफेयर्स,"कार्यदूत, दूत-कार्यकारी"
चार्ज विभाजन,विदाई परामर्श
चार्जर,युद्धाश्व
रथ,विजय रथ
सारथी,रथारोही
सारथी,2. रथी
सारथी,3. सारथी
धर्मादाय स्वयंपाकघर,"अन्नसत्र, लंगर"
सनद,"अधिकार-पत्र, चार्टर"
चार्टिस्ट चळवळ (=चार्टिझम),चार्टिस्ट आंदोलन
चार्टोफिलेशियम,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
Chateau,"सामंत गढ़ी, शातो"
चेक पोस्ट,पड़ताल चौकी
रासायनिक युद्ध,रासायनिक युद्ध
चेस्टर,दुर्ग-नगर
प्रमुख,सरदार
सरदार,सरदार
सरदार,2. सामंत
सरदार,3. राजा
शिफॉन,"जालांशुक, जालीदार कपड़ा, शिफान"
शौर्य,शौर्य
निवडलेले लोक,यहूदी लोग
ख्रिसमोग्राफीन,दिव्यवाणी कक्ष प्रवचन कक्ष
ख्रिस्ती धर्म,ईसाई जगत
ख्रिश्चन युग,ईसवी काल
ख्रिश्चन समाजवाद,ईसाई समाजवाद
क्रॉनिकल,इतिवृत्त
क्रॉनिकलर,इतिवृत्तकार
Chryse Chersonese,स्वर्ण-भूमि
सिमेलियम,रत्न-कक्ष
Cinquecento शैली,सोलहवीं शती की शैली
परिक्रमा,परिनौचालन
सिस्टर्सियन साधू,सिस्तर्शी साधु
किल्ला,"दुर्ग, गढ़ी"
उद्धरण,() प्रशस्ति
उद्धरण,(2) उपस्थिति सूचना
सविनय कायदेभंग,सविनय अवज्ञा (आन्दोलन)
नागरी युद्ध,गृह-युद्ध
सिव्हिस रोमनस,रोमन नागरिक
शास्त्रीय वय,"कलासिकी युग, श्रेण्य युग"
Clepht (=klepht),बटमार
कारकुनीवाद,"पादरीवाद, पुरोहितवाद"
लिपिक,"भूग्राही, क्लेरुक"
क्लुनियाक हालचाली,क्लूनी आंदोलन
कोट चिलखत,"कवच, जिरह-बख्तर"
अंगरखा,कुलांक
अंगरखा,2. आयुधांक
अंगरखा,3. अस्त्र-ध्वजादि-चित्रण
मेलचा कोट,"कवच, जिरह-बख्तर, अंगत्राण"
पलटण,कोहॉर्ट
कॉमिटिया,कोमिशिया
Comitia Centuriata,कोमिशिया सेंतुरियाता
Comitia Curiata,कोमिशिया क्यूरिआता
कमिटीया ट्रिबुटा,कोमिशिया ट्रिब्यूता
स्मारक कमान,स्मारक तोरण
स्मारक नाणे,स्मारक सिक्का
स्मारक शिक्का,स्मारक मुहर
सामान्य फील्ड,सार्वजनिक भूमि
Communard,कम्यूनार्ड
कॉन्कॉर्डॅट,समझौता
कॉन्कॉर्डॅट,2. धर्म-संधि
कॉन्डोटिएरे,कंदोत्यर
पुष्टीकरण कार्टारम,"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि"
संघर्ष,संघर्ष
मंडळी,धर्म-संगति
जिंकणारे राज्य,विजेता राज्य
जिंकणारा,विजेता
जिंकणारा,"वर्षक वीर, अत्याचारी विजेता"
कॉन्सिलियम,राजपरिषद्
कंसिस्टरी,"चर्च न्यायालय, काँसिस्टरी"
षडयंत्र,षड़यन्त्र
षडयंत्र,2. साजिश
वाणिज्य दूतावास,कांसुली शासन
सल्लामसलत पुस्तक,परामर्श-पुस्तिका
खंडीय प्रणाली,महाद्वीपीय व्यवस्था
अधिवेशन संसद,अनधिकृत आहूत पार्लियामेंट
कॉपरहेड्स (=पीस डेमोक्रॅट्स),कापरहेड्स
कॉपीहोल्ड,"पट्ट-भूमि, पट्टे पर मिली भूमि"
कोर्डनिंग,परिसीमन; घेरा डालना
कोरोना,"मुकुट, किरीट"
राज्याभिषेक,राज्याभिषेक
राज्याभिषेक दगड,"अभिषेकाश्म, अभिषेक-शिला"
कॉर्पस,(ग्रंथ) संग्रह
Corsair,"जलदस्यु, समुद्री डाकू"
Corsair,2. दस्यु पोत
कॉर्सेट (=कॉर्सलेट),"उरस्त्राण, वक्षस्त्राण"
कोर्टेस,"कार्टिज़, स्पेनी संसद"
कोटर (=कोटीर),कुटी घर
कोटर (= cottier),2. खिदमती काश्तकार
काउंट पॅलेटिनेट,काउन्ट पैलेटीनेट
देशाचे घर,ग्राम्य आवास
परगणा,काउन्टी
काउंटी बरो,काउन्टी बरो
काउंटी न्यायालये,काउन्टी न्यायालय
काउंटी पॅलाटिन,काउन्टी रियासत
कोर्ट,दरबार
कोर्ट,2. राजसभा
न्यायालयाचे परिपत्रक,राजपरिपत्र
न्यायालयीन शिष्टाचार,"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा"
दरबारी,"राजदरबारी, राजसभासद, मुसाहिब"
कोर्ट ऑफ कॅसेशन,कोर्ट ऑफ कैसेशन
कोर्ट ऑफ डायरेक्टर्स (EIC),"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स"
मालकांचे न्यायालय,"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स"
दरबारी कवी,राजकवि
करार केला कॅमेरोनियन,प्रसंविदाकारी केमेरोनपंथी
मुकुट,"राजा, क्राउन"
मुकुट,2. (क) ताज
मुकुट,(ख) मुकुट
मुकुट जमीन,"खालसा, राजभूमि"
मुकुट जमीन,2. संघ राज्य
राजकुमार,युवराज
धर्मयुद्ध,"धर्मयुद्ध, जिहाद"
धर्मयुद्ध,धर्म-योद्धा
क्रिप्टोग्राम,"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश"
कुइरास,"वक्षस्त्राण, जिरहबख़्तर"
क्युरासियर,"चर्म कवचधारी, अश्वारोही"
पंथ देवता,संप्रदाय देवता
कुरिया,"क्यूरिया, सभा-भवन, परिषद"
कुरिया,2. रोम का सीनेट भवन
झारवाद,जारशाही
गडद खंड,अंध महाद्वीप
न्यायाचा दिवस,प्रलय-दिवस
न्यायाचा दिवस,2. क़यामत का दिन
डीन,"डीन, अधिष्ठाता"
दशक,जशक
दिनारियस,दीनार
पदच्युत सम्राट,सिंहासनच्युत राजा
उध्वस्त करा,विलुंठन
उध्वस्त,"अपहरण, लूट-खसोट"
डिथ्रोन,गद्दी से उतारना
डायडेम,राजमुकुट
डायडेम,2. किरीट
डायडेम,3. राजचिह्र
डायशिया,डायेसिया
डिकॅस्टेरियम,न्यायालय
डिलुवालिस्ट,जलप्रलयवादी
बिशपच्या अधिकारातील प्रदेश,बिशप-क्षेत्र
बिशपच्या अधिकारातील प्रदेश,2. डायोसीज़
डायरेक्टरी (=निर्देशिका),क्रांतिकारी कार्यकारिणी
डायरेक्टरी (=निर्देशिका),2. दायरोक्तायर
दिरहाम,दिरहम
अविश्वासू,निष्ठाहीन
अविश्वासू,2. देशद्रोही
चूकीचा सिद्धांत,"राज्य-अपहरण नीति, राज्यलय-नीति"
दस्तऐवज,"प्रलेख, दस्तावेज़"
कागदोपत्री पुरावा,"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य"
डोम्सडे बुक,"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक"
कॉन्स्टंटाईनचे दान,कॉन्सटेन्टाइन का दान
नशिबात,"विधि, क़ानून"
डोगर राणी,राजमाता
ड्रॅगन,"ड्रेगून, घुड़सवार"
ड्रोमेडरियन,साँडनी सवार
ड्रोमेडरी,"साँडनी, मादा ऊँट"
ड्रोमंड,महा नौका
दुहेरी,द्वंद्व युद्ध
दुहेरी युती,"डुअल अलाएँस, दोहरी संधि"
दुहेरी entente,ड्यूल आँताँत
दुहेरी प्रणाली (= दुहेरी सरकार),"दोहरा शासन, दुहरी सरकार, द्वैध शासन"
सरदार,ड्यूक
ड्यूमा,ड्यूमा
बटू अवतार,वामन अवतार
राजवंश,वंश
राजवंश,2. राजवंश
गरुड,गरूड़
मोठा माणूस,एल्डरमेन
अर्ल,अर्ल
अर्लडम,"अर्लपद, अर्लक्षेत्र"
लवकर गुप्त,"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा"
प्रारंभिक (ऐतिहासिक) साइट,पूर्वकालीन (ऐतिहासिक) स्थल
प्रारंभिक वैदिक काळ,पूर्व वैदिक काल
उपदेशक,नागरिक सभा
पुनर्स्थापना आदेश,"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन"
आठ पट मार्ग,अष्टांगिक मार्ग
वडीलधारे,"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर"
ज्येष्ठ राजकारणी (= genro),वयोवृद्ध राजविद्
हत्तीचा गोडा,अंकुश
अकरा वर्षांचा जुलूम,"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य"
एलिसी (=एलिसी),एलीजे
बंदिस्त चळवळ,बाड़ाबंदी आंदोलन
एनसायकिकल,पोप-परिपत्र
विश्वकोशवादी चळवळ,विश्वकोशकार आंदोलन
एंटेंट,"आंतांत, सौहार्द"
एंटेंट कॉर्डियल,"दृढ़ सौहार्द, आंतांत कार्दिआल"
सिंहासन,राज्यारोहण
दलाल,"परिचारक गण, परिचर"
एफोद,"वस्त्र, परिधान"
एफोर,"दंडाधीश, एफोर"
महाकाव्य युग,वीरयुग
महाकाव्य नायक,महाकाव्य-नायक
एपिग्राफ,पुरालेख
एपिस्कोपसी,बिशपतंत्र
एपिस्कोपेट,विशप-पीठ
भाग,घटना
युग,युग
युग निर्माण करणारी घटना,युगांतरकारी घटना
युग निर्माण करणारा माणूस,युग-प्रवर्तक व्यक्ति
उपनाम,नाम-स्रोत
इक्वरी,अश्वपाल
इक्वरी,2. एक्यरी
अश्वारूढ पुतळा,अश्वारोही मूर्ति
युग,"काल, संवत्"
एर्गस्टुलम,दास-कारागार
युकेरिस्ट,यूखेरिस्त
इव्हेंजेलिकलिझम,"शुभ संदेशवाद, इंजीलवाद"
इव्हँजेलिकल चळवळ,इंजीली आंदोलन
प्रचारक,"इंजीली प्रचारक, इंजीलवादी"
Exarch,एक्सार्क
Exilarch,"निष्कासितों का शासक, निर्वासितों का शासक"
फालंगिस्ट,फैलेंजवादी
वडिलांची जमीन,() पितृभूमि
वडिलांची जमीन,(2) स्वदेश
फेरी,पर्व
फेटिश,जड़-पूजा
जहागीरदार धारण,सामंती-क्षेत्र
सरंजामशाही (=सामंत व्यवस्था),"सामंतवाद, सामंतशाही"
सरंजामशाही व्यवस्था,सामंती व्यवस्था
सामंत,सामंत
फिदेई बचावकर्ता (=विश्वासाचा रक्षक),धर्मत्राता
फिफ,जागीर
फील्ड सिस्टम,क्षेत्र-व्यवस्था
पंधरावा कर,पंचदशांश कर
आकृती डोके,नाम मात्र का अध्यक्ष
फिन डी siecle,अवसानमुखी शताब्दी
आग भक्षक,फायर ईटर
पाच मैल कायदा,पाँच मील अधिनियम
झेंडा,"पताका, ध्वज"
फ्लेमेन डायलिस,जुपिटर के पुजारी
फ्लेमेन मार्शियलिस,मार्स के पुजारी
ज्वलंत मशाल,"दीप्त शिला, जलती मशाल"
पार्श्वभाग,"पार्श्व, बाजू"
flanking चळवळ,"तुलुग़मा, पार्श्वग्राह"
भरभराट होत असलेली सभ्यता,उन्नतिशील सभ्यता
प्रवाही विश्वास,नदी संबंधी विश्वास
लोकदेवता,"लोक-देवता, जन-देवता"
लोकदेवता,जन-देवी
लोक स्मृती,लोक-स्मृति
लोककथा (=लोककथा),लोक कथा
चारा,रसदमारी धावा
धाड,धावा
पूर्वापार,"पुरखा, पूर्वज"
पूर्वज,"पूर्वज, पुरखा"
अग्रदूत,पूर्वगामी
उदासीन आशा,"जोखिम दल, अग्रदल"
निर्मितीचा टप्पा,निर्माण-अवस्था
किल्ला,"किला, दुर्ग, गढ़"
तटबंदी,क़िलाबंदी
तटबंदी असलेले शहर,"प्राचीरयुक्त नगर, परकोटेवाला नगर"
किल्ला,"दुर्ग, कोटला, गढ़ी"
फॉर्च्युना,फॉर्चूना
फोरम रोमनम,रोमन फोरम
फ्रान्सिस्कन,फ्रांसिस श्रमण
फ्रँकलिन,मध्यवर्गीय ज़मींदार
भ्रातृसंहारक युद्ध,भ्रातृघातक युद्ध
मोफत चर्च,"स्वतंत्र चर्च, अबद्ध गिरजा"
फ्रीहोल्डर,"उन्मुक्त भूमिधर, स्वतंत्र माफीदार"
