Kannada,Odiya
ನಿಯೋಜನೆ,ଆସାଇନମେଣ୍ଟ
ಸಂಘ,ସଙ୍ଗଠନ
ಸಹಾಯಕ ವಿಳಾಸ,ସହଯୋଗୀ ଠିକଣା
ಸಹಾಯಕ ಸ್ಮರಣೆ,ସହଯୋଗୀ ସ୍ମୃତି
ಆಸ್ಟರಿಕ್,ନକ୍ଷତ୍ର
ಅಸಮ್ಮಿತ,ଅସୀମିତ |
ಅಸಮಕಾಲಿಕ,ଅସନ୍ତୁଳିତ |
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
ಪರಮಾಣು,ପରମାଣୁ
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
ಲಗತ್ತಿಸಲಾದ ಕಡತ,ସଂଲଗ୍ନ ଫାଇଲ୍ |
ಬಾಂಧವ್ಯ,ସଂଲଗ୍ନ
ಗುಣಲಕ್ಷಣ,ଗୁଣ
ಆಡಿಯೋ,ଅଡିଓ
ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |
ಆಡಿಟ್ ಟ್ರಯಲ್,ଅଡିଟ୍ ଟ୍ରେଲ୍ |
ವರ್ಧನೆ,ବୃଦ୍ଧି
ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,ଲେଖକ ପ୍ରଣାଳୀ
ಅಧಿಕಾರ,ପ୍ରାଧିକରଣ
ಸ್ವಯಂ ಅಮೂರ್ತ,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ,ଅଟୋବୋଟିଂ
ಆಟೋಕ್ಯಾಡ್,ଅଟୋକ୍ୟାଡ୍ |
ಸ್ವಯಂ ಲಾಗ್ ಆನ್,ଅଟୋଲୋଜି ଅନ୍
ಸ್ವಯಂಚಾಲಿತ,ଅଟୋମେଟା |
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,ସ୍ୱୟଂଚାଳିତ ଗଣନା
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ,ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ
ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ,ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |
ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ,ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ,ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |
ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ,ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM),ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍)
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,ସ୍ୱୟଂଚାଳିତ
ಸ್ವಚಾಲಿತ,ସ୍ଵତଃ ଚଳିତ
ಸ್ವಯಂ ಉಳಿಸಿ,ଅଟୋସେଭ୍ |
ಸಹಾಯಕ,ସହାୟକକାରୀ
ಸಹಾಯಕ ಸ್ಮರಣೆ,ସହାୟକ ସ୍ମୃତି
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,ସହାୟକ ଷ୍ଟୋରେଜ୍
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,ଉପଲବ୍ଧ ତାଲିକା |
ಲಭ್ಯವಿರುವ ಸಮಯ,ଉପଲବ୍ଧ ସମୟ |
ಸರಾಸರಿ,ହାରାହାରି
awk (ಭಾಷೆ),awk (ଭାଷା)
ಬ್ಯಾಕೆಂಡ್,ବ୍ୟାକେଣ୍ଡ୍ |
ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್,ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |
ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ,ବ୍ୟାକଫେସ୍ ଅପସାରଣ |
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ,ବ୍ୟାକିଂ ଷ୍ଟୋର |
ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್,ବ୍ୟାକପ୍ୟାଚ୍
ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್,ବ୍ୟାକସ୍ପେସ୍ |
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,ବ୍ୟାକଟ୍ରାକ୍
ಬ್ಯಾಕ್ ಅಪ್,ବ୍ୟାକ୍ ଅପ୍ |
ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ,ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |
ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ,ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ಆಯವ್ಯಯ ಪಟ್ಟಿ,ତୂଳନା ପତ୍ର
ಬ್ಯಾಂಡ್,ବ୍ୟାଣ୍ଡ
ಬ್ಯಾಂಡ್ ಅಗಲ,ବ୍ୟାଣ୍ଡ ଓସାର |
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
ಬಾರ್ ಕೋಡ್,ବାର୍ କୋଡ୍
ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,ବାର୍ କୋଡ୍ ସ୍କାନର୍ |
ಬಾರ್ ಗ್ರಾಫ್,ବାର୍ ଗ୍ରାଫ୍ |
ಮೂಲ ವಿಳಾಸ,ମୂଳ ଠିକଣା
ಬೇಸ್ ಬ್ಯಾಂಡ್,ବେସ୍ ବ୍ୟାଣ୍ଡ |
ಮೂಲ ಸಂಖ್ಯೆ,ଆଧାର ସଂଖ୍ୟା
ಬೇಸ್ ಟೇಬಲ್,ଆଧାର ଟେବୁଲ୍ |
ಬೇಸಿಕ್,ବେସିକ୍ |
ಮೂಲ ನಿಯಂತ್ರಣ,ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |
ಮೂಲ ಇನ್ಪುಟ್,ମ basic ଳିକ ଇନପୁଟ୍ |
ಮೂಲ ಸೂಚನೆ,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
ಮೂಲ ಔಟ್ಪುಟ್,ମ basic ଳିକ ଆଉଟପୁଟ୍
ಮೂಲ ಹಂತ,ମ basic ଳିକ ପଦକ୍ଷେପ |
ಬ್ಯಾಚ್,ବ୍ୟାଚ୍
ಬ್ಯಾಚ್ ಫೈಲ್,ବ୍ୟାଚ୍ ଫାଇଲ୍ |
ಬ್ಯಾಚ್ ಸ್ಥಾನ,ବ୍ୟାଚ୍ ସ୍ଥିତି |
ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ,ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |
ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ,ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |
ಬಾಡ್,baud
ಬೌಡ್ ದರ,ବାଉଡ୍ ହାର
ಕಿರಣ,ବିମ୍
ಮಾನದಂಡ,ମାନଦଣ୍ଡ
ದ್ವಿಮುಖ ಸಂವಹನ,ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |
ದ್ವಿಮುಖ ಲಿಂಕ್,ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |
ಬೈನರಿ ಕೋಡ್,ବାଇନାରୀ କୋଡ୍ |
ದ್ವಿಮಾನ ಅಂಕಿ,ବାଇନାରୀ ଅଙ୍କ
ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,ବାଇନାରୀ ସଂଖ୍ୟା
ಬೈನರಿ ಆಪರೇಟರ್,ବାଇନାରୀ ଅପରେଟର୍ |
ದ್ವಿಮಾನ ಸಂಬಂಧ,ବାଇନାରୀ ସମ୍ପର୍କ |
ಬೈನರಿ ಹುಡುಕಾಟ,ବାଇନାରୀ ସନ୍ଧାନ |
ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST),ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST)
ಬೈನರಿ ವರ್ಗಾವಣೆ,ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |
ಅವಳಿ ಮರ,ବାଇନାରୀ ଗଛ |
ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ,ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି
ಜನನ ಮರಣ ಮಾದರಿ,ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |
