Marathi,Kannada
बेरीज करणे,ಒಟ್ಟುಗೂಡಿಸಲು
"बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)","ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)"
"संयुक्त स्वर, अतिरिक्त स्वर (स्वर)","ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)"
additive,ಸಂಯೋಜಕ
आसंजन,ಅಂಟಿಕೊಳ್ಳುವಿಕೆ
चिकट ऊर्जा,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
adiabat,ಅಡಿಯಾಬಟ್
adiabatic,ಅಡಿಯಾಬಾಟಿಕ್
उष्णता इन्सुलेट,ಶಾಖ ನಿರೋಧಕ
संलग्नक,ಬಾಂಧವ್ಯ
बदलानुकारी,ಹೊಂದಾಣಿಕೆ
प्रवेश,ನುಗ್ಗುವಿಕೆ
शोषण,ಹೊರಹೀರುವಿಕೆ
पुढे,ಮುಂದೆ
प्रगतीशील,ಪ್ರಗತಿಪರ
"आकाशी, वायु (वि.), हवाई (सं.)","ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)"
अँटेना प्रवाह,ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್
हवाई सर्वेक्षण,ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ
हवेचा वेग,ಗಾಳಿಯ ವೇಗ
वायुगतिकीय गुणांक,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ
वायुगतिकीय,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ
वायुगतिकी,ವಾಯುಬಲವಿಜ್ಞಾನ
वैमानिक,ಏರೋನಾಟಿಕಲ್
वैमानिक,ಏರೋನಾಟಿಕ್ಸ್
हवेची नाडी,ಗಾಳಿಯ ನಾಡಿ
"वातावरण, वायूमंडल","ವಾತಾವರಣ, ಅನಿಲಗೋಳ"
फोकस सिस्टम,ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ
परत प्रज्वलन,ಹಿಂಭಾಗದ ದಹನ
परत प्रकाश,ಹಿಂಬದಿ ಬೆಳಕು
आघात,ಕನ್ಕ್ಯುಶನ್
"वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे","ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ"
वेळ प्रभावित,ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ
"वृद्धत्व, वृद्धत्व","ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ"
वेळेचा प्रभाव,ಸಮಯದ ಪರಿಣಾಮ
वेळ प्रभाव चाचणी,ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ
गुरुत्वाकर्षणरहित,ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ
समेट,ಸಮನ್ವಯ
"हवाई रडार, हवाई रडार","ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್"
"हवाई लक्ष्य, हवाई लक्ष्य","ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ"
हवा श्वसन यंत्र,ವಾಯು ಉಸಿರಾಟಕಾರಕ
वातानुकुलीत,ಹವಾನಿಯಂತ್ರಣ
विंडप्रूफ ट्रान्सफॉर्मर,ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
विमान,ವಿಮಾನ
संरेखन,ಜೋಡಣೆ
संरेखन त्रुटी,ಜೋಡಣೆ ದೋಷ
थेट सर्किट,ಲೈವ್ ಸರ್ಕ್ಯೂಟ್
पूर्ण काचेची ट्यूब,ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ
संपूर्ण धातूची नळी,ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ
निराकरण,ಸರಿಪಡಿಸಲು
"मिश्रातु (सं.), मिश्रत्व (क्र.)","ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)"
मिश्रत्व,ಮಿಶ್ರತ್ವಾನ್
सर्वव्यापी माध्यम,ಸರ್ವತ್ರ ಮಾಧ್ಯಮ
सर्व अँटेना,ಓಮ್ನಿ ಆಂಟೆನಾ
पंचांग,ಪಂಚಾಂಗ
अल्फा,ಆಲ್ಫಾ
अल्फा क्रियाकलाप,ಆಲ್ಫಾ ಚಟುವಟಿಕೆ
अल्फान्यूमेरिक,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
अल्फा किरण,ಆಲ್ಫಾ ಕಿರಣ
बदला,ಬದಲಾವಣೆ
"पर्यायी, पर्यायी","ಪರ್ಯಾಯ, ಪರ್ಯಾಯ"
अल्टरनेटर,ಆವರ್ತಕ
अल्टिमीटर,ಅಲ್ಟಿಮೀಟರ್
अल्टिमीटर,ಅಲ್ಟಿಮೀಟರ್
altimetry,ಆಲ್ಟೈಮೆಟ್ರಿ
"उंची, उंची, उंची, उंची","ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ"
अंकगणित तर्क युनिट (ALU),ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU)
amaget नियम,ಅಮೇಟ್ ನಿಯಮ
वातावरण,ಪರಿಸರ
amicron,ಅಮಿಕ್ರಾನ್
ammeter,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ
अँपिअर,ಆಂಪಿಯರ್
अँपिअर-लॉ,ಆಂಪಿಯರ್-ಕಾನೂನು
उभयचर आयन,ಉಭಯಚರ ಅಯಾನು
प्रवर्धन,ವರ್ಧನೆ
अॅम्प्लीफायर,ಆಂಪ್ಲಿಫಯರ್
"कोन, परिमाण","ಕೋನ, ಆಯಾಮ"
a एम. यू. (अणु वस्तुमान एकक),ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ)
सुसंगत,ಹೊಂದಬಲ್ಲ
साधर्म्य,ಸಾದೃಶ್ಯ
विश्लेषक,ವಿಶ್ಲೇಷಕ
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
विश्लेषणात्मक,ವಿಶ್ಲೇಷಣಾತ್ಮಕ
नॉन पॉइंट,ಪಾಯಿಂಟ್ ಅಲ್ಲದ
विसंगत,ಅಸಂಗತ
आणि दरवाजा,ಮತ್ತು ಬಾಗಿಲು
गैर-ध्वनी,ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ
विसंगत लवचिकता,ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
निर्जल,ಜಲರಹಿತ
कोन,ಕೋನ
अँग्स्ट्रोम युनिट,ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ
टोकदार,ಕೋನೀಯ
protractor vernier,ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್
विवादास्पद,ವಿವಾದಾತೀತ
अनादर,ಗೌರವವಿಲ್ಲದ
अक्रोमॅटिक चुंबकीकरण,ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ
सुस्त,ಆಲಸ್ಯ
anion,ಅಯಾನ್
असममित,ಅಸಮ್ಮಿತ
समस्थानिक,ಐಸೊಟ್ರೊಪಿಕ್
isotropism,ಐಸೊಟ್ರೋಪಿಸಮ್
हटवणे,ಅಳಿಸುವಿಕೆ
कटकारस्थान,ನಿರೂಪಕ
एनोड,ಆನೋಡ್
anodization,ಆನೋಡೈಸೇಶನ್
विसंगत,ಅಸಮಂಜಸ
ऑप्टिकल प्रणाली,ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್
अँटेना,ಆಂಟೆನಾ
अँटीबेरियन,ಆಂಟಿಬೆರಿಯನ್
अँटी-बॉन्डिंग गुणधर्म,ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ
काउंटर बाँड,ಕೌಂಟರ್ ಬಾಂಡ್
उलट शक्ती,ಹಿಮ್ಮುಖ ಶಕ್ತಿ
डायमॅग्नेटिक,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್
डायमॅग्नेटिक सामग्री,ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು
विरोधी दाहक,ವಿರೋಧಿ ಉರಿಯೂತ
गुरुत्वाकर्षण,ಗುರುತ್ವ ವಿರೋಧಿ
antilamda कण,antilamda ಕಣ
ऍलेलेप्टन,ಅಲೆಲೆಪ್ಟನ್
डायमॅग्नेटिक,ಕಾಂತೀಯ
प्रतिपदार्थ,ಆಂಟಿಮಾಟರ್
क्षेपणास्त्र विरोधी,ವಿರೋಧಿ ಕ್ಷಿಪಣಿ
अँटीन्यूट्रॉन,ಆಂಟಿನ್ಯೂಟ್ರಾನ್
pulsating,ಮಿಡಿಯುತ್ತಿದೆ
अँटीन्यूक्लिओन,ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್
प्रतिकण,ಪ್ರತಿಕಣ
अँटीप्रोटॉन,ಆಂಟಿಪ್ರೋಟಾನ್
परावर्तक,ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ
विषमताविरोधी,ಆಂಟಿಸಮ್ಮಿತೀಯ
आवर्ती नाही,ಮರುಕಳಿಸುವುದಿಲ್ಲ
अनाक्रोनिझम,ಅನಾಕ್ರೊನಿಸಮ್
छिद्रित स्कॅनिंग डिस्क,ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್
द्वारक,ದ್ವಾರಕ್
"वर, वर, समोर","ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ"
"उच्च सूर्य, उच्च सूर्य","ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್"
उदासीन लेस,ನಿರಾಸಕ್ತಿ ಲೇಸ್
गैर-दयनीय,ಕರುಣಾಜನಕವಲ್ಲದ
अपंगत्व नसणे,ಅಂಗವೈಕಲ್ಯವಲ್ಲದ
अतिशय वर्णवर्धक,ಬಹಳ ವರ್ಣರಹಿತ
"जमीन-उंच, apogee","ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ"
"nonpolar, circumpolar","ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ"
parapolarity,ಪರಧ್ರುವೀಯತೆ
साधन,ಸಾಧನ
"आभासी, दृश्य","ವಾಸ್ತವ, ದೃಶ್ಯ"
दृश्यमान सूर्य,ಗೋಚರ ಸೂರ್ಯ
दृश्य वेळ,ದೃಶ್ಯ ಸಮಯ
उदयोन्मुख देखावा,ಹೊರಹೊಮ್ಮುವ ನೋಟ
अर्ज,ಅಪ್ಲಿಕೇಶನ್
लागू,ಅನ್ವಯಿಸುವಿಕೆ
लागू,ಅನ್ವಯಿಸಲಾಗಿದೆ
निरीक्षण करण्यायोग्य,ಗಮನಿಸಬಹುದಾದ
दृष्टीकोन,ಅನುಸಂಧಾನ
"जवळ, अंदाजे","ಹತ್ತಿರ, ಸುಮಾರು"
अंदाजे,ಅಂದಾಜು
बाष्प दाब,ಆವಿಯ ಒತ್ತಡ
ऐच्छिक,ಸ್ವಯಂಪ್ರೇರಿತ
"चाप भट्टी, चाप भट्टी","ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್"
आर्किमिडीजचा कायदा,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
आर्किटेक्चरल ध्वनीशास्त्र,ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್
चाप दिवा,ಆರ್ಕ್ ದೀಪ
आर्क-स्पेक्ट्रम,ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್
"क्षेत्र, क्षेत्र","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
"प्रादेशिक, प्रादेशिक","ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ"
"हात, हात, शाखा","ತೋಳು, ತೋಳು, ಶಾಖೆ"
हौशी,ಹವ್ಯಾಸಿ
"अॅरे, अॅरे","ವ್ಯೂಹ, ವ್ಯೂಹ"
प्राप्तकर्ता,ರಿಸೀವರ್
उच्चार स्पष्टता,ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ
सिंथेटिक,ಸಂಶ್ಲೇಷಿತ
कृत्रिम संक्रमण,ಕೃತಕ ರೂಪಾಂತರ
चढत्या,ಆರೋಹಣ
आरोहण,ಆರೋಹಣ
चढणे,ಹತ್ತುವುದು
अगोली,ಆಗೋಲಿ
एकत्रीकरण,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
संच,ಜೊತೆ
"एकत्र करणे, एकत्र करणे","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
"एकत्र करणे, एकत्र करणे, एकत्र करणे","ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು"
अचूक अंदाज,ನಿಖರವಾದ ಅಂದಾಜು
निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये,ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು
"संबंधित, सहयोगी, संयुग्मित","ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ"
स्वराचा उच्चार,ಸ್ವರ ಧ್ವನಿ
स्वयंचलित मल्टीव्हायब्रेटर,ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್
अस्थेनिक,ಅಸ್ತೇನಿಕ್
"संयम, दृष्टिवैषम्य","ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್"
अंतराळ प्रवास इलेक्ट्रॉनिक्स,ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
खगोल भौतिकशास्त्र,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
अंतराळवीर,ಗಗನಯಾತ್ರಿ
खगोलशास्त्रज्ञ,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
आकाशीय,ಆಕಾಶ
खगोलशास्त्र,ಖಗೋಳಶಾಸ್ತ್ರ
खगोल भौतिकशास्त्र,ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ
असममित,ಅಸಮ್ಮಿತ
लक्षणे नसलेला,ಲಕ್ಷಣರಹಿತ
त्रासदायक,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
असिंक्रोनस,ಅಸಮಕಾಲಿಕ
"वातावरण, वातावरण","ವಾತಾವರಣ, ವಾತಾವರಣ"
वातावरणीय,ವಾತಾವರಣದ
वारा अशांतता,ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ
आण्विक,ಪರಮಾಣು
अणू,ಪರಮಾಣು
आण्विकता,ಪರಮಾಣುತ್ವ
आण्विक वस्तुमान,ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ
अणुक्रमांक,ಪರಮಾಣು ಸಂಖ್ಯೆ
"आण्विक अणुभट्टी, आण्विक ढीग","ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ"
अणू,ಪರಮಾಣು
कण,ಕಣ
कण,ಕಣ
"क्षीणता, क्षीणता",ಕ್ಷೀಣತೆ
"कमी करणे, कमी करणे","ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು"
मोहिनी,ಮೋಡಿ
आकर्षण शक्ती,ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ
ऐकण्याची क्षमता,ಶ್ರವ್ಯತೆ
ऑडिओ वारंवारता अॅम्प्लिफायर,ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್
ऐकण्यायोग्य,ಶ್ರವ್ಯ
ऑडिओ जनरेटर,ಆಡಿಯೋ ಜನರೇಟರ್
श्रवणक्षमता आलेख,ಶ್ರವಣ ಗ್ರಾಫ್
श्रवण विज्ञान,ಶ್ರವಣ ವಿಜ್ಞಾನ
ऑडिओमीटर,ಆಡಿಯೋಮೀಟರ್
ऐकण्यायोग्य वारंवारता ऑसिलेटर,ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ
ध्वनी सिग्नल,ಧ್ವನಿ ಸಂಕೇತ
दृकश्राव्य,ಶ್ರವ್ಯ-ದೃಶ್ಯ
"सभागृह, सभागृह","ಸಭಾಂಗಣ, ಸಭಾಂಗಣ"
ओझेड प्रभाव,OZ ಪರಿಣಾಮ
जाहिरात,ಪ್ರಚಾರ
वर्धक,ವರ್ಧಕ
ध्रुवीय ज्योत,ಧ್ರುವ ಜ್ವಾಲೆ
दक्षिण ध्रुवीय ज्वाला,ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ
उत्तर ध्रुवीय ज्योत,ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ
स्वयंचलित सूचना,ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ
स्वयं समांतर,ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ
"स्वयंचलित, स्वयंचलित, स्वयंचलित","ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ"
"ऑटोमेशन, ऑटोमेशन","ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ"
"सहाय्यक, सहकारी, अतिरिक्त","ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ"
"आडवा, हिमस्खलन","ಅವದಾವ, ಅವಲಾಂಚೆ"
"अर्थ, क्षुद्र","ಅರ್ಥ, ಅರ್ಥ"
परिवार,ಪರಿವಾರನ್
अक्षीय,ಅಕ್ಷೀಯ
अक्ष,ಅಕ್ಷರೇಖೆ
दिगंश,ಅಜಿಮುತ್
दिगंश,ಅಜಿಮುತ್
परत,ಹಿಂದೆ
"पार्श्वभूमी, पार्श्वभूमी","ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ"
"मागासलेला, मागासलेला","ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ"
टर्नअराउंड,ತಿರುವು
बॅक व्होल्टेज पल्सर,ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್
पोस्ट-रिलेशनशिप,ನಂತರದ ಸಂಬಂಧ
प्रतिपूर्ती,ಮರುಪಾವತಿ
अँटी व्होल्टेज,ವಿರೋಧಿ ವೋಲ್ಟೇಜ್
पोस्टरियर स्कॅटरिंग,ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ
इंटरस्टिशियल लाट,ತೆರಪಿನ ಅಲೆ
इन्सुलेटर,ಇನ್ಸುಲೇಟರ್
हवाई छत्री वापरून घेतलेली उडी,ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ
गरम करणे,ಬಿಸಿ
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
बॅलन्सर,ಬ್ಯಾಲೆನ್ಸರ್
शिल्लक,ಸಮತೋಲನ
गोलाकार,ಗೋಳಾಕಾರದ
"बॅलिस्टिक, बॅलिस्टिक","ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್"
"प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर","ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್"
क्षेपणास्त्र,ಕ್ಷಿಪಣಿ
"बॅलिस्टिक्स, शस्त्रे","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
प्रक्षेपण,ಪ್ರೊಜೆಕ್ಷನ್
मुक्त मार्ग,ಉಚಿತ ಪಥ
"फुगा, फुगा","ಬಲೂನ್, ಬಲೂನ್"
balmer खंडितता,ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
"बँड, बँड, बँड","ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್"
स्फोट,ಸ್ಫೋಟ
"अॅरे, बीम, किनारा, किनारा, किनारा","ವ್ಯೂಹ, ಕಿರಣ, ತೀರ, ದಂಡೆ, ಕರಾವಳಿ"
"स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा","ಕಾಲಮ್, ಬಾರ್, ಕೋಬ್, ಬ್ಲಾಕ್, ಬಾರ್, ರಾಡ್, ಬಾರ್, 8. ಗೋಡೆ, 9. ಲೈನ್, 10. ಎಡ್ಜ್, 1 ಬ್ಲಾಕ್, 1, ಬಾರ್, 1, ಲೈನ್, 1, ಟೆಸ್ಟ್ ಲೈನ್"
bardeen तत्त्व,ಬಾರ್ಡೀನ್ ತತ್ವ
barkhausen प्रभाव,ಬರ್ಖೌಸೆನ್ ಪರಿಣಾಮ
बारलो सायकल,ಬಾರ್ಲೋ ಸೈಕಲ್
बार चुंबक,ಬಾರ್ ಮ್ಯಾಗ್ನೆಟ್
धान्याचे कोठार,ಕೊಟ್ಟಿಗೆ
हवेचा दाब आलेख,ವಾಯು ಒತ್ತಡದ ಗ್ರಾಫ್
"बॅरोग्राफ, बॅरोग्राफ","ಬರೋಗ್ರಾಫ್, ಬರೋಗ್ರಾಫ್"
बॅरोमीटर,ವಾಯುಭಾರ ಮಾಪಕ
वातावरणाचा दाब,ವಾತಾವರಣದ ಒತ್ತಡ
"कॉसमॉस, बॅरोमोस्फियर","ಬ್ರಹ್ಮಾಂಡ, ವಾಯುಮಂಡಲ"
पेंडुलम पेंडुलम,ಲೋಲಕ ಲೋಲಕ
