Odiya,English
ବାରମ୍ବାର ଡେଇଁପଡେ |,Abrupt jump
ହାତ *,Abscissa
ହଜିଯାଇଥିବା ପ୍ରତିଫଳନ |,Absent reflection
ସ୍ପେକ୍ଟ୍ରମ୍ ଅନୁପସ୍ଥିତ |,Absent spectrum
"ସଂପୂର୍ଣ୍ଣ, ସଂପୂର୍ଣ୍ଣ, ସ୍ଥିର, ସିଦ୍ଧ |",Absolute
ସଂପୂର୍ଣ୍ଣ ତ୍ୱରଣ,Absolute acceleration
ସଂପୂର୍ଣ୍ଣ ବାସ୍ତବତା |,Absolute accuracy
ସଂପୂର୍ଣ୍ଣ ଠିକଣା,Absolute address-specific address
ଜିଓ-ଆପେକ୍ଷିକ ଉଚ୍ଚତା |,Absolute altimeter
ଭ ge ଗୋଳିକ ଉଚ୍ଚତା |,Absolute altitude
ସଂପୂର୍ଣ୍ଣ ଆମ୍ପେର୍ |,Absolute ampere
ସଂପୂର୍ଣ୍ଣ ଫୁଟିବା ବିନ୍ଦୁ |,Absolute boilling point
ସଂପୂର୍ଣ୍ଣ ଉଜ୍ଜ୍ୱଳତା |,Absolute bolometric luminosity
ସଂପୂର୍ଣ୍ଣ କ୍ଷମତା,Absolute capacity
ସଂପୂର୍ଣ୍ଣ ଉଚ୍ଚତା |,Absolute ceiling
ସଂପୂର୍ଣ୍ଣ ପିଗମେଣ୍ଟ |,Absolute colour index
"ସଂପୂର୍ଣ୍ଣ ବିନ୍ୟାସ, ଅସ୍ପଷ୍ଟ ବିନ୍ୟାସ |",Absolute configuration
ସଂପୂର୍ଣ୍ଣ କୁଲମ୍ବ |,Absolute coulomb
ସମ୍ପୂର୍ଣ୍ଣ ଅନ୍ଧକାର |,Absolute darkness
ସଂପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟସୂଚୀ,Absolute dating
ସଂପୂର୍ଣ୍ଣ ଘନତା *,Absolute density
ସଂପୂର୍ଣ୍ଣ ଜଳ ନିଷ୍କାସନ |,Absolute drift
ସଂପୂର୍ଣ୍ଣ EMU | (ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଏକକ),Absolute e.m.u.
ସଂପୂର୍ଣ୍ଣ ESU | (ଷ୍ଟାଟିକ୍ ୟୁନିଟ୍),Absolute e.s.u.
ସଂପୂର୍ଣ୍ଣ ଦକ୍ଷତା |,Absolute efficiency
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋମିଟର |,Absolute electrometer
ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି |,Absolute frequency
ସଂପୂର୍ଣ୍ଣ ଆର୍ଦ୍ରତା |,Absolute humidity
ସଂପୂର୍ଣ୍ଣ ଘଟଣା,Absolute incidence
ସଂପୂର୍ଣ୍ଣ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |,Absolute index of refraction
ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |,Absolute instability
ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |,Absolute intensity
"ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା, ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା |",Absolute length
ଆଥେନିଆର ସଂପୂର୍ଣ୍ଣ ସୀମା |,Absolute limit of hysteresis
ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |,Absolute luminance threshold
ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର,Absolute luminosity curve
ସଂପୂର୍ଣ୍ଣ ପରିମାଣ,Absolute magnitude
ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |,Absolute manometer
ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ,Absolute maximum
ସଂପୂର୍ଣ୍ଣ ଚରମ,Absolute maximum rating
ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |,Absolute minimum
ସଂପୂର୍ଣ୍ଣ ଗତି,Absolute momentum
ସଂପୂର୍ଣ୍ଣ ଗତି,Absolute motion
ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |,Absolute music=pure music
ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |,Absolute observation
ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |,Absolute ohm
ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ,Absolute orientation
ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |,Absolute permittivity
ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |,Absolute pitch
ସଂପୂର୍ଣ୍ଣ ଚାପ |,Absolute pressure = true pressure
ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |,Absolute property
ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |,Absolute scalar
ତାପମାତ୍ରାର ଚରମ ମାପ *,Absolute scale of temperature
"ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |",Absolute simultancity
ସଂପୂର୍ଣ୍ଣ ଚାପ |,Absolute stress
ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |,Absolute symmetry
ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |,Absolute system of motion
ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |,Absolute system of units
ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |,Absolute temperature
ସଂପୂର୍ଣ୍ଣ ସମୟ |,Absolute time
ସଂପୂର୍ଣ୍ଣ ଏକକ |,Absolute unit
ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ,Absolute value
ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର,Absolute value computer
ସଂପୂର୍ଣ୍ଣ ବେଗ,Absolute velocity
ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |,Absolute viscosity
ସଂପୂର୍ଣ୍ଣ ଓଜନ |,Absolute weight
ସଂପୂର୍ଣ୍ଣ ଶୂନ *,Absolute zero
ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |,Absolute zero devisor
ଶୋଷଣ,Absorb
ଅବସାଦ ସୂଚକାଙ୍କ *,Absorbance
ଶୋଷିତ ଶକ୍ତି,Absorbed energy
"ଶୋଷକ, ଶୋଷକ",Absorber
ଅବଶୋଷକ ମାଧ୍ୟମ *,Absorbing medium
ଅବଶୋଷଣ କ୍ଷମତା |,Absorbing power
ଅବସାଦ |,Absorptance
ଶୋଷଣକାରୀ *,Absorptiometer
ଶୋଷଣକାରୀ *,Absorptiometry
ଅବଶୋଷଣ,Absorption
ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *,Absorption band
ଅବଶୋଷଣ ସର୍କିଟ |,Absorption circuit
ଶୋଷଣ ଗୁଣବତ୍ତା,Absorption coeffieient
ଅବଶୋଷଣ ସ୍ତମ୍ଭ,Absorption column
ଅବଶୋଷଣ ସ୍ଥିର |,Absorption constant
ଅବଶୋଷଣ କ୍ରମାଗତ |,Absorption continua
ଅବଶୋଷଣ ଜୋନ୍ |,Absorption cross section
ଅବଶୋଷଣ କରେଣ୍ଟ |,Absorption current
ଅବଶୋଷଣ ବକ୍ର *,Absorption curve (=transmission curve)
ଅବଶୋଷଣ ଭଙ୍ଗା |,Absorption discontinuity
ଅବଶୋଷଣ କୋର୍ |,Absorption edge
ଅବଶୋଷଣ କାରକ |,Absorption factor
ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |,Absorption filter
ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *,Absorption flame photometry
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,Absorption hygrometer
ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |,Absorption index
ଶୋଷଣ ମାର୍ଜିନ,Absorption limit
ଅବଶୋଷଣ ରେଖା |,Absorption line
ଅବଶୋଷଣ କ୍ଷତି |,Absorption loss
ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |,Absorption modulation=loss modulation
ହାଲୁକା ଅବଶୋଷଣ |,Absorption of light
ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |,Absorption of radiant energy
ଅବଶୋଷଣ ଶିଖର |,Absorption peak
ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |,Absorption photometry
ଅବଶୋଷଣ ଅନୁପାତ |,Absorption ratio
ଅବଶୋଷଣ ପରିସର *,Absorption series
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *,Absorption spectro photometry
ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *,Absorption spectrum
"ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |",Absorption tube
ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |,Absorption vavemeter
ଶୋଷଣକାରୀ *,Absorptive
ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |,Absorptive attenuator
ଅବଶୋଷଣ ନିୟମ *,Absorptive law
ଅବଶୋଷଣ ମାଧ୍ୟମ |,Absorptive medium
"ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *",Absorptive power
ଅବସାଦ *,Absorptivity
ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |,Abstract set=studio decoration
ବହୁଗୁଣ ଅନୁପାତ |,Abundance ratio
abvolt,Abvolt
ବିଷୟରେ,Abwatt
ତ୍ୱରାନ୍ୱିତ କର |,Accelerate
ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |,Accelerate-stop distance
ଶୀଘ୍ର ଶୀଘ୍ର,Accelerated
ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |,Accelerated ageing test
ଶୀଘ୍ର ପ୍ରବାହ,Accelerated flow
ଦ୍ରୁତ ଗତି,Accelerated motion
ଶୀଘ୍ର ଶରୀର,Accelerated system
ତ୍ୱରଣକାରୀ ଓଜନ,Accelerating balance
ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *,Accelerating electrode
ତ୍ୱରକ ସମୟ *,Accelerating period
ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |,Accelerating phase
ତ୍ୱରଣକାରୀ ହାର,Accelerating rate
ତ୍ୱରକ ଭୋଲଟେଜ୍ *,Accelerating voltage
ତ୍ୱରଣ,Acceleration
ତ୍ୱରିତ ଜାଳେଣି |,Acceleration blowout=rich extinction=flame out
ତ୍ୱରଣ ଗୁଣବତ୍ତା,Acceleration coefficient
ତ୍ୱରଣ ଉପାଦାନ,Acceleration component
ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |,Acceleration due to gravity
ତ୍ୱରଣ କାରକ,Acceleration factor
ତ୍ୱରିତ ଚାର୍ଜ |,Acceleration feedback
ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ,Acceleration of gravity
ତ୍ୱରଣ ସମ୍ଭାବନା |,Acceleration potential
ତ୍ୱରଣ ନିୟମ,Acceleration principle
ତ୍ୱରଣ ପ୍ରକ୍ରିୟା,Acceleration process
ତ୍ୱରଣ କ୍ଷେତ୍ର,Acceleration space
ତ୍ୱରଣ ପଦ୍ଧତି,Acceleration technique
"ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |",Acceleration tolerance
ତ୍ୱରଣ ଭେକ୍ଟର,Acceleration vector
ତ୍ୱରଣ-ଭୋଲଟେଜ୍,Acceleration voltage
ତ୍ୱରଣ ତରଙ୍ଗ,Acceleration wave
ତ୍ୱରକ,Accelerative
"ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *",Accelerator
ତ୍ୱରକ ସମୀକରଣ |,Accelerator equation
ତ୍ୱରକ *,Accelerograph
ଆକ୍ସିଲେରୋମିଟର,Accelerometer
ଆକ୍ସିଲେରୋମିଟର ମେଳ |,Accelerometer matching
ସମ୍ମାନ,Accentuator
ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |,Acceptable character
ଗ୍ରହଣ କୋଣ,Acceptance angle
ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,Acceptance specifications
ଗ୍ରହଣୀୟ ପରୀକ୍ଷା,Acceptance test
"ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ",Acceptor
ରିସେପ୍ଟର ପରମାଣୁ |,Acceptor atom
ରିସେପ୍ଟର ବଣ୍ଡ |,Acceptor bond
ରିସିଭର୍ ସର୍କିଟ୍ |,Acceptor circuit
ରିସେପ୍ଟର ସ୍ତର,Acceptor level
ଦାତା ଅଣୁ,Acceptor molecule
ରିସେପ୍ଟର ସମ୍ପତ୍ତି |,Acceptor property
ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |,Acceptor property level
ତ୍ୱରକ ହୋସ୍ |,Accererating tube
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ",Access
ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |,Access arm
ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |,Access mechanism
ପ୍ରବେଶ ସମୟ,Access time
ଅଭିଗମ୍ୟତା,Accessibility
"ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |",Accessory
ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |,Accessory condition
ସୁଯୋଗ ସମକକ୍ଷ |,Accidental coincidence
ଆକସ୍ମିକ ସଂଶୋଧନ |,Accidental correction
ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |,Accidental degeneracy
ଆକସ୍ମିକ ବିଭ୍ରାଟ |,Accidental double refraction
ପରିଦର୍ଶକ ତ୍ରୁଟି |,Accidental error
"ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |",Accidental jamming
ଆକସ୍ମିକ ସଂକ୍ରମଣ,Accidental transmission
ଅନିୟମିତ ଭିନ୍ନତା |,Accidental variation
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,Accommodation
ସ୍ଥିତ,Accumbent
ସଂଗୃହିତ ତ୍ରୁଟି |,Accumulated error
"ଜମା, ଜମା",Accumulation
ଶକ୍ତି ସଂରକ୍ଷଣ,Accumulation of energy
ଜମାକାରୀ *,Accumulator
ସଠିକତା,Accuracy
ବାସ୍ତବତା,Accurate
ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |,Accurate instrumental observation
ସଠିକ୍ ପରିସର ମାର୍କର |,Accurate range marker
ସଠିକତା ସ୍କାନିଂ |,Accurate scanning
ଅଭ୍ୟାସ କର |,Accustomisation
ତ୍ୱରକ କକ୍ଷ *,Acdelerating chamber
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,Achromat
ଆକ୍ରୋମାଟିକ୍ *,Achromatic
ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |,Achromatic analyser
ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |,Achromatic antenna
ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |,Achromatic figure
ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |,Achromatic fringe
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *,Achromatic lens
ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |,Achromatic locus
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,Achromatic object lens
ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |,Achromatic prism
ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |,Achromatic telescope
ଆକ୍ରୋମାଟିଟି *,Achromaticity
ଆକ୍ରୋମାଟାଇଜେସନ୍ *,Achromatisation
ଆକ୍ରୋମାଟିଟି *,Achromatism
"ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |",Aclastic
"ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |",Acorn tube
କ୍ଷୁଦ୍ର ଭଲଭ୍ |,Acorn valve
ଇକୋଫୋନି |,Acouphony
ଶବ୍ଦ,Acoustic
ଆକାଶବାଣୀ ଅବଶୋଷଣ |,Acoustic absorptivity
ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,Acoustic attenuation coeffcient
ଆକାଶବାଣୀ,Acoustic attenuation constant
ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |,Acoustic burglar alarm
ଆକାଶବାଣୀ କ୍ଷମତା |,Acoustic capacitance
ଶ୍ରବଣ କେନ୍ଦ୍ର,Acoustic centre
ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା,Acoustic clarifier
ଶବ୍ଦ କଭର |,Acoustic cloud
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,Acoustic compliance
ଆକାଶବାଣୀ ଉପାଦାନ |,Acoustic component
ଆକାଶବାଣୀ,Acoustic conductivity
ଆକାଶବାଣୀ ଡମ୍ପିଂ |,Acoustic damping
ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |,Acoustic dispersion
ସାଉଣ୍ଡ ହ୍ୟାକର୍ |,Acoustic dissipation element
ଶବ୍ଦ ଶକ୍ତି *,Acoustic energy
ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |,Acoustic energy equation
ଆକାଶବାଣୀ ସମୀକରଣ |,Acoustic equation
ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |,Acoustic feedback
କ୍ଲାଡନି ଆକୃତି |,Acoustic figures (Chladni figures)
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,Acoustic filter
ଶବ୍ଦ ଜେନେରେଟର,Acoustic generator
ଆକାଶବାଣୀ,Acoustic grating
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,Acoustic impedance
ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |,Acoustic inertance
ଶବ୍ଦ ତୀବ୍ରତା |,Acoustic intensity
ଆକାଶବାଣୀ ବାଧା ମିଟର |,Acoustic interferometer
ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |,Acoustic intrusion detector
ଶବ୍ଦ ଲେନ୍ସ |,Acoustic lens
ଧ୍ୱନି ରେଖା |,Acoustic line
ଆକାଶବାଣୀ,Acoustic mass
ଶବ୍ଦ ପଦାର୍ଥ |,Acoustic material
ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |,Acoustic mean free path
ଆକାଶବାଣୀ ମୋଡ୍ |,Acoustic mode
ଶବ୍ଦ ଶବ୍ଦ,Acoustic noise
ଆକାଶବାଣୀ ଓମ୍ *,Acoustic ohm
"ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |",Acoustic panel
ଶବ୍ଦ ଚରଣ ସ୍ଥିର |,Acoustic phase constant
ଆକାଶବାଣୀ,Acoustic pickup (sound box)
ଶବ୍ଦ ଚାପ,Acoustic pressure
ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |,Acoustic principle of similarity
ଶବ୍ଦ ସଂକ୍ରମଣ,Acoustic propagation constant
ଶବ୍ଦ ଗୁଣ,Acoustic property
ଆକାଶବାଣୀ ଚତୁର୍ଭୁଜ |,Acoustic quardrupole
ଆକାଶବାଣୀ ବିକିରଣ ଉପାଦାନ |,Acoustic radiating element
ଆକାଶବାଣୀ ବିକିରଣ |,Acoustic radiation
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,Acoustic radiator
ଆକାଶବାଣୀ ରେଡିଓମିଟର |,Acoustic radiometer
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,Acoustic reactance
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା ଥିଓରେମ୍ |,Acoustic reciprocity theorem
ଶବ୍ଦ ହ୍ରାସ କାରକ |,Acoustic reduction factor
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ କୋଏଫିସିଏଣ୍ଟ୍ |,Acoustic reflection coefficient
ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |,Acoustic refraction
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,Acoustic resistance
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,Acoustic responsiveness
ଆକାଶବାଣୀ ବିଛାଇବା |,Acoustic scattering
ଶ୍ରବଣ ବିନ୍ଦୁ |,Acoustic spot
ଶବ୍ଦର ଦୃ id ତା |,Acoustic stiffiness
ଶବ୍ଦ ପ୍ରଣାଳୀ |,Acoustic system
ଆକାଶବାଣୀ ଥର୍ମୋମିଟର |,Acoustic thermometer
ଆକାଶବିକ ବେଗ |,Acoustic velocity
ଶବ୍ଦ ତରଙ୍ଗ,Acoustic wave
ଶବ୍ଦ,Acoustical
ଶବ୍ଦ ଅବଶୋଷଣ କୋଏଫିସିଏଣ୍ଟ୍ |,Acoustical absorption co-efficient
ଶବ୍ଦ ଅବଶୋଷଣ ଉପାଦାନ |,Acoustical absorption factor
ଆକାଶବାଣୀ ସର୍କିଟ |,Acoustical circuit
ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |,Acoustical compliance
ଶବ୍ଦ ବିଳମ୍ବ ରେଖା |,Acoustical delay line
ଶବ୍ଦ ବିକୃତି |,Acoustical distortion
ଆକାଶବାଣୀ ଆକାଶବାଣୀ |,Acoustical energetics
ଶବ୍ଦ ଫିଲ୍ଟର୍ |,Acoustical filter
ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *,Acoustical impedance (=acoustic impedance)
ଫୋନୋଗ୍ରାଫ୍,Acoustical labyrinth
ଆକାଶବାଣୀ ଓମ୍ *,Acoustical ohm
ଶବ୍ଦ ସ୍ଥିର |,Acoustical phase constant
ଆକାଶବାଣୀ ଫୋନନ୍ |,Acoustical phonan
ଆକାଶବାଣୀ ସଂକ୍ରମଣ ସ୍ଥିର |,Acoustical propagation constant (=propagation constant)
ଶବ୍ଦ ରୂପାନ୍ତର କୋଏଫିସିଏଣ୍ଟ୍ |,Acoustical reduction factor
ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |,Acoustical resistance
ଶବ୍ଦର ଦୃ id ତା |,Acoustical stiffness
ଧ୍ୱନି ଏକକ |,Acoustical unit
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,Acoustically insulated
ଆକାଶବାଣୀ ପାର୍ଶ୍ୱ ରେଖା |,Acoustico-lateral line
"ଆକାଶବାଣୀ, ଆକାଶବାଣୀ |",Acoustics
ଧ୍ୱନି ମିଟର |,Acoustimeter
ଶବ୍ଦ ଚାପ,Acoustomotive pressure=sound pressure
ଅଧିଗ୍ରହଣ ରାଡାର |,Acquisition radar
ଫଟୋସନ୍ଥେଟିକ୍ ବିକିରଣ |,Actinic ray
ଆକ୍ଟିନିୟମ୍ ନିର୍ଗମନ |,Actinium emnation
ଆକ୍ଟିନୋ-ୟୁରାନିୟମ୍ |,Actino-uranium
ଆକ୍ଟିନୋ-ୟୁରାନିୟମ୍ ସିରିଜ୍ |,Actino-uranium series
ରେଡିଓଲେକ୍ଟ୍ରିକ୍ |,Actinoelectricity
"ଆକ୍ଟିନୋମିଟର, ଫୋଟୋମିକ୍ରୋମିଟର |",Actinometer
"କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ",Action
କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା,Action and reaction
କାର୍ଯ୍ୟ ସ୍ଥିର |,Action constant
ପ୍ରଭାବ କ୍ଷେତ୍ର,Action radium (=effective area)
"ସକ୍ରିୟ, ସକ୍ରିୟ",Activated
ସକ୍ରିୟ ବିସ୍ତାର,Activated diffusion
"ସକ୍ରିୟ ଫାଇବର, ସକ୍ରିୟ ଫାଇବର |",Activated filament
ସକ୍ରିୟ ପ୍ରଭାବ,Activating effect
ସକ୍ରିୟ ପ୍ରଭାବ,Activation
ସକ୍ରିୟ ବିଶ୍ଳେଷଣ |,Activation analysis
କାର୍ଯ୍ୟକଳାପ କେନ୍ଦ୍ର,Activation centre
ସକ୍ରିୟ ପରୀକ୍ଷଣକାରୀ |,Activation cross-section
ସକ୍ରିୟ ଶକ୍ତି,Activation energy
ଆକ୍ଟିଭେସନ୍ ଏଣ୍ଟ୍ରପି |,Activation entropy
ଆକ୍ଟିଭେସନ୍ ଓଭରଭୋଲଟେଜ୍ |,Activation over-voltage
