Marathi,Hindi
अचूकता,परिशुद्धता
अचूकता नियंत्रण वर्ण,परिशुद्धता नियंत्रण संप्रतीक
अचूकता नियंत्रण प्रणाली,परिशुद्धता नियंत्रण तंत्र
ऐस पायलट,उत्कृष्ठ मार्गदर्शी
चरित्र कबूल करा,पावती संप्रतीक
ध्वनिक कपलर,ध्वनिक युग्मक
ध्वनिक कपलिंग,ध्वनिक युग्मन
ध्वनिक विलंब रेखा,ध्वनिक विलंब लाइन
ध्वनिक मेमरी,ध्वनिक स्मृति
ध्वनिक मॉडेम,ध्वनिक मोडेम
ध्वनिक सिग्नल,ध्वनिक संकेत
ध्वनिक संचयन,ध्वनिक भंडारण
परिवर्णी शब्द,परिवर्णी शब्द
क्रिया,क्रिया
कृती चक्र,क्रिया चक्र
कृती ओळ,क्रिया लाइन
कृती संदेश,क्रिया संदेश
कृती तपशील,क्रिया विनिर्देश
सक्रियकरण,सक्रियण
सक्रिय,सक्रिय
सक्रिय फाईल,सक्रिय संचिका
सक्रिय ओळ,सक्रिय लाइन
सक्रिय दुवा,सक्रिय कड़ी
सक्रिय मास्टर फाइल,सक्रिय प्रधान संचिका
सक्रिय मास्टर आयटम,सक्रिय प्रधान मद
सक्रिय उपग्रह,सक्रिय उपग्रह
सक्रिय स्टेशन,सक्रिय केन्द्र
सक्रिय संचयन,सक्रिय भंडारण
क्रियाकलाप,सक्रियता
क्रियाकलाप पातळी,सक्रियता स्तर
क्रियाकलाप लोडिंग,सक्रियता भारण
क्रियाकलाप प्रमाण,सक्रियता अनुपात
वास्तविक पत्ता (= परिपूर्ण पत्ता),निरपेक्ष पता
वास्तविक कोड (= परिपूर्ण कोड),निरपेक्ष कूट
वास्तविक डेटा हस्तांतरण दर,वास्तविक आँकडा स्थानांतरण दर
वास्तविक दशांश बिंदू,वास्तविक दशमलव बिन्दु
वास्तविक सूचना (= प्रभावी सूचना),प्रभावी अनुदेश
वास्तविक की,वास्तविक कुंजी
वास्तविक वेळ,वास्तविक काल
वास्तविक कामाची वेळ,वास्तविक कार्य काल
अ‍ॅक्ट्युएटिंग सिग्नल,प्रवर्तक संकेत
अनुकूलता,अनुकूलनीयता
अ‍ॅडॉप्टर,अनुकूलित्र
अ‍ॅडॉप्टिव्ह चॅनेल वाटप,अनुकूली प्रणाल नियतन
अनुकूली एकत्रीकरण,अनुकूली समाकलन
अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर,अनुकूली अनुप्रस्थ तुल्यकारक
जोडलेली प्रविष्टी,योजित प्रविष्ट
परिशिष्ट,योज्य
अ‍ॅडर,योजक
अ‍ॅडडर सबट्रॅक्टर,योजक व्यवकलक
फाईल जोडा,योजी संचिका
अतिरिक्त वर्ण (= विशेष वर्ण),विशिष्ट संप्रतीक
व्यतिरिक्त रेकॉर्डर,योग अभिलेख
व्यतिरिक्त सारणी,योग सारणी
अ‍ॅडिटिव्ह विशेषता,योज्य गुण
मोड जोडा,योग विधा
ऑपरेशन जोडा,योग संक्रिया
पत्ता,पता
पत्तेपणाचा उपाय,पतायोग्यता माप
पत्ते करण्यायोग्य क्षैतिज स्थिती,पतायोग्य क्षौतिज स्थिति
पत्ता योग्य बिंदू,पतायोग्य बिन्दु
पत्ता योग्य स्थिती,पतायोग्य स्थिति
पत्ते करण्यायोग्य नोंदणी,पतायोग्य पंजी
पत्ता योग्य स्टोरेज,पतायोग्य भंडारण
पत्ता योग्य अनुलंब स्थिती,पतायोग्य ऊर्ध्वाधर स्थिति
अ‍ॅड्रेस बस,पता बस
पत्ता कोड,पता कूट
पत्ता तुलनात्मक,पता तुलनित्र
पत्ता गणना,पता अभिकलन
पत्ता स्थिर,पता अचर
पत्ता रूपांतरण,पता रूपांतरण
पत्ता डेटा,पता आँकड़े
संबोधित मेमरी,पतायुक्त स्मृति
पत्ता प्रभावी,प्रभावी पता
पत्ता फील्ड,पता क्षेत्र
पत्ता स्वरूप,पता संरूप
पत्ता विनामूल्य कार्यक्रम,पता निरपेक्ष क्रमादेश
पत्ता,पताभिगमन
"पत्ता
 वर्ण",पताभिगमन संप्रतीक
व्यत्यय संबोधित करणे,पताभिगमन अंतरायन
पळवाट पळवाट,पताभिगमन पाश
आभासी मेमरी संबोधित करणे,पताभिगमन आभासी स्मृति
पत्ता इंटरलॅकिंग,पता अंतर्ग्रथन
पत्ता नसलेली सूचना स्वरूप,पतारहित अनुदेश संरुप
पत्ता ओळ,पता लाइन
पत्ता मॅपिंग,पता प्रतिचित्रण
पत्ता चिन्ह,पता चिह्न
पत्ता बदल,पता आपरिवर्तन
पत्ता भाग,पता भाग
पत्ता पॉईंटर,पता संकेतक
पत्ता नोंदणी,पता पंजी
पत्ता सिग्नल,पता संकेत
पत्ता आकार,पता आमाप
पत्ता जागा,पता स्थान
पत्ता जागा अभिज्ञापक,पता स्थान अभिज्ञापक
पत्ता थांबा,पता विराम
पत्ता ट्रेस,पता अनुरेख
पत्ता ट्रॅक,पता मार्ग
पत्ता अनुवाद,पता अनुवाद
पत्ता अनुवादक,पता अनुवादक
अ‍ॅड-सबस्ट्रॅक्ट वेळ,संकलन व्यवकलन काल
वेळ जोडा,संकलन काल
समीप,संलग्नता
जवळची रचना,संलग्नता संरचना
समीप चॅनेल,संलग्न प्रणाल
समीप डोमेन,संलग्न प्रांत
समीप मॅट्रिक्स,सहखंडज मैट्रिक्स
समीप नोड,संलग्न आसंधि
समीप सुबेरिया,संलग्न उपक्षेत्र
संक्षिप्त रुप (सिस्टम),संलग्न (तंत्र)
समायोजित करा,समायोजन
समायोज्य मर्यादा,समायोज्य विस्तार
मजकूर मोड समायोजित करा,समायोज्य पाठ्यांश विधा
प्रशासकीय डेटा प्रक्रिया,प्रशासनिक आँकड़ा संसाधन
प्रशासकीय ऑपरेशन,प्रशासनिक प्रचालन
प्रशासकीय ऑपरेटर,प्रशासनिक प्रचालक
प्रशासकीय ऑपरेटर स्टेशन,प्रशासनिक प्रचालन केन्द्र
प्रशासकीय समर्थन प्रणाली,प्रशासन सहाय तंत्र
प्रगत संप्रेषण सेवा,उन्नत संचार सेवा
प्रगत माहिती प्रणाली,उन्नत सूचना तंत्र
प्रगत ऑप्टिकल कॅरेक्टर रीडर,उन्नत प्रकाशिक संप्रतीक पठित्र
प्रगत वैज्ञानिक संगणक,उन्नत वैज्ञानिक अभिकलित्र
हवाई,एरियल
एकूण,पुंज
एकूण अभिव्यक्ती,पुंज व्यंजक
लक्ष्य वर्तुळ,संधानित्र
लक्ष्य फील्ड (= लक्ष्य चिन्ह),संधान प्रतीक
लक्ष्य प्रतीक,संधान प्रतीक
एअरबोर्न संगणक प्रणाली,वायुवाहित अभिकलित्र तंत्र
बीजगणित ईगेनव्हल्यू समस्या,बीजीय आइगनमान समस्या
"बीजगणित
 एकत्रीकरण",बीजीय समाकलन
बीजगणित भाषा,"बीजीय भाषा, बीज भाषा"
बीजगणित हाताळणी,बीजीय प्रकलन
बीजगणित मॅनिपुलेशन भाषा,बीजीय प्रकलन भाषा
बीजगणित ओरिएंटेड भाषा,बीजोन्मुखी भाषा
बीजगणित शिफ्ट,बीजीय विस्थापन
बीजगणित साइन कन्व्हेन्शन,बीजीय चिह्न परिपाटी
अल्गोल,ऐल्गॉल
अल्गोल वैशिष्ट्य,ऐल्गॉल लक्षण
अल्गोल प्रोग्रामिंग,ऐल्गॉल क्रमादेशन
अल्गोरिदम,"कलन विधि, एल्गोरिथ्म"
अल्गोरिदम असोसिएटिव्ह भाषा,कलन विधि साहचर्य भाषा
अल्गोरिदम वर्गीकरण,कलन विधि वर्गीकरण
अल्गोरिदम जटिलता,कलन विधि जटिलता
अल्गोरिदम संगणन,कलन विधि अभिकलनीयता
अल्गोरिदम विश्लेषण,कलन विधि विश्लेषण
अल्गोरिदम दृष्टिकोन,कलनविधीय उपगमन
अल्गोरिदम भाषा,कलनविधीय भाषा
अल्गोरिदम नित्यक्रम,कलनविधीय नेमका
अल्गोरिदम सिद्धांत,कलनविधीय सिद्धांत
उर्फ,अपर
अलियासिंग,उपघटन
उर्फ नाव (= वैकल्पिक नाव),"अपर नाम, उर्फ नाम"
संरेखन,सरेखण
वाटप,नियतन
वाटप रचना,नियतन संरचना
सर्व हेतू संगणक,सर्वोद्देशीय अभिकलित्र
वर्णमाला वर्ण,अक्षरात्मक संप्रतीक
वर्णमाला वर्ण सेट,अक्षरात्मक संप्रतीक समुच्चय
अल्फाबेटिक कॅरेक्टर सबसेट,अक्षरात्मक संप्रतीक उपसमुच्चय
वर्णमाला कोड,अक्षरात्मक कूट
वर्णमाला शिफ्ट,अक्षरात्मक विस्थापन
वर्णमाला स्ट्रिंग,अक्षरात्मक रज्जु
वर्णमाला शब्द,अक्षरात्मक शब्द
वर्णमाला,वर्णानुक्रमण
अल्फेजोमेट्रिक्स,अक्षरात्मक ज्यामितिकी
अल्फामेरिक,अक्षरांकीय
अल्फामोसॅक,अल्फामोजेक
अल्फान्यूमेरिक,अक्षरांकीय
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,अक्षरांकीय कुंजीपटल युक्ति
अल्फान्यूमेरिक कॅरेक्टर सेट,अक्षरांकीय संप्रतीक समुच्चय
अल्फान्यूमेरिक कोड,अक्षरांकीय कूट
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
अल्फान्यूमेरिक डेटा,अक्षरांकीय आँकड़े
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,अक्षरांकीय प्रदर्श युक्ति
अल्फान्यूमेरिक संपादित वर्ण,अक्षरांकीय संपादित संप्रतीक
अल्फान्यूमेरिक फील्ड,अक्षरांकीय क्षेत्र
अल्फान्यूमेरिक सूचना,अक्षरांकीय अनुदेश
अल्फान्यूमेरिक कीबोर्ड,अक्षरांकीय कुंजी पटल
अल्फान्यूमेरिक क्रमवारी,अक्षरांकीय शाटन
अल्फान्यूमेरिक स्टोरेज,अक्षरांकीय भंडारण
बदलण्यायोग्य मेमरी,परिवर्तनीय स्मृति
बदल स्विच,परिवर्तन स्विच
बदल,परिवर्तन
बदल मोड,परिवर्तन विधा
वैकल्पिक पुनर्प्राप्ती,वैकल्पिक पुनःप्राप्ति
वैकल्पिक मार्ग,वैकल्पिक मार्ग
वैकल्पिक मार्ग,वैकल्पिक मार्गचयन
वैकल्पिक ट्रॅक,वैकल्पिक मार्ग
अल्टरनेशन (= किंवा ऑपरेशन),अथवा' संक्रिया
वैकल्पिक गुणधर्म,वैकल्पिक गुण
वैकल्पिक नकार (= नाही आणि ऑपरेशन),तथा पूरक' संक्रिया
अस्पष्टता त्रुटी,संदिग्धता त्रुटि
संदिग्ध संदर्भ,संदिग्धता संर्दभ
एनालॉग,अनुरूप
एनालॉग अ‍ॅडडर,अनुरूप योजक
एनालॉग चॅनेल,अनुरूप प्रणाल
एनालॉग संगणक,अनुरूप अभिकलित्र
एनालॉग कन्व्हर्टर,अनुरूप परिवर्तक
एनालॉग डेटा,अनुरूप आँकड़े
एनालॉग विभाजक,अनुरूप विभाजनी
अ‍ॅनालॉग सुविधा टर्मिनल,अनुरूप सुविधा टर्मिनल
"एनालॉग फंक्शन
 जनरेटर",अनुरूप फलन जनक
एनालॉग एकत्रीकरण,अनुरूप समाकलन
एनालॉग गुणक,अनुरूप गुणक
एनालॉग प्रोग्रामिंग,अनुरूप क्रमादेशन
एनालॉग स्केलिंग,अनुरूप मापन
एनालॉग सिग्नल,अनुरूप संकेत
एनालॉग सिम्युलेशन,अनुरूप अनुकार
एनालॉग स्विच,अनुरूप स्विच
एनालॉग सिस्टम,अनुरूप तंत्र
"डिजिटल टू डिजिटल
 कन्व्हर्टर",अनुरूप अंकीय परिवर्तक
"डिजिटल टू डिजिटल
 एन्कोडर",अनुरूप अंकीयकूटलेखक
एनालॉग ट्रान्समिशन,अनुरूप संचरण
एनालॉग प्रकार,अनुरूप प्रकार
विश्लेषण ब्लॉक,विश्लेषण खंड़क
विश्लेषण मोड,विश्लेषण विधा
विश्लेषणात्मक इंजिन,वैश्लेषिक इंजन
वडिलोपार्जित कार्य,पूर्वज कार्य
सहायक उपकरणे,सहायक उपकरण
आणि,तथा'
आणि सर्किट,तथा' परिपथ
आणि घटक,तथा' अवयव
आणि गेट,तथा' द्वार
आणि मुखवटा,तथा' प्रच्छादन
आणि ऑपरेशन नाही (= अपवर्जन),अपवर्जन
आणि ऑपरेशन,तथा' संक्रिया
अनुबंध मेमरी,चयक स्मृति
भाष्य,टिप्पण
अ‍ॅन्युन्सिएटर,आख्यापित्र
उत्तर परत,तुरत उत्तर
उत्तर विलंब,उत्तर विलंब
उत्तर वेळ,उत्तर काल
उत्तर दिवा,उत्तर बत्ती
उत्तर यादी,उत्तर सूची
फक्त उत्तर द्या,केवल उत्तर
अपेक्षित मोड,प्रत्याशा विधा
अपेक्षित बफरिंग,प्रत्याशामूलक चयकन
अपेक्षित वाहून नेणे,प्रत्याशामूलक हासिल
अपेक्षित पेजिंग,प्रत्याशामूलक पृष्ठन
अँटीकोइन्सिडन्स ऑपरेशन,प्रतिसंपाती संक्रिया
अँटीकोइन्सींट घटक,प्रतिसंपाती अवयव
अ‍ॅपरिओडिक ten न्टीना,अनावर्ती ऐन्टेना
छिद्र कार्ड,द्वारक पत्रक
छिद्र कोड,द्वारक कूट
छिद्र वेळ,द्वारक काल
परिशिष्ट,अनुबंध
परिशिष्ट कार्य,अनुबंध कार्य
अनुप्रयोग विकसक,अनुप्रयोग विकासक
अनुप्रयोग स्तर,अनुप्रयोग स्तर
अनुप्रयोग देणारं भाषा,अनुप्रयोग मूलक भाषा
अनुप्रयोग पॅकेज,अनुप्रयोग (क्रमादेश) संकुल
अनुप्रयोग कार्यक्रम,अनुप्रयोग क्रमादेश
अनुप्रयोग प्रोग्रामिंग,अनुप्रयोग क्रमादेशन
अर्ज आवश्यक भाषा,अनुप्रयोग अपेक्षित भाषा
अनुप्रयोग सॉफ्टवेअर,अनुप्रयोग प्रक्रिया सामग्री
अ‍ॅप्लिक,अधिरोपण
अंदाजे सिद्धांत,सन्निकटन सिद्धांत
अनियंत्रित प्रवेश,स्वेच्छ अभिगम
अनियंत्रित अनुक्रम संगणक,स्वेच्छ अनुक्रम अभिकलित्र
लवाद,मध्यस्थ
आर्किटेक्चर,"वास्तुकला, स्थापत्यकला"
संग्रहण,पुराभंडारण
क्षेत्र कोड,क्षेत्र कूट
क्षेत्र शोध,क्षेत्र खोज
क्षेत्र हस्तांतरण,क्षेत्र स्थानांतरण
क्षेत्र चल,क्षेत्र चर
युक्तिवाद,स्वतंत्र चर
युक्तिवाद पत्ता,स्वतंत्र चर पता
युक्तिवाद यादी,स्वतंत्र चर सूची
अंकगणित सूचना,अंकगणितीय अनुदेश
अंकगणित आणि तर्कशास्त्र युनिट,अंक गणितीय एंव तर्क एकक
अंकगणित असाइनमेंट स्टेटमेंट,अंकगणितीय नियतन कथन
अंकगणित तपासणी,अंकगणितीय जाँच
अंकगणित स्थिर,अंकगणितीय अचर
अंकगणित रूपांतरण,अंकगणितीय रूपांतर
अंकगणित डेटा,अंकगणितीय आँकड़े
अंकगणित अपवाद,अंकगणितीय अपवाद
अंकगणित अभिव्यक्ती,अंकगणितीय व्यंजक
अंकगणित निश्चित बिंदू,अंकगणितीय नियत बिन्दु
अंकगणित पदानुक्रम,अंकगणितीय पदानुक्रम
अंकगणित जर विधान,अंकगणितीय 'यदि' कथन
अंकगणित तर्कशास्त्र,अंकगणितीय तर्क
अंकगणित लॉजिक युनिट,अंकगणितीय तर्क एकक
अंकगणित ऑपरेशन,अंकगणितीय संक्रिया
अंकगणित ऑपरेटर,अंकगणितीय संकारक
अंकगणित ओव्हरफ्लो,अंकगणितीय अधिप्रवाह
अंकगणित चित्र डेटा,अंकगणितीय चित्र आँकड़े
अंकगणित प्राधान्य,अंकगणितीय पूर्वता
अंकगणित प्राथमिक,अंकगणितीय प्राथमिक अवयव
अंकगणित नोंदणी,अंकगणितीय पंजी
अंकगणित संबंध,अंकगणितीय संबंध
अंकगणित स्कॅन,अंकगणितीय क्रमवीक्षण
अंकगणित विभाग,अंकीय अनुभाग
अंकगणित शिफ्ट,अंकगणितीय विस्थापन
अंकगणित शिफ्टिंग,अंकगणितीय विस्थापन
अंकगणित विधान,अंकगणितीय कथन
अंकगणित संज्ञा,अंकगणितीय पद
अंकगणित अंडरफ्लो,अंकगणितीय अधोप्रवाह
अंकगणित युनिट,अंकीय एकक
रचना,सरणी
अ‍ॅरे बाउंड,सरणी परिबंध
अ‍ॅरे संगणक,सरणी अभिकलित्र
अ‍ॅरे आयाम,सरणी विमा
अ‍ॅरे घटक,सरणी अवयव
अ‍ॅरे अभिव्यक्ती,सरणी व्यंजक
अ‍ॅरे नाव,सरणी नाम
संरचनांचा अ‍ॅरे,संरचना सरणी
अ‍ॅरे प्रिंटिंग,सरणी मुद्रण
अ‍ॅरे प्रक्रिया,सरणी संसाधन
अ‍ॅरे प्रोसेसर,सरणी संसाधित्र
बोलण्याचे बिंदू,संधि बिन्दु
कृत्रिम अनुभूती,कृत्रिम बोध
कृत्रिम बुद्धिमत्ता,कृत्रिम बुद्धि
कृत्रिम भाषा,कृत्रिम भाषा
कृत्रिम चल,कृत्रिम चर
कला अनुप्रयोग डेटा बँक,कला अनुप्रयोग आकड़ा बैंक
कला अनुप्रयोग संगीत,कला अनुप्रयोग संगीत
कला अनुप्रयोग नमुना निर्मिती,कला अनुप्रयोग प्रतिरूप जनन
आरोहण,आरोहक
चढत्या क्रमवारी,आरोही छँटाई
एएससीएल,आस्की
एएससीआयआय नियंत्रण वर्ण,आस्की नियंत्रण संप्रतीक
एएससीआयआय की बोर्ड,आस्की कुंजी पटल
पैलू,अभिमुखता
पैलू आणि,अभिमुखता पत्रक
एकत्र करा,कोड़ांतरण
एकत्रित मूळ,कोड़ांतरित उद्गम
कालावधी एकत्र करा,कोडांतरण अवधि
असेंबलर,कोडांतरक
असेंबलर डायरेक्टिव्ह,कोडांतरक निर्देश
असेंबलर सुविधा,कोडांतरक सुविधा
असेंबलर भाषा,कोडांतरण भाषा
एकत्र करणे,कोडांतरण
एकत्रित टप्पा,कोडांतरण प्रावस्था
वेळ एकत्र करणे,कोडांतरण काल
असेंब्ली,कोडांतरण
असेंब्ली भाषा,कोडांतरण भाषा
असेंब्ली भाषा प्रोग्रामिंग,कोडांतरण भाषा क्रमादेशन
असेंब्ली भाषा सॉफ्टवेअर लवचिकता,कोडांतरण भाषा प्रक्रियासामग्री नम्यता
असेंब्ली सूची,कोडांतरण सूचीकरण
असेंब्ली फेज,कोडांतरण प्रावस्था
असेंब्लीची दिनचर्या,कोडांतरण नेमका
असेंब्ली वेळ,कोडांतरण काल
असेंब्ली युनिट,कोडांतरण एकक
असाइनमेंट इंडेक्सिंग,नियतन सूचीकरण
असाइनमेंट ऑपरेशन,नियतन संक्रिया
असाइनमेंट स्टेटमेंट,नियतन कथन
असोसिएटिव्ह पत्ता,साहचर्य पता
असोसिएटिव्ह अ‍ॅरे रजिस्टर,साहचर्य सरणी पंजी
असोसिएटिव्ह की,साहचर्य कुंजी
असोसिएटिव्ह भाषा,साहचर्य भाषा
असोसिएटिव्ह मेमरी,साहचर्य स्मृति
असोसिएटिव्ह स्टोरेज,साहचर्य भंडारण
गृहीत दशांश बिंदू,कल्पित दशमलव बिन्दु
असममित डिव्हाइस,असममित युक्ति
असममित I/O,असममित नि/नि.
एसिन्क्रोनस,अतुल्यकालिक; अतुल्यकाली
एसिन्क्रोनस संगणक,अतुल्यकालिक अभिकलित्र
एसिन्क्रोनस डेटा ट्रान्सफर,अतुल्यकालिक आँकड़ा अंतरण
एसिन्क्रोनस डेटा ट्रान्समिशन,अतुल्यकालिक आँकड़ा प्रेषण
एसिन्क्रोनस डिव्हाइस,अतुल्यकालिक युक्ति
एसिन्क्रोनस ऑपरेशन,"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया"
एसिन्क्रोनस सिग्नलिंग,अतुल्यकालिक संकेतन
एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग,अतुल्यकालिक समय विभाजन बहुसंकेतन
एसिन्क्रोनस ट्रान्समिशन,अतुल्यकालिक संचरण
एसिन्क्रोनस वर्किंग,अतुल्यकालिक निष्पादन
संलग्न प्रक्रिया,संलग्न संसाधन
संलग्न प्रोसेसर,संलग्न संसाधित्र
संलग्न समर्थन प्रोसेसर,संलग्न आलंब संसाधित्र
ऑपरेशन उपस्थित,उपस्थितसापेक्ष प्रचालन
ट्रेल प्रिंटरला हजेरी लावली,उपस्थिति लीक मुद्रित्र
लक्ष व्यत्यय,ध्यान अंतरायन
लक्ष की,ध्यान कुंजी
क्षीणन,क्षीणन
क्षीणन स्थिर,क्षीणनांक
क्षीणकरण विकृती,क्षीणन विरूपण
अ‍ॅटेन्युएशन इक्वेलायझर,क्षीणन तुल्यकारक
अ‍ॅटेन्युएटर,क्षीणकारी
विशेषता,गुण
ऐकण्यायोग्य अलार्म,श्रव्य सचेतक
ऑडिओ कॅसेट,श्रव्य कैसट
ऑडिओ चौकशी,श्रव्य जाँच
ऑडिओ लाइन,श्रव्य लाइन
ऑडिओ प्रतिसाद,श्रव्य अनुक्रिया
ऑडिओ प्रतिसाद संदेश,श्रव्य अनुक्रिया संदेश
ऑडिओ प्रतिसाद युनिट,श्रव्य अनुक्रिया एकक
ऑडिओटेप स्टोरेज युनिट,श्रव्य टेप भंडारण एकक
ऑडिओ टेलिकम्युनिकेशन लाइन,श्रव्य दूरसंचार लाइन
ऑडिओ टर्मिनल,श्रव्य अंतक
ऑडिट कमांड भाषा,लेखापरीक्षा समादेश भाषा
ऑडिट प्रोग्रामिंग,लेखापरीक्षा क्रमादेशन
तपासणीचे सूत्र,लेखा सत्यापन
ऑगेंड,योजक
वाढवणे,संवर्थ
ऑगमेंटर,संवर्धक
लेखक,संलेखक
लेखन,संलेखन
लेखन प्रणाली,संलेखन प्रणाली
अधिकार,प्राधिकार
अधिकृतता कोड,प्राधिकरण कूट
अधिकृत लायब्ररी,प्राधिकृत क्रमादेश संग्रह
अधिकृत कार्यक्रम,प्राधिकृत क्रमादेश
अधिकृत कार्यक्रम सुविधा,प्राधिकृत क्रमादेश सुविधा
ऑटो अ‍ॅबस्ट्रॅक्ट,स्व-साराहरण
स्वयंचलित,स्वतः उत्तरित्र
ऑटो बूटिंग,स्वतः उत्थानी
ऑटो बायपास,स्व उपमार्ग
ऑटो कॉल (= स्वयंचलित कॉलिंग),स्वतः आह्वान
ऑटो कोडर,स्वकूटलेखक
ऑटो डायल,स्वतः डायलन
ऑटोफ्लो,स्वतः प्रवाह
ऑटो इंडेक्स,स्वतः सूचक
ऑटो अनुक्रमित पत्ता,स्वतः सूचकित पताभिगमन
ऑटोमाटा,स्वचल प्ररूप
ऑटोमाटा सिद्धांत,स्वचल प्ररूप सिद्धांत
ऑटोमॅटा प्रकार,स्वचल प्ररूप प्रकार
स्वयंचलित ग्रंथसूची,कंप्यूटरित ग्रंथ सूची
स्वयंचलित डेटा मध्यम,कंप्यूटरित आँकड़ा माध्यम
स्वयंचलित शब्दकोश,कंप्यूटरित कोश
स्वयंचलित शब्दकोष,कंप्यूटरित शब्द-संग्रह
स्वयंचलित लॉजिक डायग्राम,स्वचालित तर्क आरेख
स्वयंचलित व्यवस्थापन,स्वचालित प्रबंध
स्वयंचलित उत्पादन व्यवस्थापन,स्वचालित उत्पादन प्रबंध
स्वयंचलित स्टॉक नियंत्रण,स्वचालित स्टॉक नियंत्रण
स्वयंचलित अमूर्त,स्वतः सार
स्वयंचलित अ‍ॅबस्ट्रॅक्टिंग,स्वतः साराहरण
स्वयंचलितपणे प्रोग्राम केलेली साधने,स्वतः क्रमादेशित साधन
स्वयंचलित उत्तर,स्वतः उत्तर देना
स्वयंचलित कॉल वितरक,स्वतः आह्वान वितरक
स्वयंचलित कॉलिंग,स्वतः आह्वान
स्वयंचलित तपासणी,स्वतः जाँच
स्वयंचलित कोडिंग,स्वतः कूटलेखन
स्वयंचलित संगणन,स्वतः अभिकलन
स्वयंचलित संगणकीय इंजिन,स्वतः अभिकलन इंजन
स्वयंचलित स्थिर,स्वतः अचर
स्वयंचलित नियंत्रण अभियांत्रिकी,स्वतः नियंत्र इंजीनियरी
स्वयंचलित डेटा प्रक्रिया,स्वतः आँकडा संसाधन
स्वयंचलित डेटा प्रक्रिया प्रणाली,स्वतः आँकड़ा संसाधन तंत्र
स्वयंचलित दशांश संरेखन,स्वतः दशमलव संरेखण
स्वयंचलित डायलिंग युनिट,स्वतः डायलन एकक
स्वयंचलित शब्दकोश,स्वतः कोश
स्वयंचलित समानता,स्वतः तुल्यकरण
स्वयंचलित त्रुटी सुधारणे,स्वतः ऋटि संशोधन
स्वयंचलित फीड पंच,स्वतः भरण छिद्रित्र
स्वयंचलित कार्य,स्वतः कार्य
स्वयंचलित अनुक्रमणिका,स्वतः सूचकीकरण
स्वयंचलित लायब्ररी कॉल,स्वतः क्रमोदेश संग्रह आह्वान
स्वयंचलित संदेश लेखा,स्वतः संदेश लेखा कार्य
