Gujarati,Bengali
બ્રિટિશ કોમનવેલ્થ ઓફ નેશન્સ,ব্রিটিশ কমনওয়েলথ অফ নেশনস
બ્રાઉન શર્ટ્સ (=નાઝીઓ),ব্রাউন শার্ট (=নাৎসি)
બ્રસેલ્સ સંધિ (સંધિ) સંસ્થા (=વેસ્ટર્ન યુરોપિયન યુનિયન),ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
બફ,বাফ
બફ,বাফ
બફ-કોટ,বাফ-কোট
બફ્સ,বাফস
બુલે (= કાઉન્સિલ),বুলে (= পরিষদ)
બર્ગેજ,বার্গেজ
બર્જેસ,বার্গেস
બાયઝેન્ટાઇન,বাইজেন্টাইন
બાયઝેન્ટાઇન ચર્ચ,বাইজেন্টাইন গির্জা
બાયઝેન્ટાઇન સામ્રાજ્ય,বাইজেন্টাইন সাম্রাজ্য
બાયઝેન્ટાઇન યુગ,বাইজেন্টাইন যুগ
બાયઝેન્ટાઇન ઇતિહાસકારો,বাইজেন্টাইন ইতিহাসবিদ
કેબલ,ক্যাবল
સીઝરિઝમ,সিজারিজম
ખલીફા,খলিফা
સુલેખનકાર,ক্যালিগ্রাফার
સુલેખનકાર,ক্যালিগ্রাফিস্ট
સુલેખન,ক্যালিগ্রাফি
કેલ્ટ્રોપ,ক্যালট্রপ
મિત્રતા,বন্ধুত্ব
કેમેરિલા,ক্যামারিলা
કેમેરિલા,ক্যামারিলা
કેમલૌકમ,ক্যামেলাউকাম
છદ્માવરણ,ছদ্মবেশ
ઝુંબેશ,প্রচারণা
શિબિર અનુયાયી,শিবিরের অনুসারী
કેમ્પો સાન્ટો,ক্যাম্পো সান্টো
કેમ્પસ માર્શિયસ,ক্যাম্পাস মার্টিয়াস
કેનેફોરા,ক্যানেফোরা
કેંગ્યુ,ক্যাঙ্গু
તોપ,কামান
તોપ ઘાસચારો,কামানের খাদ্যরুপে পরিগণিত মানুষ
કેનન,ক্যানন
કેનન કાયદો,ক্যানন আইন
કેનોપસ હુકમનામું,ক্যানোপাস ডিক্রি
શસ્ત્ર,ক্যান্টিং অস্ত্র
બંદીવાન,বন্দী
કેપ્ટર,বন্দী
કાર્ડિનલ,মৌলিক
કાર્લ,কার্ল
કેરોલિંગિયન રાજવંશ,ক্যারোলিংজিয়ান রাজবংশ
કાર્થુસિયન સંપ્રદાય,কার্থুসিয়ান সম্প্রদায়
કાર્ટોસા,কার্টোসা
કેસ્ટેલિયન,কাস্টেলীয়
કેસ્ટેલિયન,কাস্টেলীয়
જાતિ વ્યવસ્થા,বর্ণপ্রথা
કિલ્લો,দুর্গ
કિલ્લો,দুর্গ
કેસલ ટાઉન,দুর্গ শহর
કાસ્ટ્રા,কাস্ত্রা
કાસ્ટ્રા,কাস্ত্রা
કેથેડ્રા,ক্যাথেড্রা
કેથેડ્રલ,ক্যাথিড্রাল
કેટો સ્ટ્રીટ કાવતરું,ক্যাটো স্ট্রিট ষড়যন্ত্র
કૌડીલો,কাউডিলো
ઘોડેસવાર,অশ্বারোহী
ઘોડેસવાર,অশ্বারোহী
ઘોડેસવાર સંસદ,অশ্বারোহী সংসদ
અદુલ્લામની ગુફા,আদুল্লামের গুহা
ગુફા પેઇન્ટિંગ,গুহাচিত্র
ગુફા પેઇન્ટિંગ,গুহাচিত্র
સેન્ટુમવીર,সেন্টুমভির
સેન્ચ્યુરિયન,সেঞ্চুরিয়ান
સદી,সেঞ্চুরি
સાંકળ બખ્તર (= સાંકળ મેલ),চেইন আর্মার (= চেইন মেইল)
ચેન્ટ્રી,চ্যানট্রি
ચેન્ટ્રી,চ্যানট্রি
ચેપ પુસ્તક,চ্যাপ বই
ધર્મગુરુ,চ্যাপলিন
પ્રકરણ,অধ্যায়
અકસ્માતોનો પ્રકરણ,দুর্ঘটনার অধ্যায়
ચાર્જ,চার্জ
ચાર્જ ડી અફેર્સ,চার্জ ডি অ্যাফেয়ার্স
ચાર્જ વિદાય,চার্জ বিভাজন
ચાર્જર,চার্জার
રથ,রথ
સારથિ,সারথি
સારથિ,সারথি
સારથિ,সারথি
ચેરિટી રસોડું,দাতব্য রান্নাঘর
ચાર્ટર,সনদ
ચાર્ટિસ્ટ ચળવળ (= ચાર્ટિઝમ),চার্টিস্ট আন্দোলন (=চার্টিজম)
ચાર્ટોફિલેસિયમ,চার্টোফাইলাসিয়াম
ચટેઉ,Chateau
ચેક પોસ્ટ,চেক পোস্ট
રાસાયણિક યુદ્ધ,রাসায়নিক যুদ্ধ
ચેસ્ટર,চেস্টার
મુખ્ય,প্রধান
સરદાર,প্রধান
સરદાર,প্রধান
સરદાર,প্রধান
શિફૉન,শিফন
શૌર્ય,বীরত্ব
પસંદ કરેલા લોકો,নির্বাচিত মানুষ
ક્રિસ્મોગ્રાફિયન,ক্রিসমোগ্রাফিয়ন
ખ્રિસ્તી ધર્મ,খ্রিস্টধর্ম
ખ્રિસ્તી યુગ,খ্রিস্টীয় যুগ
ખ્રિસ્તી સમાજવાદ,খ্রিস্টান সমাজতন্ত্র
ક્રોનિકલ,ক্রনিকল
ક્રોનિકર,ক্রনিকলার
Chryse Chersonese,Chryse Chersonese
સિમેલિયમ,সিমেলিয়াম
Cinquecento પ્રકાર,সিনকুয়েসেন্টো স্টাইল
પરિક્રમા,পরিক্রমা
સિસ્ટરસિયન સાધુ,সিস্টারসিয়ান সন্ন্যাসী
રાજગઢ,সিটাডেল
અવતરણ,উদ্ধৃতি
અવતરણ,উদ্ধৃতি
સામાજિક અસહકાર,আইন অমান্য
નાગરિક યુદ્ધ,গৃহযুদ্ধ
સિવિસ રોમનસ,সিভিস রোমানাস
શાસ્ત્રીય વય,শাস্ত্রীয় বয়স
Clepht (=klepht),ক্লেফ্ট (=ক্লেফ্ট)
કારકુનવાદ,কেরানিবাদ
કારકુન,ক্লারাচ
ક્લુનિયાક ચળવળ,ক্লুনিয়াক আন্দোলন
કોટ બખ્તર,কোট বর্ম
શસ્ત્રોનો કોટ,অস্ত্রের কোট
શસ્ત્રોનો કોટ,অস্ত্রের কোট
શસ્ત્રોનો કોટ,অস্ত্রের কোট
ટપાલનો કોટ,ডাকের কোট
સમૂહ,সমদল
કોમીટીયા,কমিটিয়া
કોમિટિયા સેન્ટુરિયાટા,Comitia Centuriata
કોમિટિયા કુરિયાટા,কমিটিয়া কুরিয়াটা
કોમિટિયા ટ્રિબ્યુટા,Comitia Tributa
સ્મારક કમાન,স্মারক খিলান
સ્મારક સિક્કો,স্মারক মুদ্রা
સ્મારક સીલ,স্মারক সীলমোহর
સામાન્ય ક્ષેત્ર,সাধারণ ক্ষেত্র
કોમ્યુનાર્ડ,কমুনার্ড
કોનકોર્ડેટ,কনকর্ড্যাট
કોનકોર્ડેટ,কনকর্ড্যাট
કોન્ડોટિયર,কনডোটিয়ের
પુષ્ટિકરણ Cartarum,নিশ্চিতকরণ Cartarum
સંઘર્ષ,দ্বন্দ্ব
મંડળ,ধর্মসভা
વિજયી રાજ્ય,বিজয়ী রাষ্ট্র
વિજેતા,বিজয়ী
વિજેતા,বিজয়ী
કોન્સિલિયમ,কনসিলিয়াম
કન્સિસ્ટરી,কনসিস্টরি
કાવતરું,ষড়যন্ত্র
કાવતરું,ষড়যন্ত্র
કોન્સ્યુલેટ,কনস্যুলেট
કન્સ્યુલેશન બુક,কনসুলেশন বই
કોન્ટિનેંટલ સિસ્ટમ,মহাদেশীয় ব্যবস্থা
સંમેલન સંસદ,কনভেনশন সংসদ
કોપરહેડ્સ (=પીસ ડેમોક્રેટ્સ),কপারহেডস (=শান্তি গণতন্ত্রী)
કોપીહોલ્ડ,কপিহোল্ড
કોર્ડનિંગ,কর্ডনিং
કોરોના,করোনা
રાજ્યાભિષેક,রাজ্যাভিষেক
રાજ્યાભિષેક પથ્થર,রাজ্যাভিষেক পাথর
કોર્પસ,কর্পাস
કોર્સેર,কর্সেয়ার
કોર્સેર,কর্সেয়ার
કાંચળી (=કાંચળી),কাঁচুলি (= কর্সেলেট)
કોર્ટેસ,কর্টেস
કોટ્ટર (=કોટીયર),কোটার (=কোটিয়ার)
કોટ્ટર (=કોટીયર),কোটার (=কোটিয়ার)
કાઉન્ટ પેલેટિનેટ,কাউন্ট প্যালাটিনেট
દેશ ઘર,দেশের বাড়ি
કાઉન્ટી,কাউন্টি
કાઉન્ટી બરો,কাউন্টি বরো
કાઉન્ટી કોર્ટ,কাউন্টি আদালত
કાઉન્ટી પેલેટીન,কাউন্টি প্যালাটাইন
કોર્ટ,আদালত
કોર્ટ,আদালত
કોર્ટ પરિપત્ર,আদালতের সার্কুলার
કોર્ટ શિષ્ટાચાર,আদালতের শিষ্টাচার
દરબારી,দরবারী
કેસેશન કોર્ટ,ক্যাসেশন আদালত
કોર્ટ ઓફ ડિરેક્ટર્સ (EIC),কোর্ট অফ ডিরেক্টরস (EIC)
માલિકોની કોર્ટ,মালিকদের আদালত
દરબાર કવિ,দরবারের কবি
કરારબદ્ધ કેમેરોનિયનો,চুক্তিবদ্ধ ক্যামেরোনিয়ান
તાજ,মুকুট
તાજ,মুকুট
તાજ,মুকুট
તાજ જમીન,মুকুট জমি
તાજ જમીન,মুকুট জমি
રાજકુંવર,ক্রাউন প্রিন্স
ધર્મયુદ્ધ,ক্রুসেড
ક્રુસેડર,ক্রুসেডার
ક્રિપ્ટોગ્રામ,ক্রিপ্টোগ্রাম
કુઇરાસ,কুইরাস
ક્યુરાસીયર,কুইরাসিয়ার
સંપ્રદાય દેવતા,কাল্ট দেবতা
કુરિયા,কুরিয়া
કુરિયા,কুরিয়া
ઝારવાદ,জারবাদ
શ્યામ ખંડ,অন্ধকার মহাদেশ
ચુકાદાનો દિવસ,বিচারের দিন
ચુકાદાનો દિવસ,বিচারের দিন
ડીન,যাজক
દશક,দশক
ડેનરિયસ,ডেনারিয়াস
પદભ્રષ્ટ રાજા,ক্ষমতাচ্যুত রাজা
બગાડ,নষ্ট করা
બગાડ,বিলুপ্তি
ડિથ્રોન,ডিথ্রোন
ડાયડેમ,ডায়ডেম
ડાયડેમ,ডায়ডেম
ડાયડેમ,ডায়ডেম
ડાયસિયા,ডায়াসিয়া
ડિકાસ્ટેરિયમ,ডিকাস্টেরিয়াম
ડિલુવિઆલિસ્ટ,ডিলুভিয়ালিস্ট
પંથક,ডায়োসিস
પંથક,ডায়োসিস
નિર્દેશક (=નિર્દેશક),নির্দেশিকা (=নির্দেশনা)
નિર્દેશક (=નિર્દેશક),নির্দেশিকা (=নির্দেশনা)
દિરહામ,দিরহাম
બેવફા,অবিশ্বাসী
બેવફા,অবিশ্বাসী
ક્ષતિનો સિદ્ધાંત,ভুলের মতবাদ
દસ્તાવેજ,দলিল
દસ્તાવેજી પુરાવા,দালিলিক প্রমাণ
ડોમ્સડે બુક,গম্বুজের বই
કોન્સ્ટેન્ટાઇનનું દાન,কনস্টানটাইনের দান
પ્રારબ્ધ,নিয়তি
ડોવગર રાણી,ডাওগার রানী
ડ્રેગન,ড্রাগন
ડ્રોમેડેરીયન,ড্রোমেডারিয়ান
ડ્રોમેડરી,ড্রোমেডারি
ડ્રોમોન્ડ,ড্রমন্ড
ડ્યુઅલ,দ্বৈত
બેવડા જોડાણ,দ্বৈত জোট
ડ્યુઅલ entente,ডুয়েল এন্টেন্টে
ડ્યુઅલ સિસ્ટમ (= બેવડી સરકાર),দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
ડ્યુક,ডিউক
ડુમા,ডুমা
વામન અવતાર,বামন অবতার
રાજવંશ,রাজবংশ
રાજવંશ,রাজবংশ
ગરુડ,ঈগল
વૃદ્ધ માણસ,বুড়ো মানুষ
અર્લ,আর্ল
અર્લ્ડમ,প্রাচীনত্ব
પ્રારંભિક ગુપ્તા,প্রারম্ভিক গুপ্ত
પ્રારંભિક (ઐતિહાસિક) સાઇટ્સ,প্রারম্ভিক (ঐতিহাসিক) সাইট
પ્રારંભિક વૈદિક સમયગાળો,প্রারম্ভিক বৈদিক যুগ
એકલસિયા,ইক্লেসিয়া
વળતરનો આદેશ,পুনরুদ্ধারের আদেশ
આઠ ગણો રસ્તો,আট ভাঁজ পথ
વડીલો,প্রবীণ
વડીલ રાજનેતા (= genro),বয়স্ক রাষ্ট্রনায়ক (=জেনরো)
હાથી ગોડ,হাতির ছাগু
અગિયાર વર્ષનો જુલમ,এগারো বছরের অত্যাচার
એલિસી (=એલિસી),Elysae (=Elysee)
બિડાણ ચળવળ,ঘের আন্দোলন
એન્સાઇકલિકલ,এনসাইক্লিক্যাল
જ્ઞાનકોશવાદી ચળવળ,বিশ্বকোষবাদী আন্দোলন
એન્ટેન્ટે,Entente
એન્ટેન્ટે કોર્ડિયેલ,Entente cordiale
સિંહાસન,সিংহাসন
નોકરચાકર,এনট্যুরেজ
એફોદ,এফোদ
એફોર,ইফোর
મહાકાવ્ય યુગ,মহাকাব্য যুগ
એપિક હીરો,মহাকাব্যিক নায়ক
એપિગ્રાફ,এপিগ্রাফ
એપિસ્કોપેસી,এপিস্কোপ্যাসি
એપિસ્કોપેટ,এপিস্কোপেট
એપિસોડ,পর্ব
યુગ,যুগ
યુગ-નિર્માણની ઘટના,যুগ তৈরির ঘটনা
યુગ-નિર્માતા માણસ,যুগ সৃষ্টিকারী মানুষ
ઉપનામ,উপনাম
ઇક્વેરી,ইকুয়েরি
ઇક્વેરી,ইকুয়েরি
અશ્વારોહણ પ્રતિમા,অশ্বারোহী মূর্তি
યુગ,যুগ
અર્ગાસ્ટુલમ,এরগাস্টুলাম
યુકેરિસ્ટ,ইউক্যারিস্ট
ઇવેન્જેલિકલિઝમ,ধর্মপ্রচার
ઇવેન્જેલિકલ ચળવળ,ধর্মপ্রচার আন্দোলন
પ્રચારક,ধর্মপ্রচারক
Exarch,Exarch
એક્સિલર્ચ,এক্সিল্যার্ক
ફલાંગિસ્ટ,ফালাঙ্গিস্ট
પિતાની જમીન,পিতার জমি
પિતાની જમીન,পিতার জমি
ફેરિયા,ফেরিয়া
ફેટીશ,ফেটিশ
સામન્તી હોલ્ડિંગ્સ,সামন্ত জোত
સામંતવાદ (= સામંતશાહી વ્યવસ્થા),সামন্ততন্ত্র (=সামন্ততন্ত্র)
સામંતશાહી વ્યવસ્થા,সামন্ততান্ত্রিক ব্যবস্থা
સામંતશાહી,সামন্ত
ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક),ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক)
ફીફ,ফিফ
ફીલ્ડ સિસ્ટમ,ক্ষেত্র ব্যবস্থা
પંદરમો કર,পঞ্চদশ কর
આકૃતિ વડા,ফিগার হেড
ફિન ડી siecle,ফিন ডি siecle
અગ્નિ ખાનાર,আগুন ভক্ষক
ફાઇવ માઇલ એક્ટ,পাঁচ মাইল আইন
ધ્વજ,পতাকা
ફ્લેમેન ડાયાલિસ,ফ্ল্যামেন ডায়ালিস
ફ્લેમેન માર્શેલીસ,ফ্ল্যামেন মার্শালিস
જ્વલંત મશાલ,জ্বলন্ত মশাল
ફ્લૅન્ક,ফ্ল্যাঙ্ক
flanking ચળવળ,ফ্ল্যাঙ্কিং আন্দোলন
વિકસતી સંસ્કૃતિ,বিকশিত সভ্যতা
પ્રવાહવાદી માન્યતા,fluvialistic বিশ্বাস
લોક દેવ,লোকদেবতা
લોક દેવી,লোকদেবী
લોક સ્મૃતિ,লোক স্মৃতি
