Kannada,Punjabi
ಸಕ್ರಿಯ ಮೂಲ ವಲಯ,ਐਕਟਿਵ ਰੂਟ ਜ਼ੋਨ
ತೀವ್ರ,ਗੰਭੀਰ
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,ਅਨੁਕੂਲਤਾ
ರೂಪಾಂತರ,ਅਨੁਕੂਲਤਾ
ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,ਚਿਪਕਿਆ
ಅಡಿ,ADPIPOSE
ಹೊಂದಾಣಿಕೆ ಸಮೀಕರಣ,ਵਿਵਸਥ ਸਮੀਕਰਨ
ಮಣ್ಣು,ਅਡੋਬ ਮਿੱਟੀ
ವ್ಯಭಿಚಾರಮಾಡುವ,ਮਨਜ਼ੂਰ
ಸಾಹಸದ,ਸਾਹਸੀ
ಅಕ್ಸಿಯೊಸ್ಪೋರ್,ਏਸੀਡਿਓਸਪੋਰ
ಅಯೋಲಿಯನ್ ಪ್ರಕ್ರಿಯೆ,ਏਓਲੀਅਨ ਪ੍ਰਕਿਰਿਆ
ಅಯೋಲಿಯನ್,ਏਓਲੀਅਨ
ಗಾಳಿಗೊಡ್ಡು,Aeate
ವೈಮಾನಿಕ,ਏਰੀਅਲ
ವಾಯುಮಾಪಕ,ਐਰੋਮੀਟਰ
ವಾಯುಪಾವತಿ,ਐਰੋਸੋਲ
ಅಸ್ವಸ್ಥತೆ,ਖਰਾਸ਼
ಏಟಿಯಾಲಜಿ (ಎಟಿಯಾಲಜಿ),ਏਟੀਓਲੋਜੀ (ਐਟਾਇਜੀੋਲੋਜੀ)
ಸಂಯಮ,ਕਥਾ
ಆಂದೋಲನ,ਅੰਦੋਲਨ
ಅಣಕೇಡು,ਆਕਮਾਰਕ
ಕೃಷಿ,ਅਗਰਾਰੀਅਨ
ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ,ਖੇਤੀਬਾੜੀ ਕਲੀਨਿਕ
ಕೃಷಿ ದುಡಿಮೆ,ਖੇਤੀਬਾੜੀ ਕਿਰਤ
ಕೃಷಿ ಮಾರಾಟ,ਖੇਤੀਬਾੜੀ ਮਾਰਕੀਟਿੰਗ
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,ਖੇਤੀਬਾੜੀ ਤਕਨਾਲੋਜੀ
ಕೃಷಿ,ਖੇਤੀ ਬਾੜੀ
ಕೃಪಣಸಾಮರಿ,ਐਗਰੀਸਿਲਵੀਕਲਚਰ
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,ਖੇਰਤ
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು,ਖੇਤੀਬਾਜੀਕਲ ਨੁਕਸ
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ,ਅਗਾਹੀਵੋਲੋਜੀ
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,ਐਗ੍ਰੋਕਲਮੈਟਿਕ ਵਿਭਿੰਨਤਾ
ಕೃಷಿ ವಲಯ,ਅਗਰੋਕਲਮੈਟਿਕ ਜ਼ੋਨਿੰਗ
ಕೃಚಾರಕ,ਐਗਰੋਫੋਰੈਸਟਰੀ
ಕೃಷಿ ಶಾಸ್ತ್ರ,ਖੇਤੀਬਾਜੀ
ಕೃಷಿ ವಿಜ್ಞಾನ,ਖੇਤੀਬਾੜੀ
ಅಬ್ವಿಶರ,ਐਗ੍ਰੋਪਾਸਟਰਲ
ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್,ਸ਼ਿਕਾਰ
Agrostology,ਐਗਰੋਸਟੋਲੋਜੀ
ಕೃಪೆ,ਐਗਰੋਟਾਈਪ
ಗಾಳಿ ಸಸ್ಯ,ਏਅਰ ਪੌਦਾ
ಅಕೋಚಿ ಮಣ್ಣು,ਅਕੀਓਚੀ ਮਿੱਟੀ
ಆಲ್ಬೋ,ਅਲਮੀਨੀਜ਼ਮ
ಆಲ್ಫಿಸೋಲ್ಸ್,ਐਲਫਿਸੋਲਸ
ಪಾಚಿ,ਐਲਗੀ
ಪಾಚಿಯ ಕಾಯಿಲೆ,ਐਲਗਲ ਰੋਗ
ಕ್ಷಾರ ನೀರು,ਅਲਕਾਲੀ ਪਾਣੀ
ಕ್ಷಾರೀಯ,ਐਲਕਲੀਨ
ಇಳಿಜಾರು,ਐਲੀਲੇ
ಆಲಿನೋಕೆಮಿಕಲ್ಸ್,ਐਲਲੋਕਲਿਕਸ
ಅನನುಕಣ,ਅਲੇਲੋਮੋਰਫ
ಅಲಲೋಪತಿ,ਅਲੇਲੋਪੈਥੀ
ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್,ਐਲੀ ਫਸਲ
ನಿಯೋಜಕ,ਅਲੋਕਰੇਪੀ
ಅಲೋಗಮಿ,ਆਲੋਗਮ
ಮಾಪಕ,ਐਲੋਮੈਟਰੀ
ಸೂತ್ರ,ਐਲੋਪੋਲਾਈਵਲਾਈਡ
ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್),ਐਲੋਸਮੈਨੈਪਸਿਸ (ਐਲੋਸਿਨੈਂਡਸਿਸ)
ಪರ್ಯಾಯ ಬೇರಿಂಗ್,ਵਿਕਲਪਿਕ ਬੇਅਰਿੰਗ
ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ,ਵਿਕਲਪੀ ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ
ಸುತ್ತುವರಿಯುವ,ਅੰਬੀਨਟ
ಅಚಲ,ਅਮਜੀਗਤ
ಅಮೀಟಾಸಿ,ਅਮਿਤੋਸਿਸ
ಕಸಚುಗಾರ,ਅਮਿਨਾਜਾਈਜ਼
ಅಮೋನೀಕರಣ,ਅਨੁਮੋਧ
ಅಮೋನಿಗೆ ಮಾಡುವವ,ਅਮੋਨੀਫਾਇਰ
ಅಬ್ಬರಿಸು,ਅਮੋਰਫ
ಉಭಯಮತ್ರ,ਐਮਫੀਮਿਕਸਿਸ
ಉದ್ದವಾದ,ਐਮਫੋਟੇਰਿਕ
ಅನಾಬಾಲಿಸಂ,ਐਨਾਬੋਲਿਜ਼ਮ
ಬಯೆರೋಲೆ,ਅਨੀਰੋਬ
ಅನೆಲಾಯ್ಡ್,ਅਨੀਉਟਲੋਇਡ
ಕೋನ ನೆಡುವುದು,ਕੋਣ ਲਾਉਣਾ
ಪಶುಸಂಗೋಪನೆ,ਪਸ਼ੂ ਪਾਲਣ
ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
ಅನಿಮೇಟ್ ಎನರ್ಜಿ,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
ಹದಮೆರಗಿ,ਅਨੀਸੋਪਲੋਇਡ
ವಾರ್ಷಿಕ ಸಸ್ಯ,ਸਾਲਾਨਾ ਪੌਦਾ
ವಾರ್ಷಿಕ,ਸਾਲਾਨਾ
ಸ ೦ ಗೀತ,ਐਥੇਸਮਿਸ
ಆಂಥ್ರಾಕ್ಸ್,ਐਂਥ੍ਰੈਕਸ
ಮಾನವಜನ್ಯದ ಅಂಶ,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
ಪ್ರತಿಜೀವಕ,ਐਂਟੀਬਾਇਸਿਸ
ಪ್ರತಿಜೀವಕ,ਐਂਟੀਬਾਇਓਟਿਕ
ಪ್ರತಿವಿಷ,ਐਂਟੀਡੋਟਾ
ಆವರಣಕಾರಕ,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
ಪ್ರತಿಚರಣ,Antitoxin
ಉಚ್ಚಾರಣಾ,ਐਨਾਬੁਲਸ
ಮುನಸು,Aphid
ಸುಲಿಯ ಮೊಗ್ಗು,Apical ਮੁਕੁਲ
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,ਏਪਿਕਲ ਦਬਦਬਾ
ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್),Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
ತಿಕ್ಕಲು,ਅਪੋਮਿਕਸ
ಅಪಶೂನ್ಯತೆ,ਅਪੋਪੋਟੋਸਿਸ
ಅನುಬಂಧ,ਅੰਤਿਕਾ
ಜೀರ್ಣಕಾರಕವಾಗಿ,ਭੁੱਖ
ಅನ್ವಯಿಕ,ਲਾਗੂ ਕੀਤਾ
ಜಲಚರಗಳು,ਐਕੁਆਟਿਕ ਬੂਟੀ
ಆಕ್ಷರ,ਅਰਬੋਰੀਅਲ
ಗುಂಡಿನ ಕವಚ,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
ಪ್ರದೇಶ,ਖੇਤਰ
ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,ਐੱਫ.ਡੀ.ਆਈ.
ಹದಮೆರಗಿ,ਅਰਿਲ
ಸುವಾಸನೆ,ਖੁਸ਼ਬੂ
ಆರ್ಯ ಸಸ್ಯ,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
ಬಾಣ,ਐਰੋਇੰਗ
ಕಸ ರೋಗಿಗಳು,Espesisis
ಅಸೆಪ್ಟ್,Sseptic
ಅಲೈಂಗಿಕ ಪ್ರಸಾರ,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
ಪರಾಕ್ರಮ,ਅਨੀ
ಸ್ವಸಮಾನಗಳು,ਸੰਪਤੀ
ಏಕೀಕರಣ,ਸਹਿਯੋਗ
ಸಂಘ,ਐਸੋਸੀਏਸ਼ਨ
ತಗ್ಗು,ਤੂਫਾਨੀ
ಕಸ ರೋಗ,ਅਸਟੀਪਿਸਿਸ
ಅಟಾವ್ ವಾದ,ਅਟਵੀਵਾਦ
ವ್ಯಭಿಚಾರಿ,ਐਟੋਮਾਈਜ਼ਰ
ಕ್ಷೀಣತೆ,ਸ਼ੋਸ਼ਣ
ಸ್ವಯಂಚಾಲಿತ,ਆਟੋਗ੍ਰਾਮ
ಆಟೊಲಿಸಿಸ್,ਆਟੋਲਿਸਸਿਸ
ದಾಟುವಿಕೆ,ਆਟੋਮਿਡੇਸ਼ਨ
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ਆਟੋਪਲਿਪਲਾਈਡ
ಸಮಶೀತ,Auxins
AWN (ಬಿರುಗೂದಲುಗಳು),ਅੱਲ (ਬ੍ਰਿਸਟਲ)
ಬಾದು,ਬਦਾਮ
ಅಡೆ,ਐਲੋ
ಹುಳಿ,ਅਮੈਸ਼ਨਥਸ
ಅಮ್ಮ,ਅਮਮੀ
ಅಂಜಾನ್ ಹುಲ್ಲು,ਅੰਜਨ ਘਾਹ
ಆಧಿವಾತ,ਐਂਥਿਰੀਅਮ
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ","ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
ಸೇಬು,ਸੇਬ
ಏಪ್ರಲಿ,ਖੜਮਾਨੀ
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,ਅਰਬੀਅਨ ਜੈਸਮੀਨ
ಅರೆನಗವ,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
ಹಳ್ಳ,ਅਰਜੁਨ
ಅಸ್ಫೊಟಿಡಾ,ਓਡੋਏਟਿਡਾ
ಬೂದಿ ಸೋರೆಕಾಯಿ,ਸੁਆਹ
ಅಶೋಕ ಮರ,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
ಶತಾವರಿ,ਐਸਪੈਰਾਗਸ
ಆವಕಾಡು,ਆਵਾਕੈਡੋ
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),ਅਲਫਾਲਫਾ (LUSEREN)
ಇರುವೆಗಳು,ਕੀੜੀਆਂ
ಗಿಡಹೇನುಗಳು,ਐਫੀਡਜ਼
ಸೈನ್ಯದ ಹುಳು,ਆਰਮੀ ਕੀੜੀ
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
ಕೃಷಿ ವಿಜ್ಞಾನಿ,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
ಕೃಷಿ ಎಂಜಿನಿಯರ್,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
ಕೃಷಿ ವಿಜ್ಞಾನಿ,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
ಕೃಷಿವಾದಿ,ਖੇਤੀਬਾਮੀ
ಕೃಷಿ ಭೌತ,ਅਸ਼ੋਲੀ
ಪ್ರಾಣಿ ತಳಿಗಾರ,ਜਾਨਵਰ ਬ੍ਰੀਡਰ
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,ਬੇਸਿਲਸ ਵਾਇਰਸ
ಗಾಡಿ,ਬੈਸੀਲਸ
ಬ್ಯಾಕ್ಟೀರಿಯಾ,ਬੈਕਟੀਰੀਆ
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
ಬಜಾಸ್ಸೆ,ਬੈਗਸ
ಸಮತೋಲನ,ਸੰਤੁਲਨ ਸ਼ੀਟ
ಸಮತೋಲನೀಕರಣ,ਸੰਤੁਲਿਤ ਖਾਦ
ಗಿರಣಿ ರೇಖೆ,ਬਾਰ ਡਾਇਗਰਾਮ
ತೊಗಟೆ,ਸੱਕ
ಮಾಪಕ,ਬੈਰੋਮੀਟਰ
ಬಂಜೆ,ਬੰਜਰ
ಬೇನೆ,ਅਧਾਰ
ಜಲಾನಯನ ಪ್ರದೇಶ,ਬੇਸਿਨ
ಸ್ವಲ್ಪ,ਬਾਸਿਪਟਲ
ಬಾಸದ,ਬਾਸੈਸਟਰਨੀਮ
ಕೊಂಬೆ ಮಾನ್ಸುನ್,ਬੇ ਮਾਨਸੂਨ
ಹೊಳಪಿನ,ਬੇਅਰਿੰਗ ਪੌਦਾ
ಹಾಸಿಗೆ,ਬਿਸਤਰੇ
ದಟ್ಟಕಾರ,ਬੇਡਰ
ಹಾಸಿಗೆ,ਬਿਸਤਰੇ
ಬೀಟ್ ಮೊಲಾಸಸ್,ਬੀਟ ਗੁੜ
ಬೆನ್ನೆಲುಬು,ਝੁਕੋ
ಪಟ್ಟಿಗೆ,ਬੈਲਟ
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
ಪಕ್ಷಪಾತ (ಮಾದರಿ),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
ದ್ವೈವಾರ್ಷಿಕ,ਬਨੀਅਲ
ದ್ವಿಪದೀಯ,ਬਿਨੀਮਾਇਲ
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,ਬਾਇਓਜੈਂਟ
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,ਬਾਇਓਸੈਲਮੇਟ
ಜೈವಿಕ ಕರ್ತವ್ಯ,ਬਾਇਓਨੇਰਜੀ
ಜೈವಿಕಶಾಸ್ತ್ರ,ਬਯਨੋਮਿਕਸ
ಜೈವಿಕ ರಿಯಾಯಿತಿ,ਬਾਇਓਰੇਟਰ
ಜೀವಗೋಳ,ਬਾਇਓਸਪੇਅਰ
ಜೈವಿಕ,ਬਾਇਓਟਿਕ
ಬಯೋಟೈತನ,ਬਾਇਓਟਾਈਪ
ದ್ವಿಲಿಂಗಿ,ਲਿੰਗੀ
ಚಿರತೆ,ਬਲੈਂਚਿੰਗ
ಹರಡು,ਧਮਾਕਾ
ಮಿಶ್ರಣ,ਮਿਸ਼ਰਣ
ಗದ್ದಲ,ਝੁਲਸਣ
ಗುಳ್ಳೆ,ਛਾਲੇ
ನೀಲಿ ಕ್ರಾಂತಿ,ਨੀਲਾ ਇਨਕਲਾਬ
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,ਤਲ ਹੀਟ ਤਕਨੀਕ
ಹೊಟ್ಟು,ਬ੍ਰੈਨ
ಕವಲೊಡೆ,ਸ਼ਾਖਾ
ಸಣ್ಣ ಕೊಂಬೆ,ਬ੍ਰੀਚਲੇਟ
ತಳಿ,ਨਸਲ
ತಳಿ,ਪ੍ਰਜਨਨ
ಕಂಗುರು,ਝਗੜਾ
ಸಂಸಾರ,ਬਰੂਦ
ಮೊಳಕೆಯ,ਉਭਰਦਾ
ಬಜೆ,ਬਜਟ
ಬಫಲು,ਬਫਰ
ಬಟಗು,ਬੱਲਬ
ಚೂರುಚೂರಾಗಿ,ਬੈਂਟ
ಉಪ-ಉತ್ಪನ್ನ,ਉਪ-ਉਤਪਾਦ
ಬಾಬುಲ್ ಅಕೇಶಿಯ,ਬਾਬੂਬਦ ਬੱਬੀ
ಬೇಬಿ ಕಾರ್ನ್,ਬੇਬੀ ਮੱਕੀ
ಬುದ್ದಿ,ਬਾਲ
ಬಾಯಿ,ਬਿਲ
ಕಸಕ,ਬਾਲਸਮ
ಬಿದಿರು,ਬਾਂਸ
ಬಾಳೆಹಣ್ಣು,ਕੇਲਾ
ಆಲದ ಮರ,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
ಬಾರ್ಲಿ,ਜੌ
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
ತುಳಸಿ,ਤੁਲਸੀ
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,ਬਾਸਟਰਡ ਸੀਡਰ
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
ಮಾಟ,Bauhinia
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,ਬੇ ਬੇਰੀ
ಹುರುಳಿ,ਬੀਨ
ಬೀಟ್,ਚੁਕੰਦਰ
ಬೆಲ್ಲ,ਬੇਲਾਡੋਨਾ
ಗಡಿ,ਬੇਰ
ಗಡಿ,ਸੋਰਸਮ
ಬಿಲ್ಲೆ,ਸੁਪਾਰੀ
ಬಿಲಿಂಬಿ,ਬਿਲੀਮਬੀ
ಹಾಗಲಕಾಯಿ,ਕੌੜਾ ਬੈਰ
ಕಪ್ಪು ಗ್ರಾಂ,ਕਾਲਾ ਗ੍ਰਾਮ
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,ਕਾਲੀ ਨਾਈਟਸੈਡ
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,ਬੌਗੇਨਵਿਲੇਸਾ
ಬಾಟಲಿ ಕುಂಚ,ਬੋਤਲ ਬੁਰਸ਼
ಬಾಟಲಿ ಸೋರೆ,ਬੋਤਲ ਬਘਿਆੜ
ಬಾಕ್ಸ್ ಮರ,ਬਾਕਸ ਲੜੀ
ಬ್ರೆಡ್ ಹಣ್ಣು,ਬਰੈੱਡ ਫਲਾਂ
ವಧುವಿನ,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
ಬಿಲ್ಲಾ,ਬ੍ਰਿੰਜਲ
ವಿಶಾಲ ಹುರುಳಿ,ਬ੍ਰੌਡ ਬੀਨ
ಕೋಸುಗಡ್ಡೆ,ਬ੍ਰੋ CC ਓਲਿ
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,ਬੱਕਵੈਟ
ದೆವ್ವ,ਬੁਟੀਆ
ದಳ,ਬੈਂਡਿਕੋਟ
ಕರಾರು,ਰਿੱਛ
ಜೀರುಂಡೆ,ਬੀਟਲ
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,ਛਾਲੇ ਬੀਟਲ
ನೀಲಿ ಬುಲ್,ਨੀਲਾ ਬੁੱਲ
ಬಾಲ್ ಹುಳು,ਬੁਲ ਕੀੜਾ
ಚಿಟ್ಟೆ,ਬਟਰਫਲਾਈ
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,ਬਾਇਓਕੈਮਿਸਟ
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,ਜੀਵ ਵਿਗਿਆਨੀ
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,ਬੋਟੈਨਿਸਟ
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
ಕೇಕು,ਕੇਕ
ಕ್ಯಾಲ್ಕೇರಿಯ,ਕੈਲਕਿਸ
ಲೆಕ್ಕಪರಿಶೋಧನೆ,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
ಗಲಾಟೆ,ਕਲੇਸ਼
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,ਕਾਲਸ
ಕಣಿವೆ,ਕੈਲੀਕਸ
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,ਕੈਲੀਕਸ-ਐਂਡ
ಕ್ಯಾಂಬಿಯಂ,ਕੈਮਬੀਅਮ
ಗೋಪುರ,ਕੈਨਕਰ
ಡಬ್ಬಿ,ਕੈਨਿੰਗ
ಮೇಲಾವರಣ,ਕੈਨੋਪੀ
ಬಂಡವಾಳ,ਪੂੰਜੀ
ರಭಸ,ਕੈਪਟੇਸ਼ਨ
ಬಿರಡೆ,ਕੈਪਸੂਲ
ಇಂಗಾಲದ,ਕਾਰਬੋਨੇਟਡ
ಇಂಗಾಲೀಕರಣ,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
ಗಡಿ,ਕਾਰਪਲ
ಗಾಡಿ,ਕਾਰਪਸ
ಬಿಂಚು,ਕਾਸਟਿੰਗ
ಕಟಾಬೋಲಿಸಂ,ਕੈਟਾਬੋਲਿਜ਼ਮ
ವೇಗವರ್ಧನೆ,ਉਤਪ੍ਰੇਸਿਆ
ಮರಿಹುಳು,ਕੇਟਰਪਿਲਰ
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
ಚಾವಣಿಯ,ਛੱਤ
ಕೋಶ,ਸੈੱਲ
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
ಕೇಂದ್ರೀಯ,ਕੇਂਦਰਿਤ
ಕೇಂದ್ರೀಕರಣ,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
ಕೇಂದ್ರಾಪಗಾಮಿ,ਸੈਂਟਰਿਫਿ ize ਜ
ಕೇಂದ್ರ,ਸੈਂਟਰਿਓਲ
ಮಧ್ಯಭಾಗದ,CentRogenic
ಮಧ್ಯಮ ಜನಕ,ਸੈਂਟੀਗਨੌਜ਼
ಸರ್ಕಸ್,ਚੱਕਰ
ಏಕದಳ,ਅਨਾਜ
ಪ್ರಮಾಣೀಕರಣ,ਸਰਟੀਫਿਕੇਸ਼ਨ
ಬೀಜ,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
ಚಾವಟಿ,ਤੂਫਾਨ
ದನಗಳು,ਚਮਜ਼ਾ
ರಾಸಾಯನಿಕತೆ,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
ಚಿರತೆ,ਚਿਆਸਮਾ
