Hindi,Malayalam
वास्तविक दशमलव बिन्दु,യഥാർത്ഥ ദശാംശസ്ഥാനം
प्रभावी अनुदेश,യഥാർത്ഥ നിർദ്ദേശം (= ഫലപ്രദമായ നിർദ്ദേശം)
वास्तविक कुंजी,യഥാർത്ഥ കീ
वास्तविक काल,യഥാർത്ഥ സമയം
वास्तविक कार्य काल,യഥാർത്ഥ ജോലി സമയം
प्रवर्तक संकेत,ആരംഭിക്കുന്ന സിഗ്നൽ
अनुकूलनीयता,പൊരുത്തപ്പെടലി
अनुकूलित्र,അഡാപ്റ്റർ
अनुकूली प्रणाल नियतन,അഡാപ്റ്റീവ് ചാനൽ അനുവദിക്കൽ
अनुकूली समाकलन,അഡാപ്റ്റീവ് ഇന്റഗ്രേഷൻ
अनुकूली अनुप्रस्थ तुल्यकारक,അഡാപ്റ്റീവ് ട്രാൻസ്വേഴ്സ് ഇക്വൈസർ
योजित प्रविष्ट,എൻട്രി ചേർത്തു
योज्य,കൂട്ടിച്ചേര്ക്കുക
योजक,ആംഗം
योजक व्यवकलक,എ ഷട്രക്റ്റർ
योजी संचिका,ഫയൽ ചേർക്കുക
विशिष्ट संप्रतीक,അധിക പ്രതീകം (= പ്രത്യേക പ്രതീകം)
योग अभिलेख,ബഹുമതി
योग सारणी,കൂട്ടിച്ചേർക്കലാ പട്ടിക
योज्य गुण,അഡിറ്റീവ് ആട്രിബ്യൂട്ട്
योग विधा,മോഡ് ചേർക്കുക
योग संक्रिया,പ്രവർത്തനം ചേർക്കുക
पता,അഭിസംബോധന ചെയ്യുക
पतायोग्यता माप,വിലാസ നടപടി
पतायोग्य क्षौतिज स्थिति,അഭിസംബോധന ചെയ്യാവുന്ന തിരശ്ചീന സ്ഥാനം
पतायोग्य बिन्दु,വിലാസ പോയിന്റ്
पतायोग्य स्थिति,അഭിസംബോധന ചെയ്യാവുന്ന സ്ഥാനം
पतायोग्य पंजी,വിലാസ രജിസ്റ്റർ
पतायोग्य भंडारण,വിലാസ സംഭരണം
पतायोग्य ऊर्ध्वाधर स्थिति,അഭിസംബോധന ചെയ്യാവുന്ന ലംബ സ്ഥാനം
पता बस,വിലാസ ബസ്
पता कूट,വിലാസ കോഡ്
पता तुलनित्र,വിലാസ താരതമ്യക്കാരൻ
पता अभिकलन,വിലാസ കണക്കുകൂട്ടൽ
पता अचर,വിലാസ സ്ഥിരത
पता रूपांतरण,വിലാസ പരിവർത്തനം
पता आँकड़े,വിലാസ ഡാറ്റ
पतायुक्त स्मृति,മെമ്മറി അഭിസംബോധന ചെയ്തു
प्रभावी पता,വിലാസ ഫലപ്രദമാണ്
पता क्षेत्र,വിലാസ ഫീൽഡ്
पता संरूप,വിലാസ ഫോർമാറ്റ്
पता निरपेक्ष क्रमादेश,വിലാസ സ contry ജന്യ പ്രോഗ്രാം
पताभिगमन,അഭിസംബോധന
पताभिगमन संप्रतीक,"അഭിസംബോധന
 കഥാപാതം"
पताभिगमन अंतरायन,അഭിസംബോധന ഇന്ററപ്റ്റ്
पताभिगमन पाश,വിലാസം ലൂപ്പ്
पताभिगमन आभासी स्मृति,വെർച്വൽ മെമ്മറി അഭിസംബോധന ചെയ്യുന്നു
पता अंतर्ग्रथन,വിലാസം ഇന്റർലേസിംഗ്
पतारहित अनुदेश संरुप,വിലാസരഹിതമായ നിർദ്ദേശങ്ങൾ ഫോർമാറ്റ്
पता लाइन,വിലാസ ലൈൻ
पता प्रतिचित्रण,വിലാസ മാപ്പിംഗ്
पता चिह्न,വിലാസ അടയാളം
पता आपरिवर्तन,വിലാസ പരിഷ്ക്കരണം
पता भाग,വിലാസ ഭാഗം
पता संकेतक,വിലാസം പോയിന്റർ
पता पंजी,വിലാസ രജിസ്റ്റർ
पता संकेत,വിലാസ സിഗ്നൽ
पता आमाप,വിലാസ വലുപ്പം
पता स्थान,വിലാസ ഇടം
पता स्थान अभिज्ञापक,വിലാസ ബഹിരാകാശ ഐഡന്റിഫയർ
पता विराम,വിലാസ സ്റ്റോപ്പ്
पता अनुरेख,വിലാസ ട്രെയ്സ്
पता मार्ग,വിലാസ ട്രാക്ക്
पता अनुवाद,വിവർത്തനം വിവർത്തനം ചെയ്യുക
पता अनुवादक,വിലാസ പരിഭാഷകന്
संकलन व्यवकलन काल,ചേർക്കുക-കുറയ്ക്കുക സമയം
संकलन काल,സമയം ചേർക്കുക
संलग्नता,വാര്ത്താവകം
संलग्नता संरचना,അഡ്ജഞ്ചൻസിൻസ് ഘടന
संलग्न प्रणाल,തൊട്ടടുത്തുള്ള ചാനൽ
संलग्न प्रांत,അടുത്തുള്ള ഡൊമെയ്ൻ
सहखंडज मैट्रिक्स,തൊട്ടടുത്തുള്ള മാട്രിക്സ്
संलग्न आसंधि,തൊട്ടടുത്തുള്ള നോഡ്
संलग्न उपक्षेत्र,തൊട്ടടുത്തുള്ള സുബരിയ
संलग्न (तंत्र),കസ്റ്റേഴ്സ് (സിസ്റ്റം)
समायोजन,കമപ്പെടുത്തുക
समायोज्य विस्तार,ക്രമീകരിക്കാവുന്ന പരിധി
समायोज्य पाठ्यांश विधा,ടെക്സ്റ്റ് മോഡ് ക്രമീകരിക്കുക
प्रशासनिक आँकड़ा संसाधन,അഡ്മിനിസ്ട്രേറ്റീവ് ഡാറ്റ പ്രോസസ്സിംഗ്
प्रशासनिक प्रचालन,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
प्रशासनिक प्रचालक,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ
प्रशासनिक प्रचालन केन्द्र,അഡ്മിനിസ്ട്രേറ്റീവ് ഓപ്പറേറ്റർ സ്റ്റേഷൻ
प्रशासन सहाय तंत्र,അഡ്മിനിസ്ട്രേറ്റീവ് സപ്പോർട്ട് സിസ്റ്റം
उन्नत संचार सेवा,നൂതന ആശയവിനിമയ സേവനം
उन्नत सूचना तंत्र,വിപുലമായ വിവര സിസ്റ്റം
उन्नत प्रकाशिक संप्रतीक पठित्र,വിപുലമായ ഒപ്റ്റിക്കൽ പ്രതീക റീഡർ
उन्नत वैज्ञानिक अभिकलित्र,വിപുലമായ ശാസ്ത്ര കമ്പ്യൂട്ടർ
एरियल,ഏരിയൽ
पुंज,ആകെത്തുകയായുള്ള
पुंज व्यंजक,മൊത്തം എക്സ്പ്രഷൻ
संधानित्र,ലക്ഷ്യമിടുന്നു
संधान प्रतीक,ലക്ഷ്യമിടുന്ന ഫീൽഡ് (= ലക്ഷ്യമിടുന്നത്)
संधान प्रतीक,എഡിയൽ ചിഹ്നം
वायुवाहित अभिकलित्र तंत्र,എയർബോൺ കമ്പ്യൂട്ടർ സിസ്റ്റം
बीजीय आइगनमान समस्या,ബീജഗണിത ഐജൻവാലു പ്രശ്നം
बीजीय समाकलन,"ബീജഗണിത
 സംയോജനം"
"बीजीय भाषा, बीज भाषा",ബീജഗണിത ഭാഷ
बीजीय प्रकलन,ബീജഗണിത കൃത്രിമത്വം
बीजीय प्रकलन भाषा,ബീജഗണിത കൃത്രിമ ഭാഷ
बीजोन्मुखी भाषा,ബീജഗണിത ഓറിയന്റഡ് ഭാഷ
बीजीय विस्थापन,ബീജഗണിത മാറ്റം
बीजीय चिह्न परिपाटी,ബീജഗണിത ചിഹ്ന കൺവെൻഷൻ
ऐल्गॉल,അൽഗോൾ
ऐल्गॉल लक्षण,അൽഗോൾ സവിശേഷത
ऐल्गॉल क्रमादेशन,അൽഗോൾ പ്രോഗ്രാമിംഗ്
"कलन विधि, एल्गोरिथ्म",അൽഗോരിതം
कलन विधि साहचर्य भाषा,അൽഗോരിതം അസോസിയേറ്റീവ് ഭാഷ
कलन विधि वर्गीकरण,അൽഗോരിതം വർഗ്ഗീകരണം
कलन विधि जटिलता,അൽഗോരിതം സങ്കീർണ്ണത
कलन विधि अभिकलनीयता,അൽഗോരിതം കേസബിലിറ്റി
कलन विधि विश्लेषण,അൽഗോരിത്ത്മിക് വിശകലനം
कलनविधीय उपगमन,അൽഗോരിത്തിസ് സമീപനം
कलनविधीय भाषा,അൽഗോറിത്ത്മിക് ഭാഷ
कलनविधीय नेमका,അൽഗോരിഥമ്മിക് പതിവ്
कलनविधीय सिद्धांत,അൽഗോരിതംസിക് സിദ്ധാന്തം
अपर,അപരാഭിധാനം
उपघटन,അപരനാത്മകം
"अपर नाम, उर्फ नाम",അപരനാമം (= ഇതര പേര്)
सरेखण,വിന്യാപകമായ
नियतन,നീക്കിവയ്ക്കുക
नियतन संरचना,അലോക്കേഷൻ ഘടന
सर्वोद्देशीय अभिकलित्र,എല്ലാ ഉദ്ദേശ്യ കമ്പ്യൂട്ടറും
अक्षरात्मक संप्रतीक,അക്ഷരമാല പ്രതീകം
अक्षरात्मक संप्रतीक समुच्चय,അക്ഷരമാല പ്രതീക സെറ്റ്
अक्षरात्मक संप्रतीक उपसमुच्चय,അക്ഷരമാല പ്രതീക സബ്സെറ്റ്
अक्षरात्मक कूट,അക്ഷരമാല കോഡ്
अक्षरात्मक विस्थापन,അക്ഷരമാല മാറ്റം
अक्षरात्मक रज्जु,അക്ഷരമാല സ്ട്രിംഗ്
अक्षरात्मक शब्द,അക്ഷരമാല വാക്ക്
वर्णानुक्रमण,അക്ഷരമാലാളം
अक्षरात्मक ज्यामितिकी,ആഫറാമോമെട്രിക്സ്
अक्षरांकीय,ആഫളാചിക്
अल्फामोजेक,ആൽഫമോസയ്ക്ക്
अक्षरांकीय,ആൽഫാന്യൂമെറിക്
अक्षरांकीय कुंजीपटल युक्ति,ആൽഫാന്യൂമെറിക്കൽ കീബോർഡ് ഉപകരണം
अक्षरांकीय संप्रतीक समुच्चय,ആൽഫാന്യൂമെറിക് പ്രതീക സെറ്റ്
अक्षरांकीय कूट,ആൽഫാന്യൂമെറിക് കോഡ്
अक्षरांकीय कूटलिखित संप्रतीक समुच्चय,ആൽഫാന്യൂമെറിക് കോഡ്ഡ് പ്രതീക സെറ്റ്
अक्षरांकीय आँकड़े,ആൽഫാന്യൂമെറിക് ഡാറ്റ
अक्षरांकीय प्रदर्श युक्ति,ആൽഫാന്യൂമെറിക് ഡിസ്പ്ലേ ഉപകരണം
अक्षरांकीय संपादित संप्रतीक,ആൽഫാന്യൂമെറിക് എഡിറ്റുചെയ്ത പ്രതീകം
अक्षरांकीय क्षेत्र,ആൽഫാന്യൂമെറിക് ഫീൽഡ്
अक्षरांकीय अनुदेश,ആൽഫാന്യൂമെറിക് നിർദ്ദേശം
अक्षरांकीय कुंजी पटल,ആൽഫാന്യൂമെറിക് കീബോർഡ്
अक्षरांकीय शाटन,ആൽഫാന്യൂമെറിക് തരം
अक्षरांकीय भंडारण,ആൽഫാന്യൂമെറിക് സംഭരണം
परिवर्तनीय स्मृति,മാറ്റം വരുത്തുന്നതിന് മെമ്മറി
परिवर्तन स्विच,മാറ്റങ്ങൾ സ്വിച്ച്
परिवर्तन,മാറ്റം
परिवर्तन विधा,മാറ്റ മോഡ്
वैकल्पिक पुनःप्राप्ति,ഇതര വീണ്ടെടുക്കൽ
वैकल्पिक मार्ग,ഇതര റൂട്ട്
वैकल्पिक मार्गचयन,ഇതര റൂട്ടിംഗ്
वैकल्पिक मार्ग,ഇതര ട്രാക്ക്
अथवा' संक्रिया,ഇതര (= അല്ലെങ്കിൽ പ്രവർത്തനം)
वैकल्पिक गुण,ഇതര ആട്രിബ്യൂട്ട്
तथा पूरक' संक्रिया,"ഇതര നിഷേധം (= അല്ല, പ്രവർത്തനം)"
संदिग्धता त्रुटि,അവ്യക്തത പിശക്
संदिग्धता संर्दभ,അവ്യക്തമായ റഫറൻസ്
अनुरूप,അനാലോഗ്
अनुरूप योजक,അനലോഗ് അഡെർ
अनुरूप प्रणाल,അനലോഗ് ചാനൽ
अनुरूप अभिकलित्र,അനലോഗ് കമ്പ്യൂട്ടർ
अनुरूप परिवर्तक,അനലോഗ് കൺവെർട്ടർ
अनुरूप आँकड़े,അനലോഗ് ഡാറ്റ
अनुरूप विभाजनी,അനലോഗ് ഡിവൈഡർ
अनुरूप सुविधा टर्मिनल,അനലോഗ് ഫെസിലിറ്റി ടെർമിനൽ
अनुरूप फलन जनक,"അനലോഗ് ഫംഗ്ഷൻ
 വൈദുതോല്പാദനയന്തം"
अनुरूप समाकलन,അനലോഗ് സംയോജനം
अनुरूप गुणक,അനലോഗ് ഗുണിതം
अनुरूप क्रमादेशन,അനലോഗ് പ്രോഗ്രാമിംഗ്
अनुरूप मापन,അനലോഗ് സ്കെയിലിംഗ്
अनुरूप संकेत,അനലോഗ് സിഗ്നൽ
अनुरूप अनुकार,അനലോഗ് സിമുലേഷൻ
अनुरूप स्विच,അനലോഗ് സ്വിച്ച്
अनुरूप तंत्र,അനലോഗ് സിസ്റ്റം
अनुरूप अंकीय परिवर्तक,"ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 കൺവെർട്ടർ"
अनुरूप अंकीयकूटलेखक,"ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്
 എൻകോഡർ"
अनुरूप संचरण,അനലോഗ് ട്രാൻസ്മിഷൻ
अनुरूप प्रकार,അനലോഗ് തരം
विश्लेषण खंड़क,വിശകലന ബ്ലോക്ക്
विश्लेषण विधा,വിശകലന മോഡ്
वैश्लेषिक इंजन,അനലിറ്റിക്കൽ എഞ്ചിൻ
पूर्वज कार्य,പൂർവ്വിക ചുമതല
सहायक उपकरण,അനുബന്ധ ഉപകരണങ്ങൾ
तथा',ഒപ്പം
तथा' परिपथ,സർക്യൂട്ട്
तथा' अवयव,ഘടകവും
तथा' द्वार,ഗേറ്റിലും
तथा' प्रच्छादन,മാസ്കിംഗ്
अपवर्जन,പ്രവർത്തനമല്ല (= ഒഴിവാക്കൽ
तथा' संक्रिया,പ്രവർത്തനവും
चयक स्मृति,അനെക്സ് മെമ്മറി
टिप्पण,വ്യാഖ്യാനിലും
आख्यापित्र,Annnuniator
तुरत उत्तर,ഉത്തരം തിരികെ
उत्तर विलंब,ഉത്തരം കാലതാമസം
उत्तर काल,ഉത്തരം നൽകുന്നു
उत्तर बत्ती,ഉത്തര വിളക്ക്
उत्तर सूची,ഉത്തരം പട്ടിക
केवल उत्तर,ഉത്തരം മാത്രം
प्रत्याशा विधा,പ്രതീക്ഷ മോഡ്
प्रत्याशामूलक चयकन,മുൻകൂട്ടി ബഫറിംഗ്
प्रत्याशामूलक हासिल,മുൻകൂട്ടി കാരി
प्रत्याशामूलक पृष्ठन,മുൻകൂട്ടി പങ്കിടൽ
प्रतिसंपाती संक्रिया,ആന്റിക്കോസിൻസ് പ്രവർത്തനം
प्रतिसंपाती अवयव,Anticoicient ഘടകം
अनावर्ती ऐन्टेना,അപ്രൈയോഡിക് ആന്റിന
द्वारक पत्रक,അപ്പർച്ചർ കാർഡ്
द्वारक कूट,അപ്പർച്ചർ കോഡ്
द्वारक काल,അപ്പർച്ചർ സമയം
अनुबंध,അനുബന്ധം
अनुबंध कार्य,അനുബന്ധ ചുമതല
अनुप्रयोग विकासक,അപ്ലിക്കേഷൻ ഡെവലപ്പർ
अनुप्रयोग स्तर,ആപ്ലിക്കേഷൻ ലെയർ
अनुप्रयोग मूलक भाषा,ആപ്ലിക്കേഷൻ ഓറിയന്റഡ് ഭാഷ
अनुप्रयोग (क्रमादेश) संकुल,ആപ്ലിക്കേഷൻ പാക്കേജ്
अनुप्रयोग क्रमादेश,അപ്ലിക്കേഷൻ പ്രോഗ്രാം
अनुप्रयोग क्रमादेशन,അപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
अनुप्रयोग अपेक्षित भाषा,അപേക്ഷ ആവശ്യമായ ഭാഷ
अनुप्रयोग प्रक्रिया सामग्री,അപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
अधिरोपण,പേഷൻ
सन्निकटन सिद्धांत,ഏകദേശ സിദ്ധാന്തം
स्वेच्छ अभिगम,അനിയന്ത്രിതമായ പ്രവേശനം
स्वेच्छ अनुक्रम अभिकलित्र,അനിയന്ത്രിതമായ ശ്രേണി കമ്പ്യൂട്ടർ
मध्यस्थ,മാദ്ധസ്ഥം
"वास्तुकला, स्थापत्यकला",വാസ്തുവിദ
पुराभंडारण,ശേഖരം
क्षेत्र कूट,ഏരിയ കോഡ്
क्षेत्र खोज,ഏരിയ തിരയൽ
क्षेत्र स्थानांतरण,ഏരിയ കൈമാറ്റം
क्षेत्र चर,ഏരിയ വേരിയബിൾ
स्वतंत्र चर,വാദം
स्वतंत्र चर पता,വാദം വിലാസം
स्वतंत्र चर सूची,ആർദ്ര ലിസ്റ്റ്
अंकगणितीय अनुदेश,അരിറ്റെറ്റിക്കൽ നിർദ്ദേശം
अंक गणितीय एंव तर्क एकक,"അരിത്മെറ്റിക്, ലോജിക് യൂണിറ്റ്"
अंकगणितीय नियतन कथन,അരിത്മെറ്റിക് അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
अंकगणितीय जाँच,ഗണിത പരിശോധന
अंकगणितीय अचर,അരിത്മെറ്റിക് സ്ഥിരാങ്കം
अंकगणितीय रूपांतर,അരിത്മെറ്റിക് പരിവർത്തനം
अंकगणितीय आँकड़े,അരിത്മെറ്റിക് ഡാറ്റ
अंकगणितीय अपवाद,ഗണിത അപവാദം
अंकगणितीय व्यंजक,അരിത്മെറ്റിക് എക്സ്പ്രഷൻ
अंकगणितीय नियत बिन्दु,അരിത്മെറ്റിക് നിശ്ചിത പോയിന്റ്
अंकगणितीय पदानुक्रम,അരിത്മെറ്റിക് ശ്രേണി
अंकगणितीय 'यदि' कथन,പ്രസ്താവനയാണെങ്കിൽ അരിത്മെറ്റിക്
अंकगणितीय तर्क,അരിത്മെറ്റിക് ലോജിക്
अंकगणितीय तर्क एकक,അരിത്മെറ്റിക് ലോജിക് യൂണിറ്റ്
अंकगणितीय संक्रिया,അരിത്മെറ്റിക് പ്രവർത്തനം
अंकगणितीय संकारक,അരിത്മെറ്റിക് ഓപ്പറേറ്റർ
अंकगणितीय अधिप्रवाह,അരിത്മെറ്റിക് ഓവർഫ്ലോ
अंकगणितीय चित्र आँकड़े,അരിത്മെറ്റിക് പിക്ചർ ഡാറ്റ
अंकगणितीय पूर्वता,ഗണിത മുൻഗണന
अंकगणितीय प्राथमिक अवयव,അരിത്മെറ്റിക് പ്രൈമറി
अंकगणितीय पंजी,അരിത്മെറ്റിക് രജിസ്റ്റർ
अंकगणितीय संबंध,അരിത്മെറ്റിക് ബന്ധം
अंकगणितीय क्रमवीक्षण,അരിത്മെറ്റിക് സ്കാൻ
अंकीय अनुभाग,അരിത്മെറ്റിക് വിഭാഗം
अंकगणितीय विस्थापन,അരിത്മെറ്റിക് ഷിഫ്റ്റ്
अंकगणितीय विस्थापन,അരിത്മെറ്റിക് ഷിഫ്റ്റിംഗ്
अंकगणितीय कथन,ഗണിത പ്രസ്താവന
अंकगणितीय पद,അരിത്മെറ്റിക് ടേം
अंकगणितीय अधोप्रवाह,അരിത്മെറ്റിക് അണ്ടർഫ്ലോ
अंकीय एकक,അരിത്മെറ്റിക് യൂണിറ്റ്
सरणी,ശേണി
सरणी परिबंध,അറേ ബന്ധിത
सरणी अभिकलित्र,അറേ കമ്പ്യൂട്ടർ
सरणी विमा,അറേ അളവ്
सरणी अवयव,അറേ ഘടകം
सरणी व्यंजक,ശ്രമരീതി
सरणी नाम,അറേ പേര്
संरचना सरणी,ഘടനകളുടെ നിര
सरणी मुद्रण,അറേ പ്രിന്റിംഗ്
सरणी संसाधन,അറേ പ്രോസസ്സിംഗ്
सरणी संसाधित्र,അറേ പ്രോസസർ
संधि बिन्दु,ആർട്ടിക്കേഷൻ പോയിന്റ്
कृत्रिम बोध,കൃത്രിമ കോഗ്നിഷൻ
कृत्रिम बुद्धि,നിർമ്മിത ബുദ്ധി
कृत्रिम भाषा,കൃത്രിമ ഭാഷ
कृत्रिम चर,കൃത്രിമ വേരിയബിൾ
कला अनुप्रयोग आकड़ा बैंक,ആർട്സ് ആപ്ലിക്കേഷൻ ഡാറ്റ ബാങ്ക്
कला अनुप्रयोग संगीत,ആർട്സ് ആപ്ലിക്കേഷൻ സംഗീതം
कला अनुप्रयोग प्रतिरूप जनन,ആർട്സ് ആപ്ലിക്കേഷൻ പാറ്റേൺ തലമുറ
आरोहक,ആസര്ണം
आरोही छँटाई,ആരോഹണം അടുക്കുക
आस्की,Alcyly
आस्की नियंत्रण संप्रतीक,ASCII നിയന്ത്രണ പ്രതീകം
आस्की कुंजी पटल,ASCII കീ ബോർഡ്
अभिमुखता,വശം
अभिमुखता पत्रक,വശം
कोड़ांतरण,സംയോജിപ്പിക്കുക
कोड़ांतरित उद्गम,ഒരുമിച്ചുകൂട്ടിയ ഉത്ഭവം
कोडांतरण अवधि,ദൈർഘ്യം കൂടിച്ചേർന്നു
कोडांतरक,അസംബ്ലി
कोडांतरक निर्देश,അസംബ്ലിലർ നിർദ്ദേശം
कोडांतरक सुविधा,അസംബ്ലർ സൗകര്യം
कोडांतरण भाषा,അസംബ്ലിലർ ഭാഷ
कोडांतरण,കൂട്ടിച്ചേർക്കുന്നു
कोडांतरण प्रावस्था,ഒത്തുചേരൽ ഘട്ടം
कोडांतरण काल,സമയം ഒത്തുചേരുന്നു
कोडांतरण,നിയമനിര്മ്മാണസഭ
कोडांतरण भाषा,നിയമസഭാ ഭാഷ
कोडांतरण भाषा क्रमादेशन,നിയമസഭാ ഭാഷ പ്രോഗ്രാമിംഗ്
कोडांतरण भाषा प्रक्रियासामग्री नम्यता,അസംബ്ലി ഭാഷാ സോഫ്റ്റ്വെയർ വഴക്കം
कोडांतरण सूचीकरण,നിയമസഭാ പട്ടിക
कोडांतरण प्रावस्था,നിയമസഭാ ഘട്ടം
कोडांतरण नेमका,നിയമസഭ
कोडांतरण काल,നിയമസഭാലം
कोडांतरण एकक,നിയമസഭാസം
नियतन सूचीकरण,അസൈൻമെന്റ് ഇൻഡെക്സിംഗ്
नियतन संक्रिया,അസൈൻമെന്റ് പ്രവർത്തനം
नियतन कथन,അസൈൻമെന്റ് സ്റ്റേറ്റ്മെന്റ്
साहचर्य पता,അസോസിയേറ്റീവ് വിലാസം
साहचर्य सरणी पंजी,അസോസിയേറ്റീവ് അറേ രജിസ്റ്റർ
साहचर्य कुंजी,അസോസിയേറ്റീവ് കീ
साहचर्य भाषा,അസോസിയേറ്റീവ് ഭാഷ
