Kannada,English
ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್,Bonded post tensioning
ಬಾಂಡ್ ಕಲ್ಲು,Bond stone
ಬೌಂಡ್ ನೀರು,Bound water
ಬಾಕ್ಸ್ ಗಟರ್,Box gutter
ಬ್ರೇಸ್,Brace
ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್,Brick-on-edge
ಬ್ರಿಡ್ಲ್,Bridle
ಹೊಳಪು,Brightness
ಕಂದು ಮಣ್ಣು,Brown soil
ಕಟ್ಟಡ,Building
ಕಟ್ಟಡ ಸರ್ವೇಯರ್,Building surveyor
ಬಫರ್,Buffer
ಬಫರ್ ಕರ್ವ್,Buffer curve
ಬಫರಿಂಗ್,Buffering
ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ,Buffering capacity
ಬಂದರ್,Bunder
ಬಟ್ರೆಸ್,Buttress
ಸಿ-ಹಾರಿಜಾನ್,C-horizon
ಕೇಬಲ್,Cable
ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್,Cable moulding
ಕೇಬಲ್ ಹಾಕುವುದು,Cabling
ಕ್ಯಾಬಿನ್,Cabin
ಕ್ಯಾಬಿನ್ ಹುಕ್,Cabin hook
ಕ್ಯಾಬಿನೆಟ್,Cabinet
ಕಾಬೋಲ್ಟ್ ತೊರೆದರು,Cabolt's quit
ಕೆಫೆಟೇರಿಯಾ,Cafeteria
ಪಂಜರ,Cage
ಪಂಜರ ನಿರ್ಮಾಣ,Cage construction
ಕೇನ್ ಅವರ ಸೂತ್ರ,Cain's formula
ಕೈಸನ್,Caisson
ಕೈಸನ್ ಕಾಯಿಲೆ,Caisson disease
ಕೈಸನ್ ಅಡಿಪಾಯ,Caisson foundation
ಕೈಸನ್ ರಾಶಿ,Caisson pile
ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ,Calcareous brick
ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು,Calcareous clay
ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್,Calcareous crust
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,Calcification
ಕ್ಯಾಲ್ಸಿನೇಷನ್,Calcination
ಕ್ಯಾಲ್ಸಿನ್,Calcine 
ಕ್ಯಾಲ್ಸೈಟ್,Calcite
ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್,Calcium-aluminate cement
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ,Calcium-silicate brick
ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್,Calcium-silicate hydrate
ಕ್ಯಾಲಿಚೆ,Caliche
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ,California bearing ratio
ಕ್ಯಾಲಿಪರ್,Caliper
ಕ್ಯಾಲೋರಿಮೀಟರ್,Calorimeter
ಕ್ಯಾಂಬರ್,Camber
ಕಾಲುವೆ,Canal
ಮೇಲಾವರಣ,Canopy
ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್,Cantilever footing
ಕ್ಯಾಪ್,Cap
ಸಾಮರ್ಥ್ಯ,Capacity
ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ,Capacity of ail track
ಕ್ಯಾಪ್ ಕೇಬಲ್,Cap cable
ಕ್ಯಾಪಿಲ್ಲರಿಟಿ,Capillarity
ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್,Capillary break
ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು,Capillary flow
ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು,Capillary moisture or capillary water
ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ,Capillary pore space
ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ,Capillary porosity
ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್,Capillary space
ಕ್ಯಾಪ್ಚರ್ ವೇಗ,Capture velocity
ಕಾರ್ಬೊನೇಶನ್,Carbonation
ಕಾರ್ಬನ್ ಕಪ್ಪು,Carbon black
ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ,Castble refractory
ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ,Cast-in-place or cast-in-situ
ಎರಕಹೊಯ್ದ ರಾಶಿ,Cast-in-place pile
ಕ್ಯಾಸ್ಟರ್,Castor
ಎರಕಹೊಯ್ದ ಕಲ್ಲು,Cast stone
ವೇಗವರ್ಧಕ,Catalyst
ಕ್ಯಾಟೆನಾ,Catena
ಬೆಕ್ಕಿನ ಮುಖ,Cat face
ಬೆಕ್ಕಿನ ತಲೆ,Cat head
ಕ್ಯಾಶನ್,Cation
ಬೆಕ್ಕಿನ ನಡಿಗೆ,Cat walk
ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ,Cavitation damage
ಸೆಲೈಟ್,Celite
ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್,Cellular concrete
ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ,Cellular construction
ಸಿಮೆಂಟ್,Cement
"ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್","Cement, bituminous"
"ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ","Cement, high strength"
"ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್","Cement, hydraulic"
"ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ","Cement, low heat"
"ಸಿಮೆಂಟ್, ಕಲ್ಲು","Cement, masonary"
"ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ","Cement, natural"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್","Cement, portland"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್","Cement, portland blast furnace slag"
"ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್","Cement, portland pozzolan"
"ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್","Cement, slag"
"ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ","Cement, sulphate resistant"
"ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್","Cement, super sulphated"
"ಸಿಮೆಂಟ್, ಬಿಳಿ","Cement, white"
ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ,Cement-aggregate ratio
ಸಿಮೆಂಟ್ ವಿಷಯ,Cement content
ಸಿಮೆಂಟ್ ಜೆಲ್,Cement gel
ಸಿಮೆಂಟ್ ಗನ್,Cement gun
ಸಿಮೆಂಟ್ ಗೂಡು,Cement kiln
ಸಿಮೆಂಟ್ ಬಣ್ಣ,Cement paint
ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್,Cement plaster
ಸಿಮೆಂಟ್ ಕಲ್ಲು,Cement rock
ಸಿಮೆಂಟ್ ಸ್ಲರಿ,Cement slurry
ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ,Cement storage
ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ,Cementation process
ಕೇಂದ್ರೀಕರಣ,Centering
ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು,Centering and shuttering
ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್,Central mixed concrete
ಕೇಂದ್ರ ಮಿಕ್ಸರ್,Central mixer
ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್,Centrifugal fan
ಚಾಕ್,Chalk
ಚೇಂಫರ್,Chamfer
ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್,Chamfer strip
ಚಾನಲ್ ಕಿರಣ,Channel beam
ವಿಶಿಷ್ಟ ಲೋಡ್,Characteristic load
ವಿಶಿಷ್ಟ ಶಕ್ತಿ,Characteristic strength
ಚಾರ್ಜ್ ಆಫ್,Charge off
ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ,Charging
ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ,Checking
ರಾಸಾಯನಿಕ ಬಂಧ,Chemical bond
ಚೆರ್ನೋಜೆಮ್,Chernozem
ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು,Chestnut soil
ಚಿಮಣಿ ಗಟಾರ,Chimney gutter
ಚಿಪ್ ಬೋರ್ಡ್,Chip board
ಚಿಪ್ಪಿಂಗ್,Chipping
ಚಿಪ್ಸ್,Chips
ಗಾಳಿಕೊಡೆ,Chute
ವರ್ಗ (ಕಾಂಕ್ರೀಟ್),Class (of concrete)
ಕ್ಲೇ,Clay
ಕ್ಲೇ ವಿಷಯ,Clay content
ಕ್ಲೇ ಪ್ಯಾನ್,Clay pan
ಕ್ಲೀನ್ಔಟ್,Cleanout
ಸ್ವಚ್ಛಗೊಳಿಸಿ,Clean up
ಕ್ಲೀಟ್,Cleat
ಕ್ಲಿಂಕರ್,Clinker
ಕ್ಲಿಪ್,Clip
ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ,Coagulation
ಒರಟಾದ ಒಟ್ಟು,Coarse aggregate
ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು,Coarse grained soil
ಕೋಟ್,Coat
ಕಾಫರ್ ಅಣೆಕಟ್ಟು,Coffer dam
ಒಗ್ಗಟ್ಟು,Cohesion
ಕೊಲಾಯ್ಡ್,Colloid
ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ,Colloidal moisture equivalent ratio
ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ,Colloidal system
ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು,Colluvial soil
ಅಂಕಣ,Column
ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ,Combed finish
ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್,Combined footing
ಸಂಯೋಜಿತ ನೀರು,Combined water
ಸಾಮಾನ್ಯ ಕೊಠಡಿ,Common room
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ,Completion certificate
ಘಟಕ ಚೌಕ,Component square
ಕಾಂಕ್ರೀಟ್,Concrete
ಕಾಂಕ್ರೀಟಿಕರಣ,Concretion
ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ,Consolidated rate/flat rate
ಮಾಲಿನ್ಯಕಾರಕಗಳು,Contaminants
ಅಲ್ಕೋವ್ ಅಡುಗೆ,Cooking alcove
ನಿಭಾಯಿಸುವುದು,Coping
ಕಾರ್ಬೆಲ್,Corbel
ಕಾರ್ನಿಸ್,Cornice
ಸಂಯೋಜಕ,Coupler
"ಕಪ್ಲರ್, ಡಬಲ್","Coupler, double"
"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್","Coupler, putlog"
"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್","Coupler, swivel"
ಕೋರ್ಸ್,Course
ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು,Coursed random rubble masonry
ಆವರಿಸಿದ ಪ್ರದೇಶ,Covered area
ತೆವಳುವ,Creep
ಕ್ರೀಪ್ ಗುಣಾಂಕ,Creep coefficient
ಕ್ರೊಟೊವಿನ್,Crotovine
ಕಾಗೆ ಕಾಲು,Crow foot
ಕ್ರಂಬ್ ರಚನೆ,Crumb structure
ದಂಡೆ,Curb
ಪ್ರಸ್ತುತ,Current
ಕರ್ವ್ ಪ್ರತಿರೋಧ,Curve resistance
ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್,Damp proof course
ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ,Date of completion
ಡೆಡ್ ಲೋಡ್,Dead load
ಸತ್ತ ನೀರು,Dead water
ಡೆಸಿಬೆಲ್,Decibel
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್,Deflocculation
ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ,Degree of aeration or air space ratio
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ,Degree of aggregation
ಪ್ರಸರಣದ ಪದವಿ,Degree of dispersion
ಶುದ್ಧತ್ವದ ಪದವಿ,Degree of saturation
ಸಾಂದ್ರತೆ,Density
ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ,Desert pavement
ಮರುಭೂಮಿ ಮಣ್ಣು,Desert soil
ವಿವರಗಳು,Details
ಅಭಿವೃದ್ಧಿ ಅವಧಿ,Development period
ಡಿ-ಹಾರಿಜಾನ್,D-horizon
ಕರ್ಣೀಯ ಬಂಧ,Diagonal bond
ರೇಖಾಚಿತ್ರ,Diagram
ಡಿಜಿಟಲ್ ಡಾಕ್,Digital dock
ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ,Differential water rate
ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ,Dilution ventilation
ಡಿಲುವಿಯಂ,Diluvium
ಊಟದ ಕೋಣೆ,Dining room
ದಿಕ್ಕಿನ ಪೆಗ್,Direction peg
ಪ್ರಸರಣ,Dispersion
ಡಿಸ್ಟೆಂಪರ್,Distemper
ಡಾಕ್,Dock
ಬಾಗಿಲು,Door
ಡಾರ್ಮರ್,Dormer
ಡಾರ್ಮರ್ ಚೆಕ್,Dormer check
ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್,Double flemish bond
ಡಬಲ್ ಲೇಯರ್,Double layer
ಡೋವೆಲ್,Dowel
ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್,Drawing board
ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ,Drawing room
ಡ್ರಿಫ್ಟ್,Drift
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,Dry bulb temperature
ಡ್ರೈ ಡಾಕ್,Dry dock
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,Dry rubber masonry
ಡಚ್ ಬಾಂಡ್,Dutch bond
ಕುಬ್ಜ ಗೋಡೆ,Dwarf wall
ವಸತಿ ಘಟಕ,Dwelling unit
ಈವ್,Eave
ಈವ್ಸ್ ಗಟರ್,Eaves gutter
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,Economic feasibility
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,Ectodynamorphic soil
ಸುಳಿ,Eddy
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,Effective size
ಪುಷ್ಪಮಯ,Efflorescence
ಹೊರಹರಿವು,Effluent
ಎತ್ತರ,Elevation
ಎಲುವಿಯೇಶನ್,Eluviation
ಎಲುವಿಯಮ್,Eluvium
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,Endodynamorphic soil
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,Engineering feasibility
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,English bond
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,English garden wall bond
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;","E.P.M. (equivalent per million),"""
ಸಮಾನ ತೂಕ,Equivalent weight
ಉದಾ,Erg
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,Exchangeable
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,Exchangeable acidity
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),Exchangeable sodium percentage (ESP)
ಇ.ಎಸ್.ಪಿ.,E. S P.
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,Exchange acidity
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,Exchange complex
ನಿಷ್ಕಾಸ,Exhaust
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,Exposed finish
ಕಣ್ಣು,Eye
ಕಣ್ಣು ಹುಬ್ಬು,Eye brow
ಎದುರಿಸುತ್ತಿದೆ,Facing
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,Facing bond
ಸುರಕ್ಷತೆಯ ಅಂಶ,Factor of safety
ಪತನ,Fall
ಫೇಶಿಯಾ,Facia
ಫೇಶಿಯಾ ಬೋರ್ಡ್,Facia board
ದೋಷ,Fault
ಕ್ಷೇತ್ರ ತೇವಾಂಶ,Field moisture
ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ,Final moisture equivalent
ಫಿಲೆಟ್ (ಗಾರೆ),Fillet (of mortar)
ಅಂತಿಮ,Finial
ಅಂತಿಮ ಮಾಪನ,Final measurement
ಅಂತಿಮ ಪಾವತಿq,Final paymentq
ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ,Final pre stress
ಅಂತಿಮ ಒತ್ತಡ,Final tension
ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ,Financial feasibility
ಉತ್ತಮವಾದ ಒಟ್ಟು,Fine aggregate
ಬಿರುಕುಗೊಂಡ ಬಂಡೆ,Fissured rock
ಧ್ವಜದ ಕಲ್ಲು,Flag stone
ಫ್ಲೆಮಿಶ್ ಬಂಧ,Flemish bond
ಮಿನುಗುತ್ತಿದೆ,Flashing
ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್,Flashy stream
ಫ್ಲಾಟ್ ಛಾವಣಿ,Flat roof
ಫ್ಲೆಚೆ,Fleche
ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,Flemish garden wall bond
ಫ್ಲಿಂಟ್,Flint
ಫ್ಲಿಂಟ್ ಗೋಡೆ,Flint wall
ತೇಲುವ ಮಹಡಿ,Floating floor
ಫ್ಲೋಕ್ಯುಲೇಷನ್,Flocculation
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ,Flocculation limit
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ,Flocculation ratio
ಫ್ಲೋಕಲ್ಸ್,Floccules
ಮಹಡಿ,Floor
ಮಹಡಿ ಮುದ್ರೆ,Floor seal
ಹರಿವು,Flow
ಏರಿಳಿತ,Fluctuation
ಕಾಲಿಡುವುದು,Footing
ಅಡಿಪಾಯ,Foundation
ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್,Free fall barrow topping mixer
ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ),Free fall mixer (drum type)
ಉಚಿತ ಕಲ್ಲು,Free stone
ಫ್ರೆಶ್ಸೆಟ್,Freshet
ಘರ್ಷಣೆ ರಾಶಿ,Friction pile
ಕಪ್ಪೆ,Frog
ಗೇಬಲ್,Gable
ಗ್ಯಾಬ್ಲೆಟ್,Gablet
ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ,Gambrel roof
ಗೇಜ್,Gauge
ಅಳತೆ ವಿಭಾಗ,Gauging section
ಮಾಪಕ ನಿಲ್ದಾಣ,Gauging station
ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ,General location plan
ಸಾಮಾನ್ಯ ವಾತಾಯನ,General ventilation
ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್,G horizon or gley horizon
ತನಕ ಗ್ಲೇಶಿಯಲ್,Glacial till
