Punjabi,Odiya
affine ਮੈਪਿੰਗ,ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |
affine ਪਰਿਵਰਤਨ,ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |
ਵੇਰੀਏਬਲ ਇਕੱਠੇ ਕਰਨਾ,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
ਅਲਜਬਰਾ,ବୀଜ ବିବେଚନା
ਬੀਜਗਣਿਤ ਬੰਦ,ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ବୀଜ ବର୍ଣ୍ଣନା
ਬੀਜਗਣਿਤ ਰੂਪ,ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
ਬੀਜਗਣਿਤ ਗੁਣਾ,ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
ਵੰਡ ਸਮੱਸਿਆ,ବଣ୍ଟନ ସମସ୍ୟା
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ਵਿਕਲਪਕ ਕੋਣ,ବିକଳ୍ପ କୋଣ
ਬਦਲਵੇਂ ਰੂਪ,ବିକଳ୍ପ ଫର୍ମ |
ਬਦਲਵੇਂ ਸਮੂਹ,ବିକଳ୍ପ ଗୋଷ୍ଠୀ
ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
ਬਦਲਵੀਂ ਲੜੀ,ବିକଳ୍ପ କ୍ରମ |
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,ବିକଳ୍ପ ଅନୁମାନ
ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ,ବିକଳ୍ପ ଅପ୍ଟିମା |
ਵਿਕਲਪਕ ਨਤੀਜਾ,ବିକଳ୍ପ ଫଳାଫଳ |
ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
ਵਿਸ਼ਲੇਸ਼ਣ,ବିଶ୍ଳେଷଣ |
ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
ਕੋਣ,କୋଣ
ਸੰਪਰਕ ਦਾ ਕੋਣ,ଯୋଗାଯୋଗ କୋଣ
ਭਟਕਣ ਦਾ ਕੋਣ,ବିଘ୍ନର କୋଣ |
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,ଉଦାସୀନତାର କୋଣ
ਭਟਕਣ ਦਾ ਕੋਣ,ବିଘ୍ନର କୋଣ |
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,ବିଭାଜନର କୋଣ |
ਉਚਾਈ ਦਾ ਕੋਣ,ଉଚ୍ଚତାର କୋଣ
ਘਟਨਾ ਦਾ ਕੋਣ,ଘଟଣାର କୋଣ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,ପ୍ରୋଜେକ୍ଟର କୋଣ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,ପ୍ରତିଫଳନ କୋଣ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,ପ୍ରତିଫଳନ କୋଣ
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,ଘୂର୍ଣ୍ଣନ କୋଣ
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
ਕੋਣੀ ਪ੍ਰਵੇਗ,କୋଣାର୍କ ତ୍ୱରଣ |
ਕੋਣੀ ਗਤੀ,କୋଣାର୍କ ଗତି |
ਕੋਣੀ ਗਤੀ,କୋଣାର୍କ ଗତି
ਕੋਣੀ ਵੇਗ,କୋଣାର୍କ ବେଗ |
ਐਨੁਲਸ,annulus
ਜਵਾਬ,ଉତ୍ତର ଦିଅ
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
ਲਾਗੂ ਹੈ,ପ୍ରଯୁଜ୍ୟ |
ਐਪਲੀਕੇਸ਼ਨ,ପ୍ରୟୋଗ
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
ਲਾਗੂ ਗਣਿਤ,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
ਲਾਗੂ ਅੰਕੜੇ,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
ਲਗਭਗ,ପାଖାପାଖି
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
ਅੰਦਾਜ਼ਨ ਢੰਗ,ଆନୁମାନିକ ପଦ୍ଧତି |
ਅੰਦਾਜ਼ਨ ਹੱਲ,ଆନୁମାନିକ ସମାଧାନ
ਲਗਭਗ ਸਮੱਸਿਆ,ଆନୁମାନିକ ସମସ୍ୟା
ਲਗਭਗ ਸੰਪਤੀ,ଆନୁମାନିକ ସମ୍ପତ୍ତି
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
Argand ਚਿੱਤਰ,ଅର୍ଗାନ୍ ଚିତ୍ର |
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,ମନଇଚ୍ଛା ମନୋନୀତ |
ਮਨਮਾਨੀ,ଇଚ୍ଛାଧୀନ |
ਆਪਹੁਦਰੇ ਸਥਿਰ,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
ਆਪਹੁਦਰੇ ਤੱਤ,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
ਮਨਮਾਨੀ ਬਿੰਦੂ,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,ଆର୍କିମିଡିସ୍ ନୀତି |
ਚਾਪ ਦੀ ਲੰਬਾਈ,ଆର୍କ ଲମ୍ବ |
ਚੱਕਰ ਦਾ ਚਾਪ,ବୃତ୍ତର ଆର୍କ |
ਚਾਪ ਸਾਇਨ ਵੰਡ,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
ਖੇਤਰ,କ୍ଷେତ୍ର
ਖੇਤਰੀ ਬਣਤਰ,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
ਗਣਿਤ ਦਾ ਮਤਲਬ,ଗାଣିତିକ ଅର୍ଥ |
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,ଗାଣିତିକ କାର୍ଯ୍ୟ
ਗਣਿਤ ਦੀ ਇਕਾਈ,ଗାଣିତିକ ଏକକ
ਪ੍ਰਬੰਧ,ବ୍ୟବସ୍ଥା
ਐਰੇ,ଆରେ
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,କୃତ୍ରିମ ଉପଗ୍ରହ |
ਨਕਲੀ ਵੇਰੀਏਬਲ,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ਚੜ੍ਹਨਾ,ଆରୋହଣ
ਵੱਧਦੇ ਹੋਏ,ଆରୋହଣ
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,ତୀବ୍ରତାର କ୍ରମ
ਚੜ੍ਹਦੀ ਲੜੀ,ଆରୋହଣ କ୍ରମ |
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,ଏକତ୍ରକାରୀ ଭାଷା |
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ସହଯୋଗୀ ନିୟମ |
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
ਸੰਗਤ,ସହଯୋଗୀତା |
ਮਤਲਬ ਮੰਨਿਆ,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
ਧਾਰਨਾ,ଅନୁମାନ
ਜੋਤਿਸ਼,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
ਖਗੋਲ ਵਿਗਿਆਨੀ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
ਖਗੋਲੀ ਘੜੀ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ਖਗੋਲ ਵਿਗਿਆਨ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
ਅਸਮਿਤ ਵਕਰ,ଅସୀମିତ ବକ୍ର
ਅਸਮਿਤੀ,ଅସୀମତା |
asymptote,asymptote
asymptotic,ଅସ୍ମିପଟୋଟିକ୍ |
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
asymptotic ਵਿਵਹਾਰ,ଅସ୍ମିତିକ ଆଚରଣ |
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
asymptotic ਵਿਸਥਾਰ,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,ଅନିୟମିତତାରେ |
ਵਿਸ਼ੇਸ਼ਤਾ,ଗୁଣ
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
autocovariance,ଅଟୋକୋଭାରିଆନ୍ସ |
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
ਆਟੋਰਿਗਰੇਸ਼ਨ,ଆତ୍ମସମ୍ମାନ
ਸਹਾਇਕ ਸਮੀਕਰਨ,ସହାୟକ ସମୀକରଣ
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
axiom,axiom
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
ਸੰਭਾਵਨਾ ਦਾ axiom,ସମ୍ଭାବ୍ୟତାର axiom |
ਧੁਰਾ,ଅକ୍ଷ
abscissa ਦਾ ਧੁਰਾ,ଅବସିସା ର ଅକ୍ଷ |
ਧਰਤੀ ਦੀ ਧੁਰੀ,ପୃଥିବୀର ଅକ୍ଷ
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,ବିପ୍ଳବର ଅକ୍ଷ
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
ਸਪਿਨ ਦਾ ਧੁਰਾ,ସ୍ପିନ୍ ର ଅକ୍ଷ |
ਵਾਪਸ-ਸਥਾਪਨਾ,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
ਪਿਛਲਾ ਫਰਕ,ପଛୁଆ ପାର୍ଥକ୍ୟ |
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
ਸੰਤੁਲਨ,ସନ୍ତୁଳନ
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ਸੰਤੁਲਨ ਸ਼ੀਟ,ତୂଳନା ପତ୍ର
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
ਬੈਲਿਸਟਿਕਸ,ବାଲିଷ୍ଟିକ୍
ਪੱਟੀ,ଦଣ୍ଡିକା
ਅਧਾਰ,ଆଧାର
ਅਧਾਰ ਕੋਣ,ମୂଳ କୋଣ
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,ଲୋଗାରିଦମର ଆଧାର |
ਬੁਨਿਆਦੀ,ମ basic ଳିକ
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
ਬੁਨਿਆਦੀ ਹੱਲ,ମ basic ଳିକ ସମାଧାନ |
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,ମ basic ଳିକ ଭେରିଏବଲ୍ |
ਆਧਾਰ,ଆଧାର
ਆਧਾਰ ਤੱਤ,ଆଧାର ଉପାଦାନ |
ਆਧਾਰ ਮੈਟਰਿਕਸ,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,ବାଏସିଆନ୍ ଆକଳନ |
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,ବାଇସ୍ ନିୟମ |
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,ବାଇସ୍ ଥିଓରେମ୍ |
ਬਰਨੌਲੀ ਵੰਡ,ବର୍ନୁଲି ବଣ୍ଟନ |
ਬਰਨੌਲੀ ਨੰਬਰ,ବର୍ନୁଲି ସଂଖ୍ୟା |
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
ਬੇਰੀ ਫੰਕਸ਼ਨ,ବେରୀ କାର୍ଯ୍ୟ
ਵਧੀਆ ਫਿੱਟ,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
ਵਧੀਆ ਹੱਲ,ସର୍ବୋତ୍ତମ ସମାଧାନ |
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,ସର୍ବୋତ୍ତମ ରଣନୀତି |
ਬੀਟਾ ਵੰਡ,ବିଟା ବଣ୍ଟନ |
ਪੱਖਪਾਤ,ପକ୍ଷପାତ
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,ପକ୍ଷପାତ ଅନୁମାନ |
biharmonic ਸਮੀਕਰਨ,ବିହାରମୋନିକ୍ ସମୀକରଣ |
ਦੋਭਾਗ,bijection
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,ବିଲିନାର୍ ଫର୍ମ |
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,ବିଲିନାର୍ ଫଙ୍କସନ୍
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
ਬਾਈਨਰੀ,ବାଇନାରୀ
ਬਾਈਨਰੀ ਕੋਡ,ବାଇନାରୀ କୋଡ୍ |
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,ବାଇନାରୀ କୋଡିଂ |
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
ਬਾਈਨਰੀ ਅੰਕ,ବାଇନାରୀ ଅଙ୍କ
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,ବାଇନାରୀ ଅପରେସନ୍ |
ਬਾਈਨਰੀ ਸਿਸਟਮ,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,ବାଇନାରୀ ଭେରିଏବଲ୍ |
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
