Marathi,Punjabi
प्रवेश,ਐਕਸੈਸਿੰਗ
Ory क्सेसरी,ਸਹਾਇਕ
अपघात,ਹਾਦਸਾ
सहनशीलता,ਅਨੁਕੂਲਤਾ
निवास,ਰਿਹਾਇਸ਼
सोबत,ਦੇ ਨਾਲ
करार,ਸਮਝੌਤਾ
अनुयायी,ਦੇ ਅਨੁਸਾਰ
त्यानुसार,ਇਸ ਅਨੁਸਾਰ
खाते,ਖਾਤਾ
उत्तरदायित्व,ਜਵਾਬਦੇਹੀ
जबाबदार,ਜਵਾਬਦੇਹ
अकाउंटन्सी,ਖਾਤੇ ਦੀ
अकाउंटंट,ਲੇਖਾਕਾਰ
साठी खाते,ਲਈ ਖਾਤਾ
खाते डोके,ਖਾਤਾ ਸਿਰ
जमा लाभ,ਇਕੱਠਾ ਕੀਤਾ ਲਾਭ
जमा पेन्शन,ਇਕੱਠੀ ਕੀਤੀ ਪੈਨਸ਼ਨ
संचय,ਇਕੱਠਾ
अचूकता,ਸ਼ੁੱਧਤਾ
अचूक,ਸਹੀ
आरोप,ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ
आरोपी,ਦੋਸ਼ੀ
यश,ਪ੍ਰਾਪਤੀ
पोचपावती,ਪ੍ਰਵਾਨਗੀ
पावती देय,ਬਣ ਰਹੇ
ओळखी,ਜਾਣ-ਪਛਾਣ
संपादन,ਗ੍ਰਹਿਣ
शोध,ਬਰੀ
कायदा,ਐਕਟ
अभिनय भत्ता,ਅਦਾਕਾਰੀ ਭੱਤਾ
क्रिया,ਕਾਰਵਾਈ
कृती योजना,ਕਾਰਵਾਈ ਜੁਗਤ
सक्रिय,ਕਿਰਿਆਸ਼ੀਲ
सक्रियपणे,ਸਰਗਰਮੀ ਨਾਲ
कार्यकर्ता,ਕਾਰਜਕਰਤਾ
देवाची करणी,ਰੱਬ ਦਾ ਕੰਮ
गैरवर्तन कायदा,ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ
कमिशनचे कार्य आणि वगळणे,ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ
वास्तविक,ਅਸਲ
वास्तविक,ਅਸਲ
रुपांतर,ਅਨੁਕੂਲਤਾ
या व्यतिरिक्त,ਜੋੜ
अतिरिक्त शुल्क,ਅਤਿਰਿਕਤ ਚਾਰਜ
अतिरिक्त निधी,ਵਾਧੂ ਫੰਡ
अतिरिक्त अनुदान,ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ
अतिरिक्त माहिती,ਵਧੀਕ ਜਾਣਕਾਰੀ
अतिरिक्त वेतन,ਵਾਧੂ ਤਨਖਾਹ
जोड आणि बदल,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
पत्ता,ਪਤਾ
पत्ता,ਐਡਰੈਸਸ
स्वागताचा पत्ता,ਸਵਾਗਤ ਦਾ ਪਤਾ
पुरेसे,ਕਾਫ਼ੀ
चे पालन करा,ਦਾ ਪਾਲਣ ਕਰੋ
अ‍ॅड हॉक,ਐਡ ਹੋਕ
तदर्थ दावा,ਐਡਹਕ ਕਲੇਮ
तदर्थ समिती,ਐਡਹੌਕ ਕਮੇਟੀ
तदर्थ वाढ,ਐਡਹੌਕ ਵਾਧਾ
तदर्थ देयक,ਐਡਹੌਕ ਭੁਗਤਾਨ
समीप,ਨਾਲ ਲੱਗਦੀ
शेजारी (= संमिश्र),ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
तहकूब,ਮੁਲਤਵੀ
तहकूब गती,ਮੁਲਤਵੀ ਮੋਸ਼ਨ
सहभाग,ਇਜਾਜ਼ਤ
न्यायाधीश,ਨਿਰਣਾਇਕ
निर्णय,ਨਿਰਣਾ
न्यायाधीश,ਨਿਰਣਾਇਕ
समायोजन,ਵਿਵਸਥਾ
प्रशासकीय,ਪ੍ਰਬੰਧਿਤ
शपथ प्रशासित करा,ਸਹੁੰ ਪ੍ਰਬੰਧ
प्रशासन,ਪ੍ਰਸ਼ਾਸਨ
न्याय प्रशासन,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
प्रशासकीय,ਪ੍ਰਬੰਧਕੀ
प्रशासकीय कारवाई,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
प्रशासकीय मूल्यांकन,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
प्रशासकीय मान्यता,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
प्रशासकीय अधिकार,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
प्रशासकीय नियंत्रण,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
प्रशासकीय निर्णय,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
प्रशासकीय विभाग,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
प्रशासकीय प्रमुख,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
प्रशासकीय मुख्यालय,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
प्रशासकीय उपाय,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
प्रशासकीय शक्ती,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
प्रशासकीय मंजुरी,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
प्रशासकीय तंत्र,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
प्रशासकीय न्यायाधिकरण,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
प्रवेशयोग्यता,ਮੰਨਣਯੋਗਤਾ
स्वीकार्य खर्च,ਮੰਨਣਯੋਗ ਖਰਚ
कबूल करा,ਮੰਨ ਲਓ
प्रवेश कार्ड,ਐਡਮਿਟ ਕਾਰਡ
दाखल,ਦਾਖਲ
सूचना,ਅਸ਼ੁੱਧ
दत्तक,ਗੋਦ
दत्तक,ਗੋਣਾਟਰ
दत्तक,ਗੋਦ ਲੈਣਾ
प्रौढ,ਬਾਲਗ
भेसळ,ਵਿਭਚਾਰ
व्यभिचार,ਵਿਭਚਾਰ
प्रौढ मताधिकार,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
अ‍ॅड व्हॅलोरम ड्यूटी,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
प्रगती,ਪੇਸ਼ਗੀ
अ‍ॅडव्हान्स बुकिंग,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
आगाऊ प्रत,ਐਡਵਾਂਸ ਕਾਪੀ
आगाऊ वाढ,ਪੇਸ਼ਗੀ ਵਾਧਾ
आगाऊ भरणा,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
प्रतिकूल प्रविष्टी,ਗਲਤ ਪ੍ਰਵੇਸ਼
प्रतिकूल टीका,ਗਲਤ ਟਿੱਪਣੀ
प्रतिकूल अहवाल,ਗਲਤ ਰਿਪੋਰਟ
जाहिरात,ਇਸ਼ਤਿਹਾਰ
सल्ला,ਸਲਾਹ
देयकाचा सल्ला,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
सल्लागार समिती,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
सल्लागार परिषद,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
वकिली,ਐਡਵੋਕੇਟ
घडामोडी,ਮਾਮਲੇ
प्रतिज्ञापत्र,ਹਲਫੀਆ ਬਿਆਨ
संलग्नता,ਮਾਨਤਾ
पुष्टीकरण,ਪੁਸ਼ਟੀਕਰਣ
होकारार्थी,ਸਕਾਰਾਤਮਕ
परवाना,ਬਰਦਾਸ਼ਤ
उपरोक्त,ਉਪਰੋਕਤ
पुन्हा,ਅਫਰੇਸ਼
विरुद्ध,ਦੇ ਵਿਰੁੱਧ
वय,ਉਮਰ
वय प्रमाणपत्र,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
मताधिकार वय,ਦੁਖੀ ਲਈ ਉਮਰ
वय मर्यादा,ਉਮਰ ਸੀਮਾ
एजन्सी,ਏਜੰਸੀ
अजेंडा,ਏਜੰਡਾ
सेवानिवृत्तीचे वय,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
अधोरेखित वय,ਪੂਰਕ ਦੀ ਉਮਰ
एकत्रिकरण,ਇਕੱਤਰਤਾ
संताप,ਦੁਖਦਾਈ
आंदोलन,ਅੰਦੋਲਨ
एजीएम,ਏਜੀਐਮ
करार,ਸਮਝੌਤਾ
करार फॉर्म,ਸਮਝੌਤਾ ਫਾਰਮ
शेती,ਖੇਤੀ ਬਾੜੀ
कृषी-उद्योग,ਖੇਤੀ-ਉਦਯੋਗ
मदत,ਸਹਾਇਤਾ
गजर,ਅਲਾਰਮ
सतर्कता,ਚੇਤਾਵਨੀ
उर्फ,ਉਪਨਾਮ
आरोप,ਇਲਜ਼ਾਮ
निष्ठा,ਵਫ਼ਾਦਾਰੀ
युती,ਗਠਜੋੜ
संबद्ध सेवा,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
सर्व समावेशक किंमत,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
अखिल भारतीय सेवा,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
वाटप,ਅਲਾਟਮੈਂਟ
वाटप,ਅਲਾਟਮੈਂਟ
वाटप पत्र,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
अ‍ॅलोटी,ਅਲਾਟੀਟੀ
परवानगीयोग्य,ਮਨਜ਼ੂਰ
अनुमत खर्च,ਮਨਜ਼ੂਰ ਖਰਚੇ
अपीलला परवानगी द्या,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
भत्ता,ਭੱਤਾ
सर्व हक्क राखीव,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
वर्णमाला क्रम,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
भांडण,ਗਰੈਟਰਕੇਸ਼ਨ
वैकल्पिक,ਵਿਕਲਪਿਕ
पर्यायी,ਵਿਕਲਪਿਕ
एकत्रिकरण,ਏਕੀਕਰਨ
सुधारित मसुदा,ਸੋਧਿਆ ਖਰੜਾ
दुरुस्ती,ਸੋਧ
सुविधा,ਸਹੂਲਤ
मैत्रीपूर्ण,ਅਮਲ
दारूगोळा,ਬਾਰੂਦ
कर्जाचे or न्टायझेशन,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
रक्कम,ਦੀ ਰਕਮ
पेन्शनची रक्कम,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
समान पोस्ट,ਸਮਾਨ ਪੋਸਟ
विश्लेषण,ਵਿਸ਼ਲੇਸ਼ਣ
विश्लेषणात्मक अभ्यास,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
पूर्वज,ਪੂਰਵਜ
सहायक उद्योग,ਸਹਾਇਕ ਉਦਯੋਗ
वैर,ਵੈਰ
जोड,ਅਨੁਲੱਗ
वर्धापनदिन,ਵਰ੍ਹੇਗੰ
घोषणा,ਘੋਸ਼ਣਾ
त्रास,ਨਾਰਾਜ਼ਗੀ
वार्षिक आर्थिक विधान,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
वार्षिक अहवाल,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
वार्षिकी,ਐਨੂਅਟੀ
अज्ञात,ਅਗਿਆਤ
अज्ञात तक्रार,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
उत्तरदायित्व,ਜਵਾਬ
उत्तरपत्रिका,ਜਵਾਬ ਸ਼ੀਟ
विरोधी,ਵਿਰੋਧੀ
पूर्वज,ਅਨੌਖੇ
अपेक्षित खर्च,ਅਨੁਮਾਨਤ ਖਰਚੇ
अपेक्षित उत्पन्न,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
अपेक्षा,ਉਮੀਦ
अपेक्षित जामीन,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
भ्रष्टाचारविरोधी उपाय,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
अँटी-डंपिंग,ਐਂਟੀ-ਡੰਪਿੰਗ
प्राचीन,ਪੁਰਾਣੀ
वर्णभेद,ਨਸਲਵਾਦ
औदासिन्य,ਉਦਾਸੀ
शिखर शरीर,ਸੁਪਰੀਮ ਬਾਡੀ
दिलगिरी,ਮੁਆਫੀ
अपील,ਅਪੀਲ
देखावा,ਦਿੱਖ
शांतता,ਭੁੱਖ
अपील न्यायाधिकरण,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
परिशिष्ट,ਅੰਤਿਕਾ
उपकरण,ਉਪਕਰਣ
लागू,ਲਾਗੂ
अर्जदार,ਬਿਨੈਕਾਰ
अर्ज,ਐਪਲੀਕੇਸ਼ਨ
अर्ज,ਅਰਜ਼ੀ ਫਾਰਮ
लागू,ਲਾਗੂ ਕੀਤਾ
अर्ज करा,ਲਾਗੂ ਕਰੋ
नेमणूक,ਨਿਯੁਕਤ
अधिकाराची नेमणूक,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
नियुक्ती,ਨਿਯੁਕਤੀ
नियुक्ती पत्र,ਮੁਲਾਕਾਤ ਪੱਤਰ
मंत्रिमंडळाची नेमणूक समिती,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
वेतनाचे विभाजन,ਤਨਖਾਹ ਦੀ ਵੰਡ
मूल्यमापन,ਮੁਲਾਂਕਣ
मूल्यांकनकर्ता,ਮੁਲਾਂਕਣ
कौतुक,ਕਦਰ
भीती,ਖਦਸ਼ਾ
शिकाऊ उमेदवार,ਅਪ੍ਰੈਂਟਿਸ
संपर्क साधा,ਪਹੁੰਚ
योग्य,ਉਚਿਤ
योग्य कृती,ਉਚਿਤ ਕਾਰਵਾਈ
योग्य डोके,ਉਚਿਤ ਸਿਰ
विनियोग,ਨਿਰਧਾਰਤ
मान्यता,ਮਨਜ਼ੂਰੀ
अंदाजे,ਲਗਭਗ
योग्यता चाचणी,ਯੋਗਤਾ ਟੈਸਟ
अनियंत्रित,ਮਨਮਾਨੀ
लवाद,ਆਰਬਿਟਰੇਟ
लवाद,ਆਰਬਿਟਰੇਸ਼ਨ
लवाद न्यायाधिकरण,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
लवाद,ਆਰਬਿਟਰੇਟਰ
आर्किटेक्चर,ਆਰਕੀਟੈਕਚਰ
संग्रहण,ਪੁਰਾਲੇਖ
क्षेत्र,ਖੇਤਰ
क्षेत्र मुख्यालय,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
युक्तिवाद,ਦਲੀਲ
उद्भवू,ਪੈਦਾ
सशस्त्र सेना,ਸੁਰਖਿਆ ਬਲ
व्यवस्था,ਪ੍ਰਬੰਧ
थकबाकी,ਬਰੀਅਰ
थकबाकी विधान,ਅਰੇਅਰ ਬਿਆਨ
आगमन अहवाल,ਆਗਮਨ ਰਿਪੋਰਟ
गर्विष्ठपणा,ਹੰਕਾਰ
शस्त्रागार,ਅਰਸੇਨਲ
लेख,ਲੇਖ
संघटनेचा लेख,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
लेख,ਲੇਖ
चढत्या ऑर्डर,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
निश्चित करा,ਪਤਾ ਲਗਾਓ
कोठे आहे,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
पैलू,ਪਹਿਲੂ
भ्रष्टाचार,ਦਾਖਲਾ
हत्या,ਕਤਲ
हल्ला,ਹਮਲਾ
एकत्र करा,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
असेंब्ली,ਅਸੈਂਬਲੀ
मान्यता,ਸਹਿਮਤੀ
ठामपणे,ਦਾਅਵਾ ਕਰੋ
निर्धारक,ਮੁਲਾਂਕਣ
मूल्यांकन,ਮੁਲਾਂਕਣ
मूल्यांकन वर्ष,ਮੁਲਾਂਕਣ ਸਾਲ
मूल्यांकनकर्ता,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
मालमत्ता,ਸੰਪਤੀ
असिशात,Assigneee
असाइनमेंट,ਅਸਾਈਨਮੈਂਟ
असाइनर,ਅਸਾਈਨਟਰ
सहाय्य,ਸਹਾਇਤਾ
सहयोगी,ਸਹਿਯੋਗੀ
असोसिएशन,ਐਸੋਸੀਏਸ਼ਨ
शुल्काची धारणा,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
आश्वासन,ਭਰੋਸਾ
आश्वासन कंपनी,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
आश्वासन,ਭਰੋਸਾ
सूट वर,ਛੂਟ 'ਤੇ
अणु शक्ती,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
समम वर,ਬਰਾਬਰ ਵਿਚ
प्रीमियमवर,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
संलग्न करा,ਅਟੈਚ ਕਰੋ
संलग्न कार्यालय,ਨੱਥੀ ਦਫ਼ਤਰ
संलग्नक,ਲਗਾਵ
संलग्नक ऑर्डर,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
प्राप्ती,ਪ੍ਰਾਪਤੀ
प्रयत्न,ਕੋਸ਼ਿਸ਼
उपस्थिती,ਹਾਜ਼ਰੀ
उपस्थिती नोंदणी,ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
उपस्थिती स्लिप,ਹਾਜ਼ਰੀ ਤਿਲਕ
लक्ष,ਧਿਆਨ
प्रमाणीकरण,ਤਸਦੀਕ
प्रमाणित प्रत,ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
वृत्ती,ਰਵੱਈਆ
आकर्षक पगार,ਆਕਰਸ਼ਕ ਤਨਖਾਹ
लिलाव,ਨਿਲਾਮੀ
लिलाव,ਨਿਲਾਮੀ
लिलाव विक्री,ਨਿਲਾਮੀ ਵਿਕਰੀ
प्रेक्षक,ਹਾਜ਼ਰੀਨ
ऑडिओ-व्हिज्युअल प्रदर्शन,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
ऑडिओ-व्हिज्युअल प्रसिद्धी,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ
ऑडिट,ਆਡਿਟ
ऑडिट खाती,ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ
ऑडिट बॅलन्स शीट,ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ
ऑडिटिंग,ਆਡਿਟਿੰਗ
ऑडिट आक्षेप,ਆਡਿਟ ਇਤਰਾਜ਼
ऑडिटरचा अहवाल,ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ
सभागृह,ਆਡੀਟੋਰੀਅਮ
ऑडिट परिच्छेद,ਆਡਿਟ ਪੈਰਾ
ऑडिट अहवाल,ਆਡਿਟ ਰਿਪੋਰਟ
कठोरता,ਤਪੱਸਿਆ
कठोरपणाचे उपाय,ਤਪੱਸਿਆ ਉਪਾਅ
अस्सल,ਪ੍ਰਮਾਣਿਕ
अधिकृत प्रतिनिधी,ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ
अधिकृत,ਅਧਿਕਾਰਤ
अधिकार,ਅਧਿਕਾਰ
प्राधिकरण पत्र,ਅਥਾਰਟੀ ਅੱਖਰ
अधिकृत,ਅਧਿਕਾਰਤ
अधिकृत भांडवल,ਅਧਿਕਾਰਤ ਪੂੰਜੀ
स्वयंचलित,ਆਟੋਮੈਟਿਕ
स्वायत्त,ਖੁਦਮੁਖਤਿਆਰੀ
स्वायत्त शरीर,ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ
स्वायत्तता,ਖੁਦਮੁਖਤਿਆਰੀ
सहाय्यक,ਸਹਾਇਕ
उपलब्ध,ਉਪਲੱਬਧ
सरासरी,Average ਸਤ
सरासरी रजा,Ratuver ਸਤ ਛੁੱਟੀ
प्रतिकार,ਘ੍ਰਿਣਾ
टाळतो,ਟਾਲਣਾ
टाळा,ਬਚਣ
कर टाळणे,ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ
प्रतीक्षा केली,ਉਡੀਕ ਕੀਤੀ
पुरस्कार,ਪੁਰਸਕਾਰ
पुरस्कार प्राधिकरण,ਅਥਾਰਟੀ
जागरूकता,ਜਾਗਰੂਕਤਾ
बॅकडेटेड,ਵਾਪਸ
पार्श्वभूमी,ਪਿਛੋਕੜ
परत लॉग,ਬੈਕ ਲਾਗ
मागे होणे,ਪਿਛੇ ਹਟ ਜਾਣਾ
परत संदर्भ,ਬੈਕ ਹਵਾਲਾ
बॅक अप,ਬੈਕ ਅਪ
मागास वर्ग,ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ
मागास जमाती,ਪਿਛਲਾ ਕਬੀਲੇ
वाईट सौदा,ਮਾੜੀ ਸੌਦਾ
वाईट वागणं,ਮਾੜਾ ਵਿਵਹਾਰ
वाईट वर्ण,ਬੁਰਾ ਚਰਿੱਤਰ
वाईट हवामान भत्ता,ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ
वाईट आचरण,ਬੁਰਾ ਚਾਲ
वाईट कर्ज,ਬੁਰਾ ਕਰਜਾ
सामान,ਸਾਮਾਨ
जामीन,ਜ਼ਮਾਨਤ
शिल्लक,ਸੰਤੁਲਨ
शिल्लक खाली आणले,ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ
शिल्लक पुढे आणले,ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ
संतुलित बजेट,ਸੰਤੁਲਿਤ ਬਜਟ
शिल्लक पत्रक,ਸੰਤੁਲਨ ਸ਼ੀਟ
मतपत्रिका,ਬੈਲਟ
मतपेटी,ਬੈਲਟ ਬਾਕਸ
मतपत्रिका,ਬੈਲਟ ਪੇਪਰ
बंदी,ਪਾਬੰਦੀ
बँक,ਬੈਂਕ
बँक खाते,ਬੈੰਕ ਖਾਤਾ
बँक बॅलन्स,ਬੈਂਕ ਬੈਲੰਸ
बँक शुल्क,ਬੈਂਕ ਖਰਚੇ
बँक हमी,ਬੈਂਕ ਗਰੰਟੀ
बँक सुट्टी,ਬੈਂਕ ਦੀ ਛੁਟੀ
बँकिंग सुविधा,ਬੈਂਕਿੰਗ ਸਹੂਲਤ
बँकिंग तास,ਬੈਂਕਿੰਗ ਘੰਟੇ
बँकिंग व्यवहार,ਬੈਂਕਿੰਗ ਟ੍ਰਾਂਜੈਕਸ਼ਨ
बँक दर,ਬੈਂਕ ਰੇਟ
बँक सलोखा,ਬੈਂਕ ਮੇਲ-ਮਿਲਾਪ
दिवाळखोर,ਦੀਵਾਲੀਆ
बँक सुरक्षा,ਬੈਂਕ ਸੁਰੱਖਿਆ
बँक स्टेटमेंट,ਬੈਂਕ ਸਟੇਟਮੈਂਟ
मेजवानी,ਦਾਅਵਤ
बार कौन्सिल,ਬਾਰ ਕੌਂਸਲ
सौदा,ਸੌਦੇਬਾਜ਼ੀ
बार्गेनिंग,ਸੌਦੇਬਾਜ਼ੀ
नापीक जमीन,ਬੰਜਰ ਲੈਂਡ
बार्टर,ਬਾਰਟਰ
पाया,ਅਧਾਰ
निराधार,ਬੇਬੁਨਿਆਦ
तळघर,ਬੇਸਮੈਂਟ
बेस वर्ष,ਅਧਾਰ ਸਾਲ
मूलभूत,ਮੁੱ The ਲੀ
मूलभूतपणे,ਅਸਲ ਵਿੱਚ
मूलभूत बुद्धिमत्ता,ਮੁੱ basic ਲੀ ਅਕਲ
मूलभूत वेतन,ਮੁੱ Pay ਲੀ ਤਨਖਾਹ
मूलभूत वेतन,ਤਨਖਾਹ ਦਾ ਮੁ Tas ਲੇ ਪੱਧਰ
मूलभूत प्रशिक्षण,ਮੁ The ਲੀ ਸਿਖਲਾਈ
आधार,ਅਧਾਰ
बॅच,ਬੈਚ
बिल्ला क्रमांक,ਬੈਚ ਨੰਬਰ
वाहक तपासणी,ਧਾਰਕ ਚੈੱਕ
उद्धृत करण्यापूर्वी,ਹਵਾਲਾ ਪਹਿਲਾਂ
वर्तन,ਵਿਵਹਾਰ
विश्वास,ਵਿਸ਼ਵਾਸ
समम खाली,ਬਰਾਬਰ ਦੇ ਹੇਠਾਂ
खंडपीठ,ਬੈਂਚ
बेंचमार्क,ਬੇਂਚਮਾਰਕ
फायदेशीर,ਲਾਭਕਾਰੀ
लाभार्थी,ਲਾਭਪਾਤਰੀ
फायदा,ਲਾਭ
संशयाचा फायदा,ਸ਼ੱਕ ਦਾ ਲਾਭ
परोपकार,ਦਿਆਲਤਾ
बेनिव्हॉलेंट फंड,ਲਾਭਕਾਰੀ ਫੰਡ
निर्विकार,ਮਕੌਂਥ
वकील,Orquest
शोक,ਸੋਗ
सर्वोत्तम प्रयत्न,ਸਭ ਤੋਂ ਵਧੀਆ ਯਤਨ
बेटरमेंट,ਬਿਹਤਰ
पूर्वाग्रह,ਬਿਆਸ
पक्षपाती मत,ਪੱਖਪਾਤੀ ਰਾਏ
