Malayalam,Marathi
സജീവ കോർ,सक्रिय कोर
1. ക്രോധം 2. തീവ്രം,1. उग्र 2. तीव्र
പൊരുത്തപ്പെടുത്തൽ,अनुकूलता
ഇഷ്ടാനുസൃതമാക്കൽ,सानुकूलन
1. അഡീഷൻ 2. അഡീഷൻ,1. आसंजन 2. आसंजन
സെബാസിയസ്,सेबेशियस
ക്രമീകരിക്കൽ സമവാക്യം,समायोजन समीकरण
അഡോബ് മണ്ണ്,adobe माती
വ്യഭിചാരം,भेसळ करणारा
എക്ടോപിക്,एक्टोपिक
ഇസിഡിയോസ്പോർ ഇസിഡിയം ബീജം,Isidiospore Isidium बीजाणू
എയറോഡൈനാമിക് പ്രക്രിയ,वायुगतिकीय प्रक्रिया
വെൻട്രൽ,वेंट्रल
വായുസഞ്ചാരത്തിനായി,वायुवीजन करणे
1. വായു 2. ആകാശി,1. हवा 2. आकाशी
1. എയറോമീറ്റർ 2. എയറോമീറ്റർ 3. എയറോമീറ്റർ,1. एरोमीटर 2. एरोमीटर 3. एरोमीटर
എയറോസോൾ,एरोसोल
1. പൂങ്കുല 2. വേനൽ സുഷുപ്തി,1. फुलणे 2. उन्हाळी सुप्तता
രോഗ ശാസ്ത്രം,रोग विज्ञान
വനവൽക്കരണം,वनीकरण
1. പ്രക്ഷോഭം 2. പ്രക്ഷുബ്ധത,1. आंदोलन 2. अशांतता
അഗ്മാർക്ക്,Agmark
1. ഭൂമിയുമായി ബന്ധപ്പെട്ട 2. കാർഷിക,1. जमिनीशी संबंधित 2. कृषी
കാർഷിക ക്ലിനിക്ക്,कृषी चिकित्सालय
1. കാർഷിക തൊഴിലാളികൾ 2. കാർഷിക തൊഴിലാളികൾ,1. शेतमजूर 2. शेतमजूर
കാർഷിക വിപണനം,कृषी विपणन
കാർഷിക സാങ്കേതികവിദ്യ,कृषी तंत्रज्ञान
1. കൃഷി 2. കൃഷി 3. അഗ്രികൾച്ചറൽ സയൻസ്,1. शेती 2. शेती 3. कृषी विज्ञान
കാർഷിക വനവൽക്കരണം,कृषी वनीकरण
കാർഷിക ജൈവവൈവിധ്യം,कृषी जैवविविधता
കാർഷിക ജൈവ വൈകല്യങ്ങൾ,कृषी सेंद्रिय दोष
കാർഷിക ജീവശാസ്ത്രം,कृषी जीवशास्त्र
കാർഷിക-കാലാവസ്ഥാ വൈവിധ്യം,कृषी-हवामान विविधता
കാർഷിക കാലാവസ്ഥാ മേഖല സൃഷ്ടിക്കൽ,कृषी हवामान क्षेत्र निर्मिती
അഗ്രോഫോറസ്ട്രി,कृषी वनीकरण
കാർഷിക ശാസ്ത്രം,कृषीशास्त्र
അഗ്രോണമിക്,कृषीविषयक
കാർഷിക ഇടയൻ,कृषी खेडूत
വിള സംസ്കരണം,पीक प्रक्रिया
പുല്ല് ശാസ്ത്രം,गवत विज्ञान
വിള തരം,पीक प्रकार
എപ്പിഫൈറ്റ്,epiphyte
aikiochi മണ്ണ്,aikiochi माती
വർണ്ണാന്ധത,रंगाधळेपण
ആൽഫിസോൾ,अल्फिसोल
ആൽഗകൾ,एकपेशीय वनस्पती
ആൽഗ രോഗം,एकपेशीय वनस्पती रोग
ആൽക്കലി വെള്ളം,अल्कली पाणी
ആൽക്കലൈൻ,अल्कधर्मी
ബദൽ,पर्यायी
അല്ലെലോ രസതന്ത്രം,allelo रसायनशास्त्र
അല്ലീൽ,एलील
അല്ലെലോപ്പതി,ऍलेलोपॅथी
വേത്തി വിള,वेठी पीक
പൂർത്തീകരണം,पूर्णता
ബീജസങ്കലനം,गर्भाधान
1. ആപേക്ഷികത 2. അലോമെട്രി,1. सापेक्षता 2. अॅलोमेट्री
മൾട്ടിപ്ലോയിഡി,मल्टिप्लॉइडी
1. പാരാസിഗോസിറ്റി,1. पॅराझिगोसिटी
1. ഇതര വർഷത്തെ പ്രവർത്തനം 2. ഇതര പ്രവർത്തനം,1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य
ബദൽ ഭൂമി ഉപയോഗം,पर्यायी जमिनीचा वापर
പരിസ്ഥിതി,वातावरण
പരിഷ്കർത്താവ്,सुधारक
മൈറ്റോസിസ്,मायटोसिस
ആമീനൻ,आमीनान
അമോണിയൻ,अमोनियन
അമ്നിഫെറസ്,amniferous
1. ഫലപ്രദമല്ലാത്ത രൂപം 2. അരൂപി,1. अप्रभावी रूप 2. अरुपी
ഉഭയജീവി മിശ്രിതം,उभयचर मिश्रण
ആംഫോട്ടെറിക്,एम्फोटेरिक
സ്റ്റോക്ക്പൈലിംഗ്,साठा करणे
1. അനറോബിക് 2. അനറോബിക് ഓർഗാനിസംസ്,1. ऍनेरोबिक 2. ऍनेरोबिक जीव
ഹാപ്ലോയിഡ്,हॅप्लॉइड
കോണീയ നടീൽ,टोकदार लागवड
മൃഗസംരക്ഷണം,पशुसंवर्धन
മൃഗ വിസർജ്ജനം,प्राण्यांचे मलमूत्र
ജീവനുള്ള ഊർജ്ജം,जिवंत ऊर्जा
അസാധാരണമായ,विसंगत
ഒരു വർഷം പഴക്കമുള്ള ചെടി,एक वर्ष जुनी वनस्पती
വാർഷിക,वार्षिक
1. പരമാനന്ദം 2. പ്രഭ,1. परमानंद 2. तेज
ആന്ത്രാക്സ്,ऍन्थ्रॅक्स
നരവംശ ഘടകങ്ങൾ,मानववंशजन्य घटक
അതിജീവനം,जगणे
1. ആന്റിബയോട്ടിക് 2. ആന്റിബയോട്ടിക്,1. प्रतिजैविक 2. प्रतिजैविक
വെറുപ്പുളവാക്കുന്ന,तिरस्करणीय
ആന്റിഓക്‌സിഡന്റ്,अँटिऑक्सिडंट
ആന്റിടോക്സിൻ,अँटीटॉक्सिन
മോതിര വിരൽ,अनामिका
1. മുഞ്ഞ 2. മാഹു 3. ചേപ,1. ऍफिड 2. महू 3. चेपा
മുകളിലെ മുകുളം,शीर्ष अंकुर
പീക്ക് ഫലപ്രാപ്തി,शिखर प्रभावीता
തേനീച്ച വളർത്തൽ,मधमाशी पालन
അലൈംഗികത,लैंगिकता
അപ്പോപ്റ്റോസിസ്,apoptosis
അനുബന്ധങ്ങൾ,परिशिष्ट
വിശപ്പ്,भूक वाढवणारे
അപേക്ഷിച്ചു,लागू
ജല കള,जलीय तण
1. മരം 2. വൃക്ഷ നിവാസി,1. झाड 2. वृक्षवासी
ശാഖകൾ,शाखा
പ്രോട്ടോബോട്ടാണിക്കൽ റെക്കോർഡുകൾ,प्रोटोबोटॅनिकल रेकॉर्ड
സോൺ നമ്പർ,झोन क्रमांक
1. ഏരിയ 2. ഏരിയ,1. क्षेत्रफळ 2. क्षेत्रफळ
വരണ്ട ആവാസവ്യവസ്ഥ,कोरडे इकोसिस्टम
കോട്ടിലിഡൺ,cotyledon
സൗരഭ്,सौरभ
ആരോമാറ്റിക് പ്ലാന്റ്,सुगंधी वनस्पती
സുഗന്ധമുള്ള അരി,सुवासिक तांदूळ
ഇക്ഷു പുഷ്പൻ,इक्षु पुष्पन
അസെപ്റ്റിക്,ऍसेप्टिक
1. അസെപ്റ്റിക് 2. അസെപ്റ്റിക്,1. ऍसेप्टिक 2. ऍसेप्टिक
അലൈംഗിക പുനരുൽപാദനം,अलैंगिक पुनरुत्पादन
വലിപ്പം,आकार
ആസ്തി,मालमत्ता
1. സ്വാംശീകരണം 2. സ്വാംശീകരണം,1. आत्मसात करणे 2. आत्मसात करणे
1. അസോസിയേഷൻ 2. അസോസിയേഷൻ,1. संघटना 2. संघटना
1. കോളം 2. ആസ്ട്രിംഗ്സി,1. स्तंभ 2. तुरटपणा
ഹെറ്ററോസൈഗോസിറ്റി,heterozygosity
1. പൂർവ്വികൻ 2. അടവിസം,1. पूर्वज 2. Atavism
കണം,कण
1. സ്ഥിരീകരണം 2. വൈകല്യം,1. पुष्टीकरण 2. कमजोरी
സ്വയം ജോടിയാക്കൽ,स्वत: ची जोडणी
ഓട്ടോലിസിസ്,ऑटोलिसिस
1. സ്വതസിദ്ധമായ ഓക്സീകരണം 2. സ്വതസിദ്ധമായ ഓക്സീകരണം,1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण
സ്വയം മൾട്ടിപ്ലക്സ്,स्वत: मल्टिप्लेक्स
ഓക്സിൻ,ऑक्सिन
1. ഷൂക്ക് 2. പൂവൻ,1. हादरले 2. टॉड
ശിക്ഷാ വൈറസ്,दंडात्मक व्हायरस
1. ബാസിലസ് 2. ബാസിലസ്,1. बॅसिलस 2. बॅसिलस
1. ബാക്ടീരിയ 2. ബാക്ടീരിയ,1. जीवाणू 2. जीवाणू
ബാക്ടീരിയൽ വിഷം,जिवाणू विष
ബാഗാസ്,बॅगासे
ബാലൻസ് ഷീറ്റ്,ताळेबंद
സമീകൃത വളം ഉപയോഗം,संतुलित खतांचा वापर
ബാർ ഗ്രാഫ്,बार आलेख
കുര,झाडाची साल
1. ബാരോമീറ്റർ 2. ബാരോമീറ്റർ,1. बॅरोमीटर 2. बॅरोमीटर
1. ബസർ 2. നിഷ്ക്രിയം 3. വന്ധ്യം,1. बजर 2. जड 3. वांझ
1. അടിസ്ഥാനം 2. അടിസ്ഥാനം 3. കുപാങ്,1. बेस 2. बेस 3. कपंग
1. താല 2. തടം,1. तळा 2. खोरे
തലബിസാരി,तलाबिसरी
1. ബാസിസ്റ്റെർനം 2. റൂട്ട് ഹോൾഡർ,1. बेसिस्टर्नम 2. रूट धारक
ഗൾഫ് മൺസൂൺ,गल्फ मान्सून
ഫലം പ്ലാന്റ്,फळ वनस्पती
കിടക്ക,पलंग
കിടക്ക പ്ലാന്റ്,बेड प्लांट
കിടക്കവിരി,बेडिंग
ബീറ്റ്റൂട്ട് മോളാസസ്,बीट मोलॅसेस
തുരുത്തി,घुंगरू
1. സ്ട്രിപ്പ് 2. ഭൂപ്രദേശം,1. पट्टी 2. भूप्रदेश
ലാഭ-ചെലവ് വിശകലനം,नफा-खर्च विश्लेषण
അഭിലാഷം (സാമ്പിൾ),इच्छुक (नमुना)
ദ്വിവത്സര സസ്യങ്ങൾ,द्विवार्षिक वनस्पती
ദ്വിപദം,द्विपद
ബയോഫാക്ടർ,बायोफॅक्टर
ജൈവ കാലാവസ്ഥ,जैविक हवामान
ജൈവ ഊർജ്ജം,जैव ऊर्जा
ജന്തു പരിസ്ഥിതി,प्राणी पर्यावरणशास्त्र
1. ബയോ പ്രോസസർ 2. ബയോ റിയാക്ടർ,1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर
ജൈവമണ്ഡലം,बायोस्फीअर
ബയോട്ടിക്,जैविक
ജന്തുജാലങ്ങൾ,प्राणी
ദിവിലിംഗി,दिविलिंगी
ധവാലൻ,धवलन
1. പ്രധ്വാസൻ (രോഗം) 2. ഗസ്റ്റ് രോഗം,1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग
മിശ്രണം,मिश्रण
1. അംഗ്മാരി (രോഗം) 2. ബ്ലൈറ്റ് (രോഗം),1. अंगमारी (रोग) 2. अनिष्ट (रोग)
1. ബ്ലിസ്റ്റർ 2. ബ്ലിസ്റ്റർ 3. എറപ്ഷൻ 4. ബ്ലിസ്റ്റർ,1. फोड 2. फोड 3. उद्रेक 4. फोड
നീല വിപ്ലവം,निळी क्रांती
പ്ലാനർ ഹീറ്റിംഗ് ചേമ്പർ,प्लॅनर हीटिंग चेंबर
പ്ലാനർ തപീകരണ സാങ്കേതികവിദ്യ,प्लॅनर हीटिंग तंत्रज्ञान
തവിട്,कोंडा
ശാഖകൾ,शाखा
1. തടി 2. ഉപശാഖ,1. डहाळी 2. उपशाखा
ഇനം,जाती
പുനരുൽപാദനം,पुनरुत्पादन
ആദ്യകാല മുളയ്ക്കൽ ചികിത്സ,लवकर उगवण उपचार
1. കുട്ടി 2. മുട്ട 3. ഭ്രൂണം,1. शावक 2. अंडी 3. गर्भ
വളർന്നുവരുന്ന,होतकरू
ബജറ്റ്,बजेट
1.ആംഫോട്ടറിക് 2. ബഫർ,1.अॅम्फोटेरिक 2. बफर
മധുരക്കിഴങ്ങ്,रताळे
ബണ്ട് (രോഗം),बंट (रोग)
1. ഉപോൽപ്പന്നം 2. ഉപോൽപ്പന്നം,1. उप-उत्पादन 2. उप-उत्पादन
c ഈർപ്പം സ്പെസിഫിക്കേഷൻ കർവ്,c ओलावा तपशील वक्र
എണ്ണ പിണ്ണാക്ക്,तेल केक
1. നാരങ്ങ 2. കാൽസ്യം,1. चुना 2. कॅल्शियम
calcion,कॅल्शिअन
ഫോസ്ഫേറ്റ് നീക്കം,फॉस्फेट काढणे
1. കിനാറ്റ 2. കാലാറ്റ,1. किनटा 2. कॅलाटा
1.കല്ലസ് 2. കിരണം,1.कॉलस 2. किरण
1. വിദളങ്ങൾ 2. കാളിക്സ്,1. सेपल्स 2. कॅलिक्स
പുറത്തെ അവസാനം,बाह्य टोक
എധ,इधा
കാൻസർ (ബാക്ടീരിയ രോഗം),कॅन्कर (जीवाणूजन्य रोग)
കാനിംഗ്,कॅनिंग
ആകാശം,आकाश
ധനകാര്യം,वित्त
പരാഗണം (അത്തിപ്പഴം),परागकण (अंजीराचे)
1. കാപ്സ്യൂൾ 2. ക്യാപ്സ്യൂൾ 3. ക്യാപ്സ്യൂൾ,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
കാർബണൈസ്ഡ്,कार्बनयुक्त
കാർബണൻ,कार्बनन
കാർപേസ്,कॅरॅपेस
വള,ब्रेसलेट
1. കാസ്റ്റിംഗ് (ഇരുമ്പ്) 2. ക്ഷിപ്തി (പ്രാണി),1. कास्टिंग (लोह) 2. क्षिती (कीटक)
കാറ്റബോളിസം,अपचय
പ്രേരണ,प्रलोभन
1. കാറ്റർപില്ലർ 2. കാറ്റർപില്ലർ,1. सुरवंट 2. सुरवंट
സി ഡി. എൻ. എ. സമാഹാരം,c d. एन. a संकलन
പരിധി,श्रेणी
1. സെൽ 2. സെൽ,1. सेल 2. सेल
സെൻട്രൽ ഫ്രണ്ട് സിസ്റ്റം,मध्यवर्ती फ्रंट सिस्टम
1. പോയിന്റ് 2. ഫോക്കസ്,1. पॉइंट 2. फोकस
അപകേന്ദ്രീകരണം,केंद्रापसारक
സെൻട്രിഫ്യൂജ്,अपकेंद्रित्र
നക്ഷത്ര കേന്ദ്രം,तारा केंद्र
എപ്പിജെനെറ്റിക്,epigenetic
കേന്ദ്രരാജ,केंद्रजा
തറി,यंत्रमाग
1. ധാന്യം 2. സീരിയൽ,1. तृणधान्ये 2. मालिका
1. സർട്ടിഫിക്കേഷൻ 2. സർട്ടിഫിക്കേഷൻ,1. प्रमाणन 2. प्रमाणन
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,प्रमाणित बियाणे
1. വൈക്കോൽ 2. കുട്ടി 3. ശലക് സഹപത്ര,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
1. നിഭാഗ് 2. കൈലജ,1. निभाग 2. कैलाजा
കൈമോഗ്രഫി,किमोग्राफी
1. കിയാസ്മ 2. തിരക്കിലാണ്,1. कियाज्मा 2. व्यस्त
supercooling മണിക്കൂർ,सुपर कूलिंग तास
മഞ്ഞ് കേടുപാടുകൾ,दंव नुकसान
1. വിചിരോതകി 2. ചിമേര,1. विचिरोटकी 2. चिमेरा
പച്ച കഞ്ഞി,हिरवी लापशी
1. ഇലകൾ 2. പച്ച,1. पर्णसंभार 2. हिरवा
സയനോസിസ്,सायनोसिस
ജൈവ വിതരണ ശാസ്ത്രം,जैविक वितरण विज्ञान
1. ക്രോമാറ്റിഡുകൾ 2. പകുതി ക്രോമസോമുകൾ,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
ക്രോമാറ്റിൻ,क्रोमॅटिन
ക്രോമാറ്റോഗ്രാഫി,क्रोमॅटोग्राफी
ക്രോമാറ്റിലേഷൻ,क्रोमॅटिनलेशन
ഏട്രിയൽ പോയിന്റ്,अलिंद बिंदू
ക്രോമാറ്റോജെനിസിസ്,क्रोमेटोजेनेसिस
1. ക്രോമോപ്രോട്ടീൻ 2. പിഗ്മെന്റ് പ്രോട്ടീൻ,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
1. ക്രോമസോമുകൾ 2. ക്രോമസോമുകൾ,1. गुणसूत्र 2. गुणसूत्र
1. വിട്ടുമാറാത്ത 2. വിട്ടുമാറാത്ത 3. വിട്ടുമാറാത്ത 4. കാലഹരണപ്പെട്ട,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
സിട്രേഞ്ച്,सायरेंज
ശരത്കാല ഉത്സവം,गडी बाद होण्याचा क्रम
വർഗ്ഗീകരണം,वर्गीकरण
1. കളിമണ്ണ് 2. കളിമണ്ണ്,1. चिकणमाती 2. चिकणमाती
1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
സ്ഥിരമായ പരാഗണം,सतत परागण
ക്രൂസിഫറസ് ഫലം,क्रूसिफेरस फळ
കാലാവസ്ഥ,हवामान
കാലാവസ്ഥാ ശാസ്ത്രം,हवामानशास्त्र
കത്രിക,कातरणे
പിണ്ഡം (കളിമണ്ണ്),ढेकूळ (चिकणमाती)
ക്ലോൺ,क्लोन
1.മേഘങ്ങൾ 2.മേഘങ്ങൾ,1.ढग 2.ढग
കൂട്ടം,गठ्ठा
കുല,घड
1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
1. കവർ 2. ലെതറെറ്റ്,1. कव्हर 2. लेदररेट
കോയ,कोया
1. കോഎൻസൈം 2. കോ-എൻസൈം,1. कोएन्झाइम 2. को-एंझाइम
കെട്ടുറപ്പ്,एकसंधता
1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
മുളങ്കൂർ ചോല,मुलंकुर चोळ
,
കൊളോയിഡ് (മണ്ണ്),कोलोइड (माती)
1.നിര 2.കൊലുമെല്ല,1.स्तंभ 2.columella
1. പെനാൽറ്റി 2. കോളം 3. കോളം,1. दंड 2. स्तंभ 3. स्तंभ
കൂട്ടായ്മ,सहभागिता
കൊമേഴ്സ്യൽ ബാങ്ക്,व्यावसायिक बँक
1. ചരക്ക് 2. ചരക്ക്,1. वस्तू 2. व्यापारी माल
സമൂഹം,समुदाय
സങ്കോചം (മണ്ണിന്റെ),कॉम्पॅक्शन (मातीचे)
1. അനുയോജ്യത 2. അനുയോജ്യത,1. सुसंगतता 2. सुसंगतता
അനുയോജ്യത,सुसंगतता
1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം,1. भरपाई 2. भरपाई
മത്സരപരമായ ഇടപെടൽ,स्पर्धात्मक संवाद
സപ്ലിമെന്റ് വിള,पूरक पीक
1. സംയുക്തം 2. സങ്കീർണ്ണമായ,1.संमिश्र 2.जटिल
ഘടകഭാഗം,घटक
രചന,रचना
കമ്പോസ്റ്റ്,कंपोस्ट
കൂട്ടുപലിശ,चक्रवाढ व्याज
കണക്കുകൂട്ടൽ,गणना
1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ,1. संगणक 2. संगणक
1. ഏകാഗ്രത 2. ഏകാഗ്രത,1. एकाग्रता 2. एकाग्रता
1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ,1. अनुकूलक 2. पुनरुज्जीवन करणारा
ചാലകത,वाहकता
1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ,1. एकत्रीकरण 2. संकरीकरण
സംയോജനം,संयुग्मन
1. അഡിറ്റീവ് 2. കണക്റ്റീവ്,1. जोडणारा 2. संयोजी
സംരക്ഷണം,संरक्षण
ഏകീകരണം,एकत्रीकरण
1. ചേരുവ 2. ചേരുവകൾ,1.घटक 2. घटक
ഉപഭോക്താവ്,ग्राहक
ഉപഭോഗം,वापर
മലിനീകരണം,दूषित होणे
കോണ്ടൂർ നടീൽ,समोच्च लागवड
കോണ്ടൂർ ലൈൻ,समोच्च रेखा
1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം,नियंत्रित वातावरणीय संचयन
സഹകരണ ബാങ്ക്,सहकारी बँक
സഹകരണ സംഘം അംഗം,सहकारी संस्था सदस्य
ഗുൽമാവാൻ,गुलमावन
സമചതുര,चौकोनी तुकडे
1. ദൽപുഞ്ച് 2. കൊറോള,1. दालपुंज 2. कोरोला
1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്,1. कॉर्टेक्स 2. कॉर्टेक्स
ചെലവ്,खर्च
കോട്ടിലിഡൺ,cotyledon
ക്രെഡിറ്റ് കമ്മിറ്റി,क्रेडिट समिती
1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്,1. कर्ज देणे 2. क्रेडिट
1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ,1. सावकार 2. कर्जदार
1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
പിൻവലിക്കൽ,मागे घेणे
പ്രശ്നം,समस्या
പരീക്ഷ,चाचणी
വിമർശനാത്മകം,गंभीर
വിള ഇൻഷുറൻസ്,पीक विमा
വിള വായ്പ,पीक कर्ज
1. വിള 2. വിള,1. पीक 2. पीक
കൃഷി പ്രദേശം,लागवड क्षेत्र
ക്രോസ് പൊരുത്തമില്ലാത്ത,क्रॉस विसंगत
1. കിരീടം 2. പിനാക്കിൾ (സസ്യം),1. मुकुट 2. शिखर (वनस्पती)
മൃദുവായ കണങ്ങൾ,मऊ कण
പുറംതോട്,कवच
1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
അരിവാൾ (പഴം),छाटणी (फळ)
പേന,पेन
കൃഷി ഇനം,वाणाची विविधता
1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി,1. कर्षण 2. शेती 3. शेती
1. കർഷകൻ 2. കൃഷിക്കാരൻ,1. शेतकरी 2. शेती करणारा
1. കൃഷി 2. കൃഷി 3. വളർത്തൽ,1. मशागत 2. मशागत 3. संगोपन
1.വിഭവം 2.തയ്യാറെടുപ്പ്,1. संसाधन 2. तयारी
1.കുന്തളൻ 2.കുഞ്ചോൻ,1.कुंतलन 2.कुंचोन
ഭാവം,पवित्रा
1. പുറംതൊലി 2. പുറംതൊലി,1. एपिडर्मिस 2. क्यूटिकल
1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
സൈറ്റോക്രോം,सायटोक्रोम
സെൽ കപ്ലിംഗ്,सेल जोडणी
കോശ പുനരുൽപാദനം,सेल पुनरुत्पादन
സെൽ ജനിതകശാസ്ത്രം,सेल आनुवंशिकी
സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ,सायटोप्लाज्मिक विभागणी
സെൽ ബയോളജി,सेल जीवशास्त्र
സെൽ ലിസിസ്,सेल lysis
1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ,1. सायटोमेर 2. सेल सेगमेंटेशन
സൈറ്റോപ്ലാസം,सायटोप्लाझम
1. ഡയറി 2. ഡയറി,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
ക്ഷീര വ്യവസായം,डेअरी उद्योग
1. ഡാം 2. ബ്രീഡർ,1. धरण 2. ब्रीडर
ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്,दिवस निरपेक्ष वनस्पती
പൂവിടുമ്പോൾ ദിവസം,फुलांच्या नंतर दिवस
മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം,पूर्ण फुलांच्या नंतरचा दिवस
കാര്യക്ഷമതയില്ലായ്മ,अकार्यक्षमता
ഡീകാൽസിഫിക്കേഷൻ,decalcification
1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്,1. डिस्लॉज 2. डिस्लॉज
ക്ഷയം,क्षय
ഇലപൊഴിയും,पर्णपाती
