Kannada,Telugu
ಪಶುಸಂಗೋಪನೆ,పశుసంరక్షణ
ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ,జంతు తిరస్కరణ
ಅನಿಮೇಟ್ ಎನರ್ಜಿ,శక్తిని యానిమేట్ చేయండి
ಹದಮೆರಗಿ,అనిసోప్లాయిడ్
ವಾರ್ಷಿಕ ಸಸ್ಯ,వార్షిక ప్లాంట్
ವಾರ್ಷಿಕ,వార్షిక
ಸ ೦ ಗೀತ,సంశ్లేషణ
ಆಂಥ್ರಾಕ್ಸ್,ఆంత్రాక్స్
ಮಾನವಜನ್ಯದ ಅಂಶ,మానవ కారకం
ಪ್ರತಿಜೀವಕ,యాంటీబయోసిస్
ಪ್ರತಿಜೀವಕ,యాంటీబయాటిక్
ಪ್ರತಿವಿಷ,విరుగుడు
ಆವರಣಕಾರಕ,యాంటీఆక్సిడెంట్లు
ಪ್ರತಿಚರಣ,యాంటిటాక్సిన్
ಉಚ್ಚಾರಣಾ,యాన్యులస్
ಮುನಸು,అఫిడ్
ಸುಲಿಯ ಮೊಗ್ಗು,ఎపికల్ బడ్
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,ఎపికల్ ఆధిపత్యం
ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್),పుష్పగుచ్ఛము
ತಿಕ್ಕಲು,అపోమిక్సిస్
ಅಪಶೂನ್ಯತೆ,అపోప్టోసిస్
ಅನುಬಂಧ,అనుబంధం
ಜೀರ್ಣಕಾರಕವಾಗಿ,ఆకలి
ಅನ್ವಯಿಕ,అనువర్తిత
ಜಲಚರಗಳು,జల కలుపు
ಆಕ್ಷರ,అర్బోరియల్
ಗುಂಡಿನ ಕವಚ,అర్బరైజేషన్
ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,ఆర్కియో-బొటానికల్ రికార్డులు
ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು,ప్రాంత గణాంకాలు
ಪ್ರದೇಶ,ప్రాంతం
ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,శుష్క పర్యావరణ వ్యవస్థ
ಹದಮೆರಗಿ,అరిల్
ಸುವಾಸನೆ,వాసన
ಆರ್ಯ ಸಸ್ಯ,సుగంధ మొక్క
ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ,సుగంధ బియ్యం
ಬಾಣ,బాంజింగ్
ಕಸ ರೋಗಿಗಳು,అసేప్సిస్
ಅಸೆಪ್ಟ್,అసెప్టిక్
ಅಲೈಂಗಿಕ ಪ್ರಸಾರ,అలైంగిక ప్రచారం
ಪರಾಕ್ರಮ,పరీక్ష
ಸ್ವಸಮಾನಗಳು,ఆస్తులు
ಏಕೀಕರಣ,సమీకరణ
ಸಂಘ,అసోసియేషన్
ತಗ್ಗು,రక్తస్రావం
ಕಸ ರೋಗ,అసినప్సిస్
ಅಟಾವ್ ವಾದ,అటావిజం
ವ್ಯಭಿಚಾರಿ,అటామైజర్
ಕ್ಷೀಣತೆ,క్షీణత
ಸ್ವಯಂಚಾಲಿತ,ఆటోగామి
ಆಟೊಲಿಸಿಸ್,ఆటోలిసిస్
ದಾಟುವಿಕೆ,ఆటోక్సీడేషన్
ಸ್ವಯಂಚಾಲನ ಫಲಕ,ఆటోపోలిప్లోయిడ్
ಸಮಶೀತ,ఆక్సిన్లు
AWN (ಬಿರುಗೂದಲುಗಳು),దంపతులు
ಬಾದು,బాదం
ಅಡೆ,కలబంద
ಹುಳಿ,అమరాంథస్
ಅಮ್ಮ,Ammi
ಅಂಜಾನ್ ಹುಲ್ಲು,అంజన్ గడ్డి
ಆಧಿವಾತ,ఆంథూరియం
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ","అయోన్లా, ఇండియన్ గూస్బెర్రీ"
ಸೇಬು,ఆపిల్
ಏಪ್ರಲಿ,నేరేడు పండు
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,అర్బియన్ జాస్మిన్
ಅರೆನಗವ,అరేకా గింజ
ಹಳ್ಳ,అర్జున్
ಅಸ್ಫೊಟಿಡಾ,అస్ఫోటిడా
ಬೂದಿ ಸೋರೆಕಾಯಿ,యాష్ పొట్లకాయ
ಅಶೋಕ ಮರ,అశోక చెట్టు
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),కవచము కలుపు
ಶತಾವರಿ,ఆస్పరాగస్
ಆವಕಾಡು,అవోకాడో
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),అంతా అల్నాఫ్న్నే
ಇರುವೆಗಳು,చీమలు
ಗಿಡಹೇನುಗಳು,అఫిడ్స్
ಸೈನ್ಯದ ಹುಳು,ఆర్మీ పురుగు
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,వ్యవసాయ ఆర్థికవేత్త
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,వ్యవసాయ పొడిగింపు
ಕೃಷಿ ವಿಜ್ಞಾನಿ,వ్యవసాయ శాస్త్రవేత్త
ಕೃಷಿ ಎಂಜಿನಿಯರ್,వ్యవసాయ ఇంజనీర్
ಕೃಷಿ ವಿಜ್ಞಾನಿ,అగ్రోబయాలజిస్ట్
ಕೃಷಿವಾದಿ,వ్యవసాయ శాస్త్రవేత్త
ಕೃಷಿ ಭೌತ,అగ్రోఫిసిక్
ಪ್ರಾಣಿ ತಳಿಗಾರ,జంతువుల పెంపకందారుడు
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,బాసిల్లస్ వైరస్
ಗಾಡಿ,బాసిల్లస్
ಬ್ಯಾಕ್ಟೀರಿಯಾ,బాక్టీరియా
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,బాక్టీరియోటాక్సిన్
ಬಜಾಸ್ಸೆ,బాగస్సే
ಸಮತೋಲನ,బ్యాలెన్స్ షీట్
ಸಮತೋಲನೀಕರಣ,సమతుల్య ఫలదీకరణం
ಗಿರಣಿ ರೇಖೆ,బార్ రేఖాచిత్రం
ತೊಗಟೆ,బెరడు
ಮಾಪಕ,బేరోమీటర్
ಬಂಜೆ,బంజరు
ಬೇನೆ,బేస్
ಜಲಾನಯನ ಪ್ರದೇಶ,బేసిన్
ಸ್ವಲ್ಪ,బాసిపెటల్
ಬಾಸದ,బేసిథెర్నమ్
ಕೊಂಬೆ ಮಾನ್ಸುನ್,బే రుతుపవనాలు
ಹೊಳಪಿನ,బేరింగ్ ప్లాంట్
ಹಾಸಿಗೆ,మం చం
ದಟ್ಟಕಾರ,బెడర్
ಹಾಸಿಗೆ,పరుపు
ಬೀಟ್ ಮೊಲಾಸಸ್,దుంప మొలాసిస్
ಬೆನ್ನೆಲುಬು,బెలోస్
ಪಟ್ಟಿಗೆ,బెల్ట్
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,బెనిఫిట్-కాస్ట్ అనాలిసిస్
ಪಕ್ಷಪಾತ (ಮಾದರಿ),పక్షపాతం
ದ್ವೈವಾರ್ಷಿಕ,ద్వైవార్షిక
ದ್ವಿಪದೀಯ,ద్విపద
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,బయోజెంట్
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,బయోక్లైమేట్
ಜೈವಿಕ ಕರ್ತವ್ಯ,బయోఎనర్జీ
ಜೈವಿಕಶಾಸ್ತ್ರ,బయోనోమిక్స్
ಜೈವಿಕ ರಿಯಾಯಿತಿ,బయోఇయాక్టర్
ಜೀವಗೋಳ,బయోస్పియర్
ಜೈವಿಕ,బయోటిక్
ಬಯೋಟೈತನ,బయోటైప్
ದ್ವಿಲಿಂಗಿ,ద్విలింగ
ಚಿರತೆ,బ్లాంచింగ్
ಹರಡು,పేలుడు
ಮಿಶ್ರಣ,కలపండి
ಗದ್ದಲ,ముడత
ಗುಳ್ಳೆ,పొక్కు
ನೀಲಿ ಕ್ರಾಂತಿ,నీలం విప్లవం
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,దిగువ వేడి గది
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,దిగువ ఉష్ణ సాంకేతికత
ಹೊಟ್ಟು,బ్రాన్
ಕವಲೊಡೆ,శాఖ
ಸಣ್ಣ ಕೊಂಬೆ,బ్రాంచ్లెట్
ತಳಿ,జాతి
ತಳಿ,పెంపకం
ಕಂಗುರು,బ్రిమ్మింగ్
ಸಂಸಾರ,సంతానం
ಮೊಳಕೆಯ,బడ్డింగ్
ಬಜೆ,బడ్జెట్
ಬಫಲು,బఫర్
ಬಟಗು,బల్బ్
ಚೂರುಚೂರಾಗಿ,బంట్
ಉಪ-ಉತ್ಪನ್ನ,ఉప-ఉత్పత్తి
ಬಾಬುಲ್ ಅಕೇಶಿಯ,బాబుల్ అకాసియా
ಬೇಬಿ ಕಾರ್ನ್,బేబీ మొక్కజొన్న
ಬುದ್ದಿ,బేల్
ಬಾಯಿ,బైల్
ಕಸಕ,బాల్సం
ಬಿದಿರು,వెదురు
ಬಾಳೆಹಣ್ಣು,అరటి
ಆಲದ ಮರ,మర్రి చెట్టు
ಬಾರ್ಲಿ,బార్లీ
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,బార్నియార్డ్ మిల్లెట్
ತುಳಸಿ,తులసి
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,బాస్టర్డ్ సెడార్
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,బాస్టర్డ్ మైరోబాలన్
ಮಾಟ,బౌహినియా
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,బే బెర్రీ
ಹುರುಳಿ,బీన్
ಬೀಟ್,దుంప
ಬೆಲ್ಲ,బెల్లడోన్నా
ಗಡಿ,బెర్
ಗಡಿ,బెర్సీమ్
ಬಿಲ್ಲೆ,బెటెల్
ಬಿಲಿಂಬಿ,బిలింబి
ಹಾಗಲಕಾಯಿ,కాకరకాయ
ಕಪ್ಪು ಗ್ರಾಂ,బ్లాక్ గ్రామ్
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,బ్లాక్ నైట్ షేడ్
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,బౌగెన్విలియా
ಬಾಟಲಿ ಕುಂಚ,బాటిల్ బ్రష్
ಬಾಟಲಿ ಸೋರೆ,బాటిల్ పొట్లకాయ
ಬಾಕ್ಸ್ ಮರ,బాక్స్ ట్రీ
ಬ್ರೆಡ್ ಹಣ್ಣು,బ్రెడ్ ఫ్రూట్
ವಧುವಿನ,పెళ్లి లత
ಬಿಲ್ಲಾ,బ్రింజల్
ವಿಶಾಲ ಹುರುಳಿ,బ్రాడ్ బీన్
ಕೋಸುಗಡ್ಡೆ,బ్రోకలీ
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,బ్రస్సెల్ మొలక
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,బుక్వీట్
ದೆವ್ವ,బ్యూటియా
ದಳ,బాండికూట్
ಕರಾರು,ఎలుగుబంటి
ಜೀರುಂಡೆ,బీటిల్
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,బొబ్బ బీటిల్
ನೀಲಿ ಬುಲ್,బ్లూ బుల్
ಬಾಲ್ ಹುಳು,బోల్ పురుగు
ಚಿಟ್ಟೆ,సీతాకోకచిలుక
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,బాక్టీరియాలజిస్ట్
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,బయోకెమిస్ట్
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,జీవశాస్త్రవేత్త
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,బయోటెక్నాలజిస్ట్
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,వృక్షశాస్త్రజ్ఞుడు
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,సి తేమ లక్షణ వక్రత
ಕೇಕು,కేక్
ಕ್ಯಾಲ್ಕೇರಿಯ,కాల్కారియస్
ಲೆಕ್ಕಪರಿಶೋಧನೆ,కాల్సిఫికేషన్
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,ఫాస్ఫేట్ యొక్క లెక్కింపు
ಗಲಾಟೆ,కాలోసిటీ
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,కాలిస్
ಕಣಿವೆ,కాలిక్స్
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,కాలిక్స్-ఎండ్
ಕ್ಯಾಂಬಿಯಂ,కాంబియం
ಗೋಪುರ,క్యాంకర్
ಡಬ್ಬಿ,క్యానింగ్
ಮೇಲಾವರಣ,పందిరి
ಬಂಡವಾಳ,రాజధాని
ರಭಸ,కాప్రిఫికేషన్
ಬಿರಡೆ,క్యాప్సూల్
ಇಂಗಾಲದ,కార్బోనేటేడ్
ಇಂಗಾಲೀಕರಣ,కార్బోనైజేషన్
ಗಡಿ,కార్పెల్
ಗಾಡಿ,కార్పస్
ಬಿಂಚು,కాస్టింగ్
ಕಟಾಬೋಲಿಸಂ,క్యాటాబోలిజం
ವೇಗವರ್ಧನೆ,ఉత్ప్రేరక
ಮರಿಹುಳು,గొంగళి పురుగు
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,సి-డిఎన్ఎ లైబ్రరీ
ಚಾವಣಿಯ,పైకప్పు
ಕೋಶ,సెల్
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,కేంద్ర నాయకుడు వ్యవస్థ
ಕೇಂದ್ರೀಯ,సెంట్రిక్
ಕೇಂದ್ರೀಕರಣ,సెంట్రిఫ్యూగేషన్
ಕೇಂದ್ರಾಪಗಾಮಿ,సెంట్రిఫ్యూజ్
ಕೇಂದ್ರ,సెంట్రియోల్
ಮಧ್ಯಭಾಗದ,సెంట్రోజెనిక్
ಮಧ್ಯಮ ಜನಕ,సెంట్రోజెనస్
ಸರ್ಕಸ್,సెర్కస్
ಏಕದಳ,ధాన్యం
ಪ್ರಮಾಣೀಕರಣ,ధృవీకరణ
ಬೀಜ,ధృవీకరించబడిన విత్తనం
ಚಾವಟಿ,చాఫ్
ದನಗಳು,చలాజా
ರಾಸಾಯನಿಕತೆ,కెమోట్రోపిజం
ಚಿರತೆ,చియాస్మా
ತಣ್ಣಗಾಗುವ ಸಮಯ,చిల్లింగ్ గంటలు
ತಣ್ಣಗಾಗುವುದು,చిల్లింగ్ గాయం
ಚಿಮಿಯ,చిమెరా
ಕ್ಲೋರಾಂಥಿ,క్లోరాంథీ
ಚೂರು,క్లోరోఫిల్
ಕ್ಲೋರೋಸಿಸ್,క్లోరోసిస్
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,క్లోరాలజీ
ವರ್ಣರಂಜಿತ,క్రోమాటిడ్
ಕ್ರೊಮ್ಯಾಟಿನ್,క్రోమాటిన్
ವರ್ಣರೇಖನ,క్రోమాటోగ్రఫీ
ವರ್ಣರಂಗೀಕರಣ,క్రోమాటోలిసిస్
ವರ್ಣಚಿತ್ರ,క్రోమోసెంట్రే
ವರ್ಣಗುವನ,క్రోమోజెనిసిస్
ವರ್ಣರಂಜಿತ,క్రోమోప్రొటీన్
ವರ್ಣತಂತು,క్రోమోజోమ్
ದೀರ್ಘಕಾಲದ,దీర్ఘకాలిక
ನಲಿದ,సిట్రేంజ్
ಕ್ಲಾಡೋಡ್,క్లాడోడ్
ವರ್ಗೀಕರಣ,వర్గీకరణ
ಮಣ್ಣಿನ,మట్టి
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,శుభ్రపరచడం
ಕ್ಲಿಸ್ಟೊಗಮಿ,క్లిస్టోగామి
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,క్లైమాక్టెరిక్ పండు
ವಶ,వాతావరణం
ಹವಾಮಾನಶಾಸ್ತ್ರ,క్లైమాటాలజీ
ಹಸುರು,క్లిప్పర్
ಹೆಪ್ಪುಗಟ್ಟಿಸು,క్లాడ్
ತದ್ರೂಪಿ,క్లోన్
ಮೋಡ,మేఘం
ಕಡು,క్లాంప్
ಚೂರು,క్లస్టర్
ಒರಟಾದ,ముతక
ಕೋಟ್ (ಬೀಜ),విత్తనం
ಕೋಕೂನ್,కోకన్
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,కోఎంజైమ్
ಒಗ್ಗಟ್ಟು,సమన్వయం
ಗುಣ,కోయిర్
ಕೋಲೀರರಿ iz ಾ,కోలియోరిజా
ಕತ್ತುಪಟ್ಟಿ,కాలర్
ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು),ఘోథ
ಕೊಲ್ಯುಮೆಲ್ಲಾ,కొలుమెల్లా
ಕಾಲಮ್,కాలమ్
ಆರಂಭದ ಆರಂಭ,ప్రారంభం
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,వాణిజ్య బ్యాంకు
ಸರಕು,వస్తువు
ಸಮುದಾಯ,సంఘం
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),సంపీడన (మట్టి)
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,అనుకూలత
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,అనుకూలత
ಪರಿಹಾರ,పరిహారం
ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ,పోటీ పరస్పర చర్య
ಪೂರಕ ಬೆಳೆ,పరిపూరకరమైన పంట
ಸಂಕೀರ್ಣ,క్లిష్టమైన
ಅಂಶ,భాగం
ಸಂಯೋಜನೆ,కూర్పు
ಕಾಂಪೋಸ್ಟ್,కంపోస్ట్
ಚಕ್ರಬಡ್ಡಿ,చక్రవడ్డీ
ಗಣನೆ,గణన
ಕಂಪ್ಯೂಟರ್,కంప్యూటర్
ಏಕಾಗ್ರತೆ,ఏకాగ్రత
ಷರತ್ತು,కండీషనర్
ಹೋರಾಡುವಿಕೆ,ప్రవర్తన
ಸಂರಚನೆ,ఆకృతీకరణ
ಅನುರೂಪತೆ,అనుగుణ్యత
ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ,గందరగోళం
ಸಂಯೋಗ,సంయోగం
ಸಂಯೋಜಕ,కనెక్టివ్
ಸಂರಕ್ಷಣಾ,పరిరక్షణ
ಬಲವರ್ಧನೆ,ఏకీకరణ
ಸಂಕುಚಿತತೆಗಳು,భాగాలు
ಗ್ರಾಹಕ,వినియోగదారు
ಸೇವನೆ,వినియోగం
ಮಾಲಿನ್ಯ,కాలుష్యం
ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ,ఆకృతి నాటడం
ಬಾಹ್ಯರೇಖೆ,ఆకృతి
ಒಪ್ಪಂದದ ಕೃಷಿ,కాంట్రాక్ట్ వ్యవసాయం
ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ,నియంత్రిత నిల్వ
ಸಹಕಾರ ಬ್ಯಾಂಕ್,సహకార బ్యాంక్
ಸಹಕಾರ,సహకారం
ತಗ್ಗಿಸು,కాపిస్
ಗಂಡಿ,కార్మ్
ಹುಲ್ಲುಗಾವಲು,కొరోల్లా
ಕಂದುಬಣ್ಣ,కార్టెక్స్
ಬೆಲೆ,ధర
ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ),కోడిలిడాన్
ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ,క్రెడిట్ సొసైటీ
ಮನ್ನಣೆ,క్రెడిట్
ಸಾಲದಾತ,రుణదాత
ಕ್ರೆಸ್ಟ್,క్రెస్ట్
ಸುಕ್ಕುಗಟ್ಟುವುದು,ముడతలు
ಬಿಕ್ಕಟ್ಟು,సంక్షోభం
ಮಾನದಂಡ,ప్రమాణం
ನಿರ್ಣಾಯಕ,క్లిష్టమైన
ಬೆಳೆ ವಿಮೆ,పంట భీమా
ಬೆಳೆ ಸಾಲ,పంట రుణం
ಬೆಳೆ,పంట
ಬೆಳೆ ಪ್ರದೇಶ,పంట ప్రాంతం
ಶಿಲುಬೆಯಿಲ್ಲದ,క్రాస్ ఇన్ఫాంపిబుల్
