English,Kannada
Agricultural labour,ಕೃಷಿ ದುಡಿಮೆ
Agricultural marketing,ಕೃಷಿ ಮಾರಾಟ
Agricultural technology,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
Agriculture,ಕೃಷಿ
Agrisilviculture,ಕೃಪಣಸಾಮರಿ
Agrobiodiversity,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
Agrobiological defects,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು
Agrobiology,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ
Agroclimatic diversity,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
Agroclimatic zoning,ಕೃಷಿ ವಲಯ
Agroforestry,ಕೃಚಾರಕ
Agrology,ಕೃಷಿ ಶಾಸ್ತ್ರ
Agronomy,ಕೃಷಿ ವಿಜ್ಞಾನ
Agropastoral,ಅಬ್ವಿಶರ
Agroprocessing,ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್
Agrostology,Agrostology
Agrotype,ಕೃಪೆ
Air plant,ಗಾಳಿ ಸಸ್ಯ
Akiochi soil,ಅಕೋಚಿ ಮಣ್ಣು
Albinism,ಆಲ್ಬೋ
Alfisols,ಆಲ್ಫಿಸೋಲ್ಸ್
Algae,ಪಾಚಿ
Algal disease,ಪಾಚಿಯ ಕಾಯಿಲೆ
Alkali water,ಕ್ಷಾರ ನೀರು
Alkaline,ಕ್ಷಾರೀಯ
Allele,ಇಳಿಜಾರು
Allelochemicals,ಆಲಿನೋಕೆಮಿಕಲ್ಸ್
Allelomorph,ಅನನುಕಣ
Allelopathy,ಅಲಲೋಪತಿ
Alley cropping,ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್
Allocarpy,ನಿಯೋಜಕ
Allogamy,ಅಲೋಗಮಿ
Allometry,ಮಾಪಕ
Allopolyploid,ಸೂತ್ರ
Allosynapsis (allosyndesis),ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್)
Alternate bearing,ಪರ್ಯಾಯ ಬೇರಿಂಗ್
Alternate land use,ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ
Ambient,ಸುತ್ತುವರಿಯುವ
Ameliorant,ಅಚಲ
Amitosis,ಅಮೀಟಾಸಿ
Amminization,ಕಸಚುಗಾರ
Ammonification,ಅಮೋನೀಕರಣ
Ammonifier,ಅಮೋನಿಗೆ ಮಾಡುವವ
Amorph,ಅಬ್ಬರಿಸು
Amphimixis,ಉಭಯಮತ್ರ
Amphoteric,ಉದ್ದವಾದ
Anabolism,ಅನಾಬಾಲಿಸಂ
Anaerobe,ಬಯೆರೋಲೆ
Aneuploid,ಅನೆಲಾಯ್ಡ್
Angle planting,ಕೋನ ನೆಡುವುದು
Animal husbandry,ಪಶುಸಂಗೋಪನೆ
Animal refuse,ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ
Animate energy,ಅನಿಮೇಟ್ ಎನರ್ಜಿ
Anisoploid,ಹದಮೆರಗಿ
Annual plant,ವಾರ್ಷಿಕ ಸಸ್ಯ
Annual,ವಾರ್ಷಿಕ
Anthesis,ಸ ೦ ಗೀತ
Anthrax,ಆಂಥ್ರಾಕ್ಸ್
Anthropogenic factor,ಮಾನವಜನ್ಯದ ಅಂಶ
Antibiosis,ಪ್ರತಿಜೀವಕ
Antibiotic,ಪ್ರತಿಜೀವಕ
Antidote,ಪ್ರತಿವಿಷ
Antioxidants,ಆವರಣಕಾರಕ
Antitoxin,ಪ್ರತಿಚರಣ
Annulus,ಉಚ್ಚಾರಣಾ
Aphid,ಮುನಸು
Apical bud,ಸುಲಿಯ ಮೊಗ್ಗು
Apical dominance,ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ
Apiculture (bee keeping),ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್)
Apomixis,ತಿಕ್ಕಲು
Apoptosis,ಅಪಶೂನ್ಯತೆ
Appendage,ಅನುಬಂಧ
Appetizer,ಜೀರ್ಣಕಾರಕವಾಗಿ
Applied,ಅನ್ವಯಿಕ
Aquatic weed,ಜಲಚರಗಳು
Arboreal,ಆಕ್ಷರ
Arborization,ಗುಂಡಿನ ಕವಚ
Archaeo-botanical records,ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
Area statistics,ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು
Area,ಪ್ರದೇಶ
Arid ecosystem,ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
Aril,ಹದಮೆರಗಿ
Aroma,ಸುವಾಸನೆ
Aromatic plant,ಆರ್ಯ ಸಸ್ಯ
Aromatic rice,ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ
Arrowing,ಬಾಣ
Asepsis,ಕಸ ರೋಗಿಗಳು
Aseptic,ಅಸೆಪ್ಟ್
Asexual propagation,ಅಲೈಂಗಿಕ ಪ್ರಸಾರ
Assay,ಪರಾಕ್ರಮ
Assets,ಸ್ವಸಮಾನಗಳು
Assimilation,ಏಕೀಕರಣ
Association,ಸಂಘ
Astringent,ತಗ್ಗು
Asynapsis,ಕಸ ರೋಗ
Atavism,ಅಟಾವ್ ವಾದ
Atomizer,ವ್ಯಭಿಚಾರಿ
Atrophy,ಕ್ಷೀಣತೆ
Autogamy,ಸ್ವಯಂಚಾಲಿತ
Autolysis,ಆಟೊಲಿಸಿಸ್
Autoxidation,ದಾಟುವಿಕೆ
Autopolyploid,ಸ್ವಯಂಚಾಲನ ಫಲಕ
Auxins,ಸಮಶೀತ
Awn (bristle),AWN (ಬಿರುಗೂದಲುಗಳು)
Almond,ಬಾದು
Aloe,ಅಡೆ
Amaranthus,ಹುಳಿ
Ammi,ಅಮ್ಮ
Anjan grass,ಅಂಜಾನ್ ಹುಲ್ಲು
Anthurium,ಆಧಿವಾತ
"Aonla, Indian gooseberry","ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ"
Apple,ಸೇಬು
Apricot,ಏಪ್ರಲಿ
Arbian jasmine,ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್
Areca nut,ಅರೆನಗವ
Arjun,ಹಳ್ಳ
Asfoetida,ಅಸ್ಫೊಟಿಡಾ
Ash gourd,ಬೂದಿ ಸೋರೆಕಾಯಿ
Ashoka tree,ಅಶೋಕ ಮರ
Ashthma weed (euphorbia),ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ)
Asparagus,ಶತಾವರಿ
Avocado,ಆವಕಾಡು
Alfalfa (lucerne),ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್)
Ants,ಇರುವೆಗಳು
Aphids,ಗಿಡಹೇನುಗಳು
Army worm,ಸೈನ್ಯದ ಹುಳು
Agricultural economist,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
Agricultural extensionist,ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ
Agricultural scientist,ಕೃಷಿ ವಿಜ್ಞಾನಿ
Agriculture engineer,ಕೃಷಿ ಎಂಜಿನಿಯರ್
Agrobiologist,ಕೃಷಿ ವಿಜ್ಞಾನಿ
Agronomist,ಕೃಷಿವಾದಿ
Agrophysicst,ಕೃಷಿ ಭೌತ
Animal breeder,ಪ್ರಾಣಿ ತಳಿಗಾರ
Bacillus virus,ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್
Bacillus,ಗಾಡಿ
Bacteria,ಬ್ಯಾಕ್ಟೀರಿಯಾ
Bacteriotoxin,ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್
Bagasse,ಬಜಾಸ್ಸೆ
Balance sheet,ಸಮತೋಲನ
Balanced fertilization,ಸಮತೋಲನೀಕರಣ
Bar diagram,ಗಿರಣಿ ರೇಖೆ
Bark,ತೊಗಟೆ
Barometer,ಮಾಪಕ
Barren,ಬಂಜೆ
Base,ಬೇನೆ
Basin,ಜಲಾನಯನ ಪ್ರದೇಶ
Basipetal,ಸ್ವಲ್ಪ
Basisternum,ಬಾಸದ
Bay monsoon,ಕೊಂಬೆ ಮಾನ್ಸುನ್
Bearing plant,ಹೊಳಪಿನ
Bed,ಹಾಸಿಗೆ
Bedder,ದಟ್ಟಕಾರ
Bedding,ಹಾಸಿಗೆ
Beet molasses,ಬೀಟ್ ಮೊಲಾಸಸ್
Bellows,ಬೆನ್ನೆಲುಬು
Belt,ಪಟ್ಟಿಗೆ
Benefit-cost analysis,ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
Biased (sampling),ಪಕ್ಷಪಾತ (ಮಾದರಿ)
Biennial,ದ್ವೈವಾರ್ಷಿಕ
Binomial,ದ್ವಿಪದೀಯ
Bioagent,ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ
Bioclimate,ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ
Bioenergy,ಜೈವಿಕ ಕರ್ತವ್ಯ
Bionomics,ಜೈವಿಕಶಾಸ್ತ್ರ
Bioreactor,ಜೈವಿಕ ರಿಯಾಯಿತಿ
Biosphere,ಜೀವಗೋಳ
Biotic,ಜೈವಿಕ
Biotype,ಬಯೋಟೈತನ
Bisexual,ದ್ವಿಲಿಂಗಿ
Blanching,ಚಿರತೆ
Blast,ಹರಡು
Blend,ಮಿಶ್ರಣ
Blight,ಗದ್ದಲ
Blister,ಗುಳ್ಳೆ
Blue revolution,ನೀಲಿ ಕ್ರಾಂತಿ
Bottom heat chamber,ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ
Bottom heat technique,ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ
Bran,ಹೊಟ್ಟು
Branching,ಕವಲೊಡೆ
Branchlet,ಸಣ್ಣ ಕೊಂಬೆ
Breed,ತಳಿ
Breeding,ತಳಿ
Brimming,ಕಂಗುರು
Brood,ಸಂಸಾರ
Budding,ಮೊಳಕೆಯ
Budget,ಬಜೆ
Buffer,ಬಫಲು
Bulb,ಬಟಗು
Bunt,ಚೂರುಚೂರಾಗಿ
By-product,ಉಪ-ಉತ್ಪನ್ನ
Babul acacia,ಬಾಬುಲ್ ಅಕೇಶಿಯ
Baby corn,ಬೇಬಿ ಕಾರ್ನ್
Bael,ಬುದ್ದಿ
Baill,ಬಾಯಿ
Balsam,ಕಸಕ
Bamboo,ಬಿದಿರು
Banana,ಬಾಳೆಹಣ್ಣು
Banyan tree,ಆಲದ ಮರ
Barley,ಬಾರ್ಲಿ
Barnyard millet,ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ
Basil,ತುಳಸಿ
Bastard cedar,ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್
Bastard myrobalan,ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್
Bauhinia,ಮಾಟ
Bay berry,ಕೊಲ್ಲಿ ಬೆರ್ರಿ
Bean,ಹುರುಳಿ
Beet,ಬೀಟ್
Belladonna,ಬೆಲ್ಲ
Ber,ಗಡಿ
Berseem,ಗಡಿ
Betel,ಬಿಲ್ಲೆ
Bilimbi,ಬಿಲಿಂಬಿ
Bitter gourd,ಹಾಗಲಕಾಯಿ
Black gram,ಕಪ್ಪು ಗ್ರಾಂ
Black nightshade,ಕಪ್ಪು ನೈಟ್ಶೇಡ್
Bougainvillea,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
Bottle brush,ಬಾಟಲಿ ಕುಂಚ
Bottle gourd,ಬಾಟಲಿ ಸೋರೆ
Box tree,ಬಾಕ್ಸ್ ಮರ
Bread fruit,ಬ್ರೆಡ್ ಹಣ್ಣು
Bridal creeper,ವಧುವಿನ
Brinjal,ಬಿಲ್ಲಾ
Broad bean,ವಿಶಾಲ ಹುರುಳಿ
Broccoli,ಕೋಸುಗಡ್ಡೆ
Brussel's sprout,ಬ್ರಸೆಲ್ ಮೊಳಕೆ
Buckwheat,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್
Butea,ದೆವ್ವ
Bandicoot,ದಳ
Bear,ಕರಾರು
Beetle,ಜೀರುಂಡೆ
Blister beetle,ಗುಳ್ಳೆ ಜೀರುಂಡೆ
Blue bull,ನೀಲಿ ಬುಲ್
Boll worm,ಬಾಲ್ ಹುಳು
Butterfly,ಚಿಟ್ಟೆ
Bacteriologist,ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ
Biochemist,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
Biologist,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
Biotechnologist,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ
Botanist,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
C moisture characteristic curve,ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ
Cake,ಕೇಕು
Calcarious,ಕ್ಯಾಲ್ಕೇರಿಯ
Calcification,ಲೆಕ್ಕಪರಿಶೋಧನೆ
Calcination of phosphate,ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ
Callosity,ಗಲಾಟೆ
Callus,ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ
Calyx,ಕಣಿವೆ
Calyx-end,ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ
Cambium,ಕ್ಯಾಂಬಿಯಂ
Canker,ಗೋಪುರ
Canning,ಡಬ್ಬಿ
Canopy,ಮೇಲಾವರಣ
Capital,ಬಂಡವಾಳ
Caprification,ರಭಸ
Capsule,ಬಿರಡೆ
Carbonated,ಇಂಗಾಲದ
Carbonization,ಇಂಗಾಲೀಕರಣ
Carpel,ಗಡಿ
Carpus,ಗಾಡಿ
Casting,ಬಿಂಚು
Catabolism,ಕಟಾಬೋಲಿಸಂ
Catalysis,ವೇಗವರ್ಧನೆ
Caterpillar,ಮರಿಹುಳು
C-DNA Library,ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
Ceiling,ಚಾವಣಿಯ
Cell,ಕೋಶ
Central leader system,ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ
Centric,ಕೇಂದ್ರೀಯ
Centrifugation,ಕೇಂದ್ರೀಕರಣ
Centrifuge,ಕೇಂದ್ರಾಪಗಾಮಿ
Centriole,ಕೇಂದ್ರ
Centrogenic,ಮಧ್ಯಭಾಗದ
Centrogenous,ಮಧ್ಯಮ ಜನಕ
Cercus,ಸರ್ಕಸ್
Cereal,ಏಕದಳ
Certification,ಪ್ರಮಾಣೀಕರಣ
Certified seed,ಬೀಜ
Chaff,ಚಾವಟಿ
Chalaza,ದನಗಳು
Chemotropism,ರಾಸಾಯನಿಕತೆ
Chiasma,ಚಿರತೆ
Chilling hours,ತಣ್ಣಗಾಗುವ ಸಮಯ
Chilling injury,ತಣ್ಣಗಾಗುವುದು
Chimera,ಚಿಮಿಯ
Chloranthy,ಕ್ಲೋರಾಂಥಿ
Chlorophyll,ಚೂರು
Chlorosis,ಕ್ಲೋರೋಸಿಸ್
Chlorology,ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ
Chromatid,ವರ್ಣರಂಜಿತ
Chromatin,ಕ್ರೊಮ್ಯಾಟಿನ್
Chromatography,ವರ್ಣರೇಖನ
Chromatolysis,ವರ್ಣರಂಗೀಕರಣ
Chromocentre,ವರ್ಣಚಿತ್ರ
Chromogenesis,ವರ್ಣಗುವನ
Chromoprotein,ವರ್ಣರಂಜಿತ
Chromosome,ವರ್ಣತಂತು
Chronic,ದೀರ್ಘಕಾಲದ
Citrange,ನಲಿದ
Cladode,ಕ್ಲಾಡೋಡ್
Classification,ವರ್ಗೀಕರಣ
Clay,ಮಣ್ಣಿನ
Cleaning,ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು
Cleistogamy,ಕ್ಲಿಸ್ಟೊಗಮಿ
Climacteric fruit,ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು
Climate,ವಶ
Climatology,ಹವಾಮಾನಶಾಸ್ತ್ರ
Clipper,ಹಸುರು
Clod,ಹೆಪ್ಪುಗಟ್ಟಿಸು
Clone,ತದ್ರೂಪಿ
Cloud,ಮೋಡ
Clump,ಕಡು
Cluster,ಚೂರು
Coarse,ಒರಟಾದ
Coat (seed),ಕೋಟ್ (ಬೀಜ)
Cocoon,ಕೋಕೂನ್
Coenzyme,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Cohesion,ಒಗ್ಗಟ್ಟು
Coir,ಗುಣ
Coleorrhiza,ಕೋಲೀರರಿ iz ಾ
Collar,ಕತ್ತುಪಟ್ಟಿ
Colloid (soil),ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು)
Columella,ಕೊಲ್ಯುಮೆಲ್ಲಾ
Column,ಕಾಲಮ್
Commensalism,ಆರಂಭದ ಆರಂಭ
Commercial bank,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
Commodity,ಸರಕು
Community,ಸಮುದಾಯ
Compaction (of soil),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
Compatibility,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
Compatibility,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
Compensation,ಪರಿಹಾರ
Competitive interaction,ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ
Complementary crop,ಪೂರಕ ಬೆಳೆ
Complex,ಸಂಕೀರ್ಣ
Component,ಅಂಶ
Composition,ಸಂಯೋಜನೆ
Compost,ಕಾಂಪೋಸ್ಟ್
Compound interest,ಚಕ್ರಬಡ್ಡಿ
Computation,ಗಣನೆ
Computer,ಕಂಪ್ಯೂಟರ್
Concentration,ಏಕಾಗ್ರತೆ
Conditioner,ಷರತ್ತು
Conductance,ಹೋರಾಡುವಿಕೆ
Configuration,ಸಂರಚನೆ
Conformity,ಅನುರೂಪತೆ
Confounding,ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ
Conjugation,ಸಂಯೋಗ
Connective,ಸಂಯೋಜಕ
Conservation,ಸಂರಕ್ಷಣಾ
Consolidation,ಬಲವರ್ಧನೆ
Constituents,ಸಂಕುಚಿತತೆಗಳು
Consumer,ಗ್ರಾಹಕ
Consumption,ಸೇವನೆ
Contamination,ಮಾಲಿನ್ಯ
Contour planting,ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ
Contour,ಬಾಹ್ಯರೇಖೆ
Contract farming,ಒಪ್ಪಂದದ ಕೃಷಿ
Controlled storage,ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ
Co-operative bank,ಸಹಕಾರ ಬ್ಯಾಂಕ್
Cooperator,ಸಹಕಾರ
Coppice,ತಗ್ಗಿಸು
Corm,ಗಂಡಿ
Corolla,ಹುಲ್ಲುಗಾವಲು
Cortex,ಕಂದುಬಣ್ಣ
Cost,ಬೆಲೆ
Cotyledon (seed),ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ)
Credit society,ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ
Credit,ಮನ್ನಣೆ
Creditor,ಸಾಲದಾತ
Crest,ಕ್ರೆಸ್ಟ್
Crinkle,ಸುಕ್ಕುಗಟ್ಟುವುದು
Crisis,ಬಿಕ್ಕಟ್ಟು
Criterion,ಮಾನದಂಡ
Critical,ನಿರ್ಣಾಯಕ
Crop insurance,ಬೆಳೆ ವಿಮೆ
Crop loan,ಬೆಳೆ ಸಾಲ
Crop,ಬೆಳೆ
Cropping area,ಬೆಳೆ ಪ್ರದೇಶ
Cross-incompatible,ಶಿಲುಬೆಯಿಲ್ಲದ
Crown (plant),ಕಿರೀಟ (ಸಸ್ಯ)
Crumb,ತುಂಡು
Crust,ಪಟ್ಟು
Cryptogam,ಪಡಗಳ್ಳ
Cull (fruits),ಕಲ್ (ಹಣ್ಣುಗಳು)
Culm,ಕಸ
Cultivar,ತಳಿ
Cultivation,ಕೃಷಿ
Cultivator,ಕೃಷಿ
Culture,ಸಂಸ್ಕೃತಿ
Curing,ನಿರಾಸಕ್ತಿ
Curling,ಕನ್ನಡಿ
Currency,ಕರೆನ್ಸಿ
Cuticle,ಹೊರಚರ್ಮ
Cutting,ಕತ್ತರಿಸುವುದು
Cyst,ಸಿಸ್ಟ್
Cytochrome,ಸೈಟೋಕ್ರೋಮ್
Cytogamy,ಸೈಟೊಗಮಿ
Cytogenesis,ಸೈಟೊಜೆನಿಸ್
Cytogenetics,ಸೈಟೊಜೆನೆಟಿಕ್ಸ್
Cytokinesis,ಸೈಟೊಕಿನಿಸ್
Cytology,ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ
Cytolysis,ಸೈಟೊಲಿಸಿಸ್
Cytomere,ಸೈಟೊಮಿಯರ್
Cytoplasm,ಸೈಟೋಪ್ಲಾಸಂ
Cabbage,ಎಲೆಕೋಸು
Cactus,ಕಳ್ಳಿ
Calendula,ಕ್ಯಾಲೆರುಲಾ
Canary grass (phalaris),ಕ್ಯಾನರಿ ಹುಲ್ಲು (ಫಲಾರಿಸ್)
Canna,ಚಾಚು
Capparis,ಗಾಡಿ
Capsicum,ದೊಣ್ಣೆ ಮೆಣಸಿನ ಕಾಯಿ
Carambola,ಹಳ್ಳಿಯ
Carapa,ಗಡ
Cardamom,ಏಲಕ್ಕಿ
Carnation,ಕುರಚನೆ
Carrot,ಗಡಿ
Cashew nut,ಗೋಡಂಬಿ ಕಾಯಿ
Cassia,ಕಸ
Castor,ಕಾಸ್ಟಾರಿ
Cauliflower,ಹೂಕೋಸು
Celery,ಕೋಲಾಹಲ
Champac,ಚಕ್ಷಾಕ್
Chenopodium,ಚೆನೊಪೋಡಿಯಂ
Cherry tomato,ಚೆರ್ರಿ ಟೊಮೆಟೊ
Cherry,ಚೆರ್ರಿ
"Chickpea, gram","ಕಡಲೆ, ಗ್ರಾಂ"
Chillies,ಚಿಲ್ಲರೆ
China turpentine tree,ಚೀನಾ ಟರ್ಪಂಟೈನ್ ಮರ
Chow-chow,ಚೌ ಚೌ
Chrysanthemum,ಕ್ರೈಸಾಂಥೆಮಮ್
"Chufa, earth almond","ಚುಫಾ, ಭೂಮಿಯ ಬಾದಾಮಿ"
Cichory,ನಾಚಿಕೆಗೇಡಿನ
Cinnamon,ದಾಲ್ಚಿನ್ನಿ
Citron,ಸಿಟ್ರಾನ್
Citronella grass,ಸಿಟ್ರೊನೆಲ್ಲಾ ಹುಲ್ಲು
Climbing jasmine,ಜಾಸ್ಮಿನ್
Clove,ಲವಂಗ
Cluster bean,ಚೂರು ಹುರುಳಿ
Cocoa,ಕೋಕಾ
Coconut,ತೆಂಗಿನ ಕಾಯಿ
Coffee,ಕಾಫಿ
Coleus,ಕೊಲಿಯಸ್
Colocasia,ಕೊಲೊಕಾಸಿಯಾ
"Colocynth, bitter apple","ಕೊಲೊಸಿಂತ್, ಕಹಿ ಸೇಬು"
Common purslane,ಸಾಮಾನ್ಯ ಪರ್ಸ್ಲೇನ್
Coriander,ಕೊತ್ತದ
Cotton,ಹತ್ತಿ
Cowpea,ಹಸುರು
Cubeb,ಘನ
Cucumber,ಸೌತೆಕಾಯಿ
Cucurbits,ಕಸಾಯಿಟಿಗಳು
Cumin,ಜೀರಿಗೆ
Curry leaf,ಕರಿ ಎಲೆ
Custard apple,ಸೀತಾಫಲ
Capsule borer,ಕ್ಯಾಪ್ಸುಲ್ ಕೊಳೆತ
Caterpiller,ಕ್ಯಾಟರ್ಪಣಿ
Citrus psylla,ಸಿಟ್ರಸ್ ಸೈಲಾ
Cricket,ಕ್ರಿಕೆಟ
Crow,ಕಾಗೆ
Cut worm,ಕತ್ತರಿಸಿದ ಹುಳು
Dairy,ಡೈರಿ
Dairying,ಹೈನುಗಾರಿಕೆ
Dam,ಅಣೆಕಟ್ಟು
Day-neutral,ಹದಿಮಾರದ
Days after flowering,ಹೂಬಿಡುವ ದಿನಗಳ ನಂತರ
Days after full bloom,ಪೂರ್ಣ ಹೂವಿನ ನಂತರ ದಿನಗಳ ನಂತರ
Deblossoming,ಸ ೦ ಗೀತ
Decalcification,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
Decant,ಕುಶಲ
Decay,ಕೊಳೆ
Deciduous,ಪತನಶೀಲ
Decimal,ದಶಮಾನ
Deficiency,ಕೊರತೆ
Deflocculation (soil),ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್ (ಮಣ್ಣು)
Defloration,ವಿಲೋಮೀಕರಣ
