Tamil,English
விபச்சாரம்,Adultery
வயதுவந்தோர் உரிமை,Adult franchise
விளம்பர மதிப்பீட்டு கடமை,Ad valorem duty
முன்கூட்டியே,Advance
முன்கூட்டியே முன்பதிவு,Advance booking
முன்கூட்டியே நகல்,Advance copy
அட்வான்ஸ் அதிகரிப்பு,Advance increment
முன் பணம்,Advance payment
பாதகமான நுழைவு,Adverse entry
பாதகமான கருத்துக்கள்,Adverse remarks
பாதகமான அறிக்கை,Adverse report
விளம்பரம்,Advertisement
ஆலோசனை,Advice
கட்டண ஆலோசனை,Advice of payment
ஆலோசனை குழு,Advisory committee
ஆலோசனை கவுன்சில்,Advisory council
வக்கீல்,Advocate
விவகாரங்கள்,Affairs
பிரமாணப் பத்திரம்,Affidavit
இணைப்பு,Affiliation
உறுதிப்படுத்தல்,Affirmation
உறுதியான,Affirmative
வாங்க,Afford
மேற்கூறிய,Aforesaid
புதிதாக,Afresh
எதிராக,Against
வயது,Age
வயது சான்றிதழ்,Age certificate
வாக்குரிமைக்கான வயது,Age for suffrage
வயது எல்லை,Age limit
ஏஜென்சி,Agency
நிகழ்ச்சி நிரல்,Agenda
ஓய்வூதிய வயது,Age of retirement
மேலதிக வயது,Age of superannuation
திரட்டுதல்,Aggregation
வேதனைக்குள்ளானது,Aggrieved
கிளர்ச்சி,Agitation
ஏஜிஎம்,AGM
ஒப்பந்தம்,Agreement
ஒப்பந்த படிவம்,Agreement form
வேளாண்மை,Agriculture
வேளாண் தொழில்,Agro-industry
உதவி,Aid
அலாரம்,Alarm
விழிப்புணர்வு,Alertness
மாற்றுப்பெயர்,Alias
குற்றச்சாட்டு,Allegation
விசுவாசம்,Allegiance
கூட்டணி,Alliance
தொடர்புடைய சேவைகள்,Allied services
அனைத்து உள்ளடக்கிய செலவு,All inclusive cost
அகில இந்திய சேவைகள்,All India Services
ஒதுக்கீடு,Allocation
ஒதுக்கீடு,Allotment
ஒதுக்கீட்டு கடிதம்,Allotment letter
ஒதுக்கீடு,Allottee
அனுமதிக்கக்கூடியது,Allowable
அனுமதிக்கக்கூடிய செலவுகள்,Allowable expenses
மேல்முறையீட்டை அனுமதிக்கவும்,Allow an appeal
கொடுப்பனவு,Allowance
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,All rights reserved
அகரவரிசை வரிசை,Alphabetic order
வாக்குவாதம்,Altercation
மாற்று,Alternate
மாற்று,Alternative
ஒருங்கிணைப்பு,Amalgamation
திருத்தப்பட்ட வரைவு,Amended draft
திருத்தம்,Amendment
வசதி,Amenity
இணக்கமான,Amicable
வெடிமருந்து,Ammunition
கடனின் கடன்தொகை,Amortization of debt
தொகை,Amount
ஓய்வூதியத்தின் அளவு,Amount of pension
ஒப்பீட்டு இடுகை,Analogous post
பகுப்பாய்வு,Analysis
பகுப்பாய்வு ஆய்வு,Analytical study
மூதாதையர்,Ancestor
துணை தொழில்,Ancillary industry
பகை,Animosity
இணைப்பு,Annexure
ஆண்டு,Anniversary
அறிவிப்பு,Announcement
எரிச்சல்,Annoyance
ஆண்டு நிதி அறிக்கை,Annual financial statement
ஆண்டு அறிக்கை,Annual report
ஆண்டு,Annuity
அநாமதேய,Anonymous
அநாமதேய புகார்,Anonymous complaint
பதில்,Answerability
விடைத்தாள்,Answer sheet
எதிரி,Antagonist
முன்னோடிகள்,Antecedents
எதிர்பார்க்கப்பட்ட செலவு,Anticipated expenditure
எதிர்பார்க்கப்பட்ட வருமானம்,Anticipated income
எதிர்பார்ப்பு,Anticipation
எதிர்பார்ப்பு ஜாமீன்,Anticipatory bail
ஊழல் எதிர்ப்பு நடவடிக்கை,Anti-corruption measure
டம்பிங் எதிர்ப்பு,Anti-dumping
பழங்கால,Antique
நிறவெறி,Apartheid
அக்கறையின்மை,Apathy
உச்ச உடல்,Apex body
மன்னிப்பு,Apology
மேல்முறையீடு,Appeal
தோற்றம்,Appearance
திருப்தி,Appeasement
மேல்முறையீட்டு தீர்ப்பாயம்,Appellate tribunal
பின் இணைப்பு,Appendix
சாதனம்,Appliance
பொருந்தும்,Applicable
விண்ணப்பதாரர்,Applicant
விண்ணப்பம்,Application
விண்ணப்ப படிவம்,Application form
பயன்படுத்தப்பட்டது,Applied
விண்ணப்பிக்கவும்,Apply
நியமிக்கப்பட்டவர்,Appointee
அதிகாரத்தை நியமித்தல்,Appointing authority
நியமனம்,Appointment
நியமனம் கடிதம்,Appointment letter
அமைச்சரவையின் நியமனங்கள் குழு,Appointments Committee of the Cabinet
ஊதியப் பகிர்வு,Apportionment of wages
மதிப்பீடு,Appraisal
மதிப்பீட்டாளர்,Appraiser
பாராட்டு,Appreciation
அச்சம்,Apprehension
பயிற்சி,Apprentice
அணுகுமுறை,Approach
பொருத்தமானது,Appropriate
பொருத்தமான நடவடிக்கை,Appropriate action
பொருத்தமான தலை,Appropriate head
ஒதுக்கீடு,Appropriation
ஒப்புதல்,Approval
தோராயமான,Approximate
ஆப்டிட்யூட் சோதனை,Aptitude test
தன்னிச்சையானது,Arbitrary
நடுவர்,Arbitrate
நடுவர்,Arbitration
நடுவர் தீர்ப்பாயம்,Arbitration tribunal
நடுவர்,Arbitrator
கட்டிடக்கலை,Architecture
காப்பகங்கள்,Archives
பகுதி,Area
பகுதி தலைமையகம்,Area headquarter
வாதம்,Argument
எழும்,Arise
ஆயுத படைகள்,Armed forces
ஏற்பாடு,Arrangement
நிலுவைத் தொகை,Arrear
நிலுவைத் அறிக்கை,Arrear statement
வருகை அறிக்கை,Arrival report
ஆணவம்,Arrogance
அர்செனல்,Arsenal
கட்டுரை,Article
சங்கத்தின் கட்டுரைகள்,Articles of association
கட்டுரைகள்,Articles
ஏறுவரிசை ஒழுங்கு,Ascending order
தெரிந்து கொள்ளுங்கள்,Ascertain
எங்கே இருக்கிறது,As is where is
அம்சம்,Aspect
ஆவேசம்,Aspersion
படுகொலை,Assassination
தாக்குதல்,Assault
ஒன்றுகூடு,Assemble
சட்டசபை,Assembly
ஒப்புதல்,Assent
உறுதிப்படுத்தவும்,Assert
மதிப்பீட்டாளர்,Assessee
மதிப்பீடு,Assessment
மதிப்பீட்டு ஆண்டு,Assessment year
மதிப்பீட்டாளர்,Assessor
சொத்துக்கள்,Assets
ஒதுக்கப்பட்டவர்,Assignee
ஒதுக்கீடு,Assignment
ஒதுக்குபவர்,Assignor
உதவி,Assistance
இணை,Associate
தொடர்பு,Association
கட்டணம் அனுமானம்,Assumption of charge
உத்தரவாதம்,Assurance
உத்தரவாத நிறுவனம்,Assurance company
உறுதி,Assure
தள்ளுபடியில்,At discount
அணு சக்தி,Atomic power
சமமாக,At par
பிரீமியத்தில்,At premium
இணைக்கவும்,Attach
இணைக்கப்பட்ட அலுவலகம்,Attached office
இணைப்பு,Attachment
இணைப்பு வரிசை,Attachment order
அடைதல்,Attainment
முயற்சி,Attempt
வருகை,Attendance
வருகை பதிவு,Attendance register
வருகை சீட்டு,Attendance slip
கவனம்,Attention
சான்றளித்தல்,Attestation
சான்றளிக்கப்பட்ட நகல்,Attested copy
அணுகுமுறை,Attitude
கவர்ச்சிகரமான சம்பளம்,Attractive salary
ஏலம்,Auction
ஏலதாரர்,Auctioneer
ஏல விற்பனை,Auction sale
பார்வையாளர்கள்,Audience
ஆடியோ-காட்சி காட்சி,Audio-visual display
ஆடியோ காட்சி விளம்பரம்,Audio-visual publicity
தணிக்கை,Audit
தணிக்கை செய்யப்பட்ட கணக்குகள்,Audited accounts
தணிக்கை செய்யப்பட்ட இருப்புநிலை,Audited balance sheet
தணிக்கை,Auditing
தணிக்கை ஆட்சேபனை,Audit objection
தணிக்கையாளரின் அறிக்கை,Auditor's report
ஆடிட்டோரியம்,Auditorium
தணிக்கை பத்தி,Audit paragraph
தணிக்கை அறிக்கை,Audit report
சிக்கன நடவடிக்கை,Austerity
சிக்கன நடவடிக்கை,Austerity measures
உண்மையான,Authentic
அங்கீகரிக்கப்பட்ட பிரதிநிதி,Authorised representative
அதிகாரப்பூர்வ,Authoritative
அதிகாரம்,Authority
அதிகார கடிதம்,Authority letter
அங்கீகாரம் பெற்றவர்,Authorized
அங்கீகரிக்கப்பட்ட மூலதனம்,Authorized capital
தானியங்கி,Automatic
தன்னாட்சி,Autonomous
தன்னாட்சி உடல்,Autonomous body
தன்னாட்சி,Autonomy
துணை,Auxiliary
கிடைக்கிறது,Available
சராசரி,Average
சராசரி விடுப்பு,Average leave
வெறுப்பு,Aversion
தவிர்க்கவும்,Avert
தவிர்க்கவும்,Avoid
வரியைத் தவிர்ப்பது,Avoidance of tax
காத்திருந்தது,Awaited
விருது,Award
அதிகாரம் வழங்குதல்,Awarding authority
விழிப்புணர்வு,Awareness
பின்வாங்கியது,Backdated
பின்னணி,Background
பின் பதிவு,Back log
பின்னால்,Back out
பின் குறிப்பு,Back reference
காப்புப்பிரதி,Back up
பின்தங்கிய வகுப்புகள்,Backward classes
பின்தங்கிய பழங்குடி,Backward tribe
மோசமான பேரம்,Bad bargain
மோசமான நடத்தை,Bad behaviour
மோசமான தன்மை,Bad character
மோசமான காலநிலை கொடுப்பனவு,Bad climate allowance
மோசமான நடத்தை,Bad conduct
மோசமான கடன்,Bad debt
சாமான்கள்,Baggage
ஜாமீன்,Bail
இருப்பு,Balance
சமநிலை வீழ்த்தப்பட்டது,Balance brought down
இருப்பு முன்வைக்கப்பட்டது,Balance brought forward
சீரான பட்ஜெட்,Balanced budget
இருப்புநிலை,Balance sheet
வாக்குப்பதிவு,Ballot
வாக்குப் பெட்டி,Ballot box
வாக்குப்பதிவு காகிதம்,Ballot paper
தடை,Ban
வங்கி,Bank
வங்கி கணக்கு,Bank account
வங்கி இருப்பு,Bank balance
வங்கி கட்டணங்கள்,Bank charges
வங்கி உத்தரவாதம்,Bank guarantee
வங்கி விடுமுறை,Bank holiday
வங்கி வசதி,Banking facility
வங்கி நேரம்,Banking hours
வங்கி பரிவர்த்தனை,Banking transaction
வங்கி வீதம்,Bank rate
வங்கி சமரசம்,Bank reconciliation
திவாலானது,Bankrupt
வங்கி பாதுகாப்பு,Bank security
வங்கி அறிக்கை,Bank statement
விருந்து,Banquet
பார் கவுன்சில்,Bar council
பேரம்,Bargain
பேரம் பேசுதல்,Bargaining
தரிசு நிலம்,Barren land
பண்டமாற்று,Barter
அடித்தளம்,Base
ஆதாரமற்றது,Baseless
அடித்தளம்,Basement
அடிப்படை ஆண்டு,Base year
அடிப்படை,Basic
அடிப்படையில்,Basically
அடிப்படை நுண்ணறிவு,Basic intelligence
அடிப்படை ஊதியம்,Basic pay
ஊதியத்தின் அடிப்படை அளவு,Basic scale of pay
அடிப்படை பயிற்சி,Basic training
அடிப்படை,Basis
தொகுதி,Batch
தொகுதி எண்,Batch number
தாங்கி காசோலை,Bearer cheque
மேற்கோள் காட்டப்படுவதற்கு முன்,Before cited
நடத்தை,Behaviour
நம்பிக்கை,Belief
Par க்கு கீழே,Below par
பெஞ்ச்,Bench
பெஞ்ச்மார்க்,Benchmark
நன்மை பயக்கும்,Beneficial
பயனாளி,Beneficiary
நன்மை,Benefit
சந்தேகத்தின் நன்மை,Benefit of doubt
கருணை,Benevolence
நல்ல நிதி,Benevolent fund
விருப்பம்,Bequeath
விருப்பப்படி,Bequest
துயரமடைந்தது,Bereaved
சிறந்த முயற்சிகள்,Best endeavours
மேம்பாடு,Betterment
சார்பு,Bias
பக்கச்சார்பான கருத்து,Biased opinion
நூலியல்,Bibliography
இருபது ஆண்டு,Biennial
பிளவுபட்டு,Bifurcate
பெரிய,Bigamy
இருதரப்பு,Bilateral
இருமொழி,Bilingual
இரு,Bicameral
ர சி து,Bill
மாற்றச்சீட்டு,Bill of exchange
இருதரப்பு அறிக்கை,Bimonthly report
பிணைப்பு,Binding
பயோடேட்டா,Biodata
இருதரப்பு,Bipartite
இரு கட்சி ஒப்பந்தம்,Bipartite agreement
பிறப்பு ஆண்டுவிழா,Birth anniversary
பிறப்பு சான்றிதழ்,Birth certificate
பிறப்பு கட்டுப்பாடு,Birth control
பிறந்த தேதி,Birth date
பிறந்த இடம்,Birth place
பிறப்பு வீதம்,Birth rate
இரு வாராந்திர,Biweekly
கருப்பு பொருளாதாரம்,Black economy
கருப்பு பட்டியல்,Black list
பிளாக்மெயில்,Blackmail
கருப்பு சந்தை,Black market
பழி,Blame
வெற்று சோதனை,Blank cheque
போர்வை ஒப்பந்தம்,Blanket deal
போர்வை ஒழுங்கு,Blanket order
குண்டு வெடிப்பு,Blast
கலத்தல்,Blending
தொகுதி,Block
முற்றுகை,Blockade
தடுக்கப்பட்ட மூலதனம்,Blocked capital
தொகுதி கடிதம்,Block letter
இரத்த தானம்,Blood donation
இரத்த உறவுகள்,Blood relations
நீல காலர் வேலை,Blue collar job
புளூபிரிண்ட்,Blueprint
பிளஃப்,Bluff
பலகை,Board
போர்டிங் மற்றும் உறைவிடம்,Boarding and lodging
இயக்குநர்கள் குழு,Board of directors
வருவாய் வாரியம்,Board of revenue
உடல்,Body
மெய்க்காப்பாளர்,Bodyguard
போலி வவுச்சர்,Bogus voucher
உண்மையான,Bonafides
பத்திரம்,Bond
பிணைக்கப்பட்ட உழைப்பு,Bonded labour
போனஸ்,Bonus
பதிவு அலுவலகம்,Booking office
புத்தகக் காப்பாளர்,Book-keeper
புத்தகத்தை வைத்தல்,Book-keeping
கையேடு,Booklet
குறிப்பு புத்தகம்,Book of reference
புத்தகம் மதிப்பு,Book value
பூத்,Booth
பூத் கைப்பற்றுதல்,Booth capturing
எல்லை கொடுப்பனவு,Border allowance
பார்டர் லைன்,Border line
கடன் வாங்குபவர்,Borrower
கடன் வாங்கும் சக்தி,Borrowing power
பாஸ்,Boss
சிக்கல்,Bottleneck
அடைப்புக்குறி,Bracket
எல்லை,Boundary
புறக்கணிப்பு,Boycott
மூளை வடிகால்,Brain drain
கிளை அலுவலகம்,Branch office
மீறல்,Breach
ஒப்பந்தத்தை மீறுதல்,Breach of agreement
நம்பிக்கையை மீறுதல்,Breach of confidence
ஒப்பந்த மீறல்,Breach of contract
ஒழுக்கத்தை மீறுதல்,Breach of discipline
சட்ட மீறல்,Breach of law
சமாதான மீறல்,Breach of peace
சலுகை மீறல்,Breach of privilege
வாக்குறுதியை மீறுதல்,Breach of promise
விதியை மீறுதல்,Breach of rule
நம்பிக்கை துரோகம்,Breach of trust
உடைப்பு,Breakage
உடைக்கவும்,Break down
சேவையில் இடைவெளி,Break in service
முறிவு,Break-up
இனம்,Breed
கையூட்டு,Bribe
சுருக்கமான,Brief
மாநாடு,Briefing
சுருக்கமான விண்ணப்பம்,Brief resume
புத்திசாலித்தனமான பதிவு,Brilliant record
கவனத்திற்கு கொண்டு வாருங்கள்,Bring into notice
ஒளிபரப்பு,Broadcast
பிராட்ஷீட்,Broadsheet
சிற்றேடு,Brochure
தரகு,Brokerage
முன்னோக்கி கொண்டு வரப்பட்டது (பி/எஃப்),Brought forward (b/f)
பட்ஜெட் ஒதுக்கீடு,Budget allocation
பிழையான கட்டுப்பாடு,Bugetary control
பட்ஜெட் மதிப்பீடு,Budget estimate
பட்ஜெட் வழங்கல்,Budget provision
கட்டிடம்,Building
மொத்த,Bulk
மொத்த கொள்முதல்,Bulk purchase
புல்லட்டின்,Bulletin
பம்பர் பயிர்,Bumper crop
காலியிடங்களின் கொத்து,Bunching of vacancies
பஞ்ச்லிங்,Bungling
அதிகாரத்துவம்,Bureaucracy
அதிகாரத்துவம்,Bureaucrat
வணிக வகுப்பு,Business class
வணிக நேரம் (= வணிக நேரம்),Business hours (= hours of business)
தொழிலதிபர்,Businessman
திரும்ப வாங்கு,Buy-back
வாங்குபவர்,Buyer
மூலம் தேர்தல் (= தேர்தல் மூலம்),Bye election (=by election)
கையால்,By hand
தபால் மூலம்,By post
கேபின் சாமான்கள்,Cabin baggage
மந்திரி சபை,Cabinet
பணியாளர்,Cadre
பேரழிவு,Calamity
கணக்கீடு,Calculation
காலண்டர் ஆண்டு,Calendar year
பிரச்சாரம்,Campaign
வளாகம்,Campus
வளாக நேர்காணல்,Campus interview
ரத்துசெய்,Cancel
ரத்து செய்தல்,Cancellation
வேட்பாளர்,Candidate
வேட்புமனு,Candidature
கேன்வாசிங்,Canvassing
திறன்,Capability
திறன்,Capable
திறன்,Capacity
மூலதனம்,Capital
மூலதன செலவு,Capital expenditure
மரண தண்டனை,Capital punishment
தலைநகரம் கட்டணம்,Capitation fee
பிடிப்பு,Capture
பராமரிப்பு,Care
தொழில்,Career
தொழில் வளர்ச்சி,Career development
கவனிப்பு அரசு,Caretaker government
முன்னோக்கி கொண்டு செல்லப்பட்டது (சி/எஃப்),Carried forward (c/f)
முன்னோக்கி எடுத்துச்செல்,Carry forward
எடுத்துச் செல்லும் செலவு,Carrying cost
எடுத்து செல்லும்,Carry over
கார்ட்டேஜ்,Cartage
வழக்கு,Case
வழக்கு ஆய்வு,Case study
பணம்,Cash
பண இருப்பு,Cash balance
பண புத்தகம்,Cash book
பண அட்டை,Cash card
பண சான்றிதழ்,Cash certificate
பண கவுண்டர்,Cash counter
பணப்பயிர்,Cash crop
பணம் தள்ளுபடி,Cash discount
கீழே பணம்,Cash down
கையில் பணம்,Cash in hand
கேஷ் மெமோ,Cash memo
ரொக்க கட்டணம்,Cash payment
சாதி,Caste
சாதி சான்றிதழ்,Caste certificate
வாக்கெடுப்பு,Casting vote
சாதாரண,Casual
சாதாரண உழைப்பு,Casual labour
சாதாரண விடுப்பு,Casual leave
விபத்து,Casualty
சாதாரண காலியிடம்,Casual vacancy
அட்டவணை,Catalogue
வகைப்படுத்தப்பட்ட,Categorical
வகை,Category
உணவக சேவை,Catering service
எச்சரிக்கை,Caution
எச்சரிக்கை பணம்,Caution money
தீயை நிறுத்துங்கள்,Cease fire
"உச்சவரம்பு (""விலை"" படி)","Ceiling (as of ""price"")"
கொண்டாட்டம்,Celebration
கைப்பேசி,Cell phone
தணிக்கை,Censor
தணிக்கை,Censure
தணிக்கை இயக்கம்,Censure motion
மக்கள் தொகை கணக்கெடுப்பு,Census
மத்திய செஸ்,Central cess
மத்திய சிவில் சேவை விதிகள்,Central civil service  rules
மத்திய கலால்,Central excise
மத்திய அரசு,Central government
மையப்படுத்தல்,Centralization
மையப்படுத்தப்பட்ட சேவை,Centralized service
மையமாக நிதியளிக்கப்பட்ட திட்டம்,Centrally funded scheme
மையமாக நிதியுதவி திட்டம்,Centrally sponsored scheme
மத்திய அலுவலகம்,Central office
மத்திய வருவாய்,Central revenues
மத்திய விற்பனை வரி,Central sales tax
மையம்,Centre
நூற்றாண்டு,Century
தானியங்கள்,Cereal
தானியவாதி,Cerealist
சடங்கு அணிவகுப்பு,Ceremonial parade
விழா,Ceremony
சான்றிதழ்,Certificate
உடற்பயிற்சி சான்றிதழ்,Certificate of fitness
இடுகையிடும் சான்றிதழ்,Certificate of posting
சேவை சான்றிதழ்,Certificate of service
சான்றிதழ்,Certification
சான்று பெற்ற நகல்,Certified copy
சான்றளிக்கவும்,Certify
செஸ்,Cess
இடைநிறுத்தம்,Cessation
சங்கிலி,Chain
தலைவர்/தலைவர்,Chairman/chairperson
சல்லன்,Challan
சவால்,Challenge
அறை,Chamber
சேம்பர் ஆஃப் காமர்ஸ்,Chamber of commerce
மாற்றம்,Change
குழப்பம்,Chaos
அத்தியாயம்,Chapter
எழுத்து படுகொலை,Character assassination
எழுத்து சான்றிதழ்,Character certificate
கட்டணம்,Charge
சொத்து மீது கட்டணம்,Charge over property
குற்றவியல் தாள்,Charge sheet
தொண்டு,Charitable
தொண்டு,Charity
விளக்கப்படம்,Chart
சார்ட்டர்,Charter
சேஸிஸ் எண்,Chasis number
மோசடி,Cheating
காசோலை,Check
சரிபார்ப்பு பட்டியல்,Check list
சோதனை இடுகை,Check post
வேதியியலாளர்,Chemist
காசோலை,Cheque
சரிபார்க்கவும்,Cheque let
தலைவர்,Chief
குழந்தைகள் கல்வி கொடுப்பனவு,Children education allowance
குழந்தை சுரண்டல்,Child exploitation
குழந்தை தொழிலாளி,Child labour
குழந்தை நலன்,Child welfare
நாள்பட்ட,Chronic
காலவரிசைப்படி (= காலவரிசை வரிசை),Chronological order(=chronological sequence)
வட்டம்,Circle
சுற்று வீடு,Circuit house
வட்ட (= வட்ட கடிதம்),Circular (=circular letter)
சுழற்சி,Circulation
சூழ்நிலை,Circumstance
சூழ்நிலை ஆதாரம்,Circumstantial evidence
மேற்கோள்,Citation
குடியுரிமை,Citizenship
நகர ஈடுசெய்யும் கொடுப்பனவு,City compensatory allowance
குடிமை வசதிகள்,Civic amenities
Gool,Civil
சிவில் குறியீடு,Civil code
நல்ல பாதுகாப்பு,Civil defence
சிவில் பட்டியல்,Civil list
சிவில் திருமணம்,Civil marriage
சிவில் நடைமுறை குறியீடு,Civil procedure code
சிவில் சேவை,Civil service
சிவில் வழக்கு,Civil suit
சிவில் சப்ளைஸ்,Civil supplies
உள்நாட்டுப் போர்,Civil war
உரிமைகோரல்,Claim
உரிமைகோருபவர்,Claimant
கோரிக்கை படிவம்,Claim form
பணத்தைத் திரும்பப் பெறுவதற்கான உரிமைகோரல்,Claim for refund
தெளிவுபடுத்தல்,Clarification
வர்க்கம்,Class
வகைப்படுத்தப்பட்ட விளம்பரம்,Classified advertisement
வகைப்படுத்தப்பட்ட ஆவணங்கள்,Classified documents
வகைப்படுத்தப்பட்ட தகவல்,Classified information
வகைப்படுத்தவும்,Classify
கிளாசிஸ்,Classwise
உட்கூறு,Clause
அனுமதி,Clearance
தெளிவான காலியிடம்,Clear vacancy
எழுத்தர்,Clerical
எழுத்தர் கேடர்,Clerical cadre
எழுத்தர் பிழை,Clerical error
எழுத்தர் ஊழியர்கள்,Clerical staff
எழுத்தர் வேலை,Clerical work
வாடிக்கையாளர்,Client
ஆடை அறை,Cloak room
ஆண்டின் இறுதி,Close of the year
முடிவிருப்பு,Closing balance
கடைசி நாள்,Closing date
மூடல்,Closure
துப்பு,Clue
CO ('இணைத் தலைவர்' போல),Co (as in 'co-chairman')
சக குற்றவாளி,Co-accused
பயிற்சி,Coaching
கூட்டணி அரசு,Coalition government
குறியீடு,Code
குறியீட்டு எண்,Code number
நடத்தை விதிமுறை,Code of conduct
குறியீடு சொல்,Code word
குறியீட்டு முறை,Coding
வற்புறுத்தல்,Coercion
சகவாழ்வு,Co-existence
அறியக்கூடிய,Cognizable
அறியக்கூடிய குற்றம்,Cognizable offence
அறிவாற்றல்,Cognizance
தற்செயல் நிகழ்வு,Coincidence
இணைந்து,Collaboration
இணை பாதுகாப்பு,Collateral security
சகா,Colleague
கூட்டு,Collective
கூட்டு பொறுப்பு,Collective responsibility
சேகரிப்பு,Collectorate
கூட்டு,Collusion
காலனி,Colony
வண்ண குருட்டுத்தன்மை,Colour blindness
நெடுவரிசை,Column
