Tamil,Assamese
அர்காண்ட் வரைபடம்,আৰ্গাণ্ড ডায়েগ্ৰাম
தன்னிச்சையாக தேர்வு,ইচ্ছাকৃতভাৱে বাছি লোৱা
தன்னிச்சையான,স্বেচ্ছাচাৰী
தன்னிச்சையான மாறிலி,ইচ্ছাকৃত ধ্ৰুৱক
தன்னிச்சையான உறுப்பு,ইচ্ছাকৃত উপাদান
தன்னிச்சையான புள்ளி,ইচ্ছাকৃত বিন্দু
ஆர்க்கிமிடியன் சட்டம்,আৰ্কিমিডিয়ান আইন
ஆர்க்கிமிடிஸ் கொள்கை,আৰ্কিমিডিছ নীতি
வில்லின் நீளம்,চাপৰ দৈৰ্ঘ্য
வட்ட வில்,বৃত্তৰ চাপ
ஆர்க் சைன் விநியோகம்,চাপ চাইন বিতৰণ
ஆர்க் சைன் மாற்றம்,চাপ চাইন ৰূপান্তৰ
பகுதி,এলাকা
பகுதி அமைப்பு,এৰিয়াল টেক্সচাৰ
கலப்பு எண்ணின் வாதம்,জটিল সংখ্যাৰ যুক্তি
எண்கணித சராசரி,গাণিতিক গড়
எண்கணித செயல்பாடு,গাণিতিক কাৰ্য্য
எண்கணித அலகு,গাণিতিক একক
ஏற்பாடு,ব্যৱস্থা
வரிசை,এৰে
செயற்கை செயற்கைக்கோள்,কৃত্ৰিম উপগ্ৰহ
செயற்கை மாறி,কৃত্ৰিম চলক
ஏறும்,আৰোহণ কৰা
ஏறும்,আৰোহী
அளவின் ஏறுவரிசை,মাত্ৰাৰ আৰোহী ক্ৰম
ஏறுவரிசை தொடர்,আৰোহী শৃংখলা
அசெம்பிளர் மொழி,এছেম্বলাৰ ভাষা
பணி நியமன பிரச்சனை,নিযুক্তিৰ সমস্যা
துணை சட்டம்,সহযোগী আইন
ஆபரேட்டர்களின் துணை சட்டம்,অপাৰেটৰৰ এছ&#39;চিয়েটিভ ল&#39;
துணை செயல்பாடு,এছ&#39;চিয়েটিভ অপাৰেচন
கூட்டுறவு,সহযোগিতা
சராசரியாக கருதப்படுகிறது,ধৰি লোৱা গড়
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
அனுமானம்,ধাৰণা
ஜோதிடம்,জ্যোতিষ
விண்வெளி பொறியாளர்,মহাকাশ অভিযন্তা
வானியலாளர்,জ্যোতিৰ্বিজ্ঞানী
வானியல் கடிகாரம்,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
வானியல்,জ্যোতিৰ্বিজ্ঞান
சமச்சீரற்ற வளைவு,অসমতাপূৰ্ণ বক্ৰ
சமச்சீரற்ற தன்மை,বিষমতা
அறிகுறியற்றது,asymptote
அறிகுறியற்ற,এছিম্পটটিক
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,asymptotically দক্ষ অনুমানক
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,asymptotically নিৰপেক্ষ অনুমানক
அறிகுறியற்ற நடத்தை,asymptotic আচৰণ
அறிகுறியற்ற விநியோக செயல்பாடு,এছিম্পটটিক বিতৰণ ফলন
அறிகுறியற்ற விரிவாக்கம்,এছিম্পটটিক প্ৰসাৰণ
வளிமண்டல அழுத்தம்,বায়ুমণ্ডলীয় চাপ
சீரற்ற முறையில்,যাদৃচ্ছিকভাৱে
பண்பு,বৈশিষ্ট্য
மாதிரி செயல்முறை பண்புகளை,বৈশিষ্ট্যসমূহৰ নমুনা সংগ্ৰহ পদ্ধতি
பெரிதாக்கப்பட்ட அணி,বৰ্ধিত মেট্ৰিক্স
தன்னியக்க தொடர்பு குணகம்,স্ব-সম্বন্ধ সহগ
தன்னியக்க தொடர்பு செயல்பாடு,স্বয়ংসম্বন্ধ কাৰ্য্য
தன்னியக்க மாறுபாடு,অটোকোভেৰিয়েন্স
தானியங்கி கணினி,স্বয়ংক্ৰিয় কম্পিউটাৰ
தன்னியக்க பின்னடைவு,অটোৰিগ্ৰেছন
துணை சமன்பாடு,সহায়ক সমীকৰণ
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),গড় নমুনা সংখ্যা বক্ৰ (ASN বক্ৰ)
கோட்பாடு,axiom
அச்சு அணுகுமுறை,স্বতন্ত্ৰীয় পদ্ধতি
நிகழ்தகவு கோட்பாடு,সম্ভাৱনাৰ স্বতন্ত্ৰতা
அச்சு,অক্ষ
abscissa அச்சு,abscissa ৰ অক্ষ
பூமியின் அச்சு,পৃথিৱীৰ অক্ষ
புரட்சியின் அச்சு,বিপ্লৱৰ অক্ষ
சுழற்சியின் அச்சு,ঘূৰ্ণনৰ অক্ষ
சுழற்சியின் அச்சு,স্পিনৰ অক্ষ
பின்-மாற்று,বেক-বিকল্প
பின்தங்கிய வேறுபாடு,পিছপৰা পাৰ্থক্য
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,বেকৱাৰ্ড-ইন্টাৰপলেচন সূত্ৰ
சமநிலை,ভাৰসাম্যতা বজাই ৰখা
சீரான வடிவமைப்பு,সুষম ডিজাইন
இருப்புநிலை,বেলেন্স শ্বীট
பாலிஸ்டிக் ஏவுகணை,বেলিষ্টিক মিছাইল
பாலிஸ்டிக்ஸ்,বেলিষ্টিকছ
மதுக்கூடம்,বাৰ
அடித்தளம்,ভেঁটি
அடிப்படை கோணம்,ভিত্তি কোণ
மடக்கையின் அடிப்படை,লগাৰিদমৰ ভিত্তি
அடிப்படை,প্ৰাথমিক
அடிப்படை சாத்தியமான தீர்வு,মূল সম্ভৱপৰ সমাধান
அடிப்படை தீர்வு,মূল সমাধান
அடிப்படை மாறி,মূল চলক
அடிப்படையில்,ভিত্তিত
அடிப்படை உறுப்பு,ভিত্তি উপাদান
அடிப்படை அணி,ভিত্তি মেট্ৰিক্স
ஒரு திசையன் இடத்தின் அடிப்படை,এটা ভেক্টৰ স্থানৰ ভিত্তি
துணைவெளியின் அடிப்படை,উপস্থানৰ ভিত্তি
பேய்சியன் மதிப்பீடு,বেইছিয়ান অনুমান
பேய்ஸ் சட்டம்,বেইছৰ নিয়ম
பேய்ஸ் தேற்றம்,বেইছৰ উপপাদ্য
பெர்னோலி விநியோகம்,বাৰ্নৌলি বিতৰণ
பெர்னோலி எண்,বাৰ্নৌলি নম্বৰ
பெர்னோலி நிகழ்தகவு செயல்பாடு,বাৰ্নৌলি সম্ভাৱনা ফলন
பெர்னோலியின் சமன்பாடு,বাৰ্নৌলিৰ সমীকৰণ
பெர்ரி செயல்பாடு,বেৰী ফাংচন
சிறந்த பொருத்தம்,বেষ্ট ফিট
சிறந்த பொருத்தம் வரி,শ্ৰেষ্ঠ - ফিট লাইন
சிறந்த தீர்வு,উত্তম সমাধান
சிறந்த உத்திகள்,শ্ৰেষ্ঠ কৌশলসমূহ
பீட்டா விநியோகம்,বিটা বিতৰণ
சார்பு,পক্ষপাত
பாரபட்சமான மதிப்பீடு,পক্ষপাতমূলক অনুমান
பைஹார்மோனிக் சமன்பாடு,বিহাৰমনিক সমীকৰণ
பிஜேக்ஷன்,bijection
இருமுனை வரைபடம்,bijective মানচিত্ৰ
பைஜெக்டிவ் மேப்பிங்,bijective মেপিং
இருகோடி வடிவம்,দ্বিৰৈখিক ৰূপ
இருமுனை செயல்பாடு,দ্বিৰৈখিক ফলন
இருமுனை ஹெர்மிடியன் வடிவம்,দ্বিৰৈখিক হাৰ্মিটিয়ান ৰূপ
பைனரி,বাইনাৰী
பைனரி குறியீடு,বাইনাৰী ক&#39;ড
பைனரி குறியிடப்பட்ட தசம,বাইনাৰী ক&#39;ড কৰা দশমিক
பைனரி குறியீட்டு முறை,বাইনাৰী ক&#39;ডিং
பைனரி கணினி,বাইনাৰী কম্পিউটাৰ
பைனரி இலக்கம்,বাইনাৰী অংক
பைனரி செயல்பாடு,বাইনাৰী অপাৰেচন
பைனரி அமைப்பு,বাইনাৰী ব্যৱস্থা
பைனரி மாறி,বাইনাৰী চলক
ஈருறுப்புக் குணகம்,দ্বিপদ সহগ
இருவகைப் பரவல்,দ্বিপদ বিতৰণ
ஈருறுப்புச் சமன்பாடு,দ্বিপদ সমীকৰণ
ஈருறுப்பு விரிவாக்கம்,দ্বিপদ সম্প্ৰসাৰণ
ஈருறுப்பு வெளிப்பாடு,দ্বিপদ অভিব্যক্তি
ஈருறுப்பு சீரற்ற மாறி,দ্বিপদ ৰেণ্ডম চলক
ஈருறுப்பு தேற்றம்,দ্বিপদ উপপাদ্য
இரு பிரிவு,দ্বিখণ্ড
பிரித்தல் முறை,দ্বিখণ্ডন পদ্ধতি
இருவகை,দ্বিখণ্ড
இருமுறை,biserial
பிட்,বিট
இருவகை இருவகைப் பரவல்,দ্বিচলকীয় দ্বিপদ বিতৰণ
இருவகை தொடர்பு குணகம்,দ্বিচলকীয় সম্পৰ্ক সহগ
இருவகை விநியோகம்,দ্বিচলকীয় বিতৰণ
இருவகை சாதாரண விநியோகம்,দ্বিচলকীয় স্বাভাৱিক বিতৰণ
பைவெக்டர்,বাইভেক্টৰ
போல்ட்ஸ்மேன் சமன்பாடு,বোল্টজমেন সমীকৰণ
பூலியன் இயற்கணிதம்,বুলিয়ান বীজগণিত
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,Bose - আইনষ্টাইন পৰিসংখ্যা
எல்லை நிலை,সীমাৰ অৱস্থা
எல்லை அடுக்கு,সীমা স্তৰ
எல்லைக் கோடு,সীমাৰেখা
எல்லை மதிப்பு,সীমা মূল্য
எல்லை மதிப்பு பிரச்சனை,সীমা মূল্যৰ সমস্যা
வரையறுக்கப்பட்ட செயல்பாடு,সীমাবদ্ধ ফলন
கட்டுப்பட்ட அணி,সীমাবদ্ধ মেট্ৰিক্স
எல்லைக்குட்பட்ட பகுதி,সীমাবদ্ধ অঞ্চল
வரையறுக்கப்பட்ட தொகுப்பு,সীমাবদ্ধ ছেট
பிரவுனிய இயக்கம்,ব্ৰাউনিয়ান গতি
கணக்கிட,গণনা কৰ
கணக்கிடுகிறது,গণনা কৰা
கணக்கிடும் இயந்திரம்,গণনা কৰা মেচিন
கணக்கீடு,গণনা কৰা
கணக்கீட்டு செயல்முறை,গণনামূলক পদ্ধতি
கால்குலேட்டர்,কেলকুলেটৰ
கால்குலஸ்,কেলকুলাছ
மாறுபாட்டின் கணக்கீடு,তাৰতম্যৰ কেলকুলাছ
கலோரி,কেলৰি
ரத்து சட்டம்,বাতিল আইন
நியமன சமன்பாடு,কেননিক সমীকৰণ
நியமன வடிவம்,কেননিক ৰূপ
நியமன அணி,কেননিক মেট্ৰিক্স
கேன்டர் செட்,কেন্টৰ ছেট
கேண்டரின் மும்முனைத் தொகுப்பு,কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট
திறன் கொண்ட போக்குவரத்து பிரச்சனை,ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা
திறன்,ক্ষমতা
தந்துகி விசை,কেপিলাৰী বল
கார்டினல் எண்,কাৰ্ডিনেল নম্বৰ
கார்ட்டீசியன் அச்சுகள்,কাৰ্টেছিয়ান অক্ষ
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,কাৰ্টেছিয়ান স্থানাংক
கார்ட்டீசியன் தயாரிப்பு,কাৰ্টেছিয়ান উৎপাদন
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,গোটৰ কাৰ্টেছিয়ান উৎপাদক
வழக்கு ஆய்வு,কেছ ষ্টডি
பேரழிவு ஏற்ற இறக்கம்,বিপৰ্যয়জনক উঠা-নমা
கேடனரி,কেটেনাৰী
காச்சி விநியோகம்,কাউচি বিতৰণ
கௌச்சி சூத்திரம்,কাউচি সূত্ৰ
Cauchy Goursat தேற்றம்,কৌচি গৌৰছাট উপপাদ্য
Cauchy Rimann நிபந்தனைகள்,কাউচি ৰিমেন চৰ্ত
கௌச்சி வரிசை,ক&#39;চি ক্ৰম
Cauchy ஒருங்கிணைந்த,কৌচি অবিচ্ছেদ্য
Cauchy முதன்மை மதிப்பு,কাউচি প্ৰধান মূল্য
கௌச்சி எச்ச தேற்றம்,ক’চি অৱশিষ্ট উপপাদ্য
கெய்லி ஹாமில்டன் தேற்றம்,কেলি হেমিল্টন উপপাদ্য
வானுலக,আকাশী দেহ
வான அளவீடு,আকাশী জোখ
வான இயக்கவியல்,আকাশী যান্ত্ৰিকতা
வான பொருள்,আকাশী বস্তু
செல் அலைவரிசை,কোষ কম্পাঙ্ক
மக்கள் தொகை கணக்கெடுப்பு,লোকপিয়ল
சென்டைல்,চেন্টাইল
சென்டிமீட்டர்,চেন্টিমিটাৰ
சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு,চেণ্টিমিটাৰ গ্ৰাম দ্বিতীয় ব্যৱস্থা
மத்திய,কেন্দ্ৰীয়
மைய அச்சு,কেন্দ্ৰীয় অক্ষ
மைய வேறுபாடு,কেন্দ্ৰীয় পাৰ্থক্য
மைய வேறுபாடு சூத்திரம்,কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ
மைய வேறுபாடு அட்டவணை,কেন্দ্ৰীয় পাৰ্থক্য টেবুল
மத்திய வரம்பு தேற்றம்,কেন্দ্ৰীয় সীমা উপপাদ্য
மைய தருணம்,কেন্দ্ৰীয় মুহূৰ্ত
மத்திய செயலாக்க அலகு (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
மைய போக்கு,কেন্দ্ৰীয় প্ৰৱণতা
மையம்,কেন্দ্ৰ
ஈர்ப்பு மையம்,মাধ্যাকৰ্ষণ কেন্দ্ৰ
குழுவின் மையம்,গোটৰ কেন্দ্ৰ
வெகுஜன மையம்,ভৰৰ কেন্দ্ৰ
சமச்சீர் மையம்,প্ৰতিসমতাৰ কেন্দ্ৰ
மையவிலக்கு விசை,কেন্দ্ৰপৃথক বল
மையவிலக்கு விசை,কেন্দ্ৰিক বল
மையப்பகுதி,কেন্দ্ৰবিন্দু
உறுதி,নিশ্চয়তা
cgs அமைப்பு,cgs ব্যৱস্থা
cgs அலகு,cgs ইউনিট
வேறுபாட்டின் சங்கிலி விதி,পাৰ্থক্যৰ শৃংখল নিয়ম
வாய்ப்பு காரணங்கள்,আকস্মিক কাৰণ
வாய்ப்பு நகர்கிறது,chance moves
அச்சுகளின் மாற்றம்,অক্ষৰ পৰিৱৰ্তন
அடிப்படை மாற்றம்,ভিত্তিৰ পৰিৱৰ্তন
ஒழுங்கு மாற்றம்,ক্ৰম সলনি কৰা
பண்பு குணகம்,বৈশিষ্ট্য সহগ
தீர்மானிக்கும்,নিৰ্ণায়ক
சிறப்பியல்பு சமன்பாடு,বৈশিষ্ট্যপূৰ্ণ সমীকৰণ
பண்பு செயல்பாடு,বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য
மடக்கையின் சிறப்பியல்பு,লগাৰিদমৰ বৈশিষ্ট্য
பண்பு பல்லுறுப்புக்கோவை,বৈশিষ্ট্যপূৰ্ণ বহুপদ
பண்பு மதிப்பு,বৈশিষ্ট্যপূৰ্ণ মূল্য
பண்பு திசையன்,বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ
எழுத்துத் தொகுப்பு,আখৰৰ গোট
விளக்கப்படம்,তালিকা
சி-சதுர விநியோகம்,কাই-স্কেয়াৰ বিতৰণ
சி-சதுர சூத்திரம்,কাই-বৰ্গ সূত্ৰ
சி-சதுர சோதனை,কাই-স্কেয়াৰ পৰীক্ষা
நாண்,কৰ্ড
நாண்-பிரித்தல் முறை,কৰ্ড-বাইছেকচন পদ্ধতি
மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி),চাইফাৰ বাৰ্তা (=ক&#39;ড কৰা বাৰ্তা)
மறைக்குறியீடு (பூஜ்ஜியம்),চাইফাৰ (শূন্য)
வட்டம்,বৃত্ত
ஒன்றிணைந்த வட்டம்,অভিসৰণৰ বৃত্ত
சுற்று அணி,বৰ্তনী মেট্ৰিক্স
வட்ட,বৃত্তাকাৰ
வட்ட அறிகுறி,বৃত্তাকাৰ এছিম্পটট
வட்ட சுருளி,বৃত্তাকাৰ হেলিক্স
வட்ட இயக்கம்,বৃত্তাকাৰ গতি
சுற்று மையம்,circumcentre
வட்ட வட்டம்,circumcircle কৰা হৈছে
சுற்றம்,circumscribe কৰক
சுற்றத்தார்,পৰিসীমাবদ্ধ
சுற்றப்பட்ட வட்டம்,circumscribed বৃত্ত
கிளாசிக்கல் கழித்தல் நுட்பம்,ধ্ৰুপদী ডিডক্টিভ কৌশল
கிளாசிக்கல் இயக்கவியல்,ধ্ৰুপদী গতিশীলতা
கிளாசிக்கல் தேர்வுமுறை,ধ্ৰুপদী অনুকূলন
பாரம்பரிய அழிவு பிரச்சனை,ধ্ৰুপদী ধ্বংস সমস্যা
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,ধ্ৰুপদী পৰিসংখ্যা বলবিজ্ঞান
பிழைகளின் வகைப்பாடு,ভুলৰ শ্ৰেণীবিভাজন
வகுப்பு இடைவெளி,শ্ৰেণীৰ ব্যৱধান
வகுப்பு இடைவெளி அலகு,শ্ৰেণী-ব্যৱধান একক
வகுப்பு வரம்பு,শ্ৰেণী সীমা
கடிகாரகடிகாரச்சுற்று,ঘড়ীৰ কাঁটাৰ দিশত
குளோபன் (= மூடிய மற்றும் திறந்த),clopen (= বন্ধ আৰু খোলা)
மூடப்பட்டது,বন্ধ কৰা হৈছে
மூடிய குவிந்த மேலோடு,বন্ধ উত্তল ঢাল
மூடிய கன சதுரம்,বন্ধ ঘনক
மூடிய வளைவு,বন্ধ বক্ৰ
மூடப்பட்ட டொமைன்,বন্ধ ডমেইন
மூடிய உருவம்,বন্ধ চিত্ৰ
மூடிய இடைவெளி,বন্ধ ব্যৱধান
மூடப்பட்ட பகுதி,বন্ধ অঞ্চল
மூடிய தொகுப்பு,বন্ধ চেট
மூடிய மேற்பரப்பு,বন্ধ পৃষ্ঠ
மூடல்,বন্ধ কৰা
மூடல் ஆபரேட்டர்,বন্ধ অপাৰেটৰ
மூடல் புள்ளி (= தொடர்பு புள்ளி),বন্ধ বিন্দু (= সংস্পৰ্শ বিন্দু)
மூடல் நிலைப்பாடு,বন্ধ কৰাৰ প্ৰস্তাৱনা
மூடல் தொகுப்பு,বন্ধ কৰা ছেট
கொத்து புள்ளி,ক্লাষ্টাৰ পইণ্ট
கொத்து மாதிரி,ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা
கொத்து தொகுப்பு,ক্লাষ্টাৰ ছেট
கோஆக்சியல் வட்டங்கள்,সমাক্ষীয় বৃত্ত
கோஆக்சியல் பரவளையங்கள்,সমাক্ষীয় পেৰাবোলা
கோஆக்சியல் விமானங்கள்,সমাক্ষীয় সমতল
கோஆக்சியல் முக்கோணங்கள்,সমাক্ষীয় ত্ৰিভুজ
கோப் - டக்ளஸ் செயல்பாடு,কব - ডগলাস ফাংশন
குறியீட்டு முறை,ক&#39;ডিং
தரவு குறியீட்டு முறை,তথ্যৰ ক&#39;ডিং
இணை டொமைன்,সহ-ডমেইন
குணகம் அணி,সহগ মেট্ৰিক্স
தொடர்பு குணகம்,সম্পৰ্কৰ সহগ
நிர்ணய குணகம்,নিৰ্ণয়ৰ সহগ
நெகிழ்ச்சி குணகம்,স্থিতিস্থাপকতাৰ সহগ
விரிவாக்க குணகம்,প্ৰসাৰণৰ সহগ
உராய்வு குணகம்,ঘৰ্ষণৰ সহগ
