Kannada,Marathi
ನಿಯೋಜನೆ,असाइनमेंट
ಸಂಘ,संघटना
ಸಹಾಯಕ ವಿಳಾಸ,सहयोगी पत्ता
ಸಹಾಯಕ ಸ್ಮರಣೆ,सहयोगी स्मृती
ಆಸ್ಟರಿಕ್,asteric
ಅಸಮ್ಮಿತ,असममित
ಅಸಮಕಾಲಿಕ,असिंक्रोनस
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,असिंक्रोनस हस्तांतरण
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),एसिंक्रोनस ट्रान्सफर मोड (एटीएम)
ಪರಮಾಣು,अणू
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,संलग्न दस्तऐवज
ಲಗತ್ತಿಸಲಾದ ಕಡತ,संलग्न फाइल
ಬಾಂಧವ್ಯ,संलग्नक
ಗುಣಲಕ್ಷಣ,विशेषता
ಆಡಿಯೋ,ऑडिओ
ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ऑडिट प्रोग्रामिंग
ಆಡಿಟ್ ಟ್ರಯಲ್,तपासणीचे सूत्र
ವರ್ಧನೆ,वाढ
ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,प्रमाणीकरण प्रोटोकॉल
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,ऑथरिंग सिस्टम
ಅಧಿಕಾರ,अधिकृतता
ಸ್ವಯಂ ಅಮೂರ್ತ,स्वयं गोषवारा
ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ,ऑटोबूटिंग
ಆಟೋಕ್ಯಾಡ್,ऑटोकॅड
ಸ್ವಯಂ ಲಾಗ್ ಆನ್,ऑटोलॉग चालू
ಸ್ವಯಂಚಾಲಿತ,स्वयंचलित
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,ऑटोमेटा सिद्धांत
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,स्वयंचलित संगणन
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,स्वयंचलित डेटा प्रक्रिया
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,स्वयंचलित त्रुटी सुधारणा
ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ,स्वयंचलित कार्य
ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ,स्वयंचलित अनुक्रमणिका
ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ,स्वयंचलित लायब्ररी कॉल
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,स्वयंचलित प्रोग्रामिंग
ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ,स्वयंचलित पुनर्प्राप्ती कार्यक्रम
ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ,स्वयंचलित दिनचर्या
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,स्वयंचलित प्रणाली पुनर्प्राप्ती
ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM),स्वयंचलित टेलर मशीन (एटीएम)
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,ऑटोमेशन
ಸ್ವಚಾಲಿತ,ऑटो प्ले
ಸ್ವಯಂ ಉಳಿಸಿ,स्वयं जतन करा
ಸಹಾಯಕ,सहाय्यक
ಸಹಾಯಕ ಸ್ಮರಣೆ,सहाय्यक मेमरी
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,सहायक स्टोरेज
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,उपलब्ध यादी
ಲಭ್ಯವಿರುವ ಸಮಯ,उपलब्ध वेळ
ಸರಾಸರಿ,सरासरी
awk (ಭಾಷೆ),awk (भाषा)
ಬ್ಯಾಕೆಂಡ್,बॅकएंड
ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್,बॅकएंड प्रोसेसर
ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ,बॅकफेस काढणे
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,पार्श्वभूमी प्रक्रिया
ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ,बॅकिंग स्टोअर
ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್,बॅकपॅचिंग
ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್,बॅकस्पेस
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,बॅकट्रॅकिंग
ಬ್ಯಾಕ್ ಅಪ್,बॅकअप
ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ,बॅकअप मेमरी
ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ,मागास त्रुटी पुनर्प्राप्ती
ಆಯವ್ಯಯ ಪಟ್ಟಿ,ताळेबंद
ಬ್ಯಾಂಡ್,बँड
ಬ್ಯಾಂಡ್ ಅಗಲ,बँड रुंदी
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,बँकरचा अल्गोरिदम
ಬಾರ್ ಕೋಡ್,बार कोड
ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,बार कोड स्कॅनर
ಬಾರ್ ಗ್ರಾಫ್,बार आलेख
ಮೂಲ ವಿಳಾಸ,मूळ पत्ता
ಬೇಸ್ ಬ್ಯಾಂಡ್,बेस बँड
ಮೂಲ ಸಂಖ್ಯೆ,आधार क्रमांक
ಬೇಸ್ ಟೇಬಲ್,बेस टेबल
ಬೇಸಿಕ್,बेसिक
ಮೂಲ ನಿಯಂತ್ರಣ,मूलभूत नियंत्रण
ಮೂಲ ಇನ್ಪುಟ್,मूलभूत इनपुट
ಮೂಲ ಸೂಚನೆ,मूलभूत सूचना
ಮೂಲ ಔಟ್ಪುಟ್,मूलभूत आउटपुट
ಮೂಲ ಹಂತ,मूलभूत पायरी
ಬ್ಯಾಚ್,तुकडी
ಬ್ಯಾಚ್ ಫೈಲ್,बॅच फाइल
ಬ್ಯಾಚ್ ಸ್ಥಾನ,बॅच स्थिती
ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ,बॅच प्रक्रिया
ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ,बॅच सिस्टम
ಬಾಡ್,बॉड
ಬೌಡ್ ದರ,बॉड दर
ಕಿರಣ,तुळई
ಮಾನದಂಡ,बेंचमार्क
ದ್ವಿಮುಖ ಸಂವಹನ,द्विदिश संप्रेषण
ದ್ವಿಮುಖ ಲಿಂಕ್,द्विदिश दुवा
ಬೈನರಿ ಕೋಡ್,बायनरी कोड
ದ್ವಿಮಾನ ಅಂಕಿ,बायनरी अंक
ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),बायनरी इनपुट आउटपुट सिस्टम (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,बायनरी संख्या
ಬೈನರಿ ಆಪರೇಟರ್,बायनरी ऑपरेटर
ದ್ವಿಮಾನ ಸಂಬಂಧ,बायनरी संबंध
ಬೈನರಿ ಹುಡುಕಾಟ,बायनरी शोध
ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST),बायनरी सर्च ट्री (BST)
ಬೈನರಿ ವರ್ಗಾವಣೆ,बायनरी हस्तांतरण
ಅವಳಿ ಮರ,बायनरी झाड
ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ,द्विध्रुवीय मेमरी
ಜನನ ಮರಣ ಮಾದರಿ,जन्म मृत्यू मॉडेल
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,जन्म मृत्यू प्रक्रिया
ಸ್ವಲ್ಪ,बिट
ಸ್ವಲ್ಪ ತಪ್ಪು,थोडा दोष
ಬಿಟ್ ನಕ್ಷೆ,बिट नकाशा
ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP),बिट मॅप पिक्सेल (BMP)
ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,बिट मॅट्रिक्स
ಬಿಟ್ ಮಾದರಿ,बिट नमुना
ಬಿಟ್ ಸ್ಥಾನ,बिट स्थिती
ಬಿಟ್ ದರ,बिट दर
ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ,ब्लॅक बॉक्स चाचणी
ಮಿಟುಕಿಸುವುದು,लुकलुकणे
ಬ್ಲಾಕ್,ब्लॉक
ಬ್ಲಾಕ್ ಸಂಗ್ರಹ,ब्लॉक कॅशे
ಬ್ಲಾಕ್ ಚೆಕ್,ब्लॉक चेक
ಬ್ಲಾಕ್ ನಕಲು,ब्लॉक कॉपी
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,ब्लॉक आकृती
ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್,ब्लॉकिंग नेटवर्क
ಬೋರ್ಡ್,बोर्ड
ಪುಸ್ತಕ ಗುರುತು,पुस्तक चिन्ह
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,बुलियन बीजगणित
ಬೂಲಿಯನ್ ಸಂಬಂಧ,बुलियन संबंध
ಬೂಟ್ ವಿಭಾಗ,बूट विभाजन
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,बूट strapping
ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,बूट-स्ट्रॅप लोडर
ಸೇತುವೆ,पूल
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್,ब्रॉडबँड नेटवर्किंग
ಪ್ರಸಾರ,प्रसारण
ರೇಡಿಯೋ ಪ್ರಸಾರ,रेडिओ प्रसारित करा
ಬ್ರೌಸ್,ब्राउझ करा
ಬ್ರೌಸರ್,ब्राउझर
ಬಿ-ಟ್ರೀ,बी-वृक्ष
ಬಬಲ್ ಮೆಮೊರಿ,बबल मेमरी
ಬಬಲ್ ರೀತಿಯ,बबल क्रमवारी
ಬಕೆಟ್,बादली
ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ,मित्र प्रणाली
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,बजेट प्रभावी नियंत्रण
ಬಫರ್,बफर
ದೋಷ,किडा
ಬಸ್,बस
ಬೈಟ್,बाइट
ಬೈಟ್ ಕೋಡ್,बाइट कोड
ಸಿ,c
C++,C++
ಸಂಗ್ರಹ,कॅशे
ಸಂಗ್ರಹ ಬಫರ್,कॅशे बफर
ಸಂಗ್ರಹ ಮೆಮೊರಿ,कॅशे मेमरी
ಲೆಕ್ಕಾಚಾರ,गणना
ಕ್ಯಾಲ್ಕುಲೇಟರ್,कॅल्क्युलेटर
ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,कॅल्क्युलेटर चिप
ಕರೆ,कॉल
ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ,नावाने कॉल करा
ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ,संदर्भानुसार कॉल करा
ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ,मूल्यानुसार कॉल करा
ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ,व्हेरिएबल्सद्वारे कॉल करा
ಕರೆ ಗೇಟ್,कॉल गेट
ರದ್ದುಮಾಡು,रद्द करा
ರದ್ದು ಬಟನ್,रद्द करा बटण
ಅಂಗೀಕೃತ,प्रामाणिक
ಅಂಗೀಕೃತ ರೂಪ,प्रामाणिक स्वरूप
ಸಾಮರ್ಥ್ಯ,क्षमता
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,क्षमता यादी
ಸಾಮರ್ಥ್ಯ,क्षमता
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,कॅप्स लॉक की
ಕಾರ್ಡ್,कार्ड
ಕಾರ್ಡ್ ರೀಡರ್,कार्ड रीडर
ಕಾರ್ಡಿನಲಿಟಿ,मुख्यत्वे
ವಾಹಕ,वाहक
ವಾಹಕ ಬ್ಯಾಂಡ್,वाहक बँड
ವಾಹಕ ಲೋಡ್,वाहक लोड
ವಾಹಕ ಸಂಕೇತ,वाहक सिग्नल
ವಾಹಕ ತರಂಗ,वाहक लहर
ಒಯ್ಯುತ್ತಾರೆ,वाहून नेणे
ಅಂಕೆ ಸಾಗಿಸಿ,कॅरी अंक
ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ,ध्वज घेऊन जा
ಕಾರ್ಟ್ರಿಡ್ಜ್ ಡಿಸ್ಕ್,काडतूस डिस्क
ಕ್ಯಾಸ್ಕೇಡ್,कॅस्केड
ಪ್ರಕರಣ,केस
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),कॅथोड रे ट्यूब (सीआरटी)
ಕ್ಯಾಥೋಡ್ ರೇ ಟ್ಯೂಬ್ (CRT),कॅथोड रे ट्यूब (सीआरटी)
ಸಿಡಿ ರಾಮ್ ಡಿಸ್ಕ್ ಡ್ರೈವ್,CD ROM डिस्क ड्राइव्ह
ಜೀವಕೋಶ,सेल
ಸೆಲ್ ಅನಿಮೇಷನ್,सेल अॅनिमेशन
ಸೆಲ್ಯುಲಾರ್ ಫೋನ್,भ्रमणध्वनी
ಕೇಂದ್ರ ಸ್ಮರಣೆ,केंद्रीय स्मृती
ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,केंद्रीकृत प्रणाली
ಪ್ರಮಾಣೀಕೃತ ಟೇಪ್,प्रमाणित टेप
ಸರಪಳಿ,साखळी
ಸರಣಿ ಡೇಟಾ,साखळी डेटा
ಸರಪಳಿಯ ಕೊಂಡಿ,साखळी दुवा
ಚೈನ್ನಿಂಗ್,चेनिंग
ಚಾನಲ್,चॅनल
ಚಾನೆಲ್ ಬ್ಯುಸಿ ಟೋನ್,चॅनेल व्यस्त टोन
