Malayalam,Assamese
ദ്വാരക കാലഘട്ടം,দ্বাৰক যুগ
വെർച്വൽ പവർ,ভাৰ্চুৱেল শক্তি
വയർ കണക്ഷൻ,তাঁৰৰ সংযোগ
ഏകദേശ വോൾട്ടേജ് നേട്ടം,আনুমানিক ভোল্টেজ লাভ
ആംസ്ട്രോങ് മോഡുലേറ്റർ,আৰ্মষ্ট্ৰং মডুলেটৰ
ആന്റിന അറേ,এন্টেনা এৰে
"വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം","আকাৰৰ অনুপাত, দৃষ্টি অনুপাত"
ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്),ভাসমান বৰ্তনী (মুক্ত অপাৰেটিং বৰ্তনী)
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ,ভাসমান মাল্টিভাইব্ৰেটৰ
അസമമായ ജംഗ്ഷൻ,অসমতাপূৰ্ণ সংযোগস্থল
അസിൻക്രണസ് കാൽക്കുലേറ്റർ,এচিনক্ৰ&#39;নাছ কেলকুলেটৰ
ആണവ,পাৰমাণৱিক
ആറ്റോമിക നമ്പർ,পাৰমাণৱিক সংখ্যা
ആറ്റോമിക് ഘടന,পাৰমাণৱিক গঠন
ഓഡിയോ ആംപ്ലിഫയർ,অডিঅ&#39; এম্প্লিফায়াৰ
ഓഡിയോ ആംപ്ലിഫയർ,অডিঅ&#39; এম্প্লিফায়াৰ
ഓഡിയോ കാസറ്റ്,অডিঅ&#39; কেছেট
ഓഡിയോ സർക്യൂട്ട്,অডিঅ&#39; বৰ্তনী
കേൾക്കാവുന്ന ആവൃത്തി,শ্ৰৱণযোগ্য কম্পাঙ্ক
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰণ
ഹിമപാതം,হিমস্খলন
ശരാശരി ഡിറ്റക്ടർ,গড় ডিটেক্টৰ
അക്ഷീയ മോഡ്,অক্ষীয় ধৰণ
അക്ഷീയ അനുപാതം,অক্ষীয় অনুপাত
ആന്റിന,এন্টেনা
ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,পিছলৈ ইলেক্ট্ৰ&#39;ম&#39;টিভ বল
പിൻ പ്രദേശം,পিছফালৰ অঞ্চল
തിരികെ ചിതറിക്കിടക്കുക,পিছলৈ বিক্ষিপ্ততা
പശ്ചാത്തല ചാർജ്,পটভূমি চাৰ্জ
സൈഡ് ശബ്ദം,কাষৰ শব্দ
പിന്നോക്കാവസ്ഥ,ৰেট্ৰ&#39;গ্ৰেছন
പിൻഭാഗത്തെ വികിരണം,পশ্চাৎ বিকিৰণ
ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്,বেকৱাৰ্ড ডাইঅ&#39;ড / বেকৱাৰ্ড ডাইঅ&#39;ড
ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ,পিছলৈ তৰংগ দোলক
"തടസ്സം, തടസ്സം","বাধা, বাধা"
തടസ്സം,বাধাগ্ৰস্ততা
സമതുലിതമായ പാലം,সুষম দলং
സമതുലിതമായ മോഡുലേറ്റർ,সুষম মডুলেটৰ
സമതുലിതമായ മോഡുലേറ്റർ,সুষম মডুলেটৰ
സമതുലിതമായ സർക്യൂട്ട്,সুষম বৰ্তনী
സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ,ভাৰসাম্যপূৰ্ণ গ্ৰেডিয়েণ্ট ডিটেক্টৰ
നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം,কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স
ബൊലോമീറ്റർ,বলোমিটাৰ
ബോലോമീറ്റർ പാലം,বলোমিটাৰ দলং
ബലൂണ്,বেলুন
ബനാന ജാക്ക്,কল জেক
ബനാന പ്ലഗ്,কল প্লাগ
"ബാൻഡ്, ബാൻഡേജ്","বেণ্ড, বেণ্ডেজ"
ബാൻഡ് ഡ്രൈവർ,বেণ্ড ড্ৰাইভাৰ
ബാൻഡ് ഊർജ്ജം,বেণ্ড শক্তি
ബാൻഡ് വിടവ്,বেণ্ড গেপ
ബാഡ്പാർക്ക് ആംപ്ലിഫയർ,badpark এম্প্লিফায়াৰ
ബാൻഡ് പാസ് ഫിൽട്ടർ,বেণ্ড পাছ ফিল্টাৰ
ബോഡ് റേറ്റ് ജനറേറ്റർ,বড হাৰ জেনেৰেটৰ
ബാൻഡ് ഡിസ്പെർഷൻ,banddispersion
ബാൻഡ് റെസിസ്റ്റർ,বেণ্ড ৰেজিষ্টৰ
ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ,বেণ্ড ব্ৰেকাৰ ফিল্টাৰ
ബാൻഡ് വിപുലീകരണം,বেণ্ড সম্প্ৰসাৰণ
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,বেণ্ড আঁতৰোৱা ফিল্টাৰ
ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ,বেণ্ড এক্সপান্সন ডিফ্লেকচন মাল্টিপ্লাইয়াৰ
ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ,বেণ্ড সম্প্ৰসাৰণ দূৰত্ব বহুগুণক
"ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ","ৰশ্মি কেপাচিটৰ, বেংক কেপাচিটৰ"
"ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്","বাৰ্কাৰ কোড, বাৰ্কাৰ কোড"
barravaugen മാനദണ്ഡം,barravaugen মাপকাঠী
ബാരേറ്റർ,বেৰেটৰ
തടസ്സം,বাধা
ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ,ইনচুলেটিং কেপাচিটৰ
തടസ്സം ഊർജ്ജം,বাধা শক্তি
റെസിസ്റ്റർ വോൾട്ടേജ്,ৰেজিষ্টৰ ভল্টেজ
ബാർട്ട്ലെറ്റ് വിൻഡോ,বাৰ্টলেট উইণ্ড&#39;
"അടിസ്ഥാനം, അടിസ്ഥാനം","ভিত্তি, ভিত্তি"
അടിസ്ഥാന ബാൻഡ്,বেচ বেণ্ড
അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ,বেচ বেণ্ড ট্ৰেন্সমিছন
അടിസ്ഥാന ചാർജ്,ভিত্তি চাৰ্জ
അടിസ്ഥാന കറന്റ്,বেচ কাৰেণ্ট
അടിസ്ഥാന നിലവിലെ ഉറവിടം,ভিত্তি বিদ্যুৎ প্ৰবাহৰ উৎস
അടിസ്ഥാന കത്രിക,বেচ শ্বিয়াৰিং
ആധാർ മദൻ,আধাৰ মদন
അടിസ്ഥാന എമിറ്റർ ഫീഡ്,বেচ এমিটাৰ ফিড
അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ,বেচ এমিটাৰ জংচন
അടിസ്ഥാന കുത്തിവയ്പ്പ്,বেচ ইনজেকচন
ഗ്രൗണ്ട് ലൈൻ,গ্ৰাউণ্ড লাইন
അടിസ്ഥാന പ്രതിരോധം,ভিত্তি ৰেজিষ্টেন্স
അടിസ്ഥാന ഉറവിടം,ভিত্তি উৎস
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,ভিত্তি প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
അടിസ്ഥാന കനം,ভিত্তিৰ বেধ
അടിസ്ഥാന പ്രവേശനം,ভিত্তি অভিগম
"ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ","ভিত্তি প্ৰস্থ মডুলেচন, ভিত্তি সম্প্ৰসাৰণ মডুলেচন"
അടിസ്ഥാന കളക്ടർ ഉടമ്പടി,ভিত্তি সংগ্ৰাহক চুক্তি
മണം,গোন্ধ
ബാസ് ആവൃത്തി,বেছ ফ্ৰিকুৱেন্সি
ബാറ്ററി,বেটাৰি
ബൗഡ്,baud
ബാഡ് നിരക്ക്,বড হাৰ
ബോഡ് റേറ്റ് ജനറേറ്റർ,বড হাৰ জেনেৰেটৰ
ബോഡോ കോഡ്,বডো ক&#39;ড
"സിഗ്നൽ, ബീക്കൺ","সংকেত, বিকন"
"മാണിക, ബീഡ്","মণিকা, বিড"
മാനിക് കപ്പാസിറ്റർ,মেনিক কেপাচিটৰ
മണികർത്താപി റെസിസ്റ്ററുകൾ,মণিকাৰতাপি ৰেজিষ্টৰ
"ബീം ആന്റിന, ബീം ആന്റിന","ৰশ্মি এন্টেনা, ৰশ্মি এন্টেনা"
ബീം ഡിറ്റക്ടർ,ৰশ্মি ডিটেক্টৰ
ബീം പവർ ഹോസ്,ৰশ্মি শক্তিৰ নলী
ബീം സ്വിച്ചിംഗ് നോസിലുകൾ,ৰশ্মি চুইচিং নজেল
ബീം വികാസം,ৰশ্মি প্ৰসাৰণ
അടി ആവൃത്തി,বিট ফ্ৰিকুৱেন্সি
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ,বিট-ফ্ৰিকুৱেন্সি অচিলেটৰ
പൾസ് ഓസിലേറ്റർ,পালছ দোলক
മണി,বেল
വളയുന്ന നഷ്ടം,বেণ্ডিং লছ
ബെസൽ ഫിൽട്ടർ,বেচেল ফিল্টাৰ
ബീറ്റ,বিটা
b-h വക്രം,খ-হ বক্ৰ
"പക്ഷപാതം, പക്ഷപാതം","bias, পক্ষপাতিত্ব"
ബയസ് കറന്റ്,বায়াছ কাৰেণ্ট
പക്ഷപാത പ്രതിരോധം,বায়াছ ৰেজিষ্টেন্স
ഇരട്ട ആന്റിന,ডাবল এন্টেনা
ദ്വിദിശ ലോഡ് കറന്റ്,দ্বিমুখী লোড কাৰেণ্ট
ദ്വിദിശ ആന്റിന,দ্বিমুখী এন্টেনা
ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്,দ্বিমুখী পোহৰ নিৰ্গত কৰা ডাইঅ&#39;ড
ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ,দ্বিমুখী থাইৰিষ্টৰ
bi FET സാങ്കേതികവിദ്യ,bi FET প্ৰযুক্তি
ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ,বাই পইণ্ট ট্ৰেন্সফৰ্মাৰ
ഇരട്ട സംയോജനം,ডাবল ফিউজন
ഉഭയകക്ഷി സർക്യൂട്ട്,দ্বিপাক্ষিক বৰ্তনী
ബൈനറി,বাইনাৰী
ബൈനറി തുക,বাইনাৰী যোগফল
ബൈനറി സർക്യൂട്ട്,বাইনাৰী বৰ্তনী
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,বাইনাৰী ক&#39;ড কৰা দশমিক
ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം,বাইনাৰী ক&#39;ড কৰা দশমিক ব্যৱস্থা
ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ,বাইনাৰী ডাইপোল কেপাচিটৰ
ബൈനറി കാൽക്കുലേറ്റർ,বাইনাৰী কেলকুলেটৰ
ബൈനറി കാൽക്കുലേറ്റർ,বাইনাৰী কেলকুলেটৰ
ബൈനറി ഡീകോഡർ,বাইনাৰী ডিকোডাৰ
ബൈനറി ഗോവണി,বাইনাৰী জখলা
ബൈനറി പാത്തോമീറ്റർ,বাইনাৰী পেথ&#39;মিটাৰ
ബൈനറി അവസ്ഥ,বাইনাৰী অৱস্থা
ബൈനറി-ഡെസിമൽ ഡീകോഡർ,বাইনাৰী-দশমিক ডিকোডাৰ
ബൈനറി ലോഡ്,বাইনাৰী লোড
ബൈനറി വാക്കുകൾ,বাইনাৰী শব্দ
ബൈപോളാർ,বাইপোলাৰ
ബൈപോളാർ കപ്പാസിറ്റർ,বাইপোলাৰ কেপাচিটৰ
ബൈപോളാർ ഉപകരണം,বাইপোলাৰ ডিভাইচ
ബൈപോളാർ ഉറവിടം,বাইপোলাৰ উৎস
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,বাইপোলাৰ ট্ৰেঞ্জিষ্টৰ
ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,বাইপোলাৰ জংচন ট্ৰেঞ্জিষ্টৰ
ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ,দ্বিঘাত ফিল্টাৰ
ഇരട്ട സ്ഥാനം,ডাবল পজিচন
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ
ദ്വിദിശ റിലേ,দ্বিমুখী ৰিলে
രണ്ട്-ഘട്ട സംസ്ഥാനം,দুটা পৰ্যায়ৰ অৱস্থা
രണ്ട്-സ്ഥാന ട്രിഗർ,দুটা অৱস্থানৰ ট্ৰিগাৰ
ബിറ്റ് പിശക്,বিট ভুল
ബിറ്റ് പിശക് നിരക്ക്,বিট ভুলৰ হাৰ
ബിറ്റ് പിശക്,বিট ভুল
ബിറ്റ്കാൽ പിശക്,bitkal ত্ৰুটি
അന്ധമായ പെട്ടി,অন্ধ বাকচ
ഘനീഭവിച്ച പൾസ്,ঘনীভূত স্পন্দন
സ്രഷ്ടാവ്,নিঃসৰণকাৰী
സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ,নিঃসৰণ প্ৰতিৰোধক
അന്ധത,অন্ধতা
സെഗ്മെന്റ് ഡയഗ്രം,ছেগমেণ্ট ডায়াগ্ৰাম
തടസ്സം തടയൽ,ব্লক কৰা ইম্পিডেন্স
ശകലം കൈമാറ്റം,ফ্ৰেগমেণ্ট ট্ৰেন্সফাৰ
തടസ്സപ്പെടുത്തുക,ইন্টাৰচেপ্ট
തടയൽ കപ്പാസിറ്റർ,ৰেজিষ্টৰ কেপাচিটৰ
റെസിസ്റ്റർ കപ്പാസിറ്റർ,ৰেজিষ্টৰ কেপাচিটৰ
തടയുന്ന ഓസിലേറ്റർ,ব্লক কৰা দোলক
തടയുന്ന ഓസിലേറ്റർ,ৰেজিষ্টৰ দোলক
റെസിസ്റ്റർ വോൾട്ടേജ്,ৰেজিষ্টৰ ভল্টেজ
ഊതുന്നയാൾ,ব্ল&#39;ৱাৰ
ബോഡ് ഡയഗ്രം,বোড ডায়াগ্ৰাম
വോൾട്ട്സ്മാൻ ബന്ധം,voltzmann সম্পৰ্ক
വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം,voltzmann ধ্ৰুৱক
ബോണ്ട്,বান্ধোন
ബന്ധിത സ്ട്രെയിൻ ഗേജ്,বান্ধি ৰখা ষ্ট্ৰেইন গেজ
സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ,স্ব-সহায়ক এম্প্লিফায়াৰ
ബൂളിയൻ ബീജഗണിതം,বুলিয়ান বীজগণিত
ബൂളിയൻ സമവാക്യം,বুলিয়ান সমীকৰণ
ബൂട്ട് സ്ട്രാപ്പൺ,বুট ষ্ট্ৰেপন
ബൂത്തിന്റെ അൽഗോരിതം,বুথৰ এলগৰিদম
ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്,বুটষ্ট্ৰেপ প্ৰিজম বৰ্তনী
bosscutts ഭരണം,bosscutts শাসন কৰে
ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്,বসু-চৌধাৰী হকেনহাম (BCH) কোড
"ചാടുക, ചാടുക","জপিয়াই, জপিয়াই"
ബന്ധിത ഇലക്ട്രോൺ,বান্ধ খাই থকা ইলেক্ট্ৰন
ബ്രാഗ് റിഫ്ലക്ടർ,bragg প্ৰতিফলক
ഇഴചേർന്ന വയർ,আন্তঃসংলগ্ন তাঁৰ
ശാഖ,শাখা
ശാഖകൾ,শাখা-প্ৰশাখা
പരീക്ഷണ ബോർഡ്,পৰীক্ষা বৰ্ড
ബ്രേക്ക് സോൺ,ব্ৰেক জ&#39;ন
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ভল্টেজ ভাঙি যোৱা
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,ব্ৰেকডাউন ডাইঅ&#39;ড
ഒടിവ് പരിഹരിക്കൽ,ভাঙন স্থিৰকৰণ
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ভল্টেজ ভাঙি যোৱা
പാലം,সেঁতু
പാലം റക്റ്റിഫയർ,ব্ৰীজ ৰেক্টিফায়াৰ
വിശാലമായ ബാൻഡ്,বহল বেণ্ড
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,সম্প্ৰচাৰ বেণ্ড
ആസ്ട്രൽ അറേ,নক্ষত্ৰীয় এৰে
പ്രക്ഷേപണം,সম্প্ৰচাৰ
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,সম্প্ৰচাৰ এন্টেনা
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,সম্প্ৰচাৰ গ্ৰাহক
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,কম্পাঙ্ক সম্প্ৰচাৰ গ্ৰাহক
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,সম্প্ৰচাৰ ট্ৰেন্সমিটাৰ
ബൂസ്റ്റർ ആന്റിന,বুষ্টাৰ এন্টেনা
ബസ് ആന്റിന,বাছ এন্টেনা
ബ്രഷ് നിമജ്ജനം,ব্ৰাছ বিসৰ্জন
ബബ്ലിംഗും ഗേറ്റും,bubbling AND গেট
ബുദ്ബുദു അല്ലെങ്കിൽ ഗേറ്റ്,বুডবুডু বা গেট
ബബ്ലി മെമ്മറി,বুদবুদযুক্ত স্মৃতিশক্তি
വോൾട്ടേജ് നഷ്ടപരിഹാരം,ক্ষতিপূৰণমূলক ভল্টেজ
ബഫർ,বাফাৰ
ബഫർ ആംപ്ലിഫയർ,বাফাৰ এম্প্লিফায়াৰ
ബഫർ സർക്യൂട്ട്,বাফাৰ বৰ্তনী
ബഫർ ഓപ്പറേറ്റർ,বাফাৰ অপাৰেটৰ
ബഫർ രജിസ്റ്റർ,বাফাৰ ৰেজিষ্টাৰ
ബൾബ്,বাল্ব
ജനസംഖ്യാ പ്രഭാവം,জনসংখ্যাৰ প্ৰভাৱ
മാക്രോ അർദ്ധചാലക ഉപകരണം,মেক্ৰ&#39; অৰ্ধপৰিবাহী যন্ত্ৰ
കുല,মুঠি
മുങ്ങിയ കൈമാറ്റം,ডুব যোৱা বিনিময়
മുങ്ങിയ പാളി,ডুব যোৱা স্তৰ
മുങ്ങിയ കോൺടാക്റ്റ്,ডুব যোৱা সংস্পৰ্শ
സ്ഫോടന ആംപ്ലിഫയർ,ব্লাষ্ট এম্প্লিফায়াৰ
സ്ഫോടന കവർ,ব্লাষ্ট কভাৰ
സ്ഫോടനം വെടിവയ്പ്പ്,ব্লাষ্ট ফায়াৰিং
സ്ഫോടനം ഡോർ ആംപ്ലിഫയർ,বিস্ফোৰণ দুৱাৰ এম্প্লিফায়াৰ
ബർസ്റ്റ് മോഡ്,বাৰ্ষ্ট মোড
സ്ഫോടനം സെപ്പറേറ്റർ,বিস্ফোৰণ বিভাজক
സ്ഫോടന സിഗ്നൽ,বিস্ফোৰণ সংকেত
ബർസ്റ്റ് പിശക് തിരുത്തൽ കോഡ്,বাৰ্ষ্ট ভুল সংশোধক ক&#39;ড
മതി,বাছ
ബസ് ബാർ,বাছ বাৰ
ബസ് സംഘടന,বাছ সংস্থা
ബസ് സ്റ്റാൻഡേർഡ്,বাছৰ মানদণ্ড
വെറും നൈമിഷികം,মাত্ৰ ক্ষণিক
വെണ്ണ മൂല്യമുള്ള ഫിൽട്ടർ,ফিল্টাৰৰ মূল্যৰ মাখন
bnc വയർ,bnc তাঁৰ
BNC ജോയിന്റർ,বিএনচি জইণ্টাৰ
വഴിയിൽ,বাই-ৱে
ബൈപാസ് കപ്പാസിറ്റർ,বাইপাছ কেপাচিটৰ
ബൈറ്റ്,বাইট
വി ബാൻഡ്,ভি বেণ্ড
സി ബാൻഡ് ആന്റിന,C বেণ্ড এন্টেনা
വയർ,তাঁৰ
വയർ റൂട്ടിംഗ്,তাঁৰৰ ৰুটিং
ടെലിഗ്രാഫ് ടെലിവിഷൻ,টেলিগ্ৰাফ টেলিভিছন
കാഷെ മെമ്മറി,কেশ্ব মেমৰি
സിസിം ഫ്രീക്വൻസി സ്റ്റാൻഡേർഡ്,ছিছিম ফ্ৰিকুৱেন্সি ষ্টেণ্ডাৰ্ড
കാൽക്കുലേറ്റർ,কেলকুলেটৰ
കാലിബ്രേഷൻ,মানাংকন
കോൾ വിലാസം,কল ঠিকনা
കോൾപിറ്റ് ഓസിലേറ്റർ,কলপিট দোলক
ക്യാം കോർഡറുകൾ,কেম কৰ্ডাৰ
ക്യാമറ,কেমেৰা
ക്യാമറ ഹോസ്,কেমেৰাৰ নলী
കാൻഡല,কেণ্ডেলা
മെഴുകുതിരി ശക്തി,মমবাতিৰ শক্তি
കാന്റിലിവർ സ്ട്രെയിൻ ഗേജ്,কেন্টিলিভাৰ ষ্ট্ৰেইন গেজ
പിടിക്കുന്നു,ধৰি ৰখা
കപ്പാസിറ്റൻസ് രക്തസമ്മർദ്ദം ട്രാൻസ്ഡ്യൂസർ,ৰক্তচাপ ট্ৰেন্সডুচাৰ
ഹോൾഡിംഗ് ഡിസ്ട്രിബ്യൂട്ടർ,ধাৰণকাৰী বিতৰক
ഉടമ്പടി നിലനിർത്തൽ,চুক্তি ধাৰণ কৰা
കപ്പാസിറ്റൻസ് ഗേജ്,ধাৰণক্ষমতা গেজ
പിടിക്കുന്ന കളക്ടർ,ধৰি ৰখা সংগ্ৰাহক
കപ്പാസിറ്റൻസ് പ്രതിപ്രവർത്തനം,ধাৰণক্ষমতা বিক্ৰিয়াশীলতা
"കപ്പാസിറ്റീവ് എനർജി കൺവെർട്ടർ, ട്രാൻസ്ഡ്യൂസർ","কেপাচিটিভ এনাৰ্জি কনভাৰ্টাৰ, ট্ৰেন্সডুচাৰ"
കപ്പാസിറ്റർ,কেপাচিটৰ
കപ്പാസിറ്റർ ബാങ്ക്,কেপাচিটৰ বেংক
കപ്പാസിറ്റർ ഫിൽട്ടർ,কেপাচিটৰ ফিল্টাৰ
കപ്പാസിറ്റർ ഇൻപുട്ട് ഫിൽട്ടർ,কেপাচিটৰ ইনপুট ফিল্টাৰ
വിഞ്ച് മോട്ടോർ,উইঞ্চ মটৰ
പുള്ളി സെർവോ ബോഡി,পুলি চাৰ্ভো বডি
ചാർക്കി,চৰখী
പിടിക്കുക,বন্দী কৰা
ക്യാപ്‌ചർ വിഭാഗം,capture clause
