Kannada,Bengali
ವಾಯುಬಲವಿಜ್ಞಾನ,বায়ুগতিবিদ্যা
ಅಫೈನ್ ಜ್ಯಾಮಿತಿ,affine জ্যামিতি
ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್,affine ম্যাপিং
ಅಫೈನ್ ರೂಪಾಂತರ,affine রূপান্তর
ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ,একত্রিত ভেরিয়েবল
ಬೀಜಗಣಿತ,বীজগণিত
ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ,বীজগণিতভাবে বন্ধ
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,বীজগণিত সমীকরণ
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,বীজগাণিতিক এক্সপ্রেশন
ಬೀಜಗಣಿತ ರೂಪ,বীজগাণিতিক ফর্ম
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,বীজগণিতীয় ফাংশন
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,বীজগণিত জ্যামিতি
ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ,বীজগণিতের বহুত্ব
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,বীজগণিত ব্যবস্থা
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,সমস্ত পূর্ণসংখ্যা সমস্যা
ಹಂಚಿಕೆ ಸಮಸ್ಯೆ,বরাদ্দ সমস্যা
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,বর্ণানুক্রমিক স্বরলিপি
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,বর্ণানুক্রমিক অক্ষর
ಪರ್ಯಾಯ ಕೋನ,বিকল্প কোণ
ಪರ್ಯಾಯ ರೂಪ,বিকল্প ফর্ম
ಪರ್ಯಾಯ ಗುಂಪು,বিকল্প গোষ্ঠী
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,বিকল্প ম্যাট্রিক্স
ಪರ್ಯಾಯ ಸರಣಿ,বিকল্প সিরিজ
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,বিকল্প অনুমান
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ,বিকল্প অপটিমা
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,বিকল্প ফলাফল
ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ,এনালগ থেকে ডিজিটাল রূপান্তরকারী
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,অ্যানালগ কম্পিউটার
ವಿಶ್ಲೇಷಣೆ,বিশ্লেষণ
ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ,সহভক্তির বিশ্লেষণ
ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,গণনা তথ্য বিশ্লেষণ
ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ,বৈচিত্র্যের বিশ্লেষণ
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,বিশ্লেষণাত্মক জ্যামিতি
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,বিশ্লেষণমূলক ফাংশন
ಕೋನ,কোণ
ಸಂಪರ್ಕದ ಕೋನ,যোগাযোগের কোণ
ವಿಚಲನ ಕೋನ,বিচ্যুতি কোণ
ಖಿನ್ನತೆಯ ಕೋನ,বিষণ্নতা কোণ
ವಿಚಲನ ಕೋನ,বিচ্যুতি কোণ
ವಿವರ್ತನೆಯ ಕೋನ,বিবর্তন কোণ
ಎತ್ತರದ ಕೋನ,উচ্চতা কোণ
ಘಟನೆಯ ಕೋನ,ঘটনার কোণ
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,অভিক্ষেপ কোণ
ಪ್ರತಿಬಿಂಬದ ಕೋನ,প্রতিফলন কোণ
ವಕ್ರೀಭವನದ ಕೋನ,প্রতিসরণ কোণ
ತಿರುಗುವಿಕೆಯ ಕೋನ,ঘূর্ণন কোণ
ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ,মোট প্রতিফলনের কোণ
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,কৌণিক ত্বরণ
ಕೋನೀಯ ಚಲನೆ,কৌণিক গতি
ಕೋನೀಯ ವೇಗ,কৌণিক গতি
ಕೋನೀಯ ವೇಗ,কৌণিক বেগ
ವಾರ್ಷಿಕ,অ্যানুলাস
ಉತ್ತರ,উত্তর
ವಿರೋಧಿ ಉತ್ಪನ್ನ,বিরোধী – ডেরিভেটিভ
ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ,অপ্রতিসম ফাংশন
ಅನ್ವಯಿಸುವ,প্রযোজ্য
ಅಪ್ಲಿಕೇಶನ್,আবেদন
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,প্রয়োগ করা জ্যামিতি
ಅನ್ವಯಿಕ ಗಣಿತ,ফলিত গণিত
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,ফলিত পরিসংখ্যান
ಸರಿಸುಮಾರು,আন্দাজ
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,প্রায় একটানা ফাংশন
ಅಂದಾಜು ವಿಧಾನ,আনুমানিক পদ্ধতি
ಅಂದಾಜು ಪರಿಹಾರ,আনুমানিক সমাধান
ಅಂದಾಜು ಸಮಸ್ಯೆ,আনুমানিক সমস্যা
ಅಂದಾಜು ಆಸ್ತಿ,আনুমানিক সম্পত্তি
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,যোগ্যতা পরীক্ষার ব্যাটারি
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,Argand ডায়াগ্রাম
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,নির্বিচারে নির্বাচিত
ನಿರಂಕುಶ,ইচ্ছামত
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,নির্বিচারে ধ্রুবক
ಅನಿಯಂತ್ರಿತ ಅಂಶ,নির্বিচারে উপাদান
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,নির্বিচারে পয়েন্ট
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,আর্কিমিডিয়ান আইন
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,আর্কিমিডিসের নীতি
ಆರ್ಕ್ ಉದ್ದ,চাপ দৈর্ঘ্য
ವೃತ್ತದ ಚಾಪ,বৃত্তের চাপ
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,আর্ক সাইন ডিস্ট্রিবিউশন
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,চাপ সাইন রূপান্তর
ಪ್ರದೇಶ,এলাকা
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,আঞ্চলিক টেক্সচার
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,জটিল সংখ্যার যুক্তি
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,গাণিতিক গড়
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,গাণিতিক অপারেশন
ಅಂಕಗಣಿತದ ಘಟಕ,পাটিগণিত একক
ವ್ಯವಸ್ಥೆ,ব্যবস্থা
ಶ್ರೇಣಿ,অ্যারে
ಕೃತಕ ಉಪಗ್ರಹ,কৃত্রিম উপগ্রহ
ಕೃತಕ ವೇರಿಯಬಲ್,কৃত্রিম পরিবর্তনশীল
ಏರು,আরোহণ
ಆರೋಹಣ,আরোহী
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,মাত্রার আরোহী ক্রম
ಆರೋಹಣ ಸರಣಿ,আরোহী সিরিজ
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,সংযোজনকারী ভাষা
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,নিয়োগ সমস্যা
ಸಹಾಯಕ ಕಾನೂನು,সহযোগী আইন
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,অপারেটরদের সহযোগী আইন
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,সহযোগী অপারেশন
ಸಹಭಾಗಿತ್ವ,সহযোগীতা
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ধরে নেওয়া গড়
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,অনুমান সম্ভাব্যতা বন্টন
ಊಹೆ,ধৃষ্টতা
ಜ್ಯೋತಿಷ್ಯ,জ্যোতিষশাস্ত্র
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,মহাকাশচারী প্রকৌশলী
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,জ্যোতির্বিজ্ঞানী
ಖಗೋಳ ಗಡಿಯಾರ,জ্যোতির্বিদ্যা ঘড়ি
ಖಗೋಳಶಾಸ್ತ್ರ,জ্যোতির্বিদ্যা
ಅಸಮವಾದ ಕರ್ವ್,অপ্রতিসম বক্ররেখা
ಅಸಿಮ್ಮೆಟ್ರಿ,অসমতা
ಲಕ್ಷಣರಹಿತ,উপসর্গ
ಲಕ್ಷಣರಹಿತ,অ্যাসিম্পোটিক
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,লক্ষণগতভাবে দক্ষ অনুমানকারী
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,asymptotically নিরপেক্ষ অনুমানকারী
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,অ্যাসিম্পোটিক আচরণ
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,অ্যাসিম্পোটিক সম্প্রসারণ
ವಾತಾವರಣದ ಒತ್ತಡ,বায়ুমণ্ডলীয় চাপ
ಯಾದೃಚ್ಛಿಕವಾಗಿ,এলোমেলোভাবে
ಗುಣಲಕ್ಷಣ,বৈশিষ্ট্য
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,বৈশিষ্ট্য নমুনা পদ্ধতি
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,অগমেন্টেড ম্যাট্রিক্স
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,স্বয়ংক্রিয় সম্পর্ক সহগ
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,স্বয়ংক্রিয় সম্পর্ক ফাংশন
ಆಟೋಕೋವೇರಿಯನ್ಸ್,স্বয়ংক্রিয়তা
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,স্বয়ংক্রিয় কম্পিউটার
ಸ್ವಯಂ ಹಿನ್ನಡೆ,অটোরিগ্রেশন
ಸಹಾಯಕ ಸಮೀಕರಣ,সহায়ক সমীকরণ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ)
ಮೂಲತತ್ವ,স্বতঃসিদ্ধ
ಅಕ್ಷೀಯ ವಿಧಾನ,স্বতঃসিদ্ধ পদ্ধতি
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,সম্ভাব্যতার স্বতঃসিদ্ধ
ಅಕ್ಷರೇಖೆ,অক্ষ
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,আবসিসার অক্ষ
ಭೂಮಿಯ ಅಕ್ಷ,পৃথিবীর অক্ষ
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,বিপ্লবের অক্ষ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ঘূর্ণনের অক্ষ
ಸ್ಪಿನ್ ಅಕ್ಷ,ঘূর্ণনের অক্ষ
ಬ್ಯಾಕ್-ಬದಲಿ,ফিরে প্রতিস্থাপন
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,পশ্চাদপদ পার্থক্য
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,পশ্চাদগামী-ইন্টারপোলেশন সূত্র
ಸಮತೋಲನ,ভারসাম্য
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,সুষম নকশা
ಆಯವ್ಯಯ ಪಟ್ಟಿ,ব্যালেন্স শীট
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,ক্ষেপণাস্ত্র
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,ব্যালিস্টিক
ಬಾರ್,বার
ಬೇಸ್,ভিত্তি
ಮೂಲ ಕೋನ,ভিত্তি কোণ
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,লগারিদমের ভিত্তি
ಮೂಲಭೂತ,মৌলিক
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,মৌলিক সম্ভাব্য সমাধান
ಮೂಲ ಪರಿಹಾರ,মৌলিক সমাধান
ಮೂಲ ವೇರಿಯಬಲ್,মৌলিক পরিবর্তনশীল
ಆಧಾರದ,ভিত্তি
ಆಧಾರ ಅಂಶ,ভিত্তি উপাদান
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ভিত্তি ম্যাট্রিক্স
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,একটি ভেক্টর স্থান ভিত্তি
ಉಪಸ್ಥಳದ ಆಧಾರ,সাবস্পেস ভিত্তি
ಬೇಸಿಯನ್ ಅಂದಾಜು,Bayesian অনুমান
ಬೇಯ್ಸ್ ಕಾನೂನು,বেইস আইন
ಬೇಯಸ್ ಪ್ರಮೇಯ,বেইসের উপপাদ্য
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,বার্নোলি বিতরণ
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,বার্নোলি নম্বর
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,Bernoulli সম্ভাব্যতা ফাংশন
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,বার্নউলির সমীকরণ
ಬೆರ್ರಿ ಕಾರ್ಯ,বেরি ফাংশন
ಅತ್ಯುತ್ತಮ ಫಿಟ್,শ্রেষ্ঠ মিল
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,সেরা - ফিট লাইন
ಉತ್ತಮ ಪರಿಹಾರ,সেরা সমাধান
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,সেরা কৌশল
ಬೀಟಾ ವಿತರಣೆ,বিটা বিতরণ
ಪಕ್ಷಪಾತ,পক্ষপাত
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,পক্ষপাতমূলক অনুমান
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,বিহারমোনিক সমীকরণ
ಬೈಜೆಕ್ಷನ್,দ্বিখণ্ডন
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,দ্বিমুখী মানচিত্র
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,দ্বিমুখী ম্যাপিং
ಬೈಲಿನಿಯರ್ ರೂಪ,বাইলিনিয়ার ফর্ম
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,বাইলিনিয়ার ফাংশন
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,বাইলিনিয়ার হারমিটিয়ান ফর্ম
ಅವಳಿ,বাইনারি
ಬೈನರಿ ಕೋಡ್,বাইনারি কোড
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,বাইনারি কোডেড দশমিক
ಬೈನರಿ ಕೋಡಿಂಗ್,বাইনারি কোডিং
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,বাইনারি কম্পিউটার
ದ್ವಿಮಾನ ಅಂಕಿ,বাইনারি সংখ্যা
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,বাইনারি অপারেশন
ಬೈನರಿ ಸಿಸ್ಟಮ್,বাইনারি সিস্টেম
ಬೈನರಿ ವೇರಿಯಬಲ್,বাইনারি পরিবর্তনশীল
ದ್ವಿಪದ ಗುಣಾಂಕ,দ্বিপদ সহগ
ದ್ವಿಪದ ವಿತರಣೆ,দ্বিপদ ডিস্ট্রিবিউশন
ದ್ವಿಪದ ಸಮೀಕರಣ,দ্বিপদ সমীকরণ
ದ್ವಿಪದ ವಿಸ್ತರಣೆ,দ্বিপদ সম্প্রসারণ
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,দ্বিপদ অভিব্যক্তি
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ದ್ವಿಪದ ಪ್ರಮೇಯ,দ্বিপদ উপপাদ্য
ಇಬ್ಭಾಗ,দ্বিখণ্ডন
ವಿಭಜನಾ ವಿಧಾನ,দ্বিখণ্ডিত পদ্ধতি
ದ್ವಿಭಾಜಕ,দ্বিখণ্ডিত
ಬೈಸೀರಿಯಲ್,biserial
ಸ್ವಲ್ಪ,বিট
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ,দ্বিপদ দ্বিপদ বণ্টন
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,bivariate পারস্পরিক সম্পর্ক সহগ
ದ್ವಿಗುಣ ವಿತರಣೆ,দ্বিমুখী বন্টন
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ,দ্বিমুখী স্বাভাবিক বন্টন
ಬೈವೆಕ್ಟರ್,bivector
ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ,বোল্টজম্যান সমীকরণ
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,বুলিয়ান বীজগণিত
ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,বোস-আইনস্টাইন পরিসংখ্যান
ಗಡಿ ಸ್ಥಿತಿ,সীমানার অবস্থা
ಗಡಿ ಪದರ,সীমানা স্তর
ಗಡಿ ರೇಖೆ,সীমান
ಗಡಿ ಮೌಲ್ಯ,সীমানা মান
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,সীমানা মান সমস্যা
ಸೀಮಿತ ಕಾರ್ಯ,আবদ্ধ ফাংশন
ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,আবদ্ধ ম্যাট্রিক্স
ಗಡಿ ಪ್ರದೇಶ,আবদ্ধ অঞ্চল
ಸೀಮಿತ ಸೆಟ್,আবদ্ধ সেট
ಬ್ರೌನಿಯನ್ ಚಲನೆ,ব্রোমিন
ಲೆಕ್ಕಾಚಾರ,গণনা করা
ಲೆಕ್ಕಾಚಾರ,গণনা করা
ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ,গননা যন্ত্র
ಲೆಕ್ಕಾಚಾರ,গণনা
ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ,গণনা পদ্ধতি
ಕ್ಯಾಲ್ಕುಲೇಟರ್,ক্যালকুলেটর
ಕಲನಶಾಸ್ತ್ರ,ক্যালকুলাস
ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ,পরিবর্তনের ক্যালকুলাস
ಕ್ಯಾಲೋರಿ,ক্যালোরি
ರದ್ದತಿ ಕಾನೂನು,বাতিল আইন
ಅಂಗೀಕೃತ ಸಮೀಕರಣ,ক্যানোনিকাল সমীকরণ
ಅಂಗೀಕೃತ ರೂಪ,ক্যানোনিকাল ফর্ম
ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ক্যানোনিকাল ম্যাট্রিক্স
ಕ್ಯಾಂಟರ್ ಸೆಟ್,ক্যান্টর সেট
ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್,Cantor এর ত্রিনারি সেট
ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ,ক্যাপাসিটেড পরিবহন সমস্যা
ಸಾಮರ್ಥ್ಯ,ক্ষমতা
ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ,কৈশিক বল
ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ,অঙ্কবাচক সংখ্যা
ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು,কার্টেসিয়ান অক্ষ
ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು,কার্টেসিয়ান স্থানাঙ্ক
ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,কার্টিজিয়ান পণ্য
ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ,সেটের কার্টেসিয়ান পণ্য
ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ,কেস স্টাডি
ದುರಂತದ ಏರಿಳಿತ,বিপর্যয়কর ওঠানামা
ಕ್ಯಾಟೆನರಿ,ক্যাটেনারি
ಕೌಚಿ ವಿತರಣೆ,কচি বন্টন
ಕೌಚಿ ಸೂತ್ರ,কচি সূত্র
ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ,Cauchy Goursat উপপাদ্য
ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು,কচি রিম্যানের শর্ত
ಕೌಚಿ ಅನುಕ್ರಮ,কচি সিকোয়েন্স
