Gujarati,Kannada
બેરિંગ ક્ષમતા,ತಾಳಿಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
બેરિંગ ખૂંટો,ಬೇರಿಂಗ್ ಪೈಲ್
બેરિંગ સ્ટ્રેટમ,ಬೇರಿಂಗ್ ಸ್ಟ್ರಾಟಮ್
પથારી,ಹಾಸಿಗೆ
પથારીનું વિમાન,ಹಾಸಿಗೆ ವಿಮಾನ
બેડ સંયુક્ત,ಬೆಡ್ ಜಂಟಿ
બેડ રોક,ಬೆಡ್ ರಾಕ್
બેડ રૂમ,ಮಲಗುವ ಕೋಣೆ
મીણ,ಜೇನುಮೇಣ
બેલ બોક્સ,ಬೆಲ್ ಬಾಕ್ಸ್
બેલિંગ ડોલ,ಬೆಲ್ಲಿಂಗ್ ಬಕೆಟ್
બેલોફ્રેમ,ಬೆಲ್ಲೋಫ್ರಾಮ್
બેન્ચ્ડ ફાઉન્ડેશન,ಬೆಂಚ್ಡ್ ಅಡಿಪಾಯ
બેન્ચિંગ,ಬೆಂಚಿಂಗ್
બેન્ચ માર્ક,ಮಾನದಂಡ
લાભ ખર્ચ વિશ્લેષણ,ಲಾಭದ ವೆಚ್ಚದ ವಿಶ್ಲೇಷಣೆ
બેર્મ,ಬೆರ್ಮ್
બેવેલ્ડ બંધ,ಬೆವೆಲ್ಡ್ ಮುಚ್ಚುವಿಕೆ
"B-ક્ષિતિજ,&quot;B-","ಬಿ-ಹಾರಿಜಾನ್,&quot;ಬಿ-"
બાયટ,ಬಿಯಾಟ್
બાઈન્ડર,ಬೈಂಡರ್
બંધનકર્તા સામગ્રી,ಬೈಂಡಿಂಗ್ ವಸ್ತು
બાયોટનો સિદ્ધાંત,ಬಯೋಟ್ ಸಿದ್ಧಾಂತ
બીટુમેન,ಬಿಟುಮೆನ್
કાળી કપાસની માટી,ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
કાળી પૃથ્વી,ಕಪ್ಪು ಭೂಮಿ
કાળી જડિયાંવાળી જમીન,ಕಪ್ಪು ಟರ್ಫ್ ಮಣ್ಣು
બ્લેડ,ಬ್ಲೇಡ್
બ્લાસ્ટ ફર્નેસ સ્લેગ સિમેન્ટ,ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್ ಸಿಮೆಂಟ್
બ્લોકી માળખું,ಬ್ಲಾಕ್ ರಚನೆ
બોગી પ્રતિકાર,ಬೋಗಿ ಪ್ರತಿರೋಧ
બોગ-આયર્ન ઓર,ಬಾಗ್-ಕಬ್ಬಿಣದ ಅದಿರು
બોન્ડ,ಕರಾರುಪತ್ರ
બંધાયેલા સભ્ય,ಬಂಧಿತ ಸದಸ್ಯ
બોન્ડેડ પોસ્ટ ટેન્શનિંગ,ಬಂಧಿತ ಪೋಸ್ಟ್ ಟೆನ್ಷನಿಂಗ್
બોન્ડ પથ્થર,ಬಾಂಡ್ ಕಲ್ಲು
બંધાયેલ પાણી,ಬೌಂಡ್ ನೀರು
બોક્સ ગટર,ಬಾಕ್ಸ್ ಗಟರ್
તાણવું,ಬ್ರೇಸ್
ઈંટ પર ધાર,ಬ್ರಿಕ್ ಆನ್ ಎಡ್ಜ್
બ્રિડલ,ಬ್ರಿಡ್ಲ್
તેજ,ಹೊಳಪು
બ્રાઉન માટી,ಕಂದು ಮಣ್ಣು
બિલ્ડીંગ,ಕಟ್ಟಡ
બિલ્ડીંગ સર્વેયર,ಕಟ್ಟಡ ಸರ್ವೇಯರ್
બફર,ಬಫರ್
બફર વળાંક,ಬಫರ್ ಕರ್ವ್
બફરિંગ,ಬಫರಿಂಗ್
બફરિંગ ક્ષમતા,ಬಫರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
બંદર,ಬಂದರ್
બટ્રેસ,ಬಟ್ರೆಸ್
સી-ક્ષિતિજ,ಸಿ-ಹಾರಿಜಾನ್
કેબલ,ಕೇಬಲ್
કેબલ મોલ્ડિંગ,ಕೇಬಲ್ ಮೋಲ್ಡಿಂಗ್
કેબલિંગ,ಕೇಬಲ್ ಹಾಕುವುದು
કેબિન,ಕ್ಯಾಬಿನ್
કેબિન હૂક,ಕ್ಯಾಬಿನ್ ಹುಕ್
કેબિનેટ,ಕ್ಯಾಬಿನೆಟ್
કેબોલ્ટે છોડી દીધું,ಕಾಬೋಲ್ಟ್ ತೊರೆದರು
કાફેટેરિયા,ಕೆಫೆಟೇರಿಯಾ
કેજ,ಪಂಜರ
પાંજરાનું બાંધકામ,ಪಂಜರ ನಿರ್ಮಾಣ
કાઈનનું સૂત્ર,ಕೇನ್ ಅವರ ಸೂತ್ರ
કેસોન,ಕೈಸನ್
કેસોન રોગ,ಕೈಸನ್ ಕಾಯಿಲೆ
કેસોન ફાઉન્ડેશન,ಕೈಸನ್ ಅಡಿಪಾಯ
Caisson ખૂંટો,ಕೈಸನ್ ರಾಶಿ
કેલ્કેરિયસ ઈંટ,ಸುಣ್ಣದ ಇಟ್ಟಿಗೆ
કેલ્કેરિયસ માટી,ಸುಣ್ಣದ ಜೇಡಿಮಣ್ಣು
કેલ્કેરિયસ પોપડો,ಕ್ಯಾಲ್ಕೇರಿಯಸ್ ಕ್ರಸ್ಟ್
કેલ્સિફિકેશન,ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್
કેલ્સિનેશન,ಕ್ಯಾಲ್ಸಿನೇಷನ್
કેલ્સિન,ಕ್ಯಾಲ್ಸಿನ್
કેલ્સાઇટ,ಕ್ಯಾಲ್ಸೈಟ್
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,ಕ್ಯಾಲ್ಸಿಯಂ-ಅಲ್ಯೂಮಿನೇಟ್ ಸಿಮೆಂಟ್
કેલ્શિયમ-સિલિકેટ ઈંટ,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಇಟ್ಟಿಗೆ
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,ಕ್ಯಾಲ್ಸಿಯಂ-ಸಿಲಿಕೇಟ್ ಹೈಡ್ರೇಟ್
કેલિચે,ಕ್ಯಾಲಿಚೆ
કેલિફોર્નિયા બેરિંગ રેશિયો,ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ ಬೇರಿಂಗ್ ಅನುಪಾತ
કેલિપર,ಕ್ಯಾಲಿಪರ್
કેલરીમીટર,ಕ್ಯಾಲೋರಿಮೀಟರ್
કેમ્બર,ಕ್ಯಾಂಬರ್
કેનાલ,ಕಾಲುವೆ
કેનોપી,ಮೇಲಾವರಣ
કેન્ટિલવર ફૂટિંગ,ಕ್ಯಾಂಟಿಲಿವರ್ ಫೂಟಿಂಗ್
કેપ,ಕ್ಯಾಪ್
ક્ષમતા,ಸಾಮರ್ಥ್ಯ
એઇલ ટ્રેકની ક્ષમતા,ಏಲ್ ಟ್ರ್ಯಾಕ್ ಸಾಮರ್ಥ್ಯ
કેપ કેબલ,ಕ್ಯಾಪ್ ಕೇಬಲ್
કેપિલેરિટી,ಕ್ಯಾಪಿಲ್ಲರಿಟಿ
કેશિલરી વિરામ,ಕ್ಯಾಪಿಲ್ಲರಿ ಬ್ರೇಕ್
કેશિલરી પ્રવાહ,ಕ್ಯಾಪಿಲ್ಲರಿ ಹರಿವು
કેશિલરી ભેજ અથવા કેશિલરી પાણી,ಕ್ಯಾಪಿಲ್ಲರಿ ತೇವಾಂಶ ಅಥವಾ ಕ್ಯಾಪಿಲ್ಲರಿ ನೀರು
કેશિલરી છિદ્ર જગ્યા,ಕ್ಯಾಪಿಲ್ಲರಿ ರಂಧ್ರದ ಜಾಗ
કેશિલરી છિદ્રાળુતા,ಕ್ಯಾಪಿಲ್ಲರಿ ಸರಂಧ್ರತೆ
કેશિલરી જગ્યા,ಕ್ಯಾಪಿಲ್ಲರಿ ಸ್ಪೇಸ್
કેપ્ચર વેગ,ಕ್ಯಾಪ್ಚರ್ ವೇಗ
કાર્બોનેશન,ಕಾರ್ಬೊನೇಶನ್
કાર્બન બ્લેક,ಕಾರ್ಬನ್ ಕಪ್ಪು
કાસ્ટબલ રીફ્રેક્ટરી,ಕ್ಯಾಸ್ಟ್ಬಲ್ ವಕ್ರೀಕಾರಕ
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ ಅಥವಾ ಬಿತ್ತರಿಸಿದ ಸ್ಥಳದಲ್ಲಿ
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,ಎರಕಹೊಯ್ದ ರಾಶಿ
એરંડા,ಕ್ಯಾಸ್ಟರ್
કાસ્ટ પથ્થર,ಎರಕಹೊಯ್ದ ಕಲ್ಲು
ઉત્પ્રેરક,ವೇಗವರ್ಧಕ
કેટેના,ಕ್ಯಾಟೆನಾ
બિલાડીનો ચહેરો,ಬೆಕ್ಕಿನ ಮುಖ
બિલાડીનું માથું,ಬೆಕ್ಕಿನ ತಲೆ
કેશન,ಕ್ಯಾಶನ್
કેટ વોક,ಬೆಕ್ಕಿನ ನಡಿಗೆ
પોલાણ નુકસાન,ಗುಳ್ಳೆಕಟ್ಟುವಿಕೆ ಹಾನಿ
સેલાઇટ,ಸೆಲೈಟ್
સેલ્યુલર કોંક્રિટ,ಸೆಲ್ಯುಲಾರ್ ಕಾಂಕ್ರೀಟ್
સેલ્યુલર બાંધકામ,ಸೆಲ್ಯುಲಾರ್ ನಿರ್ಮಾಣ
સિમેન્ટ,ಸಿಮೆಂಟ್
"સિમેન્ટ, બિટ્યુમિનસ","ಸಿಮೆಂಟ್, ಬಿಟುಮಿನಸ್"
"સિમેન્ટ, ઉચ્ચ તાકાત","ಸಿಮೆಂಟ್, ಹೆಚ್ಚಿನ ಶಕ್ತಿ"
"સિમેન્ટ, હાઇડ્રોલિક","ಸಿಮೆಂಟ್, ಹೈಡ್ರಾಲಿಕ್"
"સિમેન્ટ, ઓછી ગરમી","ಸಿಮೆಂಟ್, ಕಡಿಮೆ ಶಾಖ"
"સિમેન્ટ, ચણતર","ಸಿಮೆಂಟ್, ಕಲ್ಲು"
"સિમેન્ટ, કુદરતી","ಸಿಮೆಂಟ್, ನೈಸರ್ಗಿಕ"
"સિમેન્ટ, પોર્ટલેન્ડ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಬ್ಲಾಸ್ಟ್ ಫರ್ನೇಸ್ ಸ್ಲ್ಯಾಗ್"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","ಸಿಮೆಂಟ್, ಪೋರ್ಟ್ಲ್ಯಾಂಡ್ ಪೊಝೋಲನ್"
"સિમેન્ટ, સ્લેગ","ಸಿಮೆಂಟ್, ಸ್ಲ್ಯಾಗ್"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","ಸಿಮೆಂಟ್, ಸಲ್ಫೇಟ್ ನಿರೋಧಕ"
"સિમેન્ટ, સુપર સલ્ફેટેડ","ಸಿಮೆಂಟ್, ಸೂಪರ್ ಸಲ್ಫೇಟ್"
"સિમેન્ટ, સફેદ","ಸಿಮೆಂಟ್, ಬಿಳಿ"
સિમેન્ટ-એગ્રિગેટ રેશિયો,ಸಿಮೆಂಟ್-ಒಟ್ಟಾರೆ ಅನುಪಾತ
સિમેન્ટ સામગ્રી,ಸಿಮೆಂಟ್ ವಿಷಯ
સિમેન્ટ જેલ,ಸಿಮೆಂಟ್ ಜೆಲ್
સિમેન્ટ બંદૂક,ಸಿಮೆಂಟ್ ಗನ್
સિમેન્ટ ભઠ્ઠી,ಸಿಮೆಂಟ್ ಗೂಡು
સિમેન્ટ પેઇન્ટ,ಸಿಮೆಂಟ್ ಬಣ್ಣ
સિમેન્ટ પ્લાસ્ટર,ಸಿಮೆಂಟ್ ಪ್ಲಾಸ್ಟರ್
સિમેન્ટ ખડક,ಸಿಮೆಂಟ್ ಕಲ್ಲು
સિમેન્ટ સ્લરી,ಸಿಮೆಂಟ್ ಸ್ಲರಿ
સિમેન્ટ સંગ્રહ,ಸಿಮೆಂಟ್ ಸಂಗ್ರಹಣೆ
સિમેન્ટેશન પ્રક્રિયા,ಸಿಮೆಂಟೇಶನ್ ಪ್ರಕ್ರಿಯೆ
સેન્ટરિંગ,ಕೇಂದ್ರೀಕರಣ
સેન્ટરિંગ અને શટરિંગ,ಕೇಂದ್ರೀಕರಿಸುವುದು ಮತ್ತು ಮುಚ್ಚುವುದು
કેન્દ્રીય મિશ્રિત કોંક્રિટ,ಕೇಂದ್ರ ಮಿಶ್ರ ಕಾಂಕ್ರೀಟ್
સેન્ટ્રલ મિક્સર,ಕೇಂದ್ರ ಮಿಕ್ಸರ್
કેન્દ્રત્યાગી ચાહક,ಕೇಂದ್ರಾಪಗಾಮಿ ಫ್ಯಾನ್
ચાક,ಚಾಕ್
ચેમ્ફર,ಚೇಂಫರ್
ચેમ્ફર સ્ટ્રીપ,ಚೇಂಫರ್ ಸ್ಟ್ರಿಪ್
ચેનલ બીમ,ಚಾನಲ್ ಕಿರಣ
લાક્ષણિક લોડ,ವಿಶಿಷ್ಟ ಲೋಡ್
લાક્ષણિકતા શક્તિ,ವಿಶಿಷ್ಟ ಶಕ್ತಿ
ચાર્જ બંધ,ಚಾರ್ಜ್ ಆಫ್
ચાર્જિંગ,ಚಾರ್ಜ್ ಆಗುತ್ತಿದೆ
તપાસવું,ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ
કેમિકલ બોન્ડ,ರಾಸಾಯನಿಕ ಬಂಧ
ચેર્નોઝેમ,ಚೆರ್ನೋಜೆಮ್
ચેસ્ટનટ માટી,ಚೆಸ್ಟ್ನಟ್ ಮಣ್ಣು
ચીમની ગટર,ಚಿಮಣಿ ಗಟಾರ
ચિપ બોર્ડ,ಚಿಪ್ ಬೋರ್ಡ್
ચીપીંગ,ಚಿಪ್ಪಿಂಗ್
ચિપ્સ,ಚಿಪ್ಸ್
ચૂટ,ಗಾಳಿಕೊಡೆ
વર્ગ (કોંક્રિટનો),ವರ್ಗ (ಕಾಂಕ್ರೀಟ್)
માટી,ಕ್ಲೇ
માટી સામગ્રી,ಕ್ಲೇ ವಿಷಯ
માટીની તપેલી,ಕ್ಲೇ ಪ್ಯಾನ್
સાફ કરો,ಕ್ಲೀನ್ಔಟ್
સાફ કરો,ಸ್ವಚ್ಛಗೊಳಿಸಿ
ક્લીટ,ಕ್ಲೀಟ್
ક્લિન્કર,ಕ್ಲಿಂಕರ್
ક્લિપ,ಕ್ಲಿಪ್
કોગ્યુલેશન,ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
બરછટ એકંદર,ಒರಟಾದ ಒಟ್ಟು
બરછટ દાણાવાળી માટી,ಒರಟಾದ ಧಾನ್ಯದ ಮಣ್ಣು
કોટ,ಕೋಟ್
કોફર ડેમ,ಕಾಫರ್ ಅಣೆಕಟ್ಟು
સંયોગ,ಒಗ್ಗಟ್ಟು
કોલોઇડ,ಕೊಲಾಯ್ಡ್
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,ಕೊಲೊಯ್ಡಲ್ ತೇವಾಂಶ ಸಮಾನ ಅನುಪಾತ
કોલોઇડલ સિસ્ટમ,ಕೊಲೊಯ್ಡಲ್ ವ್ಯವಸ್ಥೆ
કોલ્યુવિયલ માટી,ಕೊಲ್ಯುವಿಯಲ್ ಮಣ್ಣು
કૉલમ,ಅಂಕಣ
કોમ્બેડ પૂર્ણાહુતિ,ಬಾಚಣಿಗೆ ಮುಕ್ತಾಯ
સંયુક્ત પગ,ಕಂಬೈನ್ಡ್ ಫೂಟಿಂಗ್
સંયુક્ત પાણી,ಸಂಯೋಜಿತ ನೀರು
સામાન્ય રૂમ,ಸಾಮಾನ್ಯ ಕೊಠಡಿ
પૂર્ણતા પ્રમાણપત્ર,ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಪ್ರಮಾಣಪತ್ರ
ઘટક ચોરસ,ಘಟಕ ಚೌಕ
કોંક્રિટ,ಕಾಂಕ್ರೀಟ್
કન્ક્રિશન,ಕಾಂಕ್ರೀಟಿಕರಣ
એકીકૃત દર/સપાટ દર,ಏಕೀಕೃತ ದರ/ಫ್ಲಾಟ್ ದರ
દૂષકો,ಮಾಲಿನ್ಯಕಾರಕಗಳು
રસોઇ alcove,ಅಲ್ಕೋವ್ ಅಡುಗೆ
મુકાબલો,ನಿಭಾಯಿಸುವುದು
કોર્બેલ,ಕಾರ್ಬೆಲ್
કોર્નિસ,ಕಾರ್ನಿಸ್
કપલર,ಸಂಯೋಜಕ
"કપલર, ડબલ","ಕಪ್ಲರ್, ಡಬಲ್"
"કપલર, પુટલોગ","ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್"
"કપલર, સ્વીવેલ","ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್"
અભ્યાસક્રમ,ಕೋರ್ಸ್
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು
આવરી લેવામાં આવેલ વિસ્તાર,ಆವರಿಸಿದ ಪ್ರದೇಶ
કમકમાટી,ತೆವಳುವ
ક્રીપ ગુણાંક,ಕ್ರೀಪ್ ಗುಣಾಂಕ
ક્રોટોવાઇન,ಕ್ರೊಟೊವಿನ್
કાગડો પગ,ಕಾಗೆ ಕಾಲು
નાનો ટુકડો બટકું માળખું,ಕ್ರಂಬ್ ರಚನೆ
કર્બ,ದಂಡೆ
વર્તમાન,ಪ್ರಸ್ತುತ
વળાંક પ્રતિકાર,ಕರ್ವ್ ಪ್ರತಿರೋಧ
ભીનાશ પ્રૂફ કોર્સ,ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್
પૂર્ણ થવાની તારીખ,ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ
ડેડ લોડ,ಡೆಡ್ ಲೋಡ್
મૃત પાણી,ಸತ್ತ ನೀರು
ડેસિબલ,ಡೆಸಿಬೆಲ್
ડિફ્લોક્યુલેશન,ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ
એકત્રીકરણની ડિગ્રી,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ
વિખેરવાની ડિગ્રી,ಪ್ರಸರಣದ ಪದವಿ
સંતૃપ્તિની ડિગ્રી,ಶುದ್ಧತ್ವದ ಪದವಿ
ઘનતા,ಸಾಂದ್ರತೆ
રણ પેવમેન્ટ,ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ
રણની માટી,ಮರುಭೂಮಿ ಮಣ್ಣು
વિગતો,ವಿವರಗಳು
વિકાસ સમયગાળો,ಅಭಿವೃದ್ಧಿ ಅವಧಿ
ડી-ક્ષિતિજ,ಡಿ-ಹಾರಿಜಾನ್
કર્ણ બંધન,ಕರ್ಣೀಯ ಬಂಧ
ડાયાગ્રામ,ರೇಖಾಚಿತ್ರ
ડિજિટલ ડોક,ಡಿಜಿಟಲ್ ಡಾಕ್
વિભેદક પાણી દર,ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ
મંદન વેન્ટિલેશન,ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ
ડિલુવિયમ,ಡಿಲುವಿಯಂ
ડાઇનિંગ રૂમ,ಊಟದ ಕೋಣೆ
દિશા ખીંટી,ದಿಕ್ಕಿನ ಪೆಗ್
વિક્ષેપ,ಪ್ರಸರಣ
ડિસ્ટેમ્પર,ಡಿಸ್ಟೆಂಪರ್
ડોક,ಡಾಕ್
દરવાજો,ಬಾಗಿಲು
ડોર્મર,ಡಾರ್ಮರ್
ડોર્મર ચેક,ಡಾರ್ಮರ್ ಚೆಕ್
ડબલ ફ્લેમિશ બોન્ડ,ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್
ડબલ લેયર,ಡಬಲ್ ಲೇಯರ್
ડોવેલ,ಡೋವೆಲ್
ચિત્ર ફલક,ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್
દીવાનખાનું,ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ
ડ્રિફ્ટ,ಡ್ರಿಫ್ಟ್
શુષ્ક બલ્બ તાપમાન,ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ
ડ્રાય ડોક,ಡ್ರೈ ಡಾಕ್
સુકા રબર ચણતર,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
ડચ બોન્ડ,ಡಚ್ ಬಾಂಡ್
વામન દિવાલ,ಕುಬ್ಜ ಗೋಡೆ
નિવાસ એકમ,ವಸತಿ ಘಟಕ
ઇવ,ಈವ್
Eaves ગટર,ಈವ್ಸ್ ಗಟರ್
આર્થિક શક્યતા,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
એક્ટોડાયનેમોર્ફિક માટી,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
એડી,ಸುಳಿ
અસરકારક કદ,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
પુષ્પવૃત્તિ,ಪುಷ್ಪಮಯ
એફ્લુઅન્ટ,ಹೊರಹರಿವು
એલિવેશન,ಎತ್ತರ
એલુવિએશન,ಎಲುವಿಯೇಶನ್
