Gujarati,English
સંબોધિત મેમરી,Addressed memory
સંબોધન અસરકારક,Address effective
સરનાવનું ક્ષેત્ર,Address field
સરનાકનું બંધારણ,Address format
મફત કાર્યક્રમ,Address free program
સંબોધન,Addressing
"સંબોધન
 પાત્ર","Addressing
 Character"
સંબોધન,Addressing interrupt
સંબોધન,Addressing loop
વર્ચુઅલ મેમરીને સંબોધવા,Addressing virtual memory
સરનામું,Address interlacing
સરનામાંહીન સૂચના બંધારણ,Addressless instruction format
સરનામા,Address line
સરનામાંનું નકશો,Address mapping
સરનાવ,Address mark
સરનામા -ફેરફાર,Address modification
સરનામા ભાગ,Address part
સરનાક નિર્દેશક,Address pointer
સરના નોંધણી,Address register
સરનામે સંકેત,Address signal
સરનાવનું કદ,Address size
સરનાવની જગ્યા,Address space
સરનામું સ્થાન ઓળખકર્તા,Address space identifier
સરનાવ બંધ,Address stop
સરનામા,Address trace
સરનામા,Address track
અનુવાદ,Address translation
અનુવાદક,Address translator
સબમટ્રેક્ટ સમય ઉમેરવો,Add-subtract time
સમય ઉમેરો,Add time
સંલગ્નતા,Adjacency
સંલગ્ન માળખું,Adjacency structure
સંલગ્ન માતૃભાષા,Adjacent channel
સંલગ્ન ડોમેન,Adjacent domain
સંલગ્ન મેટ્રિક્સ,Adjacent matrix
સંલગ્ન નોડ,Adjacent node
સંલગ્ન સુબેરિયા,Adjacent subarea
સંવાદિતા (સિસ્ટમ),Adjoint (system)
સમાયોજન કરવું,Adjust
ગોઠવણપાત્ર હદ,Adjustable extent
ટેક્સ્ટ મોડને સમાયોજિત કરો,Adjust text mode
વહીવટી માહિતી પ્રક્રિયા,Administrative data processing
વહીવટી કામગીરી,Administrative operation
વહીવટી operatorપરેટર,Administrative operator
વહીવટી પ્રચાલક,Administrative operator station
વહીવટી સહાયક પદ્ધતિ,Administrative support system
અદ્યતન સંદેશાવ્યવહાર સેવા,Advanced communication service
અદ્યતન માહિતી પદ્ધતિ,Advanced information system
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,Advanced optical character reader
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,Advanced scientific computer
હવાઈ,Aerial
સમૂહ,Aggregate
કુલ અભિવ્યક્તિ,Aggregate expression
લક્ષ્યસ્થાન વર્તુળ,Aiming circle
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),Aiming field (= aiming symbol)
લક્ષ્યસ્થાન પ્રતીક,Aiming symbol
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,Airborne computer system
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,Algebraic eigenvalue problem
"બીજગણિત
 એકીકરણ","Algebraic
 Integration"
બીજગણિત ભાષા,Algebraic language
બીજગણિત હેરાફેરી,Algebraic manipulation
બીજગણિત હેરાફેરી ભાષા,Algebraic manipulation language
બીજગણિત લક્ષી ભાષા,Algebraic oriented language
બીજગણિત પાળી,Algebraic shift
બીજગણિત ચિહ્ન સંમેલન,Algebraic sign convention
શિરચ્છેદ,Algol
શીલ લક્ષણ,Algol feature
અલ્ગોલ કાર્યક્રમ,Algol Programming
અલ્ગોરિધમનો,Algorithm
અલ્ગોરિધમનો સહયોગી ભાષા,Algorithm associative language
અલ્ગોરિધમનો વર્ગીકરણ,Algorithm classification
અલ્ગોરિધમની જટિલતા,Algorithm complexity
અલ્ગોરિધમની ગણતરી,Algorithm computability
અલ્ગોરિધમિક વિશ્લેષણ,Algorithmic analysis
અલ્ગોરિધમિક અભિગમ,Algorithmic approach
અલ્ગોરિધએમ ભાષા,Algorithmic language
અલ્ગોરિધમનો રૂટિન,Algorithmic routine
અલ્ગોરિધમનો સિદ્ધાંત,Algorithmic theory
ઉર્ફે,Alias
પરવાના,Aliasing
ઉપનામ નામ (= વૈકલ્પિક નામ),Alias name (= alternative name)
ગોઠવણી,Alignment
ફાળવવું,Allocate
ફાળવણીનું માળખું,Allocation structure
હેતુસર કમ્પ્યુટર,All-purpose computer
વર્ણાનુક્રમ,Alphabetic character
મૂળાક્ષરોનો પાત્ર સમૂહ,Alphabetic character set
મૂળાક્ષરો,Alphabetic character subset
વર્ણાનુક્રમ,Alphabetic code
વર્ણાનુક્રમ,Alphabetic shift
વર્ણાનુક્રમ,Alphabetic string
વર્ણાનુક્રમ,Alphabetic word
મૂળાક્ષરો,Alphabetization
અલ્ફેજ ome મેટ્રિક્સ,Alphageometrics
મૂર્તિમંત,Alphameric
મરણોત્તર,Alphamosaic
મૂર્તિમંત,Alphanumeric
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,Alphanumerical keyboard device
મૂળાક્ષર,Alphanumeric character set
મૂળાક્ષર,Alphanumeric code
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,Alphanumeric coded character set
મૂળાક્ષરીનો ડેટા,Alphanumeric data
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,Alphanumeric display device
મૂળાક્ષર સંપાદિત પાત્ર,Alphanumeric edited character
વર્ણ -ક્ષેત્ર,Alphanumeric field
વર્ણ -સૂચના,Alphanumeric instruction
મૂળાક્ષર કીબોર્ડ,Alphanumeric keyboard
મૂળાક્ષર,Alphanumeric sort
મૂળાક્ષર સંગ્રહ,Alphanumeric storage
બદલવા યોગ્ય,Alterable memory
ફેરફાર -ફેરૂપ,Alteration switch
પરિવર્તનશીલ,Altering
ફેરફાર,Alter mode
વૈકલ્પિક પુન recovery પ્રાપ્તિ,Alternate recovery
વૈકલ્પિક માર્ગ,Alternate route
વૈકલ્પિક માર્ગ,Alternate routing
વૈકલ્પિક પાટા,Alternate track
ફેરબદલ (= અથવા કામગીરી),Alternation (= OR operation)
વૈકલ્પિક લક્ષણ,Alternative attribute
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),Alternative denial (= NOT-AND operation)
અસ્પષ્ટ ભૂલ,Ambiguity error
અસ્પષ્ટ સંદર્ભ,Ambiguous reference
પ્રાચય,Analog
એનાશ -ઉપાડનાર,Analog adder
મનોલોત્ર,Analog channel
એનાલોગ કમ્પ્યુટર,Analog computer
એનાશ -રૂપાંતર કરનાર,Analog converter
મનોજ્ analા આંકડા,Analog data
એનાશ -વિભાજક,Analog divider
એનાલોગ સુવિધા ટર્મિન,Analog facility terminal
"મનોલોગ કાર્ય
 જનરેટર","Analog function
 Generator"
મનોરોગ એકીકરણ,Analog integration
એનાલ -ગુણાકાર,Analog multiplier
એનાશિક કાર્યક્રમ,Analog programming
એનાલ -સ્તનપાન,Analog scaling
એનાલોગ સંકેત,Analog signal
એનાશ સિમ્યુલેશન,Analog simulation
એનાશ -સ્વીચ,Analog switch
પ્રાકૃતિક પદ્ધતિ,Analog system
"ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર","Analog to digital
 Converter"
"ડિજિટલથી એનાલોગ
 એન્કોડર","Analog to digital
 Encoder"
મનોલોગ પ્રસારણ,Analog transmission
એનોગ પ્રકાર,Analog type
વિશ્લેષણ -વિધિ,Analysis block
વિશ્લેષણ પદ્ધતિ,Analysis mode
વિશ્લેષણાત્મક,Analytical engine
પૂર્વજો,Ancestral task
આનુષંગિક સાધનસામગ્રી,Ancillary equipment
અને,AND
અને સર્કિટ,AND circuit
અને,AND element
અને દરવાજો,AND gate
અને માસ્કિંગ,AND masking
અને ઓપરેશન નથી (= બાકાત,AND NOT operation (=exclusion
કામગીરી,AND operation
જોડાણ મેમરી,Annex memory
નોંધણી,Annotation
જાહેરાત કરનાર,Annunciator
પાછો જવાબ આપો,Answer back
જવાબ,Answer delay
જવાબદાર સમય,Answering time
જવાબ દીવો,Answer lamp
જવાબ સૂચિ,Answer list
માત્ર,Answer only
અપેક્ષા -મોડ,Anticipation mode
આગોતરક બફર,Anticipatory buffering
આગોતરક કેરી,Anticipatory carry
આગોતરી પેજિંગ,Anticipatory paging
અસત્ય કામગીરી,Anticoincidence operation
કૃત્રિમ તત્વ,Anticoincident element
અતિશય એન્ટેના,Aperiodic antenna
છિદ્ર,Aperture card
છિદ્ર,Aperture code
છિદ્રનો સમય,Aperture time
સંલગ્ન,Appendage
સંલગ્ન કાર્ય,Appendage task
અરજી વિકાસકર્તા,Application developer
અરજી -સ્તર,Application layer
અરજીલક્ષી ભાષા,Application oriented language
અરજી,Application package
અરજી કાર્યક્રમ,Application program
અરજી કાર્યક્રમ,Application programming
અરજી જરૂરી ભાષા,Application required language
એપ્લિકેશન સોફ્ટવેર,Application software
અનુકૂળ,Applique
આશરે સિદ્ધાંત,Approximation theory
મનસ્વી પ્રવેશ,Arbitrary access
મનસ્વી ક્રમ કમ્પ્યુટર,Arbitrary sequence computer
લવાદી,Arbitration
સ્થાપત્ય,Architecture
આર્કા,Archiving
વિસ્તાર કોડ,Area code
વિસ્તાર -શોધ,Area search
વિસ્તાર -તબદીલી,Area transfer
ક્ષેત્રીય,Area variable
દલીલ,Argument
દલીલ સરનામું,Argument address
દલીલ યાદી,Argument list
અંકગણિત સૂચના,Arithmetical instruction
અંકગણિત અને તર્ક એકમ,Arithmetic and logic unit
અંકગણિત સોંપણી નિવેદન,Arithmetic assignment statement
અંકગણિત તપાસ,Arithmetic check
ન્યાયશાસ્ત્ર,Arithmetic constant
અંકગણિત,Arithmetic conversion
સમાંતરતર ડેટા,Arithmetic data
અંકગણિત અપવાદ,Arithmetic exception
અંકગણિત અભિવ્યક્તિ,Arithmetic expression
અંકગણિત નિયત બિંદુ,Arithmetic fixed point
અંકગણિત વંશવેલો,Arithmetic hierarchy
અંકગણિત જો નિવેદન,Arithmetic IF statement
ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર,Arithmetic logic
અંકગણિત તર્ક એકમ,Arithmetic logic unit
ન્યાયશાસ્ત્ર કામગીરી,Arithmetic operation
સમેટાં પ્રપણ,Arithmetic operator
અંકગણિત ઓવરફ્લો,Arithmetic overflow
અંકગણિત ચિત્ર -માહિતી,Arithmetic picture data
અંકગણિત અગ્રતા,Arithmetic precedence
અંકગણિત પ્રાથમિક,Arithmetic primary
અંકગણિત રજિસ્ટર,Arithmetic register
અંકગણિત સંબંધ,Arithmetic relation
અંકગણિત સ્કેન,Arithmetic scan
અંકગણિત વિભાગ,Arithmetic section
અંકગણિત પાળી,Arithmetic shift
અંકગણિત,Arithmetic shifting
અંકગણિત નિવેદન,Arithmetic statement
ન્યાયશાસ્ત્રની મુદત,Arithmetic term
અંકગણિત,Arithmetic underflow
અંકગણિત એકમ,Arithmetic unit
કળ,Array
એરે બાઉન્ડ,Array bound
એરે કમ્પ્યુટર,Array computer
એરેનું પરિમાણ,Array dimension
એરે તત્વ,Array element
અભિવ્યક્તિ,Array expression
એરે નામ,Array name
રચના,Array of structures
એરે મુદ્રણ,Array printing
એરે પ્રક્રિયા,Array processing
એરે પ્રોસેસર,Array processor
સ્પષ્ટ મુદ્દો,Articulation point
કૃત્રિમ માન્યતા,Artificial cognition
કૃત્રિમ બુદ્ધિ,Artificial intelligence
કૃત્રિમ ભાષા,Artificial language
કૃત્રિમ ચલ,Artificial variable
કળા -એપ્લિકેશન ડેટા બેંક,Arts application data bank
કલાકાર -અરજી,Arts application music
કળા -એપ્લિકેશન પેટર્ન જનરેશન,Arts application pattern generation
ચડતું,Ascender
ચ ascતો સ .ર્ટ,Ascending sort
અયોગ્ય,ASCIL
ASCII નિયંત્રણ પાત્ર,ASCII control character
ASCII કી બોર્ડ,ASCII key board
દૃષ્ટિ,Aspect
પાસા અને,Aspect and
ભેગા,Assemble
ભેગા થયેલા મૂળ,Assembled origin
એકત્રીકરણ સમયગાળો,Assemble duration
ભેગા કરનાર,Assembler
એસેમ્બલ નિર્દેશક,Assembler directive
ભેળસેળ કરવાની સુવિધા,Assembler facility
જોડાયેલી ભાષા,Assembler language
એકત્રીકરણ,Assembling
ભેગા કરવાનો તબક્કો,Assembling phase
એકત્રીકરણ સમય,Assembling time
વિધાનસભા,Assembly
સભા,Assembly language
સભા ભાષા કાર્યક્રમ,Assembly language programming
એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા,Assembly language software flexibility
સભા સૂચિ,Assembly listing
સભા તબક્કા,Assembly phase
વિધાનસભા દિનચર્યા,Assembly routine
સભા સમય,Assembly time
સભા એકમ,Assembly unit
સોંપણી અનુક્રમણિકા,Assignment indexing
સોંપણી કામગીરી,Assignment operation
સોંપણી પત્રક,Assignment statement
સંલગ્ન સંબોધન,Associative address
સહયોગી એરે રજિસ્ટર,Associative array register
સહ -મુખ્ય,Associative key
એકસમાન ભાષા,Associative language
સંલગ્ન મેમરી,Associative memory
સંલગ્ન સંગ્રહ,Associative storage
ધારેલો દશાંશ બિંદુ,Assumed decimal point
અસમપ્રમાણ ઉપકરણ,Asymmetric device
અસમપ્રમાણતા I/O,Asymmetric i/o
અસુમેળવાળું,Asynchronous
અસમકાલીન કમ્પ્યુટર,Asynchronous computer
અસમકાલીન ડેટા સ્થાનાંતરણ,Asynchronous data transfer
અસુમેળ ડેટા પ્રસારણ,Asynchronous data transmission
અસુમેળ ઉપકરણો,Asynchronous devices
અસુમેળ,Asynchronous operation
અસમકાલીન સંકેત,Asynchronous signalling
અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ,Asynchronous time division multiplexing
અસુમેળ,Asynchronous transmission
અસમકાલીન કાર્યકારી,Asynchronous working
જોડાયેલ પ્રક્રિયા,Attached processing
જોડાયેલ પ્રોસેસર,Attached processor
જોડાયેલ સપોર્ટ પ્રોસેસર,Attached support processor
ઉપસ્થિત કામગીરી,Attended operation
ઉપસ્થિત ટ્રેઇલ પ્રિંટર,Attended trail printer
વિક્ષેપ,Attention interruption
ધ્યાન,Attention key
વ્યવહાલ,Attenuation
વિકેન્દ્રિત સ્થિરતા,Attenuation constant
વ્યથિત વિકૃતિ,Attenuation distortion
વિકેન્દ્રિત બરાબરી,Attenuation equalizer
હલકાઈ કરનાર,Attenuator
લક્ષણ,Attribute
શ્રાહ,Audible alarm
Audio ડિઓ કેસેટ,Audio cassette
Ation ડિઓની તપાસ,Audio enquiry
Audષધિ,Audio line
Audio ડિઓનો પ્રતિભાવ,Audio response
Auduy ડિઓ પ્રતિસાદ સંદેશ,Audio response message
Audit ડિઓ પ્રતિસાદ એકમ,Audio response unit
ખવડ -સંગ્રહ એકમ,Audiotape storage unit
Audડતી ટેલિકમ્યુનિકેશન રેખા,Audio telecommunication line
Audio ડિઓ ટર્મિન,Audio terminal
ઓડિટ ભાષા,Audit command language
હિસાબ -તપાસણી,Audit programming
વિષ્લેષણ,Audit trail
યોજવું,Augend
વૃદ્ધિ,Augment
વૃદ્ધિ કરનાર,Augmenter
લેખક,Author
લેખક,Authoring
અર્થતંત્ર,Authoring system
અધિકાર,Authority
સત્તાપત્ર,Authorization code
અધિકૃત ગ્રંથાલય,Authorized library
અધિકૃત કાર્યક્રમ,Authorized program
અધિકૃત કાર્યક્રમ સુવિધા,Authorized program facility
સ્વત abstractભાશ્રલ,Auto abstract
શૌર્ય,Autoanswer
સ્વત bootટ -બુટિંગ,Auto booting
સ્વત by બાયપાસ,Auto bypass
Auto ટો ક call લ (= સ્વચાલિત ક calling લિંગ),Auto call (=automatic calling)
સ્વત autoાંડ,Auto coder
ઓટો ડાયલ,Auto dial
સ્વચ્છતા,Autoflow
ઓટો અનુક્રમણિકા,Auto index
ઓટો અનુક્રમિત સરનામાં,Auto indexed addressing
નકલો,Automata
આપમેળે સિદ્ધાંત,Automata theory
સ્વત્વાર્પણ પ્રકાર,Automata type
સ્વચાલિત ગ્રંથસૂચિ,Automated bibliography
સ્વચાલિત ડેટા માધ્યમ,Automated data medium
સ્વચાલિત શબ્દકોશ,Automated dictionary
સ્વચાલિત સ્થગિત,Automated glossary
સ્વચાલિત તર્ક આકૃતિ,Automated logic diagram
સ્વચાલિત સંચાલન,Automated management
સ્વચાલિત ઉત્પાદન વ્યવસ્થાપન,Automated production management
સ્વચાલિત સ્ટોક નિયંત્રણ,Automated stock control
સ્વચાલિત મુદ્દો,Automatic abstract
સ્વચાલિત અમૂર્તતા,Automatic abstracting
આપમેળે પ્રોગ્રામ કરેલા સાધનો,Automatically programmed tools
સ્વચાલિત જવાબ,Automatic answering
સ્વચાલિત ક call લ વિતરક,Automatic call distributor
સ્વચાલિત બોલાવવું,Automatic calling
સ્વચાલિત તપાસ,Automatic check
સ્વચાલિત કોડિંગ,Automatic coding
સ્વચાલિત કમ્પ્યુટિંગ,Automatic computing
સ્વચાલિત કમ્પ્યુટિંગ એન્જિન,Automatic computing engine
સ્વચાલિત સ્થિર,Automatic constant
સ્વચાલિત નિયંત્રણ ઇજનેર,Automatic control engineering
સ્વચાલિત ડેટા પ્રોસેસિંગ,Automatic data processing
સ્વચાલિત ડેટા પ્રોસેસિંગ સિસ્ટમ,Automatic data processing system
સ્વચાલિત દશાંશ ગોઠવણી,Automatic decimal alignment
સ્વચાલિત ડાયલિંગ એકમ,Automatic dialing unit
સ્વચાલિત શબ્દકોશ,Automatic dictionary
સ્વચાલિત સમાનતા,Automatic equalization
સ્વચાલિત ભૂલ સુધારણા,Automatic error correction
સ્વચાલિત ફીડ પંચ,Automatic feed punch
સ્વચાલિત કાર્ય,Automatic function
સ્વચાલિત અનુક્રમણિકા,Automatic indexing
સ્વચાલિત ગ્રંથાલય,Automatic library call
સ્વચાલિત સંદેશ હિસાબ,Automatic message accounting
સ્વચાલિત સંખ્યા ઓળખ,Automatic number identification
સ્વચાલિત પૃષ્ઠભૂમિ,Automatic pagination
સ્વચાલિત કાર્યક્રમ,Automatic programming
સ્વચાલિત પંચ,Automatic punch
સ્વચાલિત પુન recovery પ્રાપ્તિ કાર્યક્રમ,Automatic recovery program
સ્વચાલિત પુનરાવર્તન વિનંતી,Automatic repeat request
સ્વચાલિત ફરીથી પ્રારંભ કરો,Automatic restart
સ્વચાલિત નિયમિત,Automatic routine
સ્વચાલિત અનુક્રમ,Automatic sequencing
સ્વચાલિત ક્રમિક કામગીરી,Automatic sequential operation
સ્વચાલિત બંધ,Automatic stop
સ્વચાલિત ચલ,Automatic variable
આપમેળે માન્યતા,Automatic volume recognition
સ્વચાલિત વોલ્યુમ સ્વિચિંગ,Automatic volume switching
સ્વચાલિતતા,Automation
સ્વચાલિત ખ્યાલ,Automation concept
સ્વચાલિતકરણ,Automatisation
સ્વત્વાર્પણ,Automaton
સ્વચાલિત સંદેશ માર્ગદર્શન,Automatic message routing
ઓટોમનોટર,Automoniter
ઓટોમનીર નિયમિત,Automoniter routine
સ્વાયત્ત ચેનલ કામગીરી,Autonomous channel operation
સ્વાયત્ત કાર્યકારી,Autonomous working
સ્વચાલિત,Autoplotter
સહાયક કન્સોલ,Auxiliary console
સહાયક સાધન,Auxiliary equipment
સહાયક મેમરી,Auxiliary memory
સહાયક કામગીરી,Auxiliary operation
સહાયક નિયમ,Auxiliary routine
સહાયક સંગ્રહ,Auxiliary storage
સહાયક ભંડાર,Auxiliary store
ઉપલબ્ધતા,Availability
ઉપલબ્ધ મશીન સમય,Available machine time
ઉપલબ્ધ બિંદુ,Available point
ઉપલબ્ધ જગ્યા સૂચિ,Available space list
ઉપલબ્ધ સમય,Available time
ઉપલબ્ધ access ક્સેસ સમય,Available access time
સરેરાશ શરતી માહિતી,Average conditional information
સરેરાશ ધાર સમય,Average edge time
સરેરાશ માહિતી સામગ્રી,Average information content
સરેરાશ માહિતી દર,Average information rate
સરેરાશ ટ્રાન્સઇન્ફોર્મેશન સામગ્રી,Average transinformation content
સરેરાશ ટ્રાન્સઇન્ફોર્મેશન રેટ,Average transinformation rate
"પૃષ્ઠભૂમિ પ્રદર્શન છબી (= સ્થિર પ્રદર્શન
 છબી)","Background display image (= static display
 Image)"
બેકગ્રાઉન્ડિંગ (= પૃષ્ઠભૂમિ પ્રક્રિયા),Backgrounding (= background processing)
પૃષ્ઠભૂમિ કામ,Background job
પાછળનો ઘોંઘાટ,Background noise
પૃષ્ઠભૂમિ મુદ્રક,Background printing
પૃષ્ઠભૂમિ,Background processing
પૃષ્ઠભૂમિ,Background program
પૃષ્ઠભૂમિ વાચક,Background reader
પૃષ્ઠભૂમિ ક્ષેત્ર,Background region
"બેકિંગ સ્ટોરેજ (= સહાયક
 સંગ્રહ)","Backing storage (= auxiliary
 Storage)"
પાનખર ભંડાર,Backing store
પ્લેન પાછળનો ભાગ,Back plane
પાછળનો ભાગ,Backspace
પાછળનું પાત્ર,Backspace character
પછાત,Backspacing
કરોહિયાં,Backtracking
બેકટ્રેકિંગ સ્ટ્રક્ચર્ડ પ્રોગ્રામિંગ,Backtracking structured programming
પીઠ,Backup
બેકઅપ નકલ,Backup copy
પીઠ,Backup file
બિકર મેમરી,Backup memory
બેકઅપ પ્રોગ્રામર,Backup programmer
ડામર ભંડાર,Backup store
પાછળ,Backward channel
પછાત ભૂલ વિશ્લેષણ,Backward error analysis
પછાત ફાઇલ પુન recovery પ્રાપ્તિ,Backward file recovery
પછાત પુન overy પ્રાપ્તિ,Backward recovery
પછાત દેખરેખ,Backward supervision
પછાત ટ્રેસ,Backward trace
સમતોલ,Balance
સંતુલિત સર્કિટ,Balanced circuit
શેતરાનું અંક,Balanced digit system
સંતુલિત ભૂલ,Balanced error
સંતુલિત મર્જ,Balanced merge
વાસણો,Balanced merge sort
સંતુલન,Balanced sorting
સમતોલ મથક,Balanced station
ઉનાળાની અસ્થિર પદ્ધતિ,Balanced ternary system
સંતુલિત નિવેદન,Balanced forward statement
સંતુલિત નેટવર્ક,Balanced network
પહાડી,Band
એક જાતની કળા,Bandpass
ઘાટો,Bandpass filter
પંચ,Band printer
બેન્ડ સ્ટોપ ફિલ્ટર,Band stop filter
બ bandન્ટવિડ્થ,Bandwidth
બેનર શબ્દ,Banner word
બાર -સંહિતા,Bar code
સંહિતાનો વાચકો,Bar code reader
સંસદ -સ્કેનર,Bar code scanner
પટ્ટી -મુદ્રક,Bar printer
બેરલ પ્રિન્ટિંગ (= ડ્રમ પ્રિન્ટિંગ),Barrel printing (= drum printing)
પાયો,Base
આધાર સરનામા,Base address
આધાર -સંબોધન,Base addressing
પાયો સરનામું રજિસ્ટર,Base address register
પાયાની પટ્ટી,Base band
પાયાનો પટ્ટો,Base band channel
સ્ટોરેજ ફાળવણી,Based storage allocation
પરિવર્તનીય,Based variable
આધાર તત્વ,Base element
આધાર વસ્તુ,Base item
આધાર ભાષા,Base language
આધાર સંકેત,Base notation
આધાર -સંખ્યા,Base number
આધાર -રજિસ્ટર,Base register
