Punjabi,Hindi
ਪਤਾ ਮੈਪਿੰਗ,पता प्रतिचित्रण
ਪਤਾ ਸੰਕੇਤਕ,पता संकेतक
ਪਤਾ ਰਜਿਸਟਰ,पता पंजी
ਪਤਾ ਹੱਲ,पता विघटन
ਪਤਾ ਅਨੁਵਾਦ,पता अनुवाद
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,"1. पतायुक्त स्मृति ,2. पतायुक्त मेमोरी"
ਸੰਬੋਧਨ,पताभिगमन
ਅਨੁਕੂਲਤਾ ਦੇ ਮਾਪਦੰਡ,"1. पर्याप्तता निकष ,2. पर्याप्तता कसौटी"
adjoint,संलग्न
ਪ੍ਰਸ਼ਾਸਨ,"1. प्रबंधन ,2. नियंत्रण"
ਪ੍ਰਬੰਧਕ,"1. प्रबंधक ,2. नियंत्रक"
ਅਡੋਬ ਐਕਰੋਬੈਟ,ऐडोब एक्रोबेट
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,ऐडोब फोटोशोप
ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP),ए बी ए पी (उन्नत व्यवसाय प्रोग्रामन)
ਉੱਨਤ ਡਾਟਾ,"1. उन्नत आंकड़ा ,2. उन्नत डाटा"
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,उन्नत सूचना तंत्र
ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.),उन्नत प्रौद्योगिकी (ए टी)
ਏਜੰਟ,कर्मक
ਏਕੀਕਰਨ,समुच्चयन
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,विमानवाहित कंप्यूटर तंत्र
aldus ਪੇਜ ਮੇਕਰ,एल्डस पेज-मेक
ਚੇਤਾਵਨੀ ਬਾਕਸ,सचेत पेटी
ਐਲਗੋਲ,ऐल्गॉल (कंप्यूटर भाषा)
ਐਲਗੋਰਿਦਮ,"1.  एल्गोरिथ्म ,2. कलन विधि"
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,"1.  एल्गोरिथ्म विश्लेषण ,2. कलन विधि विश्लेषण"
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,एल्गोरिथ्म दक्षता
ਉਪਨਾਮ,"1. एलिआस ,2. उपनाम ,3. उर्फ"
ਅਲਾਈਨਮੈਂਟ,संरेखण
ਵੰਡ,"1. आवंटन ,2. नियतन"
ਵਰਣਮਾਲਾ,"1.अक्षरात्मक ,2. वर्णानुक्रम"
ਅੱਖਰ ਅੰਕੀ,अक्षरांकीय
ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ,"1.अक्षरांकीय कुंजीपटल ,2. अक्षराकीय की-बोर्ड"
ਅਲਫ਼ਾ-ਟੈਸਟ,अल्फा-परीक्षण (प्रथम स्तरीय परीक्षण)
ਅਲਫ਼ਾ-ਵਰਜਨ,"1. अल्फा वर्जन ,2. अल्फा रूप"
alt ਕੁੰਜੀ,आल्ट कुंजी
altavista,आल्टाविस्टा
ਅਸਪਸ਼ਟਤਾ,अनेकार्थकता
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,संदिग्ध व्याकरण
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI),अमेरिकन नेशनल स्टेंडीस इंस्टीट्यूट (ए.एन.एस.आई.)
ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII),अमेरिकी मानक कट (आस्की)
ਐਨਾਲਾਗ,"1. अनुरुप ,2. एनालॉग"
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,"1. एनालॉग कंप्यूटर, 2. अनुरुप कंप्यूटर"
ਐਨਾਲਾਗ ਜੰਤਰ,"1. अनुरुप युक्ति ,2. एनालॉग डिवाइस"
ਐਨਾਲਾਗ ਮਾਡਮ,"1. एनालॉग मोडेम ,2. अनुरुप मोडेम"
ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC),अनुरुप से अंकीय रुपांतरक
ਅਤੇ,एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
ਅਤੇ ਸਰਕਟ,एंड परिपथ
ਅਤੇ ਗੇਟ,एंड गेट और द्वार
ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ),एंड नॉट संक्रिया (अपवर्जन)
ਐਨੀਮੇਸ਼ਨ,"1. एनीमेशन, 2.  सजीवन"
ਐਨੋਟੇਸ਼ਨ,टिप्पण
ਅਸੰਗਤਤਾ,असंगता
ਪੂਰਵ,पूर्ववर्ती
ਅਗਾਊਂ ਪੇਜਿੰਗ,प्रत्याशामूलक पृष्ठन
ਵਿਰੋਧੀ ਸਮਰੂਪ,प्रति-सममित
ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,विषाणुरोधी क्रमादेश
ਐਪਲਿਟ,"1. एपलेट ,2. अनुप्रयोगिका"
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,अनुप्रयोग विकासक
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,अनुप्रयोग प्रोग्रामन
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API),"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,अनुप्रयोग सॉफ्टवेयर
ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,अनुप्रयोगी भाषा
ਅਨੁਮਾਨ ਥਿਊਰੀ,सन्निकटण सिद्धांत
ਆਰਕੀਟੈਕਚਰ,संरचना
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,क्षेत्र अंतरण
ਦਲੀਲ,"1. प्राचर,स्वतंत्रचर, 2. कोणांक"
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,अंकगणितीय जांच
ਅੰਕਿਤ ਸਥਿਰ,अंकगणितीय अचर
ਅੰਕਿਤ ਡੇਟਾ,अंकगणितीय आंकडा
ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ,अंकगणितीय अनुदेश
ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
ਅਰਪਨੇਟ,ए आर पी ए नेट (आरपानेट)
ਐਰੇ,सरणी
ਐਰੇ ਕੈਸ਼,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
ਐਰੇ ਕੰਪਿਊਟਰ,सरणी कंप्यूटर
ਐਰੇ ਤੱਤ,सरणी अवयव
ਐਰੇ ਨਾਮ,सरणी नाम
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,सरणी प्रकर्मक
ਤੀਰ ਕੁੰਜੀਆਂ,एरो कुंजी
ਉਚਾਰਨ,संधि
ਬਿਆਨ ਬਿੰਦੂ,संधि बिन्दु
ਨਕਲੀ ਸੰਕੁਚਿਤ,कृत्रिम संहनन
ਨਕਲੀ ਕੰਟਰੋਲ,कृत्रिम नियंत्रण
ਬਣਾਵਟੀ ਗਿਆਨ,कृत्रिम बोध
ਚੜ੍ਹਦਾ,आरोहक
ਵਧਦੀ ਲੜੀ,आरोही छंटाई
ASCII ਬੇਟਿਕਲ ਆਰਡਰ,आस्की वर्णक्रम
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,आस्की नियंत्रण संप्रतीक
ASCII ਫਾਈਲ,आस्की संचिका
ASCII ਫੌਂਟ,आस्की फॉन्ट
ASCII ਟ੍ਰਾਂਸਫਰ,आस्की अंतरण
ਆਕਾਰ ਅਨੁਪਾਤ,अभिमुखता अनुपात
ਏ.ਐਸ.ਪੀ.ਆਈ,"1. ऐस्पी ,2. ए एस पी आई"
ASR ਟਾਈਮਰ,ए एस आर कालद
ਇਕੱਠਾ ਕਰਨਾ,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
ਅਸੈਂਬਲਰ,"1. कोडांतरक ,2. स्मरांतरक"
ਅਸੈਂਬਲੀ,"1. कोडांतरण ,2. स्मरांतरण"
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
ਦਾਅਵਾ,निश्चयन
ਅਸਾਈਨਮੈਂਟ,"1. निर्दिष्ट कार्य ,2. नियतन"
ਐਸੋਸੀਏਸ਼ਨ,साहचर्य
ਸਹਿਯੋਗੀ ਪਤਾ,साहचर्य पता
ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
ਤਾਰਾ,तारक (*का चिन्ह)
ਅਸਮਿਤ,असम्मित
ਅਸਿੰਕ੍ਰੋਨਸ,"1. अतुल्यकालिक ,2. अतुल्यकाली"
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,अतुल्यकालिक अंतरण
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),अतुल्यकालिक अंतरण विधा (ए टी एम)
ਪਰਮਾਣੂ,"1. एटम ,2. परमाण"
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,संलग्न प्रलेख
ਨੱਥੀ ਫ਼ਾਈਲ,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
ਲਗਾਵ,"1. संलग्नक ,2. संबंद्ध"
ਵਿਸ਼ੇਸ਼ਤਾ,"1. गुण ,2. विशेषता"
ਆਡੀਓ,श्रव्य
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
ਆਡਿਟ ਟ੍ਰੇਲ,लेखा सत्यापन
ਵਾਧਾ,संवर्धन
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,प्रमाणन प्रोटोकॉल
ਲੇਖਕ ਪ੍ਰਣਾਲੀ,संलेखन पद्धति
ਅਧਿਕਾਰ,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
ਆਟੋ ਐਬਸਟਰੈਕਟ,स्वत: सार
ਆਟੋਬੂਟਿੰਗ,"1. स्वतः बूटिंग ,2. स्व बूटन"
ਆਟੋਕੈਡ,ऑटोकैड (एक कंप्यूटर भाषा)
ਆਟੋਲੌਗ ਚਾਲੂ,स्वत: लॉग-ऑन
ਆਟੋਮੇਟਾ,ऑटोमेटा
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,आटोमेटा सिद्धांत
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ,स्वत: अभिकलन
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,स्वत: आंकड़ा प्रक्रमण
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,स्वत: त्रुटि संशोधन
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,स्वत: फलन
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,स्वत: संग्रह आह्वान
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,स्वत: नेमका
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,स्वत: सिस्टम पुन: प्राप्ति
ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
ਆਟੋਮੇਸ਼ਨ,स्वचालन
ਸਵੈ ਚਾਲ,"1. आटोप्ले ,2. स्वत: चलन"
ਸਵੈ-ਸੰਭਾਲ,स्वरक्षण
ਸਹਾਇਕ,सहायक
ਸਹਾਇਕ ਮੈਮੋਰੀ,सहायक स्मृति
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,सहायक भंडारण
ਉਪਲਬਧ ਸੂਚੀ,उपलब्ध लिस्ट
ਉਪਲਬਧ ਸਮਾਂ,उपलब्ध समय
ਔਸਤ,औसत
awk (ਭਾਸ਼ਾ),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ਬੈਕਐਂਡ,पश्चांत
ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ,पश्चांत प्रक्रमक
ਬੈਕਫੇਸ ਹਟਾਉਣਾ,पश्च फलन विलोपन
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,पृष्ठभूमि प्रक्रमण
ਬੈਕਿੰਗ ਸਟੋਰ,सहायक भंडार
ਬੈਕਪੈਚਿੰਗ,पश्च पैचीकरण
ਬੈਕਸਪੇਸ,"1. पश्चीयन ,2. बैकस्पेस"
ਬੈਕਟਰੈਕਿੰਗ,पश्चपथन
ਬੈਕ-ਅੱਪ,"1. बैक-अप ,2. पूर्तिकर"
ਬੈਕਅੱਪ ਮੈਮੋਰੀ,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ,पश्च त्रुटि सुधार
ਸੰਤੁਲਨ ਸ਼ੀਟ,(आय-व्यय) तुलन पत्र
ਜਥਾ,पट्टी
ਬੈਂਡ ਚੌੜਾਈ,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,बैंकर एल्गोरिथ्म
ਬਾਰ ਕੋਡ,"1.बार कूट ,2. बार कोड"
ਬਾਰ ਕੋਡ ਸਕੈਨਰ,बार कोड स्कैनर
ਬਾਰ ਗ੍ਰਾਫ,बार ग्राफ
ਅਧਾਰ ਪਤਾ,आधार पता
ਅਧਾਰ ਬੈਂਡ,आधार बैंड
ਅਧਾਰ ਨੰਬਰ,आधार संख्या
ਅਧਾਰ ਸਾਰਣੀ,आधार सारणी
ਬੇਸਿਕ,बेसिक (एक कंप्यूटर भाषा)
ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ,"1. मूल निवेश ,2. आधारी निवेश"
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,आधारभूत अनुदेश
ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ,आधारी निर्गम
ਬੁਨਿਆਦੀ ਕਦਮ,मूल चरण
ਬੈਚ,"1. बैच ,2. समूह ,3. प्रचय"
ਬੈਚ ਫਾਈਲ,"1. बैच फाइल ,2. बैच संचिका"
ਬੈਚ ਸਥਿਤੀ,बैच स्थिति
ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
ਬੈਚ ਸਿਸਟਮ,"1. बैच तंत्र ,2. प्रचय तंत्र"
ਬੌਡ,बॉड
ਬੌਡ ਦਰ,बॉड दर
ਬੀਮ,किरण पुंज
ਬੇਂਚਮਾਰਕ,"1. निर्देशमानक ,2. बैचमार्क"
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,द्विदिश संचार
ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ,विदिश कड़ी
ਬਾਈਨਰੀ ਕੋਡ,द्विआधारी कूट
ਬਾਈਨਰੀ ਅੰਕ,द्विआधारी अंक
ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
ਬਾਈਨਰੀ ਨੰਬਰ,द्विआधारी संख्या
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,द्विआधारी संकारक
ਬਾਈਨਰੀ ਸਬੰਧ,द्विआधारी संबंध
ਬਾਈਨਰੀ ਖੋਜ,द्विआधारी खोज
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
ਬਾਈਨਰੀ ਰੁੱਖ,द्विआधारी तरु
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
ਜਨਮ ਮੌਤ ਮਾਡਲ,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,जन्म मरण प्रक्रम
ਬਿੱਟ,"1. द्वयंक ,2. बिट"
ਬਿੱਟ ਨੁਕਸ,बिट दोष
ਬਿੱਟ ਨਕਸ਼ਾ,बिट प्रतिचित्र
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,"1. बिट आव्यूह ,2. बिट सारणी"
ਬਿੱਟ ਪੈਟਰਨ,बिट प्रतिरूप
ਬਿੱਟ ਸਥਿਤੀ,बिट स्थिति
ਬਿੱਟ ਰੇਟ,"1. बिट रेट ,2. बिट दर"
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,अंध पेटी परीक्षण
ਝਪਕਣਾ,टिमटिमाना
ਬਲਾਕ,ब्लॉक
ਬਲਾਕ ਕੈਸ਼,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
ਬਲਾਕ ਚੈੱਕ,खंडक जांच
ਬਲਾਕ ਕਾਪੀ,खंड प्रतिलिपि
ਬਲਾਕ ਚਿੱਤਰ,खंडक आरेख
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
ਫੱਟੀ,बोर्ड
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,पृष्ठ स्मृति
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,बूलीय बीजगणित
ਬੂਲੀਅਨ ਸਬੰਧ,बूलीय संबंध
ਬੂਟ ਭਾਗ,बूट विभाजन
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,बूट स्ट्रैपिंग
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
ਪੁਲ,"1.ब्रिज, 2. सेतु"
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,ब्राडबैंड नेटवर्क
ਪ੍ਰਸਾਰਣ,प्रसारण
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,प्रसारण रेडियो
ਬਰਾਊਜ਼ ਕਰੋ,(नेट) विचरण
ਬਰਾਊਜ਼ਰ,(नेट) विचरक
ਬੀ-ਰੁੱਖ,बी-तरु
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,बुदबुद छंटाी
ਬਾਲਟੀ,"1.बाल्टी, 2.बकेट"
ਦੋਸਤ ਸਿਸਟਮ,"1.बंधुता तंत्र, 2.बडी तंत्र"
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,बजट प्रभावी नियंत्रण
ਬਫਰ,बफर
ਬੱਗ,दोष
ਬੱਸ,बस
ਬਾਈਟ,"1.अष्ट वयंक,2. बािट (आठ बिट)"
ਬਾਈਟ ਕੋਡ,बािट कोड
c,सी (कंप्यूटर भाषा)
C++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
ਕੈਸ਼,"1.कैश,2. द्रुतिका,3.द्रुत"
ਕੈਸ਼ ਬਫਰ,"1.कैश बफर, 2.द्रुतस्मृति बफर"
ਕੈਸ਼ ਮੈਮੋਰੀ,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
ਗਣਨਾ,परिकलन
ਕੈਲਕੁਲੇਟਰ,"1.कैलकुलेटर, 2.परिकलक"
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,"1.कैलकुलेटर चिप,2. परिकलक चिप"
ਕਾਲ ਕਰੋ,आह्वान
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,नाम आह्वान
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,संदर्भ आह्वान
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,मान आह्वान
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,चर आह्वान
ਕਾਲ ਗੇਟ,आहवान गेट
ਰੱਦ ਕਰੋ,"1.निरस्त करना, 2.रद्द करना"
ਰੱਦ ਕਰੋ ਬਟਨ,निरसन बटन
ਕੈਨੋਨੀਕਲ,"1.विहित,2. कैनॉनिकल"
ਕੈਨੋਨੀਕਲ ਰੂਪ,विहित रूप
ਸਮਰੱਥਾ,क्षमता
ਸਮਰੱਥਾ ਸੂਚੀ,क्षमता सूची
ਸਮਰੱਥਾ,"1.क्षमता,2. धारिता"
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,कैप्स लॉक कुंजी
ਕਾਰਡ,"1.कार्ड,2. पत्रक"
