Marathi,Gujarati
बार आलेख,બાર ગ્રાફ
झाडाची साल,છાલ
1. बॅरोमीटर 2. बॅरोमीटर,1. બેરોમીટર 2. બેરોમીટર
1. बजर 2. जड 3. वांझ,1. બઝર 2. જડ 3. ઉજ્જડ
1. बेस 2. बेस 3. कपंग,1. આધાર 2. આધાર 3. કપંગ
1. तळा 2. खोरे,1. તાલા 2. બેસિન
तलाबिसरी,તલાબીસરી
1. बेसिस्टर्नम 2. रूट धारक,1. બેસિસ્ટર્નમ 2. રુટ ધારક
गल्फ मान्सून,ગલ્ફ ચોમાસું
फळ वनस्पती,ફળનો છોડ
पलंग,પથારી
बेड प्लांट,બેડ પ્લાન્ટ
बेडिंग,પથારી
बीट मोलॅसेस,બીટ દાળ
घुंगरू,બેલો
1. पट्टी 2. भूप्रदेश,1. પટ્ટી 2. ભૂપ્રદેશ
नफा-खर्च विश्लेषण,નફો-ખર્ચ વિશ્લેષણ
इच्छुक (नमुना),મહત્વાકાંક્ષી (સેમ્પલિંગ)
द्विवार्षिक वनस्पती,દ્વિવાર્ષિક છોડ
द्विपद,દ્વિપદી
बायोफॅक्टर,બાયોફેક્ટર
जैविक हवामान,જૈવિક આબોહવા
जैव ऊर्जा,જૈવ ઊર્જા
प्राणी पर्यावरणशास्त्र,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
बायोस्फीअर,બાયોસ્ફિયર
जैविक,જૈવિક
प्राणी,પ્રાણીસૃષ્ટિ
दिविलिंगी,ડિવિલિંગી
धवलन,ધવલન
1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
मिश्रण,મિશ્રણ
1. अंगमारी (रोग) 2. अनिष्ट (रोग),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. फोड 2. फोड 3. उद्रेक 4. फोड,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
निळी क्रांती,વાદળી ક્રાંતિ
प्लॅनर हीटिंग चेंबर,પ્લાનર હીટિંગ ચેમ્બર
प्लॅनर हीटिंग तंत्रज्ञान,પ્લાનર હીટિંગ ટેકનોલોજી
कोंडा,થૂલું
शाखा,શાખાઓ
1. डहाळी 2. उपशाखा,1. ટ્વિગ 2. સબબ્રાન્ચ
जाती,જાતિ
पुनरुत्पादन,પ્રજનન
लवकर उगवण उपचार,પ્રારંભિક અંકુરણ સારવાર
1. शावक 2. अंडी 3. गर्भ,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
होतकरू,ઉભરતા
बजेट,બજેટ
1.अॅम्फोटेरिक 2. बफर,1.એમ્ફોટેરિક 2. બફર
रताळे,શક્કરિયા
बंट (रोग),બંટ (રોગ)
1. उप-उत्पादन 2. उप-उत्पादन,1. આડપેદાશ 2. આડપેદાશ
c ओलावा तपशील वक्र,c ભેજ સ્પષ્ટીકરણ વળાંક
तेल केक,તેલ કેક
1. चुना 2. कॅल्शियम,1. ચૂનો 2. કેલ્શિયમ
कॅल्शिअन,કેલ્સિયન
फॉस्फेट काढणे,ફોસ્ફેટ દૂર કરવું
1. किनटा 2. कॅलाटा,1. કિનાટા 2. કેલાટા
1.कॉलस 2. किरण,1.કેલસ 2. કિરણ
1. सेपल्स 2. कॅलिक्स,1. સેપલ્સ 2. કેલિક્સ
बाह्य टोक,બહારનો છેડો
इधा,એધા
कॅन्कर (जीवाणूजन्य रोग),કર્કશ (બેક્ટેરિયલ રોગ)
कॅनिंग,કેનિંગ
आकाश,આકાશ
वित्त,ફાઇનાન્સ
परागकण (अंजीराचे),પરાગનયન (અંજીરનું)
1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
कार्बनयुक्त,કાર્બનયુક્ત
कार्बनन,કાર્બનન
कॅरॅपेस,કારાપેસ
ब्रेसलेट,બંગડી
1. कास्टिंग (लोह) 2. क्षिती (कीटक),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
अपचय,અપચય
प्रलोभन,પ્રેરિત
1. सुरवंट 2. सुरवंट,1. કેટરપિલર 2. કેટરપિલર
c d. एन. a संकलन,c ડી. એન. a સંગ્રહ
श्रेणी,શ્રેણી
1. सेल 2. सेल,1. સેલ 2. સેલ
मध्यवर्ती फ्रंट सिस्टम,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. पॉइंट 2. फोकस,1. બિંદુ 2. ફોકસ
केंद्रापसारक,સેન્ટ્રીફ્યુગેશન
अपकेंद्रित्र,સેન્ટ્રીફ્યુજ
तारा केंद्र,સ્ટાર સેન્ટર
epigenetic,એપિજેનેટિક
केंद्रजा,કેન્દ્રજા
यंत्रमाग,લૂમ
1. तृणधान्ये 2. मालिका,1. અનાજ 2. સીરીયલ
1. प्रमाणन 2. प्रमाणन,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
प्रमाणित बियाणे,પ્રમાણિત બીજ
1. पेंढा 2. कुट्टी 3. शलक सहपात्रा,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. निभाग 2. कैलाजा,1. નિભાગ 2. કૈલાજા
किमोग्राफी,કીમોગ્રાફી
1. कियाज्मा 2. व्यस्त,1. કિયાઝમા 2. વ્યસ્ત
सुपर कूलिंग तास,સુપરકૂલિંગ કલાકો
दंव नुकसान,હિમ નુકસાન
1. विचिरोटकी 2. चिमेरा,1. વિચિરોતકી 2. ચિમેરા
हिरवी लापशी,લીલો પોર્રીજ
1. पर्णसंभार 2. हिरवा,1. પર્ણસમૂહ 2. લીલો
सायनोसिस,સાયનોસિસ
जैविक वितरण विज्ञान,જૈવિક વિતરણ વિજ્ઞાન
1. क्रोमेटिड्स 2. अर्धा गुणसूत्र,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
क्रोमॅटिन,ક્રોમેટિન
क्रोमॅटोग्राफी,ક્રોમેટોગ્રાફી
क्रोमॅटिनलेशन,ક્રોમેટિનલેશન
अलिंद बिंदू,ધમની બિંદુ
क्रोमेटोजेनेसिस,ક્રોમેટોજેનેસિસ
1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. गुणसूत्र 2. गुणसूत्र,1. રંગસૂત્રો 2. રંગસૂત્રો
1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
सायरेंज,સાઇટ્રેન્જ
गडी बाद होण्याचा क्रम,પાનખર તહેવાર
वर्गीकरण,વર્ગીકરણ
1. चिकणमाती 2. चिकणमाती,1. માટી 2. માટી
1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
सतत परागण,સતત પરાગનયન
क्रूसिफेरस फळ,ક્રુસિફેરસ ફળ
हवामान,વાતાવરણ
हवामानशास्त्र,આબોહવાશાસ્ત્ર
कातरणे,કાતર
ढेकूळ (चिकणमाती),ગઠ્ઠો (માટી)
क्लोन,ક્લોન
1.ढग 2.ढग,1.વાદળો 2.વાદળો
गठ्ठा,ઝુંડ
घड,ટોળું
1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. कव्हर 2. लेदररेट,1. કવર 2. ચામડું
कोया,કોયા
1. कोएन्झाइम 2. को-एंझाइम,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
एकसंधता,સંયોગ
1. फायबर (ज्युट ज्यूट) 2. नारळ भरड,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
मुलंकुर चोळ,મુલંકુર ચોલા
,
कोलोइड (माती),કોલોઇડ (માટી)
1.स्तंभ 2.columella,1.કૉલમ 2.કોલ્યુમેલા
1. दंड 2. स्तंभ 3. स्तंभ,1. દંડ 2. કૉલમ 3. કૉલમ
सहभागिता,કોમ્યુનિયન
व्यावसायिक बँक,કોમર્શિયલ બેંક
1. वस्तू 2. व्यापारी माल,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
समुदाय,સમુદાય
कॉम्पॅक्शन (मातीचे),કોમ્પેક્શન (માટીનું)
1. सुसंगतता 2. सुसंगतता,1. સુસંગતતા 2. સુસંગતતા
सुसंगतता,સુસંગતતા
1. भरपाई 2. भरपाई,1. વળતર 2. વળતર
स्पर्धात्मक संवाद,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
पूरक पीक,પૂરક પાક
1.संमिश्र 2.जटिल,1.સંયુક્ત 2.જટિલ
घटक,ઘટક
रचना,રચના
कंपोस्ट,ખાતર
चक्रवाढ व्याज,સંયોજન વ્યાજ
गणना,ગણતરી
1. संगणक 2. संगणक,1. કોમ્પ્યુટર 2. કોમ્પ્યુટર
1. एकाग्रता 2. एकाग्रता,1. એકાગ્રતા 2. એકાગ્રતા
1. अनुकूलक 2. पुनरुज्जीवन करणारा,1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર
वाहकता,વાહકતા
1. कॉन्फिगरेशन 2. कॉन्फिगरेशन,1. રૂપરેખાંકન 2. રૂપરેખા
1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता,1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા
1. एकत्रीकरण 2. संकरीकरण,1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન
संयुग्मन,જોડાણ
1. जोडणारा 2. संयोजी,1. એડિટિવ 2. કનેક્ટિવ
संरक्षण,રક્ષણ
एकत्रीकरण,એકીકરણ
1.घटक 2. घटक,1. ઘટક 2. ઘટકો
ग्राहक,ઉપભોક્તા
वापर,વપરાશ
दूषित होणे,દૂષણ
समोच्च लागवड,સમોચ્ચ વાવેતર
समोच्च रेखा,સમોચ્ચ રેખા
1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग,1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ
नियंत्रित वातावरणीय संचयन,નિયંત્રિત વાતાવરણીય સંગ્રહ
सहकारी बँक,સહકારી બેંક
सहकारी संस्था सदस्य,સહકારી મંડળીના સભ્ય
गुलमावन,ગુલમાવન
चौकोनी तुकडे,ક્યુબ્ડ
1. दालपुंज 2. कोरोला,1. દાલપુંજ 2. કોરોલા
1. कॉर्टेक्स 2. कॉर्टेक्स,1. કોર્ટેક્સ 2. કોર્ટેક્સ
खर्च,ખર્ચ
cotyledon,કોટિલેડોન
क्रेडिट समिती,ક્રેડિટ કમિટી
1. कर्ज देणे 2. क्रेडिट,1. ધિરાણ 2. ક્રેડિટ
1. सावकार 2. कर्जदार,1. શાહુકાર 2. લેણદાર
1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर,1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર
मागे घेणे,પાછું ખેંચવું
समस्या,સમસ્યા
चाचणी,પરીક્ષણ
गंभीर,જટિલ
पीक विमा,પાક વીમો
पीक कर्ज,પાક લોન
1. पीक 2. पीक,1. પાક 2. પાક
लागवड क्षेत्र,ખેતી વિસ્તાર
क्रॉस विसंगत,ક્રોસ અસંગત
1. मुकुट 2. शिखर (वनस्पती),1. તાજ 2. શિખર (છોડ)
मऊ कण,નરમ કણો
कवच,પોપડો
1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म,1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ
छाटणी (फळ),કાપણી (ફળ)
पेन,પેન
वाणाची विविधता,કલ્ટીવાર વિવિધ
1. कर्षण 2. शेती 3. शेती,1. ટ્રેક્શન 2. ખેતી 3. ખેતી
1. शेतकरी 2. शेती करणारा,1. ખેડૂત 2. ખેડૂત
1. मशागत 2. मशागत 3. संगोपन,1. ખેતી 2. ખેતી 3. ઉછેર
1. संसाधन 2. तयारी,1.સંસાધન 2.તૈયારી
1.कुंतलन 2.कुंचोन,1.કુંતલન 2.કુંચોન
पवित्रा,મુદ્રા
1. एपिडर्मिस 2. क्यूटिकल,1. બાહ્ય ત્વચા 2. ક્યુટિકલ
1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग,1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ
1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम,1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ
सायटोक्रोम,સાયટોક્રોમ
सेल जोडणी,કોષ જોડાણ
सेल पुनरुत्पादन,સેલ પ્રજનન
सेल आनुवंशिकी,સેલ જીનેટિક્સ
सायटोप्लाज्मिक विभागणी,સાયટોપ્લાઝમિક વિભાજન
सेल जीवशास्त्र,સેલ બાયોલોજી
सेल lysis,સેલ લિસિસ
1. सायटोमेर 2. सेल सेगमेंटेशन,1. સાયટોમેર 2. કોષ વિભાજન
सायटोप्लाझम,સાયટોપ્લાઝમ
1. दुग्धव्यवसाय 2. दुग्धव्यवसाय,1. ડેરી 2. ડેરી
डेअरी उद्योग,ડેરી ઉદ્યોગ
1. धरण 2. ब्रीडर,1. ડેમ 2. સંવર્ધક
दिवस निरपेक्ष वनस्पती,ડે એબ્સોલ્યુટ પ્લાન્ટ
फुलांच्या नंतर दिवस,ફૂલો પછીનો દિવસ
पूर्ण फुलांच्या नंतरचा दिवस,સંપૂર્ણ ફૂલો પછીનો દિવસ
अकार्यक्षमता,બિનકાર્યક્ષમતા
decalcification,decalcification
1. डिस्लॉज 2. डिस्लॉज,1. ડિસ્લોજ 2. ડિસ્લોજ
क्षय,સડો
पर्णपाती,પાનખર
1. दशांश 2. दशांश,1. દશાંશ 2. દશાંશ
कनिष्ठता,હીનતા
अनुरन (माती),અનુરાન (માટી)
विपुष्पन,વિપુષ્પન
बिलिंग,બિલિંગ
जंगलतोड,વનનાબૂદી
बदनामी,અપમાન
ऱ्हास,અધોગતિ
भाग दिवस,ભાગ દિવસ
1. प्रमाण 2. भाग,1. જથ્થો 2. ભાગ
विघटन,અવક્ષય
भुसा काढणे,કુશ્કી દૂર કરવી
भुसा काढणे,કુશ્કી દૂર કરવી
निर्जलीकरण,નિર્જલીકરણ
निर्जल,નિર્જળ
मागणी,માંગ
1. विकृतीकरण 2. गुणाकार,1. વિકૃતિકરણ 2. ગુણાકાર
निंदा,નિંદા
1. ठेव (माती) 2. ठेव (अर्थशास्त्र),1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર)
ठेव,જમા
1. घसारा 2. घसारा,1. અવમૂલ્યન 2. અવમૂલ્યન
डिसेलिनेशन,ડિસેલિનેશન
1. पाणी कोरडे होणे 2. निर्जलीकरण,1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ
1. डिझाइन 2. डिझाइन,1. ડિઝાઇન 2. ડિઝાઇન
कोरडे,સુકા
कर्नल काढणे,કર્નલ દૂર કરવું
डी-इंटरकलेशन,ડી-ઇન્ટરકલેશન
संयुग्मन,જોડાણ
1. नर मांजरी उतारा (मका) 2. बल्लार उतारा,1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ
बल्लार किंवा कुंदन कटिंग,બલ્લાર અથવા કુંદન કટીંગ
निर्धारक,નિર્ધારક
अवमूल्यन,અવમૂલ્યન
वनस्पती काढून टाकणे,ડી-વનસ્પતિ
विचलन,વિચલન
दुप्पट,ડબલ
निदान,નિદાન
भिन्न परिपक्वता,વિવિધ પરિપક્વતા
दुभाजक,વિભાજન
1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे),1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ)
पाठीचा आजार,પીઠનો રોગ
1. प्रसार 2. प्रसार,1. પ્રસરણ 2. પ્રસરણ
पचनक्षमता,પાચનક્ષમતા
dihybrid,દ્વિસંકર
1. धरण 2. नाला 3. कुटुंब,1. ડેમ 2. ડ્રેઇન 3. કુટુંબ
अल्प,અલ્પ
1. एकपत्नी 2. एकपत्नी,1. મોનોગેમસ 2. મોનોગેમસ
द्विगुणित,ડિપ્લોઇડ
1. डिप्लोइड 2. डिप्लोइड,1. ડિપ્લોઇડ 2. ડિપ્લોઇડ
द्विध्रुव,દ્વિધ્રુવ
1. उतारा 2. अंकुर काढणे,1. નિષ્કર્ષણ 2. બડ દૂર કરવું
1. नांगरणी 2. कताई,1. હળ ખેડવું 2. કાંતવું
सवलत,ડિસ્કાઉન્ટ
निर्जंतुकीकरण,જીવાણુ નાશકક્રિયા
1. फैलाव 2. विखुरणे,1. વિખેરવું 2. છૂટાછવાયા
1.विखुरणे 2.विविधता,1.સ્કેટરિંગ 2.વિવિધતા
विविधीकरण,વૈવિધ્યકરણ
वैविध्यपूर्ण शेती,વૈવિધ્યસભર કૃષિ
डीएनए पाऊल,ડીએનએ પગલું
डीएनए प्राप्तकर्ता,ડીએનએ રીસીવર
डॉक भाड्याने,ગોદી ભાડે
प्रभावी,અસરકારક
सुप्तता,નિષ્ક્રિયતા
1. प्रमाण 2. डोस 3. डोस,1. જથ્થો 2. માત્રા 3. માત્રા
