Assamese,Hindi
বাৰ গ্ৰাফ,दंड आरेख
বাকলি,छाल
১.বেৰ’মিটাৰ ২.বেৰ’মিটাৰ,1. वायुदाबमापी 2. बैरोमीटर
১. বাজাৰ ২. নিষ্ক্ৰিয় ৩. বন্যাৰ্ত,1. बजर 2. अकृष्य 3. बांझ
1. ভিত্তি 2. ভিত্তি 3. কুপাং,1. आधार 2. बेस 3. कपांग
১.তালা ২.বেচিন,1.थाला 2. द्रोणी
তালাবিছাৰী,तलाभिसारी
১.বেচিষ্টেৰনাম ২.মূল ধাৰণকাৰী,1. बेसिस्टर्नम 2. मूलाधारक
উপসাগৰীয় বাৰিষা,खाड़ी मानसून
ফলৰ উদ্ভিদ,फलदायी पौधा
বিছনা,क्यारी
বিচনা উদ্ভিদ,क्यारी - पौधा
বিচনা চাদৰ,क्यारी बनाना
বুটমাহৰ গুড়,चुकंदर शीरा
bellows,धौंकनी
১.ষ্ট্ৰিপ ২.ভূখণ্ড,1. पट्टी 2. इलाका
লাভ-খৰচ বিশ্লেষণ,लाभ-लागत विश्लेषण
আকাংক্ষিত (Sampling),अभिनत (प्रतिचयन)
দ্বিবাৰ্ষিক উদ্ভিদ,द्विवर्षीय पादप
দ্বিপদ,द्विपद
বায়&#39;ফেক্টৰ,जैवकारक
জৈৱিক জলবায়ু,जीव जलवायु
জৈৱ শক্তি,जैव ऊर्जा
প্ৰাণীৰ পৰিস্থিতিতন্ত্ৰ,जीव पारिस्थितिकी
১/ বায়’-প্ৰচেছৰ ২.বায়’-ৰিয়ক্টৰ,1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर
জৈৱমণ্ডল,जीव-मंडल
জৈৱিক,जीवीय
প্ৰাণীজগত,जीव प्ररूप
ডিভিলিংগি,दविलिंगी
ধাৱলান,धवलन
১/প্ৰধ্বাসন (ৰোগ) ২) গাষ্ট ৰোগ,1.  प्रध्वसं (रोग) 2.  झोंका रोग
মিশ্ৰণ,संमिश्रण
১.আংমাৰী (ৰোগ) ২.ব্লাইট (ৰোগ) ২.,1. अंगमारी (रोग) 2.  ब्लाइट (रोग)
১/ ফোহা ২. ফোহা ৩. বিস্ফোৰণ ৪. ফোহা,1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर
নীলা বিপ্লৱ,नीली क्रांति
প্লেনাৰ হিটিং চেম্বাৰ,तलीय ताप चैंबर
সমতল উত্তাপন প্ৰযুক্তি,तलीय ताप तकनीक
ব্ৰাণ,चोकर
শাখা-প্ৰশাখা,शाखन
১.ডাল ২.উপশাখা,1. टहनी 2. उपशाखा
বংশবৃদ্ধি,नस्ल
প্ৰজনন,प्रजनन
আগতীয়াকৈ অংকুৰণৰ চিকিৎসা,शीघ्र अंकुरण उपचार
১. পোৱালি ২. কণী ৩. ভ্ৰূণ,1. शाव 2. अंड 3. भ्रूण
budding,कलिकायन
বাজেট,बजट
১.এম্ফোটেৰিক ২.বাফাৰ,1.उभयप्रतिरोधी 2. बफर
মিঠা আলু,शल्ककंद
বান্ট (ৰোগ),बंट (रोग)
1. উপ-উৎপাদন 2. উপ-উৎপাদন,1. उपजात 2. उपोत्पाद
c আৰ্দ্ৰতা নিৰ্দিষ্টকৰণ বক্ৰ,c नमी विशिष्टता वक्र
তেলৰ কেক,खली
১.চূণ ২.কেলচিয়াম,1. चूनेदार 2.कैल्सियमी
calcion,कैल्सीयन
ফছফেট আঁতৰোৱা,फॉस्फेट का निस्तापन
১.কিনাটা ২.কালাটা,1. किणता 2. कैलसता
১.কেলাছ ২.ৰশ্মি,1.कैलस 2. किण
1. ফুলৰ গুটি 2. calyx,1. बाह्यदल पुंज 2.कैलिक्स
বাহ্যিক শেষ,वाह्यदल अंत
এধা,एधा
কেন্সাৰ (বেক্টেৰিয়াৰ ৰোগ),कैंकर (जीवाणु रोग)
কেনিং,डिब्बाबंदी
আকাশ,वितान
বিত্ত,पूंजी
পৰগাছা (ডুমুৰৰ),परागण (अंजीर का)
১.কেপচুল ২.কেপচুল ৩.কেপচুল,1. संपुट 2. संपुटिका 3. कैप्सूल
কাৰ্বনাইজড,कार्बोनीकृत
কাৰ্বনেন,कार्बनन
carapace,अंडप
এপাত হাতৰ অলংকাৰ,मणिबंध
1. ঢালাই (লোহা) 2. ক্ষীপতি (পোক),1. ढलाई (लोहे की) 2. क्षिप्ति (कीट)
কেটাবলিজম,अपचय
প্ৰৰোচনা,उत्प्रेरण
1. পোক 2. পোক,1. इल्ली 2. सूंडी
গ ঘ. এন. ক. সংগ্ৰহ,सी ड़ी. एन. ए. संग्रह
পৰিসৰ,सीमा
১.কোষ ২.কোষ,1. कोशिका 2. कोष्ठिका
কেন্দ্ৰীয় ফ্ৰন্ট ব্যৱস্থা,केंद्रीय अग्रग प्रणाली
1. বিন্দু 2. ফোকাচ,1. सबिंदु 2. सकेंद्र
কেন্দ্ৰচালিতকৰণ,अपकेंद्रण
কেন্দ্ৰচালিত কৰক,अपकेंद्रक
তাৰকা কেন্দ্ৰ,तारककेंद्र
এপিজেনেটিক,केंद्रजनिक
কেন্দ্ৰজা,केंद्रजा
loom,लूम
১/ শস্যৰ বীজ ২. ছিৰিয়েল,1. धान्य 2. सीरियल
১.প্ৰমাণীকৰণ ২.প্ৰমাণীকৰণ,1. प्रमाणीकरण 2. प्रमाणन
প্ৰমাণিত বীজ,प्रमाणित बीज
১) খেৰ ২.কুট্টি ৩.শালক সহপাত্ৰ,1. भूसा 2. कुट्टी 3. शल्क सहपत्र
১.নিভাগ ২.কৈলাজা,1. निभाग 2. कैलाजा
চাইম&#39;গ্ৰাফী,रसानुवर्तन
১.কিয়াজমা ২.ব্যস্ত,1. किआज्मा 2. व्यत्यस्त
ছুপাৰকুলিং ঘন্টা,अतिशीतन घंटे
হিম ক্ষতি,शीतज क्षति
১/ ভিচিৰোটাকি ২.চিমেৰা,1.  विचित्रोतकी 2. काइमेरा
সেউজীয়া দাইল,हरित दली
১.পাতল ২.সেউজীয়া,1. पर्णहरित 2. हरितक
চাইন&#39;ছিছ,हरिमाहीनता
জৈৱিক বিতৰণ বিজ্ঞান,जीव वितरण विज्ञान
১) ক্ৰ’মেটিড ২) আধা ক্ৰম’জম,1. क्रोमैटिड 2. अर्धगुणसूत्र
ক্ৰ&#39;মেটিন,क्रोमैटिन
ক্ৰ&#39;মাট&#39;গ্ৰাফী,वर्णलेखन
ক্ৰ&#39;মেটিনেচন,क्रोमोटिनलयन
অলিন্দৰ বিন্দু,परिसूत्र बिंदु
ক্ৰ&#39;মেট&#39;জেনেছিছ,वर्णजनन
১/ ক্ৰম’প্ৰটিন ২.ৰঞ্জক প্ৰটিন,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
১.ক্ৰম’জম ২.ক্ৰম’জম,1. गुणसूत्र 2. क्रोमोसोम
1. দীৰ্ঘদিনীয়া 2. দীৰ্ঘদিনীয়া 3. দীৰ্ঘদিনীয়া 4. অচল,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
ট্যাগ এর সাথে ছবি &#39;citrange&#39;:,सिट्रेंज
পতন উৎসৱ,पर्णाभपर्व
শ্ৰেণীবিভাজন,वर्गीकरण
১.মাটি ২.মাটি,1.मृत्तिका 2. चिकनी मिट्टी
১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
স্থায়ী পৰগাছা,अनुन्मील्य परागण
ক্ৰুচিফেৰাছ ফল,क्रतिक श्वसनी फल
জলবায়ু,जलवायु
জলবায়ুবিজ্ঞান,जलवायु विज्ञान
shear,कतरनी
গোট (মাটি),ढेला (मिट्टी का)
ক্ল&#39;ন,क्लोन
১.ডাৱৰ ২.ডাৱৰ,1.मेघ 2. बादल
ক্লাম্প,पुंज (क्लंप
মুঠি,गुच्छ
১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
১.আৱৰণ ২.চামৰাৰ টুকুৰা,1. आवरण 2.  चर्मावरण
কয়া,कोया
১/ কো-এনজাইম ২.কো-এনজাইম,1. कोएन्जाइम 2. सह-एन्जाइम
সংহতি,संसंजन
১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা,1. रेशा (जूट पटसन) 2. नारियल जटा
মুলংকুৰ চোলা,मूलांकुर चोल
,
কলয়ড (মাটি),कोलॉइड (मृदा)
১.স্তম্ভ ২.কলমেলা,1.स्तंभिका 2. कॉलुमेला
১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ,1.दंड 2. स्तंभ 3. कॉलम
কমিউনিয়ন,सहभोजिता
বাণিজ্যিক বেংক,वाणिज्यिक बैंक
১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী,1. जिंस 2. पण्य वस्तु
সমুদায়,समुदाय
সংকোচন (মাটিৰ),संहनन (मृदा का)
1. সামঞ্জস্যতা 2. সামঞ্জস্যতা,1. सुसंगति 2. संगतता
সামঞ্জস্যতা,सुसंगतता
১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ,1. क्षतिपूर्ति 2. मुआवजा
প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া,स्पर्धी अन्योन्यक्रिया
শস্যৰ পৰিপূৰক,पूरक सस्य
১.সংমিশ্ৰিত ২.জটিল,1.सम्मिश्र 2. जटिल
সমষ্টিবাসী,घटक
সুৰ-ৰচনা,संघटन
পচন সাৰ,कंपोस्ट
যৌগিক আগ্ৰহ,चक्रवृद्धि ब्याज
গণনা,अभिकलन
1. কম্পিউটাৰ 2. কম্পিউটাৰ,1.अभिकलित्र 2.कंप्यूटर
১/ ঘনত্ব ২. ঘনত্ব,1. सांद्रण 2. संकेद्रण
১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ,1. अनुकूलक 2. पुनरुद्धारक
পৰিবাহীতা,चालकता
1. বিন্যাস 2. বিন্যাস,1. विन्यास 2. संरूपण
1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা,1. अनुरूपता 2. समविन्यास 3. संरूपता
১.সংহতি ২.সংকৰকৰণ,1.समाकुलन 2. संकरण
সংযোজন,संयुग्मन
1. যোগকৰণ 2. সংযোগী,1. योजी 2. संयोजी
সুৰক্ষা,सरंक्षण
একত্ৰীকৰণ,चकबंदी
১.উপাদান ২.উপাদান,1.संघटक 2. अवयव
গ্ৰাহক,उपभोक्ता
সেৱন,उपभोग
দূষণ কৰা,संदूषण
কনট্যুৰ ৰোপণ,समोच्च रोपण
কনট্যুৰ ৰেখা,समोच्च रेखा
১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি,1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती
নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ,नियंत्रित वातावरणीय भंडारण
সমবায় বেংক,सहकारी बैंक
সমবায় সমিতিৰ সদস্য,सहकारी संस्था सदस्य
গুলমাৱন,गुल्मवन
ঘনকীয়,घनकंद
১.দলপুঞ্জ ২.কৰোলা,1.दलपुंज 2. कोरोला
১.কৰ্টেক্স ২.কৰ্টেক্স,1. वल्कुट 2. कोर्टेक्स
খৰচ,लागत
কুটিলডন,बीजपत्र
ক্ৰেডিট কমিটি,ऋण समिति
১/ ঋণ দিয়া ২.ক্ৰেডিট,1.उधार 2. साख
১/ ঋণদাতা ২.পাওনাদাৰ,1. ऋणदाता 2. लेनदार
1. শিখৰ 2. শিখৰ 3. শিখৰ,1.शिखा 2. शीर्ष 3. शिखर
প্ৰত্যাহাৰ,व्याकुंचन
বিপদ,संकट
পৰীক্ষা,कसौटी
জটিল অৱস্থা,क्रांतिक
শস্যৰ বীমা,फसल बीमा
শস্যৰ ঋণ,फसल ऋण
১.শস্য ২.শস্য,1. सस्य 2. फसल
খেতি কৰা অঞ্চল,सस्यन क्षेत्र
ক্ৰছ অসঙ্গতিপূৰ্ণ,पार-असंगत
1. মুকুট 2. শিখৰ (উদ্ভিদ),1. मुकुट 2. शिखर (पादप)
কোমল কণা,मृदुकण
খোলা,पपड़ी
1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম,1. क्रिप्टोगैम 2. अपुष्पीपादप
ছাঁটনি (ফল),छांटन (फल)
কলম,कल्म
জাত জাত,कृष्य किस्म
১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা,1.कर्षण 2. कृषि 3. खेती
১/ কৃষক ২/ খেতিয়ক,1.किसान 2. कल्टीवेटर (यंत्र)
১.খেতি ২.খেতি ৩.পালন,1.संवर्ध 2. संवर्धन 3. पालन
১.সম্পদ ২.প্ৰস্তুতি,1.संसाधन 2.तैयार करना
১.কুন্তলন ২.কুঞ্চন,1.कुंतलन 2. कुंचन
মুদ্ৰা,मुद्रा
১.এপিডাৰ্মিছ ২.কিউটিকল,1. उपत्वचा 2. क्यूटिकल
1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব,1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा
১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম,1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली
চাইট&#39;ক্ৰ&#39;ম,साइटोक्रोम
কোষ সংযোজন,कोशिका युग्मन
কোষৰ প্ৰজনন,कोशिका जनन
কোষৰ জিনীয় বিজ্ঞান,कोशिका आनुवंशिकी
চাইট’প্লাজমিক বিভাজন,कोशिका द्रव्य विभाजन
কোষ জীৱবিজ্ঞান,कोशिका विज्ञान
কোষৰ লাইছিছ,कोशिका लयन
১) চাইট’মিৰ ২) কোষৰ বিভাজন,1. साइटोमियर 2. कोशिका खंड
চাইট’প্লাজম,कोशिका द्रव्य
১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী,1.डेरी 2. दुग्धशाला
দুগ্ধ উদ্যোগ,डेरी उदयोग
১.বান্ধ ২.প্ৰজননকাৰী,1. बांध 2. प्रजननी
দিন নিৰপেক্ষ উদ্ভিদ,दिवस निरपेक्ष पादप
ফুল ফুলাৰ পিছদিনা,पुष्पन के बाद दिन
সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন,पूर्ण पुष्पन के बाद दिन
অদক্ষতা,निष्पुष्पन
ডিকেলচিফিকেশন,विकैल्सीकरण
1. dislodge 2. dislodge কৰা,1. निथारना 2. निस्तारना
পচি যোৱা,क्षय
পৰ্ণপাতী,पर्णपाती
১.দশমিক ২.দশমিক,1. दशमिक 2. दशमलव
হীনমন্যতা,न्यूनता
অনুৰণ (মাটি),अनूर्णन (मृदा)
বিপুষ্পন,विपुष्पन
বিলিং,विपत्रण
বনাঞ্চল ধ্বংস কৰা,वनोन्मूलन
বদনাম,अपहासन
অৱক্ষয়,निम्नीकरण
অংশ দিন,अंश दिवस
১.পৰিমাণ ২.অংশ,1.मात्रा 2. अंश
ডিহিচেন্স,स्फुटन
খোলা আঁতৰোৱা,भूसी हटाना
খোলা আঁতৰোৱা,भूसी हटाना
পানীলগা,निर्जलीकरण
জলহীন,निर्जलकारित्र
দাবী কৰা,मांग
১.ডিনেচাৰেচন ২.গুণন,1. विकृतीकरण 2. गुणनाशन
ডেনুডেচন,अनाच्छादन
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र)
জমা,निक्षेपण
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. मूल्यहास 2.अवमूल्यन
ডিচেলাইনেচন,विलवणीकरण
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. जल शुष्कन 2. निर्जलीकरण
1. ডিজাইন 2. ডিজাইন,1.अभिकल्पना 2. डिजाइन
শুকান,शुष्कित्र
কাৰ্ণেল আঁতৰোৱা,गुठली निकालना
ডি-ইণ্টাৰকেলেচন,वि-अंतः भूस्तारीकरण
সংযোজন,वियुग्मन
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना
বল্লাৰ বা কুন্দন কাটিব পৰা,बल्लर या कुंदन को काटना
নিৰ্ণায়ক,निर्धारक
বিমুদ্ৰাকৰণ,अवमूल्यन
ডি-ভেজিটেট,वनस्पतिरहित करना
বিচ্যুতি,विचलन
দুণ্ডণ,द्विक
নিদান,निदान
ভিন্ন পৰিপক্কতা,भिन्नकाल पक्वता
bifurcation,द्विभाजन
1. দ্বিবিষাক্ত (বীজ),1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज)
পিঠিৰ ৰোগ,पश्चमारी (रोग)
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. विसरण 2. विसार
হজম ক্ষমতা,पाचनीयता
ডাইহাইব্ৰিড,द्विसंकर
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. बांध 2. नाली 3. परिवाह
সামান্য,तनु
১.একপত্নী ২.একপত্নী,1. एकलिंगाश्रयी 2. पृथक् लिंगी
ডিপ্লয়ড,द्विगुणित
১.দ্বিগুণী ২.দ্বিগুণী,1. द्विगुणित 2. डिप्लॉइड
ডাইপোল,द्विसूत्र
