Assamese,Odiya
একাউষ্টিক ফ&#39;নন,ଆକାଶବାଣୀ ଫୋନନ୍ |
শব্দ একক,ଧ୍ୱନି ଏକକ |
একাউষ্টিক,ଶବ୍ଦ
শব্দ উৎপাদক,ଶବ୍ଦ ଜେନେରେଟର
ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া,କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା
সক্ৰিয়কৰণ,ସକ୍ରିୟ
সক্ৰিয়কৰণ শক্তি,ସକ୍ରିୟ ଶକ୍ତି
"সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা","ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |"
সক্ৰিয়,ସକ୍ରିୟ |
সক্ৰিয়তা,ସକ୍ରିୟତା
প্ৰকৃত মানসিক চাপ,ପ୍ରକୃତ ଚାପ
ফুচফুচাই কোৱা,ଫୁସ୍ଫୁସ୍
সামৰণিত,ସଂକ୍ଷେପରେ
"যোগ, যোগ, সমষ্টি (ed.), যোগ (v.)","ରାଶି, ଯୋଗ, ସମୁଦାୟ (ଏଡି।), ଯୋଗୀ (v।)"
"সংযোগী সুৰ, অতিৰিক্ত সুৰ (স্বৰ)","ସଂଯୋଗ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ ow ର)"
যোগকৰণ,ଯୋଗୀ
আঠাযুক্ততা,ଆଡିଶିନ୍ |
আঠাযুক্ত শক্তি,ଆଡେସିଭ୍ ଶକ୍ତି |
আদিয়াবাট,adiabat
adiabatic,ଆଡିଆବାଟିକ୍ |
তাপ নিৰোধক,ଉତ୍ତାପ ଇନସୁଲେଟିଂ
সংলগ্ন কৰা হৈছে,ସଂଲଗ୍ନ
নিয়ন্ত্ৰণযোগ্য,ନିୟନ୍ତ୍ରିତ
ভেদ,ଅନୁପ୍ରବେଶ
শোষণ,ବିଜ୍ or ାପନ
আগলৈ,ଆଗକୁ
প্ৰগতিশীল,ପ୍ରଗତିଶୀଳ |
"আকাশী, বায়ু (v.), আকাশী (ed.)","akashi, air (v।), aerial (ed।)"
এন্টেনা ষ্ট্ৰিম,ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |
আকাশী জৰীপ,ବାୟୁ ସର୍ବେକ୍ଷଣ |
বায়ুৰ বেগ,ବାୟୁ ବେଗ
বায়ুগতিশীল সহগ,ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
বায়ুগতিবিদ্যা,ଏରୋଡାଇନାମିକ୍ |
বায়ুগতিবিদ্যা,ଏରୋଡାଇନାମିକ୍ସ |
এৰোনটিকেল,ଏରୋନେଟିକାଲ୍ |
এৰোনটিক্স,ଏରୋନେଟିକ୍ସ |
বায়ুৰ স্পন্দন,ବାୟୁ ନାଡ
"বায়ুমণ্ডল, গেছ&#39;স্ফিয়াৰ","ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |"
ফোকাচ চিষ্টেম,ଫୋକସ୍ ସିଷ୍ଟମ୍ |
বেক ইগনিচন,ପଛ ଇଗ୍ନିସନ୍ |
বেক লাইট,ପଛ ଆଲୋକ
জোকাৰণি,ସଂକଟ
"বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা","ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |"
সময় প্ৰভাৱিত,ସମୟ ପ୍ରଭାବିତ |
"বয়স বৃদ্ধি, বয়স বৃদ্ধি","ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ"
সময়ৰ প্ৰভাৱ,ସମୟ ପ୍ରଭାବ
সময় প্ৰভাৱ পৰীক্ষা,ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା
মাধ্যাকৰ্ষণহীন,ମାଧ୍ୟାକର୍ଷଣ |
মিলন,ପୁନ iliation ନିର୍ମାଣ
"বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ","ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |"
"আকাশী লক্ষ্য, আকাশী লক্ষ্য","ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |"
বায়ু শ্বাসযন্ত্ৰ,ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା
এয়াৰ কণ্ডিচনাৰ,ଶୀତତାପ ନିୟନ୍ତ୍ରଣ
এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ,ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |
বিমান,ବିମାନ
প্ৰান্তিককৰণ,ଶ୍ରେଣୀବଦ୍ଧତା |
প্ৰান্তিককৰণৰ ভুল,ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |
লাইভ চাৰ্কিট,ଲାଇଭ୍ ସର୍କିଟ୍ |
সম্পূৰ্ণ কাঁচৰ নলী,ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |
গোটেই ধাতুৰ নলী,ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |
ঠিক কৰা,ଠିକ କରିବା ପାଇଁ
"মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)","ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)"
মিশ্ৰত্ৱন,ମିଶ୍ର
সৰ্বব্যাপী মাধ্যম,ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |
omni এন্টেনা,omni ଆଣ୍ଟେନା |
আলমানাক,ଆଲମାନାକ |
আলফা,ଆଲଫା
আলফা-কাৰ্য্যকলাপ,ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |
আলফানিউমেৰিক,ବର୍ଣ୍ଣମାଳା
আলফা ৰশ্মি,ଆଲଫା ରଶ୍ମି |
সলা,ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
"বিকল্প, বিকল্প","ବିକଳ୍ପ, ବିକଳ୍ପ"
অলটাৰেটৰ,ବିକଳ୍ପ
উচ্চতামাপক,ଉଚ୍ଚତା
উচ্চতামাপক,ଉଚ୍ଚତା
উচ্চতা মাপকাঠী,ଉଚ୍ଚତା
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |"
গাণিতিক যুক্তি একক (ALU),ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU)
amaget নিয়ম,amaget ନିୟମ |
পৰিৱেশ,ପରିବେଶ
amicron,ଆମିକ୍ରନ୍ |
এমিটাৰ,ଆମ୍ମିଟର
এম্পিয়াৰ,ଆମ୍ପେର୍
এম্পিয়াৰ-আইন,ampere-law
উভচৰ আয়ন,ଆମ୍ଫିବିଆନ୍ ଆୟନ |
এম্প্লিফিকেশন,ବୃଦ୍ଧି
এম্প্লিফায়াৰ,ଏମ୍ପ୍ଲିଫାୟର୍
"কোণ, মাত্ৰা","କୋଣ, ପରିମାପ"
ক. এম ইউ. (পাৰমাণৱিক ভৰ একক),a। M. U. (ପରମାଣୁ ମାସ ଏକକ)
উপযুক্ত,ସୁସଙ୍ଗତ
উপমা,ଅନୁରୂପ
বিশ্লেষক,ବିଶ୍ଳେଷକ |
বিশ্লেষণ,ବିଶ୍ଳେଷଣ |
বিশ্লেষণাত্মক,ବିଶ୍ଳେଷଣାତ୍ମକ |
নন-পইন্ট,ଅଣ-ବିନ୍ଦୁ |
অস্বাভাৱিক,ଅସନ୍ତୁଷ୍ଟ |
আৰু দুৱাৰ,ଏବଂ ଦ୍ୱାର
অ-ধ্বনিযুক্ত,ଅଣ-ଆକାଶବାଣୀ |
বিষম স্থিতিস্থাপকতা,ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |
জলহীন,ଆନ୍ହାଇଡ୍ରସ୍
কোণ,କୋଣ
angstrom একক,ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |
কৌণিক,କୋଣାର୍କ |
প্ৰট্ৰেক্টৰ vernier,ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |
বিতৰ্কহীন,ବିବାଦୀୟ |
অসন্মানজনক,ସମ୍ମାନଜନକ |
ৰঙীন চুম্বকীয়কৰণ,ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |
শিথিলতা,ଅଳସୁଆ |
এনিয়ন,ଆୟନ
অসমতাপূৰ্ণ,ଅସୀମିତ |
সমতলীয়,ଆଇସୋଟ୍ରୋପିକ୍ |
সমচক্ৰীয়তা,ଆଇସୋଟ୍ରୋପିଜିମ୍ |
মচি পেলোৱা,ବିଲୋପ
ষড়যন্ত্ৰকাৰী,ଷଡଯନ୍ତ୍ରକାରୀ
এনোড,anode
এনোডাইজেচন,ଆନାଡାଇଜେସନ୍ |
অসামঞ্জস্যপূৰ্ণ,ଅସଙ୍ଗତ
অপটিকেল চিষ্টেম,ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |
এন্টেনা,ଆଣ୍ଟେନା |
এন্টিবেৰিয়ান,ଆଣ୍ଟିବାୟର୍
এন্টি-বণ্ডিং বৈশিষ্ট্য,ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |
কাউণ্টাৰ বণ্ড,କାଉଣ୍ଟର ବଣ୍ଡ |
ৰিভাৰ্ছ পাৱাৰ,ଓଲଟା ଶକ୍ତି |
ডাইমেগনেটিক,ଡାଇମାଗ୍ନେଟିକ୍ |
ডাইমেগনেটিক পদাৰ্থ,ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
এন্টি-ইনফ্লেমেটৰী,ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |
এন্টিগ্ৰেভিটি,ଆଣ୍ଟିଗ୍ରାଭିଟି
এন্টিলামডা কণা,ଆଣ୍ଟିଲାମଡା କଣିକା |
এলিলেপ্টন,ଆଲେଲେପଟନ୍ |
ডাইমেগনেটিক,ଡାଇମାଗ୍ନେଟିକ୍ |
এন্টিমেটাৰ,ଆଣ୍ଟିମାଟର୍ |
এন্টি মিছাইল,ଆଣ୍ଟି ମିସାଇଲ୍
এন্টিনিউট্ৰন,ଆଣ୍ଟିନାଟ୍ରନ୍ |
স্পন্দনশীল,ପଲସିଂ
এন্টিনিউক্লিয়ন,ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |
এন্টিপাৰটিকেল,ଆଣ୍ଟିପାର୍ଟିକଲ୍ |
এন্টিপ্ৰ&#39;টন,ଆଣ୍ଟିପ୍ରୋଟନ୍ |
এন্টিৰিফ্লেক্টিভ,ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |
এন্টিসিমেট্ৰিক,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |
non recurring,ପୁନରାବୃତ୍ତି ନୁହେଁ |
এনাক্ৰ&#39;নিজম,ଆନାକ୍ରୋନିଜିମ୍ |
ছিদ্ৰযুক্ত স্কেনিং ডিস্ক,ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |
দ্বাৰক,ଦ୍ୱାରକ
"ওপৰ, ওপৰ, সন্মুখ","ଉପର, ଉପର, ଆଗ"
"সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য","ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |"
উদাসীন জৰী,ଉଦାସୀନ ଲେସ୍ |
অকৰুণ,ଅଣ-ଦୁ hetic ଖଦାୟକ |
অ-অক্ষমতা,ଅକ୍ଷମତା |
অতি ৰংহীন,ବହୁତ ଆକ୍ରୋମାଟିକ୍ |
"ভূমি-উচ্চ, apogee","ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |"
"অমেৰু, বৃত্তাকাৰ","ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |"
পেৰাপোলাৰিটি,ପାରାପୋଲାରିଟି |
সঁজুলি,ଉପକରଣ
"ভাৰ্চুৱেল, দৃশ্যমান","ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |"
দৃশ্যমান সূৰ্য্য,ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |
দৃশ্যমান সময়,ଭିଜୁଆଲ୍ ସମୟ |
উদীয়মান ৰূপ,ଉଦୀୟମାନ ରୂପ
দৰ্খাস্ত,ଆବେଦନ
প্ৰযোজ্যতা,ପ୍ରଯୁଜ୍ୟତା |
প্ৰয়োগ কৰা হৈছে,ପ୍ରୟୋଗ ହୋଇଛି |
পৰ্যবেক্ষণযোগ্য,ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |
পদ্ধতি,ଉପାୟ
"ওচৰত, প্ৰায়","ପାଖାପାଖି, ପାଖାପାଖି"
আনুমানিককৰণ,ଆନୁମାନିକତା
বাষ্পৰ চাপ,ବାଷ୍ପ ଚାପ
স্বেচ্ছামূলক,ସ୍ବେଚ୍ଛାକୃତ
"চাপ চুলা, চাপ চুলা","ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |"
আৰ্কিমিডিছৰ নিয়ম,ଆର୍କିମିଡିସ୍ ନିୟମ |
স্থাপত্যৰ ধ্বনিবিজ্ঞান,ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |
চাপ লেম্প,ଆର୍କ ଦୀପ
চাপ-বৰ্ণালী,ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |
"এলেকা, এলেকা","କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
"আঞ্চলিক, আঞ্চলিক","ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ"
"বাহু, বাহু, শাখা","ବାହୁ, ବାହୁ, ଶାଖା |"
অপেশাদার,ଶ୍ରଦ୍ଧାଳୁ
"এৰে, এৰে","ଆରେ, ଆରେ"
ৰিচিভাৰ,ରସିଦ
উচ্চাৰণৰ স্পষ্টতা,ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |
কৃত্ৰিম,ସିନ୍ଥେଟିକ୍ |
কৃত্ৰিম ৰূপান্তৰ,କୃତ୍ରିମ ସଂକ୍ରମଣ
আৰোহী,ଆରୋହଣ
আৰোহণ,ଆରୋହଣ
বগাই যোৱা,ଆରୋହଣ
আগোলি,ଆଗୋଲି
একত্ৰীকৰণ,ଏକୀକରଣ
set of,ର ସେଟ୍
"একত্ৰিত কৰা, একত্ৰিত কৰা","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |"
নিখুঁত অনুমান,ସଠିକତା ଆକଳନ
নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ,ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
"সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত","ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |"
স্বৰধ্বনি,ସ୍ ow ର ଶବ୍ଦ
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |
এষ্টেনিক,asthenic
"বিৰতি, দৃষ্টিশক্তি","ନିବୃତ୍ତତା, astigmatism |"
মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ,ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
মহাকাশচাৰী,ମହାକାଶଚାରୀ
জ্যোতিৰ্বিজ্ঞানী,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
আকাশী,ସ୍ୱର୍ଗୀୟ
জ্যোতিৰ্বিজ্ঞান,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |
অসমতাপূৰ্ণ,ଅସୀମିତ |
এছিম্পটটিক,ଅସ୍ମିପଟୋଟିକ୍ |
গুৰুতৰ কৰি তোলা,ବୃଦ୍ଧି
এচিনক্ৰ&#39;নাছ,ଅସନ୍ତୁଳିତ |
"বায়ুমণ্ডল, বায়ুমণ্ডল","ପରିବେଶ, ପରିବେଶ"
বায়ুমণ্ডলীয়,ବାୟୁମଣ୍ଡଳ
বতাহৰ অস্থিৰতা,ପବନ ଅଶାନ୍ତି |
পাৰমাণৱিক,ପରମାଣୁ
পাৰমাণৱিক,ପରମାଣୁ
পাৰমাণৱিকতা,ପରମାଣୁ
পাৰমাণৱিক ভৰ,ଆଣବିକ ମାସ
পাৰমাণৱিক সংখ্যা,ପରମାଣୁ ସଂଖ୍ୟା
"নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল","ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |"
পাৰমাণৱিক,ପରମାଣୁ
কণা,କଣିକା
কণা,କଣିକା
"attenuation, ক্ষীণকৰণ",ଆଘାତ
"attenuating, ক্ষীণ কৰা","ଆଘାତ, ଆଘାତ"
আকৰ্ষণ,ଚମତ୍କାର |
আকৰ্ষণৰ বল,ଆକର୍ଷଣର ଶକ୍ତି |
শ্ৰৱণ ক্ষমতা,ଶ୍ରବଣତା |
অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
শ্ৰৱণযোগ্য,ଶ୍ରବଣଯୋଗ୍ୟ |
অডিঅ&#39; জেনেৰেটৰ,ଅଡିଓ ଜେନେରେଟର
শ্ৰৱণ ক্ষমতা গ্ৰাফ,ଶ୍ରବଣତା ଗ୍ରାଫ୍ |
শ্ৰৱণ বিজ্ঞান,ବିଜ୍ଞାନ ଶୁଣିବା |
অডিঅ&#39;মিটাৰ,ଅଡିଓମିଟର |
শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক,ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
শব্দ সংকেত,ଶବ୍ଦ ସଙ୍କେତ
দৃশ্য-শ্ৰাব্য,ଅଡିଓ-ଭିଜୁଆଲ୍ |
"অডিটৰিয়াম, অডিটৰিয়াম","ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |"
OZ প্ৰভাৱ,OZ ପ୍ରଭାବ
প্ৰচাৰ,ପଦୋନ୍ନତି
এনহান্সাৰ,ଉନ୍ନତିକାରୀ
মেৰু শিখা,ପୋଲାର ଅଗ୍ନି
দক্ষিণ মেৰু শিখা,ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି
উত্তৰ মেৰু শিখা,ଉତ୍ତର ପୋଲାର ଅଗ୍ନି
স্বয়ংক্ৰিয় সতৰ্কবাণী,ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |
অটো সমান্তৰালকাৰী,ଅଟୋ ସମାନ୍ତରାଳ
"স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |"
"স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ","ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ"
"সহায়ক, সমবায়, অতিৰিক্ত","ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |"
"অৱদাভা, হিমস্খলন","ଅଭଡାଭା, ଆଭାଲଚେନ୍"
"mean, mean","ଅର୍ଥ, ଅର୍ଥ"
পৰিৱৰণ,parivaran
অক্ষীয়,ଅକ୍ଷୀୟ |
অক্ষ,ଅକ୍ଷ
এজিমুথ,ଆଜିମ୍ୟୁଥ୍
এজিমুথ,ଆଜିମ୍ୟୁଥ୍
পিছলৈ,ପଛକୁ
"পটভূমি, পটভূমি","ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି"
"পিছপৰা, পিছপৰা","ପଛକୁ, ପଛକୁ"
ঘুৰা,ବୁଲି ପଡ
বেক ভল্টেজ পালছাৰ,ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |
সম্পৰ্কৰ পিছৰ,ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ
ৰিইম্বৰ্চেমেণ্ট,ପରିଶୋଧ
এন্টি ভল্টেজ,ଆଣ୍ଟି ଭୋଲଟେଜ୍ |
পশ্চাৎ বিক্ষিপ্ততা,ପରବର୍ତ୍ତୀ ବିଛାଇବା |
অন্তৰ্স্থলীৰ তৰংগ,ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |
ইনচুলেটৰ,ଇନସୁଲେଟର
পেৰাচুট জাম্প,ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |
উত্তাপন কৰা,ଗରମ
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
বেলেন্সাৰ,ବାଲାନ୍ସର୍
ভাৰসাম্যতা বজাই ৰখা,ସନ୍ତୁଳନ
গ্ল&#39;বুল,ଗ୍ଲୋବୁଲ୍
"বেলিষ্টিক, বেলিষ্টিক","ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |"
"প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ","ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |"
মিছাইল,କ୍ଷେପଣାସ୍ତ୍ର
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
প্ৰক্ষেপণ,ପ୍ରୋଜେକସନ
মুক্ত ট্ৰেজেক্টৰী,ମାଗଣା ପଥ
"বেলুন, বেলুন","ବେଲୁନ୍, ବେଲୁନ୍ |"
বালমাৰ বিচ্ছিন্নতা,ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |
"বেণ্ড, বেণ্ড, বেণ্ড","ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |"
ফুটা,ବିସ୍ଫୋରଣ
"array, beam, তীৰ, পাৰ, উপকূল","ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |"
