Hindi,English
डारेन उपस्थापन अभिसत्राधिनियम,Assize of Darrein Presentment
मृत पूर्वज अभिसत्राधिनियम,Assize of Mort 'D' Ancestor
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,Assize of Novel Disseisin
नृशंसता,Atrocity
आक्रमण,Attack
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",Aulic Council
गेडिस समाधान,Axe of the Geddess (=the Geddess axe)
धुरी राष्ट्र,Axis (=The Rome-Berlin-Tokyo Axis)
"बाबुल, बेबीलोन",Babylon
बेबीलोनी बंदीकरण,Babylonian captivity (=Babylonish captivity)
बाखुसी उपासक,Bacchanal devotee
मद्यपानोत्सव,Bacchanalia
युवा योद्धा,Bachelor
"बगदाद अनुबंध, बगदाद पैक्ट",Baghdad Pact
बाल्कन लीग,Balkan League
बाल्कन अनुबंध,Balkan Pact
बाल्कन युद्ध,Balkan Wars
बाल्टिक अनुबंध,Baltic Pact
दस्यु,Bandit
बांडुंग सम्मेलन,Bandung Conference
"निर्वासन, देश-निकाला",Banishment
"पताका, ध्वजा",Banner
बर्बर,Barbarian
कोट-घूँघट,Barbican
बारदोली सत्याग्रह,Bardoli satyagraha
बार्न बर्नस,Barn Burners
"बैरन, सामंत",Baron
बैरोनेज,Baronage
महासामंत,Barones majores
लघु सामंत,Barones minores
सामंत पत्नी,Baroness
उपसामंत,Baronet
उपसामंत वर्ग,Baronetage
2. बैरोनेट वंशावली,Baronetage
उपसामंत,Baronetcy
बैरोनी,Barony
दास बंदीगृह,Barracoon
2. दास-गृह,Barracoon
अवरोध,Barricade (=barricado)
2. घिराव,Barricade (=barricado)
3. मोचबिंदी,Barricade (=barricado)
आधार शिबिर,Base camp
वैसिलिका,Basilica
2. सभा भवन,Basilica
बैस्टील,Bastila
बैस्टील,Bastille
2. कारागार,Bastille
तोपखाना,Battery
"रण, समर, युद्ध",Battle
रण-व्यूह,Batlle-array
युद्ध-घोष,Battle cry
युद्ध कोलाहल,Battle din
"रण भूमि, रण क्षेत्र, समरांगण",Battle field
युद्ध-गान,Battle hymn
एड़-युद्ध,Battle of the Spurs
ध्वज-संग्राम,Battle of the Standard
"रणपोत, जंगी जहाज़, संगरपोत",Battleship
"संगरपोत शक्ति, रणपोत-शक्ति",Battleship-strength
बेयू चित्रपट,Bayeux tapestry
संकेत प्रकाश,Beacon
प्रकाश स्तंभ,Beacon tower
मुखरक्षी,Beaver
2. बीवर सिक्का,Beaver
समुद्री बैगर,Beggars of the sea
युयुत्यु,Bellicose
2. लड़ाकू,Bellicose
3. युद्धप्रिय,Bellicose
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",Bellicosity
बेलोना,Bellona
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",Benefice
पादरी-सुविधा,Benefit of clergy
बेनीलक्स,Benelux
"बर्लिन डिकी, बर्लिन निषेध",Berlin Decree
"जुझारू योद्धा, नार्सी योद्धा",Berserker
बजांत,Besant (=bezant)
बैथेल,Bethel
ग्रंथ-पूजक,Bibliolater
ग्रंथपूजन,Bibliolatry
बिग बर्था,Big Bertha
धर्मांध,Bigot
वासादेश,Billeting
बिल ऑफ अटेन्डर,Bill of Attainder
अधिकार-पत्र,Bill of Rights
"जीवनीकार, चरित लेखक",Biographer
जातक कथाएँ,Birth stories
पड़ाव,Bivouac
2. रण-शिविर,Bivouac
3. सैनिक पहरा,Bivouac
बाइज़ोनिया,Bizonia
अवैध दास आयात,Black birding
काला झंडा,Black flag
काल-कोठरी,Black Hole
2. ब्लैक होल,Black Hole
"गद्दार, द्रोही",Black leg (=scab)
"ब्लैक शर्ट, काली कुर्ती दल",Black Shirt
कुल चिह्र,Blazon
2. कुल चिह्र अंकन,Blazon
कुल-चिह्रांकन कला,Blazonry
2. कलात्मक प्रदर्शन,Blazonry
"तड़ित युद्ध, तूफानी हमला",Blitzkrieg
"गौरवमय क्रांति, रक्तहीन क्रांति",Bloodless Revolution (=Glorious Revolution)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",Bloodwite
खूनी मेरी (सन् - ईo),Bloody Mary
ब्लू,Blue
"आभिजात्य, कुलीनता",Blue blood
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",Blue book
"नीला फीता, ब्लू रिबन",Blue ribbon
2. सर्वोच्च सम्मान,Blue ribbon
राजकीय रक्षक,Blues (=Royal Horse Guards)
नीली कुर्ती दल (इटली),Blue Shirt
नौसेना समर्थक,Blue Water School
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",Board of Control
"वर्म, जिरह-बख्तर",Body armour
बूर,Boer
लूट का माल,Booty
बरो,Borough
सीनेट सदन,Bouleuterion
बूर्बा,Bourbon
बॉक्सर विद्रोह,Boxer rebellion
भुज कवच,Brace
बाहु पट्टिका,Brassard
"2. भुज बंध, भुज कवच",Brassard
बहुधान्यक प्रदेश,Bread colonies
"वक्षस्त्राण, उरस्ताण",Breast Plate
आवक्ष भित्ति,Breast work
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",Bretwalda
बटमार,Brigand
"बटमारी, लुंठन, राहजनी",Brigandage
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",British Commonwealth of Nations
"ब्राउन शर्ट्स, भूरी कुर्ती दल",Brown Shirts (=The Nazis)
ब्रुसेल्स संधि संगठन,Brussels Treaty (Pact) organisation (=Western Europeon union)
महिष चर्म,Buff
2. लघु कोट,Buff
बफ़-कोट,Buff-coat
बफ़-रेज़िमेंट,Buffs
ब्यूल,Bule (=council)
पट्टेदारी,Burgage
पौर प्रतिनिधि,Burgess
बाईजेन्टिनी,Byzantine
बाइजेन्टिनी गिरजाघर,Byzantine church
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,Byzantine Empire
बाइजेन्टिनी संवत्,Byzantine Era
बाइजेन्टिनी इतिहासकार,Byzantine historians
"काबेल, षडयंत्रकारियों का गुट",Cabal
सीज़रतंत्र,Caesarism
खलीफ़ा,Caliph
"खुशनवीस, सुलेखक",Calligrapher
सुलेख-विशारद,Calligraphist
सुलेख,Calligraphy
कैल्ट्रॉप,Caltrop
सौहार्द,Camaraderie
लघु कक्ष,Camarilla
2. षाड्यंत्रिक,Camarilla
(पोप का) मुकुट,Camelaucum
"छद्मावरण, छद्म गोपन",Camouflage
अभियान,Campaign
लश्करी; शिविरानुचर,Camp follower
गिरजा क़ब्रिस्तान,Campo santo
कैंपस मारशियस,Campus martius
"कान्फोरा, डलियावाली",Canephora
कैंग; काष्ठबंध,Cangue
गोलाबारी,Cannonade
"युद्ध-बलि, तोपचारा",Cannon fodder
धर्म-सूत्र,Canon
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",Canon law
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",Canopus decree
"चिह्रित शस्त्र, चिह्रित आयुध",Canting arms
बंदी,Captive
बंदीकर्त्ता,Captor
कार्डिनल,Cardinal
कार्ल,Carl
कैरोलिन्जी राजवंश,Carolingian dynasty
कारथूसी संप्रदाय,Carthusian sect
कारथूसी मठ,Cartosa
"किलेदार, कोटपाल",Castelian
2. केस्टेलन,Castelian
वर्ण-व्यवस्था,Caste system
() दुर्ग,Castle
(2) गढ़ी,Castle
दुर्ग-नगर,Castle town
कैस्ट्रा,Castra
2. रोमन शिविर,Castra
पादरी का सिंहासन,Cathedra
मुख्य गिरजाघर,Cathedral
केटो स्ट्रीट षडयंत्र,Cato Street conspiracy
कॉडिलो,Caudillo
() कैवेलियर,Cavalier
(2) घुड़सवार,Cavalier
कैवेलियर पार्लियामेंट,Cavalier Parliament
"पक्ष-त्यागी गुट, आडुलम गुट",Cave of Adullam
"गुहा-चित्रकारी, गुहा-चित्रण",Cave painting
2. गुहा-चित्र,Cave painting
सेन्टुमविर,Centumvir
सेंचुरियन,Centurion
"शताब्दी, सदी, शती",Century
"जिरह-बख्तर, श्रृंखला-कवच",Chain armour (=chain mail)
"समर्पित मंदिर, समर्पित पूजागृह",Chantry
2. समर्पित धर्मदास,Chantry
चैप पुस्तिका,Chap book
"धर्माधिकारी, चैपलिन",Chaplain
पादरी मंडल,Chapter
सांयोगिक दुर्घटनाएँ,Chapter of accidents
कीतिंचिह्र,Charge
"कार्यदूत, दूत-कार्यकारी",Charge d'affaires
विदाई परामर्श,Charge parting
युद्धाश्व,Charger
विजय रथ,Chariot
रथारोही,Charioteer
2. रथी,Charioteer
3. सारथी,Charioteer
"अन्नसत्र, लंगर",Charity kitchen
"अधिकार-पत्र, चार्टर",Charter
चार्टिस्ट आंदोलन,Chartist Movement (=Chartism)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",Chartophylacium
"सामंत गढ़ी, शातो",Chateau
पड़ताल चौकी,Check post
रासायनिक युद्ध,Chemical Warfare
दुर्ग-नगर,Chester
सरदार,Chief
सरदार,Chieftain
2. सामंत,Chieftain
3. राजा,Chieftain
"जालांशुक, जालीदार कपड़ा, शिफान",Chiffon
शौर्य,Chivalry
यहूदी लोग,Chosen People
दिव्यवाणी कक्ष प्रवचन कक्ष,Chrismographion
ईसाई जगत,Christendom
ईसवी काल,Christian era
ईसाई समाजवाद,Christian Socialism
इतिवृत्त,Chronicle
इतिवृत्तकार,Chronicler
स्वर्ण-भूमि,Chryse Chersonese
रत्न-कक्ष,Cimelium
सोलहवीं शती की शैली,Cinquecento Style
परिनौचालन,Circumnavigation
सिस्तर्शी साधु,Cistercian monk
"दुर्ग, गढ़ी",Citadel
() प्रशस्ति,Citation
(2) उपस्थिति सूचना,Citation
सविनय अवज्ञा (आन्दोलन),Civil disobedience
गृह-युद्ध,Civil war
रोमन नागरिक,Civis Romanus
"कलासिकी युग, श्रेण्य युग",Classical age
बटमार,Clepht (=klepht)
"पादरीवाद, पुरोहितवाद",Clericalism
"भूग्राही, क्लेरुक",Cleruch
क्लूनी आंदोलन,Cluniac movement
"कवच, जिरह-बख्तर",Coat armour
कुलांक,Coat of arms
2. आयुधांक,Coat of arms
3. अस्त्र-ध्वजादि-चित्रण,Coat of arms
"कवच, जिरह-बख्तर, अंगत्राण",Coat of mail
कोहॉर्ट,Cohort
कोमिशिया,Comitia
कोमिशिया सेंतुरियाता,Comitia Centuriata
कोमिशिया क्यूरिआता,Comitia Curiata
कोमिशिया ट्रिब्यूता,Comitia Tributa
स्मारक तोरण,Commemorative arch
स्मारक सिक्का,Commemorative coin
स्मारक मुहर,Commemorative seal
सार्वजनिक भूमि,Common field
कम्यूनार्ड,Communard
समझौता,Concordat
2. धर्म-संधि,Concordat
कंदोत्यर,Condottiere
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",Confirmation Cartarum
संघर्ष,Conflict
धर्म-संगति,Congregation
विजेता राज्य,Conquering state
विजेता,Conqueror
"वर्षक वीर, अत्याचारी विजेता",Conquistador
राजपरिषद्,Consilium
"चर्च न्यायालय, काँसिस्टरी",Consistory
षड़यन्त्र,Conspiracy
2. साजिश,Conspiracy
कांसुली शासन,Consulate
परामर्श-पुस्तिका,Consulation book
महाद्वीपीय व्यवस्था,Continental system
अनधिकृत आहूत पार्लियामेंट,Convention Parliament
कापरहेड्स,Copperheads (=peace democrats)
"पट्ट-भूमि, पट्टे पर मिली भूमि",Copyhold
परिसीमन; घेरा डालना,Cordoning
"मुकुट, किरीट",Corona
राज्याभिषेक,Coronation
"अभिषेकाश्म, अभिषेक-शिला",Coronation stone
(ग्रंथ) संग्रह,Corpus
"जलदस्यु, समुद्री डाकू",Corsair
2. दस्यु पोत,Corsair
"उरस्त्राण, वक्षस्त्राण",Corset (=corselet)
"कार्टिज़, स्पेनी संसद",Cortes
कुटी घर,Cottar (=cottier)
2. खिदमती काश्तकार,Cottar (=cottier)
काउन्ट पैलेटीनेट,Count Palatinate
ग्राम्य आवास,Country house
काउन्टी,County
काउन्टी बरो,County borough
काउन्टी न्यायालय,County courts
काउन्टी रियासत,County palatine
दरबार,Court
2. राजसभा,Court
राजपरिपत्र,Court circular
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",Court etiquette
"राजदरबारी, राजसभासद, मुसाहिब",Courtier
कोर्ट ऑफ कैसेशन,Court of cassation
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",Court of Directors (E. I. C.)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",Court of Proprietors
राजकवि,Court poet
प्रसंविदाकारी केमेरोनपंथी,Covenanted Cameronians
"राजा, क्राउन",Crown
2. (क) ताज,Crown
(ख) मुकुट,Crown
"खालसा, राजभूमि",Crown land
2. संघ राज्य,Crown land
युवराज,Crown Prince
"धर्मयुद्ध, जिहाद",Crusade
धर्म-योद्धा,Crusader
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",Cryptogram
"वक्षस्त्राण, जिरहबख़्तर",Cuirass
"चर्म कवचधारी, अश्वारोही",Cuirassier
संप्रदाय देवता,Cult deity
"क्यूरिया, सभा-भवन, परिषद",Curia
2. रोम का सीनेट भवन,Curia
जारशाही,Czarism
अंध महाद्वीप,Dark continent
प्रलय-दिवस,Day of judgement
2. क़यामत का दिन,Day of judgement
"डीन, अधिष्ठाता",Dean
जशक,Decade
दीनार,Denarius
सिंहासनच्युत राजा,Deposed monarch
विलुंठन,Despoil
"अपहरण, लूट-खसोट",Despoilation
गद्दी से उतारना,Dethrone
राजमुकुट,Diadem
2. किरीट,Diadem
3. राजचिह्र,Diadem
डायेसिया,Diasia
न्यायालय,Dicasterium
जलप्रलयवादी,Diluvialist
बिशप-क्षेत्र,Diocese
2. डायोसीज़,Diocese
क्रांतिकारी कार्यकारिणी,Directoire (=Directry)
2. दायरोक्तायर,Directoire (=Directry)
दिरहम,Dirham
निष्ठाहीन,Disloyal
2. देशद्रोही,Disloyal
"राज्य-अपहरण नीति, राज्यलय-नीति",Doctrine of lapse
"प्रलेख, दस्तावेज़",Document
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",Documentary evidence
"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक",Domesday Book
कॉन्सटेन्टाइन का दान,Donation of Constantine
"विधि, क़ानून",Doom
राजमाता,Dowager queen
"ड्रेगून, घुड़सवार",Dragoon
साँडनी सवार,Dromedarian
"साँडनी, मादा ऊँट",Dromedary
महा नौका,Dromond
द्वंद्व युद्ध,Dual
"डुअल अलाएँस, दोहरी संधि",Dual alliance
ड्यूल आँताँत,Dual entente
"दोहरा शासन, दुहरी सरकार, द्वैध शासन",Dual system (=dual government)
ड्यूक,Duke
ड्यूमा,Duma
वामन अवतार,Dwarf incarnation
वंश,Dynasty
2. राजवंश,Dynasty
गरूड़,Eagle
एल्डरमेन,Ealder man
अर्ल,Earl
"अर्लपद, अर्लक्षेत्र",Earldom
"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा",Early Guptas
पूर्वकालीन (ऐतिहासिक) स्थल,Early (historic) sites
पूर्व वैदिक काल,Early Vedic period
नागरिक सभा,Ecclesia
"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन",Edict of Restitution
अष्टांगिक मार्ग,Eight fold path
"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर",Elders
वयोवृद्ध राजविद्,Elder statesman (=genro)
अंकुश,Elephant goad
"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य",Eleven Years' Tyranny
एलीजे,Elysae (=Elysee)
बाड़ाबंदी आंदोलन,Enclosure Movement
पोप-परिपत्र,Encyclical
विश्वकोशकार आंदोलन,Encyclopaedist movement
"आंतांत, सौहार्द",Entente
"दृढ़ सौहार्द, आंतांत कार्दिआल",Entente cordiale
राज्यारोहण,Enthrone
"परिचारक गण, परिचर",Entourage
"वस्त्र, परिधान",Ephod
"दंडाधीश, एफोर",Ephor
वीरयुग,Epic age
महाकाव्य-नायक,Epic hero
पुरालेख,Epigraph
बिशपतंत्र,Episcopacy
विशप-पीठ,Episcopate
घटना,Episode
युग,Epoch
युगांतरकारी घटना,Epoch-making event
युग-प्रवर्तक व्यक्ति,Epoch-making man
नाम-स्रोत,Eponym
अश्वपाल,Equerry
2. एक्यरी,Equerry
अश्वारोही मूर्ति,Equestrian statue
"काल, संवत्",Era
दास-कारागार,Ergastulum
यूखेरिस्त,Eucharist
"शुभ संदेशवाद, इंजीलवाद",Evangelicalism
इंजीली आंदोलन,Evangelical movement
"इंजीली प्रचारक, इंजीलवादी",Evangelist
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",Exilarch
फैलेंजवादी,Falangist
() पितृभूमि,Father land
(2) स्वदेश,Father land
पर्व,Feriae
जड़-पूजा,Fetish
सामंती-क्षेत्र,Feudal holdings
"सामंतवाद, सामंतशाही",Feudalism (=feudal system)
सामंती व्यवस्था,Feudal system
सामंत,Feudatory
धर्मत्राता,Fidei defensor (=Defender of the Faith)
जागीर,Fief
क्षेत्र-व्यवस्था,Field system
पंचदशांश कर,Fifteenth tax
नाम मात्र का अध्यक्ष,Figure head
अवसानमुखी शताब्दी,Fin de siecle
फायर ईटर,Fire eater
पाँच मील अधिनियम,Five Mile Act
"पताका, ध्वज",Flag
जुपिटर के पुजारी,Flamen Dialis
मार्स के पुजारी,Flamen Martialis
"दीप्त शिला, जलती मशाल",Flaming torch
"पार्श्व, बाजू",Flank
"तुलुग़मा, पार्श्वग्राह",Flanking movement
उन्नतिशील सभ्यता,Flourishing civilization
नदी संबंधी विश्वास,Fluvialistic belief
"लोक-देवता, जन-देवता",Folk god
जन-देवी,Folk goddess
लोक-स्मृति,Folk memory
लोक कथा,Folk myth (=folklore)
रसदमारी धावा,Foraging
धावा,Foray
"पुरखा, पूर्वज",Forebear
"पूर्वज, पुरखा",Forefather
पूर्वगामी,Forerunner
"जोखिम दल, अग्रदल",Forlorn hope
निर्माण-अवस्था,Formative stage
"किला, दुर्ग, गढ़",Fort
क़िलाबंदी,Fortification
"प्राचीरयुक्त नगर, परकोटेवाला नगर",Fortified town
"दुर्ग, कोटला, गढ़ी",Fortress
फॉर्चूना,Fortuna
रोमन फोरम,Forum Romanum
फ्रांसिस श्रमण,Franciscan
मध्यवर्गीय ज़मींदार,Franklin
भ्रातृघातक युद्ध,Fratricidal war
"स्वतंत्र चर्च, अबद्ध गिरजा",Free Church
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",Freeholder
() शस्त्रोपजीवी सैनिक,Freelance soldier
(2) स्वच्छंद सैनिक,Freelance soldier
() स्वाधीन नागरिक,Freeman
(2) पर्ण नागरिक,Freeman
दस्तक,Freepass
फ्रांसीसी क्रांति,French Revolution
भिक्षु,Friar
फ्रिजी भृतक सैनिक,Friasian mercenaries
सीमांतवासी व्यक्ति,Frontier'a man
"दीर्घ नौपोत, दीर्घ नौका",Galleon
"फ्राँसीसी, गॉलीय व्यक्ति",Gallican (=Gallicanist)
गैलीयवाद,Gallicanism
"दुर्ग सेना, गैरिसन",Garrison
गॉल,Gaul
"() लौह हस्तक, धातु का दस्ताना",Gauntlet
(2) हस्त-कवच,Gauntlet
() सावन-भादों,Gazebo
(2) धारागृह,Gazebo
(3) झरोखा,Gazebo
वंशावली-इतिहास,Genealogical history
"वंशावली-इतिहास, वंशावली अभिलेख",Genealogical record
"वंशसारणी, वंशावली",Genealogical table
वंश-वृक्ष,Genealogical tree
"वंशावली, वंश-वृक्ष",Genealogy
2. वंशिकी,Genealogy
पीढ़ी,Generation
"जन-संहार, जाति-संहार",Genocide
() सामान्य जन,Gentile
(2) गैर यहूदी,Gentile
(3) ईसाई,Gentile
(4) मूर्त‍ि पूजक,Gentile
"() घेटो, यहूदी बस्ती",Ghetto
(2) पृथक बस्ती,Ghetto
"टिकटी, फाँसी का तख्ता",Gibbet
श्रेणी,Gild (=guild)
"खड्गमल्ल, असिक्रीड़क",Gladiater
गौरवमय क्रांति,Glorious Revolution
तातारी महासंघ,Golden Horde
"यूरोपीय सहबंध, यूरोपीय संश्रय",Grand Alliance
अमीर,Grandee
() तुर्की का सुल्तान,Grand Signor
(2) महासामंत,Grand Signor
महा गृहयुद्ध,Great Civil War
(महात्मा बुद्ध का) महाभिनिष्क्रमण,Great Departure (of Buddha)
बृहत्तर भारत,Greater India
बृहत यूनान,Great Hellas
ग्रेट होर्ड,Great Horde
महाभिनिष्क्रमण,Great Renunciation (=great departure)
"राज-मुद्रा, राजा की मुहर",Great Seal
महाप्रवासन,Great Trak
महायान,Great Vehicle
"चीन की महाप्राचीर, चीन की विशाल दीवार",Great Wall of China
"पिंडलीत्राण, पिंडलीकवच",Greave
() रक्षक कक्ष,Guard-chamber
(2) रक्षक चौकी,Guard-chamber
(3) अस्थायी कारावास,Guard-chamber
गुप्त वंश,Guptas
() संत चरित संग्रह,Hagiography
(2) संत चरित लेखन,Hagiography
() संत चरित,Hagiology
(2) संत साहित्य,Hagiology
दीवाने ख़ास,Hall of private audience
"दीवाने आम, आम दरबार",Hall of public audience
"शस्त्रांकित पट्टिका, कुल-चिह्नाँकित पट्टिका",Hatchment
() अवधर्मी,Heathen
"(2) क़ाफिर, बुतपरस्त",Heathen
देव-पूजा,Heathenism
हिज़र,Hegira (Hejera)
यूनानी संस्कृति,Hellenism
"भूमिदास, दास",Helot
कुल-चिह्रांकन कला,Heraldry
विरासत,Heritage
चित्रात्मक रेखीय अक्षर या प्रतीक,Hieroglyphic linear characters
चित्रात्मक लिपि,Hieroglyphic script
हाई चर्च,High Church
हाई लैन्डर,High Lander
हिंदू धर्म,Hinduism
() इतिहासज्ञ,Historian
(2) इतिहासकार,Historian
ऐतिहासिक भौतिकवाद,Historical materialism
ऐतिहासिक युग ऐतिहासिक काल,Historic era
ऐतिहासिक सीमांत,Historic frontier
इतिहास-लेखक,Historiographer
2. इतिवृत्त लेखक,Historiographer
इतिहास-लेखनकला,Historiography
2. इतिहास-लेखन,Historiography
इतिहास,History
हित्ती साम्राज्य,Hittite empire
"पवित्र मैत्री, पवित्र सहबंध",Holy Alliance
"() पुण्य पुरी, पवित्र नगर",Holy city
(2) होली सिटी,Holy city
() पुण्य भूमि,Holy land
(2) होली लैंड,Holy land
"() होली लीग, पवित्र संघ",Holy League
"() सन्  से  ईo की अवधि में, पोप जूलियस द्वितीय (पदकाल सन् - ईo) ने फ्रांसिसियों को इटली से निष्कासित करने के उद्देश्य से इटली के नगर राज्य वेनिस को विजित कर और स्पेन के फर्डिनेन्ड (सन् - ईo) के साथ मिलकर पवित्र संघ की स्थापना की। आगे चलकर इंग्लैंड के राजा हेनरी अष्टम (सन् -) और सम्राट मैक्सिमिलियन प्रथम् (पदकाल सन् - ईo) भी संघ में सम्मिलित हो गए। हेनरी अष्टम् ने ‘एड़ युद्ध’ (बैटिल आफ द स्पर्स) में फ्रांसीसियों को पराजित किया और यह संघ भी उसी के साथ समाप्त हो गया।",Holy League
"पवित्र रोमन साम्राज्य, रोम का धर्म-राज्य",Holy Roman Empire (=The Empire)
() पोप का अधिकार-क्षेत्र,Holy Sea
