Punjabi,Bengali
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v.), ਸਹਾਇਕ ਉਪਕਰਣ (ed.)","অতিরিক্ত, আনুষঙ্গিক, আনুষঙ্গিক (v.), আনুষাঙ্গিক (সম্পাদনা)"
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,প্রবেশাধিকার সময়
ਵਿਜ਼ਟਰ ਗਲਤੀ,ভিজিটর ত্রুটি
ਵਿਵਸਥਾ,সমন্বয়
ਇਕੱਠਾ ਕੀਤਾ,পুঞ্জীভূত
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","accumulation, accumulation"
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,সঞ্চয়কারী
ਸ਼ੁੱਧਤਾ,সঠিকতা
ਅਸਲੀਅਤ,বাস্তবতা
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,অ্যাক্রোমেটিক লেন্স
ਅਕ੍ਰੋਮੈਟਿਕ,অ্যাক্রোমেটিক
ਰੰਗੀਨਤਾ,বর্ণহীনতা
ਧੁਨੀ,শাব্দিক
ਸਾਊਂਡਪਰੂਫ਼,শব্দরোধী
ਧੁਨੀ ਫੋਨੋਨ,শাব্দিক ফোনন
ਆਵਾਜ਼ ਯੂਨਿਟ,শব্দ ইউনিট
ਧੁਨੀ,শাব্দিক
ਆਵਾਜ਼ ਜਨਰੇਟਰ,শব্দ জেনারেটর
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,কর্ম এবং প্রতিক্রিয়া
ਸਰਗਰਮੀ,সক্রিয়করণ
ਸਰਗਰਮੀ ਊਰਜਾ,অ্যাক্টিভেশন শক্তি
"ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ","সক্রিয়কারী, সক্রিয়কারী"
ਕਿਰਿਆਸ਼ੀਲ,সক্রিয়
ਸਰਗਰਮੀ,সক্রিয়তা
ਅਸਲ ਤਣਾਅ,প্রকৃত চাপ
ਘੁਸਰ-ਮੁਸਰ,ফিসফিস
ਸੰਪੇਕਸ਼ਤ,যোগফল
"ਜੋੜ, ਜੋੜ, ਕੁੱਲ (ਐਡੀ.), ਜੋੜ (v.)","যোগফল, যোগ, সমষ্টি (সম্পাদনা), যোজক (v.)"
"ਸੰਯੋਜਕ ਟੋਨ, ਵਾਧੂ ਸੁਰ (ਸਵਰ)","সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)"
additive,সংযোজনকারী
adhesion,আনুগত্য
ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ,আঠালো শক্তি
adiabat,adiabat
adiabatic,adiabatic
ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ,তাপ নিরোধক
ਲਗਾਵ,সংযুক্তি
ਵਿਵਸਥਿਤ,সামঞ্জস্যযোগ্য
ਪ੍ਰਵੇਸ਼,অনুপ্রবেশ
ਸੋਸ਼ਣ,শোষণ
ਅੱਗੇ,এগিয়ে
ਪ੍ਰਗਤੀਸ਼ੀਲ,প্রগতিশীল
"ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)","আকাশী, ভাইভা (v.), বায়বীয় (ed.)"
ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ,অ্যান্টেনা প্রবাহ
ਹਵਾਈ ਸਰਵੇਖਣ,বায়বীয় জরিপ
ਹਵਾ ਦੀ ਗਤੀ,বায়ু বেগ
ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ,এরোডাইনামিক সহগ
ਐਰੋਡਾਇਨਾਮਿਕ,এরোডাইনামিক
ਐਰੋਡਾਇਨਾਮਿਕਸ,বায়ুগতিবিদ্যা
ਏਅਰੋਨੌਟਿਕਲ,বৈমানিক
ਐਰੋਨਾਟਿਕਸ,বৈমানিক
ਹਵਾ ਦੀ ਨਬਜ਼,বায়ু নাড়ি
"ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ","বায়ুমণ্ডল, গ্যাসোস্ফিয়ার"
ਫੋਕਸ ਸਿਸਟਮ,ফোকাস সিস্টেম
ਵਾਪਸ ਇਗਨੀਸ਼ਨ,পিছনে ইগনিশন
ਵਾਪਸ ਰੋਸ਼ਨੀ,পিছনের আলো
ਉਲਝਣ,আঘাত
"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ","বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া"
ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,সময় প্রভাবিত
"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ","বার্ধক্য, বার্ধক্য"
ਸਮਾਂ ਪ੍ਰਭਾਵ,সময়ের প্রভাব
ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,সময় প্রভাব পরীক্ষা
ਗੰਭੀਰਤਾ ਰਹਿਤ,মাধ্যাকর্ষণহীন
ਸੁਲ੍ਹਾ,পুনর্মিলন
"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ","বায়ুবাহিত রাডার, বায়বীয় রাডার"
"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ","বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য"
ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ,বায়ু শ্বাসযন্ত্র
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,এয়ার কন্ডিশনিং
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,এয়ারক্রু ট্রান্সফরমার
ਜਹਾਜ਼,বিমান
ਅਲਾਈਨਮੈਂਟ,প্রান্তিককরণ
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,প্রান্তিককরণ ত্রুটি
ਲਾਈਵ ਸਰਕਟ,লাইভ সার্কিট
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,সম্পূর্ণ কাচের টিউব
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,পুরো ধাতব টিউব
ਠੀਕ ਕਰਨ ਲਈ,ঠিক করতে
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)"
ਮਿਸ਼ਰਤਵਨ,mishratvan
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,সর্বব্যাপী মাধ্যম
ਓਮਨੀ ਐਂਟੀਨਾ,ওমনি অ্যান্টেনা
ਅਲਮੈਨਕ,পঞ্জিকা
ਅਲਫ਼ਾ,আলফা
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,আলফা-ক্রিয়াকলাপ
ਅੱਖਰ ਅੰਕੀ,আলফানিউমেরিক
ਅਲਫ਼ਾ ਰੇ,আলফা রশ্মি
ਬਦਲੋ,পরিবর্তন
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","বিকল্প, বিকল্প"
ਅਲਟਰਨੇਟਰ,বিকল্প
ਅਲਟੀਮੀਟਰ,altimeter
ਅਲਟੀਮੀਟਰ,altimeter
ਅਲਟਾਈਮੇਟਰੀ,অলটাইমেট্রি
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),অ্যারিথমেটিক রিজনিং ইউনিট (ALU)
amaget ਨਿਯਮ,amaget নিয়ম
ਵਾਤਾਵਰਣ,পরিবেশ
amicron,অ্যামিক্রন
ammeter,অ্যামিটার
ਐਂਪੀਅਰ,অ্যাম্পিয়ার
ਐਂਪੀਅਰ-ਲਾਅ,অ্যাম্পিয়ার-ল
amphibian ion,উভচর আয়ন
ਵਾਧਾ,পরিবর্ধন
ਐਂਪਲੀਫਾਇਰ,পরিবর্ধক
"ਕੋਣ, ਮਾਪ","কোণ, মাত্রা"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),ক এম.উ. (পারমাণবিক ভর একক)
ਅਨੁਕੂਲ,উপযুক্ত
ਸਮਾਨਤਾ,সাদৃশ্য
ਵਿਸ਼ਲੇਸ਼ਕ,বিশ্লেষক
ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ
ਵਿਸ਼ਲੇਸ਼ਣੀ,বিশ্লেষণাত্মক
ਗੈਰ-ਪੁਆਇੰਟ,অ-বিন্দু
ਅਸਧਾਰਨ,অস্বাভাবিক
ਅਤੇ ਦਰਵਾਜ਼ਾ,এবং দরজা
ਗੈਰ-ਧੁਨੀ,অ শাব্দিক
ਅਸਧਾਰਨ ਲਚਕਤਾ,অস্বাভাবিক স্থিতিস্থাপকতা
ਨਿਹਾਈਡ੍ਰਸ,নির্জল
ਕੋਣ,কোণ
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,অ্যাংস্ট্রম ইউনিট
ਕੋਣੀ,কৌণিক
protractor vernier,প্রটেক্টর ভার্নিয়ার
ਵਿਵਾਦਪੂਰਨ,বিতর্কিত
ਬੇਇੱਜ਼ਤੀ,অসম্মান
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
ਢਿੱਲੀ,শিথিল
anion,anion
ਅਸਮਿਤ,অপ্রতিসম
ਆਈਸੋਟ੍ਰੋਪਿਕ,আইসোট্রপিক
isotropism,আইসোট্রপিজম
ਮਿਟਾਉਣਾ,মুছে ফেলা
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,বর্ণনাকারী
ਐਨੋਡ,অ্যানোড
anodization,anodization
ਅਸੰਗਤ,অসামঞ্জস্যপূর্ণ
ਆਪਟੀਕਲ ਸਿਸਟਮ,অপটিক্যাল সিস্টেম
ਐਂਟੀਨਾ,অ্যান্টেনা
ਐਂਟੀਬੇਰੀਅਨ,antiberion
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,বিরোধী বন্ধন সম্পত্তি
ਵਿਰੋਧੀ ਬਾਂਡ,পাল্টা বন্ড
ਉਲਟ ਸ਼ਕਤੀ,বিপরীত শক্তি
ਡਾਇਮੈਗਨੈਟਿਕ,ডায়ম্যাগনেটিক
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,ডায়ম্যাগনেটিক উপাদান
ਸਾੜ ਵਿਰੋਧੀ,প্রদাহ বিরোধী
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,বিরোধী মাধ্যাকর্ষণ
antilamda ਕਣ,antilamda কণা
ਐਲੇਲੈਪਟਨ,এলিলেপ্টন
ਡਾਇਮੈਗਨੈਟਿਕ,ডায়ম্যাগনেটিক
ਐਂਟੀਮੈਟਰ,প্রতিপদার্থ
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,ক্ষেপণাস্ত্র বিরোধী
antineutron,অ্যান্টিনিউট্রন
pulsating,স্পন্দনশীল
antinucleon,অ্যান্টিনিউক্লিয়ন
ਵਿਰੋਧੀ ਕਣ,প্রতিকণা
ਐਂਟੀਪ੍ਰੋਟੋਨ,অ্যান্টিপ্রোটন
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,প্রতিফলক
ਵਿਰੋਧੀ ਸਮਰੂਪ,প্রতিসম
ਗੈਰ-ਆਵਰਤੀ,অ পুনরাবৃত্ত
anachronism,anachronism
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
ਦੁਆਰਕ,দ্বারক
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","শীর্ষ, শীর্ষ, সামনে"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,উদাসীন লেইস
ਗੈਰ ਤਰਸਯੋਗ,অ করুণ
ਗੈਰ-ਅਯੋਗਤਾ,অ-অক্ষমতা
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,খুব অ্যাক্রোমেটিক
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","land-high, apogee"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","nonpolar, circumpolar"
parapolarity,parapolarity
ਡਿਵਾਈਸ,যন্ত্র
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","ভার্চুয়াল, ভিজ্যুয়াল"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,দৃশ্যমান সূর্য
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,চাক্ষুষ সময়
ਉਭਰਦੀ ਦਿੱਖ,উদ্ভূত চেহারা
ਐਪਲੀਕੇਸ਼ਨ,আবেদন
ਲਾਗੂ ਹੋਣ,প্রযোজ্যতা
ਲਾਗੂ ਕੀਤਾ,প্রয়োগ করা
ਦੇਖਣਯੋਗ,পর্যবেক্ষণযোগ্য
ਪਹੁੰਚ,পন্থা
"ਨੇੜੇ, ਲਗਭਗ","কাছাকাছি, প্রায়"
ਲਗਭਗ,অনুমান
ਭਾਫ਼ ਦਾ ਦਬਾਅ,বাষ্পের চাপ
ਸਵੈ-ਇੱਛਤ,স্বেচ্ছায়
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","চাপ চুল্লি, চাপ চুল্লি"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,আর্কিমিডিসের আইন
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,স্থাপত্য শাব্দবিদ্যা
ਚਾਪ ਲੈਂਪ,চাপ বাতি
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,আর্ক-স্পেকট্রাম
"ਖੇਤਰ, ਖੇਤਰ","এলাকা, এলাকা"
"ਖੇਤਰੀ, ਖੇਤਰੀ","আঞ্চলিক, আঞ্চলিক"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","হাত, বাহু, শাখা"
ਸ਼ੁਕੀਨ,অপেশাদার
"ਐਰੇ, ਐਰੇ","অ্যারে, অ্যারে"
ਪ੍ਰਾਪਤਕਰਤਾ,রিসিভার
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,উচ্চারণ স্বচ্ছতা
ਸਿੰਥੈਟਿਕ,সিন্থেটিক
ਨਕਲੀ ਤਬਦੀਲੀ,কৃত্রিম রূপান্তর
ਚੜ੍ਹਦਾ,আরোহী
ਚੜ੍ਹਾਈ,আরোহণ
ਚੜ੍ਹਨਾ,আরোহণ
ਅਗੋਲੀ,আগলি
ਏਕੀਕਰਨ,সমষ্টি
ਦਾ ਸੈੱਟ,এর সেট
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","সমাবেশ, সমাবেশ"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","একত্রিত করা, একত্রিত করা, একত্রিত করা"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,নির্ভুল অনুমান
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
ਸਵਰ ਆਵਾਜ਼,স্বরধ্বনি
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
ਅਸਥਨਿਕ,অ্যাস্থেনিক
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","পরিহার, দৃষ্টিভঙ্গি"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,জ্যোতির্পদার্থবিদ্যা
ਪੁਲਾੜ ਯਾਤਰੀ,মহাকাশচারী
ਖਗੋਲ ਵਿਗਿਆਨੀ,জ্যোতির্বিজ্ঞানী
ਆਕਾਸ਼ੀ,স্বর্গীয়
ਖਗੋਲ ਵਿਗਿਆਨ,জ্যোতির্বিদ্যা
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,জ্যোতির্পদার্থবিদ্যা
ਅਸਮਿਤ,অপ্রতিসম
asymptotic,অ্যাসিম্পোটিক
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,উত্তেজক
ਅਸਿੰਕ੍ਰੋਨਸ,অ্যাসিঙ্ক্রোনাস
"ਮਾਹੌਲ, ਮਾਹੌਲ","বায়ুমণ্ডল, বায়ুমণ্ডল"
ਵਾਯੂਮੰਡਲ,বায়ুমণ্ডলীয়
ਹਵਾ ਦੀ ਗੜਬੜ,বায়ু অশান্তি
ਪ੍ਰਮਾਣੂ,পারমাণবিক
ਪਰਮਾਣੂ,পারমাণবিক
ਪਰਮਾਣੂ,পারমাণবিকতা
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,পারমাণবিক ভর
ਪਰਮਾਣੂ ਨੰਬਰ,পারমাণবিক সংখ্যা
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
ਪਰਮਾਣੂ,পারমাণবিক
ਕਣ,কণা
ਕਣ,কণা
ਧਿਆਨ,ক্ষয়
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ","attenuating, attenuating"
ਸੁਹਜ,কবজ
ਖਿੱਚ ਦੀ ਤਾਕਤ,আকর্ষণ শক্তি
ਸੁਣਨਯੋਗਤਾ,শ্রবণযোগ্যতা
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ਸੁਣਨਯੋਗ,শ্রবণযোগ্য
ਆਡੀਓ ਜਨਰੇਟਰ,অডিও জেনারেটর
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,শ্রবণযোগ্যতা গ্রাফ
ਸੁਣਨ ਵਿਗਿਆਨ,শ্রবণ বিজ্ঞান
ਆਡੀਓਮੀਟਰ,অডিওমিটার
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ਧੁਨੀ ਸੰਕੇਤ,শব্দ সংকেত
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,অডিও-ভিজ্যুয়াল
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ","অডিটোরিয়াম, অডিটোরিয়াম"
OZ ਪ੍ਰਭਾਵ,ওজেড ইফেক্ট
ਤਰੱਕੀ,পদোন্নতি
ਵਧਾਉਣ ਵਾਲਾ,বর্ধক
ਧਰੁਵੀ ਲਾਟ,মেরু শিখা
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,দক্ষিণ মেরু শিখা
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,উত্তর মেরু শিখা
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,স্বয়ংক্রিয় সতর্কতা
ਆਟੋ ਸਮਾਨੰਤਰ,স্বয়ংক্রিয় সমান্তরালকারী
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ","স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ","অটোমেশন, অটোমেশন"
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ","সহকারী, সমবায়, অতিরিক্ত"
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ","অবদাভা, তুষারপাত"
"ਮਤਲਬ, ਮਤਲਬ","মানে, মানে"
ਪਰਿਵਾਰ,পরিবার
ਧੁਰੀ,অক্ষীয়
ਧੁਰਾ,অক্ষ
ਅਜ਼ੀਮਥ,আজিমুথ
ਅਜ਼ੀਮਥ,আজিমুথ
ਵਾਪਸ,পেছনে
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ","পটভূমি, পটভূমি"
"ਪਿਛਾਂਹ, ਪਿਛੇ","পশ্চাৎপদ, পশ্চাৎপদ"
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,পরিবর্তন
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,ব্যাক ভোল্টেজ পালসার
ਪੋਸਟ-ਰਿਸ਼ਤਾ,সম্পর্ক পরবর্তী
ਅਦਾਇਗੀ,প্রতিদান
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,বিরোধী ভোল্টেজ
ਪਿਛਲਾ ਖਿੰਡਾ,পোস্টেরিয়র স্ক্যাটারিং
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,অন্তর্বর্তী তরঙ্গ
ਇੰਸੂਲੇਟਰ,অন্তরক
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,প্যারাশুট জাম্প
ਹੀਟਿੰਗ,গরম করার
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
ਸੰਤੁਲਨ,ব্যালেন্সার
ਸੰਤੁਲਨ,ভারসাম্য
ਗਲੋਬਿਊਲ,গ্লাবুল
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","ব্যালিস্টিক, ব্যালিস্টিক"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
ਮਿਜ਼ਾਈਲ,মিসাইল
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","ব্যালিস্টিক, অস্ত্র"
ਪ੍ਰੋਜੈਕਸ਼ਨ,অভিক্ষেপ
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,বিনামূল্যে পথচলা
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","বেলুন, বেলুন"
balmer ਬੰਦ,balmer discontinuity
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ","ব্যান্ড, ব্যান্ড, ব্যান্ড"
ਧਮਾਕਾ,বিস্ফোরণ
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ","অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ","কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন"
bardeen ਅਸੂਲ,বারদিন নীতি
barkhausen ਪ੍ਰਭਾਵ,বারখাউসেন প্রভাব
ਬਾਰਲੋ ਚੱਕਰ,বারলো চক্র
ਪੱਟੀ ਚੁੰਬਕ,বার চুম্বক
ਕੋਠੇ,শস্যাগার
ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ,বায়ু চাপ গ্রাফ
"barograph, barograph","barograph, barograph"
ਬੈਰੋਮੀਟਰ,ব্যারোমিটার
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,বায়ুমণ্ডলীয় চাপ
"cosmos, baromosphere","cosmos, baromosphere"
