Punjabi,Tamil
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","திரட்சி, குவிப்பு"
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ,திரட்டி
ਸ਼ੁੱਧਤਾ,துல்லியம்
ਅਸਲੀਅਤ,யதார்த்தம்
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,நிறமற்ற லென்ஸ்
ਅਕ੍ਰੋਮੈਟਿਕ,வண்ணமயமான
ਰੰਗੀਨਤਾ,வண்ணமயமான தன்மை
ਧੁਨੀ,ஒலியியல்
ਸਾਊਂਡਪਰੂਫ਼,ஒலி எதிர்ப்பு
ਧੁਨੀ ਫੋਨੋਨ,ஒலி ஃபோனான்
ਆਵਾਜ਼ ਯੂਨਿਟ,ஒலி அலகு
ਧੁਨੀ,ஒலியியல்
ਆਵਾਜ਼ ਜਨਰੇਟਰ,ஒலி ஜெனரேட்டர்
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,செயல் மற்றும் எதிர்வினை
ਸਰਗਰਮੀ,செயல்படுத்துதல்
ਸਰਗਰਮੀ ਊਰਜਾ,செயல்படுத்தும் ஆற்றல்
"ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ","செயல்படுத்துபவர், செயல்படுத்துபவர்"
ਕਿਰਿਆਸ਼ੀਲ,செயலில்
ਸਰਗਰਮੀ,செயற்பாடு
ਅਸਲ ਤਣਾਅ,உண்மையான மன அழுத்தம்
ਘੁਸਰ-ਮੁਸਰ,கிசுகிசுத்தல்
ਸੰਪੇਕਸ਼ਤ,மொத்தத்தில்
"ਜੋੜ, ਜੋੜ, ਕੁੱਲ (ਐਡੀ.), ਜੋੜ (v.)","தொகை, கூட்டல், மொத்த (பதிப்பு), சேர்க்கை (v.)"
"ਸੰਯੋਜਕ ਟੋਨ, ਵਾਧੂ ਸੁਰ (ਸਵਰ)","இணைந்த தொனி, கூடுதல் தொனி (உயிர்)"
additive,சேர்க்கை
adhesion,ஒட்டுதல்
ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ,பிசின் ஆற்றல்
adiabat,அடியாபட்
adiabatic,அடியாபாடிக்
ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ,வெப்ப காப்பு
ਲਗਾਵ,இணைப்பு
ਵਿਵਸਥਿਤ,அனுசரிப்பு
ਪ੍ਰਵੇਸ਼,ஊடுருவல்
ਸੋਸ਼ਣ,உறிஞ்சுதல்
ਅੱਗੇ,முன்னோக்கி
ਪ੍ਰਗਤੀਸ਼ੀਲ,முற்போக்கானது
"ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)","ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)"
ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ,ஆண்டெனா ஸ்ட்ரீம்
ਹਵਾਈ ਸਰਵੇਖਣ,வான்வழி ஆய்வு
ਹਵਾ ਦੀ ਗਤੀ,காற்று வேகம்
ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ,ஏரோடைனமிக் குணகம்
ਐਰੋਡਾਇਨਾਮਿਕ,காற்றியக்கவியல்
ਐਰੋਡਾਇਨਾਮਿਕਸ,காற்றியக்கவியல்
ਏਅਰੋਨੌਟਿਕਲ,வானூர்தி
ਐਰੋਨਾਟਿਕਸ,ஏரோநாட்டிக்ஸ்
ਹਵਾ ਦੀ ਨਬਜ਼,காற்று துடிப்பு
"ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ","வளிமண்டலம், வாயுக்கோளம்"
ਫੋਕਸ ਸਿਸਟਮ,கவனம் அமைப்பு
ਵਾਪਸ ਇਗਨੀਸ਼ਨ,மீண்டும் பற்றவைப்பு
ਵਾਪਸ ਰੋਸ਼ਨੀ,பின் ஒளி
ਉਲਝਣ,அதிர்ச்சி
"ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ","வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது"
ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ,நேரம் பாதிக்கப்பட்டது
"ਬੁਢਾਪਾ, ਬੁਢਾਪਾ","முதுமை, முதுமை"
ਸਮਾਂ ਪ੍ਰਭਾਵ,நேர விளைவு
ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,நேர விளைவு சோதனை
ਗੰਭੀਰਤਾ ਰਹਿਤ,புவியீர்ப்பு இல்லாதது
ਸੁਲ੍ਹਾ,நல்லிணக்கம்
"ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ","வான்வழி ரேடார், வான்வழி ரேடார்"
"ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ","வான் இலக்கு, வான் இலக்கு"
ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ,காற்று சுவாசக் கருவி
ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ,ஏர் கண்டிஷனிங்
ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,காற்று எதிர்ப்பு மின்மாற்றி
ਜਹਾਜ਼,விமானம்
ਅਲਾਈਨਮੈਂਟ,சீரமைப்பு
ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ,சீரமைப்பு பிழை
ਲਾਈਵ ਸਰਕਟ,நேரடி சுற்று
ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ,முழு கண்ணாடி குழாய்
ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ,முழு உலோக குழாய்
ਠੀਕ ਕਰਨ ਲਈ,சரி செய்ய
"ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
ਮਿਸ਼ਰਤਵਨ,மிஷ்ரத்வான்
ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ,எங்கும் நிறைந்த ஊடகம்
ਓਮਨੀ ਐਂਟੀਨਾ,ஆம்னி ஆண்டெனா
ਅਲਮੈਨਕ,பஞ்சாங்கம்
ਅਲਫ਼ਾ,ஆல்பா
ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ,ஆல்பா-செயல்பாடு
ਅੱਖਰ ਅੰਕੀ,எண்ணெழுத்து
ਅਲਫ਼ਾ ਰੇ,ஆல்பா கதிர்
ਬਦਲੋ,மாற்றம்
"ਬਦਲਵਾਂ, ਬਦਲਵਾਂ","மாற்று, மாற்று"
ਅਲਟਰਨੇਟਰ,மின்மாற்றி
ਅਲਟੀਮੀਟਰ,உயரமானி
ਅਲਟੀਮੀਟਰ,உயரமானி
ਅਲਟਾਈਮੇਟਰੀ,அல்டிமெட்ரி
"ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ","உயரம், உயரம், உயரம், உயரம்"
ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU),எண்கணித ரீசனிங் யூனிட் (ALU)
amaget ਨਿਯਮ,அமுத விதி
ਵਾਤਾਵਰਣ,சூழல்
amicron,அமிக்ரான்
ammeter,அம்மீட்டர்
ਐਂਪੀਅਰ,ஆம்பியர்
ਐਂਪੀਅਰ-ਲਾਅ,ஆம்பியர்-சட்டம்
amphibian ion,நீர்வீழ்ச்சி அயனி
ਵਾਧਾ,பெருக்கம்
ਐਂਪਲੀਫਾਇਰ,பெருக்கி
"ਕੋਣ, ਮਾਪ","கோணம், பரிமாணம்"
a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ),அ. எம்.யு. (அணு நிறை அலகு)
ਅਨੁਕੂਲ,இணக்கமான
ਸਮਾਨਤਾ,ஒப்புமை
ਵਿਸ਼ਲੇਸ਼ਕ,ஆய்வாளர்
ਵਿਸ਼ਲੇਸ਼ਣ,பகுப்பாய்வு
ਵਿਸ਼ਲੇਸ਼ਣੀ,பகுப்பாய்வு
ਗੈਰ-ਪੁਆਇੰਟ,புள்ளி அல்லாத
ਅਸਧਾਰਨ,முரண்பாடான
ਅਤੇ ਦਰਵਾਜ਼ਾ,மற்றும் கதவு
ਗੈਰ-ਧੁਨੀ,ஒலி அல்லாத
ਅਸਧਾਰਨ ਲਚਕਤਾ,ஒழுங்கற்ற நெகிழ்ச்சி
ਨਿਹਾਈਡ੍ਰਸ,நீரற்ற
ਕੋਣ,கோணம்
ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ,angstrom அலகு
ਕੋਣੀ,கோணல்
protractor vernier,நீடிப்பான் வெர்னியர்
ਵਿਵਾਦਪੂਰਨ,சர்ச்சைக்குரிய
ਬੇਇੱਜ਼ਤੀ,மரியாதையற்ற
ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ,வண்ணமயமான காந்தமாக்கல்
ਢਿੱਲੀ,மந்தமான
anion,அயனி
ਅਸਮਿਤ,சமச்சீரற்ற
ਆਈਸੋਟ੍ਰੋਪਿਕ,ஐசோட்ரோபிக்
isotropism,ஐசோட்ரோபிசம்
ਮਿਟਾਉਣਾ,நீக்குதல்
ਸਾਜ਼ਿਸ਼ਕਰਤਾ,சதிகாரர்கள்
ਐਨੋਡ,நேர்மின்முனை
anodization,அனோடைசேஷன்
ਅਸੰਗਤ,சீரற்ற
ਆਪਟੀਕਲ ਸਿਸਟਮ,ஒளியியல் அமைப்பு
ਐਂਟੀਨਾ,ஆண்டெனா
ਐਂਟੀਬੇਰੀਅਨ,ஆன்டிபெரியன்
ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ,பிணைப்பு எதிர்ப்பு சொத்து
ਵਿਰੋਧੀ ਬਾਂਡ,எதிர் பத்திரம்
ਉਲਟ ਸ਼ਕਤੀ,தலைகீழ் சக்தி
ਡਾਇਮੈਗਨੈਟਿਕ,காந்தவியல்
ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ,காந்தப் பொருள்
ਸਾੜ ਵਿਰੋਧੀ,அழற்சி எதிர்ப்பு
ਐਂਟੀਗ੍ਰੈਵਿਟੀ,ஈர்ப்பு எதிர்ப்பு
antilamda ਕਣ,ஆன்டிலாம்டா துகள்
ਐਲੇਲੈਪਟਨ,அலெப்டன்
ਡਾਇਮੈਗਨੈਟਿਕ,காந்தவியல்
ਐਂਟੀਮੈਟਰ,எதிர்ப்பொருள்
ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ,எதிர்ப்பு ஏவுகணை
antineutron,எதிர்நியூட்ரான்
pulsating,துடிக்கும்
antinucleon,எதிர் அணுக்கரு
ਵਿਰੋਧੀ ਕਣ,எதிர் துகள்
ਐਂਟੀਪ੍ਰੋਟੋਨ,ஆன்டிபுரோட்டான்
ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ,எதிர் பிரதிபலிப்பு
ਵਿਰੋਧੀ ਸਮਰੂਪ,சமச்சீரற்ற
ਗੈਰ-ਆਵਰਤੀ,மீண்டும் நிகழாதது
anachronism,காலமற்ற தன்மை
perforated ਸਕੈਨਿੰਗ ਡਿਸਕ,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
ਦੁਆਰਕ,துவாரக்
"ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ","மேல், மேல், முன்"
"ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ","சூரியன் உயர், அதிக சூரியன்"
ਉਦਾਸੀਨ ਕਿਨਾਰੀ,அக்கறையற்ற சரிகை
ਗੈਰ ਤਰਸਯੋਗ,பரிதாபமற்றது
ਗੈਰ-ਅਯੋਗਤਾ,இயலாமை
ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ,மிகவும் வண்ணமயமான
"ਜ਼ਮੀਨ-ਉੱਚਾ, apogee","நிலம்-உயர்ந்த, உச்சநிலை"
"ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ","துருவமற்ற, சுற்றளவு"
parapolarity,பார்ப்பனியம்
ਡਿਵਾਈਸ,சாதனம்
"ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ","மெய்நிகர், காட்சி"
ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ,தெரியும் சூரியன்
ਵਿਜ਼ੂਅਲ ਸਮਾਂ,காட்சி நேரம்
ਉਭਰਦੀ ਦਿੱਖ,வெளிப்படும் தோற்றம்
ਐਪਲੀਕੇਸ਼ਨ,விண்ணப்பம்
ਲਾਗੂ ਹੋਣ,பொருந்தக்கூடிய தன்மை
ਲਾਗੂ ਕੀਤਾ,விண்ணப்பித்தார்
ਦੇਖਣਯੋਗ,கவனிக்கத்தக்கது
ਪਹੁੰਚ,அணுகுமுறை
"ਨੇੜੇ, ਲਗਭਗ","அருகில், தோராயமாக"
ਲਗਭਗ,தோராயம்
ਭਾਫ਼ ਦਾ ਦਬਾਅ,நீராவி அழுத்தம்
ਸਵੈ-ਇੱਛਤ,தன்னார்வ
"ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ","வில் உலை, வில் உலை"
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,ஆர்க்கிமிடிஸ் சட்டம்
ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ,கட்டிடக்கலை ஒலியியல்
ਚਾਪ ਲੈਂਪ,பரிதி விளக்கு
ਚਾਪ-ਸਪੈਕਟ੍ਰਮ,வில்-ஸ்பெக்ட்ரம்
"ਖੇਤਰ, ਖੇਤਰ","பகுதி, பகுதி"
"ਖੇਤਰੀ, ਖੇਤਰੀ","பிராந்திய, பிராந்திய"
"ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ","கை, கை, கிளை"
ਸ਼ੁਕੀਨ,அமெச்சூர்
"ਐਰੇ, ਐਰੇ","வரிசை, வரிசை"
ਪ੍ਰਾਪਤਕਰਤਾ,பெறுபவர்
ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ,உச்சரிப்பு தெளிவு
ਸਿੰਥੈਟਿਕ,செயற்கை
ਨਕਲੀ ਤਬਦੀਲੀ,செயற்கை மாற்றம்
ਚੜ੍ਹਦਾ,ஏறுமுகம்
ਚੜ੍ਹਾਈ,ஏற்றம்
ਚੜ੍ਹਨਾ,ஏறும்
ਅਗੋਲੀ,அகோலி
ਏਕੀਕਰਨ,திரட்டுதல்
ਦਾ ਸੈੱਟ,தொகுப்பு
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","கூட்டுதல், கூட்டுதல்"
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ,துல்லியமான மதிப்பீடு
ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ","தொடர்புடைய, துணை, இணைந்த"
ਸਵਰ ਆਵਾਜ਼,உயிர் ஒலி
ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,தானியங்கி மல்டிவிபிரேட்டர்
ਅਸਥਨਿਕ,ஆஸ்தெனிக்
"ਪਰਹੇਜ਼, ਅਜੀਬਤਾ","மதுவிலக்கு, astigmatism"
ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ,விண்வெளி பயண மின்னணுவியல்
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,வானியற்பியல்
ਪੁਲਾੜ ਯਾਤਰੀ,விண்வெளி
ਖਗੋਲ ਵਿਗਿਆਨੀ,வானியலாளர்
ਆਕਾਸ਼ੀ,விண்ணுலகம்
ਖਗੋਲ ਵਿਗਿਆਨ,வானியல்
ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ,வானியற்பியல்
ਅਸਮਿਤ,சமச்சீரற்ற
asymptotic,அறிகுறியற்ற
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,மோசமாக்கும்
ਅਸਿੰਕ੍ਰੋਨਸ,ஒத்திசைவற்ற
"ਮਾਹੌਲ, ਮਾਹੌਲ","வளிமண்டலம், வளிமண்டலம்"
ਵਾਯੂਮੰਡਲ,வளிமண்டலம்
ਹਵਾ ਦੀ ਗੜਬੜ,காற்று கொந்தளிப்பு
ਪ੍ਰਮਾਣੂ,அணுக்கரு
ਪਰਮਾਣੂ,அணு
ਪਰਮਾਣੂ,அணுசக்தி
ਪ੍ਰਮਾਣੂ ਪੁੰਜ,அணுக்கரு நிறை
ਪਰਮਾਣੂ ਨੰਬਰ,அணு எண்
"ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ","அணு உலை, அணுக் குவியல்"
ਪਰਮਾਣੂ,அணு
ਕਣ,துகள்
ਕਣ,துகள்
ਧਿਆਨ,"தணிவு, தணிவு"
"ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ","தணித்தல், தணித்தல்"
ਸੁਹਜ,வசீகரம்
ਖਿੱਚ ਦੀ ਤਾਕਤ,ஈர்ப்பு சக்தி
ਸੁਣਨਯੋਗਤਾ,கேட்கக்கூடிய தன்மை
ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ,ஒலி அதிர்வெண் பெருக்கி
ਸੁਣਨਯੋਗ,கேட்கக்கூடிய
ਆਡੀਓ ਜਨਰੇਟਰ,ஆடியோ ஜெனரேட்டர்
ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ,கேட்கக்கூடிய வரைபடம்
ਸੁਣਨ ਵਿਗਿਆਨ,கேட்கும் அறிவியல்
ਆਡੀਓਮੀਟਰ,ஒலிமானி
ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
ਧੁਨੀ ਸੰਕੇਤ,ஒலி சமிக்ஞை
ਆਡੀਓ-ਵਿਜ਼ੂਅਲ,ஒலி-ஒளி காட்சி
"ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ","ஆடிட்டோரியம், ஆடிட்டோரியம்"
OZ ਪ੍ਰਭਾਵ,OZ விளைவு
ਤਰੱਕੀ,பதவி உயர்வு
ਵਧਾਉਣ ਵਾਲਾ,மேம்படுத்துபவர்
ਧਰੁਵੀ ਲਾਟ,துருவ சுடர்
ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ,தென் துருவ சுடர்
ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ,வட துருவ சுடர்
ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ,தானியங்கி எச்சரிக்கை
ਆਟੋ ਸਮਾਨੰਤਰ,தானாக இணையாக
"ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ","தானியங்கி, தானியங்கி, தானியங்கி"
"ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ","உதவியாளர், கூட்டுறவு, கூடுதல்"
"ਅਵਦਾਵਾ, ਅਵਦਾਵਾ","அவடவா, அவலாஞ்சி"
"ਮਤਲਬ, ਮਤਲਬ","சராசரி, சராசரி"
ਪਰਿਵਾਰ,பரிவாரன்
ਧੁਰੀ,அச்சு
ਧੁਰਾ,அச்சு
ਅਜ਼ੀਮਥ,அஜிமுத்
ਅਜ਼ੀਮਥ,அஜிமுத்
ਵਾਪਸ,மீண்டும்
"ਪਿਛੋਕੜ, ਪਿਛੋਕੜ","பின்னணி, பின்னணி"
"ਪਿਛਾਂਹ, ਪਿਛੇ","பின்தங்கிய, பின்தங்கிய"
ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ,திருப்புமுனை
ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ,பின் மின்னழுத்த துடிப்பு
ਪੋਸਟ-ਰਿਸ਼ਤਾ,பிந்தைய உறவு
ਅਦਾਇਗੀ,கொடுக்கப்படுவதுடன்
ਵਿਰੋਧੀ ਵੋਲਟੇਜ,எதிர்ப்பு மின்னழுத்தம்
ਪਿਛਲਾ ਖਿੰਡਾ,பின்புற சிதறல்
ਵਿਚਕਾਰਲੀ ਲਹਿਰ,இடைநிலை அலை
ਇੰਸੂਲੇਟਰ,இன்சுலேட்டர்
ਪੈਰਾਸ਼ੂਟ ਛਾਲ,பாராசூட் ஜம்ப்
ਹੀਟਿੰਗ,வெப்பமூட்டும்
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
ਸੰਤੁਲਨ,சமநிலைப்படுத்துபவர்
ਸੰਤੁਲਨ,சமநிலை
ਗਲੋਬਿਊਲ,உருண்டை
"ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ","பாலிஸ்டிக், பாலிஸ்டிக்"
"ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
ਮਿਜ਼ਾਈਲ,ஏவுகணை
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","பந்துவீச்சு, ஆயுதம்"
ਪ੍ਰੋਜੈਕਸ਼ਨ,கணிப்பு
ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ,இலவச பாதை
"ਗੁਬਾਰਾ, ਗੁਬਾਰਾ","பலூன், பலூன்"
balmer ਬੰਦ,பால்மர் இடைநிறுத்தம்
"ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ","இசைக்குழு, இசைக்குழு, இசைக்குழு"
ਧਮਾਕਾ,குண்டு வெடிப்பு
"ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
bardeen ਅਸੂਲ,பார்டீன் கொள்கை
barkhausen ਪ੍ਰਭਾਵ,barkhausen விளைவு
ਬਾਰਲੋ ਚੱਕਰ,பார்லோ சுழற்சி
ਪੱਟੀ ਚੁੰਬਕ,பட்டை காந்தம்
ਕੋਠੇ,கொட்டகை
ਹਵਾ ਦਾ ਦਬਾਅ ਗ੍ਰਾਫ,காற்று அழுத்த வரைபடம்
"barograph, barograph","barograph, barograph"
ਬੈਰੋਮੀਟਰ,காற்றழுத்தமானி
