Tamil,Marathi
சரிபார்க்கிறது,तपासत आहे
இரசாயன பிணைப்பு,रासायनिक बंध
செர்னோசெம்,चेरनोझेम
கஷ்கொட்டை மண்,चेस्टनट माती
புகைபோக்கி சாக்கடை,चिमणी गटर
சிப் போர்டு,चिप बोर्ड
சிப்பிங்,चिपिंग
சீவல்கள்,चिप्स
சரிவு,चुटे
வகுப்பு (கான்கிரீட்),वर्ग (काँक्रीटचा)
களிமண்,चिकणमाती
களிமண் உள்ளடக்கம்,चिकणमाती सामग्री
களிமண் பான்,मातीचा तवा
சுத்தம் செய்,क्लीनआउट
சுத்தம் செய்,साफ करा
கிளீட்,क्लीट
கிளிங்கர்,क्लिंकर
கிளிப்,क्लिप
உறைதல்,गोठणे
கரடுமுரடான மொத்த,खडबडीत एकूण
கரடுமுரடான தானிய மண்,खडबडीत दाणेदार माती
கோட்,कोट
காஃபர் அணை,कोफर धरण
ஒருங்கிணைப்பு,एकसंधता
கொலாய்டு,कोलायड
கூழ் ஈரப்பதம் சமமான விகிதம்,कोलोइडल आर्द्रता समतुल्य गुणोत्तर
கூழ் அமைப்பு,कोलाइडल प्रणाली
கொலுவல் மண்,कोल्व्हियल माती
நெடுவரிசை,स्तंभ
சீப்பு பூச்சு,कॉम्बेड फिनिश
இணைந்த அடி,एकत्रित पाया
ஒருங்கிணைந்த நீர்,एकत्रित पाणी
பொதுவான அறை,सामान्य खोली
நிறைவு சான்றிதழ்,पूर्णत्वाचे प्रमाणपत्र
கூறு சதுரம்,घटक चौरस
கான்கிரீட்,काँक्रीट
கான்கிரீட்,काँक्रिशन
ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்,एकत्रित दर/सपाट दर
அசுத்தங்கள்,दूषित पदार्थ
அல்கோவ் சமையல்,पाककला alcove
சமாளிப்பது,सामना करणे
கோர்பெல்,कॉर्बेल
கார்னிஸ்,कॉर्निस
இணைப்பான்,कपलर
"கப்லர், இரட்டை","युग्मक, दुहेरी"
"கப்லர், புட்லாக்","कपलर, पुटलॉग"
"இணைப்பு, சுழல்","युग्मक, कुंडा"
பாடநெறி,अभ्यासक्रम
சீரற்ற இடிந்த கொத்து,यादृच्छिक भंगार दगडी बांधकाम
மூடப்பட்ட பகுதி,झाकलेले क्षेत्र
தவழும்,रांगणे
க்ரீப் குணகம்,रांगणे गुणांक
குரோடோவின்,क्रोटोवाइन
காக்கை கால்,कावळा पाय
நொறுக்குத் தீனி அமைப்பு,लहानसा तुकडा रचना
கட்டுப்படுத்து,अंकुश
தற்போதைய,चालू
வளைவு எதிர்ப்பு,वक्र प्रतिकार
ஈரப்பதம் இல்லாத பாடநெறி,ओलसर पुरावा कोर्स
நிறைவு தேதி,पूर्ण होण्याची तारीख
நிலைச்சுமை,मृत भार
இறந்த நீர்,मृत पाणी
டெசிபல்,डेसिबल
டிஃப்ளோகுலேஷன்,Deflocculation
காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்,वायुवीजन किंवा हवेच्या जागेचे प्रमाण
திரட்டல் பட்டம்,एकत्रीकरणाची पदवी
சிதறல் பட்டம்,फैलाव पदवी
செறிவூட்டல் பட்டம்,संपृक्तता पदवी
அடர்த்தி,घनता
பாலைவன நடைபாதை,वाळवंट फुटपाथ
பாலைவன மண்,वाळवंटी माती
விவரங்கள்,तपशील
வளர்ச்சி காலம்,विकास कालावधी
டி-அடிவானம்,डी-क्षितिज
மூலைவிட்ட பிணைப்பு,कर्ण बंध
வரைபடம்,आकृती
டிஜிட்டல் டாக்,डिजिटल डॉक
வேறுபட்ட நீர் விகிதம்,विभेदक पाणी दर
நீர்த்த காற்றோட்டம்,सौम्य वायुवीजन
டிலுவியம்,डिलुव्हियम
சாப்பிடும் அல்லது உணவருந்தும் அறை,जेवणाची खोली
திசை ஆப்பு,दिशा पेग
சிதறல்,फैलाव
டிஸ்டெம்பர்,डिस्टेंपर
கப்பல்துறை,गोदी
கதவு,दार
டார்மர்,डोर्मर
டார்மர் சோதனை,डॉर्मर चेक
இரட்டை சதை பிணைப்பு,दुहेरी फ्लेमिश बाँड
இரட்டை அடுக்கு,दुहेरी थर
டோவல்,डोवेल
வரைதல் பலகை,रेखाचित्र बोर्ड
வரைதல் அறை,रेखाचित्र खोली
சறுக்கல்,वाहून नेणे
உலர் குமிழ் வெப்பநிலை,कोरडे बल्ब तापमान
உலர் கப்பல்துறை,कोरडी गोदी
உலர் ரப்பர் கொத்து,कोरडे रबर दगडी बांधकाम
டச்சு பத்திரம்,डच बाँड
குள்ள சுவர்,बटू भिंत
குடியிருப்பு அலகு,निवास एकक
ஈவ்,इव्ह
ஈவ்ஸ் சாக்கடை,Eaves गटर
பொருளாதார சாத்தியம்,आर्थिक व्यवहार्यता
எக்டோடைனமார்பிக் மண்,एक्टोडायनामॉर्फिक माती
எட்டி,एडी
பயனுள்ள அளவு,प्रभावी आकार
மலர்ச்சி,फुलणे
கழிவுநீர்,सांडपाणी
உயரம்,उत्थान
எலுவியேஷன்,एलिव्हिएशन
எலுவியம்,एल्युव्हियम
எண்டோடைனமார்பிக் மண்,एंडोडायनामॉर्फिक माती
பொறியியல் சாத்தியம்,अभियांत्रिकी व्यवहार्यता
ஆங்கில பத்திரம்,इंग्रजी बंधन
ஆங்கில தோட்ட சுவர் பத்திரம்,इंग्रजी बाग भिंत बंधन
"EPM (ஒரு மில்லியனுக்கு சமம்),&quot;","EPM (समतुल्य प्रति दशलक्ष),&quot;"
சமமான எடை,समतुल्य वजन
எ.கா,अर्ग
மாற்றத்தக்கது,अदलाबदल करण्यायोग्य
மாற்றக்கூடிய அமிலத்தன்மை,एक्सचेंज करण्यायोग्य आम्लता
மாற்றக்கூடிய சோடியம் சதவீதம் (ESP),एक्सचेंजेबल सोडियम टक्केवारी (ESP)
ஈ.எஸ்.பி.,ई.एस.पी.
பரிமாற்ற அமிலத்தன்மை,एक्सचेंज आंबटपणा
பரிமாற்ற வளாகம்,एक्सचेंज कॉम्प्लेक्स
வெளியேற்ற,एक्झॉस्ट
வெளிப்பட்ட பூச்சு,उघड समाप्त
கண்,डोळा
கண் புருவம்,डोळा कपाळ
எதிர்கொள்ளும்,तोंड देत
எதிர்கொள்ளும் பிணைப்பு,बाँडचा सामना करत आहे
பாதுகாப்பு காரணி,सुरक्षिततेचा घटक
வீழ்ச்சி,पडणे
ஃபேசியா,फेसिया
முக பலகை,फेशिया बोर्ड
தவறு,दोष
வயல் ஈரப்பதம்,फील्ड ओलावा
இறுதி ஈரப்பதம் சமம்,अंतिम ओलावा समतुल्य
ஃபில்லட் (மோட்டார்),फिलेट (मोर्टारचा)
இறுதி,अंतिम
இறுதி அளவீடு,अंतिम मोजमाप
இறுதி கட்டணம்,अंतिम पेमेंटq
இறுதி முன் மன அழுத்தம்,अंतिम पूर्व ताण
இறுதி பதற்றம்,अंतिम ताण
நிதி சாத்தியம்,आर्थिक व्यवहार्यता
நேர்த்தியான மொத்த,उत्तम एकूण
பிளவுபட்ட பாறை,फुटलेला खडक
கொடி கல்,ध्वजाचा दगड
பிளெமிஷ் பிணைப்பு,फ्लेमिश बाँड
ஒளிரும்,चमकत आहे
பளிச்சிடும் ஓடை,चमकणारा प्रवाह
தட்டையான கூரை,सपाट छप्पर
Fleche,फ्लेचे
பிளெமிஷ் தோட்ட சுவர் பிணைப்பு,फ्लेमिश गार्डन भिंत बंधन
பிளின்ட்,चकमक
பிளின்ட் சுவர்,चकमक भिंत
மிதக்கும் தளம்,फ्लोटिंग मजला
ஃப்ளோக்குலேஷன்,फ्लोक्युलेशन
ஃப்ளோகுலேஷன் வரம்பு,फ्लोक्युलेशन मर्यादा
ஃப்ளோகுலேஷன் விகிதம்,फ्लोक्युलेशन गुणोत्तर
ஃப்ளோக்குல்ஸ்,फ्लोक्युल्स
தரை,मजला
மாடி முத்திரை,मजला सील
ஓட்டம்,प्रवाह
ஏற்ற இறக்கம்,चढ - उतार
காலடி,फूटिंग
அறக்கட்டளை,पाया
இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்,फ्री फॉल बॅरो टॉपिंग मिक्सर
இலவச வீழ்ச்சி கலவை (டிரம் வகை),फ्री फॉल मिक्सर (ड्रम प्रकार)
இலவச கல்,मुक्त दगड
புதியது,फ्रेशेट
உராய்வு குவியல்,घर्षण ढीग
தவளை,बेडूक
கேபிள்,गॅबल
கேப்லெட்,गॅबलेट
சூதாட்ட கூரை,Gambrel छप्पर
அளவீடு,गेज
அளவிடும் பிரிவு,गेजिंग विभाग
அளவிடும் நிலையம்,गेजिंग स्टेशन
பொதுவான இருப்பிடத் திட்டம்,सामान्य स्थान योजना
பொது காற்றோட்டம்,सामान्य वायुवीजन
G அடிவானம் அல்லது gley அடிவானம்,G क्षितीज किंवा gley क्षितीज
வரை பனிப்பாறை,पर्यंत हिमनदी
Gneiss,Gneiss
பொருட்கள் முற்றம்,माल यार्ड
சாய்வு எதிர்ப்பு,ग्रेडियंट प्रतिकार
கிரானைட்,ग्रॅनाइट
சிறுமணி அமைப்பு,दाणेदार रचना
குருணையாக்கம்,दाणेदार
சிறுமணி,ग्रेन्युल
ஈர்ப்பு நீர் இல்லாத நீர்,गुरुत्वाकर्षण मुक्त पाणी
ஈர்ப்பு முற்றம்,गुरुत्वाकर्षण यार्ड
பெரிய மண் குழு,ग्रेट माती गट
கிரில்லேஜ் அடித்தளம்,ग्रिलेज फाउंडेशन
தரையில் கை மோல்டிங்,ग्राउंड हँड मोल्डिंग
குழுவாக்கப்பட்ட கப்பல்துறை,गटबद्ध डॉक
குழு வீடுகள்,समूह गृहनिर्माण
விருந்தினர் அறை,अतिथी खोली
சாக்கடை,गटार
சாக்கடை சுமப்பவர்,गटार वाहक
கால்வாய் சோதனை,गटर तपासणी
சுத்தி அலங்காரம்,हॅमर ड्रेसिंग
துறைமுகம்,बंदर
புகலிடத் துறைமுகம்,आश्रयाचे बंदर
கடினமான பான்,कडक पॅन
தலைப்பு,शीर्षलेख
தலைப்பு பத்திரம்,हेडर बॉण्ड
தலைப்பு பாடநெறி,हेडर कोर्स
தலை வாயில் அமைப்பு,हेड गेटची रचना
கால்வாயின் தலைவர்,कालव्याचे प्रमुख
தலைமை சீராக்கி,हेड रेग्युलेटर
ஹெர்ரிங் எலும்பு பிணைப்பு,हेरिंग हाडांचे बंधन
இதயம்,हृदयविकार
ஈரமாக்கும் வெப்பம்,भिजण्याची उष्णता
உயர் அலுமினா சிமெண்ட்,उच्च अॅल्युमिना सिमेंट
இடுப்பு,हिप
ஹிப் கேப்பிங்,हिप कॅपिंग
இடுப்பு முனை,नितंब टोक
ஹூட்,हुड
ஹூட் மோல்டிங்,हुड मोल्डिंग
ஹூக்கின் சட்டம்,हुकचा कायदा
வளைய இரும்பு,हूप लोह
அடிவானம்,क्षितिज
ஈரப்பதமாக்குதல்,आर्द्रीकरण
"ஈரப்பதம், முழுமையானது","आर्द्रता, निरपेक्ष"
"ஈரப்பதம், உறவினர்","आर्द्रता, सापेक्ष"
ஹம்ப் யார்டு,कुबड्याचे अंगण
ஹைட்ராலிக் அழுத்தம்,हायड्रोलिक दाब
நீரேற்றம்,हायड्रेशन
நீராற்பகுப்பு,हायड्रोलिसिस
ஹைட்ரோலைடிக் அமிலத்தன்மை,हायड्रोलाइटिक आम्लता
ஹைட்ரோமார்பிக் மண்,हायड्रोमॉर्फिक माती
ஹைட்ரோஃபிலிக் கொலாய்டு,हायड्रोफिलिक कोलाइड
ஹைட்ரோபோபிக் கொலாய்டு,हायड्रोफोबिक कोलाइड
ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்,हायड्रोस्टॅटिक दाब प्रमाण
ஹைக்ரோஸ்காப்டிக் குணகம்,हायग्रोस्केप्टिक गुणांक
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,हायग्रोस्कोपिक ओलावा
ஹைட்ரோஸ்கோபிசிட்டி,हायड्रोस्कोपीसिटी
ஹைக்ரோஸ்கோபிக் ஈரப்பதம்,हायग्रोस्कोपिक ओलावा
ஹைபர்பேரிக் அறை,हायपरबेरिक चेंबर
ஹைப்பர்ஸ்டேடிக் சட்டகம்,हायपरस्टॅटिक फ्रेम
ஹைப்சோமீட்டர்,हायपोमीटर
வெளிச்சம்,रोषणाई
உட்புகுதல் ஈரப்பதம்,इबिबेशन ओलावा
முதிர்ச்சியடையாத மண்,अपरिपक्व माती
சிறைபிடிக்கப்பட்ட கப்பல்துறை,जप्त डॉक
நில வருவாய் அதிகரிப்பு,जमीन महसुलात वाढ
சுதந்திர சாரக்கட்டு,स्वतंत्र मचान
உள்வாங்கப்பட்டது,इन्ड्युरेटेड
ஆரம்ப அழுத்த அழுத்தம்,प्रारंभिक prestress
ஆரம்ப பதற்றம்,सुरुवातीचा ताण
உள்நாட்டு நீர்வழி துறைமுகம்,अंतर्देशीय जलमार्ग बंदर
காப்பு பலகை,इन्सुलेट बोर्ड
இடைநிலை துறைமுகம்,मध्यवर्ती बंदर
உள் உராய்வு,अंतर्गत घर्षण
உள் மண்டல மண்,इंट्राझोनल माती
அயன்,आयन
அயன் பரிமாற்றம்,आयन एक्सचेंज
இரும்பு சட்டி,लोखंडी तवा
பாசன நிலம்,बागायती जमीन
நீர்ப்பாசனம்,सिंचन
பாசன செஸ்,सिंचन उपकर
ஜம்ப்,जांब
தள்ளாட்டம்,धडपडणे
ஜாக்கிள் முள்,जॉगल पिन
ஜூல்,जौल
குதிப்பவர்,जम्पर
கிலோகிராம்,किलोग्रॅम
கிலோகிராம் படை,किलोग्राम बल
கிலோகிராம் விசை மீட்டர்,किलोग्राम फोर्स मीटर
கிலோவாட் மணி,किलोवॅट तास
கிங் மூடல்,राजा बंद
சமையலறை,स्वयंपाकघर
லேஸ்டு நெடுவரிசை,लेस केलेला स्तंभ
பின்னடைவு,मागे पडणे
லமெல்லா வேர்,लॅमेला रूट
லேமினார் ஓட்டம்,पातळ थरांचा बनवलेला प्रवाह
விளக்கு துளை,दिवा भोक
நிலப் பெருக்கம்,जमीन संवर्धन
நில சறுக்கல்,लँड स्लाइडिंग
லேட்டரைட்,लॅटराइट
லேட்டரைட் மண்,लॅटराइट माती
பெரிய எண்களின் சட்டம்,मोठ्या संख्येचा कायदा
தளவமைப்பு திட்டம்,लेआउट योजना
பேரேடு,लेजर
சுண்ணாம்பு பான்,चुना पॅन
லிண்டல்,लिंटेल
திரவ வரம்பு,द्रव मर्यादा
நேரடி சுமை,थेट भार
களிமண்,चिकणमाती
உள்ளூர் வெளியேற்ற காற்றோட்டம்,स्थानिक एक्झॉस्ट वेंटिलेशन
லோகோ முற்றம்,लोको यार्ड
லூஸ்,लॉस
குறைந்த பிளாஸ்டிக் வரம்பு,कमी प्लास्टिक मर्यादा
குறைந்த வெப்ப சிமெண்ட்,कमी उष्णता सिमेंट
இயந்திர மோல்டிங்,मशीन मोल्डिंग
மேக்ரோஸ்ட்ரக்சர்,मॅक्रोस्ट्रक्चर
முக்கிய தலைமை சீராக்கி,मुख्य हेड रेग्युलेटर
முக்கிய துறைமுகம்,मुख्य बंदर
ஒப்பனை காற்று,मेकअप हवा
மான்சார்ட்,मॅनसार्ड
மார்ஷலிங் முற்றம்,मार्शलिंग यार्ड
கொத்து,दगडी बांधकाम
முதிர்ச்சியடைந்த வெப்பநிலை,परिपक्व तापमान
இடைமட்ட மாடி,मेझानाइन मजला
இயந்திர பகுப்பாய்வு,यांत्रिक विश्लेषण
இயந்திர காற்றோட்டம்,यांत्रिक वायुवीजन
மெட்ரிக் அமைப்பு,मेट्रिक प्रणाली
நுண் கட்டமைப்பு,मायक्रोस्ट्रक्चर
மில்லிக்கு சமம்,मिली समतुल्य
ஒரு லிட்டருக்கு மில்லி சமம்,मिली समतुल्य प्रति लिटर
கனிம,खनिज
கனிம மண்,खनिज माती
சிறிய துறைமுகம்,किरकोळ बंदर
மிட்ரெட் மூடல்,Mitred बंद
நடமாடும் மண் கொலாய்டு,मोबाइल माती कोलाइड
ஈரப்பதம்,आर्द्रतेचा अंश
ஈரப்பதம் சாய்வு,ओलावा ग्रेडियंट
ஒற்றைக்கல்,मोनोलिथ
மோனோரயில்,मोनोरेल
தேசிய துறைமுக சபை,राष्ट्रीय बंदर परिषद
இயற்கை படுக்கை,नैसर्गिक पलंग
இயற்கையான பூச்சு,नैसर्गिक समाप्त
