Tamil,Bengali
அருகிலுள்ள (= தொடர்ச்சியான),সংলগ্ন (= সংহত)
ஒத்திவைப்பு,স্থগিতাদেশ
ஒத்திவைப்பு இயக்கம்,স্থগিতের গতি
தீர்ப்பளிக்கவும்,রায়
தீர்ப்பளிக்கவும்,বিচারক
தீர்ப்பு,বিচার
தீர்ப்பாளர்,বিচারক
சரிசெய்தல்,সামঞ্জস্য
நிர்வாகி,প্রশাসনিক
சத்தியப்பிரமாணத்தை நிர்வகிக்கவும்,শপথ পরিচালনা করুন
நிர்வாகம்,প্রশাসন
நீதி நிர்வாகம்,বিচার প্রশাসন
நிர்வாக,প্রশাসনিক
நிர்வாக நடவடிக்கை,প্রশাসনিক ক্রিয়া
நிர்வாக மதிப்பீடு,প্রশাসনিক মূল্যায়ন
நிர்வாக ஒப்புதல்,প্রশাসনিক অনুমোদন
நிர்வாக அதிகாரம்,প্রশাসনিক কর্তৃপক্ষ
நிர்வாக கட்டுப்பாடு,প্রশাসনিক নিয়ন্ত্রণ
நிர்வாக முடிவு,প্রশাসনিক সিদ্ধান্ত
நிர்வாகத் துறை,প্রশাসনিক দপ্তর
நிர்வாகத் தலைவர்,প্রশাসনিক মাথা
நிர்வாக தலைமையகம்,প্রশাসনিক সদর দফতর
நிர்வாக நடவடிக்கைகள்,প্রশাসনিক ব্যবস্থা
நிர்வாக சக்தி,প্রশাসনিক শক্তি
நிர்வாக அனுமதி,প্রশাসনিক অনুমোদন
நிர்வாக நுட்பம்,প্রশাসনিক কৌশল
நிர்வாக தீர்ப்பாயம்,প্রশাসনিক ট্রাইব্যুনাল
ஒப்புதல்,প্রবেশযোগ্যতা
ஏற்றுக்கொள்ளக்கூடிய செலவு,স্বীকৃত ব্যয়
அனுமதிக்கவும்,স্বীকার করুন
அட்டை சேர்க்கவும்,ভর্তি কার্ড
ஒப்புக்கொள்ளப்பட்டது,ভর্তি
அறிவுறுத்துங்கள்,উপদেশ
தத்தெடுப்பவர்,গ্রহণ
தத்தெடுப்பவர்,গ্রহণকারী
தத்தெடுப்பு,গ্রহণ
வயது வந்தோர்,প্রাপ্তবয়স্ক
கலப்படம்,ভেজাল
விபச்சாரம்,ব্যভিচার
வயதுவந்தோர் உரிமை,প্রাপ্তবয়স্ক ভোটাধিকার
விளம்பர மதிப்பீட்டு கடமை,বিজ্ঞাপন ভ্যালোরেম ডিউটি
முன்கூட்டியே,অগ্রিম
முன்கூட்டியே முன்பதிவு,আগাম বুকিং
முன்கூட்டியே நகல்,অগ্রিম অনুলিপি
அட்வான்ஸ் அதிகரிப்பு,অগ্রিম বৃদ্ধি
முன் பணம்,অগ্রিম প্রদান
பாதகமான நுழைவு,প্রতিকূল এন্ট্রি
பாதகமான கருத்துக்கள்,বিরূপ মন্তব্য
பாதகமான அறிக்கை,প্রতিকূল প্রতিবেদন
விளம்பரம்,বিজ্ঞাপন
ஆலோசனை,পরামর্শ
கட்டண ஆலோசனை,অর্থ প্রদানের পরামর্শ
ஆலோசனை குழு,উপদেষ্টা কমিটি
ஆலோசனை கவுன்சில்,উপদেষ্টা পরিষদ
வக்கீல்,অ্যাডভোকেট
விவகாரங்கள்,বিষয়
பிரமாணப் பத்திரம்,হলফনামা
இணைப்பு,অধিভুক্তি
உறுதிப்படுத்தல்,নিশ্চিতকরণ
உறுதியான,ইতিবাচক
வாங்க,সামর্থ্য
மேற்கூறிய,উপরোক্ত
புதிதாக,নতুন করে
எதிராக,বিরুদ্ধে
வயது,বয়স
வயது சான்றிதழ்,বয়স শংসাপত্র
வாக்குரிமைக்கான வயது,ভোটাধিকার জন্য বয়স
வயது எல்லை,বয়স সীমা
ஏஜென்சி,এজেন্সি
நிகழ்ச்சி நிரல்,আলোচ্যসূচি
ஓய்வூதிய வயது,অবসর বয়স
மேலதிக வயது,তদারকির বয়স
திரட்டுதல்,সমষ্টি
வேதனைக்குள்ளானது,আক্রান্ত
கிளர்ச்சி,আন্দোলন
ஏஜிஎம்,এজিএম
ஒப்பந்தம்,চুক্তি
ஒப்பந்த படிவம்,চুক্তি ফর্ম
வேளாண்மை,কৃষি
வேளாண் தொழில்,শস্য উৎপাদন কেন্দ্র
உதவி,সাহায্য
அலாரம்,অ্যালার্ম
விழிப்புணர்வு,সতর্কতা
மாற்றுப்பெயர்,ওরফে
குற்றச்சாட்டு,অভিযোগ
விசுவாசம்,আনুগত্য
கூட்டணி,জোট
தொடர்புடைய சேவைகள்,মিত্র পরিষেবা
அனைத்து உள்ளடக்கிய செலவு,সমস্ত অন্তর্ভুক্ত ব্যয়
அகில இந்திய சேவைகள்,সমস্ত ভারত পরিষেবা
ஒதுக்கீடு,বরাদ্দ
ஒதுக்கீடு,বরাদ্দ
ஒதுக்கீட்டு கடிதம்,বরাদ্দ চিঠি
ஒதுக்கீடு,বরাদ্দ
அனுமதிக்கக்கூடியது,অনুমোদিত
அனுமதிக்கக்கூடிய செலவுகள்,অনুমোদিত ব্যয়
மேல்முறையீட்டை அனுமதிக்கவும்,একটি আপিলের অনুমতি দিন
கொடுப்பனவு,ভাতা
அனைத்து உரிமைகளும் பாதுகாக்கப்பட்டவை,সমস্ত অধিকার সংরক্ষিত
அகரவரிசை வரிசை,বর্ণমালা অর্ডার
வாக்குவாதம்,বিক্ষোভ
மாற்று,বিকল্প
மாற்று,বিকল্প
ஒருங்கிணைப்பு,সংমিশ্রণ
திருத்தப்பட்ட வரைவு,সংশোধিত খসড়া
திருத்தம்,সংশোধন
வசதி,সুযোগ
இணக்கமான,মায়াময়
வெடிமருந்து,গোলাবারুদ
கடனின் கடன்தொகை,Debt ণের or ণদান
தொகை,পরিমাণ
ஓய்வூதியத்தின் அளவு,পেনশন পরিমাণ
ஒப்பீட்டு இடுகை,সাদৃশ্য পোস্ট
பகுப்பாய்வு,বিশ্লেষণ
பகுப்பாய்வு ஆய்வு,বিশ্লেষণাত্মক অধ্যয়ন
மூதாதையர்,পূর্বপুরুষ
துணை தொழில்,আনুষঙ্গিক শিল্প
பகை,শত্রুতা
இணைப்பு,সংযুক্তি
ஆண்டு,বার্ষিকী
அறிவிப்பு,ঘোষণা
எரிச்சல்,বিরক্তি
ஆண்டு நிதி அறிக்கை,বার্ষিক আর্থিক বিবৃতি
ஆண்டு அறிக்கை,বার্ষিক প্রতিবেদন
ஆண்டு,বার্ষিকী
அநாமதேய,বেনামে
அநாமதேய புகார்,বেনামে অভিযোগ
பதில்,উত্তরযোগ্যতা
விடைத்தாள்,উত্তরপত্র
எதிரி,বিরোধী
முன்னோடிகள்,পূর্বসূরি
எதிர்பார்க்கப்பட்ட செலவு,প্রত্যাশিত ব্যয়
எதிர்பார்க்கப்பட்ட வருமானம்,প্রত্যাশিত আয়
எதிர்பார்ப்பு,অগ্রজ্ঞান
எதிர்பார்ப்பு ஜாமீன்,প্রত্যাশিত জামিন
ஊழல் எதிர்ப்பு நடவடிக்கை,দুর্নীতি দমন ব্যবস্থা
டம்பிங் எதிர்ப்பு,অ্যান্টি-ডাম্পিং
பழங்கால,প্রাচীন
நிறவெறி,বর্ণবাদ
அக்கறையின்மை,উদাসীনতা
உச்ச உடல்,অ্যাপেক্স বডি
மன்னிப்பு,ক্ষমা প্রার্থনা
மேல்முறையீடு,আবেদন
தோற்றம்,চেহারা
திருப்தி,সন্তুষ্টি
மேல்முறையீட்டு தீர்ப்பாயம்,আপিল ট্রাইব্যুনাল
பின் இணைப்பு,পরিশিষ্ট
சாதனம்,যন্ত্রপাতি
பொருந்தும்,প্রযোজ্য
விண்ணப்பதாரர்,প্রার্থী
விண்ணப்பம்,আবেদন
விண்ணப்ப படிவம்,আবেদনপত্র
பயன்படுத்தப்பட்டது,প্রয়োগ
விண்ணப்பிக்கவும்,প্রয়োগ করুন
நியமிக்கப்பட்டவர்,নিয়োগ
அதிகாரத்தை நியமித்தல்,কর্তৃপক্ষ নিয়োগ
நியமனம்,অ্যাপয়েন্টমেন্ট
நியமனம் கடிதம்,নিয়োগপত্র
அமைச்சரவையின் நியமனங்கள் குழு,মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি
ஊதியப் பகிர்வு,মজুরির অংশ
மதிப்பீடு,মূল্যায়ন
மதிப்பீட்டாளர்,মূল্যায়নকারী
பாராட்டு,প্রশংসা
அச்சம்,আশঙ্কা
பயிற்சி,শিক্ষানবিশ
அணுகுமுறை,পদ্ধতির
பொருத்தமானது,যথাযথ
பொருத்தமான நடவடிக்கை,যথাযথ ব্যবস্থা
பொருத்தமான தலை,উপযুক্ত মাথা
ஒதுக்கீடு,বরাদ্দ
ஒப்புதல்,অনুমোদন
தோராயமான,আনুমানিক
ஆப்டிட்யூட் சோதனை,বুদ্ধিমত্তার পরীক্ষা
தன்னிச்சையானது,ইচ্ছামত
நடுவர்,সালিশ
நடுவர்,সালিশ
நடுவர் தீர்ப்பாயம்,আরবিট্রেশন ট্রাইব্যুনাল
நடுவர்,সালিস
கட்டிடக்கலை,আর্কিটেকচার
காப்பகங்கள்,সংরক্ষণাগার
பகுதி,অঞ্চল
பகுதி தலைமையகம்,অঞ্চল সদর দফতর
வாதம்,যুক্তি
எழும்,উত্থিত
ஆயுத படைகள்,সশস্ত্র বাহিনী
ஏற்பாடு,ব্যবস্থা
நிலுவைத் தொகை,বকেয়া
நிலுவைத் அறிக்கை,বকেয়া বিবৃতি
வருகை அறிக்கை,আগমনের প্রতিবেদন
ஆணவம்,অহংকার
அர்செனல்,আর্সেনাল
கட்டுரை,নিবন্ধ
சங்கத்தின் கட்டுரைகள்,সমিতির নিবন্ধ
கட்டுரைகள்,নিবন্ধ
ஏறுவரிசை ஒழுங்கு,উর্দ্ধক্রমানুসারে
தெரிந்து கொள்ளுங்கள்,নিরূপণ করা
எங்கே இருக்கிறது,যেমনটি যেখানে
அம்சம்,দিক
ஆவேசம்,Aspersion
படுகொலை,হত্যাকাণ্ড
தாக்குதல்,হামলা
ஒன்றுகூடு,একত্রিত করা
சட்டசபை,সমাবেশ
ஒப்புதல்,সম্মতি
உறுதிப்படுத்தவும்,জাহির করা
மதிப்பீட்டாளர்,মূল্যায়নকারী
மதிப்பீடு,মূল্যায়ন
மதிப்பீட்டு ஆண்டு,মূল্যায়ন বছর
மதிப்பீட்டாளர்,মূল্যায়নকারী
சொத்துக்கள்,সম্পদ
ஒதுக்கப்பட்டவர்,Assignee
ஒதுக்கீடு,অ্যাসাইনমেন্ট
ஒதுக்குபவர்,নিয়োগকারী
உதவி,সহায়তা
இணை,সহযোগী
தொடர்பு,সংঘ
கட்டணம் அனுமானம்,চার্জ অনুমান
உத்தரவாதம்,আশ্বাস
உத்தரவாத நிறுவனம்,আশ্বাস সংস্থা
உறுதி,আশ্বাস
தள்ளுபடியில்,ছাড় এ
அணு சக்தி,পারমাণবিক শক্তি
சமமாக,সমমূল্যে
பிரீமியத்தில்,প্রিমিয়ামে
இணைக்கவும்,সংযুক্ত
இணைக்கப்பட்ட அலுவலகம்,সংযুক্ত অফিস
இணைப்பு,সংযুক্তি
இணைப்பு வரிசை,সংযুক্তি আদেশ
அடைதல்,অর্জন
முயற்சி,চেষ্টা
வருகை,উপস্থিতি
வருகை பதிவு,উপস্থিতি নিবন্ধ
வருகை சீட்டு,উপস্থিতি স্লিপ
கவனம்,মনোযোগ
சான்றளித்தல்,সত্যতা
சான்றளிக்கப்பட்ட நகல்,সত্যায়িত অনুলিপি
அணுகுமுறை,মনোভাব
கவர்ச்சிகரமான சம்பளம்,আকর্ষণীয় বেতন
ஏலம்,নিলাম
ஏலதாரர்,নিলামকারী
ஏல விற்பனை,নিলাম বিক্রয়
பார்வையாளர்கள்,শ্রোতা
ஆடியோ-காட்சி காட்சி,অডিও-ভিজ্যুয়াল ডিসপ্লে
ஆடியோ காட்சி விளம்பரம்,অডিও-ভিজ্যুয়াল প্রচার
தணிக்கை,নিরীক্ষা
தணிக்கை செய்யப்பட்ட கணக்குகள்,নিরীক্ষিত অ্যাকাউন্ট
தணிக்கை செய்யப்பட்ட இருப்புநிலை,নিরীক্ষিত ব্যালেন্স শীট
தணிக்கை,নিরীক্ষণ
தணிக்கை ஆட்சேபனை,নিরীক্ষা আপত্তি
தணிக்கையாளரின் அறிக்கை,নিরীক্ষকের প্রতিবেদন
ஆடிட்டோரியம்,অডিটোরিয়াম
தணிக்கை பத்தி,অডিট অনুচ্ছেদ
தணிக்கை அறிக்கை,অডিট রিপোর্ট
சிக்கன நடவடிக்கை,কঠোরতা
சிக்கன நடவடிக்கை,কঠোরতা ব্যবস্থা
உண்மையான,খাঁটি
அங்கீகரிக்கப்பட்ட பிரதிநிதி,অনুমোদিত প্রতিনিধি
அதிகாரப்பூர்வ,কর্তৃত্বমূলক
அதிகாரம்,কর্তৃপক্ষ
அதிகார கடிதம்,কর্তৃপক্ষের চিঠি
அங்கீகாரம் பெற்றவர்,অনুমোদিত
அங்கீகரிக்கப்பட்ட மூலதனம்,স্বীকৃত মূলধন
தானியங்கி,স্বয়ংক্রিয়
தன்னாட்சி,স্বায়ত্তশাসিত
தன்னாட்சி உடல்,স্বায়ত্তশাসিত শরীর
தன்னாட்சி,স্বায়ত্তশাসন
துணை,সহায়ক
கிடைக்கிறது,উপলব্ধ
சராசரி,গড়
சராசரி விடுப்பு,গড় ছুটি
வெறுப்பு,বিপর্যয়
தவிர்க்கவும்,এড়ানো
தவிர்க்கவும்,এড়াতে
வரியைத் தவிர்ப்பது,কর এড়ানো
காத்திருந்தது,অপেক্ষা করছি
விருது,পুরষ্কার
அதிகாரம் வழங்குதல்,পুরষ্কার কর্তৃপক্ষ
விழிப்புணர்வு,সচেতনতা
பின்வாங்கியது,ব্যাকডেটেড
பின்னணி,পটভূমি
பின் பதிவு,জমা কাজ
பின்னால்,ফিরে
பின் குறிப்பு,পিছনে রেফারেন্স
காப்புப்பிரதி,ব্যাক আপ
பின்தங்கிய வகுப்புகள்,পশ্চাদপদ শ্রেণি
பின்தங்கிய பழங்குடி,পশ্চাদপদ উপজাতি
மோசமான பேரம்,খারাপ দর কষাকষি
மோசமான நடத்தை,খারাপ আচরণ
மோசமான தன்மை,খারাপ চরিত্র
மோசமான காலநிலை கொடுப்பனவு,খারাপ জলবায়ু ভাতা
மோசமான நடத்தை,খারাপ আচরণ
மோசமான கடன்,খারাপ ঋণ
சாமான்கள்,লাগেজ
ஜாமீன்,জামিন
இருப்பு,ভারসাম্য
சமநிலை வீழ்த்தப்பட்டது,ভারসাম্য নামা
இருப்பு முன்வைக்கப்பட்டது,ভারসাম্য এগিয়ে আনা
சீரான பட்ஜெட்,সুষম বাজেট
இருப்புநிலை,ব্যালেন্স শীট
வாக்குப்பதிவு,ব্যালট
வாக்குப் பெட்டி,ব্যালট বাক্স
வாக்குப்பதிவு காகிதம்,ভোট পত্র
தடை,নিষেধাজ্ঞা
வங்கி,ব্যাংক
வங்கி கணக்கு,ব্যাংক হিসাব
வங்கி இருப்பு,ব্যাংক ভারসাম্য
வங்கி கட்டணங்கள்,ব্যাংক চার্জ
வங்கி உத்தரவாதம்,ব্যাংক গ্যারান্টি
வங்கி விடுமுறை,ব্যাংক ছুটির দিন
வங்கி வசதி,ব্যাংকিং সুবিধা
வங்கி நேரம்,ব্যাংকিং সময়
வங்கி பரிவர்த்தனை,ব্যাংকিং লেনদেন
வங்கி வீதம்,ব্যাংক হার
வங்கி சமரசம்,ব্যাংক পুনর্মিলন
திவாலானது,দেউলিয়া
வங்கி பாதுகாப்பு,ব্যাংক সুরক্ষা
வங்கி அறிக்கை,ব্যাংক দলিল
விருந்து,বনভোজন
பார் கவுன்சில்,বার কাউন্সিল
பேரம்,দর কষাকষি
பேரம் பேசுதல்,দর কষাকষি
தரிசு நிலம்,অনুর্বর জমি
பண்டமாற்று,বার্টার
அடித்தளம்,বেস
ஆதாரமற்றது,ভিত্তিহীন
அடித்தளம்,বেসমেন্ট
அடிப்படை ஆண்டு,ভিত্তিবছর
அடிப்படை,বেসিক
அடிப்படையில்,মূলত
அடிப்படை நுண்ணறிவு,বেসিক বুদ্ধি
அடிப்படை ஊதியம்,মূল বেতন
ஊதியத்தின் அடிப்படை அளவு,বেতনের প্রাথমিক স্কেল
அடிப்படை பயிற்சி,মৌলিক প্রশিক্ষণ
அடிப்படை,ভিত্তি
தொகுதி,ব্যাচ
தொகுதி எண்,ব্যাচ নাম্বার
தாங்கி காசோலை,বহনকারী চেক
மேற்கோள் காட்டப்படுவதற்கு முன்,উদ্ধৃত করার আগে
நடத்தை,আচরণ
நம்பிக்கை,বিশ্বাস
Par க்கு கீழே,নীচে নীচে
பெஞ்ச்,এজলাস
பெஞ்ச்மார்க்,মাপকাঠি
நன்மை பயக்கும்,উপকারী
பயனாளி,মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী
நன்மை,উপকার
சந்தேகத்தின் நன்மை,দ্বিধার সুবিধা
கருணை,দানশীলতা
நல்ல நிதி,দানশীল তহবিল
விருப்பம்,উইল
விருப்பப்படி,উইল
துயரமடைந்தது,শোক
சிறந்த முயற்சிகள்,সেরা প্রচেষ্টা
மேம்பாடு,উন্নততা
சார்பு,পক্ষপাত
பக்கச்சார்பான கருத்து,পক্ষপাতদুষ্ট মতামত
நூலியல்,গ্রন্থপঞ্জি
இருபது ஆண்டு,দ্বিবার্ষিক
பிளவுபட்டு,দ্বিখণ্ডিত
பெரிய,বিগামি
இருதரப்பு,দ্বিপক্ষীয়
இருமொழி,দ্বিভাষিক
இரு,দ্বিখণ্ডিত
ர சி து,বিল
மாற்றச்சீட்டு,বিনিময় বিল
இருதரப்பு அறிக்கை,দ্বিখণ্ডিত প্রতিবেদন
பிணைப்பு,বাঁধাই
பயோடேட்டா,বায়োডাটা
இருதரப்பு,দ্বিপক্ষীয়
இரு கட்சி ஒப்பந்தம்,দ্বিপক্ষীয় চুক্তি
பிறப்பு ஆண்டுவிழா,জন্ম বার্ষিকী
பிறப்பு சான்றிதழ்,জন্ম সনদ
பிறப்பு கட்டுப்பாடு,জন্ম নিয়ন্ত্রণ
பிறந்த தேதி,জন্ম তারিখ
பிறந்த இடம்,জন্মের জায়গা
பிறப்பு வீதம்,জন্ম হার
இரு வாராந்திர,দ্বিপক্ষীয়
கருப்பு பொருளாதாரம்,কালো অর্থনীতি
கருப்பு பட்டியல்,কালো তালিকা
பிளாக்மெயில்,ব্ল্যাকমেল
கருப்பு சந்தை,কালোবাজার
பழி,দোষ
வெற்று சோதனை,ফাঁকা চেক
போர்வை ஒப்பந்தம்,কম্বল ডিল
போர்வை ஒழுங்கு,কম্বল আদেশ
குண்டு வெடிப்பு,বিস্ফোরণ
கலத்தல்,মিশ্রণ
தொகுதி,ব্লক
முற்றுகை,অবরোধ
தடுக்கப்பட்ட மூலதனம்,অবরুদ্ধ মূলধন
தொகுதி கடிதம்,ব্লক লেটার
இரத்த தானம்,রক্তদান
இரத்த உறவுகள்,রক্ত সম্পর্ক
நீல காலர் வேலை,নীল কলার কাজ
புளூபிரிண்ட்,ব্লুপ্রিন্ট
பிளஃப்,ব্লাফ
பலகை,বোর্ড
போர்டிங் மற்றும் உறைவிடம்,বোর্ডিং এবং থাকার ব্যবস্থা
இயக்குநர்கள் குழு,পরিচালনা পর্ষদ
வருவாய் வாரியம்,রাজস্ব বোর্ড
உடல்,দেহ
மெய்க்காப்பாளர்,দেহরক্ষী
போலி வவுச்சர்,বোগাস ভাউচার
உண்மையான,সদিচ্ছা
பத்திரம்,বন্ধন
பிணைக்கப்பட்ட உழைப்பு,চুক্তিভুক্ত শ্রমিক
போனஸ்,বোনাস
பதிவு அலுவலகம்,বুকিং অফিস
புத்தகக் காப்பாளர்,বই-রক্ষক
புத்தகத்தை வைத்தல்,বই-রক্ষণাবেক্ষণ
கையேடு,পুস্তিকা
குறிப்பு புத்தகம்,রেফারেন্স বই
புத்தகம் மதிப்பு,বই মান
பூத்,বুথ
பூத் கைப்பற்றுதல்,বুথ ক্যাপচারিং
எல்லை கொடுப்பனவு,সীমান্ত ভাতা
பார்டர் லைன்,বর্ডার লাইন
கடன் வாங்குபவர்,Or ণগ্রহীতা
கடன் வாங்கும் சக்தி,Orrow ণ ক্ষমতা
பாஸ்,বস
சிக்கல்,বাধা
அடைப்புக்குறி,বন্ধনী
எல்லை,সীমানা
புறக்கணிப்பு,বয়কট
மூளை வடிகால்,মেধা পাচার
கிளை அலுவலகம்,শাখা কার্যালয়
மீறல்,লঙ্ঘন
ஒப்பந்தத்தை மீறுதல்,চুক্তি লঙ্ঘন
நம்பிக்கையை மீறுதல்,আত্মবিশ্বাস লঙ্ঘন
ஒப்பந்த மீறல்,চুক্তি লঙ্ঘন
ஒழுக்கத்தை மீறுதல்,শৃঙ্খলা লঙ্ঘন
சட்ட மீறல்,আইন লঙ্ঘন
சமாதான மீறல்,শান্তি লঙ্ঘন
சலுகை மீறல்,অধিকার লঙ্ঘন
வாக்குறுதியை மீறுதல்,প্রতিশ্রুতি লঙ্ঘন
விதியை மீறுதல்,নিয়ম লঙ্ঘন
நம்பிக்கை துரோகம்,বিশ্বাস ভঙ্গ
உடைப்பு,বিরতি
உடைக்கவும்,ভাঙ্গা
சேவையில் இடைவெளி,পরিষেবা বিরতি
முறிவு,বিচ্ছিন্ন
இனம்,প্রজনন
கையூட்டு,ঘুষ
சுருக்கமான,সংক্ষিপ্ত
மாநாடு,সারসংক্ষেপ
சுருக்கமான விண்ணப்பம்,সংক্ষিপ্ত পুনঃসূচনা
புத்திசாலித்தனமான பதிவு,উজ্জ্বল রেকর্ড
கவனத்திற்கு கொண்டு வாருங்கள்,নোটিশ আনুন
ஒளிபரப்பு,সম্প্রচার
பிராட்ஷீட்,ব্রডশিট
சிற்றேடு,ব্রোশিওর
தரகு,দালালি
முன்னோக்கி கொண்டு வரப்பட்டது (பி/எஃப்),এগিয়ে আনা (বি/এফ)
பட்ஜெட் ஒதுக்கீடு,বাজেট বরাদ্দ
பிழையான கட்டுப்பாடு,বুগেটারি নিয়ন্ত্রণ
பட்ஜெட் மதிப்பீடு,বাজেটের অনুমান
பட்ஜெட் வழங்கல்,বাজেট বিধান
கட்டிடம்,বিল্ডিং
மொத்த,স্তূপ
மொத்த கொள்முதல்,বাল্ক ক্রয়
புல்லட்டின்,বুলেটিন
பம்பர் பயிர்,বাম্পার ফসল
காலியிடங்களின் கொத்து,শূন্যপদ গুচ্ছ
பஞ்ச்லிங்,বাংগল
அதிகாரத்துவம்,আমলাতন্ত্র
அதிகாரத்துவம்,আমলা
வணிக வகுப்பு,ব্যবসায়িক শ্রেণী
வணிக நேரம் (= வணிக நேரம்),ব্যবসায়ের সময় (= ব্যবসায়ের ঘন্টা)
தொழிலதிபர்,ব্যবসায়ী
திரும்ப வாங்கு,কিনুন
வாங்குபவர்,ক্রেতা
மூலம் தேர்தல் (= தேர்தல் மூலம்),বাই নির্বাচন (= নির্বাচনের মাধ্যমে)
கையால்,হাতের দ্বারা
தபால் மூலம்,পোস্ট দ্বারা
கேபின் சாமான்கள்,কেবিন লাগেজ
மந்திரி சபை,মন্ত্রিসভা
பணியாளர்,ক্যাডার
பேரழிவு,বিপর্যয়
கணக்கீடு,গণনা
காலண்டர் ஆண்டு,ক্যালেন্ডার বছর
பிரச்சாரம்,প্রচার
வளாகம்,ক্যাম্পাস
வளாக நேர்காணல்,ক্যাম্পাসের সাক্ষাত্কার
ரத்துசெய்,বাতিল
ரத்து செய்தல்,বাতিল
