Gujarati,Odiya
અનુકૂલનશીલ ચેનલ ફાળવણી,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
અનુકૂલનશીલ એકીકરણ,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
અનુકૂલનશીલ બરાબરી,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
ઉમેરાયેલ નોંધ,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
પરિવર્તન,ଯୋଡି
પ્રહાર,ଆଡର୍
ઉપદેશક,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
ફાઇલ ઉમેરો,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
વધારાના પાત્ર (= વિશેષ પાત્ર),ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
વધારાની રેકોર્ડર,ଯୋଗ ରେକର୍ଡ |
વધારાનો કોઠો,ଯୋଗ ଉପକରଣ
ઉમેરણ લક્ષણ,ଯୋଗୀ ଗୁଣ
મોડમાં ઉમેરો,ମୋଡ୍ ଯୋଡନ୍ତୁ
કામગીરી ઉમેરો,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
સંબોધન,ଠିକଣା
સરનામા -માપદંડ,ଠିକଣା ମାପ ମାପ |
સરનામું આડી સ્થિતિ,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
સંબોધન - બિંદુ,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
પ્રતિયોગી સ્થિતિ,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
સરનામું રજિસ્ટર,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
પ્રત્યુત્તરપાત્ર સંગ્રહ,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
સરનાક verભી સ્થિતિ,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
સરનાવ બસ,ଠିକଣା ବସ୍
સરનામું,ଠିକଣା କୋଡ୍
સરખામણી કરનાર,ଠିକଣା ତୁଳସୀତି
સરનામું,ଠିକଣା ଗଣନା
નિવારણ,ସ୍ଥିର ଠିକଣା
ધર્મપરિવર્તન,ଠିକଣା କନଭର୍ସନ୍ |
માહિતી,ଠିକଣା ତଥ୍ୟ
સંબોધિત મેમરી,ଠିକଣା ମେମୋରୀ |
સંબોધન અસરકારક,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
સરનાવનું ક્ષેત્ર,ଠିକଣା କ୍ଷେତ୍ର
સરનાકનું બંધારણ,ଠିକଣା ଫର୍ମାଟ୍
મફત કાર્યક્રમ,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
સંબોધન,ଠିକଣା
"સંબોધન
 પાત્ર","ଠିକଣା
 ବର୍ଣ୍ଣ"
સંબોધન,ବାଧା ଠିକଣା
સંબોધન,ଲୁପ୍ ଠିକଣା
વર્ચુઅલ મેમરીને સંબોધવા,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
સરનામું,ଠିକଣା ଅନ୍ତରାପଳୀ
સરનામાંહીન સૂચના બંધારણ,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
સરનામા,ଠିକଣା ରେଖା
સરનામાંનું નકશો,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
સરનાવ,ଠିକଣା ଚିହ୍ନ
સરનામા -ફેરફાર,ଠିକଣା ପରିବର୍ତ୍ତନ
સરનામા ભાગ,ଠିକଣା ଅଂଶ
સરનાક નિર્દેશક,ଠିକଣା ସୂଚକ
સરના નોંધણી,ଠିକଣା ରେଜିଷ୍ଟର |
સરનામે સંકેત,ଠିକଣା ସଙ୍କେତ
સરનાવનું કદ,ଠିକଣା ଆକାର
સરનાવની જગ્યા,ଠିକଣା ସ୍ଥାନ
સરનામું સ્થાન ઓળખકર્તા,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
સરનાવ બંધ,ଠିକଣା ଷ୍ଟପ୍
સરનામા,ଠିକଣା ଚିହ୍ନ
સરનામા,ଠିକଣା ଟ୍ରାକ୍
અનુવાદ,ଠିକଣା ଅନୁବାଦ
અનુવાદક,ଠିକଣା ଅନୁବାଦକ
સબમટ્રેક્ટ સમય ઉમેરવો,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
સમય ઉમેરો,ସମୟ ଯୋଡନ୍ତୁ |
સંલગ્નતા,ସଂଲଗ୍ନ
સંલગ્ન માળખું,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
સંલગ્ન માતૃભાષા,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
સંલગ્ન ડોમેન,ସଂଲଗ୍ନ ଡୋମେନ୍ |
સંલગ્ન મેટ્રિક્સ,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
સંલગ્ન નોડ,ସଂଲଗ୍ନ ନୋଡ୍ |
સંલગ્ન સુબેરિયા,ସଂଲଗ୍ନ ସୁବିରା |
સંવાદિતા (સિસ્ટમ),Adjone (ସିଷ୍ଟମ୍)
સમાયોજન કરવું,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
ગોઠવણપાત્ર હદ,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
ટેક્સ્ટ મોડને સમાયોજિત કરો,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
વહીવટી માહિતી પ્રક્રિયા,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
વહીવટી કામગીરી,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
વહીવટી operatorપરેટર,ପ୍ରଶାସନିକ ଅପରେଟର |
વહીવટી પ્રચાલક,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
વહીવટી સહાયક પદ્ધતિ,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
અદ્યતન સંદેશાવ્યવહાર સેવા,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
અદ્યતન માહિતી પદ્ધતિ,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
અદ્યતન ઓપ્ટિકલ પાત્ર રીડર,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
હવાઈ,ବାୟୁ
સમૂહ,ସମୁଦାୟ
કુલ અભિવ્યક્તિ,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
લક્ષ્યસ્થાન વર્તુળ,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક),ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
લક્ષ્યસ્થાન પ્રતીક,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
હવાઈ ​​કમ્પ્યુટર સિસ્ટમ,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
બીજગણિત ઇગન્યુલ્યુ સમસ્યા,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
"બીજગણિત
 એકીકરણ","ବ el ୍ଜନିକ୍ |
 ଏକୀକରଣ"
બીજગણિત ભાષા,ବଗିଳିନିକ୍ ଭାଷା |
બીજગણિત હેરાફેરી,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
બીજગણિત હેરાફેરી ભાષા,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
બીજગણિત લક્ષી ભાષા,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
બીજગણિત પાળી,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
બીજગણિત ચિહ્ન સંમેલન,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
શિરચ્છેદ,ଆଲଗୋଲ୍ |
શીલ લક્ષણ,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
અલ્ગોલ કાર્યક્રમ,Algol ପ୍ରୋଗ୍ରାମିଂ |
અલ્ગોરિધમનો,ଆଲଗୋରିଦମ
અલ્ગોરિધમનો સહયોગી ભાષા,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
અલ્ગોરિધમનો વર્ગીકરણ,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
અલ્ગોરિધમની જટિલતા,ଆଲଗୋରିଦମ ଜଟିଳତା |
અલ્ગોરિધમની ગણતરી,ଆଲଗୋରିଦମ ଗଣନା |
અલ્ગોરિધમિક વિશ્લેષણ,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
અલ્ગોરિધમિક અભિગમ,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
અલ્ગોરિધએમ ભાષા,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
અલ્ગોરિધમનો રૂટિન,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
અલ્ગોરિધમનો સિદ્ધાંત,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
ઉર્ફે,ଛଦ୍ମନାମ
પરવાના,ଛଦ୍ମନାମ
ઉપનામ નામ (= વૈકલ્પિક નામ),ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
ગોઠવણી,ପରିଚାଳିତ
ફાળવવું,ବଣ୍ଟନ କରନ୍ତୁ |
ફાળવણીનું માળખું,ଆବଣ୍ଟନ ସଂରଚନା |
હેતુસર કમ્પ્યુટર,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
વર્ણાનુક્રમ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
મૂળાક્ષરોનો પાત્ર સમૂહ,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
મૂળાક્ષરો,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
વર્ણાનુક્રમ,ବର୍ଣ୍ଣମାଳା କୋଡ୍
વર્ણાનુક્રમ,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
વર્ણાનુક્રમ,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
વર્ણાનુક્રમ,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
મૂળાક્ષરો,ବର୍ଣ୍ଣମାଳା
અલ્ફેજ ome મેટ્રિક્સ,ଆଲଫେମେଟ୍ରିକ୍ସ
મૂર્તિમંત,ଆଲଫାମ୍
મરણોત્તર,ଆଲଫାମାସିକ୍ |
મૂર્તિમંત,ବର୍ଣ୍ଣମାଳା
આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
મૂળાક્ષર,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
મૂળાક્ષર,ବର୍ଣ୍ଣମାଳା କୋଡ୍
આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
મૂળાક્ષરીનો ડેટા,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ,ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |
મૂળાક્ષર સંપાદિત પાત્ર,ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |
વર્ણ -ક્ષેત્ર,ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର
વર્ણ -સૂચના,ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ
મૂળાક્ષર કીબોર્ડ,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |
મૂળાક્ષર,ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |
મૂળાક્ષર સંગ્રહ,ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |
બદલવા યોગ્ય,ବିକୃତ ସ୍ମୃତି
ફેરફાર -ફેરૂપ,ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |
પરિવર્તનશીલ,ପରିବର୍ତ୍ତନ
ફેરફાર,ପରିବର୍ତ୍ତନ ମୋଡ୍
વૈકલ્પિક પુન recovery પ્રાપ્તિ,ଅନ୍ୟ ପୁନରୁଦ୍ଧାର
વૈકલ્પિક માર્ગ,ବିକଳ୍ପ ମାର୍ଗ
વૈકલ્પિક માર્ગ,ଅନ୍ୟ ଧାତାଳ
વૈકલ્પિક પાટા,ବିକଳ୍ପ ଟ୍ରାକ୍
ફેરબદલ (= અથવા કામગીરી),ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍)
વૈકલ્પિક લક્ષણ,ବିକଳ୍ପ ଗୁଣ
વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી),ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍)
અસ્પષ્ટ ભૂલ,ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |
અસ્પષ્ટ સંદર્ભ,ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |
પ્રાચય,ଆନାଗଲଗ୍ |
એનાશ -ઉપાડનાર,ଆନାଗଲ୍ ଆଡର୍ |
મનોલોત્ર,ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |
એનાલોગ કમ્પ્યુટર,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
એનાશ -રૂપાંતર કરનાર,ଆନାଗଲ୍ କନଭର୍ଟର |
મનોજ્ analા આંકડા,ଆନାଗଲ୍ ଡାଟା |
એનાશ -વિભાજક,ଆନାଗଲ୍ ଡିଭାଇଡର୍ |
એનાલોગ સુવિધા ટર્મિન,ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |
"મનોલોગ કાર્ય
 જનરેટર","ଆନାଗଲ୍ ଫଙ୍କସନ୍ |
 ଜେନେରେଟର"
મનોરોગ એકીકરણ,ଆନାଗଲ୍ ଏକୀକରଣ |
એનાલ -ગુણાકાર,ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |
એનાશિક કાર્યક્રમ,ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |
એનાલ -સ્તનપાન,ଆନାଗଲ୍ ସ୍କେଲିଂ |
એનાલોગ સંકેત,ଆନାଗଲ୍ ସିଗନାଲ୍ |
એનાશ સિમ્યુલેશન,ଆନାଗଲ୍ ସିମୁଲେସନ୍
એનાશ -સ્વીચ,ଆନାଗଲ୍ ସୁଇଚ୍ |
પ્રાકૃતિક પદ્ધતિ,ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |
"ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર","ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 Convercer"
"ડિજિટલથી એનાલોગ
 એન્કોડર","ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
 ଏନକୋଡର୍ |"
મનોલોગ પ્રસારણ,ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |
એનોગ પ્રકાર,ଆନାଗଲ୍ ପ୍ରକାର |
વિશ્લેષણ -વિધિ,ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର
વિશ્લેષણ પદ્ધતિ,ବିଶ୍ଳେଷଣ ମୋଡ୍ |
વિશ્લેષણાત્મક,ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |
પૂર્વજો,ପ ancest ତୃକ କାର୍ଯ୍ୟ |
આનુષંગિક સાધનસામગ્રી,ଆନୁଷଙ୍ଗିକ ଉପକରଣ |
અને,ଏବଂ
અને સર્કિટ,ଏବଂ ସର୍କିଟ |
અને,ଏବଂ ଉପାଦାନ |
અને દરવાજો,ଏବଂ ଫାଟକ
અને માસ્કિંગ,ଏବଂ ମାସ୍କିଂ |
અને ઓપરેશન નથી (= બાકાત,ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |
કામગીરી,ଏବଂ ଅପରେସନ୍ |
જોડાણ મેમરી,ଆନେକ୍ସ ମେମୋରୀ |
નોંધણી,ଟିପ୍ପଣୀ
જાહેરાત કરનાર,ଆନୁଷରାତ
પાછો જવાબ આપો,ଉତ୍ତର ଦିଅ
જવાબ,ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |
જવાબદાર સમય,ସମୟର ଉତ୍ତର ଦେବା
જવાબ દીવો,ଉତ୍ତର ପ୍ରଦୀପ
જવાબ સૂચિ,ଉତ୍ତର ତାଲିକା
માત્ર,କେବଳ ଉତ୍ତର ଦିଅ
અપેક્ષા -મોડ,ପ୍ରତୀକ୍ଷା ମୋଡ୍ |
આગોતરક બફર,ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |
આગોતરક કેરી,ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ
આગોતરી પેજિંગ,ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |
અસત્ય કામગીરી,ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |
કૃત્રિમ તત્વ,ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |
અતિશય એન્ટેના,Ampegoiedent ଆଣ୍ଟେନା |
છિદ્ર,ଆପେଚର କାର୍ଡ |
છિદ્ર,ଆପେଚର କୋଡ୍ |
છિદ્રનો સમય,ଆପେଚର ସମୟ |
સંલગ્ન,ଅନୁକ୍ରମଣିକା
સંલગ્ન કાર્ય,ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |
અરજી વિકાસકર્તા,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
અરજી -સ્તર,ପ୍ରୟୋଗ ସ୍ତର
અરજીલક્ષી ભાષા,ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |
અરજી,ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍
અરજી કાર્યક્રમ,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ
અરજી કાર્યક્રમ,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |
