English,Gujarati
Capillary porosity,કેશિલરી છિદ્રાળુતા
Capillary space,કેશિલરી જગ્યા
Capture velocity,કેપ્ચર વેગ
Carbonation,કાર્બોનેશન
Carbon black,કાર્બન બ્લેક
Castble refractory,કાસ્ટબલ રીફ્રેક્ટરી
Cast-in-place or cast-in-situ,કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ
Cast-in-place pile,કાસ્ટ-ઇન-પ્લેસ ખૂંટો
Castor,એરંડા
Cast stone,કાસ્ટ પથ્થર
Catalyst,ઉત્પ્રેરક
Catena,કેટેના
Cat face,બિલાડીનો ચહેરો
Cat head,બિલાડીનું માથું
Cation,કેશન
Cat walk,કેટ વોક
Cavitation damage,પોલાણ નુકસાન
Celite,સેલાઇટ
Cellular concrete,સેલ્યુલર કોંક્રિટ
Cellular construction,સેલ્યુલર બાંધકામ
Cement,સિમેન્ટ
"Cement, bituminous","સિમેન્ટ, બિટ્યુમિનસ"
"Cement, high strength","સિમેન્ટ, ઉચ્ચ તાકાત"
"Cement, hydraulic","સિમેન્ટ, હાઇડ્રોલિક"
"Cement, low heat","સિમેન્ટ, ઓછી ગરમી"
"Cement, masonary","સિમેન્ટ, ચણતર"
"Cement, natural","સિમેન્ટ, કુદરતી"
"Cement, portland","સિમેન્ટ, પોર્ટલેન્ડ"
"Cement, portland blast furnace slag","સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ"
"Cement, portland pozzolan","સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન"
"Cement, slag","સિમેન્ટ, સ્લેગ"
"Cement, sulphate resistant","સિમેન્ટ, સલ્ફેટ પ્રતિરોધક"
"Cement, super sulphated","સિમેન્ટ, સુપર સલ્ફેટેડ"
"Cement, white","સિમેન્ટ, સફેદ"
Cement-aggregate ratio,સિમેન્ટ-એગ્રિગેટ રેશિયો
Cement content,સિમેન્ટ સામગ્રી
Cement gel,સિમેન્ટ જેલ
Cement gun,સિમેન્ટ બંદૂક
Cement kiln,સિમેન્ટ ભઠ્ઠી
Cement paint,સિમેન્ટ પેઇન્ટ
Cement plaster,સિમેન્ટ પ્લાસ્ટર
Cement rock,સિમેન્ટ ખડક
Cement slurry,સિમેન્ટ સ્લરી
Cement storage,સિમેન્ટ સંગ્રહ
Cementation process,સિમેન્ટેશન પ્રક્રિયા
Centering,સેન્ટરિંગ
Centering and shuttering,સેન્ટરિંગ અને શટરિંગ
Central mixed concrete,કેન્દ્રીય મિશ્રિત કોંક્રિટ
Central mixer,સેન્ટ્રલ મિક્સર
Centrifugal fan,કેન્દ્રત્યાગી ચાહક
Chalk,ચાક
Chamfer,ચેમ્ફર
Chamfer strip,ચેમ્ફર સ્ટ્રીપ
Channel beam,ચેનલ બીમ
Characteristic load,લાક્ષણિક લોડ
Characteristic strength,લાક્ષણિકતા શક્તિ
Charge off,ચાર્જ બંધ
Charging,ચાર્જિંગ
Checking,તપાસવું
Chemical bond,કેમિકલ બોન્ડ
Chernozem,ચેર્નોઝેમ
Chestnut soil,ચેસ્ટનટ માટી
Chimney gutter,ચીમની ગટર
Chip board,ચિપ બોર્ડ
Chipping,ચીપીંગ
Chips,ચિપ્સ
Chute,ચૂટ
Class (of concrete),વર્ગ (કોંક્રિટનો)
Clay,માટી
Clay content,માટી સામગ્રી
Clay pan,માટીની તપેલી
Cleanout,સાફ કરો
Clean up,સાફ કરો
Cleat,ક્લીટ
Clinker,ક્લિન્કર
Clip,ક્લિપ
Coagulation,કોગ્યુલેશન
Coarse aggregate,બરછટ એકંદર
Coarse grained soil,બરછટ દાણાવાળી માટી
Coat,કોટ
Coffer dam,કોફર ડેમ
Cohesion,સંયોગ
Colloid,કોલોઇડ
Colloidal moisture equivalent ratio,કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર
Colloidal system,કોલોઇડલ સિસ્ટમ
Colluvial soil,કોલ્યુવિયલ માટી
Column,કૉલમ
Combed finish,કોમ્બેડ પૂર્ણાહુતિ
Combined footing,સંયુક્ત પગ
Combined water,સંયુક્ત પાણી
Common room,સામાન્ય રૂમ
Completion certificate,પૂર્ણતા પ્રમાણપત્ર
Component square,ઘટક ચોરસ
Concrete,કોંક્રિટ
Concretion,કન્ક્રિશન
Consolidated rate/flat rate,એકીકૃત દર/સપાટ દર
Contaminants,દૂષકો
Cooking alcove,રસોઇ alcove
Coping,મુકાબલો
Corbel,કોર્બેલ
Cornice,કોર્નિસ
Coupler,કપલર
"Coupler, double","કપલર, ડબલ"
"Coupler, putlog","કપલર, પુટલોગ"
"Coupler, swivel","કપલર, સ્વીવેલ"
Course,અભ્યાસક્રમ
Coursed random rubble masonry,કોર્સ્ડ રેન્ડમ રોડાં ચણતર
Covered area,આવરી લેવામાં આવેલ વિસ્તાર
Creep,કમકમાટી
Creep coefficient,ક્રીપ ગુણાંક
Crotovine,ક્રોટોવાઇન
Crow foot,કાગડો પગ
Crumb structure,નાનો ટુકડો બટકું માળખું
Curb,કર્બ
Current,વર્તમાન
Curve resistance,વળાંક પ્રતિકાર
Damp proof course,ભીનાશ પ્રૂફ કોર્સ
Date of completion,પૂર્ણ થવાની તારીખ
Dead load,ડેડ લોડ
Dead water,મૃત પાણી
Decibel,ડેસિબલ
Deflocculation,ડિફ્લોક્યુલેશન
Degree of aeration or air space ratio,વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી
Degree of aggregation,એકત્રીકરણની ડિગ્રી
Degree of dispersion,વિખેરવાની ડિગ્રી
Degree of saturation,સંતૃપ્તિની ડિગ્રી
Density,ઘનતા
Desert pavement,રણ પેવમેન્ટ
Desert soil,રણની માટી
Details,વિગતો
Development period,વિકાસ સમયગાળો
D-horizon,ડી-ક્ષિતિજ
Diagonal bond,કર્ણ બંધન
Diagram,ડાયાગ્રામ
Digital dock,ડિજિટલ ડોક
Differential water rate,વિભેદક પાણી દર
Dilution ventilation,મંદન વેન્ટિલેશન
Diluvium,ડિલુવિયમ
Dining room,ડાઇનિંગ રૂમ
Direction peg,દિશા ખીંટી
Dispersion,વિક્ષેપ
Distemper,ડિસ્ટેમ્પર
Dock,ડોક
Door,દરવાજો
Dormer,ડોર્મર
Dormer check,ડોર્મર ચેક
Double flemish bond,ડબલ ફ્લેમિશ બોન્ડ
Double layer,ડબલ લેયર
Dowel,ડોવેલ
Drawing board,ચિત્ર ફલક
Drawing room,દીવાનખાનું
Drift,ડ્રિફ્ટ
Dry bulb temperature,શુષ્ક બલ્બ તાપમાન
Dry dock,ડ્રાય ડોક
Dry rubber masonry,સુકા રબર ચણતર
Dutch bond,ડચ બોન્ડ
Dwarf wall,વામન દિવાલ
Dwelling unit,નિવાસ એકમ
Eave,ઇવ
Eaves gutter,Eaves ગટર
Economic feasibility,આર્થિક શક્યતા
Ectodynamorphic soil,એક્ટોડાયનેમોર્ફિક માટી
Eddy,એડી
Effective size,અસરકારક કદ
Efflorescence,પુષ્પવૃત્તિ
Effluent,એફ્લુઅન્ટ
Elevation,એલિવેશન
Eluviation,એલુવિએશન
Eluvium,એલ્યુવિયમ
Endodynamorphic soil,એન્ડોડાયનેમોર્ફિક માટી
Engineering feasibility,એન્જિનિયરિંગની શક્યતા
English bond,અંગ્રેજી બોન્ડ
English garden wall bond,અંગ્રેજી ગાર્ડન વોલ બોન્ડ
"E.P.M. (equivalent per million),""","EPM (મિલિયન દીઠ સમકક્ષ),&quot;"
Equivalent weight,સમકક્ષ વજન
Erg,અર્ગ
Exchangeable,વિનિમયક્ષમ
Exchangeable acidity,વિનિમયક્ષમ એસિડિટી
Exchangeable sodium percentage (ESP),વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP)
E. S P.,ઇ.એસ.પી.
Exchange acidity,એક્સચેન્જ એસિડિટી
Exchange complex,વિનિમય સંકુલ
Exhaust,એક્ઝોસ્ટ
Exposed finish,ખુલ્લી પૂર્ણાહુતિ
Eye,આંખ
Eye brow,આંખ ભ્રમર
Facing,સામનો કરવો
Facing bond,બોન્ડનો સામનો કરવો
Factor of safety,સલામતીનું પરિબળ
Fall,પડવું
Facia,ફેસિયા
Facia board,ફેસિયા બોર્ડ
Fault,દોષ
Field moisture,ક્ષેત્રની ભેજ
Final moisture equivalent,અંતિમ ભેજ સમકક્ષ
Fillet (of mortar),ફિલેટ (મોર્ટારનું)
Finial,અંતિમ
Final measurement,અંતિમ માપન
Final paymentq,અંતિમ ચુકવણીq
Final pre stress,અંતિમ પૂર્વ તણાવ
Final tension,અંતિમ તાણ
Financial feasibility,નાણાકીય શક્યતા
Fine aggregate,ફાઇન એકંદર
Fissured rock,ફિસર્ડ ખડક
Flag stone,ધ્વજ પથ્થર
Flemish bond,ફ્લેમિશ બોન્ડ
Flashing,ફ્લેશિંગ
Flashy stream,ચમકદાર પ્રવાહ
Flat roof,સપાટ છત
Fleche,ફ્લેચે
Flemish garden wall bond,ફ્લેમિશ ગાર્ડન વોલ બોન્ડ
Flint,ચકમક
Flint wall,ફ્લિન્ટ દિવાલ
Floating floor,ફ્લોટિંગ ફ્લોર
Flocculation,ફ્લોક્યુલેશન
Flocculation limit,ફ્લોક્યુલેશન મર્યાદા
Flocculation ratio,ફ્લોક્યુલેશન રેશિયો
Floccules,ફ્લોક્યુલ્સ
Floor,ફ્લોર
Floor seal,ફ્લોર સીલ
Flow,પ્રવાહ
Fluctuation,વધઘટ
Footing,ફૂટિંગ
Foundation,ફાઉન્ડેશન
Free fall barrow topping mixer,ફ્રી ફોલ બેરો ટોપિંગ મિક્સર
Free fall mixer (drum type),ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર)
Free stone,મફત પથ્થર
Freshet,ફ્રેશેટ
Friction pile,ઘર્ષણ ખૂંટો
Frog,દેડકા
Gable,ગેબલ
Gablet,ગેબલેટ
Gambrel roof,ગેમ્બ્રેલ છત
Gauge,ગેજ
Gauging section,માપન વિભાગ
Gauging station,ગેજિંગ સ્ટેશન
General location plan,સામાન્ય સ્થાન યોજના
General ventilation,સામાન્ય વેન્ટિલેશન
G horizon or gley horizon,G ક્ષિતિજ અથવા gley ક્ષિતિજ
Glacial till,સુધી હિમનદી
Gneiss,જીનીસ
Goods yard,માલ યાર્ડ
Gradient resistance,ઢાળ પ્રતિકાર
Granite,ગ્રેનાઈટ
Granular structure,દાણાદાર માળખું
Granulation,દાણાદાર
Granule,ગ્રાન્યુલ
Gravitational water free water,ગુરુત્વાકર્ષણ મુક્ત પાણી
Gravitational yard,ગુરુત્વાકર્ષણ યાર્ડ
Great soil group,ગ્રેટ માટી જૂથ
Grillage foundation,ગ્રિલેજ ફાઉન્ડેશન
Ground hand moulding,ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ
Grouped dock,જૂથબદ્ધ ડોક
Group housing,ગ્રુપ હાઉસિંગ
Guest room,અતિથિ ખંડ
Gutter,ગટર
Gutter bearer,ગટર ધારક
Gutter check,ગટર ચેક
Hammer dressing,હેમર ડ્રેસિંગ
Harbour,હાર્બર
Harbour of refuge,આશ્રય બંદર
Hard pan,સખત તપેલી
Header,હેડર
Header bond,હેડર બોન્ડ
Header course,હેડર કોર્સ
Head gate structure,હેડ ગેટ સ્ટ્રક્ચર
Head of canal,કેનાલના વડા
Head regulator,હેડ રેગ્યુલેટર
Herring bone bond,હેરિંગ બોન બોન્ડ
Hearting,હાર્ટીંગ
Heat of wetting,ભીનાશની ગરમી
High alumina cement,ઉચ્ચ એલ્યુમિના સિમેન્ટ
Hip,હિપ
Hip capping,હિપ કેપિંગ
Hipped end,હિપ્ડ એન્ડ
Hood,હૂડ
Hood moulding,હૂડ મોલ્ડિંગ
Hook's law,હૂકનો કાયદો
Hoop iron,હૂપ આયર્ન
Horizon,ક્ષિતિજ
Humidification,ભેજીકરણ
"Humidity, absolute","ભેજ, સંપૂર્ણ"
"Humidity, relative","ભેજ, સંબંધિત"
Hump yard,હમ્પ યાર્ડ
Hydraulic pressure,હાઇડ્રોલિક દબાણ
Hydration,હાઇડ્રેશન
Hydrolysis,હાઇડ્રોલિસિસ
Hydrolytic acidity,હાઇડ્રોલિટીક એસિડિટી
Hydromorphic soil,હાઇડ્રોમોર્ફિક માટી
Hydrophilic colloid,હાઇડ્રોફિલિક કોલોઇડ
Hydrophobic colloid,હાઇડ્રોફોબિક કોલોઇડ
Hydrostatic pressure ratio,હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર
Hygroscaptic coefficient,હાઇગ્રોસ્કેપ્ટિક ગુણાંક
Hygroscopic moisture,હાઇગ્રોસ્કોપિક ભેજ
Hydroscopicity,હાઇડ્રોસ્કોપીસીટી
Hygroscopic moisture,હાઇગ્રોસ્કોપિક ભેજ
Hyperbaric chamber,હાયપરબેરિક ચેમ્બર
Hyperstatic frame,હાઇપરસ્ટેટિક ફ્રેમ
Hypsometer,હાઇપ્સોમીટર
Illumination,રોશની
Imbibation moisture,એમ્બિબેશન ભેજ
Immature soil,અપરિપક્વ માટી
Impounded dock,જપ્ત કરાયેલ ડોક
Increment of land revenue,જમીનની આવકમાં વધારો
Independent scaffold,સ્વતંત્ર પાલખ
Indurated,ઈન્ડ્યુરેટેડ
Initial prestress,પ્રારંભિક prestress
Initial tension,પ્રારંભિક તણાવ
Inland waterway port,આંતરદેશીય જળમાર્ગ બંદર
Insulating board,ઇન્સ્યુલેટીંગ બોર્ડ
Intermediate port,મધ્યવર્તી બંદર
Internal friction,આંતરિક ઘર્ષણ
Intrazonal soil,ઇન્ટ્રાઝોનલ માટી
Ion,આયન
Ion exchange,આયન વિનિમય
Iron pan,લોખંડની તપેલી
Irrigated land,સિંચાઈવાળી જમીન
Irrigation,સિંચાઈ
Irrigation cess,સિંચાઈ ઉપકર
Jamb,જાંબ
Joggle,જોગલ
Joggle pin,જોગલ પિન
Joule,જૌલ
Jumper,જમ્પર
Kilogram,કિલોગ્રામ
Kilogram force,કિલોગ્રામ બળ
Kilogram force meter,કિલોગ્રામ ફોર્સ મીટર
Kilowatt hour,કિલોવોટ કલાક
King closure,રાજા બંધ
Kitchen,રસોડું
Laced column,લેસ્ડ કૉલમ
Lagging,લેગીંગ
Lamella root,લેમેલા મૂળ
Laminar flow,લેમિનર પ્રવાહ
Lamp hole,દીવો છિદ્ર
Land accretion,જમીન સંવર્ધન
Land sliding,લેન્ડ સ્લાઇડિંગ
Laterite,લેટેરાઇટ
Laterite soil,લેટેરાઇટ માટી
Law of large numbers,મોટી સંખ્યાનો કાયદો
Layout plan,લેઆઉટ યોજના
Ledger,ખાતાવહી
Lime pan,ચૂનો પાન
Lintel,લિંટેલ
Liquid limit,પ્રવાહી મર્યાદા
Live load,લાઈવ લોડ
Loam,લોમ
Local exhaust ventilation,સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન
Loco yard,લોકો યાર્ડ
Loess,લોસ
Lower plastic limit,ઓછી પ્લાસ્ટિક મર્યાદા
Low heat cement,ઓછી ગરમી સિમેન્ટ
Machine moulding,મશીન મોલ્ડિંગ
Macrostructure,મેક્રોસ્ટ્રક્ચર
Main head regulator,મુખ્ય હેડ રેગ્યુલેટર
Main port,મુખ્ય બંદર
Makeup air,મેકઅપ એર
Mansard,મૅનસાર્ડ
Marshalling yard,માર્શલિંગ યાર્ડ
Masonry,ચણતર
Maturing temperature,પરિપક્વતા તાપમાન
Mezzanine floor,મેઝેનાઇન ફ્લોર
Mechanical analysis,યાંત્રિક વિશ્લેષણ
Mechanical ventilation,યાંત્રિક વેન્ટિલેશન
Metric system,મેટ્રિક સિસ્ટમ
Microstructure,માઇક્રોસ્ટ્રક્ચર
Milli equivalent,મિલી સમકક્ષ
Milli equivalent per litre,મિલી સમકક્ષ પ્રતિ લિટર
Mineral,ખનિજ
Mineral soil,ખનિજ માટી
Minor port,નાના બંદર
Mitred closure,Mitred બંધ
Mobile soil colloid,મોબાઇલ સોઇલ કોલોઇડ
Moisture content,ભેજનું પ્રમાણ
Moisture gradient,ભેજ ઢાળ
Monolith,મોનોલિથ
Monorail,મોનોરેલ
National harbour council,નેશનલ હાર્બર કાઉન્સિલ
Natural bed,કુદરતી પથારી
Natural finish,કુદરતી પૂર્ણાહુતિ
Natural harbour,કુદરતી બંદર
Natural ventilation,કુદરતી વેન્ટિલેશન
Naval harbour,નેવલ બંદર
Newton,ન્યુટન
Non uniform flow,બિન-સમાન પ્રવાહ
Occupies water rate,પાણીનો દર રોકે છે
Oil paint,ઓઇલ પેઇન્ટ
Oil well cement,તેલનો કૂવો સિમેન્ટ
Open channel flow,ચેનલ ફ્લો ખોલો
Optimum moisture,મહત્તમ ભેજ
Organic soil,ઓર્ગેનિક માટી
Orientation,ઓરિએન્ટેશન
Orthogonal,ઓર્થોગોનલ
Ortstein,ઓર્ટસ્ટેઇન
Outer signal,બાહ્ય સંકેત
Oxidation,ઓક્સિડેશન
Pantry,પેન્ટ્રી
Parapet,પેરાપેટ
Parapet wall,પેરાપેટ દિવાલ
Parent material,પિતૃ સામગ્રી
Pebble cast plaster,પેબલ કાસ્ટ પ્લાસ્ટર
Pedalfer,પેડલફર
Pedocal,પેડોકલ
Pedogenesis,પેડોજેનેસિસ
Pedology,પેડોલોજી
Pedosphere,પીડોસ્ફિયર
Penetrometer,પેનેટ્રોમીટર
Pent roof,પેન્ટ છત
Peptizing agent,પેપ્ટાઇઝિંગ એજન્ટ
Period of analysis,વિશ્લેષણનો સમયગાળો
Perpend,પેપેન્ડ
Persorption,શોષણ
Pier,પિયર
Pilaster,પિલાસ્ટર
Pitch,પીચ
Pitched roof,ખાડાવાળી છત
Plain concrete,સાદો કોંક્રિટ
Plane angle,પ્લેન કોણ
Plain yard,સાદો યાર્ડ
Plansol,પ્લાન્સોલ
Plastic consistency,પ્લાસ્ટિક સુસંગતતા
Plasticity,પ્લાસ્ટીસીટી
Plasticity index,પ્લાસ્ટિસિટી ઇન્ડેક્સ
Plasticity limit,પ્લાસ્ટિસિટી મર્યાદા
Plasticity range,પ્લાસ્ટિસિટી શ્રેણી
Platy structure,પ્લેટી માળખું
Plinth,પ્લિન્થ
Plough soil,ખેડાણની માટી
Plum stone,આલુ પથ્થર
Podzole,પોડઝોલ
Pointing,નિર્દેશ
Polygonal wall,બહુકોણીય દિવાલ
Pore space,છિદ્ર જગ્યા
Port,બંદર
Positive ventilation,હકારાત્મક વેન્ટિલેશન
Prairie soil,પ્રેરી માટી
Precision,ચોકસાઇ
Primary particle,પ્રાથમિક કણ
Prismatic structure,પ્રિઝમેટિક માળખું
Productive work,ઉત્પાદક કાર્ય
Project justification,પ્રોજેક્ટનું સમર્થન
Protective work,રક્ષણાત્મક કાર્ય
Pseudo-mycelium,સ્યુડો-માયસેલિયમ
Puddle,ખાબોચિયું
Pugging,પગીંગ
Pumice,પ્યુમિસ
Puncheon,પંચોન
Puppet,કઠપૂતળી
Putlog,પુટલોગ
Putlog scaffold,પુટલોગ સ્કેફોલ્ડ
Quantity surveyor,જથ્થો સર્વેયર
Quarry sap,ખાણનો રસ
Quay,ક્વે
Queen closure,રાણી બંધ
Quoin,ક્વોઈન
Raft foundation,રાફ્ટ ફાઉન્ડેશન
Raker,રેકર
Raking,રેકિંગ
Raking bond,રેકિંગ બોન્ડ
Raking flashing,Raking ફ્લેશિંગ
Rapidly varying flow,ઝડપથી બદલાતો પ્રવાહ
Recoverable payment,વસૂલપાત્ર ચુકવણી
Red earth,લાલ પૃથ્વી
Red loam,લાલ લોમ
Regulator,રેગ્યુલેટર
Regur or black cotton soil,રેગુર અથવા કાળી કપાસની માટી
Repayment contract,ચુકવણી કરાર
Residual shrinkage,શેષ સંકોચન
Residual soil,શેષ માટી
Reveal,ઉઘાડી
Reveal pin,પીન જણાવો
Reveal tie,ટાઈ જાહેર કરો
Ridge,રિજ
Ridge capping,રિજ કેપિંગ
River,નદી
Road stead,રોડ સ્ટેડ
Rough plaster,રફ પ્લાસ્ટર
Rubble,રોડાં
Rubble masonry,રોડાં ચણતર
Rubble walling,રોડાંની દિવાલ
Running measurement,ચાલી રહેલ માપન
Safe bearing capacity,સલામત બેરિંગ ક્ષમતા
Salt glaze,મીઠું ગ્લેઝ
Sample size,નમૂનાનું કદ
Sampling distribution,નમૂના વિતરણ
Sampling error,સેમ્પલિંગ ભૂલ
Sand,રેતી
Sand finish,રેતી પૂર્ણાહુતિ
Sand hand moulding,રેતી હાથ મોલ્ડિંગ
Sanding,સેન્ડિંગ
Saturated soil,સંતૃપ્ત માટી
Saturated soil paste,સંતૃપ્ત માટી પેસ્ટ
Saturation extract,સંતૃપ્તિ અર્ક
Saturation percentage,સંતૃપ્તિ ટકાવારી
Saucer dome,રકાબી ગુંબજ
Scaffold,પાલખ
Schist,શિસ્ટ
Sea port,સમુદ્ર બંદર
Secret gutter,ગુપ્ત ગટર
Second,બીજું
Sedimentation analysis,સેડિમેન્ટેશન વિશ્લેષણ
Semi-artificial harbour,અર્ધ-કૃત્રિમ બંદર
Semi tidal dock,અર્ધ ભરતી ડોક
Senile,સેનાઇલ
Shale,શેલ
Sheet pile,શીટનો ખૂંટો
Shrinkage limit,સંકોચન મર્યાદા
Shuttering,શટરીંગ
Siallitic soil,સિઆલિટિક માટી
Sierozem,સિરોઝેમ
