Kannada,Bengali
ಪರಮಾಣು ಸಂಖ್ಯೆ,পারমাণবিক সংখ্যা
ಪರಮಾಣು ರಚನೆ,পারমাণবিক গঠন
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,অডিও পরিবর্ধক
ಆಡಿಯೋ ಆಂಪ್ಲಿಫಯರ್,অডিও পরিবর্ধক
ಆಡಿಯೋ ಕ್ಯಾಸೆಟ್,অডিও ক্যাসেট
ಆಡಿಯೋ ಸರ್ಕ್ಯೂಟ್,অডিও সার্কিট
ಶ್ರವ್ಯ ಆವರ್ತನ,শ্রবণযোগ্য ফ্রিকোয়েন্সি
ಸ್ವಯಂಚಾಲಿತ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಣ,স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রণ
ಹಿಮಕುಸಿತ,তুষারপাত
ಸರಾಸರಿ ಡಿಟೆಕ್ಟರ್,গড় আবিষ্কারক
ಅಕ್ಷೀಯ ಮೋಡ್,অক্ষীয় মোড
ಅಕ್ಷೀಯ ಅನುಪಾತ,অক্ষীয় অনুপাত
ಆಂಟೆನಾ,অ্যান্টেনা
ಹಿಂದೆ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್,ব্যাক ইলেক্ট্রোমোটিভ ফোর্স
ಹಿಂಭಾಗದ ಪ್ರದೇಶ,পিছনের এলাকা
ಮತ್ತೆ ಚದುರುವಿಕೆ,ব্যাক স্ক্যাটার
ಹಿನ್ನೆಲೆ ಶುಲ್ಕ,ব্যাকগ্রাউন্ড চার্জ
ಅಡ್ಡ ಶಬ್ದ,পার্শ্ব গোলমাল
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,পশ্চাদপসরণ
ಹಿಂಭಾಗದ ವಿಕಿರಣ,পোস্টেরিয়র বিকিরণ
ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್ / ಬ್ಯಾಕ್‌ವರ್ಡ್ ಡಯೋಡ್,ব্যাকওয়ার্ড ডায়োড / ব্যাকওয়ার্ড ডায়োড
ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ,ব্যাকওয়ার্ড ওয়েভ অসিলেটর
"ಅಡಚಣೆ, ಅಡಚಣೆ","বাধা, বাধা"
ಅಡಚಣೆ,বাধা
ಸಮತೋಲಿತ ಸೇತುವೆ,সুষম সেতু
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,সুষম মডুলেটর
ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್,সুষম মডুলেটর
ಸಮತೋಲಿತ ಸರ್ಕ್ಯೂಟ್,সুষম সার্কিট
ಸಮತೋಲಿತ ಗ್ರೇಡಿಯಂಟ್ ಡಿಟೆಕ್ಟರ್,সুষম গ্রেডিয়েন্ট ডিটেক্টর
ಪ್ರಸ್ತುತ ಸ್ಥಿರೀಕಾರಕ ಪ್ರತಿರೋಧ,বর্তমান স্টেবিলাইজার প্রতিরোধের
ಬೋಲೋಮೀಟರ್,বোলোমিটার
ಬೋಲೋಮೀಟರ್ ಸೇತುವೆ,বোলোমিটার সেতু
ಬಲೂನ್,বেলুন
ಬನಾನಾ ಜ್ಯಾಕ್,কলা জ্যাক
ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್,কলা প্লাগ
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡೇಜ್","ব্যান্ড, ব্যান্ডেজ"
ಬ್ಯಾಂಡ್ ಚಾಲಕ,ব্যান্ড ড্রাইভার
ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,ব্যান্ড শক্তি
ಬ್ಯಾಂಡ್ ಅಂತರ,ব্যান্ড ফাঁক
ಬ್ಯಾಡ್‌ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫಯರ್,ব্যাডপার্ক পরিবর্ধক
ಬ್ಯಾಂಡ್ ಪಾಸ್ ಫಿಲ್ಟರ್,ব্যান্ড পাস ফিল্টার
ಬಾಡ್ ದರ ಜನರೇಟರ್,বড রেট জেনারেটর
ಬ್ಯಾಂಡ್ ಡಿಸ್ಪರ್ಶನ್,banddispersion
ಬ್ಯಾಂಡ್ ರೆಸಿಸ್ಟರ್,ব্যান্ড প্রতিরোধক
ಬ್ಯಾಂಡ್ ಬ್ರೇಕರ್ ಫಿಲ್ಟರ್,ব্যান্ড ব্রেকার ফিল্টার
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ,ব্যান্ড সম্প্রসারণ
ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್,ব্যান্ড রিমুভার ফিল্টার
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಡಿಫ್ಲೆಕ್ಷನ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,ব্যান্ড এক্সপেনশন ডিফ্লেকশন মাল্টিপ্লায়ার
ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ದೂರ ಗುಣಕ,ব্যান্ড এক্সটেনশন দূরত্ব গুণক
"ಬೀಮ್ ಕೆಪಾಸಿಟರ್, ಬ್ಯಾಂಕ್ ಕೆಪಾಸಿಟರ್","বিম ক্যাপাসিটর, ব্যাংক ক্যাপাসিটর"
"ಬಾರ್ಕರ್ ಕೋಡ್, ಬಾರ್ಕರ್ ಕೋಡ್","বার্কার কোড, বার্কার কোড"
barravaugen ಮಾನದಂಡ,barravaugen মানদণ্ড
ನ್ಯಾಯವಾದಿ,বাধাদানকারী
ತಡೆಗೋಡೆ,বাধা
ನಿರೋಧಕ ಕೆಪಾಸಿಟರ್,অন্তরক ক্যাপাসিটর
ತಡೆ ಶಕ್ತಿ,বাধা শক্তি
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,প্রতিরোধক ভোল্টেজ
ಬಾರ್ಟ್ಲೆಟ್ ಕಿಟಕಿ,বার্টলেট উইন্ডো
"ಬೇಸ್, ಬೇಸ್","ভিত্তি, ভিত্তি"
ಬೇಸ್ ಬ್ಯಾಂಡ್,বেস ব্যান্ড
ಬೇಸ್ ಬ್ಯಾಂಡ್ ಪ್ರಸರಣ,বেস ব্যান্ড ট্রান্সমিশন
ಮೂಲ ಶುಲ್ಕ,বেস চার্জ
ಮೂಲ ಪ್ರಸ್ತುತ,ভিত্তি বর্তমান
ಮೂಲ ಪ್ರಸ್ತುತ ಮೂಲ,ভিত্তি বর্তমান উৎস
ಬೇಸ್ ಕತ್ತರಿಸುವುದು,বেস শিয়ারিং
ಆಧಾರ್ ಮದನ್,আধার মদন
ಬೇಸ್ ಎಮಿಟರ್ ಫೀಡ್,বেস ইমিটার ফিড
ಬೇಸ್ ಎಮಿಟರ್ ಜಂಕ್ಷನ್,বেস ইমিটার জংশন
ಬೇಸ್ ಇಂಜೆಕ್ಷನ್,বেস ইনজেকশন
ನೆಲದ ರೇಖೆ,স্থল লাইন
ಮೂಲ ಪ್ರತಿರೋಧ,বেস প্রতিরোধের
ಮೂಲ ಮೂಲ,ভিত্তি উৎস
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,বেস সম্প্রসারণ প্রতিরোধের
ಬೇಸ್ ವಿಸ್ತರಣೆ ಪ್ರತಿರೋಧ,বেস সম্প্রসারণ প্রতিরোধের
ಬೇಸ್ ದಪ್ಪ,ভিত্তি বেধ
ಮೂಲ ಪ್ರವೇಶ,বেস অ্যাক্সেস
"ಬೇಸ್ ವಿಡ್ತ್ ಮಾಡ್ಯುಲೇಶನ್, ಬೇಸ್ ಎಕ್ಸ್ಪಾನ್ಶನ್ ಮಾಡ್ಯುಲೇಶನ್","বেস উইথ মডুলেশন, বেস এক্সপেনশন মডুলেশন"
ಮೂಲ ಸಂಗ್ರಾಹಕ ಒಪ್ಪಂದ,বেস কালেক্টর চুক্তি
ವಾಸನೆ,গন্ধ
ಬಾಸ್ ಆವರ್ತನ,খাদ ফ্রিকোয়েন্সি
ಬ್ಯಾಟರಿ,ব্যাটারি
ಬಾಡ್,বউড
ಬೌಡ್ ದರ,বড হার
ಬಾಡ್ ದರ ಜನರೇಟರ್,বড রেট জেনারেটর
ಬೋಡೋ ಕೋಡ್,বোডো কোড
"ಸಂಕೇತ, ದಾರಿದೀಪ","সংকেত, বীকন"
"ಮಾಣಿಕ, ಬೀಡು","মানিকা, বিড"
ಉನ್ಮಾದ ಕೆಪಾಸಿಟರ್,ম্যানিক ক্যাপাসিটর
ಮಣಿಕರ್ತಾಪಿ ಪ್ರತಿರೋಧಕ,মানিকর্তপি প্রতিরোধক
"ಬೀಮ್ ಆಂಟೆನಾ, ಬೀಮ್ ಆಂಟೆನಾ","মরীচি অ্যান্টেনা, মরীচি অ্যান্টেনা"
ಕಿರಣ ಶೋಧಕ,মরীচি আবিষ্কারক
ಕಿರಣದ ವಿದ್ಯುತ್ ಮೆದುಗೊಳವೆ,মরীচি পাওয়ার পায়ের পাতার মোজাবিশেষ
ಕಿರಣದ ಸ್ವಿಚಿಂಗ್ ನಳಿಕೆಗಳು,মরীচি সুইচিং অগ্রভাগ
ಕಿರಣದ ವಿಸ್ತರಣೆ,মরীচি সম্প্রসারণ
ಬೀಟ್ ಆವರ್ತನ,বীট ফ্রিকোয়েন্সি
ಬೀಟ್-ಫ್ರೀಕ್ವೆನ್ಸಿ ಆಂದೋಲಕ,বীট-ফ্রিকোয়েন্সি অসিলেটর
ನಾಡಿ ಆಂದೋಲಕ,পালস অসিলেটর
ಗಂಟೆ,বেল
ಬಾಗುವ ನಷ್ಟ,নমন ক্ষতি
ಬೆಸೆಲ್ ಫಿಲ್ಟರ್,বেসেল ফিল্টার
ಬೀಟಾ,বেটা
b-h ಕರ್ವ್,b-h বক্ররেখা
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","পক্ষপাত, পক্ষপাত"
ಪಕ್ಷಪಾತ ಪ್ರಸ್ತುತ,পক্ষপাত বর্তমান
ಪಕ್ಷಪಾತ ಪ್ರತಿರೋಧ,পক্ষপাত প্রতিরোধ
ಡಬಲ್ ಆಂಟೆನಾ,ডবল অ্যান্টেনা
ದ್ವಿಮುಖ ಲೋಡ್ ಪ್ರಸ್ತುತ,দ্বিমুখী লোড বর্তমান
ದ್ವಿಮುಖ ಆಂಟೆನಾ,দ্বিমুখী অ্যান্টেনা
ದ್ವಿಮುಖ ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್,দ্বিমুখী আলো নির্গত ডায়োড
ದ್ವಿಮುಖ ಥೈರಿಸ್ಟರ್,দ্বিমুখী থাইরিস্টর
ದ್ವಿ FET ತಂತ್ರಜ್ಞಾನ,bi FET প্রযুক্তি
ಬೈ ಪಾಯಿಂಟ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,দ্বি-বিন্দু ট্রান্সফরমার
ಡಬಲ್ ಸಮ್ಮಿಳನ,ডবল ফিউশন
ದ್ವಿಪಕ್ಷೀಯ ಸರ್ಕ್ಯೂಟ್,দ্বিপাক্ষিক সার্কিট
ಅವಳಿ,বাইনারি
ಬೈನರಿ ಮೊತ್ತ,বাইনারি যোগফল
ಬೈನರಿ ಸರ್ಕ್ಯೂಟ್,বাইনারি সার্কিট
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ,বাইনারি কোডেড দশমিক
ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,বাইনারি কোডেড দশমিক সিস্টেম
ಬೈನರಿ ದ್ವಿಧ್ರುವಿ ಕೆಪಾಸಿಟರ್,বাইনারি ডাইপোল ক্যাপাসিটর
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,বাইনারি ক্যালকুলেটর
ಬೈನರಿ ಕ್ಯಾಲ್ಕುಲೇಟರ್,বাইনারি ক্যালকুলেটর
ಬೈನರಿ ಡಿಕೋಡರ್,বাইনারি ডিকোডার
ಬೈನರಿ ಏಣಿ,বাইনারি মই
ಬೈನರಿ ಪಾಥೋಮೀಟರ್,বাইনারি প্যাথোমিটার
ದ್ವಿಮಾನ ಸ್ಥಿತಿ,বাইনারি অবস্থা
ಬೈನರಿ-ದಶಮಾಂಶ ಡಿಕೋಡರ್,বাইনারি-ডেসিমেল ডিকোডার
ಬೈನರಿ ಲೋಡ್,বাইনারি লোড
ಬೈನರಿ ಪದಗಳು,বাইনারি শব্দ
ಬೈಪೋಲಾರ್,বাইপোলার
ಬೈಪೋಲಾರ್ ಕೆಪಾಸಿಟರ್,বাইপোলার ক্যাপাসিটর
ಬೈಪೋಲಾರ್ ಸಾಧನ,বাইপোলার ডিভাইস
ಬೈಪೋಲಾರ್ ಮೂಲ,বাইপোলার উৎস
ಬೈಪೋಲಾರ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,বাইপোলার ট্রানজিস্টর
ಬೈಪೋಲಾರ್ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,বাইপোলার জংশন ট্রানজিস্টর
ಕ್ವಾಡ್ರಾಟಿಕ್ ಫಿಲ್ಟರ್,দ্বিঘাত ফিল্টার
ಎರಡು ಸ್ಥಾನ,ডবল অবস্থান
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,দুই-পর্যায়ের মাল্টিভাইব্রেটর
ದ್ವಿಮುಖ ರಿಲೇ,দ্বিমুখী রিলে
ದ್ವಿಮುಖ ಸ್ಥಿತಿ,দুই-পর্যায়ের রাষ্ট্র
ಎರಡು-ಸ್ಥಾನದ ಪ್ರಚೋದಕ,দুই-পজিশন ট্রিগার
ಬಿಟ್ ದೋಷ,বিট ত্রুটি
ಬಿಟ್ ದೋಷ ದರ,বিট ত্রুটি হার
ಬಿಟ್ ದೋಷ,বিট ত্রুটি
ಬಿಟ್ಕಲ್ ದೋಷ,বিটকল ত্রুটি
ಕುರುಡು ಪೆಟ್ಟಿಗೆ,অন্ধ বাক্স
ಮಂದಗೊಳಿಸಿದ ನಾಡಿ,ঘনীভূত নাড়ি
ಸ್ರವಿಸುವವನು,সচিব
ಸ್ರವಿಸುವ ಪ್ರತಿಬಂಧಕ,সিক্রেটরি ইনহিবিটার
ಕುರುಡುತನ,অন্ধত্ব
ವಿಭಾಗದ ರೇಖಾಚಿತ್ರ,সেগমেন্ট ডায়াগ্রাম
ತಡೆಯುವ ಪ್ರತಿರೋಧ,ব্লকিং প্রতিবন্ধকতা
ತುಣುಕು ವರ್ಗಾವಣೆ,খণ্ড স্থানান্তর
ತಡೆಹಿಡಿಯಿರಿ,পথিমধ্যে রোধ করা
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,প্রতিরোধক ক্যাপাসিটর
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,প্রতিরোধক ক্যাপাসিটর
ತಡೆಯುವ ಆಂದೋಲಕ,ব্লকিং অসিলেটর
ತಡೆಯುವ ಆಂದೋಲಕ,প্রতিরোধক অসিলেটর
ಪ್ರತಿರೋಧಕ ವೋಲ್ಟೇಜ್,প্রতিরোধক ভোল্টেজ
ಊದುವವನು,ব্লোয়ার
ಬೋಡ್ ರೇಖಾಚಿತ್ರ,বোড ডায়াগ্রাম
ವೋಲ್ಟ್ಜ್ಮನ್ ಸಂಬಂಧ,voltzmann সম্পর্ক
ವೋಲ್ಟ್ಜ್ಮನ್ ಸ್ಥಿರ,voltzmann ধ্রুবক
ಕರಾರುಪತ್ರ,বন্ধন
ಬೌಂಡ್ ಸ್ಟ್ರೈನ್ ಗೇಜ್,আবদ্ধ স্ট্রেন গেজ
ಸ್ವಯಂ-ಬೆಂಬಲಿತ ಆಂಪ್ಲಿಫಯರ್,স্ব-চালিত পরিবর্ধক
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,বুলিয়ান বীজগণিত
ಬೂಲಿಯನ್ ಸಮೀಕರಣ,বুলিয়ান সমীকরণ
ಬೂಟ್ ಸ್ಟ್ರಾಪನ್,বুট Strapon
ಬೂತ್ ಅಲ್ಗಾರಿದಮ್,বুথের অ্যালগরিদম
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಪ್ರಿಸ್ಮ್ ಸರ್ಕ್ಯೂಟ್,বুটস্ট্র্যাপ প্রিজম সার্কিট
ಬಾಸ್ಕಟ್ಸ್ ನಿಯಮ,bosscutts নিয়ম
ಬೋಸ್-ಚೌಧರಿ ಹಾಕಿನ್‌ಹ್ಯಾಮ್ (BCH) ಕೋಡ್,বোস-চৌধুরী হকেনহাম (বিসিএইচ) কোড
"ಜಂಪ್, ಜಂಪ್","লাফ, লাফ"
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,আবদ্ধ ইলেকট্রন
ಬ್ರಾಗ್ ಪ್ರತಿಫಲಕ,ব্র্যাগ প্রতিফলক
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,জড়িত তার
ಶಾಖೆ,শাখা
ಕವಲೊಡೆಯುತ್ತಿದೆ,শাখা
ಪ್ರಯೋಗ ಮಂಡಳಿ,পরীক্ষা বোর্ড
ವಿರಾಮ ವಲಯ,বিরতি জোন
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,ব্রেকিং ভোল্টেজ
ಸ್ಥಗಿತ ಡಯೋಡ್,ব্রেকডাউন ডায়োড
ಮುರಿತದ ಸ್ಥಿರೀಕರಣ,ফ্র্যাকচার ফিক্সেশন
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,ব্রেকিং ভোল্টেজ
ಸೇತುವೆ,সেতু
ಸೇತುವೆ ರಿಕ್ಟಿಫೈಯರ್,সেতু সংশোধনকারী
ವಿಶಾಲ ಬ್ಯಾಂಡ್,প্রশস্ত ব্যান্ড
ಪ್ರಸಾರ ಬ್ಯಾಂಡ್,সম্প্রচার ব্যান্ড
ಆಸ್ಟ್ರಲ್ ಅರೇ,অ্যাস্ট্রাল অ্যারে
ಪ್ರಸಾರ,সম্প্রচার
ಪ್ರಸಾರ ಆಂಟೆನಾ,সম্প্রচার অ্যান্টেনা
ಪ್ರಸಾರ ರಿಸೀವರ್,সম্প্রচার গ্রহনকারী যন্ত্র
ಆವರ್ತನ ಪ್ರಸಾರ ರಿಸೀವರ್,ফ্রিকোয়েন্সি ব্রডকাস্ট রিসিভার
ಪ್ರಸಾರ ಟ್ರಾನ್ಸ್ಮಿಟರ್,সম্প্রচার ট্রান্সমিটার
ಬೂಸ್ಟರ್ ಆಂಟೆನಾ,বুস্টার অ্যান্টেনা
ಬಸ್ ಆಂಟೆನಾ,বাস অ্যান্টেনা
ಬ್ರಷ್ ಇಮ್ಮರ್ಶನ್,বুরুশ নিমজ্জন
ಬಬ್ಲಿಂಗ್ ಮತ್ತು ಗೇಟ್,বুদবুদ এবং গেট
ಬುಡ್ಬುಡು ಅಥವಾ ಗೇಟ್,বুডবুডু বা গেট
ಬಬ್ಲಿ ನೆನಪು,বুদবুদ স্মৃতি
ಸರಿದೂಗಿಸುವ ವೋಲ್ಟೇಜ್,ক্ষতিপূরণকারী ভোল্টেজ
ಬಫರ್,বাফার
ಬಫರ್ ಆಂಪ್ಲಿಫಯರ್,বাফার পরিবর্ধক
ಬಫರ್ ಸರ್ಕ್ಯೂಟ್,বাফার সার্কিট
ಬಫರ್ ಆಪರೇಟರ್,বাফার অপারেটর
ಬಫರ್ ರಿಜಿಸ್ಟರ್,বাফার রেজিস্টার
ಬಲ್ಬ್,বাল্ব
ಜನಸಂಖ್ಯೆಯ ಪರಿಣಾಮ,জনসংখ্যার প্রভাব
ಮ್ಯಾಕ್ರೋ ಸೆಮಿಕಂಡಕ್ಟರ್ ಸಾಧನ,ম্যাক্রো সেমিকন্ডাক্টর ডিভাইস
ಗುಂಪನ್ನು,গুচ্ছ
ಮುಳುಗಿದ ವಿನಿಮಯ,নিমজ্জিত বিনিময়
ಮುಳುಗಿದ ಪದರ,নিমজ্জিত স্তর
ಮುಳುಗಿದ ಸಂಪರ್ಕ,নিমজ্জিত যোগাযোগ
ಬ್ಲಾಸ್ಟ್ ಆಂಪ್ಲಿಫಯರ್,বিস্ফোরণ পরিবর্ধক
ಬ್ಲಾಸ್ಟ್ ಕವರ್,বিস্ফোরণ কভার
ಸ್ಫೋಟದ ಗುಂಡಿನ,বিস্ফোরণ গুলি
ಸ್ಫೋಟ ಬಾಗಿಲು ಆಂಪ್ಲಿಫೈಯರ್,বিস্ফোরণ দরজা পরিবর্ধক
ಬರ್ಸ್ಟ್ ಮೋಡ್,বিস্ফোরিত মোড
