Kannada,English
ನಿಖರತೆ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ,Accuracy control system
ಏಸ್ ಪೈಲಟ್,Ace pilot
ಪಾತ್ರವನ್ನು ಅಂಗೀಕರಿಸಿ,Acknowledge character
ಅಕೌಸ್ಟಿಕ್ ಕೋಪ್ಲರ್,Acoustic coupler
ಅಕೌಸ್ಟಿಕ್ ಜೋಡಣೆ,Acoustic coupling
ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ,Acoustic delay line
ಅಕೌಸ್ಟಿಕ್ ಸ್ಮರಣೆ,Acoustic memory
ಸಕೌಸ್ಟಿಕ್ ಮೋಡೆಮ್,Acoustic modem
ಅಕೌಸ್ಟಿಕ್ ಸಂಕೇತ,Acoustic signal
ಅಕೌಸ್ಟಿಕ್ ಸಂಗ್ರಹ,Acoustic storage
ಸಂಕ್ಷಿಪ್ತ ರೂಪ,Acronym
ಕ್ರಿಯಾಶೀಲತೆ,Action
ಕ್ರಿಯಾಶೀಲತೆ,Action cycle
ಕ್ರಿಯಾಶೀಲ ರೇಖೆ,Action line
ಕ್ರಿಯಾಶೀಲ,Action message
ಕ್ರಿಯಾಶೀಲತೆ,Action specification
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,Activation
ಸಕ್ರಿಯ,Active
ಸಕ್ರಿಯ ಫೈಲ್,Active file
ಸಕ್ರಿಯ ರೇಖೆ,Active line
ಸಕ್ರಿಯ ಲಿಂಕ್,Active link
ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಫೈಲ್,Active master file
ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಐಟಂ,Active master item
ಸಕ್ರಿಯ ಉಪಗ್ರಹ,Active satellite
ಸಕ್ರಿಯ ನಿಲ್ದಾಣ,Active station
ಸಕ್ರಿಯ ಸಂಗ್ರಹಣೆ,Active storage
ಚಟುವಟಿಕೆ,Activity
ಚಟುವಟಿಕೆ ಮಟ್ಟ,Activity level
ಚಟುವಟಿಕೆ ಲೋಡಿಂಗ್,Activity loading
ಚಟುವಟಿಕೆ ಅನುಪಾತ,Activity ratio
ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ),Actual address (=absolute address)
ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್),Actual code (=absolute code)
ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ,Actual data transfer rate
ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು,Actual decimal point
ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ),Actual instruction (=effective instruction)
ವಾಸ್ತವಿಕ ಕೀ,Actual key
ವಾಸ್ತವಿಕ ಸಮಯ,Actual time
ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ,Actual work time
ಸಂಕೇತ,Actuating signal
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,Adaptability
ಅಳವಡಗಾರ,Adapter
ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ,Adaptive channel allocation
ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ,Adaptive integration
ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್,Adaptive transversal equalizer
ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ,Added entry
ಸೇರಿಸು,Addend
ಸೇರಿಸುವವನು,Adder
ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್,Adder subtracter
ಕಡತವನ್ನು ಸೇರಿಸು,Add file
ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ),Additional character (= special character)
ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್,Addition recorder
ಸೇರ್ಪಡೆ ಮೇಜು,Addition table
ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ,Additive attribute
ಮೋಡ್ ಸೇರಿಸಿ,Add mode
ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ,Add operation
ಭಾಷಣ,Address
ವಿಳಾಸದ ಅಳತೆ,Addressability measure
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ,Addressable horizontal position
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು,Addressable point
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ,Addressable position
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್,Addressable register
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ,Addressable storage
ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ,Addressable vertical position
ವಿಳಾಸ ಬಸ್,Address bus
ವಿಳಾಸ ಕೋಡ್,Address code
ವಿಳಾಸ ಹೋಲಿಕೆದಾರ,Address comparator
ವಿಳಾಸ ಗಣನೆ,Address computation
ವಿಳಾಸ ಸ್ಥಿರ,Address constant
ವಿಳಾಸ ಪರಿವರ್ತನೆ,Address conversion
ವಿಳಾಸ ಡೇಟಾ,Address data
ವಿಳಾಸ ಮೆಮೊರಿ,Addressed memory
ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ,Address effective
ವಿಳಾಸ ಕ್ಷೇತ್ರ,Address field
ವಿಳಾಸ ಸ್ವರೂಪ,Address format
ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ,Address free program
ಸಂಬೋಧಿಸುವುದು,Addressing
"ಸಂಬೋಧಿಸುವುದು
 ಪಾತ್ರ","Addressing
 Character"
ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ,Addressing interrupt
ವಿಳಾಸ ಲೂಪ್,Addressing loop
ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ,Addressing virtual memory
ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್,Address interlacing
ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ,Addressless instruction format
ವಿಳಾಸ ಸಾಲು,Address line
ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್,Address mapping
ವಿಳಾಸ ಗುರುತು,Address mark
ವಿಳಾಸ ಮಾರ್ಪಾಡು,Address modification
ವಿಳಾಸದ ಭಾಗ,Address part
ವಿಳಾಸ ಪಾಯಿಂಟರ್,Address pointer
ವಿಳಾಸ ನೋಂದಣಿ,Address register
ವಿಳಾಸ ಸಂಕೇತ,Address signal
ವಿಳಾಸದ ಗಾತ್ರ,Address size
ವಿಳಾಸ ಸ್ಥಳ,Address space
ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ,Address space identifier
ವಿಳಾಸ ನಿಲುಗಡೆ,Address stop
ವಿಳಾಸ ಜಾಡಿನ,Address trace
ವಿಳಾಸ ಟ್ರ್ಯಾಕ್,Address track
ವಿಳಾಸ ಅನುವಾದ,Address translation
ವಿಳಾಸ ಅನುವಾದಕ,Address translator
ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ,Add-subtract time
ಸಮಯವನ್ನು ಸೇರಿಸಿ,Add time
ಪಕ್ಕದ,Adjacency
ಪಕ್ಕದ ರಚನೆ,Adjacency structure
ಪಕ್ಕದ ಚಾನಲ್,Adjacent channel
ಪಕ್ಕದ ಡೊಮೇನ್,Adjacent domain
ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,Adjacent matrix
ಪಕ್ಕದ ನೋಡ್,Adjacent node
ಪಕ್ಕದ ಸುಬೇರಿಯಾ,Adjacent subarea
ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್),Adjoint (system)
ಸರಿಹೊಂದಿಸು,Adjust
ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ,Adjustable extent
ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ,Adjust text mode
ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ,Administrative data processing
ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ,Administrative operation
ಆಡಳಿತಕಾರಕ,Administrative operator
ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ,Administrative operator station
ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,Administrative support system
ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ,Advanced communication service
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,Advanced information system
ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್,Advanced optical character reader
ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್,Advanced scientific computer
ವೈಮಾನಿಕ,Aerial
ಒಟ್ಟು,Aggregate
ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ,Aggregate expression
ಗುರಿ ವೃತ್ತ,Aiming circle
ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ),Aiming field (= aiming symbol)
ಗುರಿ ಚಿಹ್ನೆ,Aiming symbol
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,Airborne computer system
ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ,Algebraic eigenvalue problem
"ಬೀಜಗಣಿತದ
 ಏಕೀಕರಣ","Algebraic
 Integration"
ಬೀಜಗಣಿತದ ಭಾಷೆ,Algebraic language
ಬೀಜಗಣಿತದ ಕುಶಲ,Algebraic manipulation
ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ,Algebraic manipulation language
ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ,Algebraic oriented language
ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್,Algebraic shift
ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ,Algebraic sign convention
ಪಾಚಕ,Algol
ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ,Algol feature
ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Algol Programming
ಅಲ್ಗಾರಿದಮ್,Algorithm
ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ,Algorithm associative language
ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ,Algorithm classification
ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ,Algorithm complexity
ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ,Algorithm computability
ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ,Algorithmic analysis
ಕ್ರಮಾವಧಿಕ ವಿಧಾನ,Algorithmic approach
ಕ್ರಮಬದ್ಧ ಭಾಷೆ,Algorithmic language
ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ,Algorithmic routine
ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ,Algorithmic theory
ಅಲಿಯಾಸ್,Alias
ಅಲಿಯಾಸೆ,Aliasing
ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು),Alias name (= alternative name)
ಜೋಡಣೆ,Alignment
ನಿಯೋಜಿಸು,Allocate
ಹಂಚಿಕೆ ರಚನೆ,Allocation structure
ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,All-purpose computer
ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ,Alphabetic character
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್,Alphabetic character set
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ,Alphabetic character subset
ವರ್ಣಮಾಲೆ ಸಂಕೇತ,Alphabetic code
ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್,Alphabetic shift
ವರ್ಣಮಾಲೆಯ ದಾರ,Alphabetic string
ವರ್ಣಮಾಲೆ ಪದ,Alphabetic word
ವರ್ಣಮಾಲೆ,Alphabetization
ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್,Alphageometrics
ಆಲ್ಫಾಮನ,Alphameric
ವರ್ಣಮಾಲೆಯ,Alphamosaic
ವರ್ಣಮಾಲೆಯ,Alphanumeric
ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ,Alphanumerical keyboard device
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್,Alphanumeric character set
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್,Alphanumeric code
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,Alphanumeric coded character set
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ,Alphanumeric data
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ,Alphanumeric display device
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ,Alphanumeric edited character
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ,Alphanumeric field
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ,Alphanumeric instruction
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್,Alphanumeric keyboard
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ,Alphanumeric sort
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ,Alphanumeric storage
ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ,Alterable memory
ಬದಲಾವಣೆ ಸ್ವಿಚ್,Alteration switch
ಬದಲಾಯಿಸುವ,Altering
ಬದಲಾದ ಮೋಡ್,Alter mode
ಪರ್ಯಾಯ ಚೇತರಿಕೆ,Alternate recovery
ಪರ್ಯಾಯ ಮಾರ್ಗ,Alternate route
ಪರ್ಯಾಯ ರೂಟಿಂಗ್,Alternate routing
ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್,Alternate track
ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ),Alternation (= OR operation)
ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ,Alternative attribute
ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ),Alternative denial (= NOT-AND operation)
ಅಸ್ಪಷ್ಟ ದೋಷ,Ambiguity error
ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ,Ambiguous reference
ಜರುಗೋಲು,Analog
ಅನಾಲಾಗ್,Analog adder
ಅನಾನುಕೂಲ ಚಾನೆಲ್,Analog channel
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,Analog computer
ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ,Analog converter
ಅನಲಾಗ್ ಡೇಟಾ,Analog data
ಅನನುಕಿನ ವಿಭಾಜಕ,Analog divider
ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್,Analog facility terminal
"ಅನಾನುಕೂಲ ಕಾರ್ಯ
 ಉತ್ಪಾದಕ","Analog function
 Generator"
ಅನಲಾಗ್ ಏಕೀಕರಣ,Analog integration
ಸೋಗು ಗುಣಕ,Analog multiplier
ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Analog programming
ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್,Analog scaling
ಅನಾಲಾಗ್ ಸಂಕೇತ,Analog signal
ಸಿಮ್ಯುಲೇಶನ್,Analog simulation
ಅನಲಾಗ್ ಸ್ವಿಚ್,Analog switch
ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ,Analog system
"ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
 ಪರಿವರ್ತಕ","Analog to digital
 Converter"
"ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್
 ಸ್ಥಳಾಂತರಕ","Analog to digital
 Encoder"
ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ,Analog transmission
ಅನಾಲಾಗ್ ಪ್ರಕಾರ,Analog type
ವಿಶ್ಲೇಷಣೆ,Analysis block
ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ,Analysis mode
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್,Analytical engine
ಪೂರ್ವಜರ ಕಾರ್ಯ,Ancestral task
ಪೂರಳು ಉಪಕರಣಗಳು,Ancillary equipment
ಮತ್ತು,AND
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,AND circuit
ಮತ್ತು ಅಂಶ,AND element
ಮತ್ತು ಗೇಟ್,AND gate
ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ,AND masking
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ,AND NOT operation (=exclusion
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ,AND operation
ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ,Annex memory
ಟಿಪ್ಪಣಿ,Annotation
ಮೊಳಕೆ,Annunciator
ಮತ್ತೆ ಉತ್ತರಿಸಿ,Answer back
ಉತ್ತರ ವಿಳಂಬ,Answer delay
ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು,Answering time
ಉತ್ತರ ದೀಪ,Answer lamp
ಉತ್ತರ ಪಟ್ಟಿ,Answer list
ಉತ್ತರ ಮಾತ್ರ,Answer only
ನಿರೀಕ್ಷೆಯ ಕ್ರಮ,Anticipation mode
ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್,Anticipatory buffering
ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ,Anticipatory carry
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,Anticipatory paging
ಪ್ರತಿಕೂಲ ಕಾರ್ಯಾಚರಣೆ,Anticoincidence operation
ಪ್ರತಿಷ್ಠಾನದ ಅಂಶ,Anticoincident element
ಅಪೇಕ್ಷಣೀಯ ಆಂಟೆನಾ,Aperiodic antenna
ದ್ಯುತಿರಂಧ್ರ ಚೀಲು,Aperture card
ದ್ಯುತಿರಂಧ್ರ ಸಂಹಿತೆ,Aperture code
ದ್ಯುತಿರಂಧ್ರ ಸಮಯ,Aperture time
ಅನುಬಂಧ,Appendage
ಅನುಬಂಧ ಕಾರ್ಯ,Appendage task
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,Application developer
ಅಪ್ಲಿಕೇಶನ್ ಪದರ,Application layer
ಅಪ್ಲಿಕೇಶನ್ ಆಧಾರಿತ ಭಾಷೆ,Application oriented language
ಅಪ್ಲಿಕೇಶನ್ ಪ್ಯಾಕೇಜ್,Application package
ಅಪ್ಲಿಕೇಶನ್ ಕಾರ್ಯಕ್ರಮ,Application program
ಅರ್ಜಿ ಪ್ರೋಗ್ರಾಮಿಂಗ್,Application programming
ಅಪ್ಲಿಕೇಶನ್ ಅಗತ್ಯವಿದೆ ಭಾಷೆ,Application required language
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್‌ವೇರ್,Application software
ಬೆಲೆತುಂಬು,Applique
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,Approximation theory
ಅನಿಯಂತ್ರಿತ ಪ್ರವೇಶ,Arbitrary access
ಅನಿಯಂತ್ರಿತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್,Arbitrary sequence computer
ಮಧ್ಯಸ್ಥಿಕೆ,Arbitration
ವಾಸ್ತುಶಿಲ್ಪಿ,Architecture
ದಬಡೆ,Archiving
ಪ್ರದೇಶ ಸಂಹಿತೆ,Area code
ಪ್ರದೇಶ ಹುಡುಕಾಟ,Area search
ಪ್ರದೇಶ ವರ್ಗಾವಣೆ,Area transfer
ಪ್ರದೇಶ ವೇರಿಯಬಲ್,Area variable
ವಾದ,Argument
ವಾದದ ವಿಳಾಸ,Argument address
ವಾದದ ಪಟ್ಟಿ,Argument list
ಅಂಕಗಣಿತ,Arithmetical instruction
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ,Arithmetic and logic unit
ಅಂಕಗಣಿತದ ನಿಯೋಜನೆ ಹೇಳಿಕೆ,Arithmetic assignment statement
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,Arithmetic check
ಅಂಕಗಣಿತದ,Arithmetic constant
ಅಂಕಗಣಿತ ಪರಿವರ್ತನೆ,Arithmetic conversion
ಅಂಕಗಣಿತದ ದತ್ತ,Arithmetic data
ಅಂಕಗಣಿತದ ಅಪವಾದ,Arithmetic exception
ಅಂಕಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,Arithmetic expression
ಅಂಕಗಣಿತದ ಸ್ಥಿರ ಬಿಂದು,Arithmetic fixed point
ಅಂಕಗಣಿತದ ಶ್ರೇಣಿ,Arithmetic hierarchy
ಹೇಳಿಕೆಯಿದ್ದರೆ ಅಂಕಗಣಿತ,Arithmetic IF statement
ಅಂಕಗಣಿತದ ತರ್ಕ,Arithmetic logic
ಅಂಕಗಣಿತದ ತರ್ಕ ಘಟಕ,Arithmetic logic unit
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,Arithmetic operation
ಅಂಕಗಣಿತದ ನಿರ್ವಾಹಕ,Arithmetic operator
ಅಂಕಗಣಿತದ ಉಕ್ಕಿ,Arithmetic overflow
ಅಂಕಗಣಿತದ ಚಿತ್ರ ಡೇಟಾ,Arithmetic picture data
ಅಂಕಗಣಿತದ ಆದ್ಯತೆ,Arithmetic precedence
ಅಂಕಗಣಿತದ ಪ್ರಾಥಮಿಕ,Arithmetic primary
ಅಂಕಗಣಿತ,Arithmetic register
ಅಂಕಗಣಿತದ ಸಂಬಂಧ,Arithmetic relation
ಅಂಕಗಣಿತ,Arithmetic scan
ಅಂಕಗಣಿತದ ವಿಭಾಗ,Arithmetic section
ಅಂಕಗಣಿತದ ಶಿಫ್ಟ್,Arithmetic shift
ಅಂಕಗಣಿತದ ಸ್ಥಳಾಂತರ,Arithmetic shifting
ಅಂಕಗಣಿತದ ಹೇಳಿಕೆ,Arithmetic statement
ಅಂಕಗಣಿತದ ಪದ,Arithmetic term
ಅಂಕಗಣಿತದ ಕೆಳವರ್ಗ,Arithmetic underflow
ಅಂಕಗಣಿತದ ಘಟಕ,Arithmetic unit
ರಂಗ,Array
ಸರಿದೂಗಿಸು,Array bound
ಅರೌಂಡ್ ಕಂಪ್ಯೂಟರ್,Array computer
ದಾಟಲು,Array dimension
ರಚನೆ ಅಂಶ,Array element
ರಚನೆ ಅಭಿವ್ಯಕ್ತಿ,Array expression
ರಾಸಾಯನಿಕ,Array name
ರಚನೆಗಳ ಶ್ರೇಣಿ,Array of structures
ಸ ೦ ಗೀತ ಮುದ್ರಣ,Array printing
ರಚನೆ ಸಂಸ್ಕರಣೆ,Array processing
ರಚನೆ ಸಂಸ್ಕಾರಕ,Array processor
ಉಚ್ಚಾರಣಾ ಬಿಂದು,Articulation point
ಕೃತಕ ಅರಿವು,Artificial cognition
ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ,Artificial intelligence
