Gujarati,Kannada
ગુનો,ಅಣಕೇಡು
કૃષિ,ಕೃಷಿ
કૃષિ ચિકિત્સક,ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ
કૃષિ -મજૂર,ಕೃಷಿ ದುಡಿಮೆ
કૃષિ,ಕೃಷಿ ಮಾರಾಟ
કૃષિ પ્રૌ નગર,ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ
કૃષિ,ಕೃಷಿ
કૃષિવિજ્icultureાની,ಕೃಪಣಸಾಮರಿ
કૃષિવિવિધિ,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
કૃષિવિજ્ologicalાનની ખામી,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು
કૃષિવિજ્iologyાન,ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ
કૃષિ વિવિધતા,ಕೃಷಿ -ವೈವಿಧ್ಯತೆ
કૃષિવિજ્ingાન,ಕೃಷಿ ವಲಯ
કૃષિ -પ્રવેશ,ಕೃಚಾರಕ
કૃષિવિજ્ologyાન,ಕೃಷಿ ಶಾಸ್ತ್ರ
કૃષિવિજ્yાન,ಕೃಷಿ ವಿಜ್ಞಾನ
જૂથબદ્ધ,ಅಬ್ವಿಶರ
કૃષિ કે થાંભલા,ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್
કૃષિવિજ્ologyાન,Agrostology
કૃષિવંશ,ಕೃಪೆ
વિમાન,ಗಾಳಿ ಸಸ್ಯ
અકીયોચી માટી,ಅಕೋಚಿ ಮಣ್ಣು
માદા,ಆಲ್ಬೋ
ક alંગું,ಆಲ್ಫಿಸೋಲ್ಸ್
શેવાળ,ಪಾಚಿ
મૂર્ત રોગ,ಪಾಚಿಯ ಕಾಯಿಲೆ
ક્ષારયુક્ત પાણી,ಕ್ಷಾರ ನೀರು
ક્ષુદ્ર,ಕ್ಷಾರೀಯ
એલીલ,ಇಳಿಜಾರು
એલેલોકેમિકલ્સ,ಆಲಿನೋಕೆಮಿಕಲ್ಸ್
એલેલોમોર્ફ,ಅನನುಕಣ
અખરોશ,ಅಲಲೋಪತಿ
એલી પાક,ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್
ફાળવણી,ನಿಯೋಜಕ
સહ -સંબંધ,ಅಲೋಗಮಿ
એલોમેટ્રી,ಮಾಪಕ
ફિલોપ્લોઇડ,ಸೂತ್ರ
એલોસિનાપ્સિસ (એલોસિન્ડિસિસ),ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್)
વૈકલ્પિક બેરિંગ,ಪರ್ಯಾಯ ಬೇರಿಂಗ್
વૈકલ્પિક જમીનનો ઉપયોગ,ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ
ઠેકડેલું,ಸುತ್ತುವರಿಯುವ
ઉદ્ધત,ಅಚಲ
ક્ષુત્વ,ಅಮೀಟಾಸಿ
મરણોત્તર,ಕಸಚುಗಾರ
ચંદ્ર,ಅಮೋನೀಕರಣ
એમોનિફાયર,ಅಮೋನಿಗೆ ಮಾಡುವವ
આતુર,ಅಬ್ಬರಿಸು
Amાળ,ಉಭಯಮತ್ರ
અતિશય,ಉದ್ದವಾದ
અનોખા,ಅನಾಬಾಲಿಸಂ
એનોરોબ,ಬಯೆರೋಲೆ
Anડતું,ಅನೆಲಾಯ್ಡ್
અંકિત -વાવેતર,ಕೋನ ನೆಡುವುದು
પશુપાલન,ಪಶುಸಂಗೋಪನೆ
પશુ ઇનકાર,ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ
સજીવ,ಅನಿಮೇಟ್ ಎನರ್ಜಿ
શિરદર્શક,ಹದಮೆರಗಿ
વાર્ષિક પ્લાન્ટ,ವಾರ್ಷಿಕ ಸಸ್ಯ
વાર્ષિક,ವಾರ್ಷಿಕ
કળશ,ಸ ೦ ಗೀತ
એક જાતની નશરીય,ಆಂಥ್ರಾಕ್ಸ್
માનવ -પરિબળ,ಮಾನವಜನ್ಯದ ಅಂಶ
એન્ટિબાઈસિસ,ಪ್ರತಿಜೀವಕ
એન્ટિબાઇટર,ಪ್ರತಿಜೀವಕ
મારોશત,ಪ್ರತಿವಿಷ
એન્ટી ox કિસડન્ટો,ಆವರಣಕಾರಕ
પુષ્પ,ಪ್ರತಿಚರಣ
હડંગું,ಉಚ್ಚಾರಣಾ
Apષધ,ಮುನಸು
ક budદડી,ಸುಲಿಯ ಮೊಗ್ಗು
મડાગાંઠ,ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ
માપી (મધમાખી રાખવી),ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್)
અનુવાદ,ತಿಕ್ಕಲು
એપોપ્ટોસિસ,ಅಪಶೂನ್ಯತೆ
સંલગ્ન,ಅನುಬಂಧ
મોહક,ಜೀರ್ಣಕಾರಕವಾಗಿ
લાગુ કરવું,ಅನ್ವಯಿಕ
જળચર નીંદણ,ಜಲಚರಗಳು
વૃક્ષને લગતું,ಆಕ್ಷರ
હવાઇકરણ,ಗುಂಡಿನ ಕವಚ
સર્વસામાન્ય રેકોર્ડ,ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು
ક્ષેત્ર આંકડા,ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು
વિસ્તાર,ಪ್ರದೇಶ
શુષ્ક ઇકોસિસ્ટમ,ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ
અણીદાર,ಹದಮೆರಗಿ
સુગંધ,ಸುವಾಸನೆ
સુગંધિત છોડ,ಆರ್ಯ ಸಸ್ಯ
સુગંધિત ચોખા,ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ
તંગર,ಬಾಣ
મહાપમાવર,ಕಸ ರೋಗಿಗಳು
ખસી,ಅಸೆಪ್ಟ್
અજાતીય પ્રચાર,ಅಲೈಂಗಿಕ ಪ್ರಸಾರ
પરાકાષ્ઠા,ಪರಾಕ್ರಮ
અસ્ક્યામત,ಸ್ವಸಮಾನಗಳು
આત્મસાત,ಏಕೀಕರಣ
મંડળ,ಸಂಘ
આહલાદક,ತಗ್ಗು
અસમપ્રાપ્ત,ಕಸ ರೋಗ
તૃષ્ણા,ಅಟಾವ್ ವಾದ
અણમા,ವ್ಯಭಿಚಾರಿ
કૃશતા,ಕ್ಷೀಣತೆ
સ્વતસ્તરી,ಸ್ವಯಂಚಾಲಿತ
સ્વચાલનતા,ಆಟೊಲಿಸಿಸ್
સ્વચાલિત થાંભલા,ದಾಟುವಿಕೆ
સ્વોલપ્લોઇડ,ಸ್ವಯಂಚಾಲನ ಫಲಕ
Uxક્સિન્સ,ಸಮಶೀತ
AWN (બરછટ),AWN (ಬಿರುಗೂದಲುಗಳು)
બદામ,ಬಾದು
કુંવાર,ಅಡೆ
અમરાન્થસ,ಹುಳಿ
ક amંગું,ಅಮ್ಮ
અંજાન ઘાસ,ಅಂಜಾನ್ ಹುಲ್ಲು
ગૂંજ,ಆಧಿವಾತ
"ઓનલા, ભારતીય ગૂસબેરી","ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ"
સફરજન,ಸೇಬು
દુર્દ્રાવી,ಏಪ್ರಲಿ
જાસ્મિન,ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್
અરેકા અખરોટ,ಅರೆನಗವ
ખલાસી,ಹಳ್ಳ
અફેટીડા,ಅಸ್ಫೊಟಿಡಾ
રાખ,ಬೂದಿ ಸೋರೆಕಾಯಿ
અશોક વૃક્ષ,ಅಶೋಕ ಮರ
એશ્થમા નીંદણ (યુફોર્બિયા),ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ)
શતાવરીનો શતાાયણ,ಶತಾವರಿ
એવોકાડો,ಆವಕಾಡು
અલ્ફાલ્ફા (લ્યુસર્ન),ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್)
કીડી,ಇರುವೆಗಳು
એફિડ,ಗಿಡಹೇನುಗಳು
સૈન્યમાં,ಸೈನ್ಯದ ಹುಳು
કૃષિ -અર્થશાસ્ત્રી,ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
કૃષિ વિસ્તરણવાદી,ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ
કૃષિ -વિજ્ scientાન,ಕೃಷಿ ವಿಜ್ಞಾನಿ
ખેતી ઈજનેર,ಕೃಷಿ ಎಂಜಿನಿಯರ್
કેરોગવિજ્ologistાન,ಕೃಷಿ ವಿಜ್ಞಾನಿ
કૃષિવિજ્istાની,ಕೃಷಿವಾದಿ
કૃષિવિજ્stાન,ಕೃಷಿ ಭೌತ
પશુ સંવર્ધક,ಪ್ರಾಣಿ ತಳಿಗಾರ
બેસિલસ વાયરસ,ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್
દંભ,ಗಾಡಿ
જીવાત,ಬ್ಯಾಕ್ಟೀರಿಯಾ
કોઇ,ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್
મસાલા,ಬಜಾಸ್ಸೆ
સરવૈયા,ಸಮತೋಲನ
શેતરાન,ಸಮತೋಲನೀಕರಣ
આકૃતિ,ಗಿರಣಿ ರೇಖೆ
ભડકો,ತೊಗಟೆ
બાહુદ માળખાં,ಮಾಪಕ
ઉજ્જડ,ಬಂಜೆ
પાયો,ಬೇನೆ
ઉજવણી,ಜಲಾನಯನ ಪ್ರದೇಶ
બીક,ಸ್ವಲ್ಪ
દરિયાકાંઠે,ಬಾಸದ
ચોમાસા,ಕೊಂಬೆ ಮಾನ್ಸುನ್
પધ્ધદનો છોડ,ಹೊಳಪಿನ
પથારી,ಹಾಸಿಗೆ
ઘાને,ದಟ್ಟಕಾರ
નાળ,ಹಾಸಿಗೆ
બીટ દાળ,ಬೀಟ್ ಮೊಲಾಸಸ್
ધૂન,ಬೆನ್ನೆಲುಬು
બેલ્ટ,ಪಟ್ಟಿಗೆ
લાભ આપતી કિંમતે વિશ્લેષણ,ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
પક્ષપાતી (નમૂના),ಪಕ್ಷಪಾತ (ಮಾದರಿ)
દ્વિવાર્ષિક,ದ್ವೈವಾರ್ಷಿಕ
દ્વિપદી,ದ್ವಿಪದೀಯ
જૈવિક,ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ
જૈવ,ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ
બાયનર્જી,ಜೈವಿಕ ಕರ್ತವ್ಯ
જીવવિજ્icsાન,ಜೈವಿಕಶಾಸ್ತ್ರ
બાયરોએક્ટર,ಜೈವಿಕ ರಿಯಾಯಿತಿ
જીવશોષ,ಜೀವಗೋಳ
જૈવિક,ಜೈವಿಕ
જંતુઓ,ಬಯೋಟೈತನ
દ્વિલિંગી,ದ್ವಿಲಿಂಗಿ
નિસ્તેજ,ಚಿರತೆ
વિનોદ,ಹರಡು
મિશ્રણ,ಮಿಶ್ರಣ
વાંક કા blવો,ಗದ್ದಲ
ફટકો,ಗುಳ್ಳೆ
ક્રાંતિ,ನೀಲಿ ಕ್ರಾಂತಿ
તળિયે ગરમીનો ઓરડો,ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ
તળિય ગરમીની તકનીક,ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ
ક brંગું,ಹೊಟ್ಟು
શાખા,ಕವಲೊಡೆ
શાખા -શાખા -શાખ્ય,ಸಣ್ಣ ಕೊಂಬೆ
ઉછેર,ತಳಿ
ઉછેર,ತಳಿ
કોઇ,ಕಂಗುರು
ક brંગું,ಸಂಸಾರ
જાંબુડી,ಮೊಳಕೆಯ
અંદાજપત્ર,ಬಜೆ
બફર,ಬಫಲು
ગોળાકાર,ಬಟಗು
સંલગ્ન,ಚೂರುಚೂರಾಗಿ
પેટા-પેદાશ,ಉಪ-ಉತ್ಪನ್ನ
બબુલ બાવળ,ಬಾಬುಲ್ ಅಕೇಶಿಯ
બાળક મકાઈ,ಬೇಬಿ ಕಾರ್ನ್
બેલ,ಬುದ್ದಿ
બાલ,ಬಾಯಿ
બાલસમ,ಕಸಕ
વાંસ,ಬಿದಿರು
કરડ,ಬಾಳೆಹಣ್ಣು
વડ નું વૃક્ષ,ಆಲದ ಮರ
જવ,ಬಾರ್ಲಿ
બાર્નેયાર્ડ બાજરી,ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ
એક જાતનો છોડ,ತುಳಸಿ
બેસ્ટાર્ડ દેવદાર,ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್
બેસ્ટર્ડ માયરોબાલન,ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್
બૌહિનીયા,ಮಾಟ
ખાડી,ಕೊಲ್ಲಿ ಬೆರ್ರಿ
બીન,ಹುರುಳಿ
સલાદ,ಬೀಟ್
બાલ્ટડોન્ના,ಬೆಲ್ಲ
બેવકૂફ,ಗಡಿ
ઠપકો આપવો,ಗಡಿ
સોપારી,ಬಿಲ್ಲೆ
બિલોમ્બી,ಬಿಲಿಂಬಿ
કડવી દારૂ,ಹಾಗಲಕಾಯಿ
કાળો ગ્રામ,ಕಪ್ಪು ಗ್ರಾಂ
કાળી નાઈટશેડ,ಕಪ್ಪು ನೈಟ್ಶೇಡ್
બોગૈનવિલે,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
બોટ,ಬಾಟಲಿ ಕುಂಚ
બોટલ ગોળા,ಬಾಟಲಿ ಸೋರೆ
બ boxટ -ઝાડ,ಬಾಕ್ಸ್ ಮರ
બ્રેડ ફળો,ಬ್ರೆಡ್ ಹಣ್ಣು
લગ્ન સમારંભ,ವಧುವಿನ
શોરબકોર,ಬಿಲ್ಲಾ
વ્યાપક બીન,ವಿಶಾಲ ಹುರುಳಿ
કોતરણી,ಕೋಸುಗಡ್ಡೆ
બ્રસેલ્સ sprout,ಬ್ರಸೆಲ್ ಮೊಳಕೆ
બિયાં સાથેનો દાણો,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್
Butોરિયા,ದೆವ್ವ
એક જાતની નાની ભડકી,ದಳ
સહન કરવું,ಕರಾರು
ભમરો,ಜೀರುಂಡೆ
ફોલ્લો ભમરો,ಗುಳ್ಳೆ ಜೀರುಂಡೆ
વાદળી બળદ,ನೀಲಿ ಬುಲ್
Bણપત્ર,ಬಾಲ್ ಹುಳು
બ butterટરફ્લાય,ಚಿಟ್ಟೆ
જીવાણુવિજ્ologistાની,ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ
જૈવ રસાયણાકાર,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
જીવવિજ્ologistાન,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
જીવવિજ્ologistાની,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ
વનસ્પતિશાસ્ત્ર,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
સી ભેજ લાક્ષણિકતા વળાંક,ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ
કેક,ಕೇಕು
ગુણવાળું,ಕ್ಯಾಲ್ಕೇರಿಯ
ચુન્યાસ,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ફોસ્ફેટનું ગણતરી,ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ
ઉશ્કેરાટ,ಗಲಾಟೆ
ક callલસ,ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ
Calાળ,ಕಣಿವೆ
ક calલિક્સનો અંત,ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ
કણસ,ಕ್ಯಾಂಬಿಯಂ
ક canંગું,ಗೋಪುರ
ડબ્બા,ಡಬ್ಬಿ
છત્ર,ಮೇಲಾವರಣ
પાટનગર,ಬಂಡವಾಳ
કરચલીકરણ,ರಭಸ
ક capંગલ,ಬಿರಡೆ
કાર્બન,ಇಂಗಾಲದ
કાર્બનલાઇઝેશન,ಇಂಗಾಲೀಕರಣ
કળ,ಗಡಿ
કળશ,ಗಾಡಿ
કિલ્લો,ಬಿಂಚು
વિસર્જન,ಕಟಾಬೋಲಿಸಂ
ઉદ્દીપન,ವೇಗವರ್ಧನೆ
ઈયળ,ಮರಿಹುಳು
સી-ડી.એન.એ.,ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
છત,ಚಾವಣಿಯ
ઓરડું,ಕೋಶ
કેન્દ્રીય નેતા પદ્ધતિ,ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ
કેન્દ્ર બનાવવી,ಕೇಂದ್ರೀಯ
કેન્દ્રો,ಕೇಂದ್ರೀಕರಣ
કેન્દ્ર,ಕೇಂದ್ರಾಪಗಾಮಿ
કેન્દ્ર,ಕೇಂದ್ರ
કેન્દ્રોવાળું,ಮಧ್ಯಭಾಗದ
કેન્દ્રો,ಮಧ್ಯಮ ಜನಕ
કરકસર,ಸರ್ಕಸ್
ધારણ,ಏಕದಳ
પ્રમાણપત્ર,ಪ್ರಮಾಣೀಕರಣ
પ્રમાણિત બીજ,ಬೀಜ
કણ,ಚಾವಟಿ
ચલાઝા,ದನಗಳು
વાદળવિજ્ismાન,ರಾಸಾಯನಿಕತೆ
જાંબુડિયા રંગ,ಚಿರತೆ
ઠંડક કલાકો,ತಣ್ಣಗಾಗುವ ಸಮಯ
ઠંડક ઇજા,ತಣ್ಣಗಾಗುವುದು
તંગ,ಚಿಮಿಯ
કળ,ಕ್ಲೋರಾಂಥಿ
હરિતદ્રવ્ય,ಚೂರು
હરિતદ્રવ્ય,ಕ್ಲೋರೋಸಿಸ್
હરિતદ્રવ્ય,ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ
ક્રોમેટિડ,ವರ್ಣರಂಜಿತ
ક્રોમટિન,ಕ್ರೊಮ್ಯಾಟಿನ್
ક્રોમશલિઓ,ವರ್ಣರೇಖನ
ક્રોધિતતા,ವರ್ಣರಂಗೀಕರಣ
ક્રોમોસેન્ટ્રી,ವರ್ಣಚಿತ್ರ
ક્રોમતત્વ,ವರ್ಣಗುವನ
રંગભૂમિ,ವರ್ಣರಂಜಿತ
રંગબેરંગી,ವರ್ಣತಂತು
કાયમી,ದೀರ್ಘಕಾಲದ
સિત્તર,ನಲಿದ
કવડો,ಕ್ಲಾಡೋಡ್
વર્ગીકરણ,ವರ್ಗೀಕರಣ
માટી,ಮಣ್ಣಿನ
સફાઈ,ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು
રોટી,ಕ್ಲಿಸ್ಟೊಗಮಿ
ઘાતકી ફળ,ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು
વાતાવરણ,ವಶ
આબોહવાવિજ્ologyાન,ಹವಾಮಾನಶಾಸ್ತ್ರ
જાડું,ಹಸುರು
ગાલ,ಹೆಪ್ಪುಗಟ್ಟಿಸು
ક્લોન,ತದ್ರೂಪಿ
વાદળ,ಮೋಡ
ઝગડો,ಕಡು
ઝગડો,ಚೂರು
બરછટ,ಒರಟಾದ
કોટ (બીજ),ಕೋಟ್ (ಬೀಜ)
કોપરો,ಕೋಕೂನ್
કોનઝાઇમ,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
સુશોભન,ಒಗ್ಗಟ್ಟು
Coાંકણ,ಗುಣ
કોયડો,ಕೋಲೀರರಿ iz ಾ
કોઠાર,ಕತ್ತುಪಟ್ಟಿ
કોલોઇડ (માટી),ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು)
જાંબુડિયા રંગનું બનેલું,ಕೊಲ್ಯುಮೆಲ್ಲಾ
કોલમ,ಕಾಲಮ್
સંપ્રદાય,ಆರಂಭದ ಆರಂಭ
વેપારી બેંક,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
કોડ્યુ,ಸರಕು
સમુદાય,ಸಮುದಾಯ
કોમ્પેક્શન (માટીનું),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
સુસંગતતા,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
સુસંગતતા,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
વળતર,ಪರಿಹಾರ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ
પૂરક પાક,ಪೂರಕ ಬೆಳೆ
સંકુલ,ಸಂಕೀರ್ಣ
ઘટક,ಅಂಶ
-નું જોડાણ,ಸಂಯೋಜನೆ
કંપોસ્ટ,ಕಾಂಪೋಸ್ಟ್
સંયોજન વ્યાજ,ಚಕ್ರಬಡ್ಡಿ
ગણતરી,ಗಣನೆ
કોમ્પ્યુટર,ಕಂಪ್ಯೂಟರ್
એકાગ્રતા,ಏಕಾಗ್ರತೆ
શરત,ಷರತ್ತು
વાહકતા,ಹೋರಾಡುವಿಕೆ
ગોઠવણી,ಸಂರಚನೆ
સુસંગતતા,ಅನುರೂಪತೆ
મૂંઝવણભર્યું,ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ
જોડાણ,ಸಂಯೋಗ
સંબંધક,ಸಂಯೋಜಕ
સંરક્ષણ,ಸಂರಕ್ಷಣಾ
એકીકરણ,ಬಲವರ್ಧನೆ
ઘટ,ಸಂಕುಚಿತತೆಗಳು
ગ્રાહક,ಗ್ರಾಹಕ
વપરાશ,ಸೇವನೆ
દૂષણ,ಮಾಲಿನ್ಯ
સમોચ્ચ વાવેતર,ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ
સમતૈલી,ಬಾಹ್ಯರೇಖೆ
કરાર -ખેતી,ಒಪ್ಪಂದದ ಕೃಷಿ
નિયંત્રિત સંગ્રહ,ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ
સહકારી બેંક,ಸಹಕಾರ ಬ್ಯಾಂಕ್
ભૌતિક,ಸಹಕಾರ
ક copંગું,ತಗ್ಗಿಸು
કોતર,ಗಂಡಿ
કોથળી,ಹುಲ್ಲುಗಾವಲು
કોતરણી,ಕಂದುಬಣ್ಣ
ખર્ચ,ಬೆಲೆ
કોટિલેડોન (બીજ),ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ)
ધિરાણ મંડળી,ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ
જમા,ಮನ್ನಣೆ
લેણદાર,ಸಾಲದಾತ
ખરબચડું,ಕ್ರೆಸ್ಟ್
કરચલી,ಸುಕ್ಕುಗಟ್ಟುವುದು
સંકટ,ಬಿಕ್ಕಟ್ಟು
માપદંડ,ಮಾನದಂಡ
વિવેકી,ನಿರ್ಣಾಯಕ
પાક વીમો,ಬೆಳೆ ವಿಮೆ
પાક -લોન,ಬೆಳೆ ಸಾಲ
પાક,ಬೆಳೆ
પાક વિસ્તાર,ಬೆಳೆ ಪ್ರದೇಶ
વળગાડ,ಶಿಲುಬೆಯಿಲ್ಲದ
તાજ (છોડ),ಕಿರೀಟ (ಸಸ್ಯ)
ભડકો,ತುಂಡು
બંદર,ಪಟ್ಟು
ગુપ્ત,ಪಡಗಳ್ಳ
કુલ (ફળો),ಕಲ್ (ಹಣ್ಣುಗಳು)
ક culંગું,ಕಸ
ખેડૂત,ತಳಿ
ખેતી,ಕೃಷಿ
ખેડૂત,ಕೃಷಿ
સંસ્કાર,ಸಂಸ್ಕೃತಿ
ઉપચાર,ನಿರಾಸಕ್ತಿ
કરચલી,ಕನ್ನಡಿ
ચલણ,ಕರೆನ್ಸಿ
પહાડીચણો,ಹೊರಚರ್ಮ
કાપવા,ಕತ್ತರಿಸುವುದು
કોતરણી,ಸಿಸ್ಟ್
કોયડો,ಸೈಟೋಕ್ರೋಮ್
ચિત્ત્રમણિકા,ಸೈಟೊಗಮಿ
ચક્રાક્રમ,ಸೈಟೊಜೆನಿಸ್
સાયટોજેનેટિક્સ,ಸೈಟೊಜೆನೆಟಿಕ್ಸ್
ચિત્તભ્રમ,ಸೈಟೊಕಿನಿಸ್
મનોહરવિજ્ cyાન,ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ
