Punjabi,Malayalam
ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ,അഡോബ് ഫോട്ടോഷോപ്പ്
ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP),അഡ്വാൻസ് ബിസിനസ് ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് (ABAP)
ਉੱਨਤ ਡਾਟਾ,വിപുലമായ ഡാറ്റ
ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,വിപുലമായ വിവര സംവിധാനം
ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.),നൂതന സാങ്കേതികവിദ്യ (AT)
ਏਜੰਟ,ഏജന്റ്
ਏਕੀਕਰਨ,സമാഹരണം
ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
aldus ਪੇਜ ਮੇਕਰ,ആൽഡസ് പേജ് മേക്കർ
ਚੇਤਾਵਨੀ ਬਾਕਸ,മുന്നറിയിപ്പ് ബോക്സ്
ਐਲਗੋਲ,ആൽഗോൾ
ਐਲਗੋਰਿਦਮ,അൽഗോരിതം
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,അൽഗോരിതം വിശകലനം
ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ,അൽഗോരിതം കാര്യക്ഷമത
ਉਪਨਾਮ,അപരനാമം
ਅਲਾਈਨਮੈਂਟ,വിന്യാസം
ਵੰਡ,വിഹിതം
ਵਰਣਮਾਲਾ,അക്ഷരമാലാക്രമം
ਅੱਖਰ ਅੰਕੀ,ആൽഫാന്യൂമെറിക്
ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ,ആൽഫാന്യൂമെറിക് കീ ബോർഡ്
ਅਲਫ਼ਾ-ਟੈਸਟ,ആൽഫ-ടെസ്റ്റ്
ਅਲਫ਼ਾ-ਵਰਜਨ,ആൽഫ പതിപ്പ്
alt ਕੁੰਜੀ,alt കീ
altavista,അൾട്ടാവിസ്റ്റ
ਅਸਪਸ਼ਟਤਾ,അവ്യക്തത
ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ,അവ്യക്തമായ വ്യാകരണം
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡേർഡ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ് ഫോർ ഇൻഫർമേഷൻ ഇന്റർചേഞ്ച് (ASCII)
ਐਨਾਲਾਗ,അനലോഗ്
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,അനലോഗ് കമ്പ്യൂട്ടർ
ਐਨਾਲਾਗ ਜੰਤਰ,അനലോഗ് ഉപകരണം
ਐਨਾਲਾਗ ਮਾਡਮ,അനലോഗ് മോഡം
ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC),അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ (ADC)
ਅਤੇ,ഒപ്പം
ਅਤੇ ਸਰਕਟ,കൂടാതെ സർക്യൂട്ട്
ਅਤੇ ਗੇਟ,ഒപ്പം ഗേറ്റും
ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ),കൂടാതെ പ്രവർത്തനമല്ല (ഒഴിവാക്കൽ)
ਐਨੀਮੇਸ਼ਨ,ആനിമേഷൻ
ਐਨੋਟੇਸ਼ਨ,വ്യാഖ്യാനം
ਅਸੰਗਤਤਾ,അപാകത
ਪੂਰਵ,മുൻഗാമി
ਅਗਾਊਂ ਪੇਜਿੰਗ,മുൻകൂർ പേജിംഗ്
ਵਿਰੋਧੀ ਸਮਰੂਪ,വിരുദ്ധ സമമിതി
ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,ആന്റിവൈറസ് പ്രോഗ്രാം
ਐਪਲਿਟ,ആപ്ലെറ്റ്
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API),ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,ബാധകമായ ഭാഷ
ਅਨੁਮਾਨ ਥਿਊਰੀ,ഏകദേശ സിദ്ധാന്തം
ਆਰਕੀਟੈਕਚਰ,വാസ്തുവിദ്യ
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,ഏരിയ കൈമാറ്റം
ਦਲੀਲ,വാദം
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,"ഗണിത, യുക്തി യൂണിറ്റ്"
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,ഗണിത പരിശോധന
ਅੰਕਿਤ ਸਥਿਰ,ഗണിത സ്ഥിരാങ്കം
ਅੰਕਿਤ ਡੇਟਾ,ഗണിത ഡാറ്റ
ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ,ഗണിത നിർദ്ദേശം
ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU),ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU)
ਅਰਪਨੇਟ,അർപാനെറ്റ്
ਐਰੇ,അറേ
ਐਰੇ ਕੈਸ਼,അറേ കാഷെ
ਐਰੇ ਕੰਪਿਊਟਰ,അറേ കമ്പ്യൂട്ടർ
ਐਰੇ ਤੱਤ,അറേ ഘടകം
ਐਰੇ ਨਾਮ,അറേ പേര്
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,അറേ പ്രോസസർ
ਤੀਰ ਕੁੰਜੀਆਂ,അമ്പടയാള കീകൾ
ਉਚਾਰਨ,ഉച്ചാരണം
ਬਿਆਨ ਬਿੰਦੂ,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
ਨਕਲੀ ਸੰਕੁਚਿਤ,കൃത്രിമ കോംപാക്ഷൻ
ਨਕਲੀ ਕੰਟਰੋਲ,കൃത്രിമ നിയന്ത്രണം
ਬਣਾਵਟੀ ਗਿਆਨ,നിർമ്മിത ബുദ്ധി
ਚੜ੍ਹਦਾ,ആരോഹണം
ਵਧਦੀ ਲੜੀ,ആരോഹണ തരം
ASCII ਬੇਟਿਕਲ ਆਰਡਰ,ASCII ബെറ്റിക്കൽ ഓർഡർ
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII നിയന്ത്രണ പ്രതീകം
ASCII ਫਾਈਲ,ASCII ഫയൽ
ASCII ਫੌਂਟ,ASCII ഫോണ്ട്
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII കൈമാറ്റം
ਆਕਾਰ ਅਨੁਪਾਤ,വീക്ഷണാനുപാതം
ਏ.ਐਸ.ਪੀ.ਆਈ,എ.എസ്.പി.ഐ
ASR ਟਾਈਮਰ,ASR ടൈമർ
ਇਕੱਠਾ ਕਰਨਾ,കൂട്ടിച്ചേർക്കുക
ਅਸੈਂਬਲਰ,അസംബ്ലർ
ਅਸੈਂਬਲੀ,അസംബ്ലി
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ,അസംബ്ലി ഭാഷ
ਦਾਅਵਾ,അവകാശവാദം
ਅਸਾਈਨਮੈਂਟ,നിയമനം
ਐਸੋਸੀਏਸ਼ਨ,അസോസിയേഷൻ
ਸਹਿਯੋਗੀ ਪਤਾ,അനുബന്ധ വിലാസം
ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ,അനുബന്ധ മെമ്മറി
ਤਾਰਾ,ആസ്റ്ററിക്
ਅਸਮਿਤ,അസമമായ
ਅਸਿੰਕ੍ਰੋਨਸ,അസമന്വിത
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,അസമന്വിത കൈമാറ്റം
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
ਪਰਮਾਣੂ,ആറ്റം
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,അറ്റാച്ചുചെയ്ത പ്രമാണം
ਨੱਥੀ ਫ਼ਾਈਲ,അറ്റാച്ചുചെയ്ത ഫയൽ
ਲਗਾਵ,ബന്ധം
ਵਿਸ਼ੇਸ਼ਤਾ,ആട്രിബ്യൂട്ട്
ਆਡੀਓ,ഓഡിയോ
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
ਆਡਿਟ ਟ੍ਰੇਲ,ഓഡിറ്റ് ട്രയൽ
ਵਾਧਾ,വർദ്ധിപ്പിക്കൽ
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ
ਲੇਖਕ ਪ੍ਰਣਾਲੀ,എഴുത്ത് സംവിധാനം
ਅਧਿਕਾਰ,അംഗീകാരം
ਆਟੋ ਐਬਸਟਰੈਕਟ,യാന്ത്രിക സംഗ്രഹം
ਆਟੋਬੂਟਿੰਗ,ഓട്ടോബൂട്ടിംഗ്
ਆਟੋਕੈਡ,ഓട്ടോകാഡ്
ਆਟੋਲੌਗ ਚਾਲੂ,ഓട്ടോലോഗ് ഓൺ
ਆਟੋਮੇਟਾ,ഓട്ടോമാറ്റ
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ഓട്ടോമാറ്റ സിദ്ധാന്തം
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,യാന്ത്രിക പിശക് തിരുത്തൽ
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,യാന്ത്രിക പ്രവർത്തനം
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,യാന്ത്രിക ദിനചര്യ
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM),ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം)
ਆਟੋਮੇਸ਼ਨ,ഓട്ടോമേഷൻ
ਸਵੈ ਚਾਲ,ഓട്ടോപ്ലേ
ਸਵੈ-ਸੰਭਾਲ,സ്വയം സംരക്ഷിക്കുക
ਸਹਾਇਕ,സഹായകമായ
ਸਹਾਇਕ ਮੈਮੋਰੀ,സഹായ മെമ്മറി
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,സഹായ സംഭരണം
ਉਪਲਬਧ ਸੂਚੀ,ലഭ്യമായ പട്ടിക
ਉਪਲਬਧ ਸਮਾਂ,ലഭ്യമായ സമയം
ਔਸਤ,ശരാശരി
awk (ਭਾਸ਼ਾ),awk (ഭാഷ)
ਬੈਕਐਂਡ,പിൻഭാഗം
ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ,ബാക്കെൻഡ് പ്രോസസർ
ਬੈਕਫੇਸ ਹਟਾਉਣਾ,ബാക്ക്ഫേസ് നീക്കം
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,പശ്ചാത്തല പ്രോസസ്സിംഗ്
ਬੈਕਿੰਗ ਸਟੋਰ,ബാക്കിംഗ് സ്റ്റോർ
ਬੈਕਪੈਚਿੰਗ,ബാക്ക്പാച്ചിംഗ്
ਬੈਕਸਪੇਸ,ബാക്ക്സ്പേസ്
ਬੈਕਟਰੈਕਿੰਗ,ബാക്ക്ട്രാക്കിംഗ്
ਬੈਕ-ਅੱਪ,ബാക്ക്-അപ്പ്
ਬੈਕਅੱਪ ਮੈਮੋਰੀ,ബാക്കപ്പ് മെമ്മറി
ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ,പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ബാലൻസ് ഷീറ്റ്
ਜਥਾ,ബാൻഡ്
ਬੈਂਡ ਚੌੜਾਈ,ബാൻഡ് വീതി
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,ബാങ്കറുടെ അൽഗോരിതം
ਬਾਰ ਕੋਡ,ബാർ കോഡ്
ਬਾਰ ਕੋਡ ਸਕੈਨਰ,ബാർ കോഡ് സ്കാനർ
ਬਾਰ ਗ੍ਰਾਫ,ബാർ ഗ്രാഫ്
ਅਧਾਰ ਪਤਾ,അടിസ്ഥാന വിലാസം
ਅਧਾਰ ਬੈਂਡ,അടിസ്ഥാന ബാൻഡ്
ਅਧਾਰ ਨੰਬਰ,അടിസ്ഥാന നമ്പർ
ਅਧਾਰ ਸਾਰਣੀ,അടിസ്ഥാന പട്ടിക
ਬੇਸਿਕ,അടിസ്ഥാനം
ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ,അടിസ്ഥാന നിയന്ത്രണം
ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ,അടിസ്ഥാന ഇൻപുട്ട്
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,അടിസ്ഥാന നിർദ്ദേശം
ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ,അടിസ്ഥാന ഔട്ട്പുട്ട്
ਬੁਨਿਆਦੀ ਕਦਮ,അടിസ്ഥാന ഘട്ടം
ਬੈਚ,ബാച്ച്
ਬੈਚ ਫਾਈਲ,ബാച്ച് ഫയൽ
ਬੈਚ ਸਥਿਤੀ,ബാച്ച് സ്ഥാനം
ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ,ബാച്ച് പ്രോസസ്സിംഗ്
ਬੈਚ ਸਿਸਟਮ,ബാച്ച് സിസ്റ്റം
ਬੌਡ,ബൗഡ്
ਬੌਡ ਦਰ,ബാഡ് നിരക്ക്
ਬੀਮ,ബീം
ਬੇਂਚਮਾਰਕ,ബെഞ്ച്മാർക്ക്
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,ദ്വിദിശ ആശയവിനിമയം
ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ,ദ്വിദിശ ലിങ്ക്
ਬਾਈਨਰੀ ਕੋਡ,ബൈനറി കോഡ്
ਬਾਈਨਰੀ ਅੰਕ,ബൈനറി അക്കം
ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS)
ਬਾਈਨਰੀ ਨੰਬਰ,ബൈനറി നമ്പർ
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,ബൈനറി ഓപ്പറേറ്റർ
ਬਾਈਨਰੀ ਸਬੰਧ,ബൈനറി ബന്ധം
ਬਾਈਨਰੀ ਖੋਜ,ബൈനറി തിരയൽ
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),ബൈനറി സെർച്ച് ട്രീ (BST)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,ബൈനറി കൈമാറ്റം
ਬਾਈਨਰੀ ਰੁੱਖ,ബൈനറി മരം
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,ബൈപോളാർ മെമ്മറി
ਜਨਮ ਮੌਤ ਮਾਡਲ,ജനന മരണ മാതൃക
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,ജനന മരണ പ്രക്രിയ
ਬਿੱਟ,ബിറ്റ്
ਬਿੱਟ ਨੁਕਸ,ചെറിയ തെറ്റ്
ਬਿੱਟ ਨਕਸ਼ਾ,ബിറ്റ് മാപ്പ്
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),ബിറ്റ് മാപ്പ് പിക്സൽ (BMP)
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,ബിറ്റ് മാട്രിക്സ്
ਬਿੱਟ ਪੈਟਰਨ,ബിറ്റ് പാറ്റേൺ
ਬਿੱਟ ਸਥਿਤੀ,ബിറ്റ് സ്ഥാനം
ਬਿੱਟ ਰੇਟ,ബിറ്റ് നിരക്ക്
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,ബ്ലാക്ക് ബോക്സ് പരിശോധന
ਝਪਕਣਾ,മിന്നിമറയുന്നു
ਬਲਾਕ,തടയുക
ਬਲਾਕ ਕੈਸ਼,കാഷെ തടയുക
ਬਲਾਕ ਚੈੱਕ,ബ്ലോക്ക് ചെക്ക്
ਬਲਾਕ ਕਾਪੀ,ബ്ലോക്ക് കോപ്പി
ਬਲਾਕ ਚਿੱਤਰ,ബ്ലോക്ക് ഡയഗ്രം
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,തടയൽ ശൃംഖല
ਫੱਟੀ,ബോർഡ്
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,ബുക്ക് മാർക്ക്
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,ബൂലിയൻ ബീജഗണിതം
ਬੂਲੀਅਨ ਸਬੰਧ,ബൂളിയൻ ബന്ധം
ਬੂਟ ਭਾਗ,ബൂട്ട് പാർട്ടീഷൻ
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,ബൂട്ട് സ്ട്രാപ്പിംഗ്
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
ਪੁਲ,പാലം
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
ਪ੍ਰਸਾਰਣ,പ്രക്ഷേപണം
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,പ്രക്ഷേപണം റേഡിയോ
ਬਰਾਊਜ਼ ਕਰੋ,ബ്രൗസ് ചെയ്യുക
ਬਰਾਊਜ਼ਰ,ബ്രൗസർ
ਬੀ-ਰੁੱਖ,ബി-ട്രീ
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,ബബിൾ മെമ്മറി
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,ബബിൾ അടുക്കുക
ਬਾਲਟੀ,ബക്കറ്റ്
ਦੋਸਤ ਸਿਸਟਮ,ബഡ്ഡി സിസ്റ്റം
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
ਬਫਰ,ബഫർ
ਬੱਗ,ബഗ്
ਬੱਸ,ബസ്
ਬਾਈਟ,ബൈറ്റ്
ਬਾਈਟ ਕੋਡ,ബൈറ്റ് കോഡ്
c,സി
C++,C++
ਕੈਸ਼,കാഷെ
ਕੈਸ਼ ਬਫਰ,കാഷെ ബഫർ
ਕੈਸ਼ ਮੈਮੋਰੀ,കാഷെ മെമ്മറി
ਗਣਨਾ,കണക്കുകൂട്ടല്
ਕੈਲਕੁਲੇਟਰ,കാൽക്കുലേറ്റർ
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,കാൽക്കുലേറ്റർ ചിപ്പ്
ਕਾਲ ਕਰੋ,വിളി
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,പേര് വിളിക്കുക
