Marathi,Malayalam
"B-क्षितिज,&quot;B-","ബി-ചക്രവാളം,&quot;ബി-"
बायट,ബിയാറ്റ്
बाईंडर,ബൈൻഡർ
बंधनकारक साहित्य,ബൈൻഡിംഗ് മെറ്റീരിയൽ
बायोटचा सिद्धांत,ബയോട്ടിന്റെ സിദ്ധാന്തം
बिटुमेन,ബിറ്റുമെൻ
काळी कापूस माती,കറുത്ത പരുത്തി മണ്ണ്
काळी पृथ्वी,കറുത്ത ഭൂമി
काळी हरळीची माती,കറുത്ത ടർഫ് മണ്ണ്
ब्लेड,ബ്ലേഡ്
ब्लास्ट फर्नेस स्लॅग सिमेंट,ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ് സിമന്റ്
ब्लॉक रचना,ബ്ലോക്കി ഘടന
बोगी प्रतिकार,ബോഗി പ്രതിരോധം
बोग-लोह धातू,ബോഗ്-ഇരുമ്പ് അയിര്
बाँड,ബോണ്ട്
बंधपत्रित सदस्य,ബന്ധിത അംഗം
बंध पोस्ट टेंशनिंग,ബോണ്ടഡ് പോസ്റ്റ് ടെൻഷനിംഗ്
बोंड दगड,ബോണ്ട് കല്ല്
बांधलेले पाणी,കെട്ടിയ വെള്ളം
पेटी गटर,ബോക്സ് ഗട്ടർ
ब्रेस,ബ്രേസ്
वीट-ऑन-एज,ബ്രിക്ക്-ഓൺ-എഡ്ജ്
लगाम,കടിഞ്ഞാൺ
तेज,തെളിച്ചം
तपकिरी माती,തവിട്ട് മണ്ണ്
इमारत,കെട്ടിടം
इमारत सर्वेक्षक,ബിൽഡിംഗ് സർവേയർ
बफर,ബഫർ
बफर वक्र,ബഫർ കർവ്
बफरिंग,ബഫറിംഗ്
बफरिंग क्षमता,ബഫറിംഗ് ശേഷി
बंदर,ബണ്ടർ
बट्रेस,ബട്രസ്
सी-क्षितिज,സി-ചക്രവാളം
केबल,കേബിൾ
केबल मोल्डिंग,കേബിൾ മോൾഡിംഗ്
केबल टाकणे,കേബിളിംഗ്
केबिन,ചെറിയമുറി
केबिन हुक,ക്യാബിൻ ഹുക്ക്
कपाट,കാബിനറ്റ്
कॅबोल्ट सोडला,കാബോൾട്ട് ഉപേക്ഷിച്ചു
कॅफेटेरिया,കഫറ്റീരിയ
पिंजरा,കൂട്ടിൽ
पिंजरा बांधकाम,കൂട് നിർമ്മാണം
काईनचे सूत्र,കയീൻ ഫോർമുല
कैसन,കൈസൺ
कॅसन रोग,കെയ്സൺ രോഗം
Caisson पाया,കൈസൺ ഫൗണ്ടേഷൻ
Caisson ढीग,കൈസൺ ചിത
चुनखडीची वीट,കാൽക്കറിയസ് ഇഷ്ടിക
चुनखडीयुक्त चिकणमाती,സുഷിരമുള്ള കളിമണ്ണ്
चुनखडीयुक्त कवच,സുഷിരമുള്ള പുറംതോട്
कॅल्सिफिकेशन,കാൽസിഫിക്കേഷൻ
कॅल्सीनेशन,കാൽസിനേഷൻ
कॅल्सीन,കാൽസൈൻ
कॅल्साइट,കാൽസൈറ്റ്
कॅल्शियम-अल्युमिनेट सिमेंट,കാൽസ്യം-അലുമിനേറ്റ് സിമന്റ്
कॅल्शियम-सिलिकेट वीट,കാൽസ്യം-സിലിക്കേറ്റ് ഇഷ്ടിക
कॅल्शियम-सिलिकेट हायड्रेट,കാൽസ്യം-സിലിക്കേറ്റ് ഹൈഡ്രേറ്റ്
कॅलिचे,കാലിച്ചെ
कॅलिफोर्निया बेअरिंग रेशो,കാലിഫോർണിയ ബെയറിംഗ് റേഷ്യോ
कॅलिपर,കാലിപ്പർ
कॅलरीमीटर,കലോറിമീറ്റർ
कांबर,കാംബർ
कालवा,കനാൽ
छत,മേലാപ്പ്
कॅन्टिलिव्हर फूटिंग,കാന്റിലിവർ ഫൂട്ടിംഗ്
टोपी,തൊപ്പി
क्षमता,ശേഷി
एइल ट्रॅकची क्षमता,എയിൽ ട്രാക്കിന്റെ ശേഷി
कॅप केबल,തൊപ്പി കേബിൾ
केशिका,കാപ്പിലാരിറ്റി
केशिका ब्रेक,കാപ്പിലറി ബ്രേക്ക്
केशिका प्रवाह,കാപ്പിലറി ഒഴുക്ക്
केशिका ओलावा किंवा केशिका पाणी,കാപ്പിലറി ഈർപ്പം അല്ലെങ്കിൽ കാപ്പിലറി വെള്ളം
केशिका छिद्र जागा,കാപ്പിലറി പോർ സ്പേസ്
केशिका सच्छिद्रता,കാപ്പിലറി പൊറോസിറ്റി
केशिका जागा,കാപ്പിലറി സ്പേസ്
वेग कॅप्चर करा,ക്യാപ്‌ചർ വേഗത
कार्बोनेशन,കാർബണേഷൻ
कार्बन ब्लॅक,കാർബൺ കറുപ്പ്
कास्टबल रेफ्रेक्ट्री,കാസ്റ്റ്ബിൾ റിഫ്രാക്റ്ററി
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,കാസ്റ്റ്-ഇൻ-പ്ലേസ് അല്ലെങ്കിൽ കാസ്റ്റ്-ഇൻ-സിറ്റു
कास्ट-इन-प्लेस मेख,കാസ്റ്റ്-ഇൻ-പ്ലേസ് പൈൽ
एरंडेल,ജാതി
कास्ट दगड,എറിയുന്ന കല്ല്
उत्प्रेरक,കാറ്റലിസ്റ്റ്
कॅटेना,കാറ്റെന
मांजरीचा चेहरा,പൂച്ച മുഖം
मांजरीचे डोके,പൂച്ചയുടെ തല
कॅशन,കാറ്റേഷൻ
मांजर चालणे,പൂച്ച നടത്തം
पोकळ्या निर्माण होणे नुकसान,കാവിറ്റേഷൻ കേടുപാടുകൾ
Celite,സെലൈറ്റ്
सेल्युलर कंक्रीट,സെല്ലുലാർ കോൺക്രീറ്റ്
सेल्युलर बांधकाम,സെല്ലുലാർ നിർമ്മാണം
सिमेंट,സിമന്റ്
"सिमेंट, बिटुमिनस","സിമന്റ്, ബിറ്റുമിനസ്"
"सिमेंट, उच्च शक्ती","സിമന്റ്, ഉയർന്ന ശക്തി"
"सिमेंट, हायड्रॉलिक","സിമന്റ്, ഹൈഡ്രോളിക്"
"सिमेंट, कमी उष्णता","സിമന്റ്, കുറഞ്ഞ ചൂട്"
"सिमेंट, दगडी बांधकाम","സിമന്റ്, കൊത്തുപണി"
"सिमेंट, नैसर्गिक","സിമന്റ്, പ്രകൃതി"
"सिमेंट, पोर्टलँड","സിമന്റ്, പോർട്ട്ലാൻഡ്"
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग","സിമന്റ്, പോർട്ട്ലാൻഡ് ബ്ലാസ്റ്റ് ഫർണസ് സ്ലാഗ്"
"सिमेंट, पोर्टलँड पोझोलन","സിമന്റ്, പോർട്ട്ലാൻഡ് പോസോളാൻ"
"सिमेंट, स्लॅग","സിമന്റ്, സ്ലാഗ്"
"सिमेंट, सल्फेट प्रतिरोधक","സിമന്റ്, സൾഫേറ്റ് പ്രതിരോധം"
"सिमेंट, सुपर सल्फेट","സിമന്റ്, സൂപ്പർ സൾഫേറ്റ്"
"सिमेंट, पांढरा","സിമന്റ്, വെള്ള"
सिमेंट-एकूण प्रमाण,സിമന്റ്-അഗ്രഗേറ്റ് അനുപാതം
सिमेंट सामग्री,സിമന്റ് ഉള്ളടക്കം
सिमेंट जेल,സിമന്റ് ജെൽ
सिमेंट बंदूक,സിമന്റ് തോക്ക്
सिमेंटची भट्टी,സിമന്റ് ചൂള
सिमेंट पेंट,സിമന്റ് പെയിന്റ്
सिमेंट प्लास्टर,സിമന്റ് പ്ലാസ്റ്റർ
सिमेंट खडक,സിമന്റ് പാറ
सिमेंट स्लरी,സിമന്റ് സ്ലറി
सिमेंट स्टोरेज,സിമന്റ് സംഭരണം
सिमेंटेशन प्रक्रिया,സിമന്റേഷൻ പ്രക്രിയ
केंद्रीकरण,കേന്ദ്രീകരിക്കുന്നു
सेंटरिंग आणि शटरिंग,കേന്ദ്രീകരിക്കലും ഷട്ടറിംഗും
केंद्रीय मिश्रित कंक्रीट,സെൻട്രൽ മിക്സഡ് കോൺക്രീറ്റ്
मध्यवर्ती मिक्सर,സെൻട്രൽ മിക്സർ
केंद्रापसारक पंखा,അപകേന്ദ്ര ഫാൻ
खडू,ചോക്ക്
चांफर,ചാംഫർ
चेंफर पट्टी,ചേംഫർ സ്ട്രിപ്പ്
चॅनेल बीम,ചാനൽ ബീം
वैशिष्ट्यपूर्ण भार,സ്വഭാവസവിശേഷത ലോഡ്
वैशिष्ट्यपूर्ण ताकद,സ്വഭാവ ശക്തി
चार्ज बंद,ചാർജ്ജ് ഓഫ്
चार्ज होत आहे,ചാർജിംഗ്
तपासत आहे,പരിശോധിക്കുന്നു
रासायनिक बंध,കെമിക്കൽ ബോണ്ട്
चेरनोझेम,ചെർനോസെം
चेस्टनट माती,ചെസ്റ്റ്നട്ട് മണ്ണ്
चिमणी गटर,ചിമ്മിനി ഗട്ടർ
चिप बोर्ड,ചിപ്പ് ബോർഡ്
चिपिंग,ചിപ്പിംഗ്
चिप्स,ചിപ്സ്
चुटे,ചട്ടി
वर्ग (काँक्रीटचा),ക്ലാസ് (കോൺക്രീറ്റ്)
चिकणमाती,കളിമണ്ണ്
चिकणमाती सामग्री,കളിമൺ ഉള്ളടക്കം
मातीचा तवा,കളിമൺ പാൻ
क्लीनआउट,പൂർണമായി കാലിയാക്കുക
साफ करा,ക്ലീനപ്പ്
क्लीट,ക്ലീറ്റ്
क्लिंकर,ക്ലിങ്കർ
क्लिप,ക്ലിപ്പ്
गोठणे,കട്ടപിടിക്കൽ
खडबडीत एकूण,നാടൻ മൊത്തത്തിലുള്ളത്
खडबडीत दाणेदार माती,പരുക്കൻ ധാന്യമുള്ള മണ്ണ്
कोट,കോട്ട്
कोफर धरण,കോഫർ ഡാം
एकसंधता,ഒത്തുചേരൽ
कोलायड,കൊളോയിഡ്
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം
कोलाइडल प्रणाली,കൊളോയ്ഡൽ സിസ്റ്റം
कोल्व्हियल माती,കൊളുവിയൽ മണ്ണ്
स्तंभ,കോളം
कॉम्बेड फिनिश,കോമ്പഡ് ഫിനിഷ്
एकत्रित पाया,സംയോജിത കാൽപ്പാദം
एकत्रित पाणी,സംയോജിത വെള്ളം
सामान्य खोली,പൊതു മുറി
पूर्णत्वाचे प्रमाणपत्र,പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്
घटक चौरस,ഘടകം ചതുരം
काँक्रीट,കോൺക്രീറ്റ്
काँक्रिशन,കോൺക്രീഷൻ
एकत्रित दर/सपाट दर,ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്
दूषित पदार्थ,മലിനീകരണം
पाककला alcove,ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു
सामना करणे,നേരിടുകയാണ്
कॉर्बेल,കോർബെൽ
कॉर्निस,കോർണിസ്
कपलर,കപ്ലർ
"युग्मक, दुहेरी","കപ്ലർ, ഇരട്ട"
"कपलर, पुटलॉग","കപ്ലർ, പുട്ട്ലോഗ്"
"युग्मक, कुंडा","കപ്ലർ, സ്വിവൽ"
अभ्यासक्रम,കോഴ്സ്
यादृच्छिक भंगार दगडी बांधकाम,ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
झाकलेले क्षेत्र,മൂടിയ പ്രദേശം
रांगणे,ഇഴയുക
रांगणे गुणांक,ക്രീപ്പ് കോഫിഫിഷ്യന്റ്
क्रोटोवाइन,ക്രോട്ടോവിൻ
कावळा पाय,കാക്ക കാൽ
लहानसा तुकडा रचना,നുറുക്കിന്റെ ഘടന
अंकुश,കർബ്
चालू,നിലവിലുള്ളത്
वक्र प्रतिकार,വക്ര പ്രതിരോധം
ओलसर पुरावा कोर्स,ഈർപ്പം പ്രൂഫ് കോഴ്സ്
पूर्ण होण्याची तारीख,പൂർത്തിയാക്കിയ തീയതി
मृत भार,ഡെഡ് ലോഡ്
मृत पाणी,ചത്ത വെള്ളം
डेसिबल,ഡെസിബെൽ
Deflocculation,ഡിഫ്ലോക്കുലേഷൻ
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം
एकत्रीकरणाची पदवी,അഗ്രഗേഷൻ ബിരുദം
फैलाव पदवी,വ്യാപനത്തിന്റെ അളവ്
संपृक्तता पदवी,സാച്ചുറേഷൻ ഡിഗ്രി
घनता,സാന്ദ്രത
वाळवंट फुटपाथ,മരുഭൂമിയിലെ നടപ്പാത
वाळवंटी माती,മരുഭൂമിയിലെ മണ്ണ്
तपशील,വിശദാംശങ്ങൾ
विकास कालावधी,വികസന കാലയളവ്
डी-क्षितिज,ഡി-ചക്രവാളം
कर्ण बंध,ഡയഗണൽ ബോണ്ട്
आकृती,ഡയഗ്രം
डिजिटल डॉक,ഡിജിറ്റൽ ഡോക്ക്
विभेदक पाणी दर,വ്യത്യസ്ത ജലനിരക്ക്
सौम्य वायुवीजन,ഡില്യൂഷൻ വെന്റിലേഷൻ
डिलुव्हियम,ഡിലുവിയം
जेवणाची खोली,ഡൈനിംഗ് റൂം
दिशा पेग,ദിശ കുറ്റി
फैलाव,വിസരണം
डिस्टेंपर,ഡിസ്റ്റെമ്പർ
गोदी,മുറിവാല്
दार,വാതിൽ
डोर्मर,ഡോർമർ
डॉर्मर चेक,ഡോർമർ പരിശോധന
दुहेरी फ्लेमिश बाँड,ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്
दुहेरी थर,ഇരട്ട പാളി
डोवेल,ഡോവൽ
रेखाचित्र बोर्ड,വരക്കാനുള്ള ബോർഡ്
रेखाचित्र खोली,സന്ദര്ശകമുറി
वाहून नेणे,ഡ്രിഫ്റ്റ്
कोरडे बल्ब तापमान,ഉണങ്ങിയ ബൾബ് താപനില
कोरडी गोदी,ഡ്രൈ ഡോക്ക്
कोरडे रबर दगडी बांधकाम,ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി
डच बाँड,ഡച്ച് ബോണ്ട്
बटू भिंत,കുള്ളൻ മതിൽ
निवास एकक,പാർപ്പിട യൂണിറ്റ്
इव्ह,ഈവ്
Eaves गटर,ഈവ്സ് ഗട്ടർ
आर्थिक व्यवहार्यता,സാമ്പത്തിക സാധ്യത
एक्टोडायनामॉर्फिक माती,എക്ടോഡൈനാമോർഫിക് മണ്ണ്
एडी,എഡ്ഡി
प्रभावी आकार,ഫലപ്രദമായ വലിപ്പം
फुलणे,പുഷ്പം
सांडपाणी,മലിനജലം
उत्थान,ഉയരത്തിലുമുള്ള
एलिव्हिएशन,എലുവിയേഷൻ
एल्युव्हियम,എലൂവിയം
एंडोडायनामॉर्फिक माती,എൻഡോഡൈനാമോർഫിക് മണ്ണ്
अभियांत्रिकी व्यवहार्यता,എഞ്ചിനീയറിംഗ് സാധ്യത
इंग्रजी बंधन,ഇംഗ്ലീഷ് ബോണ്ട്
इंग्रजी बाग भिंत बंधन,ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്
"EPM (समतुल्य प्रति दशलक्ष),&quot;","EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;"
समतुल्य वजन,തുല്യ ഭാരം
अर्ग,ഉദാ
अदलाबदल करण्यायोग्य,കൈമാറ്റം ചെയ്യാവുന്നത്
एक्सचेंज करण्यायोग्य आम्लता,കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി
एक्सचेंजेबल सोडियम टक्केवारी (ESP),കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP)
ई.एस.पी.,ഇ.എസ്.പി.
एक्सचेंज आंबटपणा,അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക
एक्सचेंज कॉम्प्लेक्स,എക്സ്ചേഞ്ച് കോംപ്ലക്സ്
एक्झॉस्ट,എക്സോസ്റ്റ്
उघड समाप्त,തുറന്ന ഫിനിഷ്
डोळा,കണ്ണ്
डोळा कपाळ,കണ് പുരികം
तोंड देत,അഭിമുഖീകരിക്കുന്നു
बाँडचा सामना करत आहे,ഫേസിംഗ് ബോണ്ട്
सुरक्षिततेचा घटक,സുരക്ഷാ ഘടകം
पडणे,വീഴ്ച
फेसिया,ഫേഷ്യ
फेशिया बोर्ड,ഫേഷ്യൽ ബോർഡ്
दोष,തെറ്റ്
फील्ड ओलावा,വയലിലെ ഈർപ്പം
अंतिम ओलावा समतुल्य,അന്തിമ ഈർപ്പം തുല്യമാണ്
फिलेट (मोर्टारचा),ഫില്ലറ്റ് (മോർട്ടാർ)
अंतिम,ഫൈനൽ
अंतिम मोजमाप,അന്തിമ അളവ്
अंतिम पेमेंटq,അന്തിമ പേയ്മെന്റ്q
अंतिम पूर्व ताण,ഫൈനൽ പ്രീ-സ്ട്രെസ്
अंतिम ताण,അവസാന പിരിമുറുക്കം
आर्थिक व्यवहार्यता,സാമ്പത്തിക സാധ്യത
उत्तम एकूण,ഫൈൻ അഗ്രഗേറ്റ്
फुटलेला खडक,പിളർന്ന പാറ
ध्वजाचा दगड,പതാക കല്ല്
फ्लेमिश बाँड,ഫ്ലെമിഷ് ബോണ്ട്
चमकत आहे,മിന്നുന്നു
चमकणारा प्रवाह,മിന്നുന്ന പ്രവാഹം
सपाट छप्पर,പരന്ന മേൽക്കൂര
फ्लेचे,ഫ്ലെഷെ
फ्लेमिश गार्डन भिंत बंधन,ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്
चकमक,ഫ്ലിന്റ്
चकमक भिंत,ഫ്ലിന്റ് മതിൽ
फ्लोटिंग मजला,ഫ്ലോട്ടിംഗ് ഫ്ലോർ
फ्लोक्युलेशन,ഫ്ലോക്കുലേഷൻ
फ्लोक्युलेशन मर्यादा,ഫ്ലോക്കുലേഷൻ പരിധി
फ्लोक्युलेशन गुणोत्तर,ഫ്ലോക്കുലേഷൻ അനുപാതം
फ्लोक्युल्स,ഫ്ലോക്കുളുകൾ
मजला,തറ
मजला सील,ഫ്ലോർ സീൽ
प्रवाह,ഒഴുക്ക്
चढ - उतार,ഏറ്റക്കുറച്ചിലുകൾ
फूटिंग,കാൽനടയായി
पाया,ഫൗണ്ടേഷൻ
फ्री फॉल बॅरो टॉपिंग मिक्सर,ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ
फ्री फॉल मिक्सर (ड्रम प्रकार),ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം)
मुक्त दगड,സ്വതന്ത്ര കല്ല്
फ्रेशेट,ഫ്രെഷെറ്റ്
घर्षण ढीग,ഘർഷണ കൂമ്പാരം
बेडूक,തവള
गॅबल,ഗേബിൾ
गॅबलेट,ഗബ്ലെറ്റ്
Gambrel छप्पर,ഗാംബ്രൽ മേൽക്കൂര
गेज,ഗേജ്
गेजिंग विभाग,അളക്കൽ വിഭാഗം
गेजिंग स्टेशन,ഗേജിംഗ് സ്റ്റേഷൻ
सामान्य स्थान योजना,പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ
सामान्य वायुवीजन,പൊതു വെന്റിലേഷൻ
G क्षितीज किंवा gley क्षितीज,ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം
पर्यंत हिमनदी,വരെ ഗ്ലേഷ്യൽ
Gneiss,ഗ്നീസ്
माल यार्ड,ഗുഡ്സ് യാർഡ്
ग्रेडियंट प्रतिकार,ഗ്രേഡിയന്റ് പ്രതിരോധം
ग्रॅनाइट,ഗ്രാനൈറ്റ്
दाणेदार रचना,ഗ്രാനുലാർ ഘടന
दाणेदार,ഗ്രാനുലേഷൻ
ग्रेन्युल,ഗ്രാനുൾ
गुरुत्वाकर्षण मुक्त पाणी,ഗുരുത്വാകർഷണ ജല രഹിത ജലം
गुरुत्वाकर्षण यार्ड,ഗുരുത്വാകർഷണ മുറ്റം
ग्रेट माती गट,വലിയ മണ്ണ് ഗ്രൂപ്പ്
ग्रिलेज फाउंडेशन,ഗ്രില്ലേജ് അടിസ്ഥാനം
ग्राउंड हँड मोल्डिंग,ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്
गटबद्ध डॉक,ഗ്രൂപ്പുചെയ്ത ഡോക്ക്
समूह गृहनिर्माण,ഗ്രൂപ്പ് ഭവനം
अतिथी खोली,അതിഥി മുറി
गटार,ഗട്ടർ
गटार वाहक,ഗട്ടർ വഹിക്കുന്നയാൾ
गटर तपासणी,ഗട്ടർ പരിശോധന
हॅमर ड्रेसिंग,ചുറ്റിക ഡ്രസ്സിംഗ്
बंदर,തുറമുഖം
आश्रयाचे बंदर,അഭയകേന്ദ്രം
कडक पॅन,ഹാർഡ് പാൻ
शीर्षलेख,തലക്കെട്ട്
हेडर बॉण्ड,തലക്കെട്ട് ബോണ്ട്
हेडर कोर्स,ഹെഡ്ഡർ കോഴ്സ്
हेड गेटची रचना,ഹെഡ് ഗേറ്റ് ഘടന
कालव्याचे प्रमुख,കനാലിന്റെ തലവൻ
हेड रेग्युलेटर,ഹെഡ് റെഗുലേറ്റർ
हेरिंग हाडांचे बंधन,മത്തി അസ്ഥിബന്ധം
हृदयविकार,ഹൃദയം
भिजण्याची उष्णता,നനവിന്റെ ചൂട്
उच्च अॅल्युमिना सिमेंट,ഉയർന്ന അലുമിന സിമന്റ്
हिप,ഹിപ്
हिप कॅपिंग,ഹിപ് ക്യാപ്പിംഗ്
नितंब टोक,ഇടുങ്ങിയ അറ്റം
हुड,ഹുഡ്
हुड मोल्डिंग,ഹുഡ് മോൾഡിംഗ്
हुकचा कायदा,ഹുക്കിന്റെ നിയമം
हूप लोह,വളയം ഇരുമ്പ്
क्षितिज,ചക്രവാളം
आर्द्रीकरण,ഹ്യുമിഡിഫിക്കേഷൻ
"आर्द्रता, निरपेक्ष","ഈർപ്പം, കേവല"
"आर्द्रता, सापेक्ष","ഈർപ്പം, ആപേക്ഷികം"
कुबड्याचे अंगण,ഹമ്പ് യാർഡ്
हायड्रोलिक दाब,ഹൈഡ്രോളിക് മർദ്ദം
हायड्रेशन,ജലാംശം
हायड्रोलिसिस,ജലവിശ്ലേഷണം
हायड्रोलाइटिक आम्लता,ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി
हायड्रोमॉर्फिक माती,ഹൈഡ്രോമോർഫിക് മണ്ണ്
