Malayalam,Odiya
നിശിത കോണുള്ള ത്രികോണം,ତୀବ୍ର କୋଣିଆ ତ୍ରିରଙ୍ଗା |
അസൈക്ലിക്,acyclic
ചേർക്കുക,ଯୋଡନ୍ତୁ |
ചേർക്കുന്നയാൾ,ଆଡର୍
കൂട്ടിച്ചേർക്കൽ,ଯୋଗ
കൂട്ടിച്ചേർക്കൽ സൂത്രവാക്യം,ଯୋଗ ସୂତ୍ର
സങ്കീർണ്ണ സംഖ്യകളുടെ കൂട്ടിച്ചേർക്കൽ,ଜଟିଳ ସଂଖ୍ୟାଗୁଡ଼ିକର ଯୋଗ |
പ്രവർത്തനങ്ങളുടെ കൂട്ടിച്ചേർക്കൽ,କାର୍ଯ୍ୟଗୁଡ଼ିକର ଯୋଗ
മെട്രിക്സുകളുടെ കൂട്ടിച്ചേർക്കൽ,ମାଟ୍ରିକ୍ସର ଯୋଗ
ബഹുപദങ്ങളുടെ കൂട്ടിച്ചേർക്കൽ,ବହୁଭାଷୀ ଯୋଗ |
സാധ്യതകളുടെ കൂട്ടിച്ചേർക്കൽ,ସମ୍ଭାବ୍ୟତାର ଯୋଗ |
വെക്റ്ററുകളുടെ കൂട്ടിച്ചേർക്കൽ,ଭେକ୍ଟର ଯୋଗ
കൂട്ടിച്ചേർക്കൽ സിദ്ധാന്തം,ଯୋଗ ତତ୍ତ୍ୱ
സങ്കലന ഗ്രൂപ്പ്,ଯୋଗୀ ଗୋଷ୍ଠୀ |
വിപരീത വിപരീതം,ଯୋଗୀ ଓଲଟା |
അഡിറ്റീവ് പ്രോപ്പർട്ടി,ଯୋଗୀ ସମ୍ପତ୍ତି |
അഡിറ്റിവിറ്റി,ଯୋଗୀତା |
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
തൊട്ടടുത്തുള്ള,ସଂଲଗ୍ନ
അടുത്തുള്ള കോണുകൾ,ସଂଲଗ୍ନ କୋଣ
തൊട്ടടുത്തുള്ള ശീർഷകം,ସଂଲଗ୍ନ ଭର୍ଟେକ୍ସ |
ചേരുക,ସଂଲଗ୍ନ
തൊട്ടടുത്തുള്ള,ସଂଲଗ୍ନ
അനുബന്ധ ഡിറ്റർമിനന്റ്,ନିର୍ଣ୍ଣୟକାରୀ
അനുബന്ധ ഡിഫറൻഷ്യൽ സമവാക്യം,ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ
അനുബന്ധ സമവാക്യം,ସମୀକରଣ
അനുബന്ധ മാട്രിക്സ്,ମ୍ୟାଟ୍ରିକ୍ସ ଯୋଡନ୍ତୁ |
മാട്രിക്സിന്റെ അനുബന്ധം,ମାଟ୍ରିକ୍ସର ଯୋଗ
അഡ്ജുഗേറ്റ് മാട്രിക്സ്,ମ୍ୟାଟ୍ରିକ୍ସ ଆଡୁଗେଟ୍ କରନ୍ତୁ |
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ
അനുവദനീയമായ അനുമാനം,ଗ୍ରହଣୀୟ ଅନୁମାନ
എയറോഡൈനാമിക് ശക്തി,ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |
എയറോഡൈനാമിക്സ്,ଏରୋଡାଇନାମିକ୍ସ |
അഫൈൻ ജ്യാമിതി,ଆଫାଇନ୍ ଜ୍ୟାମିତି |
അഫൈൻ മാപ്പിംഗ്,ଆଫାଇନ୍ ମ୍ୟାପିଙ୍ଗ୍ |
അഫൈൻ പരിവർത്തനം,ଆଫାଇନ୍ ଟ୍ରାନ୍ସଫର୍ମେସନ୍ |
അഗ്രഗേറ്റിംഗ് വേരിയബിളുകൾ,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
ബീജഗണിതം,ବୀଜ ବିବେଚନା
ബീജഗണിതപരമായി അടച്ചിരിക്കുന്നു,ବୀଜ ବର୍ଣ୍ଣିତ ଭାବରେ ବନ୍ଦ |
ബീജഗണിത സമവാക്യം,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
ബീജഗണിത പദപ്രയോഗം,ବୀଜ ବର୍ଣ୍ଣନା
ബീജഗണിത രൂപം,ବୀଜ ବର୍ଣ୍ଣିତ ଫର୍ମ |
ബീജഗണിത പ്രവർത്തനം,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
ബീജഗണിത ജ്യാമിതി,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
ബീജഗണിത ഗുണിതം,ବୀଜ ବର୍ଣ୍ଣିତ ଗୁଣ |
ബീജഗണിത വ്യവസ്ഥ,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
വിഹിതം പ്രശ്നം,ବଣ୍ଟନ ସମସ୍ୟା
അക്ഷരമാലാ ക്രമം,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
അക്ഷരമാലാക്രമം,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
ഇതര കോൺ,ବିକଳ୍ପ କୋଣ
ഒന്നിടവിട്ട രൂപം,ବିକଳ୍ପ ଫର୍ମ |
ഇതര ഗ്രൂപ്പ്,ବିକଳ୍ପ ଗୋଷ୍ଠୀ
ഒന്നിടവിട്ട മാട്രിക്സ്,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
ഒന്നിടവിട്ട പരമ്പര,ବିକଳ୍ପ କ୍ରମ |
ഇതര സിദ്ധാന്തം,ବିକଳ୍ପ ଅନୁମାନ
ഇതര ഒപ്റ്റിമ,ବିକଳ୍ପ ଅପ୍ଟିମା |
ഇതര ഫലം,ବିକଳ୍ପ ଫଳାଫଳ |
അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ,ଆନାଗଲ୍-ଟୁ-ଡିଜିଟାଲ୍ କନଭର୍ଟର |
അനലോഗ് കമ്പ്യൂട്ടർ,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
വിശകലനം,ବିଶ୍ଳେଷଣ |
സഹവർത്തിത്വത്തിന്റെ വിശകലനം,କୋଭାରିଆନ୍ସର ବିଶ୍ଳେଷଣ |
എണ്ണൽ ഡാറ്റയുടെ വിശകലനം,ଗଣନା ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
വ്യതിയാനത്തിന്റെ വിശകലനം,ଭିନ୍ନତାର ବିଶ୍ଳେଷଣ |
അനലിറ്റിക് ജ്യാമിതി,ଆନାଲିଟିକ୍ ଜ୍ୟାମିତି |
വിശകലന പ്രവർത്തനം,ଆନାଲିଟିକ୍ କାର୍ଯ୍ୟ
കോൺ,କୋଣ
കോൺടാക്റ്റ് കോൺ,ଯୋଗାଯୋଗ କୋଣ
വ്യതിചലനത്തിന്റെ കോൺ,ବିଘ୍ନର କୋଣ |
വിഷാദത്തിന്റെ ആംഗിൾ,ଉଦାସୀନତାର କୋଣ
വ്യതിയാനത്തിന്റെ കോൺ,ବିଘ୍ନର କୋଣ |
ഡിഫ്രാക്ഷൻ കോൺ,ବିଭାଜନର କୋଣ |
എലവേഷൻ കോൺ,ଉଚ୍ଚତାର କୋଣ
സംഭവത്തിന്റെ കോൺ,ଘଟଣାର କୋଣ
പ്രൊജക്ഷൻ കോൺ,ପ୍ରୋଜେକ୍ଟର କୋଣ
പ്രതിഫലനത്തിന്റെ കോൺ,ପ୍ରତିଫଳନ କୋଣ
അപവർത്തന കോൺ,ପ୍ରତିଫଳନ କୋଣ
ഭ്രമണകോണ്,ଘୂର୍ଣ୍ଣନ କୋଣ
മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ,ସମୁଦାୟ ପ୍ରତିଫଳନର କୋଣ |
കോണീയ ത്വരണം,କୋଣାର୍କ ତ୍ୱରଣ |
കോണീയ ചലനം,କୋଣାର୍କ ଗତି |
കോണീയ വേഗത,କୋଣାର୍କ ଗତି
കോണീയ പ്രവേഗം,କୋଣାର୍କ ବେଗ |
വാർഷികം,annulus
ഉത്തരം,ଉତ୍ତର ଦିଅ
ആന്റി-ഡെറിവേറ്റീവ്,ଆଣ୍ଟି-ଡେରିଭେଟିଭ୍ |
ആന്റിസിമെട്രിക് പ്രവർത്തനം,ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
ബാധകമാണ്,ପ୍ରଯୁଜ୍ୟ |
അപേക്ഷ,ପ୍ରୟୋଗ
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ପ୍ରୟୋଗ ହୋଇଥିବା ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
പ്രയോഗിച്ച ജ്യാമിതി,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
ഏകദേശം,ପାଖାପାଖି
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
ഏകദേശ രീതി,ଆନୁମାନିକ ପଦ୍ଧତି |
ഏകദേശ പരിഹാരം,ଆନୁମାନିକ ସମାଧାନ
ഏകദേശ പ്രശ്നം,ଆନୁମାନିକ ସମସ୍ୟା
ഏകദേശ സ്വത്ത്,ଆନୁମାନିକ ସମ୍ପତ୍ତି
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി,ଦକ୍ଷତା ପରୀକ୍ଷା ବ୍ୟାଟେରୀ |
അർഗൻഡ് ഡയഗ്രം,ଅର୍ଗାନ୍ ଚିତ୍ର |
ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു,ମନଇଚ୍ଛା ମନୋନୀତ |
ഏകപക്ഷീയമായ,ଇଚ୍ଛାଧୀନ |
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
ഏകപക്ഷീയമായ ഘടകം,ଇଚ୍ଛାଧୀନ ଉପାଦାନ |
ഏകപക്ഷീയമായ പോയിന്റ്,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
ആർക്കെമീഡിയൻ നിയമം,ଆର୍କେମିଡିଆନ୍ ନିୟମ |
ആർക്കിമിഡീസ് തത്വം,ଆର୍କିମିଡିସ୍ ନୀତି |
ആർക്ക് നീളം,ଆର୍କ ଲମ୍ବ |
വൃത്താകൃതിയിലുള്ള കമാനം,ବୃତ୍ତର ଆର୍କ |
ആർക്ക് സൈൻ വിതരണം,ଆର୍କ ସାଇନ ବଣ୍ଟନ |
ആർക്ക് സൈൻ പരിവർത്തനം,ଆର୍କ ସାଇନ ପରିବର୍ତ୍ତନ
പ്രദേശം,କ୍ଷେତ୍ର
ഏരിയൽ ടെക്സ്ചർ,ଆରେଲ୍ ଟେକ୍ସଚର୍ |
സങ്കീർണ്ണ സംഖ്യയുടെ വാദം,ଜଟିଳ ସଂଖ୍ୟାର ଯୁକ୍ତି
ഗണിത അർത്ഥം,ଗାଣିତିକ ଅର୍ଥ |
ഗണിത പ്രവർത്തനം,ଗାଣିତିକ କାର୍ଯ୍ୟ
ഗണിത യൂണിറ്റ്,ଗାଣିତିକ ଏକକ
ക്രമീകരണം,ବ୍ୟବସ୍ଥା
അറേ,ଆରେ
കൃത്രിമ ഉപഗ്രഹം,କୃତ୍ରିମ ଉପଗ୍ରହ |
കൃത്രിമ വേരിയബിൾ,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
കയറുക,ଆରୋହଣ
ആരോഹണം,ଆରୋହଣ
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,ତୀବ୍ରତାର କ୍ରମ
ആരോഹണ പരമ്പര,ଆରୋହଣ କ୍ରମ |
അസംബ്ലർ ഭാഷ,ଏକତ୍ରକାରୀ ଭାଷା |
അസൈൻമെന്റ് പ്രശ്നം,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା
സഹകാരി നിയമം,ସହଯୋଗୀ ନିୟମ |
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
അനുബന്ധ പ്രവർത്തനം,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
സഹവാസം,ସହଯୋଗୀତା |
അർത്ഥമാക്കുന്നത്,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
അനുമാനം,ଅନୁମାନ
ജ്യോതിഷം,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
ബഹിരാകാശ എഞ്ചിനീയർ,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର
ജ്യോതിശാസ്ത്രജ്ഞൻ,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ
ജ്യോതിശാസ്ത്ര ഘടികാരം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
ജ്യോതിശാസ്ത്രം,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
അസമമായ വക്രം,ଅସୀମିତ ବକ୍ର
അസമമിതി,ଅସୀମତା |
ലക്ഷണം,asymptote
അസിംപ്റ്റോട്ടിക്,ଅସ୍ମିପଟୋଟିକ୍ |
അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ,ଅସାମାଜିକ ଭାବରେ ଦକ୍ଷ ଆକଳନକାରୀ |
അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ,ଅସାମାଜିକ ଭାବରେ ନିରପେକ୍ଷ ଆକଳନକାରୀ |
അസിംപ്റ്റോട്ടിക് സ്വഭാവം,ଅସ୍ମିତିକ ଆଚରଣ |
അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ,ଅସ୍ମିପଟୋଟିକ୍ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
അസിംപ്റ്റോട്ടിക് വികാസം,ଅସ୍ମିପଟୋଟିକ୍ ବିସ୍ତାର |
അന്തരീക്ഷമർദ്ദം,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
മാറി മാറി,ଅନିୟମିତତାରେ |
ആട്രിബ്യൂട്ട്,ଗୁଣ
ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം,ଗୁଣବତ୍ତା ନମୁନା ପ୍ରକ୍ରିୟା
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
ഓട്ടോകോവേരിയൻസ്,ଅଟୋକୋଭାରିଆନ୍ସ |
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
സ്വയം റിഗ്രഷൻ,ଆତ୍ମସମ୍ମାନ
സഹായ സമവാക്യം,ସହାୟକ ସମୀକରଣ
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (ASN ବକ୍ର)
സിദ്ധാന്തം,axiom
അച്ചുതണ്ട് സമീപനം,ସ୍ୱୀକୃତିପ୍ରାପ୍ତ ଉପାୟ |
സംഭാവ്യതയുടെ സിദ്ധാന്തം,ସମ୍ଭାବ୍ୟତାର axiom |
അച്ചുതണ്ട്,ଅକ୍ଷ
അബ്സിസ്സയുടെ അച്ചുതണ്ട്,ଅବସିସା ର ଅକ୍ଷ |
ഭൂമിയുടെ അച്ചുതണ്ട്,ପୃଥିବୀର ଅକ୍ଷ
വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്,ବିପ୍ଳବର ଅକ୍ଷ
ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
സ്പിന്നിന്റെ അച്ചുതണ്ട്,ସ୍ପିନ୍ ର ଅକ୍ଷ |
തിരികെ-പകരം,ବ୍ୟାକ୍-ପ୍ରତିସ୍ଥାପନ
പിന്നാക്ക വ്യത്യാസം,ପଛୁଆ ପାର୍ଥକ୍ୟ |
ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല,ପଛୁଆ-ଇଣ୍ଟରପୋଲେସନ୍ ସୂତ୍ର |
ബാലൻസ്,ସନ୍ତୁଳନ
സമതുലിതമായ ഡിസൈൻ,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
ബാലൻസ് ഷീറ്റ്,ତୂଳନା ପତ୍ର
ബാലിസ്റ്റിക് മിസൈൽ,ବାଲିଷ୍ଟିକ୍ କ୍ଷେପଣାସ୍ତ୍ର |
ബാലിസ്റ്റിക്സ്,ବାଲିଷ୍ଟିକ୍
ബാർ,ଦଣ୍ଡିକା
അടിസ്ഥാനം,ଆଧାର
അടിസ്ഥാന കോൺ,ମୂଳ କୋଣ
ലോഗരിതം അടിസ്ഥാനം,ଲୋଗାରିଦମର ଆଧାର |
അടിസ്ഥാന,ମ basic ଳିକ
അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,ମ basic ଳିକ ସମ୍ଭାବ୍ୟ ସମାଧାନ |
അടിസ്ഥാന പരിഹാരം,ମ basic ଳିକ ସମାଧାନ |
അടിസ്ഥാന വേരിയബിൾ,ମ basic ଳିକ ଭେରିଏବଲ୍ |
അടിസ്ഥാനം,ଆଧାର
അടിസ്ഥാന ഘടകം,ଆଧାର ଉପାଦାନ |
അടിസ്ഥാന മാട്രിക്സ്,ଆଧାର ମ୍ୟାଟ୍ରିକ୍ସ |
ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,ଏକ ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം,ସବ୍ ସ୍ପେସ୍ ର ଆଧାର |
ബയേസിയൻ എസ്റ്റിമേറ്റ്,ବାଏସିଆନ୍ ଆକଳନ |
ബയേസിന്റെ നിയമം,ବାଇସ୍ ନିୟମ |
ബയേസിന്റെ സിദ്ധാന്തം,ବାଇସ୍ ଥିଓରେମ୍ |
ബെർണൂലി വിതരണം,ବର୍ନୁଲି ବଣ୍ଟନ |
ബെർണൂലി നമ്പർ,ବର୍ନୁଲି ସଂଖ୍ୟା |
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
ബെർണൂലിയുടെ സമവാക്യം,ବର୍ନୁଲିଙ୍କ ସମୀକରଣ |
ബെറി പ്രവർത്തനം,ବେରୀ କାର୍ଯ୍ୟ
ഏറ്റവും അനുയോജ്യം,ସର୍ବୋତ୍ତମ ଫିଟ୍ |
ഏറ്റവും അനുയോജ്യമായ ലൈൻ,ସର୍ବୋତ୍ତମ - ଫିଟ୍ ଲାଇନ୍ |
മികച്ച പരിഹാരം,ସର୍ବୋତ୍ତମ ସମାଧାନ |
മികച്ച തന്ത്രങ്ങൾ,ସର୍ବୋତ୍ତମ ରଣନୀତି |
ബീറ്റ വിതരണം,ବିଟା ବଣ୍ଟନ |
പക്ഷപാതം,ପକ୍ଷପାତ
പക്ഷപാതപരമായ കണക്ക്,ପକ୍ଷପାତ ଅନୁମାନ |
ബൈഹാർമോണിക് സമവാക്യം,ବିହାରମୋନିକ୍ ସମୀକରଣ |
ബിജക്ഷൻ,bijection
ബിജക്റ്റീവ് മാപ്പ്,ବାୟଜେକ୍ଟିଭ୍ ମାନଚିତ୍ର
ബിജക്റ്റീവ് മാപ്പിംഗ്,ବାୟଜେକ୍ଟିଭ୍ ମ୍ୟାପିଙ୍ଗ୍ |
ബിലീനിയർ രൂപം,ବିଲିନାର୍ ଫର୍ମ |
ബിലീനിയർ ഫംഗ്ഷൻ,ବିଲିନାର୍ ଫଙ୍କସନ୍
ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം,ବିଲିନାର୍ ହର୍ମିଟିଆନ୍ ଫର୍ମ |
ബൈനറി,ବାଇନାରୀ
ബൈനറി കോഡ്,ବାଇନାରୀ କୋଡ୍ |
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
ബൈനറി കോഡിംഗ്,ବାଇନାରୀ କୋଡିଂ |
ബൈനറി കമ്പ്യൂട്ടർ,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
ബൈനറി അക്കം,ବାଇନାରୀ ଅଙ୍କ
ബൈനറി പ്രവർത്തനം,ବାଇନାରୀ ଅପରେସନ୍ |
ബൈനറി സിസ്റ്റം,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
ബൈനറി വേരിയബിൾ,ବାଇନାରୀ ଭେରିଏବଲ୍ |
ദ്വിപദ ഗുണകം,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
ദ്വിപദ വിതരണം,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
ദ്വിപദ സമവാക്യം,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
ദ്വിപദ വിപുലീകരണം,ଦ୍ୱିପାକ୍ଷିକ ବିସ୍ତାର |
ദ്വിപദ പദപ്രയോഗം,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
ദ്വിപദ സിദ്ധാന്തം,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
വിഭജനം,ବିଭାଜନ
വിഭജന രീതി,ବିଭାଜନ ପଦ୍ଧତି |
ദ്വിഭാഗം,bisector
ബൈസീരിയൽ,ଦ୍ୱିପାକ୍ଷିକ |
ബിറ്റ്,ବିଟ୍
ദ്വിപദ ദ്വിപദ വിതരണം,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
ദ്വിവിധ വിതരണം,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
ദ്വിവത്കൃത സാധാരണ വിതരണം,ସାଧାରଣ ବଣ୍ଟନ
ബിവെക്ടർ,ବିଭେକ୍ଟର୍ |
ബോൾട്ട്സ്മാൻ സമവാക്യം,ବୋଲ୍ଟଜମାନ୍ ସମୀକରଣ |
ബൂളിയൻ ബീജഗണിതം,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା |
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,ବୋଷ - ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
അതിർത്തി അവസ്ഥ,ସୀମା ଅବସ୍ଥା
അതിർത്തി പാളി,ସୀମା ସ୍ତର |
അതിർത്തി രേഖ,ସୀମା ରେଖା |
അതിർത്തി മൂല്യം,ସୀମା ମୂଲ୍ୟ
അതിർത്തി മൂല്യ പ്രശ്നം,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
പരിമിതമായ പ്രവർത്തനം,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ
ബൗണ്ടഡ് മാട്രിക്സ്,ସୀମିତ ମାଟ୍ରିକ୍ସ |
അതിർത്തി പ്രദേശം,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ |
ബൗണ്ടഡ് സെറ്റ്,ସୀମାବଦ୍ଧ ସେଟ୍ |
ബ്രൗൺ ചലനം,ବ୍ରାଉନିଆନ୍ ଗତି |
കണക്കാക്കുക,ଗଣନା କର
കണക്കുകൂട്ടുന്നു,ଗଣନା
കണക്കുകൂട്ടൽ യന്ത്രം,ଗଣନା ଯନ୍ତ୍ର
കണക്കുകൂട്ടല്,ଗଣନା
കണക്കുകൂട്ടൽ നടപടിക്രമം,ଗଣନା ପ୍ରଣାଳୀ
കാൽക്കുലേറ്റർ,କାଲକୁଲେଟର
കാൽക്കുലസ്,ଗଣନା
