English,Bengali
Archief (=archival collection),আর্কিফ (= আর্কাইভাল সংগ্রহ)
Archiepiscopate,আর্কিপিস্কোপেট
Aristocracy,আভিজাত্য
Aristocrat,অভিজাত
Aristocratic snobbery,আভিজাত্য স্নোবারি
Aristotelian,এরিস্টটলীয়
Armada,আরমাডা
Armada (=The Spanish Armada),আরমাদা (=স্প্যানিশ আরমাদা)
Armorist (=armourist),আর্মোরিস্ট (= আর্মারিস্ট)
Armour (=armor),বর্ম (= বর্ম)
Armourist,আর্মারিস্ট
Aryan,আরিয়ান
Aryan,আরিয়ান
Askari,আসকারী
Assignat,বরাদ্দ
Assize,সহায়তা
Assize,সহায়তা
Assize,সহায়তা
Assize of Arms Act,অস্ত্র আইনের সহায়তা
Assize of Darrein Presentment,ড্যারিন প্রেজেন্টমেন্টের সহায়তা
Assize of Mort 'D' Ancestor,মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা
Assize of Novel Disseisin,নভেল ডিসিসিনের অ্যাসাইজ
Atrocity,নৃশংসতা
Attack,আক্রমণ
Aulic Council,অলিক কাউন্সিল
Axe of the Geddess (=the Geddess axe),দেবীর কুঠার (=দেহী কুঠার)
Axis (=The Rome-Berlin-Tokyo Axis),অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ)
Babylon,ব্যাবিলন
Babylonian captivity (=Babylonish captivity),ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব)
Bacchanal devotee,বাচনাল ভক্ত
Bacchanalia,বাচনালিয়া
Bachelor,ব্যাচেলর
Baghdad Pact,বাগদাদ চুক্তি
Balkan League,বলকান লীগ
Balkan Pact,বলকান চুক্তি
Balkan Wars,বলকান যুদ্ধ
Baltic Pact,বাল্টিক চুক্তি
Bandit,দস্যু
Bandung Conference,বান্দুং সম্মেলন
Banishment,নির্বাসন
Banner,ব্যানার
Barbarian,অসভ্য
Barbican,বারবিকান
Bardoli satyagraha,বারদোলী সত্যাগ্রহ
Barn Burners,শস্যাগার বার্নার্স
Baron,ব্যারন
Baronage,ব্যারোনেজ
Barones majores,ব্যারনস মেজরস
Barones minores,ব্যারোনস মাইনরস
Baroness,ব্যারনেস
Baronet,ব্যারোনেট
Baronetage,ব্যারোনেটেজ
Baronetage,ব্যারোনেটেজ
Baronetcy,ব্যারোনেটসি
Barony,ব্যারনি
Barracoon,ব্যারাকুন
Barracoon,ব্যারাকুন
Barricade (=barricado),ব্যারিকেড (=ব্যারিকেড)
Barricade (=barricado),ব্যারিকেড (=ব্যারিকেড)
Barricade (=barricado),ব্যারিকেড (=ব্যারিকেড)
Base camp,সেনাঘাঁটি
Basilica,ব্যাসিলিকা
Basilica,ব্যাসিলিকা
Bastila,বাস্তিলা
Bastille,বাস্তিল
Bastille,বাস্তিল
Battery,ব্যাটারি
Battle,যুদ্ধ
Batlle-array,ব্যাটলে-অ্যারে
Battle cry,যুদ্ধ কান্না
Battle din,যুদ্ধ দিন
Battle field,যুদ্ধক্ষেত্র
Battle hymn,যুদ্ধের স্তব
Battle of the Spurs,স্পার্সের যুদ্ধ
Battle of the Standard,স্ট্যান্ডার্ড যুদ্ধ
Battleship,যুদ্ধজাহাজ
Battleship-strength,যুদ্ধজাহাজ-শক্তি
Bayeux tapestry,Bayeux ট্যাপেস্ট্রি
Beacon,বীকন
Beacon tower,বীকন টাওয়ার
Beaver,বিভার
Beaver,বিভার
Beggars of the sea,সমুদ্রের ভিক্ষুক
Bellicose,বেলিকোস
Bellicose,বেলিকোস
Bellicose,বেলিকোস
Bellicosity,বেলিকোসিটি
Bellona,বেলোনা
Benefice,উপকারিতা
Benefit of clergy,যাজকদের সুবিধা
Benelux,বেনেলাক্স
Berlin Decree,বার্লিন ডিক্রি
Berserker,বেসার
Besant (=bezant),বেসান্ট (=বেজেন্ট)
Bethel,বেথেল
Bibliolater,বিবিলিওলেটর
Bibliolatry,বিবিলিওলাট্রি
Big Bertha,বিগ বার্থা
Bigot,বিগট
Billeting,বিলেটিং
Bill of Attainder,অ্যাটেন্ডারের বিল
Bill of Rights,অধিকার বিল
Biographer,জীবনীকার
Birth stories,জন্মের গল্প
Bivouac,বিভাক
Bivouac,বিভাক
Bivouac,বিভাক
Bizonia,বিজোনিয়া
Black birding,কালো পাখি
Black flag,কালো পতাকা
Black Hole,কৃষ্ণ গহ্বর
Black Hole,কৃষ্ণ গহ্বর
Black leg (=scab),কালো পা (= স্ক্যাব)
Black Shirt,কালো শার্ট
Blazon,ব্লাজন
Blazon,ব্লাজন
Blazonry,ব্লাজনরি
Blazonry,ব্লাজনরি
Blitzkrieg,Blitzkrieg
Bloodless Revolution (=Glorious Revolution),রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব)
Bloodwite,ব্লাডওয়াইট
Bloody Mary,ব্লাডি মেরি
Blue,নীল
Blue blood,আভিজাত্য
Blue book,নীল বই
Blue ribbon,নীল পটি
Blue ribbon,নীল পটি
Blues (=Royal Horse Guards),ব্লুজ (=রয়্যাল হর্স গার্ড)
Blue Shirt,নীল শার্ট
Blue Water School,ব্লু ওয়াটার স্কুল
Board of Control,নিয়ন্ত্রণ বোর্ড
Body armour,শরীরবর্ম
Boer,বোয়ার
Booty,লুঠ
Borough,বরো
Bouleuterion,বুলিউটেরিয়ন
Bourbon,বোরবন
Boxer rebellion,বক্সার বিদ্রোহ
Brace,বন্ধনী
Brassard,ব্রাসার্ড
Brassard,ব্রাসার্ড
Bread colonies,রুটি উপনিবেশ
Breast Plate,ব্রেস্ট প্লেট
Breast work,স্তনের কাজ
Bretwalda,ব্রেটওয়াল্ডা
Brigand,ব্রিগ্যান্ড
Brigandage,ব্রিগ্যান্ডেজ
British Commonwealth of Nations,ব্রিটিশ কমনওয়েলথ অফ নেশনস
Brown Shirts (=The Nazis),ব্রাউন শার্ট (=নাৎসি)
Brussels Treaty (Pact) organisation (=Western Europeon union),ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন)
Buff,বাফ
Buff,বাফ
Buff-coat,বাফ-কোট
Buffs,বাফস
Bule (=council),বুলে (= পরিষদ)
Burgage,বার্গেজ
Burgess,বার্গেস
Byzantine,বাইজেন্টাইন
Byzantine church,বাইজেন্টাইন গির্জা
Byzantine Empire,বাইজেন্টাইন সাম্রাজ্য
Byzantine Era,বাইজেন্টাইন যুগ
Byzantine historians,বাইজেন্টাইন ইতিহাসবিদ
Cabal,ক্যাবল
Caesarism,সিজারিজম
Caliph,খলিফা
Calligrapher,ক্যালিগ্রাফার
Calligraphist,ক্যালিগ্রাফিস্ট
Calligraphy,ক্যালিগ্রাফি
Caltrop,ক্যালট্রপ
Camaraderie,বন্ধুত্ব
Camarilla,ক্যামারিলা
Camarilla,ক্যামারিলা
Camelaucum,ক্যামেলাউকাম
Camouflage,ছদ্মবেশ
Campaign,প্রচারণা
Camp follower,শিবিরের অনুসারী
Campo santo,ক্যাম্পো সান্টো
Campus martius,ক্যাম্পাস মার্টিয়াস
Canephora,ক্যানেফোরা
Cangue,ক্যাঙ্গু
Cannonade,কামান
Cannon fodder,কামানের খাদ্যরুপে পরিগণিত মানুষ
Canon,ক্যানন
Canon law,ক্যানন আইন
Canopus decree,ক্যানোপাস ডিক্রি
Canting arms,ক্যান্টিং অস্ত্র
Captive,বন্দী
Captor,বন্দী
Cardinal,মৌলিক
Carl,কার্ল
Carolingian dynasty,ক্যারোলিংজিয়ান রাজবংশ
Carthusian sect,কার্থুসিয়ান সম্প্রদায়
Cartosa,কার্টোসা
Castelian,কাস্টেলীয়
Castelian,কাস্টেলীয়
Caste system,বর্ণপ্রথা
Castle,দুর্গ
Castle,দুর্গ
Castle town,দুর্গ শহর
Castra,কাস্ত্রা
Castra,কাস্ত্রা
Cathedra,ক্যাথেড্রা
Cathedral,ক্যাথিড্রাল
Cato Street conspiracy,ক্যাটো স্ট্রিট ষড়যন্ত্র
Caudillo,কাউডিলো
Cavalier,অশ্বারোহী
Cavalier,অশ্বারোহী
Cavalier Parliament,অশ্বারোহী সংসদ
Cave of Adullam,আদুল্লামের গুহা
Cave painting,গুহাচিত্র
Cave painting,গুহাচিত্র
Centumvir,সেন্টুমভির
Centurion,সেঞ্চুরিয়ান
Century,সেঞ্চুরি
Chain armour (=chain mail),চেইন আর্মার (= চেইন মেইল)
Chantry,চ্যানট্রি
Chantry,চ্যানট্রি
Chap book,চ্যাপ বই
Chaplain,চ্যাপলিন
Chapter,অধ্যায়
Chapter of accidents,দুর্ঘটনার অধ্যায়
Charge,চার্জ
Charge d'affaires,চার্জ ডি অ্যাফেয়ার্স
Charge parting,চার্জ বিভাজন
Charger,চার্জার
Chariot,রথ
Charioteer,সারথি
Charioteer,সারথি
Charioteer,সারথি
Charity kitchen,দাতব্য রান্নাঘর
Charter,সনদ
Chartist Movement (=Chartism),চার্টিস্ট আন্দোলন (=চার্টিজম)
Chartophylacium,চার্টোফাইলাসিয়াম
Chateau,Chateau
Check post,চেক পোস্ট
Chemical Warfare,রাসায়নিক যুদ্ধ
Chester,চেস্টার
Chief,প্রধান
Chieftain,প্রধান
Chieftain,প্রধান
Chieftain,প্রধান
Chiffon,শিফন
Chivalry,বীরত্ব
Chosen People,নির্বাচিত মানুষ
Chrismographion,ক্রিসমোগ্রাফিয়ন
Christendom,খ্রিস্টধর্ম
Christian era,খ্রিস্টীয় যুগ
Christian Socialism,খ্রিস্টান সমাজতন্ত্র
Chronicle,ক্রনিকল
Chronicler,ক্রনিকলার
Chryse Chersonese,Chryse Chersonese
Cimelium,সিমেলিয়াম
Cinquecento Style,সিনকুয়েসেন্টো স্টাইল
Circumnavigation,পরিক্রমা
Cistercian monk,সিস্টারসিয়ান সন্ন্যাসী
Citadel,সিটাডেল
Citation,উদ্ধৃতি
Citation,উদ্ধৃতি
Civil disobedience,আইন অমান্য
Civil war,গৃহযুদ্ধ
Civis Romanus,সিভিস রোমানাস
Classical age,শাস্ত্রীয় বয়স
Clepht (=klepht),ক্লেফ্ট (=ক্লেফ্ট)
Clericalism,কেরানিবাদ
Cleruch,ক্লারাচ
Cluniac movement,ক্লুনিয়াক আন্দোলন
Coat armour,কোট বর্ম
Coat of arms,অস্ত্রের কোট
Coat of arms,অস্ত্রের কোট
Coat of arms,অস্ত্রের কোট
Coat of mail,ডাকের কোট
Cohort,সমদল
Comitia,কমিটিয়া
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,কমিটিয়া কুরিয়াটা
Comitia Tributa,Comitia Tributa
Commemorative arch,স্মারক খিলান
Commemorative coin,স্মারক মুদ্রা
Commemorative seal,স্মারক সীলমোহর
Common field,সাধারণ ক্ষেত্র
Communard,কমুনার্ড
Concordat,কনকর্ড্যাট
Concordat,কনকর্ড্যাট
Condottiere,কনডোটিয়ের
Confirmation Cartarum,নিশ্চিতকরণ Cartarum
Conflict,দ্বন্দ্ব
Congregation,ধর্মসভা
Conquering state,বিজয়ী রাষ্ট্র
Conqueror,বিজয়ী
Conquistador,বিজয়ী
Consilium,কনসিলিয়াম
Consistory,কনসিস্টরি
Conspiracy,ষড়যন্ত্র
Conspiracy,ষড়যন্ত্র
Consulate,কনস্যুলেট
Consulation book,কনসুলেশন বই
Continental system,মহাদেশীয় ব্যবস্থা
Convention Parliament,কনভেনশন সংসদ
Copperheads (=peace democrats),কপারহেডস (=শান্তি গণতন্ত্রী)
Copyhold,কপিহোল্ড
Cordoning,কর্ডনিং
Corona,করোনা
Coronation,রাজ্যাভিষেক
Coronation stone,রাজ্যাভিষেক পাথর
Corpus,কর্পাস
Corsair,কর্সেয়ার
Corsair,কর্সেয়ার
Corset (=corselet),কাঁচুলি (= কর্সেলেট)
Cortes,কর্টেস
Cottar (=cottier),কোটার (=কোটিয়ার)
Cottar (=cottier),কোটার (=কোটিয়ার)
Count Palatinate,কাউন্ট প্যালাটিনেট
Country house,দেশের বাড়ি
County,কাউন্টি
County borough,কাউন্টি বরো
County courts,কাউন্টি আদালত
County palatine,কাউন্টি প্যালাটাইন
Court,আদালত
Court,আদালত
Court circular,আদালতের সার্কুলার
Court etiquette,আদালতের শিষ্টাচার
Courtier,দরবারী
Court of cassation,ক্যাসেশন আদালত
Court of Directors (E. I. C.),কোর্ট অফ ডিরেক্টরস (EIC)
Court of Proprietors,মালিকদের আদালত
Court poet,দরবারের কবি
Covenanted Cameronians,চুক্তিবদ্ধ ক্যামেরোনিয়ান
Crown,মুকুট
Crown,মুকুট
Crown,মুকুট
Crown land,মুকুট জমি
Crown land,মুকুট জমি
Crown Prince,ক্রাউন প্রিন্স
Crusade,ক্রুসেড
Crusader,ক্রুসেডার
Cryptogram,ক্রিপ্টোগ্রাম
Cuirass,কুইরাস
Cuirassier,কুইরাসিয়ার
Cult deity,কাল্ট দেবতা
Curia,কুরিয়া
Curia,কুরিয়া
Czarism,জারবাদ
Dark continent,অন্ধকার মহাদেশ
Day of judgement,বিচারের দিন
Day of judgement,বিচারের দিন
Dean,যাজক
Decade,দশক
Denarius,ডেনারিয়াস
Deposed monarch,ক্ষমতাচ্যুত রাজা
Despoil,নষ্ট করা
Despoilation,বিলুপ্তি
Dethrone,ডিথ্রোন
Diadem,ডায়ডেম
Diadem,ডায়ডেম
Diadem,ডায়ডেম
Diasia,ডায়াসিয়া
Dicasterium,ডিকাস্টেরিয়াম
Diluvialist,ডিলুভিয়ালিস্ট
Diocese,ডায়োসিস
Diocese,ডায়োসিস
Directoire (=Directry),নির্দেশিকা (=নির্দেশনা)
Directoire (=Directry),নির্দেশিকা (=নির্দেশনা)
Dirham,দিরহাম
Disloyal,অবিশ্বাসী
Disloyal,অবিশ্বাসী
Doctrine of lapse,ভুলের মতবাদ
Document,দলিল
Documentary evidence,দালিলিক প্রমাণ
Domesday Book,গম্বুজের বই
Donation of Constantine,কনস্টানটাইনের দান
Doom,নিয়তি
Dowager queen,ডাওগার রানী
Dragoon,ড্রাগন
Dromedarian,ড্রোমেডারিয়ান
Dromedary,ড্রোমেডারি
Dromond,ড্রমন্ড
Dual,দ্বৈত
Dual alliance,দ্বৈত জোট
Dual entente,ডুয়েল এন্টেন্টে
Dual system (=dual government),দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
Duke,ডিউক
Duma,ডুমা
Dwarf incarnation,বামন অবতার
Dynasty,রাজবংশ
Dynasty,রাজবংশ
Eagle,ঈগল
Ealder man,বুড়ো মানুষ
Earl,আর্ল
Earldom,প্রাচীনত্ব
Early Guptas,প্রারম্ভিক গুপ্ত
Early (historic) sites,প্রারম্ভিক (ঐতিহাসিক) সাইট
Early Vedic period,প্রারম্ভিক বৈদিক যুগ
Ecclesia,ইক্লেসিয়া
Edict of Restitution,পুনরুদ্ধারের আদেশ
Eight fold path,আট ভাঁজ পথ
Elders,প্রবীণ
Elder statesman (=genro),বয়স্ক রাষ্ট্রনায়ক (=জেনরো)
Elephant goad,হাতির ছাগু
Eleven Years' Tyranny,এগারো বছরের অত্যাচার
Elysae (=Elysee),Elysae (=Elysee)
Enclosure Movement,ঘের আন্দোলন
Encyclical,এনসাইক্লিক্যাল
Encyclopaedist movement,বিশ্বকোষবাদী আন্দোলন
Entente,Entente
Entente cordiale,Entente cordiale
Enthrone,সিংহাসন
Entourage,এনট্যুরেজ
Ephod,এফোদ
Ephor,ইফোর
Epic age,মহাকাব্য যুগ
Epic hero,মহাকাব্যিক নায়ক
Epigraph,এপিগ্রাফ
Episcopacy,এপিস্কোপ্যাসি
Episcopate,এপিস্কোপেট
Episode,পর্ব
Epoch,যুগ
Epoch-making event,যুগ তৈরির ঘটনা
Epoch-making man,যুগ সৃষ্টিকারী মানুষ
Eponym,উপনাম
Equerry,ইকুয়েরি
Equerry,ইকুয়েরি
Equestrian statue,অশ্বারোহী মূর্তি
Era,যুগ
Ergastulum,এরগাস্টুলাম
Eucharist,ইউক্যারিস্ট
Evangelicalism,ধর্মপ্রচার
Evangelical movement,ধর্মপ্রচার আন্দোলন
Evangelist,ধর্মপ্রচারক
Exarch,Exarch
Exilarch,এক্সিল্যার্ক
Falangist,ফালাঙ্গিস্ট
Father land,পিতার জমি
Father land,পিতার জমি
Feriae,ফেরিয়া
Fetish,ফেটিশ
Feudal holdings,সামন্ত জোত
Feudalism (=feudal system),সামন্ততন্ত্র (=সামন্ততন্ত্র)
Feudal system,সামন্ততান্ত্রিক ব্যবস্থা
Feudatory,সামন্ত
Fidei defensor (=Defender of the Faith),ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক)
Fief,ফিফ
Field system,ক্ষেত্র ব্যবস্থা
Fifteenth tax,পঞ্চদশ কর
Figure head,ফিগার হেড
Fin de siecle,ফিন ডি siecle
Fire eater,আগুন ভক্ষক
Five Mile Act,পাঁচ মাইল আইন
Flag,পতাকা
Flamen Dialis,ফ্ল্যামেন ডায়ালিস
Flamen Martialis,ফ্ল্যামেন মার্শালিস
Flaming torch,জ্বলন্ত মশাল
Flank,ফ্ল্যাঙ্ক
Flanking movement,ফ্ল্যাঙ্কিং আন্দোলন
Flourishing civilization,বিকশিত সভ্যতা
Fluvialistic belief,fluvialistic বিশ্বাস
Folk god,লোকদেবতা
Folk goddess,লোকদেবী
Folk memory,লোক স্মৃতি
Folk myth (=folklore),লোককথা (=লোককাহিনী)
Foraging,চারণ
Foray,অভিযান
Forebear,পূর্বাবস্থায়
Forefather,পূর্বপুরুষ
Forerunner,অগ্রদূত
Forlorn hope,অসহায় আশা
Formative stage,গঠনমূলক পর্যায়
Fort,দুর্গ
Fortification,দুর্গ
Fortified town,সুরক্ষিত শহর
Fortress,দুর্গ
Fortuna,ফরচুনা
Forum Romanum,ফোরাম রোমানাম
Franciscan,ফ্রান্সিসকান
Franklin,ফ্র্যাঙ্কলিন
Fratricidal war,ভ্রাতৃঘাতী যুদ্ধ
Free Church,বিনামূল্যে চার্চ
Freeholder,ফ্রিহোল্ডার
Freelance soldier,ফ্রিল্যান্স সৈনিক
Freelance soldier,ফ্রিল্যান্স সৈনিক
Freeman,ফ্রিম্যান
Freeman,ফ্রিম্যান
Freepass,ফ্রিপাস
French Revolution,ফরাসি বিপ্লব
Friar,ভদ্র
Friasian mercenaries,ফ্রিশিয়ান ভাড়াটে
Frontier'a man,সীমান্তের মানুষ
Galleon,গ্যালিওন
Gallican (=Gallicanist),গ্যালিকান (=গ্যালিকানিস্ট)
Gallicanism,গ্যালিকানিজম
Garrison,গ্যারিসন
Gaul,গল
Gauntlet,গান্টলেট
Gauntlet,গান্টলেট
Gazebo,গাজেবো
Gazebo,গাজেবো
Gazebo,গাজেবো
Genealogical history,বংশগত ইতিহাস
Genealogical record,বংশগত রেকর্ড
Genealogical table,বংশগত সারণী
Genealogical tree,বংশগত গাছ
Genealogy,বংশতালিকা
Genealogy,বংশতালিকা
Generation,প্রজন্ম
Genocide,গণহত্যা
Gentile,বিধর্মী
Gentile,বিধর্মী
Gentile,বিধর্মী
Gentile,বিধর্মী
Ghetto,ঘেটো
Ghetto,ঘেটো
Gibbet,গিবত
Gild (=guild),গিল্ড (=গিল্ড)
Gladiater,গ্ল্যাডিয়েটার
Glorious Revolution,গৌরবময় বিপ্লব
Golden Horde,গোল্ডেন হোর্ড
Grand Alliance,মহাজোট
Grandee,গ্র্যান্ডি
Grand Signor,গ্র্যান্ড সাইনর
Grand Signor,গ্র্যান্ড সাইনর
Great Civil War,মহান গৃহযুদ্ধ
Great Departure (of Buddha),মহান প্রস্থান (বুদ্ধের)
Greater India,বৃহত্তর ভারত
Great Hellas,গ্রেট হেলাস
Great Horde,গ্রেট হোর্ড
Great Renunciation (=great departure),মহান ত্যাগ (= মহান প্রস্থান)
Great Seal,মহান সীল
Great Trak,মহান Trak
Great Vehicle,দারুণ যানবাহন
Great Wall of China,চীনের মহাপ্রাচীর
Greave,গ্রীভ
Guard-chamber,গার্ড-চেম্বার
Guard-chamber,গার্ড-চেম্বার
Guard-chamber,গার্ড-চেম্বার
Guptas,গুপ্ত
Hagiography,হ্যাজিওগ্রাফি
Hagiography,হ্যাজিওগ্রাফি
Hagiology,হ্যাজিওলজি
Hagiology,হ্যাজিওলজি
Hall of private audience,ব্যক্তিগত দর্শকদের হল
Hall of public audience,পাবলিক দর্শক হল
Hatchment,হ্যাচমেন্ট
Heathen,বিধর্মী
Heathen,বিধর্মী
Heathenism,হিথেনিজম
Hegira (Hejera),হেগিরা (হেজেরা)
Hellenism,হেলেনবাদ
Helot,হেলট
Heraldry,হেরাল্ড্রি
Heritage,ঐতিহ্য
Hieroglyphic linear characters,হায়ারোগ্লিফিক রৈখিক অক্ষর
Hieroglyphic script,হায়ারোগ্লিফিক লিপি
High Church,উচ্চ গির্জা
High Lander,উচ্চ ল্যান্ডার
Hinduism,হিন্দুধর্ম
Historian,ঐতিহাসিক
Historian,ঐতিহাসিক
Historical materialism,ঐতিহাসিক বস্তুবাদ
Historic era,ঐতিহাসিক যুগ
Historic frontier,ঐতিহাসিক সীমান্ত
Historiographer,ইতিহাসবিদ
Historiographer,ইতিহাসবিদ
Historiography,ইতিহাস রচনা
Historiography,ইতিহাস রচনা
History,ইতিহাস
Hittite empire,হিট্টাইট সাম্রাজ্য
Holy Alliance,পবিত্র জোট
Holy city,পবিত্র শহর
Holy city,পবিত্র শহর
Holy land,পবিত্র ভূমি
Holy land,পবিত্র ভূমি
Holy League,পবিত্র লীগ
Holy League,পবিত্র লীগ
Holy Roman Empire (=The Empire),পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য)
Holy Sea,পবিত্র সাগর
Holy Sea,পবিত্র সাগর
Holy war,জেহাদ
Holy war,জেহাদ
Home Government,হোম সরকার
Home Guard,ঘরের রক্ষক
Homeland,স্বদেশ
Home rule,স্বায়ত্তশাসন
Home Rule,স্বায়ত্তশাসন
Horde,Horde
Horde,Horde
Hostile country,শত্রু দেশ
Hostile land,প্রতিকূল ভূমি
hot pursuit,গরম সাধনা
House,গৃহ
House,গৃহ
House of Commons,হাউস অফ কমন্স
House of Lords,হাউস অফ লর্ডস
House of Representatives,হাউস অফ রিপ্রেজেন্টেটিভস
Huguenots,Huguenots
Humanism,মানবতাবাদ
Humanist,মানবতাবাদী
Hundred Yesrs' War,শত ইয়েসের যুদ্ধ
Hunker,হুংকার
Ibadat Khana (House of Worship),ইবাদত খানা (উপাসনা ঘর)
Iconoclast,আইকনোক্লাস্ট
Idolater,মূর্তিপূজক
Ilahi era,ইলাহী যুগ
Illegal war,অবৈধ যুদ্ধ
Illuminated manuscript,আলোকিত পাণ্ডুলিপি
Illustrated manuscript,সচিত্র পাণ্ডুলিপি
Illustrated manuscript,সচিত্র পাণ্ডুলিপি
Imam (Immaum),ইমাম (ইমাম)
Imamate,ইমামতি
Imamate,ইমামতি
Imambarah,ইমামবাড়া
Imperial,ইম্পেরিয়াল
Imperial city,ইম্পেরিয়াল সিটি
Imperialism,সাম্রাজ্যবাদ
Imperial preference,ইম্পেরিয়াল পছন্দ
Impolicy,ইমপলিসি
Impostor,প্রতারক
Imprisonment,কারাবাস
Imprisonment,কারাবাস
Incursion,অনুপ্রবেশ
Incursionist,অনুপ্রবেশকারী
Independence,স্বাধীনতা
Independence day,স্বাধীনতা দিবস
Independence Hall,স্বাধীনতা হল
Indian Amerian (=Red Indian=American Indian),ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়)
Indian Home Rule League,ইন্ডিয়ান হোম রুল লিগ
Industrial Revolution,শিল্প বিপ্লব
Infidel,কাফের
Infidel,কাফের
Infiltration,অনুপ্রবেশ
Infiltrator,অনুপ্রবেশকারী
Informant,তথ্যদাতা
Informant,তথ্যদাতা
Informer,তথ্যদাতা
Informer,তথ্যদাতা
Ingress,প্রবেশ
Ingress,প্রবেশ
Ingress,প্রবেশ
Inhabitance,বাসস্থান
Inhabitant,বাসিন্দা
Inheritance,উত্তরাধিকার
Inheritance,উত্তরাধিকার
Inheritance,উত্তরাধিকার
Inscription,শিলালিপি
Insignia,চিহ্ন
Instrument of Accession,যোগদানের যন্ত্র
Instrument of Government,সরকারের যন্ত্র
