Bengali,English
অ্যাকোস্টিক কাপলিং,Acoustic coupling
অ্যাকোস্টিক বিলম্ব লাইন,Acoustic delay line
অ্যাকোস্টিক মেমরি,Acoustic memory
অ্যাকোস্টিক মডেম,Acoustic modem
অ্যাকোস্টিক সিগন্যাল,Acoustic signal
অ্যাকোস্টিক স্টোরেজ,Acoustic storage
সংক্ষিপ্ত বিবরণ,Acronym
কর্ম,Action
অ্যাকশন চক্র,Action cycle
অ্যাকশন লাইন,Action line
অ্যাকশন বার্তা,Action message
ক্রিয়া স্পেসিফিকেশন,Action specification
অ্যাক্টিভেশন,Activation
সক্রিয়,Active
সক্রিয় ফাইল,Active file
সক্রিয় লাইন,Active line
সক্রিয় লিঙ্ক,Active link
সক্রিয় মাস্টার ফাইল,Active master file
সক্রিয় মাস্টার আইটেম,Active master item
সক্রিয় স্যাটেলাইট,Active satellite
সক্রিয় স্টেশন,Active station
সক্রিয় স্টোরেজ,Active storage
ক্রিয়াকলাপ,Activity
কর্মকান্ডের পর্যায়,Activity level
ক্রিয়াকলাপ লোড হচ্ছে,Activity loading
ক্রিয়াকলাপ অনুপাত,Activity ratio
আসল ঠিকানা (= পরম ঠিকানা),Actual address (=absolute address)
আসল কোড (= পরম কোড),Actual code (=absolute code)
প্রকৃত ডেটা স্থানান্তর হার,Actual data transfer rate
আসল দশমিক পয়েন্ট,Actual decimal point
প্রকৃত নির্দেশ (= কার্যকর নির্দেশ),Actual instruction (=effective instruction)
আসল কী,Actual key
প্রকৃত সময়,Actual time
আসল কাজের সময়,Actual work time
অ্যাকিউটিং সিগন্যাল,Actuating signal
অভিযোজনযোগ্যতা,Adaptability
অ্যাডাপ্টার,Adapter
অভিযোজিত চ্যানেল বরাদ্দ,Adaptive channel allocation
অভিযোজিত সংহতকরণ,Adaptive integration
অভিযোজিত ট্রান্সভার্সাল ইকুয়ালাইজার,Adaptive transversal equalizer
যুক্ত এন্ট্রি,Added entry
সংযোজন,Addend
সংযোজন,Adder
অ্যাডার সাবট্র্যাক্টর,Adder subtracter
ফাইল যুক্ত কর,Add file
অতিরিক্ত চরিত্র (= বিশেষ চরিত্র),Additional character (= special character)
সংযোজন রেকর্ডার,Addition recorder
সংযোজন টেবিল,Addition table
সংযোজন বৈশিষ্ট্য,Additive attribute
মোড যুক্ত করুন,Add mode
অপারেশন যুক্ত করুন,Add operation
ঠিকানা,Address
ঠিকানা পরিমাপ,Addressability measure
ঠিকানাযোগ্য অনুভূমিক অবস্থান,Addressable horizontal position
ঠিকানাযোগ্য পয়েন্ট,Addressable point
ঠিকানাযোগ্য অবস্থান,Addressable position
ঠিকানাযোগ্য নিবন্ধ,Addressable register
ঠিকানাযোগ্য স্টোরেজ,Addressable storage
ঠিকানাযোগ্য উল্লম্ব অবস্থান,Addressable vertical position
ঠিকানা বাস,Address bus
ঠিকানা কোড,Address code
ঠিকানা তুলনামূলক,Address comparator
ঠিকানা গণনা,Address computation
ধ্রুবক ঠিকানা,Address constant
ঠিকানা রূপান্তর,Address conversion
ঠিকানা ডেটা,Address data
সম্বোধন স্মৃতি,Addressed memory
ঠিকানা কার্যকর,Address effective
ঠিকানা ক্ষেত্র,Address field
ঠিকানা ফর্ম্যাট,Address format
ঠিকানা বিনামূল্যে প্রোগ্রাম,Address free program
সম্বোধন,Addressing
"সম্বোধন
 চরিত্র","Addressing
 Character"
বাধা সম্বোধন,Addressing interrupt
লুপ সম্বোধন,Addressing loop
ভার্চুয়াল মেমরি সম্বোধন,Addressing virtual memory
ঠিকানা ইন্টারল্যাকিং,Address interlacing
ঠিকানাহীন নির্দেশাবলী ফর্ম্যাট,Addressless instruction format
ঠিকানা লাইন,Address line
ঠিকানা ম্যাপিং,Address mapping
ঠিকানা চিহ্ন,Address mark
ঠিকানা পরিবর্তন,Address modification
ঠিকানা অংশ,Address part
ঠিকানা পয়েন্টার,Address pointer
ঠিকানা রেজিস্টার,Address register
ঠিকানা সংকেত,Address signal
ঠিকানা আকার,Address size
ঠিকানা স্থান,Address space
ঠিকানা স্পেস আইডেন্টিফায়ার,Address space identifier
ঠিকানা স্টপ,Address stop
ঠিকানা ট্রেস,Address trace
ঠিকানা ট্র্যাক,Address track
ঠিকানা অনুবাদ,Address translation
ঠিকানা অনুবাদক,Address translator
বিয়োগের সময় যোগ করুন,Add-subtract time
সময় যোগ করুন,Add time
সংলগ্নতা,Adjacency
সংলগ্ন কাঠামো,Adjacency structure
সংলগ্ন চ্যানেল,Adjacent channel
সংলগ্ন ডোমেন,Adjacent domain
সংলগ্ন ম্যাট্রিক্স,Adjacent matrix
সংলগ্ন নোড,Adjacent node
সংলগ্ন সুবেরিয়া,Adjacent subarea
স্থগিত (সিস্টেম),Adjoint (system)
সামঞ্জস্য করুন,Adjust
সামঞ্জস্যযোগ্য মাত্রা,Adjustable extent
পাঠ্য মোড সামঞ্জস্য করুন,Adjust text mode
প্রশাসনিক ডেটা প্রসেসিং,Administrative data processing
প্রশাসনিক অপারেশন,Administrative operation
প্রশাসনিক অপারেটর,Administrative operator
প্রশাসনিক অপারেটর স্টেশন,Administrative operator station
প্রশাসনিক সহায়তা সিস্টেম,Administrative support system
উন্নত যোগাযোগ পরিষেবা,Advanced communication service
উন্নত তথ্য সিস্টেম,Advanced information system
উন্নত অপটিক্যাল চরিত্র পাঠক,Advanced optical character reader
উন্নত বৈজ্ঞানিক কম্পিউটার,Advanced scientific computer
এরিয়াল,Aerial
সমষ্টি,Aggregate
সামগ্রিক অভিব্যক্তি,Aggregate expression
লক্ষ্য বৃত্ত,Aiming circle
লক্ষ্য ক্ষেত্র (= লক্ষ্য প্রতীক),Aiming field (= aiming symbol)
লক্ষ্য প্রতীক,Aiming symbol
বায়ুবাহিত কম্পিউটার সিস্টেম,Airborne computer system
বীজগণিত ইগেনভ্যালু সমস্যা,Algebraic eigenvalue problem
"বীজগণিত
 মিশ্রণ","Algebraic
 Integration"
বীজগণিত ভাষা,Algebraic language
বীজগণিত হেরফের,Algebraic manipulation
বীজগণিত ম্যানিপুলেশন ভাষা,Algebraic manipulation language
বীজগণিতমুখী ভাষা,Algebraic oriented language
বীজগণিত শিফট,Algebraic shift
বীজগণিত সাইন কনভেনশন,Algebraic sign convention
অ্যালগল,Algol
অ্যালগল বৈশিষ্ট্য,Algol feature
অ্যালগল প্রোগ্রামিং,Algol Programming
অ্যালগরিদম,Algorithm
অ্যালগরিদম সহযোগী ভাষা,Algorithm associative language
অ্যালগরিদম শ্রেণিবিন্যাস,Algorithm classification
অ্যালগরিদম জটিলতা,Algorithm complexity
অ্যালগরিদম গণনাযোগ্যতা,Algorithm computability
অ্যালগরিদমিক বিশ্লেষণ,Algorithmic analysis
অ্যালগরিদমিক পদ্ধতির,Algorithmic approach
অ্যালগরিদমিক ভাষা,Algorithmic language
অ্যালগরিদমিক রুটিন,Algorithmic routine
অ্যালগরিদমিক তত্ত্ব,Algorithmic theory
ওরফে,Alias
এলিয়াসিং,Aliasing
ওরফে নাম (= বিকল্প নাম),Alias name (= alternative name)
প্রান্তিককরণ,Alignment
বরাদ্দ,Allocate
বরাদ্দ কাঠামো,Allocation structure
সমস্ত উদ্দেশ্যমূলক কম্পিউটার,All-purpose computer
বর্ণমালা চরিত্র,Alphabetic character
বর্ণমালা চরিত্র সেট,Alphabetic character set
বর্ণমালা চরিত্রের সাবসেট,Alphabetic character subset
বর্ণমালা কোড,Alphabetic code
বর্ণমালা শিফট,Alphabetic shift
বর্ণমালা স্ট্রিং,Alphabetic string
বর্ণমালা শব্দ,Alphabetic word
বর্ণমালা,Alphabetization
আলফেজোমেট্রিক্স,Alphageometrics
বর্ণমালা,Alphameric
আলফামোসাইক,Alphamosaic
বর্ণমালা,Alphanumeric
আলফানুমারিকাল কীবোর্ড ডিভাইস,Alphanumerical keyboard device
আলফানিউমেরিক চরিত্র সেট,Alphanumeric character set
আলফানিউমেরিক কোড,Alphanumeric code
আলফানিউমেরিক কোডেড চরিত্র সেট,Alphanumeric coded character set
আলফানিউমেরিক ডেটা,Alphanumeric data
আলফানিউমেরিক ডিসপ্লে ডিভাইস,Alphanumeric display device
আলফানিউমেরিক সম্পাদিত চরিত্র,Alphanumeric edited character
আলফানিউমেরিক ফিল্ড,Alphanumeric field
বর্ণমালা নির্দেশ,Alphanumeric instruction
আলফানিউমেরিক কীবোর্ড,Alphanumeric keyboard
আলফানিউমেরিক বাছাই,Alphanumeric sort
আলফানিউমেরিক স্টোরেজ,Alphanumeric storage
পরিবর্তনযোগ্য মেমরি,Alterable memory
পরিবর্তন সুইচ,Alteration switch
পরিবর্তন,Altering
পরিবর্তন মোড,Alter mode
বিকল্প পুনরুদ্ধার,Alternate recovery
বিকল্প রুট,Alternate route
বিকল্প রাউটিং,Alternate routing
বিকল্প ট্র্যাক,Alternate track
বিকল্প (= বা অপারেশন),Alternation (= OR operation)
বিকল্প বৈশিষ্ট্য,Alternative attribute
বিকল্প অস্বীকার (= না-অপারেশন),Alternative denial (= NOT-AND operation)
অস্পষ্টতা ত্রুটি,Ambiguity error
অস্পষ্ট রেফারেন্স,Ambiguous reference
অ্যানালগ,Analog
অ্যানালগ অ্যাডার,Analog adder
অ্যানালগ চ্যানেল,Analog channel
অ্যানালগ কম্পিউটার,Analog computer
অ্যানালগ রূপান্তরকারী,Analog converter
অ্যানালগ ডেটা,Analog data
অ্যানালগ বিভাজক,Analog divider
অ্যানালগ সুবিধা টার্মিনাল,Analog facility terminal
"অ্যানালগ ফাংশন
 জেনারেটর","Analog function
 Generator"
অ্যানালগ ইন্টিগ্রেশন,Analog integration
অ্যানালগ গুণক,Analog multiplier
অ্যানালগ প্রোগ্রামিং,Analog programming
অ্যানালগ স্কেলিং,Analog scaling
এনালগ সংকেত,Analog signal
অ্যানালগ সিমুলেশন,Analog simulation
অ্যানালগ সুইচ,Analog switch
অ্যানালগ সিস্টেম,Analog system
"ডিজিটাল অ্যানালগ
 রূপান্তরকারী","Analog to digital
 Converter"
"ডিজিটাল অ্যানালগ
 এনকোডার","Analog to digital
 Encoder"
অ্যানালগ সংক্রমণ,Analog transmission
অ্যানালগ প্রকার,Analog type
বিশ্লেষণ ব্লক,Analysis block
বিশ্লেষণ মোড,Analysis mode
বিশ্লেষণাত্মক ইঞ্জিন,Analytical engine
পৈতৃক কাজ,Ancestral task
আনুষঙ্গিক সরঞ্জাম,Ancillary equipment
এবং,AND
এবং সার্কিট,AND circuit
এবং উপাদান,AND element
এবং গেট,AND gate
এবং মাস্কিং,AND masking
এবং অপারেশন নয় (= বর্জন,AND NOT operation (=exclusion
এবং অপারেশন,AND operation
সংযুক্তি স্মৃতি,Annex memory
টীকা,Annotation
ঘোষণা,Annunciator
উত্তর পাঠাও,Answer back
উত্তর দেরি,Answer delay
উত্তর সময়,Answering time
উত্তর প্রদীপ,Answer lamp
উত্তর তালিকা,Answer list
শুধুমাত্র উত্তর,Answer only
প্রত্যাশা মোড,Anticipation mode
প্রত্যাশিত বাফারিং,Anticipatory buffering
প্রত্যাশিত বহন,Anticipatory carry
প্রত্যাশিত পেজিং,Anticipatory paging
অ্যান্টিকোয়েনসেন্স অপারেশন,Anticoincidence operation
অ্যান্টিকোইনসেন্টেন্ট উপাদান,Anticoincident element
অ্যাপেরিওডিক অ্যান্টেনা,Aperiodic antenna
অ্যাপারচার কার্ড,Aperture card
অ্যাপারচার কোড,Aperture code
অ্যাপারচার সময়,Aperture time
সংযোজন,Appendage
অ্যাপেন্ডেজ টাস্ক,Appendage task
অ্যাপ্লিকেশন ডেভেলপার,Application developer
আবেদন স্তর,Application layer
অ্যাপ্লিকেশন ভিত্তিক ভাষা,Application oriented language
অ্যাপ্লিকেশন প্যাকেজ,Application package
এপ্লিকেশন প্রোগ্রাম,Application program
অ্যাপ্লিকেশন প্রোগ্রামিং,Application programming
অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা,Application required language
অ্যাপ্লিকেশন সফ্টওয়্যার,Application software
অ্যাপ্লিক,Applique
আনুমানিক তত্ত্ব,Approximation theory
স্বেচ্ছাসেবী অ্যাক্সেস,Arbitrary access
স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার,Arbitrary sequence computer
সালিশ,Arbitration
আর্কিটেকচার,Architecture
সংরক্ষণাগার,Archiving
এরিয়া কোড,Area code
অঞ্চল অনুসন্ধান,Area search
অঞ্চল স্থানান্তর,Area transfer
অঞ্চল পরিবর্তনশীল,Area variable
যুক্তি,Argument
যুক্তি ঠিকানা,Argument address
যুক্তি তালিকা,Argument list
গাণিতিক নির্দেশ,Arithmetical instruction
গাণিতিক এবং যুক্তি ইউনিট,Arithmetic and logic unit
গাণিতিক অ্যাসাইনমেন্ট বিবৃতি,Arithmetic assignment statement
গাণিতিক চেক,Arithmetic check
পাটিগণিত ধ্রুবক,Arithmetic constant
গাণিতিক রূপান্তর,Arithmetic conversion
গাণিতিক ডেটা,Arithmetic data
পাটিগণিত ব্যতিক্রম,Arithmetic exception
গাণিতিক অভিব্যক্তি,Arithmetic expression
গাণিতিক স্থির পয়েন্ট,Arithmetic fixed point
পাটিগণিত শ্রেণিবিন্যাস,Arithmetic hierarchy
বিবৃতি যদি গাণিতিক,Arithmetic IF statement
গাণিতিক যুক্তি,Arithmetic logic
গাণিতিক যুক্তি ইউনিট,Arithmetic logic unit
পাটিগণিত অপারেশন,Arithmetic operation
পাটিগণিত অপারেটর,Arithmetic operator
পাটিগণিত ওভারফ্লো,Arithmetic overflow
গাণিতিক ছবির ডেটা,Arithmetic picture data
গাণিতিক অগ্রাধিকার,Arithmetic precedence
গাণিতিক প্রাথমিক,Arithmetic primary
গাণিতিক নিবন্ধ,Arithmetic register
গাণিতিক সম্পর্ক,Arithmetic relation
গাণিতিক স্ক্যান,Arithmetic scan
গাণিতিক বিভাগ,Arithmetic section
গাণিতিক শিফট,Arithmetic shift
গাণিতিক স্থানান্তর,Arithmetic shifting
পাটিগণিত বিবৃতি,Arithmetic statement
গাণিতিক শব্দ,Arithmetic term
পাটিগণিত আন্ডারফ্লো,Arithmetic underflow
গাণিতিক ইউনিট,Arithmetic unit
অ্যারে,Array
অ্যারে বাউন্ড,Array bound
অ্যারে কম্পিউটার,Array computer
অ্যারে মাত্রা,Array dimension
অ্যারে উপাদান,Array element
অ্যারে এক্সপ্রেশন,Array expression
অ্যারের নাম,Array name
কাঠামোর অ্যারে,Array of structures
অ্যারে প্রিন্টিং,Array printing
অ্যারে প্রসেসিং,Array processing
অ্যারে প্রসেসর,Array processor
বক্তৃতা পয়েন্ট,Articulation point
কৃত্রিম জ্ঞান,Artificial cognition
কৃত্রিম বুদ্ধিমত্তা,Artificial intelligence
কৃত্রিম ভাষা,Artificial language
কৃত্রিম পরিবর্তনশীল,Artificial variable
আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক,Arts application data bank
আর্টস অ্যাপ্লিকেশন সংগীত,Arts application music
আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন,Arts application pattern generation
আরোহী,Ascender
আরোহী বাছাই,Ascending sort
Ascil,ASCIL
ASCII নিয়ন্ত্রণ চরিত্র,ASCII control character
ASCII কী বোর্ড,ASCII key board
দিক,Aspect
দিক এবং,Aspect and
একত্রিত করা,Assemble
একত্রিত উত্স,Assembled origin
সময়কাল একত্রিত করুন,Assemble duration
এসেম্বলার,Assembler
এসেম্বলার ডাইরেক্টিভ,Assembler directive
এসেম্বলার সুবিধা,Assembler facility
এসেম্বলার ভাষা,Assembler language
একত্রিত,Assembling
সমাবেশ পর্ব,Assembling phase
সময় একত্রিত,Assembling time
সমাবেশ,Assembly
এসেম্বলি,Assembly language
অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং,Assembly language programming
সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা,Assembly language software flexibility
সমাবেশ তালিকা,Assembly listing
সমাবেশ পর্ব,Assembly phase
সমাবেশ রুটিন,Assembly routine
সমাবেশ সময়,Assembly time
সমাবেশ ইউনিট,Assembly unit
অ্যাসাইনমেন্ট ইনডেক্সিং,Assignment indexing
অ্যাসাইনমেন্ট অপারেশন,Assignment operation
নিয়োগ বিবৃতি,Assignment statement
সহযোগী ঠিকানা,Associative address
সহযোগী অ্যারে রেজিস্টার,Associative array register
সহযোগী কী,Associative key
সহযোগী ভাষা,Associative language
সহযোগী স্মৃতি,Associative memory
সহযোগী স্টোরেজ,Associative storage
দশমিক বিন্দু ধরে নেওয়া,Assumed decimal point
অসমমিত ডিভাইস,Asymmetric device
অসমমিত আই/ও,Asymmetric i/o
অ্যাসিঙ্ক্রোনাস,Asynchronous
অ্যাসিঙ্ক্রোনাস কম্পিউটার,Asynchronous computer
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার,Asynchronous data transfer
অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন,Asynchronous data transmission
অ্যাসিঙ্ক্রোনাস ডিভাইস,Asynchronous devices
অ্যাসিঙ্ক্রোনাস অপারেশন,Asynchronous operation
অ্যাসিঙ্ক্রোনাস সিগন্যালিং,Asynchronous signalling
অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং,Asynchronous time division multiplexing
অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন,Asynchronous transmission
অ্যাসিঙ্ক্রোনাস ওয়ার্কিং,Asynchronous working
সংযুক্ত প্রক্রিয়াজাতকরণ,Attached processing
সংযুক্ত প্রসেসর,Attached processor
সংযুক্ত সমর্থন প্রসেসর,Attached support processor
অপারেশন উপস্থিত,Attended operation
ট্রেল প্রিন্টারে অংশ নিয়েছেন,Attended trail printer
মনোযোগ বাধা,Attention interruption
মনোযোগ কী,Attention key
মনোযোগ,Attenuation
অবিচ্ছিন্ন ধ্রুবক,Attenuation constant
মনোযোগ বিকৃতি,Attenuation distortion
মনোযোগ সমতুল্য,Attenuation equalizer
অ্যাটেনুয়েটর,Attenuator
বৈশিষ্ট্য,Attribute
শ্রাবণ অ্যালার্ম,Audible alarm
অডিও ক্যাসেট,Audio cassette
অডিও তদন্ত,Audio enquiry
অডিও লাইন,Audio line
অডিও প্রতিক্রিয়া,Audio response
অডিও প্রতিক্রিয়া বার্তা,Audio response message
অডিও প্রতিক্রিয়া ইউনিট,Audio response unit
অডিওটেপ স্টোরেজ ইউনিট,Audiotape storage unit
অডিও টেলিযোগাযোগ লাইন,Audio telecommunication line
অডিও টার্মিনাল,Audio terminal
অডিট কমান্ড ভাষা,Audit command language
অডিট প্রোগ্রামিং,Audit programming
নিরীক্ষা পথ,Audit trail
অগেন্ড,Augend
অগমেন্ট,Augment
অগমেন্টার,Augmenter
লেখক,Author
অনুমোদন,Authoring
অনুমোদন ব্যবস্থা,Authoring system
কর্তৃপক্ষ,Authority
অনুমোদন কোড,Authorization code
অনুমোদিত গ্রন্থাগার,Authorized library
অনুমোদিত প্রোগ্রাম,Authorized program
অনুমোদিত প্রোগ্রাম সুবিধা,Authorized program facility
অটো অ্যাবস্ট্রাক্ট,Auto abstract
স্বয়ংক্রিয় উত্তর,Autoanswer
অটো বুটিং,Auto booting
অটো বাইপাস,Auto bypass
অটো কল (= স্বয়ংক্রিয় কলিং),Auto call (=automatic calling)
অটো কোডার,Auto coder
স্বয়ংক্রিয় কল,Auto dial
অটোফ্লো,Autoflow
অটো সূচক,Auto index
অটো ইনডেক্সড অ্যাড্রেসিং,Auto indexed addressing
অটোমেটা,Automata
অটোমেটা তত্ত্ব,Automata theory
অটোমেটা টাইপ,Automata type
স্বয়ংক্রিয় গ্রন্থপঞ্জি,Automated bibliography
স্বয়ংক্রিয় ডেটা মিডিয়াম,Automated data medium
স্বয়ংক্রিয় অভিধান,Automated dictionary
স্বয়ংক্রিয় শব্দকোষ,Automated glossary
স্বয়ংক্রিয় লজিক ডায়াগ্রাম,Automated logic diagram
স্বয়ংক্রিয় ব্যবস্থাপনা,Automated management
স্বয়ংক্রিয় উত্পাদন ব্যবস্থাপনা,Automated production management
স্বয়ংক্রিয় স্টক নিয়ন্ত্রণ,Automated stock control
স্বয়ংক্রিয় বিমূর্ত,Automatic abstract
স্বয়ংক্রিয় বিমূর্ততা,Automatic abstracting
স্বয়ংক্রিয়ভাবে প্রোগ্রাম করা সরঞ্জাম,Automatically programmed tools
স্বয়ংক্রিয় উত্তর,Automatic answering
স্বয়ংক্রিয় কল বিতরণকারী,Automatic call distributor
স্বয়ংক্রিয় কলিং,Automatic calling
স্বয়ংক্রিয় চেক,Automatic check
স্বয়ংক্রিয় কোডিং,Automatic coding
স্বয়ংক্রিয় কম্পিউটিং,Automatic computing
স্বয়ংক্রিয় কম্পিউটিং ইঞ্জিন,Automatic computing engine
স্বয়ংক্রিয় ধ্রুবক,Automatic constant
স্বয়ংক্রিয় নিয়ন্ত্রণ ইঞ্জিনিয়ারিং,Automatic control engineering
স্বয়ংক্রিয় ডেটা প্রসেসিং,Automatic data processing
স্বয়ংক্রিয় ডেটা প্রসেসিং সিস্টেম,Automatic data processing system
স্বয়ংক্রিয় দশমিক প্রান্তিককরণ,Automatic decimal alignment
স্বয়ংক্রিয় ডায়ালিং ইউনিট,Automatic dialing unit
স্বয়ংক্রিয় অভিধান,Automatic dictionary
স্বয়ংক্রিয় সমতা,Automatic equalization
স্বয়ংক্রিয় ত্রুটি সংশোধন,Automatic error correction
স্বয়ংক্রিয় ফিড পাঞ্চ,Automatic feed punch
স্বয়ংক্রিয় ফাংশন,Automatic function
স্বয়ংক্রিয় সূচক,Automatic indexing
স্বয়ংক্রিয় গ্রন্থাগার কল,Automatic library call
স্বয়ংক্রিয় বার্তা অ্যাকাউন্টিং,Automatic message accounting
স্বয়ংক্রিয় সংখ্যা সনাক্তকরণ,Automatic number identification
স্বয়ংক্রিয় পৃষ্ঠা,Automatic pagination
স্বয়ংক্রিয় প্রোগ্রামিং,Automatic programming
স্বয়ংক্রিয় পাঞ্চ,Automatic punch
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,Automatic recovery program
স্বয়ংক্রিয় পুনরাবৃত্তি অনুরোধ,Automatic repeat request
স্বয়ংক্রিয় পুনঃসূচনা,Automatic restart
স্বয়ংক্রিয় রুটিন,Automatic routine
স্বয়ংক্রিয় সিকোয়েন্সিং,Automatic sequencing
স্বয়ংক্রিয় ক্রমিক অপারেশন,Automatic sequential operation
স্বয়ংক্রিয় স্টপ,Automatic stop
স্বয়ংক্রিয় পরিবর্তনশীল,Automatic variable
স্বয়ংক্রিয় ভলিউম স্বীকৃতি,Automatic volume recognition
স্বয়ংক্রিয় ভলিউম স্যুইচিং,Automatic volume switching
অটোমেশন,Automation
অটোমেশন ধারণা,Automation concept
স্বয়ংক্রিয়করণ,Automatisation
অটোমেটন,Automaton
স্বয়ংক্রিয় বার্তা রাউটিং,Automatic message routing
অটোমোনিটার,Automoniter
অটোমোনিটার রুটিন,Automoniter routine
স্বায়ত্তশাসিত চ্যানেল অপারেশন,Autonomous channel operation
স্বায়ত্তশাসিত কাজ,Autonomous working
অটোপ্লোটার,Autoplotter
সহায়ক কনসোল,Auxiliary console
সহায়ক সরঞ্জাম,Auxiliary equipment
সহায়ক স্মৃতি,Auxiliary memory
সহায়ক অপারেশন,Auxiliary operation
সহায়ক রুটিন,Auxiliary routine
সহায়ক স্টোরেজ,Auxiliary storage
সহায়ক স্টোর,Auxiliary store
উপস্থিতি,Availability
উপলভ্য মেশিন সময়,Available machine time
উপলভ্য পয়েন্ট,Available point
উপলভ্য স্থান তালিকা,Available space list
উপলব্ধ সময়,Available time
উপলব্ধ অ্যাক্সেস সময়,Available access time
গড় শর্তাধীন তথ্য,Average conditional information
গড় প্রান্ত সময়,Average edge time
গড় তথ্য সামগ্রী,Average information content
গড় তথ্য হার,Average information rate
গড় ট্রান্সিনফর্মেশন সামগ্রী,Average transinformation content
গড় ট্রান্সিনফর্মেশন হার,Average transinformation rate
"পটভূমি প্রদর্শন চিত্র (= স্ট্যাটিক ডিসপ্লে
 চিত্র)","Background display image (= static display
 Image)"
ব্যাকগ্রাউন্ডিং (= ব্যাকগ্রাউন্ড প্রসেসিং),Backgrounding (= background processing)
পটভূমি কাজ,Background job
পিছনের শব্দ,Background noise
পটভূমি মুদ্রণ,Background printing
পটভূমি প্রক্রিয়াকরণ,Background processing
পটভূমি প্রোগ্রাম,Background program
পটভূমি পাঠক,Background reader
পটভূমি অঞ্চল,Background region
"ব্যাক স্টোরেজ (= সহায়ক
 স্টোরেজ)","Backing storage (= auxiliary
 Storage)"
ব্যাকিং স্টোর,Backing store
পিছনে বিমান,Back plane
ব্যাকস্পেস,Backspace
ব্যাকস্পেস চরিত্র,Backspace character
ব্যাকস্পেসিং,Backspacing
ব্যাকট্র্যাকিং,Backtracking
ব্যাকট্র্যাকিং স্ট্রাকচার্ড প্রোগ্রামিং,Backtracking structured programming
ব্যাকআপ,Backup
ব্যাকআপ অনুলিপি,Backup copy
ব্যাকআপ ফাইল,Backup file
ব্যাকআপ মেমরি,Backup memory
ব্যাকআপ প্রোগ্রামার,Backup programmer
ব্যাকআপ স্টোর,Backup store
পশ্চাদপদ চ্যানেল,Backward channel
পশ্চাদপদ ত্রুটি বিশ্লেষণ,Backward error analysis
পিছনে ফাইল পুনরুদ্ধার,Backward file recovery
পশ্চাদপদ পুনরুদ্ধার,Backward recovery
পশ্চাদপদ তদারকি,Backward supervision
