Malayalam,Gujarati
ഏകദേശ രീതി,અંદાજિત પદ્ધતિ
ഏകദേശ പരിഹാരം,અંદાજિત ઉકેલ
ഏകദേശ പ്രശ്നം,અંદાજની સમસ્યા
ഏകദേശ സ്വത്ത്,અંદાજિત મિલકત
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി,યોગ્યતા પરીક્ષણ બેટરી
അർഗൻഡ് ഡയഗ്രം,આર્ગાન્ડ ડાયાગ્રામ
ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു,મનસ્વી રીતે પસંદ કરેલ
ഏകപക്ഷീയമായ,મનસ્વી
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,મનસ્વી સતત
ഏകപക്ഷീയമായ ഘടകം,મનસ્વી તત્વ
ഏകപക്ഷീയമായ പോയിന്റ്,મનસ્વી બિંદુ
ആർക്കെമീഡിയൻ നിയമം,આર્કેમીડિયન કાયદો
ആർക്കിമിഡീസ് തത്വം,આર્કિમિડીઝ સિદ્ધાંત
ആർക്ക് നീളം,ચાપ લંબાઈ
വൃത്താകൃതിയിലുള്ള കമാനം,વર્તુળની ચાપ
ആർക്ക് സൈൻ വിതരണം,આર્ક સાઈન વિતરણ
ആർക്ക് സൈൻ പരിവർത്തനം,આર્ક સાઈન ટ્રાન્સફોર્મેશન
പ്രദേശം,વિસ્તાર
ഏരിയൽ ടെക്സ്ചർ,ક્ષેત્રીય રચના
സങ്കീർണ്ണ സംഖ്യയുടെ വാദം,જટિલ સંખ્યાની દલીલ
ഗണിത അർത്ഥം,અંકગણિત સરેરાશ
ഗണിത പ്രവർത്തനം,અંકગણિત કામગીરી
ഗണിത യൂണിറ്റ്,અંકગણિત એકમ
ക്രമീകരണം,વ્યવસ્થા
അറേ,એરે
കൃത്രിമ ഉപഗ്രഹം,કૃત્રિમ ઉપગ્રહ
കൃത്രിമ വേരിയബിൾ,કૃત્રિમ ચલ
കയറുക,ચડવું
ആരോഹണം,ચડતા
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,તીવ્રતાનો ચડતો ક્રમ
ആരോഹണ പരമ്പര,ચડતી શ્રેણી
അസംബ്ലർ ഭാഷ,એસેમ્બલર ભાષા
അസൈൻമെന്റ് പ്രശ്നം,સોંપણીની સમસ્યા
സഹകാരി നിയമം,સહયોગી કાયદો
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,ઓપરેટરોનો સહયોગી કાયદો
അനുബന്ധ പ്രവർത്തനം,સહયોગી કામગીરી
സഹവാസം,સહયોગ
അർത്ഥമാക്കുന്നത്,ધાર્યું સરેરાશ
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,અનુમાનિત સંભાવના વિતરણ
അനുമാനം,ધારણા
ജ്യോതിഷം,જ્યોતિષ
ബഹിരാകാശ എഞ്ചിനീയർ,એસ્ટ્રોનોટિકલ એન્જિનિયર
ജ്യോതിശാസ്ത്രജ്ഞൻ,ખગોળશાસ્ત્રી
ജ്യോതിശാസ്ത്ര ഘടികാരം,ખગોળશાસ્ત્રીય ઘડિયાળ
ജ്യോതിശാസ്ത്രം,ખગોળશાસ્ત્ર
അസമമായ വക്രം,અસમપ્રમાણ વળાંક
അസമമിതി,અસમપ્રમાણતા
ലക്ഷണം,એસિમ્પ્ટોટ
അസിംപ്റ്റോട്ടിക്,એસિમ્પટોટિક
അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ,એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર
അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ,એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા
അസിംപ്റ്റോട്ടിക് സ്വഭാവം,એસિમ્પ્ટોટિક વર્તન
അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ,એસિમ્પ્ટોટિક વિતરણ કાર્ય
അസിംപ്റ്റോട്ടിക് വികാസം,એસિમ્પ્ટોટિક વિસ્તરણ
അന്തരീക്ഷമർദ്ദം,વાતાવરણ નુ દબાણ
മാറി മാറി,રેન્ડમ પર
ആട്രിബ്യൂട്ട്,લક્ષણ
ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം,વિશેષતા નમૂના પ્રક્રિયા
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,સંવર્ધિત મેટ્રિક્સ
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,સ્વતઃસંબંધ ગુણાંક
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,સ્વતઃસંબંધ કાર્ય
ഓട്ടോകോവേരിയൻസ്,ઓટોકોવરિઅન્સ
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,સ્વચાલિત કમ્પ્યુટર
സ്വയം റിഗ്രഷൻ,ઓટો રીગ્રેશન
സഹായ സമവാക്യം,સહાયક સમીકરણ
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്),સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ)
സിദ്ധാന്തം,સ્વયંસિદ્ધ
അച്ചുതണ്ട് സമീപനം,સ્વયંસિદ્ધ અભિગમ
സംഭാവ്യതയുടെ സിദ്ധാന്തം,સંભાવનાનું સ્વયંસિદ્ધ
അച്ചുതണ്ട്,ધરી
അബ്സിസ്സയുടെ അച്ചുതണ്ട്,abscissa ની અક્ષ
ഭൂമിയുടെ അച്ചുതണ്ട്,પૃથ્વીની ધરી
വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്,ક્રાંતિની ધરી
ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്,પરિભ્રમણની અક્ષ
സ്പിന്നിന്റെ അച്ചുതണ്ട്,સ્પિનની ધરી
തിരികെ-പകരം,બેક-અવેજી
പിന്നാക്ക വ്യത്യാസം,પછાત તફાવત
ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല,બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા
ബാലൻസ്,સંતુલન
സമതുലിതമായ ഡിസൈൻ,સંતુલિત ડિઝાઇન
ബാലൻസ് ഷീറ്റ്,સરવૈયા
ബാലിസ്റ്റിക് മിസൈൽ,બેલિસ્ટિક મિસાઇલ
ബാലിസ്റ്റിക്സ്,બેલિસ્ટિક્સ
ബാർ,બાર
അടിസ്ഥാനം,પાયો
അടിസ്ഥാന കോൺ,આધાર કોણ
ലോഗരിതം അടിസ്ഥാനം,લઘુગણકનો આધાર
അടിസ്ഥാന,પાયાની
അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,મૂળભૂત શક્ય ઉકેલ
അടിസ്ഥാന പരിഹാരം,મૂળભૂત ઉકેલ
അടിസ്ഥാന വേരിയബിൾ,મૂળભૂત ચલ
അടിസ്ഥാനം,આધાર
അടിസ്ഥാന ഘടകം,આધાર તત્વ
അടിസ്ഥാന മാട്രിക്സ്,આધાર મેટ્રિક્સ
ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,વેક્ટર સ્પેસનો આધાર
ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം,સબસ્પેસનો આધાર
ബയേസിയൻ എസ്റ്റിമേറ്റ്,બેયસિયન અંદાજ
ബയേസിന്റെ നിയമം,બેયસનો કાયદો
ബയേസിന്റെ സിദ്ധാന്തം,બેયસનું પ્રમેય
ബെർണൂലി വിതരണം,બર્નૌલી વિતરણ
ബെർണൂലി നമ്പർ,બર્નોલી નંબર
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,બર્નૌલી સંભાવના કાર્ય
ബെർണൂലിയുടെ സമവാക്യം,બર્નૌલીનું સમીકરણ
ബെറി പ്രവർത്തനം,બેરી કાર્ય
ഏറ്റവും അനുയോജ്യം,શ્રેષ્ઠ ગોઠવણ
ഏറ്റവും അനുയോജ്യമായ ലൈൻ,શ્રેષ્ઠ - ફિટ લાઇન
മികച്ച പരിഹാരം,શ્રેષ્ઠ ઉકેલ
മികച്ച തന്ത്രങ്ങൾ,શ્રેષ્ઠ વ્યૂહરચના
ബീറ്റ വിതരണം,બીટા વિતરણ
പക്ഷപാതം,પૂર્વગ્રહ
പക്ഷപാതപരമായ കണക്ക്,પક્ષપાતી અંદાજ
ബൈഹാർമോണിക് സമവാക്യം,બિહાર્મોનિક સમીકરણ
ബിജക്ഷൻ,બાયજેક્શન
ബിജക്റ്റീവ് മാപ്പ്,દ્વિભાષી નકશો
ബിജക്റ്റീവ് മാപ്പിംഗ്,બાયજેક્ટિવ મેપિંગ
ബിലീനിയർ രൂപം,દ્વિરેખીય સ્વરૂપ
ബിലീനിയർ ഫംഗ്ഷൻ,દ્વિરેખીય કાર્ય
ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം,દ્વિરેખીય હર્મિટિયન સ્વરૂપ
ബൈനറി,દ્વિસંગી
ബൈനറി കോഡ്,દ્વિસંગી કોડ
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,દ્વિસંગી કોડેડ દશાંશ
ബൈനറി കോഡിംഗ്,દ્વિસંગી કોડિંગ
ബൈനറി കമ്പ്യൂട്ടർ,દ્વિસંગી કમ્પ્યુટર
ബൈനറി അക്കം,દ્વિસંગી અંક
ബൈനറി പ്രവർത്തനം,દ્વિસંગી કામગીરી
ബൈനറി സിസ്റ്റം,દ્વિસંગી સિસ્ટમ
ബൈനറി വേരിയബിൾ,દ્વિસંગી ચલ
ദ്വിപദ ഗുണകം,દ્વિપદી ગુણાંક
ദ്വിപദ വിതരണം,દ્વિપદી વિતરણ
ദ്വിപദ സമവാക്യം,દ્વિપદી સમીકરણ
ദ്വിപദ വിപുലീകരണം,દ્વિપદી વિસ્તરણ
ദ്വിപദ പദപ്രയോഗം,દ્વિપદી અભિવ્યક્તિ
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,દ્વિપદી રેન્ડમ ચલ
ദ്വിപദ സിദ്ധാന്തം,દ્વિપદી પ્રમેય
വിഭജനം,દ્વિભાગ
വിഭജന രീതി,દ્વિભાજન પદ્ધતિ
ദ്വിഭാഗം,દ્વિભાજક
ബൈസീരിയൽ,બાયસીરીયલ
ബിറ്റ്,બીટ
ദ്വിപദ ദ്വിപദ വിതരണം,દ્વિપક્ષીય દ્વિપદી વિતરણ
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,બાયવેરિયેટ સહસંબંધ ગુણાંક
ദ്വിവിധ വിതരണം,દ્વિવિધ વિતરણ
ദ്വിവത്കൃത സാധാരണ വിതരണം,બાયવેરિયેટ સામાન્ય વિતરણ
ബിവെക്ടർ,બાઇવેક્ટર
ബോൾട്ട്സ്മാൻ സമവാക്യം,બોલ્ટ્ઝમેન સમીકરણ
ബൂളിയൻ ബീജഗണിതം,બુલિયન બીજગણિત
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,બોઝ - આઈન્સ્ટાઈન આંકડા
അതിർത്തി അവസ്ഥ,સીમાની સ્થિતિ
അതിർത്തി പാളി,સીમા સ્તર
അതിർത്തി രേഖ,સીમા રેખા
അതിർത്തി മൂല്യം,સીમા મૂલ્ય
അതിർത്തി മൂല്യ പ്രശ്നം,સીમા મૂલ્યની સમસ્યા
പരിമിതമായ പ്രവർത്തനം,બંધાયેલ કાર્ય
ബൗണ്ടഡ് മാട്രിക്സ്,બાઉન્ડેડ મેટ્રિક્સ
അതിർത്തി പ്രദേശം,સીમિત પ્રદેશ
ബൗണ്ടഡ് സെറ്റ്,બાઉન્ડેડ સેટ
ബ്രൗൺ ചലനം,બ્રાઉનિયન ગતિ
കണക്കാക്കുക,ગણત્રી
കണക്കുകൂട്ടുന്നു,ગણતરી
കണക്കുകൂട്ടൽ യന്ത്രം,ગણતરી મશીન
കണക്കുകൂട്ടല്,ગણતરી
കണക്കുകൂട്ടൽ നടപടിക്രമം,ગણતરીની પ્રક્રિયા
കാൽക്കുലേറ്റർ,કેલ્ક્યુલેટર
കാൽക്കുലസ്,કલન
വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ,વિવિધતાની ગણતરી
കലോറി,કેલરી
റദ്ദാക്കൽ നിയമം,રદ કરવાનો કાયદો
കാനോനിക്കൽ സമവാക്യം,પ્રામાણિક સમીકરણ
കാനോനിക്കൽ രൂപം,પ્રમાણભૂત સ્વરૂપ
കാനോനിക്കൽ മാട്രിക്സ്,પ્રમાણભૂત મેટ્રિક્સ
കാന്റർ സെറ്റ്,કેન્ટર સેટ
കാന്ററിന്റെ ത്രിതല സെറ്റ്,કેન્ટોરનો તૃતીય સમૂહ
ശേഷിയുള്ള ഗതാഗത പ്രശ്നം,ક્ષમતાયુક્ત પરિવહન સમસ્યા
ശേഷി,ક્ષમતા
കാപ്പിലറി ബലം,રુધિરકેશિકા બળ
കാർഡിനൽ നമ്പർ,મુખ્ય નંબર
കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ,કાર્ટેશિયન અક્ષો
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,કાર્ટેશિયન કોઓર્ડિનેટ્સ
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,કાર્ટેશિયન ઉત્પાદન
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,સેટનું કાર્ટેશિયન ઉત્પાદન
കേസ് പഠനം,કેસ સ્ટડી
വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ,આપત્તિજનક વધઘટ
കാറ്റനറി,કેટેનરી
കോച്ചി വിതരണം,કોચી વિતરણ
കൗച്ചി ഫോർമുല,કોચી સૂત્ર
Cauchy Goursat സിദ്ധാന്തം,કોચી ગૌરસત પ્રમેય
കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ,Cauchy Riemann શરતો
Cauchy ക്രമം,કોચી ક્રમ
കൗച്ചി ഇന്റഗ്രൽ,કોચી અભિન્ન
Cauchy പ്രധാന മൂല്യം,કોચી મુખ્ય મૂલ્ય
കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം,કોચી અવશેષ પ્રમેય
കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം,કેલી હેમિલ્ટન પ્રમેય
ആകാശ ശരീരം,અવકાશી પદાર્થ
ആകാശത്തിന്റെ അളവ്,અવકાશી માપ
ആകാശ മെക്കാനിക്സ്,અવકાશી મિકેનિક્સ
ആകാശ വസ്തു,અવકાશી પદાર્થ
സെൽ ആവൃത്തി,સેલ આવર્તન
കാനേഷുമാരി,વસ્તી ગણતરી
സെന്റൽ,સેન્ટાઇલ
സെന്റീമീറ്റർ,સેન્ટીમીટર
സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം,સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ
കേന്ദ്ര,કેન્દ્રીય
കേന്ദ്ര അക്ഷം,કેન્દ્રીય અક્ષ
കേന്ദ്ര വ്യത്യാസം,કેન્દ્રીય તફાવત
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,કેન્દ્રીય તફાવત સૂત્ર
കേന്ദ്ര വ്യത്യാസ പട്ടിക,કેન્દ્રીય તફાવત કોષ્ટક
കേന്ദ്ര പരിധി സിദ്ധാന്തം,કેન્દ્રીય મર્યાદા પ્રમેય
കേന്ദ്ര നിമിഷം,કેન્દ્રીય ક્ષણ
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
കേന്ദ്ര പ്രവണത,કેન્દ્રીય વલણ
കേന്ദ്രം,કેન્દ્ર
ഗുരുത്വാകർഷണ കേന്ദ്രം,ગુરુત્વાકર્ષણ કેન્દ્ર
ഗ്രൂപ്പിന്റെ കേന്ദ്രം,જૂથનું કેન્દ્ર
പിണ്ഡത്തിന്റെ കേന്ദ്രം,સમૂહનું કેન્દ્ર
സമമിതിയുടെ കേന്ദ്രം,સમપ્રમાણતાનું કેન્દ્ર
അപകേന്ദ്ര ബലം,કેન્દ્રત્યાગી બળ
അപകേന്ദ്രബലം,કેન્દ્રબિંદુ બળ
കേന്ദ്രീകൃത,કેન્દ્રીય
ഉറപ്പ്,નિશ્ચિતતા
cgs സിസ്റ്റം,સીજીએસ સિસ્ટમ
cgs യൂണിറ്റ്,સીજીએસ એકમ
വ്യത്യാസത്തിന്റെ ശൃംഖല,ભિન્નતાનો સાંકળ નિયમ
സാധ്യത കാരണങ്ങൾ,તક કારણો
അവസര നീക്കങ്ങൾ,તક ચાલ
അച്ചുതണ്ടുകളുടെ മാറ്റം,અક્ષોનું પરિવર્તન
അടിസ്ഥാന മാറ്റം,આધાર ફેરફાર
ക്രമം മാറ്റം,ઓર્ડરમાં ફેરફાર
സ്വഭാവ ഗുണകം,લાક્ષણિક ગુણાંક
ഡിറ്റർമിനന്റ്,નિર્ણાયક
സ്വഭാവ സമവാക്യം,લાક્ષણિક સમીકરણ
സ്വഭാവ സവിശേഷത,લાક્ષણિક કાર્ય
ലോഗരിതത്തിന്റെ സ്വഭാവം,લઘુગણકની લાક્ષણિકતા
സ്വഭാവ ബഹുപദം,લાક્ષણિક બહુપદી
സ്വഭാവ മൂല്യം,લાક્ષણિક મૂલ્ય
സ്വഭാവ വെക്റ്റർ,લાક્ષણિક વેક્ટર
പ്രതീക സെറ്റ്,અક્ષર સમૂહ
ചാർട്ട്,ચાર્ટ
ചി-സ്ക്വയർ വിതരണം,ચી-સ્ક્વેર વિતરણ
ചി-സ്ക്വയർ ഫോർമുല,ચી-સ્ક્વેર ફોર્મ્યુલા
ചി-സ്ക്വയർ ടെസ്റ്റ്,ચી-સ્ક્વેર ટેસ્ટ
കോർഡ്,તાર
chord-bisection രീതി,તાર-દ્વિભાજન પદ્ધતિ
സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം),સાઇફર સંદેશ (=કોડેડ સંદેશ)
സൈഫർ (പൂജ്യം),સાઇફર (શૂન્ય)
വൃത്തം,વર્તુળ
ഒത്തുചേരൽ വൃത്തം,કન્વર્જન્સનું વર્તુળ
സർക്യൂട്ട് മാട്രിക്സ്,સર્કિટ મેટ્રિક્સ
വൃത്താകൃതിയിലുള്ള,પરિપત્ર
വൃത്താകൃതിയിലുള്ള ലക്ഷണം,પરિપત્ર એસિમ્પ્ટોટ
വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്,ગોળાકાર હેલિક્સ
വൃത്താകൃതിയിലുള്ള ചലനം,પરિપત્ર ગતિ
