Assamese,Marathi
"বয়স, বয়স, বয়স, যুগ (ed.), সময়ক প্ৰভাৱিত কৰা (ver.), সময়, সময়ৰ দ্বাৰা প্ৰভাৱিত হোৱা","वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे"
সময় প্ৰভাৱিত,वेळ प्रभावित
"বয়স বৃদ্ধি, বয়স বৃদ্ধি","वृद्धत्व, वृद्धत्व"
সময়ৰ প্ৰভাৱ,वेळेचा प्रभाव
সময় প্ৰভাৱ পৰীক্ষা,वेळ प्रभाव चाचणी
মাধ্যাকৰ্ষণহীন,गुरुत्वाकर्षणरहित
মিলন,समेट
"বায়ুমণ্ডলীয় ৰাডাৰ, আকাশী ৰাডাৰ","हवाई रडार, हवाई रडार"
"আকাশী লক্ষ্য, আকাশী লক্ষ্য","हवाई लक्ष्य, हवाई लक्ष्य"
বায়ু শ্বাসযন্ত্ৰ,हवा श्वसन यंत्र
এয়াৰ কণ্ডিচনাৰ,वातानुकुलीत
এয়াৰক্ৰু ট্ৰেন্সফৰ্মাৰ,विंडप्रूफ ट्रान्सफॉर्मर
বিমান,विमान
প্ৰান্তিককৰণ,संरेखन
প্ৰান্তিককৰণৰ ভুল,संरेखन त्रुटी
লাইভ চাৰ্কিট,थेट सर्किट
সম্পূৰ্ণ কাঁচৰ নলী,पूर्ण काचेची ट्यूब
গোটেই ধাতুৰ নলী,संपूर्ण धातूची नळी
ঠিক কৰা,निराकरण
"মিশ্ৰতু (সম্পা.), মিশ্ৰত্বন (ক্ৰ.)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
মিশ্ৰত্ৱন,मिश्रत्व
সৰ্বব্যাপী মাধ্যম,सर्वव्यापी माध्यम
omni এন্টেনা,सर्व अँटेना
আলমানাক,पंचांग
আলফা,अल्फा
আলফা-কাৰ্য্যকলাপ,अल्फा क्रियाकलाप
আলফানিউমেৰিক,अल्फान्यूमेरिक
আলফা ৰশ্মি,अल्फा किरण
সলা,बदला
"বিকল্প, বিকল্প","पर्यायी, पर्यायी"
অলটাৰেটৰ,अल्टरनेटर
উচ্চতামাপক,अल्टिमीटर
উচ্চতামাপক,अल्टिमीटर
উচ্চতা মাপকাঠী,altimetry
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","उंची, उंची, उंची, उंची"
গাণিতিক যুক্তি একক (ALU),अंकगणित तर्क युनिट (ALU)
amaget নিয়ম,amaget नियम
পৰিৱেশ,वातावरण
amicron,amicron
এমিটাৰ,ammeter
এম্পিয়াৰ,अँपिअर
এম্পিয়াৰ-আইন,अँपिअर-लॉ
উভচৰ আয়ন,उभयचर आयन
এম্প্লিফিকেশন,प्रवर्धन
এম্প্লিফায়াৰ,अॅम्प्लीफायर
"কোণ, মাত্ৰা","कोन, परिमाण"
ক. এম ইউ. (পাৰমাণৱিক ভৰ একক),a एम. यू. (अणु वस्तुमान एकक)
উপযুক্ত,सुसंगत
উপমা,साधर्म्य
বিশ্লেষক,विश्लेषक
বিশ্লেষণ,विश्लेषण
বিশ্লেষণাত্মক,विश्लेषणात्मक
নন-পইন্ট,नॉन पॉइंट
অস্বাভাৱিক,विसंगत
আৰু দুৱাৰ,आणि दरवाजा
অ-ধ্বনিযুক্ত,गैर-ध्वनी
বিষম স্থিতিস্থাপকতা,विसंगत लवचिकता
জলহীন,निर्जल
কোণ,कोन
angstrom একক,अँग्स्ट्रोम युनिट
কৌণিক,टोकदार
প্ৰট্ৰেক্টৰ vernier,protractor vernier
বিতৰ্কহীন,विवादास्पद
অসন্মানজনক,अनादर
ৰঙীন চুম্বকীয়কৰণ,अक्रोमॅटिक चुंबकीकरण
শিথিলতা,सुस्त
এনিয়ন,anion
অসমতাপূৰ্ণ,असममित
সমতলীয়,समस्थानिक
সমচক্ৰীয়তা,isotropism
মচি পেলোৱা,हटवणे
ষড়যন্ত্ৰকাৰী,कटकारस्थान
এনোড,एनोड
এনোডাইজেচন,anodization
অসামঞ্জস্যপূৰ্ণ,विसंगत
অপটিকেল চিষ্টেম,ऑप्टिकल प्रणाली
এন্টেনা,अँटेना
এন্টিবেৰিয়ান,अँटीबेरियन
এন্টি-বণ্ডিং বৈশিষ্ট্য,अँटी-बॉन्डिंग गुणधर्म
কাউণ্টাৰ বণ্ড,काउंटर बाँड
ৰিভাৰ্ছ পাৱাৰ,उलट शक्ती
ডাইমেগনেটিক,डायमॅग्नेटिक
ডাইমেগনেটিক পদাৰ্থ,डायमॅग्नेटिक सामग्री
এন্টি-ইনফ্লেমেটৰী,विरोधी दाहक
এন্টিগ্ৰেভিটি,गुरुत्वाकर्षण
এন্টিলামডা কণা,antilamda कण
এলিলেপ্টন,ऍलेलेप्टन
ডাইমেগনেটিক,डायमॅग्नेटिक
এন্টিমেটাৰ,प्रतिपदार्थ
এন্টি মিছাইল,क्षेपणास्त्र विरोधी
এন্টিনিউট্ৰন,अँटीन्यूट्रॉन
স্পন্দনশীল,pulsating
এন্টিনিউক্লিয়ন,अँटीन्यूक्लिओन
এন্টিপাৰটিকেল,प्रतिकण
এন্টিপ্ৰ&#39;টন,अँटीप्रोटॉन
এন্টিৰিফ্লেক্টিভ,परावर्तक
এন্টিসিমেট্ৰিক,विषमताविरोधी
non recurring,आवर्ती नाही
এনাক্ৰ&#39;নিজম,अनाक्रोनिझम
ছিদ্ৰযুক্ত স্কেনিং ডিস্ক,छिद्रित स्कॅनिंग डिस्क
দ্বাৰক,द्वारक
"ওপৰ, ওপৰ, সন্মুখ","वर, वर, समोर"
"সূৰ্য্য উচ্চ, উচ্চ সূৰ্য্য","उच्च सूर्य, उच्च सूर्य"
উদাসীন জৰী,उदासीन लेस
অকৰুণ,गैर-दयनीय
অ-অক্ষমতা,अपंगत्व नसणे
অতি ৰংহীন,अतिशय वर्णवर्धक
"ভূমি-উচ্চ, apogee","जमीन-उंच, apogee"
"অমেৰু, বৃত্তাকাৰ","nonpolar, circumpolar"
পেৰাপোলাৰিটি,parapolarity
সঁজুলি,साधन
"ভাৰ্চুৱেল, দৃশ্যমান","आभासी, दृश्य"
দৃশ্যমান সূৰ্য্য,दृश्यमान सूर्य
দৃশ্যমান সময়,दृश्य वेळ
উদীয়মান ৰূপ,उदयोन्मुख देखावा
দৰ্খাস্ত,अर्ज
প্ৰযোজ্যতা,लागू
প্ৰয়োগ কৰা হৈছে,लागू
পৰ্যবেক্ষণযোগ্য,निरीक्षण करण्यायोग्य
পদ্ধতি,दृष्टीकोन
"ওচৰত, প্ৰায়","जवळ, अंदाजे"
আনুমানিককৰণ,अंदाजे
বাষ্পৰ চাপ,बाष्प दाब
স্বেচ্ছামূলক,ऐच्छिक
"চাপ চুলা, চাপ চুলা","चाप भट्टी, चाप भट्टी"
আৰ্কিমিডিছৰ নিয়ম,आर्किमिडीजचा कायदा
স্থাপত্যৰ ধ্বনিবিজ্ঞান,आर्किटेक्चरल ध्वनीशास्त्र
চাপ লেম্প,चाप दिवा
চাপ-বৰ্ণালী,आर्क-स्पेक्ट्रम
"এলেকা, এলেকা","क्षेत्र, क्षेत्र"
"আঞ্চলিক, আঞ্চলিক","प्रादेशिक, प्रादेशिक"
"বাহু, বাহু, শাখা","हात, हात, शाखा"
অপেশাদার,हौशी
"এৰে, এৰে","अॅरे, अॅरे"
ৰিচিভাৰ,प्राप्तकर्ता
উচ্চাৰণৰ স্পষ্টতা,उच्चार स्पष्टता
কৃত্ৰিম,सिंथेटिक
কৃত্ৰিম ৰূপান্তৰ,कृत्रिम संक्रमण
আৰোহী,चढत्या
আৰোহণ,आरोहण
বগাই যোৱা,चढणे
আগোলি,अगोली
একত্ৰীকৰণ,एकत्रीकरण
set of,संच
"একত্ৰিত কৰা, একত্ৰিত কৰা","एकत्र करणे, एकत्र करणे"
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","एकत्र करणे, एकत्र करणे, एकत्र करणे"
নিখুঁত অনুমান,अचूक अंदाज
নিৰ্দিষ্ট (কোৱাণ্টাম সংখ্যাৰ) ধাৰ্য্যকৰণসমূহ,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"সম্পৰ্কীয়, সংযুক্ত, সংযুক্ত","संबंधित, सहयोगी, संयुग्मित"
স্বৰধ্বনি,स्वराचा उच्चार
স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ,स्वयंचलित मल्टीव्हायब्रेटर
এষ্টেনিক,अस्थेनिक
"বিৰতি, দৃষ্টিশক্তি","संयम, दृष्टिवैषम्य"
মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ,अंतराळ प्रवास इलेक्ट्रॉनिक्स
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,खगोल भौतिकशास्त्र
মহাকাশচাৰী,अंतराळवीर
জ্যোতিৰ্বিজ্ঞানী,खगोलशास्त्रज्ञ
আকাশী,आकाशीय
জ্যোতিৰ্বিজ্ঞান,खगोलशास्त्र
জ্যোতিৰ্পদাৰ্থ বিজ্ঞান,खगोल भौतिकशास्त्र
অসমতাপূৰ্ণ,असममित
এছিম্পটটিক,लक्षणे नसलेला
গুৰুতৰ কৰি তোলা,त्रासदायक
এচিনক্ৰ&#39;নাছ,असिंक्रोनस
"বায়ুমণ্ডল, বায়ুমণ্ডল","वातावरण, वातावरण"
বায়ুমণ্ডলীয়,वातावरणीय
বতাহৰ অস্থিৰতা,वारा अशांतता
পাৰমাণৱিক,आण्विक
পাৰমাণৱিক,अणू
পাৰমাণৱিকতা,आण्विकता
পাৰমাণৱিক ভৰ,आण्विक वस्तुमान
পাৰমাণৱিক সংখ্যা,अणुक्रमांक
"নিউক্লিয়াৰ ৰিয়েক্টৰ, নিউক্লিয়াৰ পাইল","आण्विक अणुभट्टी, आण्विक ढीग"
পাৰমাণৱিক,अणू
কণা,कण
কণা,कण
"attenuation, ক্ষীণকৰণ","क्षीणता, क्षीणता"
"attenuating, ক্ষীণ কৰা","कमी करणे, कमी करणे"
আকৰ্ষণ,मोहिनी
আকৰ্ষণৰ বল,आकर्षण शक्ती
শ্ৰৱণ ক্ষমতা,ऐकण्याची क्षमता
অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,ऑडिओ वारंवारता अॅम्प्लिफायर
শ্ৰৱণযোগ্য,ऐकण्यायोग्य
অডিঅ&#39; জেনেৰেটৰ,ऑडिओ जनरेटर
শ্ৰৱণ ক্ষমতা গ্ৰাফ,श्रवणक्षमता आलेख
শ্ৰৱণ বিজ্ঞান,श्रवण विज्ञान
অডিঅ&#39;মিটাৰ,ऑडिओमीटर
শ্ৰৱণযোগ্য কম্পাঙ্ক দোলক,ऐकण्यायोग्य वारंवारता ऑसिलेटर
শব্দ সংকেত,ध्वनी सिग्नल
দৃশ্য-শ্ৰাব্য,दृकश्राव्य
"অডিটৰিয়াম, অডিটৰিয়াম","सभागृह, सभागृह"
OZ প্ৰভাৱ,ओझेड प्रभाव
প্ৰচাৰ,जाहिरात
এনহান্সাৰ,वर्धक
মেৰু শিখা,ध्रुवीय ज्योत
দক্ষিণ মেৰু শিখা,दक्षिण ध्रुवीय ज्वाला
উত্তৰ মেৰু শিখা,उत्तर ध्रुवीय ज्योत
স্বয়ংক্ৰিয় সতৰ্কবাণী,स्वयंचलित सूचना
অটো সমান্তৰালকাৰী,स्वयं समांतर
"স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ","ऑटोमेशन, ऑटोमेशन"
"সহায়ক, সমবায়, অতিৰিক্ত","सहाय्यक, सहकारी, अतिरिक्त"
"অৱদাভা, হিমস্খলন","आडवा, हिमस्खलन"
"mean, mean","अर्थ, क्षुद्र"
পৰিৱৰণ,परिवार
অক্ষীয়,अक्षीय
অক্ষ,अक्ष
এজিমুথ,दिगंश
এজিমুথ,दिगंश
পিছলৈ,परत
"পটভূমি, পটভূমি","पार्श्वभूमी, पार्श्वभूमी"
"পিছপৰা, পিছপৰা","मागासलेला, मागासलेला"
ঘুৰা,टर्नअराउंड
বেক ভল্টেজ পালছাৰ,बॅक व्होल्टेज पल्सर
সম্পৰ্কৰ পিছৰ,पोस्ट-रिलेशनशिप
ৰিইম্বৰ্চেমেণ্ট,प्रतिपूर्ती
এন্টি ভল্টেজ,अँटी व्होल्टेज
পশ্চাৎ বিক্ষিপ্ততা,पोस्टरियर स्कॅटरिंग
অন্তৰ্স্থলীৰ তৰংগ,इंटरस्टिशियल लाट
ইনচুলেটৰ,इन्सुलेटर
পেৰাচুট জাম্প,हवाई छत्री वापरून घेतलेली उडी
উত্তাপন কৰা,गरम करणे
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
বেলেন্সাৰ,बॅलन्सर
ভাৰসাম্যতা বজাই ৰখা,शिल्लक
গ্ল&#39;বুল,गोलाकार
"বেলিষ্টিক, বেলিষ্টিক","बॅलिस्टिक, बॅलिस्टिक"
"প্ৰজেকচন গেলভেন’মিটাৰ, প্ৰজেকচন গেলভেন’মিটাৰ","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
মিছাইল,क्षेपणास्त्र
"বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ","बॅलिस्टिक्स, शस्त्रे"
প্ৰক্ষেপণ,प्रक्षेपण
মুক্ত ট্ৰেজেক্টৰী,मुक्त मार्ग
"বেলুন, বেলুন","फुगा, फुगा"
বালমাৰ বিচ্ছিন্নতা,balmer खंडितता
"বেণ্ড, বেণ্ড, বেণ্ড","बँड, बँड, बँड"
ফুটা,स्फोट
"array, beam, তীৰ, পাৰ, উপকূল","अॅरे, बीम, किनारा, किनारा, किनारा"
"স্তম্ভ, বাৰ, কব, ব্লক, বাৰ, ৰড, বাৰ, ৮.বেৰ, ৯. ৰেখা, ১০. প্ৰান্ত, ১ ব্লক, ১, বাৰ, ১, ৰেখা, ১, পৰীক্ষা ৰেখা","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
bardeen নীতি,bardeen तत्त्व
barkhausen প্ৰভাৱ,barkhausen प्रभाव
barlow চক্ৰ,बारलो सायकल
বাৰ চুম্বক,बार चुंबक
ভঁৰাল,धान्याचे कोठार
বায়ুৰ চাপৰ গ্ৰাফ,हवेचा दाब आलेख
"বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ","बॅरोग्राफ, बॅरोग्राफ"
বেৰ&#39;মিটাৰ,बॅरोमीटर
বায়ুমণ্ডলীয় চাপ,वातावरणाचा दाब
"ব্ৰহ্মাণ্ড, বেৰ&#39;স্ফিয়াৰ","कॉसमॉस, बॅरोमोस्फियर"
পেণ্ডুলাম,पेंडुलम पेंडुलम
"বাধা, পাৰমাণৱিক বাধা, পাৰমাণৱিক বাধা","अडथळा, आण्विक, आण्विक अडथळा"
বাধাৰ স্তৰ,अडथळा पातळी
barion,बेरियन
গুৰুমণ্ডল,गुरुमंडळ
বেচ বেণ্ড,बेस बँड
"মৌলিক, মৌলিক, ক্ষাৰকীয়","मूलभूत, मूलभूत, अल्कधर्मी"
ভেঁটি,पाया
"গণনা, দল গঠন","गणना, संघ निर्मिती"
"cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
বেটাৰি,बॅटरी
"এৰে খণ্ড, কক্ষ, উপসাগৰ","अॅरे सेगमेंट, चेंबर, बे"
প্ৰদৰ্শন,प्रदर्शन
কিবান,किबान
"মণিকা, বিড","माणिका, बीड"
"ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প","तुळई, तुळई, तुळई, ट्रम्प"
"ডিকমন, ডিকন","डिकमन, डिकॉन"
"ডোলে, ভিস্পেণ্ড","dole, vispand"
becquerel প্ৰভাৱ,बेकरेल प्रभाव
ঘণ্টা জাৰ,बेल जार
bellows,घुंगरू
ঘণ্টা ঘড়ী,घंटा घड्याळ
"বেদিকা, বেঞ্চ","वेदिका, खंडपीठ"
"মোড, বাংক (সম্পা.), বেণ্ড (v.)","मोड, बंक (सं.), वाकणे (v.)"
বাংকন,बँकन
"bent, বেঁকা","वाकलेला, वाकलेला"
বাৰ্নৌলি-সমীকৰণ,बर्नौली-समीकरण
ভিত্তি-ফলন,बेसल-फंक्शन
শ্ৰেষ্ঠ আঠাযুক্ততা,सर्वोत्तम आसंजन
বিটা (খ),बीटा (ब)
betatron,betatron
bethe মডেল,bethe मॉडेल
বিভাট্ৰন,बायव्हट्रॉन
BH বক্ৰ,BH वक्र
দ্বিকোণীয়া,द्विभुज
"bias, পক্ষপাতিত্ব","पक्षपात, पक्षपात"
দ্বি-অক্ষীয়,द्वि-अक्षीय
বাইক্ৰ&#39;মেট কোষ,बिक्रोमेट सेल
অভ্যাৱতল,अभ्यवताल
ডাবল এন্টেনা,दुहेरी अँटेना
দ্বি উত্তল,द्विउत्तल
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","द्वि-क्रिस्टल, दुहेरी-क्रिस्टल"
দ্বিমুখী মাইক্ৰ&#39;ফোন,द्विदिश मायक्रोफोन
দ্বিপদ আৰ্হি,द्विपदी मॉडेल
ডাইঅ&#39;ইচিয়াছ,डायओशियस
দ্বিপাক্ষিক,द्विपक्षीय
দ্বিৰেখা,द्विरेखीय
দ্বি আণৱিক,द्विमोलेक्युलर
"দ্বি-চলক, দ্বি-ভিত্তিক, দ্বৈত","द्वि-चर, द्वि-आधार, दुहेरी"
"বাইনাৰী ক&#39;ড, বাইনাৰী ক&#39;ড","बायनरी कोड, बायनरी कोड"
গেম ষ্টাৰ,गेम स्टार
বাইনাৰী পদ্ধতি,बायनरी पद्धत
biparietal,दुहेरी बाजू असलेला
বান্ধোন,बंध
"বাইনোকুলাৰ, বাইনোকুলাৰ","द्विनेत्री, द्विनेत्री"
বাইনাৰী,बायनरी
দ্বিপদ বিতৰণ,द्विपदी वितरण
"দ্বিকেন্দ্ৰীয়, দ্বিকেন্দ্ৰীয়, দ্বি-নিউক্লিয়েট","द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित"
জৈৱগতিবিদ্যা,जैवगतिकी
বায়&#39; ইলেক্ট্ৰনিক্স,बायो इलेक्ट्रॉनिक्स
জৈৱপদাৰ্থবিজ্ঞানী,बायोफिजिस्ट
জৈৱপদাৰ্থ বিজ্ঞান,बायोफिजिक्स
জৈৱিক উপগ্ৰহ,जैविक उपग्रह
"চিনেমাটোগ্ৰাফাৰ, বায়স্কোপ","सिनेमॅटोग्राफर, बायोस्कोप"
বায়&#39;-ছাভাৰ্ট নিয়ম,जैव-सावर्त नियम
দ্বিফেজিক কাৰেণ্ট,biphasic प्रवाह
ডাইপোল,द्विध्रुव
"বাইপ্ৰিজম, বাইপ্ৰিজম","biprism, biprism"
"বাইকোৱাৰ্টছ, বাইকোৱাৰ্ট","biquartz, biquartz"
দ্বিপৰ্যায়ৰ আখৰ,biphasic वर्ण
দুটা পৰ্যায়ৰ মাল্টিভাইব্ৰেটৰ,दोन-स्टेज मल्टीव्हायब्रेटर
"ড্ৱায়াংক* (বাইনাৰী সংখ্যা), বাৰ্মিজ, অনি, টুক","द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक"
"ক&#39;লা, কৃষ্ণ","काळा, कृष्णा"
ক&#39;লা শৰীৰ,काळे शरीर
অদৃশ্য পোহৰ,अदृश्य प्रकाश
timirayan ৰেডিঅ&#39; timirayan,timirayan रेडिओ timirayan
ইজেকচন পালছ,इजेक्शन नाडी
end bias,पूर्वाग्रह समाप्त करा
ক&#39;লা বিকিৰণ,काळा विकिरण
"অসম্পূৰ্ণ, খালী","अपूर्ण, रिक्त"
আৱৰণ,कव्हर
বাতিল কৰা,रद्द करणे
"বিস্ফোৰণ, বিস্ফোৰণ, ধুমুহা","स्फोट, स्फोट, वाफा"
"সবিকা, ব্লিডাৰ, সবি","savika, bleeder, savi"
"ছদ্মবেশত, অন্ধ","वेशात, आंधळा"
ব্লকৰ উপপাদ্য,ब्लोचचे प्रमेय
"ব্লক, ব্লক, ব্লক","अवरोधित करणे, अवरोधित करणे, अडथळा आणणे"
"blow, blow, আঘাত কৰা","फुंकणे, फुंकणे, फुंकणे"
নীলা প্ৰিন্ট,ब्लू प्रिंट
অস্পষ্টতা বৃত্ত,अस्पष्टता वर्तुळ
তৰংগ,अस्पष्ट
"বল, গোলক, লকেট","बॉल, गोलाकार, लटकन"
"শৰীৰ, বস্তু","शरीर, वस्तू"
শাৰীৰিক ক্ষমতা,शारीरिक क्षमता
কেন্দ্ৰীভূত,केंद्रीत
"শৰীৰ-তিৰ্যক, শেষ-তিৰ্যক","शरीर-कर्ण, अंत-कर्ण"
"bogie, অজ্ঞাত ধৰা পেলোৱা (ৰাডাৰ)","बोगी, अज्ञात शोध (रडार)"
ব&#39;ৰ ইফেক্ট,बोअर इफेक्ट
ব&#39;ৰ মেগনেটন,बोर मॅग्नेटन
"বয়লাৰ, বয়লাৰ","बॉयलर, बॉयलर"
"উতলা, উতলা","उकळणे, उकळणे"
বোল্টছমেন সমীকৰণ,बोल्ट्समन समीकरण
বোমাৰু ইলেক্ট্ৰন,बॉम्बर इलेक्ट्रॉन
"আঘাতজনিত শক্তি, বোমা বিস্ফোৰণ শক্তি","क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा"
বন্ধক,गहाण
"বণ্ডেড, বণ্ডেড, বণ্ডেড","बंधलेले, बंधलेले, बंधलेले"
এনহান্সাৰ,वर्धक
বোৰন,बोरॉन
বস-কণা,बोस-कण
ব&#39;চন,बोसॉन
"জোকাৰণি, জাম্প","धक्का, उडी"
বাধ্যতা,बद्ध
"সীমা, সীমা (সম্পা.), প্ৰান্তীয় (v.)","मर्यादा, मर्यादा (सं.), सीमांत (वि.)"
বাধ্যতা,बद्ध
ধনু ৰাশিৰ চোতাল,धनु राशीचे अंगण
পালতোলা ঢৌ,नौकानयन लाट
বয়লাৰ গৰম কৰা,बॉयलर गरम करणे
ল&#39;ৰাৰ আইন,बॉयलचा कायदा
বয়লাৰ গৰম কৰা,बॉयलर गरम करणे
বন্ধনী-শ্ৰেণী,कंस-वर्ग
বেগ নিয়ম,पिशवी नियम
আন্তঃসংলগ্ন তাঁৰ,गुंफलेली तार
ব্ৰেক ক্লাছ,ब्रेक वर्ग
