Malayalam,Bengali
കാർഷികൈവൻവിറ്റി,কৃষি
അഗ്രോബയോളജിക്കൽ വൈകല്യങ്ങൾ,অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি
അഗ്രോബയോളജി,অ্যাগ্রোবায়োলজি
അഗ്രോകീല വൈവിധ്യമാർന്ന വൈവിധ്യമാർന്ന,অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য
അഗ്രോക്ലിമാറ്റിക് സോണിംഗ്,অ্যাগ্রোক্লিম্যাটিক জোনিং
അഗ്രോഫോറസ്ട്രി,কৃষি
ങ്ങളോട്,কৃষিবিদ
അഗ്രോണമി,কৃষি
അഗ്രോപസ്റ്റോറൽ,অ্যাগ্রোপাস্টোরাল
കാർഷികസംരക്ഷണം,কৃষি
അഗ്രോസ്റ്റോസ്റ്റിയോളജി,অ্যাগ্রোস্টোলজি
അഗ്രോട്ടിപ്പ്,এগ্রোটাইপ
എയർ പ്ലാന്റ്,এয়ার প্ল্যান্ট
അക്കിയോച്ചി മണ്ണ്,আকিওচি মাটি
ആൽബിനിസം,অ্যালবিনিজম
ആൽഫിസോളുകൾ,আলফিসোলস
ആല്ഗകൾ,শৈবাল
ആൽഗൽ രോഗം,অ্যালগাল ডিজিজ
ക്ഷാളി വെള്ളം,ক্ষার জল
ആൽക്കലൈൻ,ক্ষারীয়
അല്ലലേ,অ্যালিল
അല്ലോകെമിക്കലുകൾ,অ্যালিলোকেমিক্যালস
AllloMorph,Allelomorph
നിയോവദാതി,অ্যালোলোপ্যাথি
ഓൺലൈൻ ക്രോപ്പിംഗ്,অলি ক্রপিং
അലോക്കർപി,বরাদ্দ
അലോഗാമി,অ্যালোগ্যামি
അലറിരം,অ্যালোমেট্রি
Allopolyplogid,অ্যালোপলিপ্লয়েড
Allosynapsis (Allowsyndesis),Allosynapsis (allosyndesis)
ഇതര ബെയറിംഗ്,বিকল্প ভারবহন
ഇതര ഭൂമി ഉപയോഗം,বিকল্প জমি ব্যবহার
ആംബിയന്റ്സ്,পরিবেষ্টিত
സൗഹാർഭോഗം,অ্যামেলিয়োর্যান্ট
അമിറ്റോസിസ്,অ্যামিটোসিস
അമിനിവൽക്കരണം,গোলাবারুদ
അമ്മോണിഫിക്കേഷൻ,অ্যামোনিফিকেশন
അമോമോണിഫയർ,অ্যামোনিফায়ার
അമോഫ്,অ্যামর্ফ
ആംഫിമിക്സിസ്,অ্যাম্ফিমিক্সিস
ആംഫോടെക്,এমফোটেরিক
അനാബോളിസം,অ্যানাবোলিজম
അയ്റോബ്,অ্যানেরোব
Aneuplogode,অ্যানিউপ্লয়েড
ആംഗിൾ നടുക്കം,কোণ রোপণ
മൃഗസംരക്ഷണം,পশুপালন
മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ,প্রাণী প্রত্যাখ্যান
ആത്യന്തിക .ർജ്ജം,অ্যানিমেট শক্তি
Anisoplode,অ্যানিসোপ্লয়েড
വാർഷിക സസ്യം,বার্ষিক উদ্ভিদ
ആണ്ടുതോറുമുള്ള,বার্ষিক
ആന്തീസിസ്,অ্যান্থেসিস
ആന്ത്രാക്സ്,অ্যানথ্রাক্স
ആന്ത്രോപെനിക് ഘടകം,অ্যানথ্রোপোজেনিক ফ্যাক্টর
ആന്റിബിയോസിസ്,অ্যান্টিবায়োসিস
രോഗനാശിനി,অ্যান্টিবায়োটিক
മറുമരുന്ന്,প্রতিষেধক
ആന്റിഓക്സിഡന്റുകൾ,অ্যান্টিঅক্সিডেন্টস
ആന്റിടോക്സിൻ,অ্যান্টিটক্সিন
അപര്യാഘാതം,অ্যানুলাস
ആഫിഡ്,এফিড
അഗ്രമുദിനം,অ্যাপিকাল কুঁড়ি
അഗ്ര ആധിപത്യം,অ্যাপিকাল আধিপত্য
അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്),এপিক্যালচার (মৌমাছি পালন)
അപ്പോമിക്സിസ്,অ্যাপোমিক্সিস
അപ്പോപ്ടോസിസ്,অ্যাপোপটোসিস
അനുബന്ധം,সংযোজন
വിശപ്പ്,ক্ষুধার্ত
പ്രയോഗിച്ചു,প্রয়োগ
അക്വാട്ടിക് കള,জলজ আগাছা
അർബോറിയൽ,আরবোরিয়াল
അർബോറൈസേഷൻ,আর্বোরাইজেশন
ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ,আর্কিও-বোটানিকাল রেকর্ডস
ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ,অঞ্চল পরিসংখ্যান
പദേശം,অঞ্চল
വരണ്ട ആവാസവ്യവസ്ഥ,শুকনো বাস্তুতন্ত্র
വര്ഷ്ടിക്കുക,আরিল
സൗരഭം,সুগন্ধ
ആരോമാറ്റിക് പ്ലാന്റ്,সুগন্ধযুক্ত উদ্ভিদ
ആരോമാറ്റിക് അരി,সুগন্ধযুক্ত চাল
അഴുക്കുചാല്,তীর
അശെപ്സിസ്,Asepsis
അസെപ്ലെവ്,অ্যাসেপটিক
അസുഖകരമായ പ്രചരണം,অ্যাসেক্সুয়াল প্রচার
അസേ,অ্যাস
ആസ്തി,সম্পদ
ഉറപ്പ്,সংমিশ্রণ
ചങ്ങാത്തം,সংঘ
രേണിംഗന്റ്,জ্যোতিষী
അസിനാപ്സിസ്,অ্যাসিনাপসিস
Atawavism,Atavism
ആലേറ്ററിജർ,Atomizer
അട്രോഫി,অ্যাট্রোফি
ഓട്ടോഗാമി,অটোগামি
ഓട്ടോലിസിസ്,অটোলাইসিস
യന്തവഹനം,অটোক্সিডেশন
ഓട്ടോപോളിപ്ലോയിഡ്,অটোপলিপ্লয়েড
ഓക്സിൻസ്,অক্সিনস
Awn (ബ്രിട്ട്),এডাব্লুএন (ব্রিজল)
ബദാം കായ്,বাদাম
കറ്റാർ,অ্যালো
അമരന്തസ്,অমরান্থাস
ആംമി,আম্মি
അഞ്ജൻ പുല്ല്,অঞ্জান ঘাস
ആന്തറിയം,অ্যান্থুরিয়াম
"ആരോള, ഇന്ത്യൻ നെല്ലിക്ക","অোনলা, ভারতীয় গুজবেরি"
ആപ്പിൾ,অ্যাপল
ആപ്രിക്കോട്ട്,এপ্রিকট
Arbian ജാസ്മിൻ,আরবিয়ান জেসমিন
Arcaunt,সুপারি বাদাম
അർജുൻ,অর্জুন
അസ്ഫോറ്റിഡ,Asfoetida
ആഷ് പൊറോട്ട,অ্যাশ লাউ
അശോക ട്രീ,অশোক গাছ
അഷെതർ കള (യൂഫോർബിയ),আশ্থমা আগাছা (ইউফোর্বিয়া)
ശതാവരിച്ചെടി,অ্যাস্পারাগাস
അവോക്കാഡോ,অ্যাভোকাডো
പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ),আলফালফা (লুসার্ন)
ഉറുമ്പുകൾ,পিঁপড়া
മുഞ്ഞ,এফিডস
സൈനിക വേം,সেনা কৃমি
കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,কৃষি অর্থনীতিবিদ
കാർഷിക വിപുലീകരണവാദി,কৃষি এক্সটেনশনিস্ট
കാർഷിക ശാസ്ത്രജ്ഞൻ,কৃষি বিজ্ঞানী
കാർഷിക എഞ്ചിനീയർ,কৃষি প্রকৌশলী
അഗ്രോബയോളജിസ്റ്റിക്,অ্যাগ্রোবায়োলজিস্ট
അഗ്രോണമിസ്റ്റ്,কৃষিবিদ
Agrofysicst,অ্যাগ্রোফিজিসট
മൃഗങ്ങളുടെ ബ്രീഡർ,প্রাণী ব্রিডার
ബാസിലസ് വൈറസ്,ব্যাসিলাস ভাইরাস
ബാസിലസ്,ব্যাসিলাস
ബാക്ടീരിയ,ব্যাকটিরিয়া
ബാക്ടറോമോക്സിൻ,ব্যাকটিরিওক্সিন
ബാഗസ്,ব্যাগাস
ബാലൻസ് ഷീറ്റ്,ব্যালেন্স শীট
സമതുലിതമായ ബീജസങ്കലനം,ভারসাম্যহীন নিষেক
ബാർ ഡയഗ്രം,বার ডায়াগ্রাম
കുര,বাকল
ബാരോമീമീറ്റർ,ব্যারোমিটার
തരിശായ,বন্ধ্যা
അടിത്തറ,বেস
പരന്നപാതം,বেসিন
അടിസ്ഥാനപരമായ,বেসিপেটাল
ബസിസ്റ്റർനം,বেসস্টারনাম
ബേ മൺസൂൺ,উপসাগর
വഹിക്കുന്ന പ്ലാന്റ്,বিয়ারিং প্ল্যান্ট
കിടക്ക,বিছানা
അടിദേഡർ,বেডার
ശയ്യോപകരണങ്ങള്,বিছানাপত্র
ബീറ്റ്റൂട്ട് മോളസ്,বীট গুড়
മണിനാദം,বেলো
അരപ്പട്ട,বেল্ট
ആനുകൂല്യ-വില വിശകലനം,বেনিফিট-ব্যয় বিশ্লেষণ
പക്ഷപാതപരമായ (സാമ്പിൾ),পক্ষপাতদুষ্ট (নমুনা)
ബിനാത്തില്,দ্বিবার্ষিক
ബിനോമിയൽ,দ্বিপদী
ബയോജന്റ്,বায়োএজেন্ট
ബയോക്രിമേറ്റ്,বায়োক্লিমেট
ബയോ എനെർജി,বায়োনারজি
ബയോണോമിക്സ്,বায়োনমিক্স
BIOREACTOR,বায়োরিয়্যাক্টর
ബയോസ്ഫിയർ,বায়োস্ফিয়ার
ഉപകാരന്,বায়োটিক
ബയോട്ടിവൈപ്പ്,বায়োটাইপ
ബൈസെക്ഷ്വൽ,উভকামী
ബ്ലാഞ്ചിംഗ്,ব্লাঞ্চিং
സ്ഫോടനം,বিস্ফোরণ
സങ്കലനം,মিশ্রণ
വരണ്ടതാണ,ব্লাইট
പൊള്ളല്,ফোস্কা
നീല വിപ്ലവം,নীল বিপ্লব
ചുവടെ ചൂട് ചേമ്പർ,নীচে তাপ চেম্বার
ചുവടെയുള്ള താപ രീതി,নীচে তাপ কৌশল
തണ്ണീര്,ব্রান
ശാചിനമായ,শাখা
ലഘുലേഖ,শাখা
ഇനം,প্রজনন
പ്രജനനം,প্রজনন
തിളങ്ങുന്ന,Brimming
കുഞ്ഞുങ്ങള്,ব্রুড
വളർന്നുകാരി,উদীয়মান
വരവ്ചെലവ് മതിപ്പ്,বাজেট
ബഫർ,বাফার
ബൾബ്,বাল্ব
മുണ്ടു,বুট
ഉപോൽപ്പന്നം,উপজাত
ബാബുൾ അക്കേഷ്യ,বাবুল অ্যাকাসিয়া
കുഞ്ഞ് ധാന്യം,শিশুর ভূট্টা
ബാലിനെ,বেল
ബില്ലാൻ,বেল
ബൽസം,বালসাম
മുള,বাঁশ
വാഴപ്പഴം,কলা
ബനിയൻ ട്രീ,বটগাছ
യവം,বার্লি
ബാർയ്യാർഡ് മില്ലറ്റ്,বার্নইয়ার্ড মিললেট
തുളക്ടി,পুদিনা
ബാസ്റ്റാർഡ് ദേവദാരു,জারজ সিডার
ബാസ്റ്റാർഡ് മൈറോബലൻ,জারজ মাইরোবালান
ബവായീനിയ,বাউহিনিয়া
ബേ ബെറി,বে বেরি
അമര,বিন
മധുരക്കിഴങ്ങുചെടി,বীট
ബെല്ലഡോണ,বেলাদোনা
മുളകു,বের
പതുക്കമുള്ള,বার্সিম
മുയേറ്റ,সুপারি
ബിലിമ്പി,বিলিম্বি
പാവയ്ക്ക,বিটার লাউ
കറുത്ത ഗ്രാം,কালো গ্রাম
കറുത്ത നൈറ്റ്ഷെയ്ഡ്,কালো নাইটশেড
ബ g ഗൻവില്ല,বোগেনভিলিয়া
കുപ്പി ബ്രഷ്,বোতল ব্রাশ
ബോട്ടിൽ പൊറോട്ട,বোতল লাউ
ബോക്സ് മരം,বক্স ট্রি
ബ്രെഡ് ഫലം,রুটি ফল
വധുവിന്റെ ക്രീപ്പർ,ব্রাইডাল লতা
വശ്ശീല,ব্রিনজাল
വിശാലമായ ബീൻ,ব্রড শিম
ബ്രോക്കോളി,ব্রোকলি
ബ്രസ്സൽസ് മുള,ব্রাসেলের স্প্রাউট
താനിന്നു,বাকউইট
ബദ്ധ,বুটিয়া
ബാൻഡികാൂട്ട്,ব্যান্ডিকুট
കരടി,ভাল্লুক
വണ്ട്,বিটল
ബ്ലിസ്റ്റർ വണ്ട്,ফোস্কা বিটল
നീല കാള,নীল ষাঁড়
ബോൾ വേം,বোল কৃমি
ചിതശലഭം,প্রজাপতি
ബാക്ടീരിയോളജിസ്റ്റ്,ব্যাকটিরিওলজিস্ট
ബയോകെമിസ്റ്റ്,বায়োকেমিস্ট
ജീവശാസ്തജ്ഞന്,জীববিজ্ঞানী
ബയോടെക്നോളജിക്,বায়োটেকনোলজিস্ট
സസ്യശാസ്ത്രജ്ഞൻ,উদ্ভিদবিদ
സി ഈർപ്പം സ്വഭാവ വക്ര,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
കേയ്ക്ക്,কেক
കണക്കാക്കാന്വേമികമായ,ক্যালারিয়াস
കണക്കുകഷ്ടം,ক্যালিফিকেশন
ഫോസ്ഫേറ്റിന്റെ കാൽനികം,ফসফেটের ক্যালকিনেশন
കൗണം,Calost
ഞങ്ങളെ വിളിക്കൂ,কলাস
കാലിക്സ്,ক্যালিক্স
കാലിക്സ്-അവസാനം,ক্যালিক্স-এন্ড
കാമ്പി,ক্যাম্বিয়াম
കാൻകെറർ,ক্যান্সার
കാനിംഗ്,ক্যানিং
മേലാപ്പ്,ক্যানোপি
തലസ്ഥാനം,মূলধন
പിസേരിഫിക്കേഷൻ,ক্যাপরিফিকেশন
കാപ്സ്യൂൾ,ক্যাপসুল
കാർബണേറ്റഡ്,কার্বনেটেড
കാർബണലൈസേഷൻ,কার্বনাইজেশন
പരല്പം,কার্পেল
കാർപസ്,কার্পাস
കാസ്റ്റിംഗ്,ঢালাই
കാറ്റബോളിസം,ক্যাটাবোলিজম
കവചലിസ്,ক্যাটালাইসিস
ചിതശലഭപ്പുഴു,শুঁয়াপোকা
സി-ഡിഎൻഎ ലൈബ്രറി,সি-ডিএনএ লাইব্রেরি
മച്ച്,সিলিং
കോശം,সেল
കേന്ദ്ര നേതാവ് സംവിധാനം,কেন্দ্রীয় নেতা ব্যবস্থা
ഒരിനംവീപ്പ്,কেন্দ্রিক
സെൻറ്ഫ്യൂഗേഷൻ,সেন্ট্রিফিউগেশন
കേന്ദ്രീകൃത,সেন্ট্রিফিউজ
സെൻട്രിയോൾ,সেন্ট্রিওল
നൂന്കോജാനിക്,সেন্ট্রোজেনিক
നൂനിശ്ചയമുള്ള,সেন্ট্রোজেনাস
കടല്ചലട്,সার্কাস
ധാനം,সিরিয়াল
സാക്ഷപ്പെടുത്തല്,শংসাপত্র
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,প্রত্যয়িত বীজ
ചാട്ട,চ্যাফ
ചാലസ,চালাজা
പരോപപാതം,কেমোট্রপিজম
ചിയാസ്മ,চিয়াসমা
ചില്ലിംഗ് സമയം,শীতল সময়
ചില്ലിംഗ് പരിക്ക്,শীতল আঘাত
ചിമേര,চিমেরা
ക്ലോറോറാന്തി,ক্লোরান্টি
ക്ലോറോഫിൽ,ক্লোরোফিল
ക്ലോറോസിസ്,ক্লোরোসিস
ക്ലോറോളജി,ক্লোরোলজি
ക്രോമാറ്റിഡ്,ক্রোমাটিড
ക്രോമാറ്റിൻ,ক্রোমাটিন
ക്രോമാറ്റോഗ്രാഫി,ক্রোমাটোগ্রাফি
ക്രോമാറ്റോളിസിസ്,ক্রোমাটোলাইসিস
ക്രോമസെന്റ്റന്റ്,ক্রোমোসেন্ট্রে
ക്രോമോജെനിസിസ്,ক্রোমোজেনেসিস
ക്രോമോപ്രോട്ടൻ,ক্রোমোপ্রোটিন
ക്രോമസോം,ক্রোমোজোম
വിട്ടുമാറാത്ത,দীর্ঘস্থায়ী
സിട്രഞ്ച്,সিট্রঞ্জ
പചാരു,ক্লেডোড
വര്ഗീകരണം,শ্রেণিবদ্ধকরণ
കളിമണ്ണ്,ক্লে
ശുചിയാക്കല്,পরিষ্কার
Clistogay,ক্লিস্টোগ্যামি
ക്ലൈമാക്രിക് ഫ്രൂട്ട്,ক্লাইম্যাক্টেরিক ফল
കാലാവസ്ഥ,জলবায়ু
കാലാവസ്ഥയുള്ള,জলবায়ু
ക്ലിപ്പര്,ক্লিপার
വലം,ক্লোড
ക്ലോൺ,ক্লোন
മേഘം,মেঘ
തോപ്പ്,ক্লাম্প
ക്ലസ്റ്റർ,ক্লাস্টার
പരുക്കനായ,মোটা
കോട്ട് (വിത്ത്),কোট (বীজ)
കീടകോശം,কোকুন
Coenzyme,কোএনজাইম
ഏകീകരണം,সংহতি
കയർ,কয়ার
കൊളോറൈസ,কোলোররিজা
കുപ്പായക്കഴുത്ത്,কলার
കൊളോയിഡ് (മണ്ണ്),কলয়েড (মাটি)
കൊളംറ്റെല്ല,কলিউমেলা
കോളം,কলাম
ആമേനസം,কমেন্সালিজম
വാണിജ്യ ബാങ്ക്,বাণিজ্যিক ব্যাংক
ചരക്ക്,পণ্য
സമൂഹം,সম্প্রদায়
കോംപാക്ഷൻ (മണ്ണിന്റെ),সংযোগ (মাটির)
അനുയോജ്യത,সামঞ্জস্যতা
അനുയോജ്യത,সামঞ্জস্যতা
നഷ്ടപരിഹാരം,ক্ষতিপূরণ
മത്സര ഇടപെടൽ,প্রতিযোগিতামূলক মিথস্ক্রিয়া
പൂരക വിള,পরিপূরক ফসল
കോംപ്ലമായ,জটিল
ഘടകം,উপাদান
രചന,গঠন
കമ്പോസ്റ്റ്,কম্পোস্ট
കൂട്ടുപലിശ,চক্রবৃদ্ধিহারে সুদ
കണക്കുകൂട്ടൽ,গণনা
കന്വൂട്ടര്,কম্পিউটার
ഏകാഗത,একাগ্রতা
കണ്ടന്റർ,কন্ডিশনার
മാര്ഗ്ഗം,আচরণ
കോൺഫിഗറേഷൻ,কনফিগারেশন
അനുരൂപത,অনুসার
ആശയക്കുഴപ്പത്തില്,বিভ্রান্তিকর
സംയോജനം,সংমিশ্রণ
കണക്റ്റീവ്,সংযোগকারী
സംരക്ഷണം,সংরক্ষণ
ഏകീകരണം,একত্রীকরণের
ഘടകങ്ങൾ,উপাদান
ഉപഭോക്താവ്,গ্রাহক
ഉപഭോഗം,খরচ
മലിനമാക്കല്,দূষণ
കോണ്ടൂർ നടീൽ,কনট্যুর রোপণ
ബാഹരേഖ,কনট্যুর
കരാർ കൃഷി,চুক্তি চাষ
നിയന്ത്രിത സംഭരണം,নিয়ন্ত্রিত স্টোরেজ
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,সমবায় ব্যাংক
സഹകരണക്കാരൻ,সহযোগী
ചെവിസിസ്,কপিস
വലം,Corm
കൊറോള്ള,করোলা
Cuortex,কর্টেক্স
ചെലവ്,ব্যয়
കോട്ടിലെഡൺ (വിത്ത്),কোটিলেডন (বীজ)
ക്രെഡിറ്റ് സമൂഹം,ক্রেডিট সোসাইটি
കീര്ത്തി,ক্রেডিট
കടക്കാരന്,পাওনাদার
ചിഹ്നം,ক্রেস্ট
കാശി,ক্রিঙ্কল
പതിസന്ധി,সংকট
മാനദണ്ഡം,মানদণ্ড
വിമര്ശിക്കുന്ന,সমালোচনা
വിള ഇൻഷുറൻസ്,শস্য বীমা
വിള വായ്പ,শস্য loan ণ
വിള,ফসল
വിളവെടുപ്പ് പ്രദേശം,ক্রপিং অঞ্চল
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,ক্রস-ইনমপ্যাটেবল
കിരീടം (പ്ലാന്റ്),মুকুট (উদ্ভিদ)
അപ്പക്കഷണം,ক্রম্ব
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,ক্রাস্ট
ക്രിപ്റ്റോഗം,ক্রিপ্টোগাম
കല്ല് (പഴങ്ങൾ),কুল (ফল)
കുള,কাল্ম
കൃഷിചെയ്യുക,চাষকারী
കൃഷി,চাষ
കൃഷിക്കാരൻ,কৃষক
സംസ്കാരം,সংস্কৃতি
രോഗശമനം,নিরাময়
കേവിംഗ്,কার্লিং
പവാഹം,মুদ্রা
ഉപയാകൃതിയായ,কিউটিকাল
മുറിക്കൽ,কাটা
തൊലി,সিস্ট
സൈറ്റോക്രോം,সাইটোক্রোম
Cytogy,সাইটোগ্যামি
Cretogenesis,সাইটোজেনেসিস
സൈറ്റോജെനിറ്റിക്സ്,সাইটোজেনেটিক্স
സൈറ്റോകിനിസ്,সাইটোকাইনেসিস
സൈറ്റിയോളജി,সাইটোলজি
സൈനോളിസിസ്,সাইটোলাইসিস
സൈറ്റോമിയർ,সাইটোমির
സൈറ്റോപ്ലാസം,সাইটোপ্লাজম
കാബേജ്,বাঁধাকপি
കള്ളിച്ചെടി,ক্যাকটাস
കലണ്ടുല,ক্যালেন্ডুলা
കാനറി പുല്ല് (ഫലാരിസ്),ক্যানারি ঘাস (ফালারিস)
കാന,ক্যানা
കപ്പരിസ്,ক্যাপারি
കാപ്സിക്കം,ক্যাপসিকাম
കാരാംബോള,ক্যারামবোলা
കാരാപ്പ,ক্যারপা
ഏലാമി,এলাচ
മാംസവര്ണ്ണം,কার্নেশন
കാരറ്റ്,গাজর
കശുവണ്ടി,হিজলি বাদাম
കാസിയ,ক্যাসিয়া
നായക,ক্যাস্টর
കോളിഫ്ലവർ,ফুলকপি
മുള്ളങ്കി,সেলারি
ഖപായം,চ্যাম্প্যাক
ചെനോപോഡിയം,চেনোপোডিয়াম
ചെറി തക്കാളി,চেরি টমেটো
ചെറി,চেরি
"ചിക്കൻ, ഗ്രാം","ছোলা, গ্রাম"
മുള്ളികൾ,মরিচ
ചൈന ടർപ്പന്റൈൻ ട്രീ,চীন টারপেনটাইন গাছ
ച ow-ച ow,কুকুর কুকুর
ക്രിസന്തമം,ক্রিস্যান্থেমাম
"ചുഫ, എർത്ത് ബദാം","চুফা, পৃথিবী বাদাম"
സിക്കോറി,সিচরি
കറുവ,দারুচিনি
സിട്രൺ,সিট্রন
സിട്രോൻസെല്ല പുല്ല്,সিট্রোনেলা ঘাস
ജസ്മിൻ കയറുന്നു,জেসমিন আরোহণ
ചൂള,লবঙ্গ
ക്ലസ്റ്റർ ബീൻ,ক্লাস্টার বিন
കൊക്കോ,কোকো
നാളികേരം,নারকেল
കോഫി,কফি
കൊളാസ്,কোলিয়াস
കൊളോസാസിയ,কলোকাসিয়া
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","কলোকিন্থ, তিক্ত আপেল"
സാധാരണ പർപ്പഴം,সাধারণ পার্সেলেন
മല്ലി,ধনে
പരുത്തി,সুতি
കൗപിയ,কাউপিয়া
ക്യൂബ്,কিউব
വെള്ളരിക്ക,শসা
കുക്കർബിറ്റുകൾ,Cucubits
കുമിൻ,জিরা
കറി ഇല,কারি পাতা
കസ്റ്റാർഡ് ആപ്പിൾ,আতা
കാപ്സ്യൂൾ ബോറർ,ক্যাপসুল বোরার
കാറ്റർപില്ലർ,ক্যাটারপিলার
സിട്രസ് സൈല,সাইট্রাস সাইক্ল্লা
കിക്കറ്റ്,ক্রিকেট
കാക്ക,কাক
പുഴുവിനെ മുറിക്കുക,কাটা কৃমি
പാല്ശേഖരണകേന്ദം,দুগ্ধ
ക്ഷീണം,ডেয়ারিং
അണക്കെട്ട്,বাঁধ
ഡേ-ന്യൂട്രൽ,দিন-নিরপেক্ষ
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,ফুলের পরে দিন
നിറച്ച ദിവസങ്ങൾ,পুরো পুষ্প পরে দিন
വഴുതിവീഴുന്നു,ডিব্লোসোমিং
നിര്ണ്ണായകീകരണം,ডিক্যালসিফিকেশন
പാനമായ,ডিক্যান্ট
അഴുകല്,ক্ষয়
ഇലപന്തം,পাতলা
ദശാംശ,দশমিক
അപരാപ്തത,স্বল্পতা
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),ডিফলোকুলেশন (মাটি)
വസതിരൂപം,Defloration
വികോപനം,ডিফোলিয়েশন
വനനശീകരണം,বন নিধন
അപചയം,অবক্ষয়
അധalal അപലതം,অবক্ষয়
ഡിഗ്രി ദിവസങ്ങൾ,ডিগ্রি দিন
ഡിഗ്രി,ডিগ্রি
വിജ്ഞാനം,ডিহেসেন্স
മാലിംഗം,ডিহুলিং
വീതിക്കുറയ്ക്കല്,ডিহুসিং
നിർജ്ജലീകരണം,পানিশূন্যতা
ഡെഹൈവേറ്റർ,ডিহাইড্রেটর
അവകാശം,চাহিদা
ഡിനാറ്ററേഷനുകൾ,অবনতি
നിന്ദ്യമായ,অস্বীকার
നിക്ഷേപം,আমানত
നിക്ഷേപം,জবানবন্দি
മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ,অবমূল্যায়ন বিচ্ছিন্নকরণ
