Marathi,Tamil
वेक्टर स्पेसचा आधार,ஒரு திசையன் இடத்தின் அடிப்படை
सबस्पेसचा आधार,துணைவெளியின் அடிப்படை
बायसियन अंदाज,பேய்சியன் மதிப்பீடு
बायसचा कायदा,பேய்ஸ் சட்டம்
बायसचे प्रमेय,பேய்ஸ் தேற்றம்
बर्नौली वितरण,பெர்னோலி விநியோகம்
बर्नौली क्रमांक,பெர்னோலி எண்
बर्नौली संभाव्यता कार्य,பெர்னோலி நிகழ்தகவு செயல்பாடு
बर्नौलीचे समीकरण,பெர்னோலியின் சமன்பாடு
बेरी फंक्शन,பெர்ரி செயல்பாடு
सर्वोत्तम फिट,சிறந்த பொருத்தம்
सर्वोत्तम - फिट लाइन,சிறந்த பொருத்தம் வரி
सर्वोत्तम उपाय,சிறந்த தீர்வு
सर्वोत्तम धोरणे,சிறந்த உத்திகள்
बीटा वितरण,பீட்டா விநியோகம்
पक्षपात,சார்பு
पक्षपाती अंदाज,பாரபட்சமான மதிப்பீடு
बिहारमोनिक समीकरण,பைஹார்மோனிக் சமன்பாடு
द्विभाजन,பிஜேக்ஷன்
द्विभाषिक नकाशा,இருமுனை வரைபடம்
द्विजात्मक मॅपिंग,பைஜெக்டிவ் மேப்பிங்
द्विरेखीय फॉर्म,இருகோடி வடிவம்
द्विरेखीय कार्य,இருமுனை செயல்பாடு
द्विरेखीय हर्मिटियन फॉर्म,இருமுனை ஹெர்மிடியன் வடிவம்
बायनरी,பைனரி
बायनरी कोड,பைனரி குறியீடு
बायनरी कोडेड दशांश,பைனரி குறியிடப்பட்ட தசம
बायनरी कोडिंग,பைனரி குறியீட்டு முறை
बायनरी संगणक,பைனரி கணினி
बायनरी अंक,பைனரி இலக்கம்
बायनरी ऑपरेशन,பைனரி செயல்பாடு
बायनरी प्रणाली,பைனரி அமைப்பு
बायनरी व्हेरिएबल,பைனரி மாறி
द्विपदी गुणांक,ஈருறுப்புக் குணகம்
द्विपदी वितरण,இருவகைப் பரவல்
द्विपद समीकरण,ஈருறுப்புச் சமன்பாடு
द्विपदी विस्तार,ஈருறுப்பு விரிவாக்கம்
द्विपदी अभिव्यक्ती,ஈருறுப்பு வெளிப்பாடு
द्विपदी यादृच्छिक चल,ஈருறுப்பு சீரற்ற மாறி
द्विपद प्रमेय,ஈருறுப்பு தேற்றம்
दुभाजक,இரு பிரிவு
दुभाजक पद्धत,பிரித்தல் முறை
दुभाजक,இருவகை
द्विसेरियल,இருமுறை
बिट,பிட்
द्विपदी द्विपद वितरण,இருவகை இருவகைப் பரவல்
द्विवैरिएट सहसंबंध गुणांक,இருவகை தொடர்பு குணகம்
द्विभिन्न वितरण,இருவகை விநியோகம்
द्विवैरिएट सामान्य वितरण,இருவகை சாதாரண விநியோகம்
bivector,பைவெக்டர்
बोल्ट्झमन समीकरण,போல்ட்ஸ்மேன் சமன்பாடு
बुलियन बीजगणित,பூலியன் இயற்கணிதம்
बोस - आईन्स्टाईन आकडेवारी,போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
सीमा स्थिती,எல்லை நிலை
सीमा स्तर,எல்லை அடுக்கு
सीमारेषा,எல்லைக் கோடு
सीमा मूल्य,எல்லை மதிப்பு
सीमा मूल्य समस्या,எல்லை மதிப்பு பிரச்சனை
बंधनकारक कार्य,வரையறுக்கப்பட்ட செயல்பாடு
सीमाबद्ध मॅट्रिक्स,கட்டுப்பட்ட அணி
सीमाबद्ध प्रदेश,எல்லைக்குட்பட்ட பகுதி
बांधलेला संच,வரையறுக்கப்பட்ட தொகுப்பு
ब्राउनियन गती,பிரவுனிய இயக்கம்
गणना करा,கணக்கிட
गणना करत आहे,கணக்கிடுகிறது
गणना मशीन,கணக்கிடும் இயந்திரம்
गणना,கணக்கீடு
गणना प्रक्रिया,கணக்கீட்டு செயல்முறை
कॅल्क्युलेटर,கால்குலேட்டர்
कॅल्क्युलस,கால்குலஸ்
भिन्नतेची गणना,மாறுபாட்டின் கணக்கீடு
कॅलरी,கலோரி
रद्द करण्याचा कायदा,ரத்து சட்டம்
प्रामाणिक समीकरण,நியமன சமன்பாடு
प्रामाणिक स्वरूप,நியமன வடிவம்
कॅनोनिकल मॅट्रिक्स,நியமன அணி
कॅंटर सेट,கேன்டர் செட்
कॅंटरचा तिरंगी संच,கேண்டரின் மும்முனைத் தொகுப்பு
सक्षम वाहतूक समस्या,திறன் கொண்ட போக்குவரத்து பிரச்சனை
क्षमता,திறன்
केशिका शक्ती,தந்துகி விசை
मुख्य क्रमांक,கார்டினல் எண்
कार्टेशियन अक्ष,கார்ட்டீசியன் அச்சுகள்
कार्टेशियन समन्वय,கார்ட்டீசியன் ஆயத்தொகுப்புகள்
कार्टेशियन उत्पादन,கார்ட்டீசியன் தயாரிப்பு
संचांचे कार्टेशियन उत्पादन,தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு
केस स्टडी,வழக்கு ஆய்வு
आपत्तीजनक चढउतार,பேரழிவு ஏற்ற இறக்கம்
कॅटेनरी,கேடனரி
कॉची वितरण,காச்சி விநியோகம்
कॉची सूत्र,கௌச்சி சூத்திரம்
कैची गौरसाट प्रमेय,Cauchy Goursat தேற்றம்
Cauchy Riemann अटी,Cauchy Rimann நிபந்தனைகள்
कॉची क्रम,கௌச்சி வரிசை
कैची अभिन्न,Cauchy ஒருங்கிணைந்த
कॉची मुख्य मूल्य,Cauchy முதன்மை மதிப்பு
कॉची अवशेष प्रमेय,கௌச்சி எச்ச தேற்றம்
केली हॅमिल्टन प्रमेय,கெய்லி ஹாமில்டன் தேற்றம்
आकाशीय शरीर,வானுலக
आकाशीय मापन,வான அளவீடு
खगोलीय यांत्रिकी,வான இயக்கவியல்
खगोलीय वस्तू,வான பொருள்
सेल वारंवारता,செல் அலைவரிசை
जनगणना,மக்கள் தொகை கணக்கெடுப்பு
सेंटाइल,சென்டைல்
सेंटीमीटर,சென்டிமீட்டர்
सेंटीमीटर ग्रॅम दुसरी प्रणाली,சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு
मध्यवर्ती,மத்திய
मध्य अक्ष,மைய அச்சு
मध्यवर्ती फरक,மைய வேறுபாடு
केंद्रीय फरक सूत्र,மைய வேறுபாடு சூத்திரம்
मध्यवर्ती फरक सारणी,மைய வேறுபாடு அட்டவணை
केंद्रीय मर्यादा प्रमेय,மத்திய வரம்பு தேற்றம்
मध्यवर्ती क्षण,மைய தருணம்
सेंट्रल प्रोसेसिंग युनिट (CPU),மத்திய செயலாக்க அலகு (CPU)
केंद्रीय प्रवृत्ती,மைய போக்கு
केंद्र,மையம்
गुरुत्वाकर्षण केंद्र,ஈர்ப்பு மையம்
गटाचे केंद्र,குழுவின் மையம்
वस्तुमानाचे केंद्र,வெகுஜன மையம்
सममितीचे केंद्र,சமச்சீர் மையம்
केंद्रापसारक शक्ती,மையவிலக்கு விசை
केंद्राभिमुख शक्ती,மையவிலக்கு விசை
मध्यवर्ती,மையப்பகுதி
निश्चितता,உறுதி
cgs प्रणाली,cgs அமைப்பு
cgs युनिट,cgs அலகு
भिन्नतेचा साखळी नियम,வேறுபாட்டின் சங்கிலி விதி
संधी कारणे,வாய்ப்பு காரணங்கள்
संधीची हालचाल,வாய்ப்பு நகர்கிறது
अक्षांचा बदल,அச்சுகளின் மாற்றம்
आधार बदल,அடிப்படை மாற்றம்
ऑर्डर बदल,ஒழுங்கு மாற்றம்
वैशिष्ट्यपूर्ण गुणांक,பண்பு குணகம்
निर्धारक,தீர்மானிக்கும்
वैशिष्ट्यपूर्ण समीकरण,சிறப்பியல்பு சமன்பாடு
वैशिष्ट्यपूर्ण कार्य,பண்பு செயல்பாடு
लॉगरिथमचे वैशिष्ट्य,மடக்கையின் சிறப்பியல்பு
वैशिष्ट्यपूर्ण बहुपद,பண்பு பல்லுறுப்புக்கோவை
वैशिष्ट्यपूर्ण मूल्य,பண்பு மதிப்பு
वैशिष्ट्यपूर्ण वेक्टर,பண்பு திசையன்
वर्ण संच,எழுத்துத் தொகுப்பு
तक्ता,விளக்கப்படம்
ची-स्क्वेअर वितरण,சி-சதுர விநியோகம்
ची-स्क्वेअर सूत्र,சி-சதுர சூத்திரம்
ची-स्क्वेअर चाचणी,சி-சதுர சோதனை
जीवा,நாண்
जीवा-द्विभाजन पद्धत,நாண்-பிரித்தல் முறை
सायफर संदेश (=कोड केलेला संदेश),மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி)
सिफर (शून्य),மறைக்குறியீடு (பூஜ்ஜியம்)
वर्तुळ,வட்டம்
अभिसरण मंडळ,ஒன்றிணைந்த வட்டம்
सर्किट मॅट्रिक्स,சுற்று அணி
परिपत्रक,வட்ட
वर्तुळाकार लक्षण,வட்ட அறிகுறி
गोलाकार हेलिक्स,வட்ட சுருளி
गोलाकार हालचाल,வட்ட இயக்கம்
परिघ,சுற்று மையம்
वर्तुळ,வட்ட வட்டம்
परिक्रमा,சுற்றம்
घेरलेले,சுற்றத்தார்
परिक्रमा केलेले वर्तुळ,சுற்றப்பட்ட வட்டம்
शास्त्रीय वजावटी तंत्र,கிளாசிக்கல் கழித்தல் நுட்பம்
शास्त्रीय गतिशीलता,கிளாசிக்கல் இயக்கவியல்
शास्त्रीय ऑप्टिमायझेशन,கிளாசிக்கல் தேர்வுமுறை
शास्त्रीय नाश समस्या,பாரம்பரிய அழிவு பிரச்சனை
शास्त्रीय सांख्यिकीय यांत्रिकी,கிளாசிக்கல் புள்ளியியல் இயக்கவியல்
त्रुटींचे वर्गीकरण,பிழைகளின் வகைப்பாடு
वर्ग मध्यांतर,வகுப்பு இடைவெளி
वर्ग-मध्यांतर युनिट,வகுப்பு இடைவெளி அலகு
वर्ग मर्यादा,வகுப்பு வரம்பு
घड्याळाच्या दिशेने,கடிகாரகடிகாரச்சுற்று
क्लोपेन (= बंद आणि उघडा),குளோபன் (= மூடிய மற்றும் திறந்த)
बंद,மூடப்பட்டது
बंद बहिर्वक्र हुल,மூடிய குவிந்த மேலோடு
बंद घन,மூடிய கன சதுரம்
बंद वक्र,மூடிய வளைவு
बंद डोमेन,மூடப்பட்ட டொமைன்
बंद आकृती,மூடிய உருவம்
बंद अंतराल,மூடிய இடைவெளி
बंद प्रदेश,மூடப்பட்ட பகுதி
बंद संच,மூடிய தொகுப்பு
बंद पृष्ठभाग,மூடிய மேற்பரப்பு
बंद,மூடல்
बंद ऑपरेटर,மூடல் ஆபரேட்டர்
बंद बिंदू (= संपर्क बिंदू),மூடல் புள்ளி (= தொடர்பு புள்ளி)
बंद करणे,மூடல் நிலைப்பாடு
बंद सेट,மூடல் தொகுப்பு
क्लस्टर पॉइंट,கொத்து புள்ளி
क्लस्टर सॅम्पलिंग,கொத்து மாதிரி
क्लस्टर सेट,கொத்து தொகுப்பு
समाक्षीय मंडळे,கோஆக்சியல் வட்டங்கள்
कोएक्सियल पॅराबोलास,கோஆக்சியல் பரவளையங்கள்
समाक्षीय विमाने,கோஆக்சியல் விமானங்கள்
समाक्षीय त्रिकोण,கோஆக்சியல் முக்கோணங்கள்
कोब - डग्लस फंक्शन,கோப் - டக்ளஸ் செயல்பாடு
कोडिंग,குறியீட்டு முறை
डेटाचे कोडिंग,தரவு குறியீட்டு முறை
सह-डोमेन,இணை டொமைன்
गुणांक मॅट्रिक्स,குணகம் அணி
सहसंबंध गुणांक,தொடர்பு குணகம்
निर्धाराचे गुणांक,நிர்ணய குணகம்
लवचिकता गुणांक,நெகிழ்ச்சி குணகம்
विस्तार गुणांक,விரிவாக்க குணகம்
घर्षण गुणांक,உராய்வு குணகம்
रेखीय विस्ताराचे गुणांक,நேரியல் விரிவாக்கத்தின் குணகம்
प्रतिगमन गुणांक,பின்னடைவின் குணகம்
पृष्ठभाग तणावाचे गुणांक,மேற்பரப்பு பதற்றத்தின் குணகம்
भिन्नतेचे गुणांक,மாறுபாட்டின் குணகம்
cofactor,இணைக்காரன்
नाणे फेकणे (नाणे फेकणे),நாணயம் வீசுதல் (நாணயத்தை வீசுதல்)
नमुना संकलन,மாதிரி சேகரிப்பு
समरेख,கோலினியர்
समरेखता,ஒற்றுமை
स्तंभ,நெடுவரிசை
स्तंभ समतुल्यता,நெடுவரிசை சமநிலை
स्तंभ समतुल्य,நெடுவரிசைக்கு சமமானது
स्तंभ समतुल्य मॅट्रिक्स,நெடுவரிசைக்கு சமமான அணி
स्तंभ मॅट्रिक्स,நிரல் அணி
स्तंभ रँक,நெடுவரிசை தரவரிசை
स्तंभ कमी केलेले इकोलॉन मॅट्रिक्स,நெடுவரிசை குறைக்கப்பட்ட echolon matrix
स्तंभ वेक्टर,நெடுவரிசை திசையன்
स्तंभानुसार,நெடுவரிசையில்
एकत्रित समीकरण,ஒருங்கிணைந்த சமன்பாடு
सामान्य कोन,பொதுவான கோணம்
सामान्य अक्ष,பொதுவான அச்சு
सामान्य आधार,பொதுவான அடிப்படை
सामान्य भाजक,பொதுவான வகுக்கும்
सामान्य फरक,பொதுவான வேறுபாடு
सामान्य घटक,பொதுவான காரணி
सामान्य लॉगरिथम,பொதுவான மடக்கை
सामान्य एकाधिक,பொதுவான பல
सामान्य प्रमाण,பொதுவான விகிதம்
सामान्य विभाग,பொதுவான பிரிவு
सामान्य बाजू,பொதுவான பக்கம்
सामान्य स्पर्शिका,பொதுவான தொடுகோடு
सामान्य संज्ञा,பொதுவான சொல்
बदली कायदा,பரிமாற்ற சட்டம்
बदली मालमत्ता,பரிமாற்ற சொத்து
बदली नियम,பரிமாற்ற விதி
जोडणीचा बदली कायदा,கூட்டல் பரிமாற்ற சட்டம்
गुणाकाराचा कम्युटेटिव्ह कायदा,பெருக்கல் பரிமாற்ற விதி
बदली ऑपरेशन,பரிமாற்ற செயல்பாடு
कम्युटेटर गट,பரிமாற்றி குழு
मॅट्रिक्सचे प्रवास,மெட்ரிக்குகளின் பரிமாற்றம்
कॉम्पॅक्ट सेट,சிறிய தொகுப்பு
तुलना,ஒப்பீடு
साधनांची तुलना,வழிமுறைகளின் ஒப்பீடு
टक्केवारीची तुलना,சதவீத ஒப்பீடு
तुलना चाचणी,ஒப்பீட்டு சோதனை
सुसंगतता समीकरण,பொருந்தக்கூடிய சமன்பாடு
स्पर्धात्मक खेळ,போட்டி விளையாட்டு
स्पर्धात्मक परिस्थिती,போட்டி நிலைமை
स्पर्धात्मक धोरण,போட்டி உத்தி
संकलक,தொகுப்பி
पूरक,நிரப்பு
पूरक कोन,நிரப்பு கோணம்
पूरक घटना पूरक घटना,நிரப்பு நிகழ்வு பூரக் கட்டனா
पूरक घटक,நிரப்பு காரணி
पूरक कार्य,நிரப்பு செயல்பாடு
पूरक अर्धी जागा,நிரப்பு அரை இடம்
पूरक अंतराल,நிரப்பு இடைவெளி
पूरक संच,நிரப்பு தொகுப்பு
पूरक,நிரப்புதல்
संचाचे पूरक,ஒரு தொகுப்பின் நிரப்பு
पूर्ण जनगणना,முழுமையான மக்கள் தொகை கணக்கெடுப்பு
पूर्ण सहसंबंध मॅट्रिक्स,முழுமையான தொடர்பு அணி
पूर्ण मेट्रिक जागा,முழுமையான மெட்ரிக் வெளி
संपूर्ण ऑर्थोनॉर्मल सेट,முழுமையான ஆர்த்தோநார்மல் தொகுப்பு
पूर्ण चतुर्भुज,முழு நாற்கர
पूर्ण भागफल,முழுமையான பங்கு
पूर्ण संच,மொத்த தொகுப்பு
पूर्ण समाधान,முழுமையான தீர்வு
पूर्णपणे यादृच्छिक डिझाइन,முற்றிலும் சீரற்ற வடிவமைப்பு
जटिल युक्तिवाद,சிக்கலான வாதம்
जटिल संयुग्म,சிக்கலான இணைப்பு
जटिल भिन्नता,சிக்கலான வேறுபாடு
जटिल कार्य,சிக்கலான செயல்பாடு
जटिल एकीकरण,சிக்கலான ஒருங்கிணைப்பு
