Malayalam,Odiya
അക്കോസ്റ്റിക് മാസ്കിംഗ്,ଆକାଶବାଣୀ ମାସ୍କିଂ |
അക്കോസ്റ്റിക് പവർ,ଆକାଶବାଣୀ ଶକ୍ତି |
അക്കോസ്റ്റിക് പ്രോപ്പർട്ടി,ଆକାଶବାଣୀ ସମ୍ପତ୍ତି |
അക്കോട്ടിക് റിയാൻസ്,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
അക്ക ou സ്റ്റിക് റിഫ്ലെക്സ്,ଆକାଶବାଣୀ ପ୍ରତିଫଳନ |
അക്കോസ്റ്റിക് ടൈൽ,ଆକାଶବାଣୀ ଟାଇଲ୍ |
അക്ക ou സ്റ്റിക് തരംഗം,ଆକାଶବାଣୀ ତରଙ୍ଗ |
ശബ്ദ ആഗിരണം,ଆକାଶବାଣୀ ଅବଶୋଷଣ |
അക്കോസ്റ്റിക്കൽ അറ്റൻയൂട്ടിന്റെ സ്ഥിരാങ്കം,ଆକାଶବାଣୀ ଆଟେନେସନ୍ ସ୍ଥିର |
അക്കോസ്റ്റിക്കൽ നനവ്,ଆକାଶବାଣୀ ଡମ୍ପିଂ |
അക്കോസ്റ്റിക്കൽ കാലതാമസം,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
അക്കോസ്റ്റിക്കൽ വക്രമാനം,ଆକାଶବାଣୀ ବିକୃତି |
അക്കോസ്റ്റിക്കൽ നാളം,ଆକାଶବାଣୀ ନଳୀ |
അക്കോസ്റ്റിക്കൽ എനർജി,ଆକାଶବାଣୀ ଶକ୍ତି |
അക്കോസ്റ്റിക്കൽ ഫീഡ്ബാക്ക്,ଆକାଶବାଣୀ ମତାମତ |
അക്കോസ്റ്റിക്കൽ ഫിൽട്ടർ,ଆକାଶବାଣୀ ଫିଲ୍ଟର |
അക്കോസ്റ്റിക്കൽ ഇംപെഡൻസ്,ଆକାଶବାଣୀ ପ୍ରତିରୋଧକ |
അക്കോസ്റ്റിക്കൽ പ്രചരണം സ്ഥിരാങ്കം,ଆକାଶବାଣୀ ପ୍ରଚାର ସ୍ଥିର |
അക്കോസ്റ്റിക്കൽ റെസിസ്റ്റൻസ്,ଆକାଶବାଣୀ ପ୍ରତିରୋଧ |
ശബ്ദപരമായി ഇൻസുലേറ്റ്,ଆକାଶ ଭାବରେ ଇନସୁଲେଡ୍ |
അക്കോസ്റ്റിക്സ്,ଆକାଶବାଣୀ |
കൈവശപ്പെടുത്തൽ,ଅଧିଗ୍ରହଣ
സംക്ഷേപം,ଆକ୍ରୋନିମ୍ |
പ്രവർത്തന മേഖല,କ୍ରିୟା କ୍ଷେତ୍ର
സജീവമാക്കിയ ഫിലമെന്റ്,ସକ୍ରିୟ ଚିଲାମେଣ୍ଟ |
സജീവമായ,ସକ୍ରିୟ
സജീവ ഏരിയ,ସକ୍ରିୟ କ୍ଷେତ୍ର
സജീവ വിൻഡോ,ସକ୍ରିୟ ୱିଣ୍ଡୋ |
പൊരുത്തപ്പെടലി,ଅନୁକେତ
അഡാപ്റ്റർ (അഡാപ്റ്റർ),ଆଡାପ୍ଟର (ଆଡାପ୍ଟର)
അഡാപ്റ്റീവ് ഡിഫറൻഷ്യൽ പൾസ് കോഡ് മോഡുലേഷൻ,ଆଡାପ୍ଟିଭ୍ ଡିଫେରିଏଲ୍ ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |
മേൽവിലാസ പുസ്തകം,ଠିକଣା ବହି
വിലാസ ബസ്,ଠିକଣା ବସ୍
വിലാസ മിഴിവ്,ଠିକଣା ରେଜୋଲୁସନ
തൊട്ടടുത്തുള്ള ചാനൽ ഇടപെടൽ,ସଂଲଗ୍ନ ଚ୍ୟାନେଲର ହସ୍ତକ୍ଷେପ |
തൊട്ടടുത്തുള്ള ചാനൽ സെലക്ടീവി,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ ଚୟନ
അടുത്തുള്ള ആവൃത്തി,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |
തൊട്ടടുത്തുള്ള ഫ്രീക്വൻസി ചാനൽ,ସଂଲଗ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
തൊട്ടടുത്തുള്ള ചിത്ര കാരിയർ,ସଂଲଗ୍ନ ଚିତ୍ର ବାହକ |
തൊട്ടടുത്തുള്ള ശബ്ദ കാരിയർ,ସଂଲଗ୍ନ ସାଉଣ୍ଡ ବାହକ |
അടുത്തുള്ള സ്റ്റേഷൻ,ସଂଲଗ୍ନ ଷ୍ଟେସନ |
കമീകരിക്കുന്ന,ନିୟନ୍ତ୍ରିତ
ക്രമീകരിക്കാവുന്ന കണ്ടൻസർ,ନିୟନ୍ତ୍ରିତ କଣ୍ଡେନ୍ସର୍ |
സമ്മർദ്ദം ക്രമീകരിക്കുന്നു,ଚାପକୁ ସଜାଡିବା |
റെഞ്ച് ക്രമീകരിക്കുന്നു,ରେଞ୍ଚ ଆଡଜଷ୍ଟ କରିବା |
കമപ്പെടുത്തല്,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
ഭരണാധിപന്,ପ୍ରଶାସକ
നൂതന സാങ്കേതികവിദ്യ,ଉନ୍ନତ ଟେକ୍ନୋଲୋଜି |
ഏരിയൽ,ବାୟୁ
ഏരിയൽ അറേ,ଏରିଲ୍ ଆରେ |
ഏരിയൽ ബൂസ്റ്റർ,ଏରିଲ୍ ବୁଷ୍ଟର୍ |
ഏരിയൽ കറന്റ്,ଏରିଲ୍ କରେଣ୍ଟ୍ |
എയറൽ ഇയർത്തിംഗ് സ്വിച്ച്,ଏରିଲ୍ ମାଟିଙ୍ଗ୍ ସୁଇଚ୍ |
ഏരിയൽ കാര്യക്ഷമത,ଏରିଲ୍ ଦକ୍ଷତା |
ഏരിയൽ ഇതര,ଏରିଲ୍ ଇନପେଟେନ୍ସ |
ഏരിയൽ ഉൾപ്പെടുത്തൽ,ଏରିଲ୍ ଇଣ୍ଡିକାନ୍ସ |
ഏരിയൽ ഇൻസുലേറ്റർ,ଏରିଆଲ୍ ଇନସୁଲେଟର |
ഏരിയൽ ലോഡിംഗ് കോയിൽ,ଏରିଆଲ୍ ଲୋଡିଂ କୋଇଲ୍ |
ഏരിയൽ ഫോട്ടോഗ്രഫി,ଏରିଲ୍ ଫଟୋଗ୍ରାଫି |
ഏരിയൽ പവർ,ଏରିଲ୍ ଶକ୍ତି |
ആകാശ വികിരണ ഏലിസ്റ്റൻസ്,ଏରିଆଲ୍ ବିକିରଣର ଲାଭ |
ഏരിയൽ റിപ്രീൻസ്,ଏରିୟାଲ୍ ପ୍ରତିକ୍ରିୟା |
എയറോഡൈനാമിക്സ്,ଏରୋଡାଇନାମିକ୍ସ
നിര്വ്വഹണം,ସଂସ୍ଥା
എയർ കംപ്രസ്സർ,ବାୟୁ କମ୍ପ୍ରେସାକ୍ର
എയർ കണ്ടൻസർ,ବାୟୁ କଣ୍ଡନସର୍ |
വായു തണുപ്പിച്ചു,ବାୟୁ ଥଣ୍ଡା
എയർ കോർഡ് കോയിൽ,ବାୟୁ କୋଡ୍ କୋଇଲ୍ |
എയർ കണ്ടീഷനിംഗ്,Accometication
ആൽബിഡോ,ଆଲବେଡୋ |
അൽഗോരിതം,ଆଲଗୋରିଦମ
അപരനാത്മകം,ଛଦ୍ମନାମ
വിന്യസിക്കുന്നു,ମିଶ୍ରଣ
വിന്യാപകമായ,ପରିଚାଳିତ
എല്ലാ തരംഗ ഏരിയലും,ସମସ୍ତ ତରଙ୍ଗ ବାୟୁ |
പങ്കുവയ്ക്കല്,ଆବଣ୍ଟନ
അക്ഷരകമായ,ବର୍ଣ୍ଣାନୁକ୍ରମିକ
ആൽഫാന്യൂമെറിക്,ବର୍ଣ୍ଣମାଳା
ആൽഫാന്യൂമെറിക് പ്രതീകം,ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |
ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ,ବର୍ଣ୍ଣମାଳା ସୂଚନା
ഇതര കറന്റ് (A.C.),ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.)
ഒന്നിടവിട്ടമ്മ,ବିକଳ୍ପ
പകര്പ്പ്,Atternator
ഉയരം,ଉଚ୍ଚତା
അപ്പോഗിയുടെ ഉയരം,ଆପୋଜି ର ଉଚ୍ଚତା |
പെരിജിയുടെ ഉയരം,PERIGEE ର ଉଚ୍ଚତା |
അമേച്വർ റേഡിയോ ആശയവിനിമയം,ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |
അന്തരീതം,ଅଭିଳାଷୀ |
അന്തരീക്ഷ മൈക്രോഫോൺ,ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |
അന്തരീക്ഷ അവസ്ഥ,ପରିବେଶ ସର୍ତ୍ତ
ആംബിയന്റ് ലൈറ്റിംഗ്,ପରିବେଶ ଆଲୋକ |
ആംബിയന്റ് ശബ്ദം,ଆମ୍ବିକ୍ ଶବ୍ଦ
ആംബിയന്റ് താപനില,ପରିବେଶ ତାପମାତ୍ରା |
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്,ଆମେରିକୀୟ ମାନକ କୋଡ୍ |
Ampere,ଆମ୍ପେର୍
ആമ്പിയർ മീറ്റർ,ଆମ୍ପେର୍ ମିଟର |
ആംപ്ലിഫിക്കേഷൻ,ବୃଦ୍ଧି
ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ,Amplfication ଫ୍ୟାକ୍ଟର୍ |
ആംപ്ലിഫയർ,ଏମ୍ପ୍ଲିଫାୟର୍
ആംപ്ലിഫയർ നേട്ടം,ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |
ആംപ്ലിഫയർ ശബ്ദം,ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |
ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു,ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |
Klystron ആംപ്ലിഫൈയിംഗ്,କାଲିଷ୍ଟ୍ରନ୍
ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്,Amplifying ୟୁନିଟ୍ |
വ്യാശമുള്ള,ପ୍ରଶସ୍ତତା
വ്യാപ്തി വികസനം,ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |
ആംപ്ലിഡ്യൂഡ് ആസക്തി,ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |
വ്യാപ്തി ഘടകം,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ,ପ୍ରଶସ୍ତତା ସୀମା
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
അനലോഗ് (അനലോഗ്),ଆନାଗଲ୍ (ଆନାଗଲ୍)
അനലോഗ് സർക്യൂട്ട്,ଆନାଗଲ୍ ସର୍କିଟ୍ |
അനലോഗ് കമ്പ്യൂട്ടർ,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
അനലോഗ് പ്രാതിനിധ്യം,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
അനലോഗ് സിഗ്നൽ,ଆନାଗଲ୍ ସିଗନାଲ୍ |
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
അനലോഗ് വീഡിയോ,ଆନାଗଲ୍ ଭିଡିଓ |
അനസ്),ଅନୁରୂପ
അനലോഗി,ଆନାଲୋଜି
വിശകലനം,ବିଶ୍ଳେଷଣ |
ഡാറ്റയുടെ വിശകലനം,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
അനലിറ്റിക്കൽ സാന്ദ്രത,ଆନାଲିଟିକାଲ୍ ଘନତା |
വിശകലനം ചെയ്യുക,ବିଶ୍ଳେଷଣ କର |
വിശകലന,ଆନିପ୍ରିଣ୍ଟେଜର |
അനുബന്ധ ഉപകരണങ്ങൾ,ଅର୍କିଲିଡିଆ ଉପକରଣ |
ഗേറ്റിലും,ଏବଂ ଫାଟକ
കൂട്ടിയിടിയുടെ കോണിൽ,କଲିମିର କୋଣ |
ധ്രുവീകരണത്തിന്റെ കോണിൽ,ପୋଲାରାଇଜେସନ୍ କୋଣ |
ഭ്രമണത്തിന്റെ ആംഗിൾ,ଘୂର୍ଣ୍ଣନର କୋଣ |
Angstrom (å),Agtstom (å)
കോകാരുമായ,କୋଣାର୍କ
കോണീയ ത്വരണം,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ,କୋଣାର୍କ ସମବେଦନା |
കോണീയ വ്യതിചലനം,କୋଣାର୍କ ବିବେକ |
കോണീയ ചിതറിപ്പോയത്,କୋଣାର୍କ ବିପରୀତ |
കോണീയ സ്ഥാനചലനം,କୋଣାର୍କ ବିସ୍ଥାପନ |
കോണീയ പിശക്,କୋଣାର୍କ ତ୍ରୁଟି |
കോണീയ ആവൃത്തി,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
കോണീയ ആക്കം,କୋଣାର୍କ ଗତି |
കോണീയ ചലനം,କୋଣାର୍କ ଗତି
കോണീയ പ്രവേഗം,କୋଣାର୍କ ବେଗ |
ജീവസഞ്ചാരണം,ଆନିମେସନ୍
ആനോഡ്,Anode
അനോഡ് ബാറ്ററി,Anodod ବ୍ୟାଟେରୀ |
ആനോഡ് സ്വഭാവം,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
അനോഡ് സർക്യൂട്ട്,ଆନୋଡ ସର୍କିଟ୍ |
ആനോഡ് ഡിസ്പിപ്പ്,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
ആനോഡ് കാര്യക്ഷമത,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
ആനോഡ് ഇൻപുട്ട് പവർ,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
ആനോഡ് പരിഷ്കരണം,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
ഏരിയെല്,ଆଣ୍ଟେନା |
ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
ആന്റിന ബൂസ്റ്റർ,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
ആന്റിന കോയിൽ,ଆଣ୍ଟେନା କୋଇଲ୍ |
ആന്റിന കോൺഫിഗറേഷൻ,ଆଣ୍ଟେନା ବିନ୍ୟାସ
ആന്റിന കപ്ലർ,ଆଣ୍ଟେନା କପଟର୍ |
ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
ആന്റിന കറന്റ്,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
ആന്റിന ഡ്യുപ്ലെർസർ,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
ആന്റിന ഫലപ്രദമായ പ്രദേശം,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
ആന്റിന കാര്യക്ഷമത,ଆଣ୍ଟେନା ଦକ୍ଷତା |
ആന്റിന ഫീഡ്,ଆଣ୍ଟେନା ଫିଡ୍ |
ആന്റിന ഫൂട്ട് പ്രിന്റ്,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
ആന്റിന നേട്ടം,ଆଣ୍ଟେନା ଲାଭ
ആന്റിന ഉയരം,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
ആന്റിന ഇംപെഡൻസ്,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
ആന്റിന ഇൻഡക്റ്റൻസ്,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
ആന്റിന പാറ്റേൺ,ଆଣ୍ଟେନା ପାଟର୍ନ |
ആന്റിന പ്ലെക്സർ,ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
ആന്റിന പോളൈസേഷൻ,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
ആന്റിന പവർ,ଆଣ୍ଟେନା ଶକ୍ତି |
ആന്റിന പവർ ലാഭം,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
ആന്റിന റേഡിയേഷൻ പ്രതിരോധം,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
ആന്റിന റിനോപ്പൻസ്,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
ആന്റിന റിഫ്ലക്ടർ,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
ആന്റിന റെസിസ്റ്റൻസ്,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ആന്റിന സ്പെയ്സിംഗ്,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
ആന്റിന സ്വിച്ചിംഗ് റൂം,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
ആന്റിന ട്യൂണിംഗ് കോയിൽ,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
ആന്റിന ട്യൂണിംഗ് ഹട്ട്,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
അപ്പേണ്ടർ,ଆପେଚର
അപ്പോജി,ଆପୋଲେଜ୍
അപ്പോജി റോക്കറ്റ്,ଆପୋଲେ ରକେଟ୍ |
ഉപകരണങ്ങള്,ଉପକରଣ
കാണാവുന്ന,ସ୍ପଷ୍ଟ
ആപ്ലെറ്റ്,ଆପଲେଟ୍
അപേക്ഷ,ପ୍ରୟୋଗ
ഏകദേശമായ,ଆନୁମାନିକ
ജല പരിഹാരം,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
കമാനം,ଆର୍କ
വാസ്തുവിദ,ସ୍ଥାପତ୍ୟ
ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
ഗന്ഥരക്ഷാലയം,ଅଭିଲେଖାଗାର
അരിത്മെറ്റിക് കോഡിംഗ്,ଗାଣିତିକ କୋଡିଂ |
യക്ഷി,ଅର୍ଗର
അർമേച്ചർ വിൻഡിംഗ്,ଅରତା ପବନ
ശേണി,ଆରେ
അറസ്റ്റർ,ଆରେଷ୍ଟ୍ରର୍
കൃതില്,ଆର୍ଟଲେସନ୍
ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്),କଳାକୃତି (= କଳାକୃତି)
ആരോഹണം,ଆରୋହଣ
വീക്ഷണാനുപാതം,ଆନୁମାନିକ ଅନୁପାତ
അസംബ്ലി,ଏକତ୍ରିତ |
ഉറപ്പിച്ചുപറയല്,ଧାରଣା
ചുമതല,ଆସାଇନମେଣ୍ଟ
അസൈൻമെന്റ് ചാനൽ,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
അസമമായ,ଅସମାନଗତ
അസിൻക്രണസ്,ଅସନ୍ତୁଳିତ
അന്തരീക്ഷം,ବାୟୁମଣ୍ଡଳ
അന്തരീക്ഷ നഷ്ടം,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
അന്തരീക്ഷ ശബ്ദം,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
അന്തരീക്ഷമർദ്ദം,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
അന്തരീക്ഷ പ്രചരണം,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
അന്തരീക്ഷ റേഡിയോ-വേവ്,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
അന്തരീക്ഷ,ବାୟୁମଣ୍ଡଳ
പരമാണു,ପରମାଣୁ
ആറ്റോമിക ഘടന,ପରମାଣୁ ଗଠନ
ബന്ധം,ସଂଲଗ୍ନ
അറ്റൻവറൻസ്,ସାଧନ
അറ്റൻവേേഷൻ നഷ്ടം,ଆଟେନେସନ୍ କ୍ଷତି |
ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ,ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |
അറ്റൻവേറ്റർ,ଆଟେଟୋଲେଟର୍ |
അറ്റൻവേറ്റർ പാഡ്,ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |
സവിശേഷത പരിധി,ପରିମାପ ସୀମା
ശ്രമത്തിനും,ମୂଳଦୁଆ
കേൾക്കാവുന്ന ആവൃത്തി,ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |
കേൾക്കാവുന്ന ടോൺ,ଶ୍ରବଣୀୟ ସ୍ୱର
കേൾക്കാവുന്ന-സ്പെക്ട്രം,ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |
സദസര്,ଦର୍ଶକ |
ഓഡിയോ,ଅଡିଓ
ഓഡിയോ ആംപ്ലിഫയർ,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
ഓഡിയോ അനലൈസർ,ଅଡିଓ ଆନାଲିଜର |
ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്,ଅଡିଓ ପ୍ରସାରଣକାରୀ |
ഓഡിയോ കേബിൾ,ଅଡିଓ କେବୁଲ୍ |
ഓഡിയോ ചെയിൻ,ଅଡିଓ ଶୃଙ୍ଖଳା
ഓഡിയോ കോഡെക്,ଅଡିଓ କୋଡେକ
ഓഡിയോ കംപ്രഷൻ,ଅଡିଓ ସଙ୍କୋଚନ |
ഓഡിയോ കംപ്രസ്സർ,ଅଡିଓ ସଙ୍କୋଚନ |
ഓഡിയോ കൺസോൾ,ଅଡିଓ କୋନସୋଲ |
ഓഡിയോ വക്രീകരണം,ଅଡିଓ ବିକୃତ |
ഓഡിയോ ഡൈനാമിക് ശ്രേണി,ଅଡିଓ ଗତିଶୀଳ ପରିସର |
ഓഡിയോ ഫയൽ ഫോർമാറ്റ്,ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |
ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്,ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |
ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |
ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
ഓഡിയോ പരിധി,ଅଡିଓ ସୀମା
ഓഡിയോ ലൈൻ,ଅଡିଓ ରେଖା |
ഓഡിയോ മിക്സർ,ଅଡିଓ ମିକ୍ସର୍ |
ഓഡിയോ മോഡുലേഷൻ,ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |
ഓഡിയോ ഓസ്സിലേറ്റർ,ଅଡିଓ ଓସକ୍ଲଟର |
ഓഡിയോ output ട്ട്പുട്ട്,ଅଡିଓ ଆଉଟପୁଟ୍
ഓഡിയോ പവർ,ଅଡିଓ ଶକ୍ତି |
