Marathi,Bengali
एनालॉग सिग्नल,এনালগ সংকেত
एनालॉग सिम्युलेशन,অ্যানালগ সিমুলেশন
एनालॉग स्विच,অ্যানালগ সুইচ
एनालॉग सिस्टम,অ্যানালগ সিস্টেম
"डिजिटल टू डिजिटल
 कन्व्हर्टर","ডিজিটাল অ্যানালগ
 রূপান্তরকারী"
"डिजिटल टू डिजिटल
 एन्कोडर","ডিজিটাল অ্যানালগ
 এনকোডার"
एनालॉग ट्रान्समिशन,অ্যানালগ সংক্রমণ
एनालॉग प्रकार,অ্যানালগ প্রকার
विश्लेषण ब्लॉक,বিশ্লেষণ ব্লক
विश्लेषण मोड,বিশ্লেষণ মোড
विश्लेषणात्मक इंजिन,বিশ্লেষণাত্মক ইঞ্জিন
वडिलोपार्जित कार्य,পৈতৃক কাজ
सहायक उपकरणे,আনুষঙ্গিক সরঞ্জাম
आणि,এবং
आणि सर्किट,এবং সার্কিট
आणि घटक,এবং উপাদান
आणि गेट,এবং গেট
आणि मुखवटा,এবং মাস্কিং
आणि ऑपरेशन नाही (= अपवर्जन),এবং অপারেশন নয় (= বর্জন
आणि ऑपरेशन,এবং অপারেশন
अनुबंध मेमरी,সংযুক্তি স্মৃতি
भाष्य,টীকা
अ‍ॅन्युन्सिएटर,ঘোষণা
उत्तर परत,উত্তর পাঠাও
उत्तर विलंब,উত্তর দেরি
उत्तर वेळ,উত্তর সময়
उत्तर दिवा,উত্তর প্রদীপ
उत्तर यादी,উত্তর তালিকা
फक्त उत्तर द्या,শুধুমাত্র উত্তর
अपेक्षित मोड,প্রত্যাশা মোড
अपेक्षित बफरिंग,প্রত্যাশিত বাফারিং
अपेक्षित वाहून नेणे,প্রত্যাশিত বহন
अपेक्षित पेजिंग,প্রত্যাশিত পেজিং
अँटीकोइन्सिडन्स ऑपरेशन,অ্যান্টিকোয়েনসেন্স অপারেশন
अँटीकोइन्सींट घटक,অ্যান্টিকোইনসেন্টেন্ট উপাদান
अ‍ॅपरिओडिक ten न्टीना,অ্যাপেরিওডিক অ্যান্টেনা
छिद्र कार्ड,অ্যাপারচার কার্ড
छिद्र कोड,অ্যাপারচার কোড
छिद्र वेळ,অ্যাপারচার সময়
परिशिष्ट,সংযোজন
परिशिष्ट कार्य,অ্যাপেন্ডেজ টাস্ক
अनुप्रयोग विकसक,অ্যাপ্লিকেশন ডেভেলপার
अनुप्रयोग स्तर,আবেদন স্তর
अनुप्रयोग देणारं भाषा,অ্যাপ্লিকেশন ভিত্তিক ভাষা
अनुप्रयोग पॅकेज,অ্যাপ্লিকেশন প্যাকেজ
अनुप्रयोग कार्यक्रम,এপ্লিকেশন প্রোগ্রাম
अनुप्रयोग प्रोग्रामिंग,অ্যাপ্লিকেশন প্রোগ্রামিং
अर्ज आवश्यक भाषा,অ্যাপ্লিকেশন প্রয়োজনীয় ভাষা
अनुप्रयोग सॉफ्टवेअर,অ্যাপ্লিকেশন সফ্টওয়্যার
अ‍ॅप्लिक,অ্যাপ্লিক
अंदाजे सिद्धांत,আনুমানিক তত্ত্ব
अनियंत्रित प्रवेश,স্বেচ্ছাসেবী অ্যাক্সেস
अनियंत्रित अनुक्रम संगणक,স্বেচ্ছাসেবী সিকোয়েন্স কম্পিউটার
लवाद,সালিশ
आर्किटेक्चर,আর্কিটেকচার
संग्रहण,সংরক্ষণাগার
क्षेत्र कोड,এরিয়া কোড
क्षेत्र शोध,অঞ্চল অনুসন্ধান
क्षेत्र हस्तांतरण,অঞ্চল স্থানান্তর
क्षेत्र चल,অঞ্চল পরিবর্তনশীল
युक्तिवाद,যুক্তি
युक्तिवाद पत्ता,যুক্তি ঠিকানা
युक्तिवाद यादी,যুক্তি তালিকা
अंकगणित सूचना,গাণিতিক নির্দেশ
अंकगणित आणि तर्कशास्त्र युनिट,গাণিতিক এবং যুক্তি ইউনিট
अंकगणित असाइनमेंट स्टेटमेंट,গাণিতিক অ্যাসাইনমেন্ট বিবৃতি
अंकगणित तपासणी,গাণিতিক চেক
अंकगणित स्थिर,পাটিগণিত ধ্রুবক
अंकगणित रूपांतरण,গাণিতিক রূপান্তর
अंकगणित डेटा,গাণিতিক ডেটা
अंकगणित अपवाद,পাটিগণিত ব্যতিক্রম
अंकगणित अभिव्यक्ती,গাণিতিক অভিব্যক্তি
अंकगणित निश्चित बिंदू,গাণিতিক স্থির পয়েন্ট
अंकगणित पदानुक्रम,পাটিগণিত শ্রেণিবিন্যাস
अंकगणित जर विधान,বিবৃতি যদি গাণিতিক
अंकगणित तर्कशास्त्र,গাণিতিক যুক্তি
अंकगणित लॉजिक युनिट,গাণিতিক যুক্তি ইউনিট
अंकगणित ऑपरेशन,পাটিগণিত অপারেশন
अंकगणित ऑपरेटर,পাটিগণিত অপারেটর
अंकगणित ओव्हरफ्लो,পাটিগণিত ওভারফ্লো
अंकगणित चित्र डेटा,গাণিতিক ছবির ডেটা
अंकगणित प्राधान्य,গাণিতিক অগ্রাধিকার
अंकगणित प्राथमिक,গাণিতিক প্রাথমিক
अंकगणित नोंदणी,গাণিতিক নিবন্ধ
अंकगणित संबंध,গাণিতিক সম্পর্ক
अंकगणित स्कॅन,গাণিতিক স্ক্যান
अंकगणित विभाग,গাণিতিক বিভাগ
अंकगणित शिफ्ट,গাণিতিক শিফট
अंकगणित शिफ्टिंग,গাণিতিক স্থানান্তর
अंकगणित विधान,পাটিগণিত বিবৃতি
अंकगणित संज्ञा,গাণিতিক শব্দ
अंकगणित अंडरफ्लो,পাটিগণিত আন্ডারফ্লো
अंकगणित युनिट,গাণিতিক ইউনিট
रचना,অ্যারে
अ‍ॅरे बाउंड,অ্যারে বাউন্ড
अ‍ॅरे संगणक,অ্যারে কম্পিউটার
अ‍ॅरे आयाम,অ্যারে মাত্রা
अ‍ॅरे घटक,অ্যারে উপাদান
अ‍ॅरे अभिव्यक्ती,অ্যারে এক্সপ্রেশন
अ‍ॅरे नाव,অ্যারের নাম
संरचनांचा अ‍ॅरे,কাঠামোর অ্যারে
अ‍ॅरे प्रिंटिंग,অ্যারে প্রিন্টিং
अ‍ॅरे प्रक्रिया,অ্যারে প্রসেসিং
अ‍ॅरे प्रोसेसर,অ্যারে প্রসেসর
बोलण्याचे बिंदू,বক্তৃতা পয়েন্ট
कृत्रिम अनुभूती,কৃত্রিম জ্ঞান
कृत्रिम बुद्धिमत्ता,কৃত্রিম বুদ্ধিমত্তা
कृत्रिम भाषा,কৃত্রিম ভাষা
कृत्रिम चल,কৃত্রিম পরিবর্তনশীল
कला अनुप्रयोग डेटा बँक,আর্টস অ্যাপ্লিকেশন ডেটা ব্যাংক
कला अनुप्रयोग संगीत,আর্টস অ্যাপ্লিকেশন সংগীত
कला अनुप्रयोग नमुना निर्मिती,আর্টস অ্যাপ্লিকেশন প্যাটার্ন জেনারেশন
आरोहण,আরোহী
चढत्या क्रमवारी,আরোহী বাছাই
एएससीएल,Ascil
एएससीआयआय नियंत्रण वर्ण,ASCII নিয়ন্ত্রণ চরিত্র
एएससीआयआय की बोर्ड,ASCII কী বোর্ড
पैलू,দিক
पैलू आणि,দিক এবং
एकत्र करा,একত্রিত করা
एकत्रित मूळ,একত্রিত উত্স
कालावधी एकत्र करा,সময়কাল একত্রিত করুন
असेंबलर,এসেম্বলার
असेंबलर डायरेक्टिव्ह,এসেম্বলার ডাইরেক্টিভ
असेंबलर सुविधा,এসেম্বলার সুবিধা
असेंबलर भाषा,এসেম্বলার ভাষা
एकत्र करणे,একত্রিত
एकत्रित टप्पा,সমাবেশ পর্ব
वेळ एकत्र करणे,সময় একত্রিত
असेंब्ली,সমাবেশ
असेंब्ली भाषा,এসেম্বলি
असेंब्ली भाषा प्रोग्रामिंग,অ্যাসেম্বলি ল্যাঙ্গুয়েজ প্রোগ্রামিং
असेंब्ली भाषा सॉफ्टवेअर लवचिकता,সমাবেশ ভাষা সফ্টওয়্যার নমনীয়তা
असेंब्ली सूची,সমাবেশ তালিকা
असेंब्ली फेज,সমাবেশ পর্ব
असेंब्लीची दिनचर्या,সমাবেশ রুটিন
असेंब्ली वेळ,সমাবেশ সময়
असेंब्ली युनिट,সমাবেশ ইউনিট
असाइनमेंट इंडेक्सिंग,অ্যাসাইনমেন্ট ইনডেক্সিং
असाइनमेंट ऑपरेशन,অ্যাসাইনমেন্ট অপারেশন
असाइनमेंट स्टेटमेंट,নিয়োগ বিবৃতি
असोसिएटिव्ह पत्ता,সহযোগী ঠিকানা
असोसिएटिव्ह अ‍ॅरे रजिस्टर,সহযোগী অ্যারে রেজিস্টার
असोसिएटिव्ह की,সহযোগী কী
असोसिएटिव्ह भाषा,সহযোগী ভাষা
असोसिएटिव्ह मेमरी,সহযোগী স্মৃতি
असोसिएटिव्ह स्टोरेज,সহযোগী স্টোরেজ
गृहीत दशांश बिंदू,দশমিক বিন্দু ধরে নেওয়া
असममित डिव्हाइस,অসমমিত ডিভাইস
असममित I/O,অসমমিত আই/ও
एसिन्क्रोनस,অ্যাসিঙ্ক্রোনাস
एसिन्क्रोनस संगणक,অ্যাসিঙ্ক্রোনাস কম্পিউটার
एसिन्क्रोनस डेटा ट्रान्सफर,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সফার
एसिन्क्रोनस डेटा ट्रान्समिशन,অ্যাসিঙ্ক্রোনাস ডেটা ট্রান্সমিশন
एसिन्क्रोनस डिव्हाइस,অ্যাসিঙ্ক্রোনাস ডিভাইস
एसिन्क्रोनस ऑपरेशन,অ্যাসিঙ্ক্রোনাস অপারেশন
एसिन्क्रोनस सिग्नलिंग,অ্যাসিঙ্ক্রোনাস সিগন্যালিং
एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग,অ্যাসিঙ্ক্রোনাস সময় বিভাগ মাল্টিপ্লেক্সিং
एसिन्क्रोनस ट्रान्समिशन,অ্যাসিঙ্ক্রোনাস ট্রান্সমিশন
एसिन्क्रोनस वर्किंग,অ্যাসিঙ্ক্রোনাস ওয়ার্কিং
संलग्न प्रक्रिया,সংযুক্ত প্রক্রিয়াজাতকরণ
संलग्न प्रोसेसर,সংযুক্ত প্রসেসর
संलग्न समर्थन प्रोसेसर,সংযুক্ত সমর্থন প্রসেসর
ऑपरेशन उपस्थित,অপারেশন উপস্থিত
ट्रेल प्रिंटरला हजेरी लावली,ট্রেল প্রিন্টারে অংশ নিয়েছেন
लक्ष व्यत्यय,মনোযোগ বাধা
लक्ष की,মনোযোগ কী
क्षीणन,মনোযোগ
क्षीणन स्थिर,অবিচ্ছিন্ন ধ্রুবক
क्षीणकरण विकृती,মনোযোগ বিকৃতি
अ‍ॅटेन्युएशन इक्वेलायझर,মনোযোগ সমতুল্য
अ‍ॅटेन्युएटर,অ্যাটেনুয়েটর
विशेषता,বৈশিষ্ট্য
ऐकण्यायोग्य अलार्म,শ্রাবণ অ্যালার্ম
ऑडिओ कॅसेट,অডিও ক্যাসেট
ऑडिओ चौकशी,অডিও তদন্ত
ऑडिओ लाइन,অডিও লাইন
ऑडिओ प्रतिसाद,অডিও প্রতিক্রিয়া
ऑडिओ प्रतिसाद संदेश,অডিও প্রতিক্রিয়া বার্তা
ऑडिओ प्रतिसाद युनिट,অডিও প্রতিক্রিয়া ইউনিট
ऑडिओटेप स्टोरेज युनिट,অডিওটেপ স্টোরেজ ইউনিট
ऑडिओ टेलिकम्युनिकेशन लाइन,অডিও টেলিযোগাযোগ লাইন
ऑडिओ टर्मिनल,অডিও টার্মিনাল
ऑडिट कमांड भाषा,অডিট কমান্ড ভাষা
ऑडिट प्रोग्रामिंग,অডিট প্রোগ্রামিং
तपासणीचे सूत्र,নিরীক্ষা পথ
ऑगेंड,অগেন্ড
वाढवणे,অগমেন্ট
ऑगमेंटर,অগমেন্টার
लेखक,লেখক
लेखन,অনুমোদন
