Odiya,Tamil
ଆନ୍ଥ୍ରୋପେନିକ୍ କାରକ |,மானுடவியல் காரணி
ଆଣ୍ଟିବାସିସ୍,ஆண்டிபியோசிஸ்
ଆଣ୍ଟିବାୟୋଟିକ୍ |,நுண்ணுயிர்க்கொல்லி
ପ୍ରତିକାର,மாற்று
ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |,ஆக்ஸிஜனேற்றிகள்
ଆଣ୍ଟିଟୋକ୍ସିନ୍ |,ஆன்டிடாக்சின்
ବ୍ରହ୍ମାଣ୍ଡ,ANNULUS
ଆପିଡ୍ |,அஃபிட்
ଆପିକାଲ୍ ଗୁଣ୍ଡ |,அபிகல் மொட்டு
ଆପିକାଲ୍ ପ୍ରାଧାନ୍ୟ |,நுனி ஆதிக்கம்
ଆପିକାଲ୍ଟର୍ (ମହୁମାଛି ରଖିବା),Apulcalure (தேனீ வைத்திருத்தல்)
ଆପୋମିକ୍ସସ୍ |,Apomixis
ଆପୋଟୋଏସ୍,அப்போப்டொசிஸ்
ଅନୁକ୍ରମଣିକା,இணைப்பு
ଭୋକକାରୀ,பசி
ପ୍ରୟୋଗ କରାଯାଏ |,பயன்படுத்தப்பட்டது
ଜଳୀୟ ତୃଣ,நீர்வாழ் களை
ଅର୍ବ୍ରାଲ୍ |,ஆர்போரியல்
ସ୍ଥାପନ |,ஆர்பரைசேஷன்
ପ୍ରତ୍ନତାତ୍ତ-ବଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |,தொல்பொருள்-பொட்டானியல் பதிவுகள்
କ୍ଷେତ୍ର ପରିସଂଖ୍ୟାନ,பகுதி புள்ளிவிவரங்கள்
କ୍ଷେତ୍ର,பகுதி
ARID ECOSYSem |,வறண்ட சுற்றுச்சூழல் அமைப்பு
ଅରିଲ୍,Aril
ସୁଗନ୍ଧ,நறுமணம்
ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |,நறுமண ஆலை
ସୁଗନ୍ଧିତ ଚାଉଳ |,நறுமண அரிசி
ତୀର,அம்பு
ଆସେସିସ୍,அசெப்ஸிஸ்
ଅଭିଯୁକ୍ତ,அசெப்டிக்
ଶ୍ୱେକାର ପ୍ରଚାର,ஓரினச்சேர்க்கை பரப்புதல்
ଆମ୍ପେ,மதிப்பீடு
ସମ୍ପତ୍ତି,சொத்துக்கள்
ଆସିମେଇର |,ஒருங்கிணைப்பு
ସଙ୍ଗଠନ,தொடர்பு
Astringent,ஆஸ்ட்ரிஜென்ட்
ଆସନାପାସୀ |,அசினாப்சிஸ்
ସଂଲଗ୍ନବାଦ,அடாவிசம்
ପରମାଣିଜର,அணுசக்தி
ଆଟ୍ରୋଫି |,அட்ராபி
ଅଟୋଗାମି |,தன்னியக்க
ଅଟଲିସିସ୍ |,ஆட்டோலிசிஸ்
AroutDation,ஆட்டோஆக்ஸிஜனேற்றம்
ଅଟୋପୋଲାପ୍ଲୋଡ୍ |,ஆட்டோபோலிப்ளோயிட்
Auxins,ஆக்சின்கள்
Awn (ବ୍ରଷ୍ଟଲ୍),Awn (முறுக்கு)
ବାଦାମ |,பாதம் கொட்டை
ଆଲୋ,கற்றாழை
ଅମରାନ୍ତିନ |,அமராந்தஸ்
ଆମି,அம்மி
ଅଜାନର ଘାସ |,அஞ்சன் புல்
ଆଠର୍ିୟମ୍ |,அந்தூரியம்
"ଆଲୋଲା, ଭାରତୀୟ ଗୋଲାକାର |","அன்லா, இந்திய நெல்லிக்காய்"
ଆପଲ୍,ஆப்பிள்
ଆପ୍ରିକେଟ୍ |,பாதாமி
ଆର୍ବିଆନ୍ ଜସ୍ମିନ୍ |,ஆர்பியன் மல்லிகை
Areca but,அரேகா நட்டு
ଅର୍ଜନୁନ୍,அர்ஜுன்
ଆସଫୋଏଡା,Asfoetida
ପାଉଁଶ ଗୁଣ୍ଡ |,சாம்பல் பூசணிக்காய்
ଅଶୋକା ଗଛ |,அசோகா மரம்
ଅଶମ୍ମା ତୃଣକ (ଇଫୋରିୟା),ஆஷ்த்மா களை (யூபோர்பியா)
ଅସରପା,அஸ்பாரகஸ்
ଆଭୋକାଡୋ |,வெண்ணெய்
ଆଲଫାଲଫା (ଲୁସେର୍ନ),அல்பால்ஃபா (லூசர்ன்)
ପିମ୍ପୁଡ଼ି,எறும்புகள்
ଆପିଡସ୍ |,அஃபிட்ஸ்
ସେନା ପୋକ,இராணுவ புழு
କୃଷି ଅର୍ଥନୀତିଜ୍ଞ,விவசாய பொருளாதார நிபுணர்
କୃଷି ବିସ୍ତାରବାଦୀ |,வேளாண் நீட்டிப்பு
କୃଷି ବ scientist ଜ୍ଞାନିକ |,விவசாய விஞ்ஞானி
କୃଷି ଅଞ୍ଜିନକାରୀ |,விவசாய பொறியாளர்
Agrobiooglist,வேளாண் நிபுணர்
ସହଯୋଗୀ,வேளாண் விஞ்ஞானி
Agropsicsicst,வேளாண் இயற்பியல்
ପଶୁ ପ୍ରଜନକ |,விலங்கு வளர்ப்பாளர்
ବାକିଲସ୍ ଭାଇରସ୍ |,பேசிலஸ் வைரஸ்
ବାଣ୍ଡିଲସ୍ |,பேசிலஸ்
ଜୀବାଣୁ,பாக்டீரியா
ବିରାଇଓଟୋକ୍ସିନ୍ |,பாக்டீரியோடாக்சின்
ବାଗାସେସ୍ |,கரும்பு சக்கை
ତୂଳନା ପତ୍ର,இருப்புநிலை
ସନ୍ତୁଳିତ ଫର୍ଟିଲାଇଜେସନ୍ |,சீரான கருத்தரித்தல்
ବାର୍ ଚିତ୍ର |,பார் வரைபடம்
ଭୁକିବା |,பட்டை
ବାରୋମିଟର |,காற்றழுத்தமானி
ବନ୍ଧ୍ୟା,தரிசு
ଆଧାର,அடித்தளம்
ବାସନ,பேசின்
ପରଫିପାଲ୍ |,பாசிபெட்டல்
ଆଧାର ତୁଲମ୍ |,பாஸ்கிஸ்டெர்னம்
ବାଇ ମ so ସୁମୀ |,விரிகுடா பருவமழை
ଉଦ୍ଭିଦ ବହନ,தாங்கும் ஆலை
ଶଯ୍ୟା,படுக்கை
ଶଯ୍ୟା,படுக்கை
ଶଯ୍ୟା,படுக்கை
ବିଟ୍ ଗୁଣ୍ଡ |,பீட் மோலாஸ்கள்
ଘଣ୍ଟି,பெல்லோஸ்
ବେଲ୍ଟ,பெல்ட்
ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,நன்மை-செலவு பகுப்பாய்வு
ପକ୍ଷପାତ (ନମୁନା),சார்புடைய (மாதிரி)
ବିଏନୋନିଆଲ୍,இருபது ஆண்டு
Binomial,இரும
ବାୟୋଲାଇଜେଣ୍ଟ |,உயிரி கையேடு
ବାୟୋସେଡିକ୍ |,பயோக்ளைமேட்
ବାୟୋହୀ,பயோஎனெர்ஜி
ବାୟୋନୋମିକ୍ସ |,பயோனமிக்ஸ்
ବାୟୋରାକ୍ଟର,உயிரியக்கவியல்
ବାୟୋସଫିର୍,உயிர்க்கோளம்
ବାୟୋଟିକ୍ |,உயிரியல்
ବାୟୋଟାଇପ୍ |,உயிரியல் வகை
ବିସେକ୍ସୁଆଲ୍,இருபால்
ଖାଲି,பிளான்சிங்
ବିସ୍ଫୋରଣ,குண்டு வெடிப்பு
ମିଶ୍ରଣ,கலவை
ଶୁକ୍ର,ப்ளைட்
ଫୁଲା,கொப்புளம்
ବ୍ଲୁ ବିପ୍ଳବ,நீல புரட்சி
ତଳ ଉତ୍ତାପ ଚାମ୍ବର |,கீழே வெப்ப அறை
ତଳ ଉତ୍ତାପ ଟେକ୍ନିକ୍ |,கீழே வெப்ப நுட்பம்
ଶାଖା,பிரான்
ଶାଖା,கிளைகள்
ଶାଖା,கிளை
ପ୍ରଜାତି,இனம்
ପ୍ରଜନନ,இனப்பெருக்க
ଉଜ୍ଜ୍ୱଳ,கரைந்து
Etod,அடைகாக்கும்
ବଡିଙ୍ଗ,வளரும்
ବଜେଟ୍,பட்ஜெட்
ବଫର୍,இடையக
ବଲ୍ବ,விளக்கை
ବଣ୍ଟନ,பன்ட்
ଉତ୍ପାଦ ଦ୍ୱାରା,துணை தயாரிப்பு
ବାବୁଲ ଆକାସିଆ |,பாபுல் அகாசியா
ଶିଶୁ ମକା |,குழந்தை சோளம்
ବାଥ୍,பேல்
ବିଲ୍,பெயில்
ବାଲସାମ,பால்சம்
ବାଉଁଶ,மூங்கில்
କଦଳୀ,வாழை
ବାନିଆନ୍ ଗଛ |,ஆலமரம்
ବାର୍ଲି,பார்லி
ବରଗାର୍ଡ ମିଲେଟ୍ |,பார்ன்யார்ட் மில்லட்
ବେସନ,துளசி
ବଷ୍ଟାର୍ଡ ​​ଏରସ,பாஸ்டர்ட் சிடார்
ବଷ୍ଟାର୍ଡ ​​ମିରୋବଲାନ୍ |,பாஸ்டர்ட் மைரோபாலன்
ବାହୁଏସିଆ,ப au ஹினியா
ଦୁ very ଖଦ,பே பெர்ரி
ବିନ୍,பீன்
ବିଲାତି,பீட்
ବେଲାଣ୍ଡୋନା,பெல்லடோனா
ହେ,பெர்
Berseim,பெர்சீம்
Beelt,பெட்டல்
ବିଲିମ୍ବି,பிலிம்பி
ତିକ୍ତ ଗୁଣ୍ଡ |,பாகற்காய்
କଳା ଗ୍ରାମ,கருப்பு கிராம்
କଳା ନାଇଟ୍ଶେଡ୍ |,கருப்பு நைட்ஷேட்
ବଗିନିଭିଆ |,Bougainvillea
ବୋତଲ ବ୍ରଶ |,பாட்டில் தூரிகை
ବୋତଲ ଗୋବଲଙ୍କ |,சுரைக்காய்
ବାକ୍ସ ଗଛ,பெட்டி மரம்
ରୁଟି ଫଳ,ரொட்டி பழம்
Bridal creper,பிரைடல் க்ரீப்பர்
ବ୍ରିନଜାଲ୍ |,பிரிஞ்சல்
ବ୍ରଡ୍ ବିନ୍ |,பிராட் பீன்
ବ୍ରୋକୋଲି,ப்ரோக்கோலி
ବ୍ରସେଲର ସ୍ପ୍ରୁଟ୍ |,பிரஸ்ஸலின் முளை
ବାଲକ୍ୟୁଟ,பக்வீட்
ବଟି,பியூட்டியா
ବ୍ୟାଣ୍ଡିକୋଟ୍ |,பாண்டிகூட்
ଭାଲୁ,தாங்க
ପୋକ,வண்டு
ବ୍ଲିଷ୍ଟର ବିଟଲ୍ |,கொப்புளம் வண்டு
ନୀଳ ଷଣ୍। |,நீல காளை
ବୋଲ୍ ପୋକ,போல் புழு
ପ୍ରଜାପତି,பட்டாம்பூச்சி
ଜୀବାଣୁ ବିଶେଷଜ୍ଞ |,பாக்டீரியாலஜிஸ்ட்
ବାୟୋକେମିଷ୍ଟ |,உயிர் வேதியியலாளர்
ଜୀବବିଜ୍ଞାନୀ |,உயிரியலாளர்
ବାୟୋଟଚନୋଲୋଜିଷ୍ଟ,பயோடெக்னாலஜிஸ்ட்
ଉଦ୍ଭିଦଦାତା,தாவரவியலாளர்
C ଆର୍ଦ୍ରତା ଚରିତ୍ରିକ ବକ୍ର |,சி ஈரப்பதம் சிறப்பியல்பு வளைவு
ପିଠା,கேக்
ସହଭାଗୀ,கணக்கீட்டு
କାଲସିଫିକେସନ୍ |,கணக்கீடு
ଫସଫେଟର କାଲକେଣ୍ଟ |,பாஸ்பேட் கணக்கீடு
ଚତୁରତା,காலோசிட்டி
କୁଲସ୍,கால்சஸ்
କାଲିକ୍ସ,கலிக்ஸ்
କାଲିକ୍ସ-ଏଣ୍ଡ |,கலிக்ஸ்-எண்ட்
କାମ୍ବିୟମ୍,காம்பியம்
କାକର,புற்றுநோய்
କ୍ୟାନିଂ,கேனிங்
ଛାତ,விதானம்
ପୁଞ୍ଜି,மூலதனம்
କାଗଶ,கேப்ரிஃபிகேஷன்
Capsule,காப்ஸ்யூல்
କାର୍ବନ୍ରେଟେଡ୍ |,கார்பனேற்றப்பட்ட
କାର୍ବୋନିଅନାଇଜେସନ୍ |,கார்பனாக்கல்
କାର୍ପେଲ,கார்பல்
କାର୍ପସ୍ |,கார்பஸ்
କାଷ୍ଟିଂ,வார்ப்பு
କାଟାବୋଲିଜିମ୍ |,வினையூக்கம்
କାଟାଲିସିସ୍ |,வினையூக்கம்
କୀଟପତଙ୍ଗ,கம்பளிப்பூச்சி
C- DNA ଲାଇବ୍ରେରୀ |,சி-டி.என்.ஏ நூலகம்
ଛାତ,உச்சவரம்பு
କକ୍ଷ,செல்
କେନ୍ଦ୍ରୀୟ ନେତା ବ୍ୟବସ୍ଥା |,மத்திய தலைவர் அமைப்பு
ସେଣ୍ଟ୍ରିକ୍ |,மையமாக
ଶତକଡ଼ା,மையவிலக்கு
ସେଣ୍ଟ୍ରିଫେଜ୍ |,மையவிலக்கு
ସେଣ୍ଟ୍ରିଓନ୍ |,சென்ட்ரியோல்
ସେଣ୍ଟ୍ରୋଜେନିକ୍ |,சென்ட்ரோஜெனிக்
ସେଣ୍ଟ୍ରୋଜେନସ୍ |,சென்ட்ரெஸ்ஜெனஸ்
କୀପତି,செர்கஸ்
ଶସ୍ୟ,தானியங்கள்
ପ୍ରମାଣପତ୍ର,சான்றிதழ்
ସାର୍ଟିଫାଏଡ୍ ବିହନ |,சான்றளிக்கப்பட்ட விதை
ଚାଉଳ,சஃப்
ଚେଲାଜା |,சலாசா
କେମୋଟ୍ରୋପିମ୍ |,வேதியியல்
ଚିୟମା,சியாஸ்மா
ଥଣ୍ଡା ଘଣ୍ଟା |,குளிர்ச்சியான நேரம்
ଚିଲିଂ ଆଘାତ |,குளிர்ச்சியான காயம்
ଚିମେରା |,சிமேரா
ଚୋରାନେଣ୍ଟି |,குளோராந்தி
କ୍ଲୋରୋଫିଲେଲ୍ |,குளோரோபில்
ଚୋରୋରୋସାଇସ୍,குளோரோசிஸ்
ଚୋରୋରୋଲୋଜି |,குளோரோலஜி
କ୍ରୋମାମାସିଡ୍ |,குரோமாடிட்
ଚ୍ରୋମାଟିନ୍ |,குரோமாடின்
ଚ୍ରୋମାଟୋଗ୍ରାଫି,குரோமடோகிராபி
ଚୋରମାଟୋଲିଆସିସ୍,குரோமாடோலிசிஸ்
କ୍ରୋମେଣ୍ଟ୍ରେ |,குரோமோசென்ட்ரே
ଚେରମୋଲେନ୍ସେସ୍,குரோமோஜெனெஸிஸ்
କ୍ରୋମ୍ରୋପ୍ରୋଇଟେନ୍ |,குரோமோபுரோட்டீன்
କ୍ରୋମୋଜୋମ୍,குரோமோசோம்
କ୍ରନିକ୍,நாள்பட்ட
କୃଷି,சிட்ரேஞ்ச்
କ୍ଲାନ୍ତ,கிளாடோட்
ବର୍ଗୀକରଣ,வகைப்பாடு
ମାଟି,களிமண்
ସଫା କରିବା,சுத்தம்
କ୍ଲିସିଷ୍ଟଗାମି |,கிளீஸ்டோகாமி
ଜଳମୟ ଫଳ |,க்ளைமாக்டெரிக் பழம்
ଜଳବାୟୁ,காலநிலை
କମ୍ପନୋଲୋଜି,காலநிலைவியல்
କ୍ଲିପର୍,கிளிப்பர்
କ୍ଲାନ୍ତ,துணி
କ୍ଲୋନ,குளோன்
ମେଘ,மேகம்
Ump ୁଲା |,கொத்து
କ୍ଲଷ୍ଟର,கொத்து
କଠିନ,கரடுமுரடான
କୋଟ୍ (ବିହନ),கோட்டை (விதை)
ନଡିଆ,COCOON
ସହଯୋଗୀ,கோஎன்சைம்
ଘନିଷ୍ଠ,ஒத்திசைவு
କୋର,Coir
କୁଲେରରିଜା,கோல்ரோஹிசா
କଲର,காலர்
କୋଲଏଡ୍ (ମାଟି),கூழ் (மண்)
କୋନିଲେଲା,கொலுமெல்லா
ସ୍ତମ୍ଭ,நெடுவரிசை
ପ୍ରଶଂସା,துவக்கவாதம்
ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ,வணிக வங்கி
ଦ୍ରବ୍ୟ,பொருள்
ସମ୍ପ୍ରଦାୟ,சமூக
ସଙ୍କୋଚନ (ମାଟିର),சுருக்கம் (மண்ணின்)
ସୁସଙ୍ଗତତା,பொருந்தக்கூடிய தன்மை
ସୁସଙ୍ଗତତା,பொருந்தக்கூடிய தன்மை
କ୍ଷତିପୂରଣ,இழப்பீடு
ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |,போட்டி தொடர்பு
ସମ୍ପୃକ୍ତ ଫସଲ,நிரப்பு பயிர்
ଜଟିଳ,சிக்கலான
ଉପାଦାନ,கூறு
ରଚନା,கலவை
କମ୍ପୋଷ୍ଟ,உரம்
ଯ ound ଗିକ ଆଗ୍ରହ |,கூட்டு வட்டி
ଗଣନା,கணக்கீடு
କମ୍ପ୍ୟୁଟର,கணினி
ଏକାଗ୍ରତା,செறிவு
କଣ୍ଡିସନର,கண்டிஷனர்
ଆଚରଣ,நடத்தை
ବିନ୍ୟାସ,உள்ளமைவு
ଅନୁକୂଳ,ஏற்ப
ଦ୍ୱନ୍ଦ୍ୱ,குழப்பம்
ମିଳିତତା,இணைவு
ସଂଯୋଗ,இணைப்பு
ସଂରକ୍ଷଣ,பாதுகாப்பு
ସଂସ୍ଥାଗୁଡ଼ିକ,ஒருங்கிணைப்பு
ନିରନ୍ତର,தொகுதிகள்
ଗ୍ରାହକ,நுகர்வோர்
ବ୍ୟବହାର,நுகர்வு
ପ୍ରଦୂଷଣ,மாசுபாடு
ବିଷୟବସ୍ତୁ ବୃକ୍ଷ,விளிம்பு நடவு
ବିଷୟବସ୍ତୁ,விளிம்பு
ଚୁକ୍ତିନାମା ଚାଷ,ஒப்பந்த விவசாயம்
ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ |,கட்டுப்படுத்தப்பட்ட சேமிப்பு
ସହ-ଅପରେଟିଭ୍ ବ୍ୟାଙ୍କ |,கூட்டுறவு வங்கி
ସହଯୋଗ,கூட்டுறவு
ସହଯୋଗୀ,காப்பிஸ்
କରମ୍,கோர்ம்
କରୋଲଲା,கொரோலா
କର୍ଟେକ୍ସ,கோர்டெக்ஸ்
ମୂଲ୍ୟ,செலவு
କୋଟିଲିଡନ୍ (ବିହନ),கோட்டிலிடன் (விதை)
କ୍ରେଡିଟ୍ ସମାଜ |,கடன் சங்கம்
କ୍ରେଡିଟ୍,கடன்
କ୍ରେସର୍ମର,கடன் வழங்குபவர்
କ୍ରେଷ୍ଟଷ୍ଟ,முகடு
ଚୂର୍ଣ୍ଣ କରନ୍ତୁ |,நொறுக்குதல்
ସଙ୍କଟ,நெருக்கடி
ମାନଦଣ୍ଡ,அளவுகோல்
ଗୁରୁତର,விமர்சன
କ୍ରପ୍ ବୀମା |,பயிர் காப்பீடு
ଫସଲ loan ଣ,பயிர் கடன்
ଫସଲ,பயிர்
କ୍ରପ୍ ଏରିଆ |,பயிர் பகுதி
କ୍ରସ୍-ଅସଙ୍ଗତ |,குறுக்கு இணக்கமானது
ମୁକୁଟ (ଉଦ୍ଭିଦ),கிரீடம் (ஆலை)
ଖଣ୍ଡ,நொறுக்கு
ଭୂତଳ,மேல் ஓடு
କ୍ରିପ୍ଟୋଗାମ୍ |,கிரிப்டோகாம்
CULE (ଫଳ),குல் (பழங்கள்)
କୁଲମ୍,அடிம்
ଚାଷ ଜ,சாகுபடி
ଚାଷ,சாகுபடி
ପତ୍ରିକା,பயிரிடுபவர்
ସଂସ୍କୃତି,கலாச்சாரம்
କ୍ୟୁସିଂ,குணப்படுத்துதல்
କୁଞ୍ଚଳ,கர்லிங்
ମୁଦ୍ରା |,நாணய
କୁମଲେ,வெட்டு
କାଟିବା,கட்டிங்
Cyst,நீர்க்கட்டி
ସାଇଟୋଚ୍ରୋମ୍ |,சைட்டோக்ரோம்
ସାଇଟୋଗାମି |,சைட்டோகாமி
ସାଇଟୋଜେନେସୀ |,சைட்டோஜெனெஸிஸ்
ସାଇଟୋଜେନେଟିକ୍ସ,சைட்டோஜெனெடிக்ஸ்
ସାଇଟୋୋକାଇନ୍ସିସ୍,சைட்டோகினேசிஸ்
ସାଇଟୋଲୋଜି,சைட்டாலஜி
CYTOYLISISISTS,சைட்டோலிசிஸ்
ସାଇଟୋମେରେ,சைட்டோமியர்
ସାଇଟୋପ୍ଲାଜମ୍,சைட்டோபிளாசம்
ବନ୍ଧାକୋବି,முட்டைக்கோஸ்
କାକଟସ୍ |,கற்றாழை
କ୍ୟାଲେଣ୍ଡୋୁଲା |,காலெண்டுலா
କାନାରି ଘାସ (ଫାର୍ଲିସ୍),கேனரி புல் (ஃபாலரிஸ்)
କାନନା |,கன்னா
କ୍ୟାପିଟିସ୍,கபாரிஸ்
Capsicum,கேப்சிகம்
କାରାମୋବୋଲା |,காரம்போலா
କାରାସା |,கராபா
କାର୍ଡାମୋମ |,ஏலக்காய்
କାର୍ନେସନ୍ |,கார்னேஷன்
ଗାଜର,கேரட்
କାଜୁ ବାଦାମ |,முந்திரிப்பருப்பு
କ୍ୟାସିୟା,காசியா
