Gujarati,Bengali
પ્રમાણભૂત મેટ્રિક્સ,ক্যানোনিকাল ম্যাট্রিক্স
કેન્ટર સેટ,ক্যান্টর সেট
કેન્ટોરનો તૃતીય સમૂહ,Cantor এর ত্রিনারি সেট
ક્ષમતાયુક્ત પરિવહન સમસ્યા,ক্যাপাসিটেড পরিবহন সমস্যা
ક્ષમતા,ক্ষমতা
રુધિરકેશિકા બળ,কৈশিক বল
મુખ્ય નંબર,অঙ্কবাচক সংখ্যা
કાર્ટેશિયન અક્ષો,কার্টেসিয়ান অক্ষ
કાર્ટેશિયન કોઓર્ડિનેટ્સ,কার্টেসিয়ান স্থানাঙ্ক
કાર્ટેશિયન ઉત્પાદન,কার্টিজিয়ান পণ্য
સેટનું કાર્ટેશિયન ઉત્પાદન,সেটের কার্টেসিয়ান পণ্য
કેસ સ્ટડી,কেস স্টাডি
આપત્તિજનક વધઘટ,বিপর্যয়কর ওঠানামা
કેટેનરી,ক্যাটেনারি
કોચી વિતરણ,কচি বন্টন
કોચી સૂત્ર,কচি সূত্র
કોચી ગૌરસત પ્રમેય,Cauchy Goursat উপপাদ্য
Cauchy Riemann શરતો,কচি রিম্যানের শর্ত
કોચી ક્રમ,কচি সিকোয়েন্স
કોચી અભિન્ન,কচি অবিচ্ছেদ্য
કોચી મુખ્ય મૂલ્ય,কচি প্রধান মান
કોચી અવશેષ પ્રમેય,কচি অবশিষ্টাংশ উপপাদ্য
કેલી હેમિલ્ટન પ્રમેય,কেলি হ্যামিল্টন উপপাদ্য
અવકાશી પદાર્થ,স্বর্গীয় শরীরের
અવકાશી માપ,স্বর্গীয় পরিমাপ
અવકાશી મિકેનિક્સ,স্বর্গীয় বলবিদ্যা
અવકાશી પદાર્થ,মহাকাশীয় বস্তু
સેલ આવર્તન,সেল ফ্রিকোয়েন্সি
વસ્તી ગણતરી,জনগণনা
સેન્ટાઇલ,সেন্টিল
સેન્ટીમીટર,সেন্টিমিটার
સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ,সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম
કેન્દ્રીય,কেন্দ্রীয়
કેન્દ્રીય અક્ષ,কেন্দ্রীয় অক্ষ
કેન્દ્રીય તફાવત,কেন্দ্রীয় পার্থক্য
કેન્દ્રીય તફાવત સૂત્ર,কেন্দ্রীয় পার্থক্য সূত্র
કેન્દ્રીય તફાવત કોષ્ટક,কেন্দ্রীয় পার্থক্য টেবিল
કેન્દ્રીય મર્યાદા પ્રમેય,কেন্দ্রীয় সীমা উপপাদ্য
કેન્દ્રીય ક્ષણ,কেন্দ্রীয় মুহূর্ত
સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
કેન્દ્રીય વલણ,কেন্দ্রীয় প্রবণতা
કેન્દ્ર,কেন্দ্র
ગુરુત્વાકર્ષણ કેન્દ્ર,মাধ্যাকর্ষণ কেন্দ্র
જૂથનું કેન્દ્ર,দলের কেন্দ্র
સમૂહનું કેન્દ્ર,ভর কেন্দ্র
સમપ્રમાણતાનું કેન્દ્ર,প্রতিসাম্য কেন্দ্র
કેન્દ્રત્યાગી બળ,অপকেন্দ্র বল
કેન્દ્રબિંદુ બળ,কেন্দ্রমুখী বল
કેન્દ્રીય,ভরকেন্দ্র
નિશ્ચિતતા,নিশ্চিততা
સીજીએસ સિસ્ટમ,সিজিএস সিস্টেম
સીજીએસ એકમ,সিজিএস ইউনিট
ભિન્નતાનો સાંકળ નિયમ,পার্থক্যের চেইন নিয়ম
તક કારણો,সুযোগ কারণ
તક ચાલ,সুযোগ চলে যায়
અક્ષોનું પરિવર્તન,অক্ষ পরিবর্তন
આધાર ફેરફાર,ভিত্তি পরিবর্তন
ઓર્ડરમાં ફેરફાર,আদেশ পরিবর্তন
લાક્ષણિક ગુણાંક,বৈশিষ্ট্য সহগ
નિર્ણાયક,নির্ধারক
લાક્ષણિક સમીકરણ,চরিত্রগত সমীকরণ
લાક્ષણિક કાર્ય,চরিত্রগত ফাংশন
લઘુગણકની લાક્ષણિકતા,লগারিদমের বৈশিষ্ট্য
લાક્ષણિક બહુપદી,চরিত্রগত বহুপদ
લાક્ષણિક મૂલ્ય,বৈশিষ্ট্যগত মান
લાક્ષણિક વેક્ટર,চরিত্রগত ভেক্টর
અક્ષર સમૂહ,অক্ষর সেট
ચાર્ટ,চার্ট
ચી-સ્ક્વેર વિતરણ,চি-স্কয়ার বিতরণ
ચી-સ્ક્વેર ફોર્મ્યુલા,চি-বর্গাকার সূত্র
ચી-સ્ક્વેર ટેસ્ટ,চি-স্কয়ার পরীক্ষা
તાર,জ্যা
તાર-દ્વિભાજન પદ્ધતિ,জ্যা-দ্বিখণ্ডন পদ্ধতি
સાઇફર સંદેશ (=કોડેડ સંદેશ),সাইফার বার্তা (=কোডেড বার্তা)
સાઇફર (શૂન્ય),সাইফার (শূন্য)
વર્તુળ,বৃত্ত
કન્વર્જન્સનું વર્તુળ,অভিসার বৃত্ত
સર્કિટ મેટ્રિક્સ,সার্কিট ম্যাট্রিক্স
પરિપત્ર,বৃত্তাকার
પરિપત્ર એસિમ્પ્ટોટ,বৃত্তাকার অ্যাসিম্পটোট
ગોળાકાર હેલિક્સ,বৃত্তাকার হেলিক্স
પરિપત્ર ગતિ,বৃত্তাকার গতি
પરિઘ કેન્દ્ર,পরিধি কেন্দ্র
પરિઘ,পরিবৃত্ত
ઘેરાવો,পরিধি করা
ઘેરાયેલું,পরিধিকৃত
ઘેરાયેલું વર્તુળ,পরিধিকৃত বৃত্ত
ક્લાસિકલ ડિડક્ટિવ ટેકનિક,ক্লাসিক্যাল ডিডাক্টিভ কৌশল
શાસ્ત્રીય ગતિશીલતા,শাস্ত্রীয় গতিবিদ্যা
શાસ્ત્રીય ઓપ્ટિમાઇઝેશન,শাস্ত্রীয় অপ্টিমাইজেশান
શાસ્ત્રીય વિનાશની સમસ્યા,শাস্ত্রীয় ধ্বংস সমস্যা
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
ભૂલોનું વર્ગીકરણ,ত্রুটির শ্রেণীবিভাগ
વર્ગ અંતરાલ,ক্লাসের ব্যবধান
વર્ગ અંતરાલ એકમ,ক্লাস-ব্যবধান ইউনিট
વર્ગ મર્યાદા,শ্রেণীর সীমা
ઘડિયાળની દિશામાં,ঘড়ির কাঁটার দিকে
ક્લોપેન (= બંધ અને ખુલ્લું),ক্লোপেন (= বন্ধ এবং খোলা)
બંધ,বন্ধ
બંધ બહિર્મુખ હલ,বদ্ধ উত্তল হুল
બંધ સમઘન,বন্ধ ঘনক্ষেত্র
બંધ વળાંક,বন্ধ বক্ররেখা
બંધ ડોમેન,বন্ধ ডোমেইন
બંધ આકૃતિ,বন্ধ চিত্র
બંધ અંતરાલ,বন্ধ ব্যবধান
બંધ પ્રદેશ,বন্ধ অঞ্চল
બંધ સેટ,বন্ধ সেট
બંધ સપાટી,বন্ধ পৃষ্ঠ
બંધ,বন্ধ
બંધ ઓપરેટર,বন্ধ অপারেটর
બંધ બિંદુ (= સંપર્ક બિંદુ),বন্ধ বিন্দু (= যোগাযোগ বিন্দু)
બંધ કરવાની ધારણા,বন্ধ ঘোষণা
બંધ સેટ,বন্ধ সেট
ક્લસ્ટર બિંદુ,ক্লাস্টার পয়েন্ট
ક્લસ્ટર નમૂના,গুচ্ছের আদর্শ
ક્લસ્ટર સેટ,ক্লাস্টার সেট
કોક્સિયલ વર્તુળો,সমাক্ষ বৃত্ত
કોક્સિયલ પેરાબોલાસ,সমাক্ষীয় প্যারাবোলাস
કોક્સિયલ પ્લેન,সমাক্ষ সমতল
કોક્સિયલ ત્રિકોણ,সমাক্ষীয় ত্রিভুজ
કોબ - ડગ્લાસ કાર્ય,কোব - ডগলাস ফাংশন
કોડિંગ,কোডিং
ડેટાનું કોડિંગ,ডেটা কোডিং
સહ-ડોમેન,সহ-ডোমেইন
ગુણાંક મેટ્રિક્સ,সহগ ম্যাট্রিক্স
સહસંબંધનો ગુણાંક,পারস্পরিক সম্পর্কের সহগ
નિર્ધારણ ગુણાંક,সংকল্প সহগ
સ્થિતિસ્થાપકતાના ગુણાંક,স্থিতিস্থাপকতার সহগ
વિસ્તરણ ગુણાંક,সম্প্রসারণের সহগ
ઘર્ષણ ગુણાંક,ঘর্ষণ সহগ
રેખીય વિસ્તરણનો ગુણાંક,রৈখিক প্রসারণের সহগ
રીગ્રેસન ગુણાંક,রিগ্রেশন সহগ
સપાટીના તાણનો ગુણાંક,পৃষ্ঠ টান সহগ
વિવિધતાના ગુણાંક,প্রকরণ সহগ
કોફેક્ટર,কোফ্যাক্টর
સિક્કો ફેંકવું (સિક્કો ફેંકવું),মুদ্রা নিক্ষেপ (মুদ্রা টস)
નમૂનાનો સંગ્રહ,নমুনা সংগ্রহ
સમરેખા,সমরেখার
સમન્વય,সমরেখা
કૉલમ,কলাম
કૉલમ સમાનતા,কলামের সমতা
કૉલમ સમકક્ષ,কলাম সমতুল্য
કૉલમ સમકક્ષ મેટ્રિક્સ,কলাম সমতুল্য ম্যাট্রিক্স
કૉલમ મેટ્રિક્સ,কলাম ম্যাট্রিক্স
કૉલમ રેન્ક,কলাম র‍্যাঙ্ক
કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ,কলাম হ্রাস ইকোলন ম্যাট্রিক্স
કૉલમ વેક્ટર,কলাম ভেক্টর
સ્તંભ પ્રમાણે,কলাম অনুসারে
સંયુક્ત સમીકરણ,সম্মিলিত সমীকরণ
સામાન્ય કોણ,সাধারণ কোণ
સામાન્ય અક્ષ,সাধারণ অক্ষ
સામાન્ય આધાર,সাধারণ ভিত্তি
સામાન્ય છેદ,সাধারণ নির্ধারক
