Marathi,Kannada
संलग्न,ಹೊಂದು
शेजारील,ಪಕ್ಕದ
संलग्न निर्धारक,ಸಂಯೋಜಿತ ನಿರ್ಣಾಯಕ
संलग्न विभेदक समीकरण,ಸಂಯೋಜಿತ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
संलग्न समीकरण,ಸಂಯೋಜಿತ ಸಮೀಕರಣ
संलग्न मॅट्रिक्स,ಸಂಯೋಜಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
मॅट्रिक्सचा संलग्न,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಜಿತ
मॅट्रिक्स समायोजित करा,ಅಡ್ಜುಗೇಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
स्वीकार्य निर्णय कार्य,ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ
स्वीकार्य गृहीतक,ಸ್ವೀಕಾರಾರ್ಹ ಕಲ್ಪನೆ
वायुगतिकीय शक्ती,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ
वायुगतिकी,ವಾಯುಬಲವಿಜ್ಞಾನ
affine भूमिती,ಅಫೈನ್ ಜ್ಯಾಮಿತಿ
affine मॅपिंग,ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್
affine परिवर्तन,ಅಫೈನ್ ರೂಪಾಂತರ
एकत्रित व्हेरिएबल्स,ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ
बीजगणित,ಬೀಜಗಣಿತ
बीजगणितानुसार बंद,ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ
बीजगणितीय समीकरण,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
बीजगणितीय अभिव्यक्ती,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
बीजगणितीय फॉर्म,ಬೀಜಗಣಿತ ರೂಪ
बीजगणितीय कार्य,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
बीजगणितीय भूमिती,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
बीजगणितीय गुणाकार,ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ
बीजगणित प्रणाली,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
सर्व-पूर्णांक समस्या,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
वाटप समस्या,ಹಂಚಿಕೆ ಸಮಸ್ಯೆ
वर्णक्रमानुसार नोटेशन,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
वर्णमाला वर्ण,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
पर्यायी कोन,ಪರ್ಯಾಯ ಕೋನ
पर्यायी फॉर्म,ಪರ್ಯಾಯ ರೂಪ
पर्यायी गट,ಪರ್ಯಾಯ ಗುಂಪು
पर्यायी मॅट्रिक्स,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
पर्यायी मालिका,ಪರ್ಯಾಯ ಸರಣಿ
पर्यायी गृहीतक,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
पर्यायी ऑप्टिमा,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ
पर्यायी परिणाम,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
अॅनालॉग-टू-डिजिटल कनवर्टर,ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ
अॅनालॉग संगणक,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
विश्लेषण,ವಿಶ್ಲೇಷಣೆ
सहप्रसरणाचे विश्लेषण,ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ
गणना डेटाचे विश्लेषण,ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
भिन्नतेचे विश्लेषण,ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ
विश्लेषणात्मक भूमिती,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
विश्लेषणात्मक कार्य,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
कोन,ಕೋನ
संपर्क कोन,ಸಂಪರ್ಕದ ಕೋನ
विक्षेपण कोन,ವಿಚಲನ ಕೋನ
उदासीनता कोन,ಖಿನ್ನತೆಯ ಕೋನ
विचलन कोन,ವಿಚಲನ ಕೋನ
विवर्तन कोन,ವಿವರ್ತನೆಯ ಕೋನ
उंचीचा कोन,ಎತ್ತರದ ಕೋನ
घटनेचा कोन,ಘಟನೆಯ ಕೋನ
प्रक्षेपण कोन,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
परावर्तन कोन,ಪ್ರತಿಬಿಂಬದ ಕೋನ
अपवर्तन कोन,ವಕ್ರೀಭವನದ ಕೋನ
रोटेशनचा कोन,ತಿರುಗುವಿಕೆಯ ಕೋನ
एकूण परावर्तनाचा कोन,ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ
कोनीय प्रवेग,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
कोणीय गती,ಕೋನೀಯ ಚಲನೆ
कोनीय गती,ಕೋನೀಯ ವೇಗ
कोनीय गती,ಕೋನೀಯ ವೇಗ
वलय,ವಾರ್ಷಿಕ
उत्तर,ಉತ್ತರ
विरोधी व्युत्पन्न,ವಿರೋಧಿ ಉತ್ಪನ್ನ
विषमताविरोधी कार्य,ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ
लागू,ಅನ್ವಯಿಸುವ
अर्ज,ಅಪ್ಲಿಕೇಶನ್
लागू डायनॅमिक प्रोग्रामिंग,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
लागू भूमिती,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
लागू गणित,ಅನ್ವಯಿಕ ಗಣಿತ
लागू आकडेवारी,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
अंदाजे,ಸರಿಸುಮಾರು
अंदाजे सतत कार्य,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
अंदाजे पद्धत,ಅಂದಾಜು ವಿಧಾನ
अंदाजे उपाय,ಅಂದಾಜು ಪರಿಹಾರ
अंदाजे समस्या,ಅಂದಾಜು ಸಮಸ್ಯೆ
अंदाजे मालमत्ता,ಅಂದಾಜು ಆಸ್ತಿ
योग्यता चाचणी बॅटरी,ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ
आर्गंड आकृती,ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ
अनियंत्रितपणे निवडले,ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ
अनियंत्रित,ನಿರಂಕುಶ
अनियंत्रित स्थिरांक,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
अनियंत्रित घटक,ಅನಿಯಂತ್ರಿತ ಅಂಶ
अनियंत्रित बिंदू,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
आर्किमेडियन कायदा,ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು
आर्किमिडीज तत्त्व,ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ
चाप लांबी,ಆರ್ಕ್ ಉದ್ದ
वर्तुळाचा चाप,ವೃತ್ತದ ಚಾಪ
आर्क साइन वितरण,ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ
चाप साइन परिवर्तन,ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ
क्षेत्र,ಪ್ರದೇಶ
क्षेत्रीय पोत,ಪ್ರದೇಶದ ವಿನ್ಯಾಸ
जटिल संख्येचा युक्तिवाद,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ
अंकगणित सरासरी,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
अंकगणित ऑपरेशन,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
अंकगणित एकक,ಅಂಕಗಣಿತದ ಘಟಕ
व्यवस्था,ವ್ಯವಸ್ಥೆ
रचना,ಶ್ರೇಣಿ
कृत्रिम उपग्रह,ಕೃತಕ ಉಪಗ್ರಹ
कृत्रिम व्हेरिएबल,ಕೃತಕ ವೇರಿಯಬಲ್
चढणे,ಏರು
चढत्या,ಆರೋಹಣ
परिमाणाचा चढता क्रम,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
चढत्या मालिका,ಆರೋಹಣ ಸರಣಿ
असेंबलर भाषा,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
असाइनमेंट समस्या,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
सहयोगी कायदा,ಸಹಾಯಕ ಕಾನೂನು
ऑपरेटर्सचा सहयोगी कायदा,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು
सहयोगी ऑपरेशन,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
सहवास,ಸಹಭಾಗಿತ್ವ
सरासरी गृहीत धरले,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
गृहीत संभाव्यता वितरण,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
गृहीतक,ಊಹೆ
ज्योतिष,ಜ್ಯೋತಿಷ್ಯ
अंतराळवीर अभियंता,ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್
खगोलशास्त्रज्ञ,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
खगोलशास्त्रीय घड्याळ,ಖಗೋಳ ಗಡಿಯಾರ
खगोलशास्त्र,ಖಗೋಳಶಾಸ್ತ್ರ
असममित वक्र,ಅಸಮವಾದ ಕರ್ವ್
विषमता,ಅಸಿಮ್ಮೆಟ್ರಿ
लक्षणे,ಲಕ್ಷಣರಹಿತ
लक्षणे नसलेला,ಲಕ್ಷಣರಹಿತ
असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता,ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ
asymptotically निष्पक्ष अंदाजकर्ता,ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ
लक्षणे नसलेले वर्तन,ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ
एसिम्प्टोटिक वितरण कार्य,ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ
एसिम्प्टोटिक विस्तार,ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ
वातावरणाचा दाब,ವಾತಾವರಣದ ಒತ್ತಡ
यादृच्छिकपणे,ಯಾದೃಚ್ಛಿಕವಾಗಿ
विशेषता,ಗುಣಲಕ್ಷಣ
गुणधर्म नमुना प्रक्रिया,ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು
संवर्धित मॅट्रिक्स,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
स्वयंसंबंध गुणांक,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
स्वयंसंबंध कार्य,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
autocovariance,ಆಟೋಕೋವೇರಿಯನ್ಸ್
स्वयंचलित संगणक,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
ऑटोरिग्रेशन,ಸ್ವಯಂ ಹಿನ್ನಡೆ
सहाय्यक समीकरण,ಸಹಾಯಕ ಸಮೀಕರಣ
सरासरी नमुना क्रमांक वक्र (ASN वक्र),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್)
स्वयंसिद्ध,ಮೂಲತತ್ವ
स्वयंसिद्ध दृष्टीकोन,ಅಕ್ಷೀಯ ವಿಧಾನ
संभाव्यतेचे स्वयंसिद्ध,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
अक्ष,ಅಕ್ಷರೇಖೆ
abscissa चा अक्ष,ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ
पृथ्वीचा अक्ष,ಭೂಮಿಯ ಅಕ್ಷ
क्रांतीची अक्ष,ಕ್ರಾಂತಿಯ ಅಕ್ಷ
रोटेशनचा अक्ष,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
फिरकीचा अक्ष,ಸ್ಪಿನ್ ಅಕ್ಷ
परत प्रतिस्थापन,ಬ್ಯಾಕ್-ಬದಲಿ
मागास फरक,ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ
बॅकवर्ड-इंटरपोलेशन सूत्र,ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ
शिल्लक,ಸಮತೋಲನ
संतुलित डिझाइन,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
ताळेबंद,ಆಯವ್ಯಯ ಪಟ್ಟಿ
बॅलिस्टिक क्षेपणास्त्र,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ
बॅलिस्टिक्स,ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
बार,ಬಾರ್
पाया,ಬೇಸ್
बेस कोन,ಮೂಲ ಕೋನ
लॉगरिदमचा आधार,ಲಾಗರಿಥಮ್ನ ಆಧಾರ
मूलभूत,ಮೂಲಭೂತ
मूलभूत व्यवहार्य उपाय,ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
मूलभूत उपाय,ಮೂಲ ಪರಿಹಾರ
मूलभूत चल,ಮೂಲ ವೇರಿಯಬಲ್
आधार,ಆಧಾರದ
आधार घटक,ಆಧಾರ ಅಂಶ
आधार मॅट्रिक्स,ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
वेक्टर स्पेसचा आधार,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
सबस्पेसचा आधार,ಉಪಸ್ಥಳದ ಆಧಾರ
बायसियन अंदाज,ಬೇಸಿಯನ್ ಅಂದಾಜು
बायसचा कायदा,ಬೇಯ್ಸ್ ಕಾನೂನು
बायसचे प्रमेय,ಬೇಯಸ್ ಪ್ರಮೇಯ
बर्नौली वितरण,ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ
बर्नौली क्रमांक,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ
बर्नौली संभाव्यता कार्य,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
बर्नौलीचे समीकरण,ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ
बेरी फंक्शन,ಬೆರ್ರಿ ಕಾರ್ಯ
सर्वोत्तम फिट,ಅತ್ಯುತ್ತಮ ಫಿಟ್
सर्वोत्तम - फिट लाइन,ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್
सर्वोत्तम उपाय,ಉತ್ತಮ ಪರಿಹಾರ
सर्वोत्तम धोरणे,ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು
बीटा वितरण,ಬೀಟಾ ವಿತರಣೆ
पक्षपात,ಪಕ್ಷಪಾತ
पक्षपाती अंदाज,ಪಕ್ಷಪಾತದ ಅಂದಾಜು
बिहारमोनिक समीकरण,ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ
द्विभाजन,ಬೈಜೆಕ್ಷನ್
द्विभाषिक नकाशा,ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
द्विजात्मक मॅपिंग,ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
द्विरेखीय फॉर्म,ಬೈಲಿನಿಯರ್ ರೂಪ
द्विरेखीय कार्य,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
द्विरेखीय हर्मिटियन फॉर्म,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ
बायनरी,ಅವಳಿ
बायनरी कोड,ಬೈನರಿ ಕೋಡ್
बायनरी कोडेड दशांश,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
बायनरी कोडिंग,ಬೈನರಿ ಕೋಡಿಂಗ್
बायनरी संगणक,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
बायनरी अंक,ದ್ವಿಮಾನ ಅಂಕಿ
बायनरी ऑपरेशन,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
बायनरी प्रणाली,ಬೈನರಿ ಸಿಸ್ಟಮ್
बायनरी व्हेरिएबल,ಬೈನರಿ ವೇರಿಯಬಲ್
द्विपदी गुणांक,ದ್ವಿಪದ ಗುಣಾಂಕ
द्विपदी वितरण,ದ್ವಿಪದ ವಿತರಣೆ
द्विपद समीकरण,ದ್ವಿಪದ ಸಮೀಕರಣ
द्विपदी विस्तार,ದ್ವಿಪದ ವಿಸ್ತರಣೆ
द्विपदी अभिव्यक्ती,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
द्विपदी यादृच्छिक चल,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
द्विपद प्रमेय,ದ್ವಿಪದ ಪ್ರಮೇಯ
दुभाजक,ಇಬ್ಭಾಗ
दुभाजक पद्धत,ವಿಭಜನಾ ವಿಧಾನ
दुभाजक,ದ್ವಿಭಾಜಕ
द्विसेरियल,ಬೈಸೀರಿಯಲ್
बिट,ಸ್ವಲ್ಪ
द्विपदी द्विपद वितरण,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ
द्विवैरिएट सहसंबंध गुणांक,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
द्विभिन्न वितरण,ದ್ವಿಗುಣ ವಿತರಣೆ
द्विवैरिएट सामान्य वितरण,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
bivector,ಬೈವೆಕ್ಟರ್
बोल्ट्झमन समीकरण,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
बुलियन बीजगणित,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
बोस - आईन्स्टाईन आकडेवारी,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
सीमा स्थिती,ಗಡಿ ಸ್ಥಿತಿ
सीमा स्तर,ಗಡಿ ಪದರ
सीमारेषा,ಗಡಿ ರೇಖೆ
सीमा मूल्य,ಗಡಿ ಮೌಲ್ಯ
सीमा मूल्य समस्या,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
बंधनकारक कार्य,ಸೀಮಿತ ಕಾರ್ಯ
सीमाबद्ध मॅट्रिक्स,ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
सीमाबद्ध प्रदेश,ಗಡಿ ಪ್ರದೇಶ
बांधलेला संच,ಸೀಮಿತ ಸೆಟ್
ब्राउनियन गती,ಬ್ರೌನಿಯನ್ ಚಲನೆ
गणना करा,ಲೆಕ್ಕಾಚಾರ
गणना करत आहे,ಲೆಕ್ಕಾಚಾರ
गणना मशीन,ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ
गणना,ಲೆಕ್ಕಾಚಾರ
गणना प्रक्रिया,ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ
कॅल्क्युलेटर,ಕ್ಯಾಲ್ಕುಲೇಟರ್
कॅल्क्युलस,ಕಲನಶಾಸ್ತ್ರ
भिन्नतेची गणना,ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ
कॅलरी,ಕ್ಯಾಲೋರಿ
रद्द करण्याचा कायदा,ರದ್ದತಿ ಕಾನೂನು
प्रामाणिक समीकरण,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
प्रामाणिक स्वरूप,ಅಂಗೀಕೃತ ರೂಪ
कॅनोनिकल मॅट्रिक्स,ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
कॅंटर सेट,ಕ್ಯಾಂಟರ್ ಸೆಟ್
कॅंटरचा तिरंगी संच,ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್
सक्षम वाहतूक समस्या,ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
क्षमता,ಸಾಮರ್ಥ್ಯ
केशिका शक्ती,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
मुख्य क्रमांक,ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ
कार्टेशियन अक्ष,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
कार्टेशियन समन्वय,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
कार्टेशियन उत्पादन,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
संचांचे कार्टेशियन उत्पादन,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
केस स्टडी,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
आपत्तीजनक चढउतार,ದುರಂತದ ಏರಿಳಿತ
कॅटेनरी,ಕ್ಯಾಟೆನರಿ
कॉची वितरण,ಕೌಚಿ ವಿತರಣೆ
कॉची सूत्र,ಕೌಚಿ ಸೂತ್ರ
कैची गौरसाट प्रमेय,ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ
Cauchy Riemann अटी,ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು
कॉची क्रम,ಕೌಚಿ ಅನುಕ್ರಮ
कैची अभिन्न,ಕೌಚಿ ಅವಿಭಾಜ್ಯ
कॉची मुख्य मूल्य,ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ
कॉची अवशेष प्रमेय,ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ
केली हॅमिल्टन प्रमेय,ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ
आकाशीय शरीर,ಆಕಾಶಕಾಯ
आकाशीय मापन,ಆಕಾಶ ಮಾಪನ
खगोलीय यांत्रिकी,ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ
खगोलीय वस्तू,ಆಕಾಶ ವಸ್ತು
सेल वारंवारता,ಜೀವಕೋಶದ ಆವರ್ತನ
जनगणना,ಜನಗಣತಿ
सेंटाइल,ಸೆಂಟಿಲ್
सेंटीमीटर,ಸೆಂಟಿಮೀಟರ್
सेंटीमीटर ग्रॅम दुसरी प्रणाली,ಸೆಂಟಿಮೀಟರ್ ಗ್ರಾಂ ಎರಡನೇ ವ್ಯವಸ್ಥೆ
मध्यवर्ती,ಕೇಂದ್ರ
मध्य अक्ष,ಕೇಂದ್ರ ಅಕ್ಷ
मध्यवर्ती फरक,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ
केंद्रीय फरक सूत्र,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
मध्यवर्ती फरक सारणी,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಕೋಷ್ಟಕ
केंद्रीय मर्यादा प्रमेय,ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ
मध्यवर्ती क्षण,ಕೇಂದ್ರ ಕ್ಷಣ
