Marathi,Punjabi
रेझिस्टर कॅपेसिटर,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
रेझिस्टर ऑसिलेटर,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
ब्लॉकिंग ऑसिलेटर,ਰੋਧਕ ਔਸਿਲੇਟਰ
रेझिस्टर व्होल्टेज,ਰੋਧਕ ਵੋਲਟੇਜ
ब्लोअर,ਉਡਾਉਣ ਵਾਲਾ
bode आकृती,ਬੋਡ ਚਿੱਤਰ
voltzmann संबंध,voltzmann ਸਬੰਧ
voltzmann स्थिरांक,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
बंध,ਬਾਂਡ
बाउंड स्ट्रेन गेज,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
स्वयं-समर्थक अॅम्प्लिफायर,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
बुलियन बीजगणित,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
बुलियन समीकरण,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
बूट Strapon,ਬੂਟ Strapon
बूथचे अल्गोरिदम,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
बूटस्ट्रॅप प्रिझम सर्किट,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
bosscutts नियम,bosscutts ਨਿਯਮ
बोस-चौधरी हॉकेनहॅम (BCH) कोड,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"उडी, उडी","ਛਾਲ, ਛਾਲ"
बद्ध इलेक्ट्रॉन,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
ब्रॅग रिफ्लेक्टर,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
गुंफलेली तार,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
शाखा,ਸ਼ਾਖਾ
शाखा,ਬ੍ਰਾਂਚਿੰਗ
प्रयोग मंडळ,ਪ੍ਰਯੋਗ ਬੋਰਡ
ब्रेक झोन,ਬਰੇਕ ਜ਼ੋਨ
ब्रेकिंग व्होल्टेज,ਵੋਲਟੇਜ ਤੋੜਨਾ
ब्रेकडाउन डायोड,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
फ्रॅक्चर फिक्सेशन,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
ब्रेकिंग व्होल्टेज,ਵੋਲਟੇਜ ਤੋੜਨਾ
पूल,ਪੁਲ
ब्रिज रेक्टिफायर,ਪੁਲ ਸੁਧਾਰਕ
रुंद बँड,ਚੌੜਾ ਬੈਂਡ
ब्रॉडकास्ट बँड,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
सूक्ष्म अॅरे,ਸੂਖਮ ਐਰੇ
प्रसारण,ਪ੍ਰਸਾਰਣ
ब्रॉडकास्ट अँटेना,ਪ੍ਰਸਾਰਣ antenna
ब्रॉडकास्ट रिसीव्हर,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
वारंवारता प्रसारण प्राप्तकर्ता,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
प्रसारण ट्रान्समीटर,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
बूस्टर अँटेना,ਬੂਸਟਰ ਐਂਟੀਨਾ
बस अँटेना,ਬੱਸ ਐਂਟੀਨਾ
ब्रश विसर्जन,ਬੁਰਸ਼ ਇਮਰਸ਼ਨ
बुडबुडे आणि गेट,ਬੁਲਬੁਲਾ ਅਤੇ ਗੇਟ
बुडबुडू किंवा गेट,ਬੁਡਬੁਦੁ ਜਾਂ ਗੇਟ
बबल स्मृती,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
भरपाई व्होल्टेज,ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲੀ ਵੋਲਟੇਜ
बफर,ਬਫਰ
बफर अॅम्प्लीफायर,ਬਫਰ ਐਂਪਲੀਫਾਇਰ
बफर सर्किट,ਬਫਰ ਸਰਕਟ
बफर ऑपरेटर,ਬਫਰ ਆਪਰੇਟਰ
बफर रजिस्टर,ਬਫਰ ਰਜਿਸਟਰ
बल्ब,ਬੱਲਬ
लोकसंख्या प्रभाव,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
मॅक्रो सेमीकंडक्टर उपकरण,ਮੈਕਰੋ ਸੈਮੀਕੰਡਕਟਰ ਜੰਤਰ
घड,ਝੁੰਡ
बुडलेली एक्सचेंज,ਡੁੱਬਿਆ ਐਕਸਚੇਂਜ
बुडलेला थर,ਡੁੱਬੀ ਪਰਤ
बुडलेला संपर्क,ਡੁੱਬਿਆ ਸੰਪਰਕ
स्फोट अॅम्प्लीफायर,ਧਮਾਕੇ ਐਂਪਲੀਫਾਇਰ
स्फोट कव्हर,ਧਮਾਕੇ ਕਵਰ
स्फोट गोळीबार,ਧਮਾਕੇ ਦੀ ਗੋਲੀਬਾਰੀ
स्फोट दरवाजा अॅम्प्लीफायर,ਵਿਸਫੋਟ ਦਰਵਾਜ਼ਾ ਐਂਪਲੀਫਾਇਰ
बर्स्ट मोड,ਬਰਸਟ ਮੋਡ
स्फोट विभाजक,ਧਮਾਕੇ ਨੂੰ ਵੱਖ ਕਰਨ ਵਾਲਾ
स्फोट सिग्नल,ਧਮਾਕਾ ਸੰਕੇਤ
स्फोट त्रुटी सुधारक कोड,ਬਰਸਟ ਗਲਤੀ ਸੁਧਾਰਕ ਕੋਡ
पुरेसा,ਕਾਫ਼ੀ
बस बार,ਬੱਸ ਪੱਟੀ
बस संघटना,ਬੱਸ ਸੰਸਥਾ
बस मानक,ਬੱਸ ਸਟੈਂਡਰਡ
फक्त क्षणिक,ਸਿਰਫ਼ ਪਲ ਪਲ
बटर वर्थ फिल्टर,ਮੱਖਣ ਦੀ ਕੀਮਤ ਫਿਲਟਰ
bnc वायर,bnc ਤਾਰ
BNC जॉइंटर,BNC ਜੁਆਇੰਟਰ
च्या कडे,ਰਾਹ
बायपास कॅपेसिटर,ਬਾਈਪਾਸ capacitor
बाइट,ਬਾਈਟ
व्ही बँड,ਵੀ ਬੈਂਡ
सी बँड अँटेना,C ਬੈਂਡ ਐਂਟੀਨਾ
तार,ਤਾਰ
वायर राउटिंग,ਤਾਰ ਰੂਟਿੰਗ
टेलिग्राफ दूरदर्शन,ਟੈਲੀਗ੍ਰਾਫ ਟੈਲੀਵਿਜ਼ਨ
कॅशे मेमरी,ਕੈਸ਼ ਮੈਮੋਰੀ
Sisim वारंवारता मानक,ਸਿਸਿਮ ਫ੍ਰੀਕੁਐਂਸੀ ਸਟੈਂਡਰਡ
कॅल्क्युलेटर,ਕੈਲਕੁਲੇਟਰ
कॅलिब्रेशन,ਕੈਲੀਬ੍ਰੇਸ਼ਨ
कॉल पत्ता,ਕਾਲ ਪਤਾ
कॉलपिट ऑसिलेटर,ਕਾਲਪਿਟ ਔਸਿਲੇਟਰ
कॅम कॉर्डर,ਕੈਮ ਕੋਰਡਰ
कॅमेरा,ਕੈਮਰਾ
कॅमेरा नळी,ਕੈਮਰਾ ਹੋਜ਼
candela,candela
मेणबत्ती शक्ती,ਮੋਮਬੱਤੀ ਦੀ ਸ਼ਕਤੀ
कॅन्टिलिव्हर स्ट्रेन गेज,cantilever ਤਣਾਅ ਗੇਜ
धारण,ਹੋਲਡ
कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर,ਸਮਰੱਥਾ ਬਲੱਡ ਪ੍ਰੈਸ਼ਰ transducer
होल्डिंग वितरक,ਹੋਲਡਿੰਗ ਵਿਤਰਕ
करार धारण,ਸੰਧੀ ਰੱਖਣ
कॅपेसिटन्स गेज,ਸਮਰੱਥਾ ਗੇਜ
धारण कलेक्टर,ਹੋਲਡਿੰਗ ਕੁਲੈਕਟਰ
capacitance reactance,ਸਮਰੱਥਾ ਪ੍ਰਤੀਕਿਰਿਆ
"कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर","Capacitive Energy Converter, Transducer"
कॅपेसिटर,capacitor
